sequence,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8Jez6IvhFWhBxdB?0iB6oBlmBXrB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8Jez6IvhFCcBmdB?5jB0iBlmBXrB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8JeWAJvhFTcB/iB?ajB5jBlmB0qB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8Jez6IvhF/iBajB?5jBlmBuqBcrB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8JeWAJvhFlcBajB?5jB/mBTnB0qB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8JeC7IvhFlcBzdB?5jB/mB2sB0qB
OJIZSLT,X,O,X,X,O,O
OJLTISZ,X,X,X,X,O,O
OJLTIZS,O,O,X,X,X,X
OJLTSIZ,X,X,X,X,O,O
OJLTSZI,O,X,X,X,O,O
OJLTZIS,O,O,X,X,X,X
OJLTZSI,O,O,X,X,X,X
OJLITSZ,X,X,X,X,O,O
OJLITZS,O,O,X,X,X,X
OJLISTZ,X,X,O,O,O,O
OJLISZT,X,X,X,X,O,O
OJLIZTS,O,O,X,X,X,X
OJLIZST,O,O,X,X,O,O
OJLSTIZ,X,X,O,O,O,O
OJLSTZI,O,X,O,X,O,O
OJLSITZ,X,X,O,O,O,O
OJLSIZT,X,X,X,X,O,O
OJLSZTI,O,X,X,X,O,O
OJLSZIT,O,X,X,X,O,O
OJLZTIS,O,O,X,X,X,X
OJLZTSI,O,X,X,X,X,X
OJLZITS,O,O,X,X,X,X
OJLZIST,O,O,X,X,O,O
OJLZSTI,O,X,X,X,O,O
OJLZSIT,O,O,X,X,O,O
OJSTILZ,X,X,O,O,O,O
OJSTIZL,X,X,O,X,O,O
OJSTLIZ,X,X,O,O,O,O
OJSTLZI,X,X,O,X,O,O
OJSTZIL,X,X,O,X,O,O
OJSTZLI,X,X,O,X,O,O
OJSITLZ,X,X,O,O,O,O
OJSITZL,X,X,O,X,O,O
OJSILTZ,X,X,O,O,O,O
OJSILZT,X,X,X,X,O,O
OJSIZTL,X,X,X,X,O,O
OJSIZLT,X,X,X,X,O,O
OJSLTIZ,X,X,O,O,O,O
OJSLTZI,O,X,O,X,O,O
OJSLITZ,X,X,O,O,O,O
OJSLIZT,X,X,X,X,O,O
OJSLZTI,O,X,X,X,O,O
OJSLZIT,O,X,X,X,O,O
OJSZTIL,X,X,X,X,O,O
OJSZTLI,X,X,X,X,O,O
OJSZITL,X,X,X,X,O,O
OJSZILT,X,X,X,X,O,O
OJSZLTI,O,X,X,X,O,O
OJSZLIT,O,X,X,X,O,O
OJZTILS,O,O,X,X,X,X
OJZTISL,X,O,X,X,X,X
OJZTLIS,O,O,X,X,X,X
OJZTLSI,O,O,X,X,X,X
OJZTSIL,X,O,X,X,X,X
OJZTSLI,O,O,X,X,X,X
OJZITLS,X,O,X,X,X,X
OJZITSL,X,O,X,X,X,X
OJZILTS,O,O,X,X,X,X
OJZILST,O,O,X,X,O,O
OJZISTL,X,O,X,X,O,O
OJZISLT,X,O,X,X,O,O
OJZLTIS,O,O,X,X,X,X
OJZLTSI,O,O,X,X,X,X
OJZLITS,O,O,X,X,X,X
OJZLIST,O,O,X,X,O,O
OJZLSTI,O,X,X,X,O,O
OJZLSIT,O,O,X,X,O,O
OJZSTIL,X,O,X,X,O,O
OJZSTLI,X,O,X,X,O,O
OJZSITL,X,O,X,X,O,O
OJZSILT,X,O,X,X,O,O
OJZSLTI,O,X,X,X,O,O
OJZSLIT,O,O,X,X,O,O
OSTILJZ,X,X,O,O,O,O
OSTILZJ,X,O,O,O,O,X
OSTIJLZ,X,X,O,O,O,O
OSTIJZL,X,X,O,X,O,O
OSTIZLJ,X,O,O,O,O,X
OSTIZJL,X,O,O,X,O,X
OSTLIJZ,X,X,O,O,O,O
OSTLIZJ,X,O,O,O,O,X
OSTLJIZ,X,X,O,O,O,O
OSTLJZI,O,X,O,X,O,O
OSTLZIJ,O,O,O,O,O,X
OSTLZJI,O,O,O,X,O,X
OSTJILZ,X,X,O,O,O,O
OSTJIZL,X,X,O,X,O,O
OSTJLIZ,X,X,O,O,O,O
OSTJLZI,O,X,O,X,O,O
OSTJZIL,X,X,O,X,O,O
OSTJZLI,O,X,O,X,O,O
OSTZILJ,X,O,O,O,O,X
OSTZIJL,X,O,O,X,O,X
OSTZLIJ,O,O,O,O,O,X
OSTZLJI,O,O,O,X,O,X
OSTZJIL,X,O,O,X,O,X
OSTZJLI,O,O,O,X,O,X
OSITLJZ,X,X,O,O,O,O
OSITLZJ,X,O,O,O,O,X
OSITJLZ,X,X,O,O,O,O
OSITJZL,X,X,O,X,O,O
OSITZLJ,X,O,O,O,O,X
OSITZJL,X,O,O,X,O,X
OSILTJZ,X,X,O,O,O,O
OSILTZJ,X,O,O,O,O,X
OSILJTZ,X,X,O,O,O,O
OSILJZT,X,X,X,X,O,O
OSILZTJ,X,X,X,O,O,X
OSILZJT,X,O,X,X,O,X
OSIJTLZ,X,X,O,O,O,O
OSIJTZL,X,X,O,X,O,O
OSIJLTZ,X,X,O,O,O,O
OSIJLZT,X,X,X,X,O,O
OSIJZTL,X,X,X,X,O,O
OSIJZLT,X,X,X,X,O,O
OSIZTLJ,X,O,X,O,O,X
OSIZTJL,X,O,X,X,O,X
OSIZLTJ,X,X,X,O,O,X
OSIZLJT,X,O,X,X,O,X
OSIZJTL,X,O,X,X,O,X
OSIZJLT,X,O,X,X,O,X
OSLTIJZ,X,X,O,O,O,O
OSLTIZJ,X,O,O,O,O,X
OSLTJIZ,X,X,O,O,O,O
OSLTJZI,O,X,O,X,O,O
OSLTZIJ,O,O,O,O,O,X
OSLTZJI,O,O,O,X,O,X
OSLITJZ,X,X,O,O,O,O
OSLITZJ,X,O,O,O,O,X
OSLIJTZ,X,X,O,O,O,O
OSLIJZT,X,X,X,X,O,O
OSLIZTJ,O,X,X,O,O,X
OSLIZJT,O,O,X,X,O,X
OSLJTIZ,X,X,O,O,O,O
OSLJTZI,O,X,O,X,O,O
OSLJITZ,X,X,O,O,O,O
OSLJIZT,X,X,X,X,O,O
OSLJZTI,O,X,X,X,O,O
OSLJZIT,O,X,X,X,O,O
OSLZTIJ,O,X,X,O,O,X
OSLZTJI,O,X,X,X,O,X
OSLZITJ,O,X,X,O,O,X
OSLZIJT,O,O,X,X,O,X
OSLZJTI,O,X,X,X,O,X
OSLZJIT,O,O,X,X,O,X
OSJTILZ,X,X,O,O,O,O
OSJTIZL,X,X,O,X,O,O
OSJTLIZ,X,X,O,O,O,O
OSJTLZI,X,X,O,X,O,O
OSJTZIL,X,X,O,X,O,O
OSJTZLI,X,X,O,X,O,O
OSJITLZ,X,X,O,O,O,O
OSJITZL,X,X,O,X,O,O
OSJILTZ,X,X,O,O,O,O
OSJILZT,X,X,X,X,O,O
OSJIZTL,X,X,X,X,O,O
OSJIZLT,X,X,X,X,O,O
OSJLTIZ,X,X,O,O,O,O
OSJLTZI,O,X,O,X,O,O
OSJLITZ,X,X,O,O,O,O
OSJLIZT,X,X,X,X,O,O
OSJLZTI,O,X,X,X,O,O
OSJLZIT,O,X,X,X,O,O
OSJZTIL,X,X,X,X,O,O
OSJZTLI,X,X,X,X,O,O
OSJZITL,X,X,X,X,O,O
OSJZILT,X,X,X,X,O,O
OSJZLTI,O,X,X,X,O,O
OSJZLIT,O,X,X,X,O,O
OSZTILJ,X,O,X,O,O,X
OSZTIJL,X,O,X,X,O,X
OSZTLIJ,O,O,X,O,O,X
OSZTLJI,O,O,X,X,O,X
OSZTJIL,X,O,X,X,O,X
OSZTJLI,O,O,X,X,O,X
OSZITLJ,X,O,X,O,O,X
OSZITJL,X,O,X,X,O,X
OSZILTJ,X,X,X,O,O,X
OSZILJT,X,O,X,X,O,X
OSZIJTL,X,O,X,X,O,X
OSZIJLT,X,O,X,X,O,X
OSZLTIJ,O,X,X,O,O,X
OSZLTJI,O,X,X,X,O,X
OSZLITJ,O,X,X,O,O,X
OSZLIJT,O,O,X,X,O,X
OSZLJTI,O,X,X,X,O,X
OSZLJIT,O,O,X,X,O,X
OSZJTIL,X,O,X,X,O,X
OSZJTLI,X,O,X,X,O,X
OSZJITL,X,O,X,X,O,X
OSZJILT,X,O,X,X,O,X
OSZJLTI,O,X,X,X,O,X
OSZJLIT,O,O,X,X,O,X
OZTILJS,O,O,X,X,X,X
OZTILSJ,O,O,X,X,X,X
OZTIJLS,O,O,X,X,X,X
OZTIJSL,X,O,X,X,X,X
OZTISLJ,X,O,X,O,X,X
OZTISJL,X,O,X,X,X,X
OZTLIJS,O,O,X,X,X,X
OZTLISJ,O,O,X,X,X,X
OZTLJIS,O,O,X,X,X,X
OZTLJSI,O,O,X,X,X,X
OZTLSIJ,O,O,X,X,X,X
OZTLSJI,O,O,X,X,X,X
OZTJILS,O,O,X,X,X,X
OZTJISL,X,O,X,X,X,X
OZTJLIS,O,O,X,X,X,X
OZTJLSI,O,O,X,X,X,X
OZTJSIL,X,O,X,X,X,X
OZTJSLI,O,O,X,X,X,X
OZTSILJ,X,O,X,O,X,X
OZTSIJL,X,O,X,X,X,X
OZTSLIJ,O,O,X,O,X,X
OZTSLJI,O,O,X,X,X,X
OZTSJIL,X,O,X,X,X,X
OZTSJLI,O,O,X,X,X,X
OZITLJS,O,O,X,X,X,X
OZITLSJ,O,O,X,X,X,X
OZITJLS,O,O,X,X,X,X
OZITJSL,X,O,X,X,X,X
OZITSLJ,X,O,X,O,X,X
OZITSJL,X,O,X,X,X,X
OZILTJS,O,O,X,X,X,X
OZILTSJ,O,O,X,X,X,X
OZILJTS,O,O,X,X,X,X
OZILJST,O,O,X,X,O,X
OZILSTJ,O,X,X,O,O,X
OZILSJT,O,O,X,X,O,X
OZIJTLS,X,O,X,X,X,X
OZIJTSL,X,O,X,X,X,X
OZIJLTS,O,O,X,X,X,X
OZIJLST,O,O,X,X,O,X
OZIJSTL,X,O,X,X,O,X
OZIJSLT,X,O,X,X,O,X
OZISTLJ,X,O,X,O,O,X
OZISTJL,X,O,X,X,O,X
OZISLTJ,X,X,X,O,O,X
OZISLJT,X,O,X,X,O,X
OZISJTL,X,O,X,X,O,X
OZISJLT,X,O,X,X,O,X
OZLTIJS,O,O,X,X,X,X
OZLTISJ,O,O,X,X,X,X
OZLTJIS,O,O,X,X,X,X
OZLTJSI,O,O,X,X,X,X
OZLTSIJ,O,O,X,X,X,X
OZLTSJI,O,O,X,X,X,X
OZLITJS,O,O,X,X,X,X
OZLITSJ,O,O,X,X,X,X
OZLIJTS,O,O,X,X,X,X
OZLIJST,O,O,X,X,O,X
OZLISTJ,O,X,X,O,O,X
OZLISJT,O,O,X,X,O,X
OZLJTIS,O,O,X,X,X,X
OZLJTSI,O,O,X,X,X,X
OZLJITS,O,O,X,X,X,X
OZLJIST,O,O,X,X,O,X
OZLJSTI,O,X,X,X,O,X
OZLJSIT,O,O,X,X,O,X
OZLSTIJ,O,X,X,O,O,X
OZLSTJI,O,X,X,X,O,X
OZLSITJ,O,X,X,O,O,X
OZLSIJT,O,O,X,X,O,X
OZLSJTI,O,X,X,X,O,X
OZLSJIT,O,O,X,X,O,X
OZJTILS,O,O,X,X,X,X
OZJTISL,X,O,X,X,X,X
OZJTLIS,O,O,X,X,X,X
OZJTLSI,O,O,X,X,X,X
OZJTSIL,X,O,X,X,X,X
OZJTSLI,O,O,X,X,X,X
OZJITLS,X,O,X,X,X,X
OZJITSL,X,O,X,X,X,X
OZJILTS,O,O,X,X,X,X
OZJILST,O,O,X,X,O,X
OZJISTL,X,O,X,X,O,X
OZJISLT,X,O,X,X,O,X
OZJLTIS,O,O,X,X,X,X
OZJLTSI,O,O,X,X,X,X
OZJLITS,O,O,X,X,X,X
OZJLIST,O,O,X,X,O,X
OZJLSTI,O,X,X,X,O,X
OZJLSIT,O,O,X,X,O,X
OZJSTIL,X,O,X,X,O,X
OZJSTLI,X,O,X,X,O,X
OZJSITL,X,O,X,X,O,X
OZJSILT,X,O,X,X,O,X
OZJSLTI,O,X,X,X,O,X
OZJSLIT,O,O,X,X,O,X
OZSTILJ,X,O,X,O,O,X
OZSTIJL,X,O,X,X,O,X
OZSTLIJ,O,O,X,O,O,X
OZSTLJI,O,O,X,X,O,X
OZSTJIL,X,O,X,X,O,X
OZSTJLI,O,O,X,X,O,X
OZSITLJ,X,O,X,O,O,X
OZSITJL,X,O,X,X,O,X
OZSILTJ,X,X,X,O,O,X
OZSILJT,X,O,X,X,O,X
OZSIJTL,X,O,X,X,O,X
OZSIJLT,X,O,X,X,O,X
OZSLTIJ,O,X,X,O,O,X
OZSLTJI,O,X,X,X,O,X
OZSLITJ,O,X,X,O,O,X
OZSLIJT,O,O,X,X,O,X
OZSLJTI,O,X,X,X,O,X
OZSLJIT,O,O,X,X,O,X
OZSJTIL,X,O,X,X,O,X
OZSJTLI,X,O,X,X,O,X
OZSJITL,X,O,X,X,O,X
OZSJILT,X,O,X,X,O,X
OZSJLTI,O,X,X,X,O,X
OZSJLIT,O,O,X,X,O,X
