sequence,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBXiBllBc?sBTrBCrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBTiBllBc?rBXsBCrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBFiB6?rBcsBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFKiBzdB3gBc?mBWwBFsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBlmBc?sBzqBCsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFyiB3gBcmBT?iBWwBFsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBFiBS?sBzqB0rB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBllBcrBT?nBCrBXsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je07IvhFzdBllBGnBZ?nBXrB6rB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBFhBXiB6?qBcsBTrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFidBfnBunBl?lB0rBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBfnB6nBl?lB0rBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je07IvhFmdBSnBllBx?rBzrBXrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhFRdB1lB3iBq?rBUnBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBllB3mBc?sBzqBCsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhF1lBRiB3iBq?rBUnBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeX8IvhFmdBTiBllBx?rBqrB0qB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhFRdB1lBUiBq?rB3nBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFidBWnBllB3?nB0rBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je8CJvhFzhBllBxrB6?qBOrBXsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeT8IvhF8iBllBxrB3?rB6qBOsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeX8IvhFmdBFiBxlBc?sB6qBTrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhFfiB8iB1lBS?rBTnBRwB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBFiBc?sBCrBTrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je8BJvhFzdBllBxrBX?sB6qBOrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeX9IvhF8iBllBxrBz?rB6qBOrB
SLZTIJO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZTIOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZTJIO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZTJOI,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZTOIJ,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZTOJI,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZITJO,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZITOJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZIJTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZIJOT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZIOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLZIOJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJTIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJTOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJITO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJIOT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJOIT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZOTIJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLZOTJI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLZOITJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLZOIJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZOJTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZOJIT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOTIJZ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTZJI,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOITZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIJZT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOIZTJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOIZJT,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOJTIZ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOJZTI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLOZTJI,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLOZITJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLOZIJT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOZJTI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
