sequence,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFzdB5jB3hBm?nBimBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhF8hBGeBamB3?iBToBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBGeBZnBq?sB/tBTrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFTeBamBFiBf?sBGtB0sB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBfjB6jBZ?nBTrBWyB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFXdBTeBUhB1?nBStBmrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFxdBzhBfoB6?oBOmBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhBaoB3?iBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JefCJvhFxdBUhBCjBT?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhB3iBa?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhF5jBFhBynBf?sBmqBzsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeR9IvhFcjBFhBTiBf?sBSyBmqB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhFUhBxnBfoB6?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhFFhBfsBxsBT?tBmqBCtB
TJOLSZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
TJOLZIS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOLZSI,O,O,X,X,O,O,X,X,O,X,X,X,X,X
TJOSILZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
TJOSIZL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,O,O,O,O,X,X,X,X,X,X,X
TJOSLZI,O,O,X,O,O,O,O,X,X,X,X,X,X,X
TJOSZIL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOSZLI,O,O,X,O,O,O,O,X,X,X,X,X,X,X
TJOZILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOZISL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOZLIS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOZLSI,O,O,X,X,O,O,X,X,O,X,X,X,X,X
TJOZSIL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOZSLI,O,O,X,X,O,O,O,X,O,X,X,X,X,X
TSILJZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
TSILJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSILZJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
TSILZOJ,X,O,X,X,X,X,O,O,X,O,O,O,X,O
TSILOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,X,O,X,X,X,O,O,X,O
TSIJLZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
TSIJLOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJZLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSIJZOL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
TSIJOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZLJO,O,O,X,X,X,X,X,X,X,X,O,X,O,X
TSIZLOJ,X,O,X,X,X,X,O,O,X,O,O,X,O,O
TSIZJLO,O,O,X,X,X,X,X,X,X,X,O,X,O,X
TSIZJOL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
TSIZOLJ,X,X,X,X,X,X,O,O,X,O,O,X,O,O
TSIZOJL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
TSIOLJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,X,X,X,O,X,X,X,O,O,X,O
TSIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIOZLJ,X,X,X,X,X,X,O,X,X,O,O,X,X,O
TSIOZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
TSLIJZO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSLIJOZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSLIZJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSLIZOJ,X,O,O,X,X,X,O,O,X,O,O,O,X,O
TSLIOJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSLIOZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,O
TSLJIZO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSLJIOZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSLJZIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSLJZOI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSLJOIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSLJOZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSLZIJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSLZIOJ,X,O,O,X,X,X,O,O,O,O,O,O,X,O
TSLZJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSLZJOI,O,O,O,O,X,X,O,X,O,X,X,O,X,X
TSLZOIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
TSLZOJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TSLOIJZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSLOIZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
TSLOJIZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSLOJZI,X,O,O,O,X,X,O,X,X,X,X,O,X,X
TSLOZIJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
TSLOZJI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
TSJILZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
TSJILOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJIZOL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
TSJIOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJLIZO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJLIOZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSJLZIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJLZOI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSJLOIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSJLOZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSJZILO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSJZIOL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
TSJZLIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJZLOI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSJZOIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSJZOLI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSJOILZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSJOLZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSJOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZILJO,O,O,X,X,X,X,X,X,X,X,O,X,O,X
TSZILOJ,X,O,X,X,X,X,O,O,O,O,O,X,O,O
TSZIJLO,O,O,O,X,X,X,X,X,X,X,O,X,O,X
TSZIJOL,O,O,O,X,X,X,X,X,X,O,X,X,O,O
TSZIOLJ,X,X,X,X,X,X,O,O,O,O,O,X,O,O
TSZIOJL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
TSZLIJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSZLIOJ,X,O,O,X,X,X,O,O,O,O,O,O,X,O
TSZLJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSZLJOI,O,O,O,O,X,X,O,X,O,X,X,O,X,X
TSZLOIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
TSZLOJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TSZJILO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSZJIOL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
TSZJLIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
TSZJLOI,O,O,O,O,X,X,O,X,O,X,X,X,X,X
TSZJOIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSZJOLI,O,O,O,O,X,X,O,X,O,X,X,X,X,X
TSZOILJ,X,X,X,X,X,X,O,O,O,O,O,X,O,O
TSZOIJL,O,O,O,X,X,X,X,X,X,O,X,X,O,O
TSZOLIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
TSZOLJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TSZOJIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSZOJLI,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSOILJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOILZJ,X,O,X,X,X,X,O,X,X,X,O,O,X,O
TSOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TSOIZLJ,X,O,X,X,X,X,O,X,X,O,O,X,X,O
TSOIZJL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
TSOLIJZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOLIZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
TSOLJIZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOLJZI,X,O,O,O,X,X,O,X,X,X,X,O,X,X
TSOLZIJ,X,O,O,X,X,X,O,X,O,X,O,O,X,X
TSOLZJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TSOJILZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOJLZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSOJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOZILJ,X,O,X,X,X,X,O,X,O,O,O,X,X,O
TSOZIJL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
TSOZLIJ,X,O,O,X,X,X,O,X,O,O,O,O,X,X
TSOZLJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TSOZJIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSOZJLI,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZILJSO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZILJOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZILSJO,O,O,O,X,X,O,X,X,X,X,X,X,O,X
TZILSOJ,X,O,O,X,X,O,X,O,O,O,X,X,O,X
TZILOJS,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TZILOSJ,X,O,O,X,X,O,X,O,X,O,X,X,O,X
TZIJLSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZIJLOS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZIJSLO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
TZIJSOL,O,O,X,X,O,O,X,X,X,O,X,X,O,X
TZIJOLS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZIJOSL,O,O,X,X,O,O,X,X,X,O,X,X,O,X
TZISLJO,O,O,O,X,X,X,X,X,X,X,O,X,O,X
TZISLOJ,X,O,O,X,X,X,O,O,O,O,O,X,O,O
TZISJLO,O,O,O,X,O,X,X,X,X,X,O,X,O,X
TZISJOL,O,O,O,X,O,X,X,X,X,O,X,X,O,O
TZISOLJ,X,X,X,X,X,X,O,O,O,O,O,X,O,O
TZISOJL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
TZIOLJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TZIOLSJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
TZIOJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TZIOJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
TZIOSLJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
TZIOSJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TZLIJSO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZLIJOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZLISJO,O,O,O,X,X,O,X,X,X,X,X,X,O,X
TZLISOJ,X,O,O,X,X,O,X,O,O,O,X,O,O,X
TZLIOJS,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TZLIOSJ,X,O,O,X,X,O,X,O,X,O,X,X,O,X
TZLJISO,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZLJIOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZLJSIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZLJOIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZLJOSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TZLSIOJ,X,O,O,X,X,O,O,O,O,O,O,O,X,O
TZLSJIO,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TZLSJOI,O,O,O,X,X,O,O,X,O,X,X,O,X,X
TZLSOIJ,X,O,O,X,X,O,O,O,O,O,O,O,X,X
TZLSOJI,X,O,O,X,X,O,O,X,O,X,X,O,X,X
TZLOIJS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TZLOISJ,X,O,O,X,X,O,X,O,O,O,X,X,O,X
TZLOJIS,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TZLOJSI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
TZLOSIJ,X,O,O,X,X,O,O,O,O,O,X,O,X,X
TZLOSJI,X,O,O,X,X,O,O,X,O,X,X,O,X,X
TZJILSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZJILOS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZJISLO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
TZJISOL,O,O,X,X,O,O,X,X,X,O,X,X,O,X
TZJIOLS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZJIOSL,O,O,X,X,O,O,X,X,X,O,X,X,O,X
TZJLISO,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJLIOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZJLSIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,X,O,O,X,X,O,X,X,X,X,X
TZJLOIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZJLOSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJSILO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
TZJSIOL,O,O,O,X,O,O,X,X,X,O,X,X,X,O
TZJSLIO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
TZJSLOI,O,O,O,X,O,O,O,X,O,X,X,X,X,X
TZJSOIL,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TZJSOLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X
TZJOILS,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZJOISL,O,O,X,X,O,O,X,X,X,O,X,X,O,X
TZJOLIS,O,O,X,X,O,O,X,O,X,X,X,X,X,X
TZJOLSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X
TZJOSIL,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TZJOSLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X
TZSILJO,O,O,O,X,X,X,X,X,X,X,O,X,O,X
TZSILOJ,X,O,O,X,X,X,O,O,O,O,O,X,O,O
TZSIJLO,O,O,O,X,O,X,X,X,X,X,O,X,O,X
TZSIJOL,O,O,O,X,O,X,X,X,X,O,X,X,O,O
TZSIOLJ,X,X,X,X,X,X,O,O,O,O,O,X,O,O
TZSIOJL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
TZSLIJO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TZSLIOJ,X,O,O,X,X,X,O,O,O,O,O,O,X,O
TZSLJIO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TZSLJOI,O,O,O,X,X,X,O,X,O,X,X,O,X,X
TZSLOIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
TZSLOJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TZSJILO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
TZSJIOL,O,O,O,X,O,X,X,X,X,O,X,X,X,O
TZSJLIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
TZSJLOI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSJOIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TZSJOLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSOILJ,X,X,O,X,X,X,O,O,O,O,O,X,O,O
TZSOIJL,O,O,O,X,O,X,X,X,X,O,X,X,O,O
TZSOLIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
TZSOLJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TZSOJIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TZSOJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZOILJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TZOILSJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
TZOIJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TZOIJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
TZOISLJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
TZOISJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TZOLIJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TZOLISJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
TZOLJIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TZOLJSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TZOLSIJ,X,O,O,X,X,X,O,O,O,O,X,X,X,X
TZOLSJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
TZOJILS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TZOJISL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
TZOJLIS,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZOJLSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TZOJSIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TZOJSLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZOSILJ,X,O,O,X,X,X,O,O,O,O,O,X,O,O
TZOSIJL,O,O,O,X,O,X,X,X,X,O,X,X,O,O
TZOSLIJ,X,O,O,X,X,X,O,O,O,O,O,X,X,X
TZOSLJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
TZOSJIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TZOSJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TOILJSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOILJZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOILSJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOILSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOILZJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TOILZSJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TOIJLSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOIJLZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOIJSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOIJSZL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOIJZLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOIJZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOISLJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TOISLZJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X
TOISJLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOISJZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOISZLJ,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TOISZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TOIZLJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TOIZLSJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
TOIZJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TOIZJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
TOIZSLJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
TOIZSJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TOLIJSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLIJZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLISJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOLISZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOLIZJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TOLIZSJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TOLJISZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLJIZS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLJSIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLJSZI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLJZIS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLJZSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TOLSIJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TOLSIZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X
TOLSJIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TOLSJZI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
TOLSZIJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TOLSZJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TOLZIJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TOLZISJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TOLZJIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TOLZJSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TOLZSIJ,X,O,O,X,X,X,O,O,O,X,X,O,X,X
TOLZSJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TOJILSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJILZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJISLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJISZL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJIZLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJIZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJLISZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJLIZS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJLSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJLSZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJLZIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJLZSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TOJSILZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJSIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJSLIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TOJSLZI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TOJSZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJSZLI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TOJZILS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJZISL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJZLIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJZLSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TOJZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJZSLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TOSILJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TOSILZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,O
TOSIJLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOSIJZL,O,O,O,X,O,X,X,X,X,X,X,X,X,O
TOSIZLJ,X,O,O,X,X,X,O,X,X,O,O,X,X,O
TOSIZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,O
TOSLIJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TOSLIZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
TOSLJIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TOSLJZI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
TOSLZIJ,X,O,O,X,X,X,O,X,O,X,O,O,X,X
TOSLZJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TOSJILZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOSJIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOSJLIZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TOSJLZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X
TOSJZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOSJZLI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TOSZILJ,X,O,O,X,X,X,O,X,O,O,O,X,X,O
TOSZIJL,O,O,O,X,O,X,X,X,X,O,X,X,X,O
TOSZLIJ,X,O,O,X,X,X,O,X,O,O,O,O,X,X
TOSZLJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TOSZJIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TOSZJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TOZILJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TOZILSJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
TOZIJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TOZIJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
TOZISLJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
TOZISJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TOZLIJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TOZLISJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
TOZLJIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TOZLJSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TOZLSIJ,X,O,O,X,X,X,O,O,O,O,X,X,X,X
TOZLSJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
TOZJILS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TOZJISL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
TOZJLIS,O,O,X,X,O,X,X,O,X,X,X,X,X,X
