sequence,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBmdBThBK?nBfoBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBRdB3hBa?oBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB/iBajBT?hB2sBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBSiBZjB3?hBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB2iBThB3?iBysBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBidBThBm?nB3nBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFGdBZjBThB/?nBllBirB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhF3cBajBTiBO?rBlqBRxB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmdBZmBXnBz?sBqrBlqB
SIOTLZJ,X,X,X,O,X,X,X,X,O
SIOTJLZ,X,X,X,O,X,X,X,X,O
SIOTJZL,X,X,X,O,X,X,X,X,O
SIOTZLJ,X,X,X,O,X,X,X,X,O
SIOTZJL,X,X,X,O,X,X,X,X,O
SIOLTJZ,X,X,X,X,X,X,O,X,O
SIOLTZJ,X,X,X,X,X,X,O,X,O
SIOLJTZ,X,X,X,X,X,X,O,O,O
SIOLJZT,O,X,X,O,X,X,O,O,O
SIOLZTJ,X,X,X,X,X,X,O,X,O
SIOLZJT,O,X,X,O,X,X,O,O,O
SIOJTLZ,X,X,X,X,X,X,X,O,O
SIOJTZL,X,X,X,X,X,X,X,O,O
SIOJLTZ,X,X,X,X,X,X,X,O,O
SIOJLZT,X,X,X,O,X,X,X,O,O
SIOJZTL,O,X,X,X,X,X,X,O,O
SIOJZLT,O,X,X,O,X,X,X,O,O
SIOZTLJ,X,X,X,O,X,X,X,X,O
SIOZTJL,X,X,X,O,X,X,X,X,O
SIOZLTJ,X,X,X,X,X,X,O,X,O
SIOZLJT,O,X,X,O,X,X,O,O,O
SIOZJTL,O,X,X,X,X,X,X,O,O
SIOZJLT,O,X,X,O,X,X,X,O,O
SLTIJZO,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,X,X
SLTIZJO,O,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,O,X,O,X,X
SLTIOJZ,O,O,X,X,O,X,O,X,X
SLTIOZJ,O,O,X,X,O,X,O,X,X
SLTJIZO,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,X,X
SLTJZIO,O,O,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,O,X,X,X,X
SLTJOIZ,O,O,X,X,O,X,X,X,X
SLTJOZI,O,O,X,X,O,X,X,X,X
SLTZIJO,O,O,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,O,X,O,X,X
SLTZJIO,O,O,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X,X
SLTZOIJ,O,O,X,X,O,X,O,X,X
SLTZOJI,O,O,X,X,O,X,O,X,X
SLTOIJZ,O,O,X,X,O,X,O,X,X
SLTOIZJ,O,O,X,X,O,X,O,X,X
SLTOJIZ,O,O,X,X,O,X,O,X,X
SLTOJZI,O,O,X,X,O,X,O,X,X
SLTOZIJ,O,O,X,X,O,X,O,X,X
SLTOZJI,O,O,X,X,O,X,O,X,X
SLITJZO,O,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,X,O,X,O,X,X
SLITOJZ,O,X,X,X,O,X,O,X,X
SLITOZJ,O,X,X,X,O,X,O,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,O,X,X
SLIJOTZ,X,X,X,X,X,X,O,X,X
SLIJOZT,O,X,X,X,X,X,O,X,X
SLIZTJO,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,O,X,O,X,X
SLIZJTO,O,O,X,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,O,X,X
SLIZOTJ,X,X,X,X,X,X,O,X,X
SLIZOJT,O,X,X,X,X,X,O,X,X
SLIOTJZ,X,X,X,X,X,X,O,X,X
SLIOTZJ,X,X,X,X,X,X,O,X,X
SLIOJTZ,X,X,X,X,X,X,O,X,X
SLIOJZT,O,X,X,X,X,X,O,X,X
SLIOZTJ,X,X,X,X,X,X,O,X,X
SLIOZJT,O,X,X,X,X,X,O,X,X
SLJTIZO,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,X,X,X,X,X,X,X
SLJTZIO,O,O,X,X,X,X,X,X,X
SLJTZOI,O,O,X,X,O,X,X,X,X
SLJTOIZ,O,O,X,X,O,X,X,X,X
SLJTOZI,O,O,X,X,O,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,O,X,X
SLJIOTZ,X,X,X,X,X,X,O,X,X
SLJIOZT,O,X,X,X,X,X,O,X,X
SLJZTIO,O,O,X,X,X,X,X,X,X
SLJZTOI,O,O,X,X,O,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,O,X,X
SLJZOTI,O,X,X,X,X,X,O,X,X
SLJZOIT,O,O,X,X,X,X,O,X,X
SLJOTIZ,O,X,X,X,X,X,O,X,X
SLJOTZI,O,X,X,X,X,X,O,X,X
SLJOITZ,X,X,X,X,X,X,O,X,X
SLJOIZT,O,O,X,X,X,X,O,X,X
SLJOZTI,O,X,X,X,X,X,O,X,X
SLJOZIT,O,O,X,X,X,X,O,X,X
SLZTIJO,O,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,O,X,O,X,X
SLZTJIO,O,O,X,X,X,X,X,X,X
SLZTJOI,O,O,X,X,O,X,X,X,X
SLZTOIJ,O,O,X,X,O,X,O,X,X
SLZTOJI,O,O,X,X,O,X,O,X,X
SLZITJO,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,O,X,O,X,X
SLZIJTO,O,O,X,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,O,X,X
SLZIOTJ,X,X,X,X,X,X,O,X,X
SLZIOJT,O,X,X,X,X,X,O,X,X
SLZJTIO,O,O,X,X,X,X,X,X,X
SLZJTOI,O,O,X,X,O,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,O,X,X
SLZJOTI,O,X,X,X,X,X,O,X,X
SLZJOIT,O,O,X,X,X,X,O,X,X
SLZOTIJ,O,O,X,X,X,X,O,X,X
SLZOTJI,O,O,X,X,X,X,O,X,X
SLZOITJ,X,O,X,X,X,X,O,X,X
SLZOIJT,O,O,X,X,X,X,O,X,X
SLZOJTI,O,O,X,X,X,X,O,X,X
SLZOJIT,O,O,X,X,X,X,O,X,X
SLOTIJZ,O,O,X,X,X,X,O,X,X
SLOTIZJ,O,O,X,X,X,X,O,X,X
SLOTJIZ,O,O,X,X,X,X,O,X,X
SLOTJZI,O,O,X,X,X,X,O,X,X
SLOTZIJ,O,O,X,X,X,X,O,X,X
SLOTZJI,O,O,X,X,X,X,O,X,X
SLOITJZ,X,O,X,X,X,X,O,X,X
SLOITZJ,X,O,X,X,X,X,O,X,X
SLOIJTZ,X,O,X,X,X,X,O,X,X
SLOIJZT,O,O,X,X,X,X,O,X,X
SLOIZTJ,X,O,X,X,X,X,O,X,X
SLOIZJT,O,O,X,X,X,X,O,X,X
SLOJTIZ,O,O,X,X,X,X,O,X,X
SLOJTZI,O,O,X,X,X,X,O,X,X
SLOJITZ,X,O,X,X,X,X,O,X,X
SLOJIZT,O,O,X,X,X,X,O,X,X
SLOJZTI,O,O,X,X,X,X,O,X,X
SLOJZIT,O,O,X,X,X,X,O,X,X
SLOZTIJ,O,O,X,X,X,X,O,X,X
SLOZTJI,O,O,X,X,X,X,O,X,X
SLOZITJ,X,O,X,X,X,X,O,X,X
SLOZIJT,O,O,X,X,X,X,O,X,X
SLOZJTI,O,O,X,X,X,X,O,X,X
SLOZJIT,O,O,X,X,X,X,O,X,X
SJTILZO,O,O,O,X,X,O,X,X,X
SJTILOZ,O,O,O,X,X,X,X,X,X
SJTIZLO,O,O,O,X,X,O,X,X,X
SJTIZOL,O,O,O,O,X,X,X,O,X
SJTIOLZ,X,O,O,O,X,X,X,O,X
SJTIOZL,O,O,O,O,X,X,X,O,X
SJTLIZO,O,O,O,X,X,O,X,X,X
SJTLIOZ,O,O,O,X,X,X,X,X,X
SJTLZIO,O,O,O,X,X,O,X,X,X
SJTLZOI,O,O,O,X,X,O,X,X,X
SJTLOIZ,O,O,O,X,X,O,X,X,X
SJTLOZI,O,O,O,X,X,O,X,X,X
SJTZILO,O,O,O,X,X,O,X,X,X
SJTZIOL,O,O,O,O,X,X,X,O,X
SJTZLIO,O,O,O,X,X,O,X,X,X
SJTZLOI,O,O,O,X,X,O,X,X,X
SJTZOIL,O,O,O,O,X,O,X,X,X
SJTZOLI,O,O,O,O,X,O,X,X,X
SJTOILZ,X,O,O,O,X,O,X,X,X
SJTOIZL,O,O,O,O,X,O,X,X,X
SJTOLIZ,O,O,O,O,X,O,X,X,X
SJTOLZI,O,O,O,O,X,O,X,X,X
SJTOZIL,O,O,O,O,X,O,X,X,X
SJTOZLI,O,O,O,O,X,O,X,X,X
SJITLZO,O,X,O,X,X,X,X,X,X
SJITLOZ,O,X,O,X,X,X,X,X,X
SJITZLO,O,X,O,X,X,X,X,X,X
SJITZOL,O,X,O,O,X,X,X,O,X
SJITOLZ,X,X,O,O,X,X,X,O,X
SJITOZL,O,X,O,O,X,X,X,O,X
SJILTZO,O,X,O,X,X,X,X,X,X
SJILTOZ,O,X,O,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,O,X,X,X
SJILZOT,O,X,O,X,X,X,O,O,X
SJILOTZ,X,X,X,X,X,X,O,O,X
SJILOZT,O,X,O,X,X,X,O,O,X
SJIZTLO,O,X,O,X,X,X,X,X,X
SJIZTOL,O,X,O,O,X,X,X,O,X
SJIZLTO,O,X,O,X,X,O,X,X,X
SJIZLOT,O,X,O,X,X,X,O,O,X
SJIZOTL,O,X,X,X,X,X,X,O,X
SJIZOLT,O,X,O,O,X,X,X,O,X
SJIOTLZ,X,X,X,X,X,X,X,O,X
SJIOTZL,X,X,X,X,X,X,X,O,X
SJIOLTZ,X,X,X,X,X,X,X,O,X
SJIOLZT,X,X,O,O,X,X,X,O,X
SJIOZTL,O,X,X,X,X,X,X,O,X
SJIOZLT,O,X,O,O,X,X,X,O,X
SJLTIZO,O,O,O,X,X,O,X,X,X
SJLTIOZ,O,O,O,X,X,X,X,X,X
SJLTZIO,O,O,O,X,X,O,X,X,X
SJLTZOI,O,O,O,X,X,O,X,X,X
SJLTOIZ,O,O,O,X,X,O,X,X,X
SJLTOZI,O,O,O,X,X,O,X,X,X
SJLITZO,O,X,O,X,X,X,X,X,X
SJLITOZ,O,X,O,X,X,X,X,X,X
SJLIZTO,O,O,O,X,X,O,X,X,X
SJLIZOT,O,O,O,X,X,X,O,O,X
SJLIOTZ,X,X,X,X,X,X,O,O,X
SJLIOZT,O,X,O,X,X,X,O,O,X
SJLZTIO,O,O,O,X,X,O,X,X,X
SJLZTOI,O,O,O,X,X,O,X,X,X
SJLZITO,O,O,O,X,X,O,X,X,X
SJLZIOT,O,O,O,X,X,X,O,O,X
SJLZOTI,O,X,O,X,X,X,O,X,X
SJLZOIT,O,O,O,X,X,X,O,X,X
SJLOTIZ,O,X,O,X,X,X,O,X,X
SJLOTZI,O,X,O,X,X,X,O,X,X
SJLOITZ,X,X,X,X,X,X,O,X,X
SJLOIZT,O,O,O,X,X,X,O,X,X
SJLOZTI,O,X,O,X,X,X,O,X,X
SJLOZIT,O,O,O,X,X,X,O,X,X
SJZTILO,O,O,O,X,X,O,X,X,X
SJZTIOL,O,O,O,O,X,X,X,O,X
SJZTLIO,O,O,O,X,X,O,X,X,X
SJZTLOI,O,O,O,X,X,O,X,X,X
SJZTOIL,O,O,O,O,X,O,X,X,X
SJZTOLI,O,O,O,O,X,O,X,X,X
SJZITLO,O,X,O,X,X,X,X,X,X
SJZITOL,O,X,O,O,X,X,X,O,X
SJZILTO,O,X,O,X,X,O,X,X,X
SJZILOT,O,X,O,X,X,X,O,O,X
SJZIOTL,O,X,X,X,X,X,X,O,X
SJZIOLT,O,X,O,O,X,X,X,O,X
SJZLTIO,O,O,O,X,X,O,X,X,X
SJZLTOI,O,O,O,X,X,O,X,X,X
SJZLITO,O,O,O,X,X,O,X,X,X
SJZLIOT,O,O,O,X,X,X,O,O,X
SJZLOTI,O,X,O,X,X,X,O,X,X
SJZLOIT,O,O,O,X,X,X,O,X,X
SJZOTIL,O,X,O,X,X,X,X,X,X
SJZOTLI,O,X,O,X,X,X,X,X,X
SJZOITL,O,X,X,X,X,X,X,O,X
SJZOILT,O,X,O,O,X,X,X,O,X
SJZOLTI,O,X,O,X,X,X,X,X,X
SJZOLIT,O,O,O,O,X,X,X,X,X
SJOTILZ,X,X,O,X,X,X,X,X,X
SJOTIZL,O,X,O,X,X,X,X,X,X
SJOTLIZ,O,X,O,X,X,X,X,X,X
SJOTLZI,O,X,O,X,X,X,X,X,X
SJOTZIL,O,X,O,X,X,X,X,X,X
SJOTZLI,O,X,O,X,X,X,X,X,X
SJOITLZ,X,X,X,X,X,X,X,O,X
SJOITZL,X,X,X,X,X,X,X,O,X
SJOILTZ,X,X,X,X,X,X,X,O,X
SJOILZT,X,X,O,O,X,X,X,O,X
SJOIZTL,O,X,X,X,X,X,X,O,X
SJOIZLT,O,X,O,O,X,X,X,O,X
SJOLTIZ,O,X,O,X,X,X,X,X,X
SJOLTZI,O,X,O,X,X,X,X,X,X
SJOLITZ,X,X,X,X,X,X,X,X,X
SJOLIZT,O,O,O,O,X,X,X,X,X
SJOLZTI,O,X,O,X,X,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X,X,X
SJOZTIL,O,X,O,X,X,X,X,X,X
SJOZTLI,O,X,O,X,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,O,X
SJOZILT,O,X,O,O,X,X,X,O,X
SJOZLTI,O,X,O,X,X,X,X,X,X
SJOZLIT,O,O,O,O,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,X,X,X
SZTILOJ,O,O,X,X,O,X,O,X,X
SZTIJLO,O,O,O,X,X,O,X,X,X
SZTIJOL,O,O,O,O,X,X,X,X,X
SZTIOLJ,O,O,X,O,O,X,X,X,X
SZTIOJL,O,O,O,O,X,O,X,X,X
SZTLIJO,O,O,X,X,X,X,X,X,X
SZTLIOJ,O,O,X,X,O,X,O,X,X
SZTLJIO,O,O,X,X,X,X,X,X,X
SZTLJOI,O,O,X,X,O,X,X,X,X
SZTLOIJ,O,O,X,X,O,X,O,X,X
SZTLOJI,O,O,X,X,O,X,O,X,X
SZTJILO,O,O,O,X,X,O,X,X,X
SZTJIOL,O,O,O,O,X,X,X,X,X
SZTJLIO,O,O,O,X,X,O,X,X,X
SZTJLOI,O,O,O,X,X,O,X,X,X
SZTJOIL,O,O,O,O,X,O,X,X,X
SZTJOLI,O,O,O,O,X,O,X,X,X
SZTOILJ,O,O,X,O,O,X,X,X,X
SZTOIJL,O,O,O,O,X,O,X,X,X
SZTOLIJ,O,O,X,O,O,X,X,X,X
SZTOLJI,O,O,X,O,O,X,X,X,X
SZTOJIL,O,O,O,O,X,O,X,X,X
SZTOJLI,O,O,O,O,X,O,X,X,X
SZITLJO,O,X,X,X,X,X,X,X,X
SZITLOJ,O,X,X,X,O,X,O,X,X
SZITJLO,O,X,O,X,X,O,X,X,X
SZITJOL,O,X,O,O,X,X,X,X,X
SZITOLJ,O,X,X,O,O,X,X,X,X
SZITOJL,O,X,O,O,X,O,X,X,X
SZILTJO,O,X,X,X,X,X,X,X,X
SZILTOJ,O,X,X,X,O,X,O,X,X
SZILJTO,O,X,X,X,X,X,X,X,X
SZILJOT,O,X,X,X,X,X,O,X,X
SZILOTJ,X,X,X,X,X,X,O,X,X
SZILOJT,O,X,X,X,X,X,O,O,X
SZIJTLO,O,X,O,X,X,X,X,X,X
SZIJTOL,O,X,X,O,X,X,X,O,X
SZIJLTO,O,X,O,X,X,O,X,X,X
SZIJLOT,O,X,O,X,X,X,O,O,X
SZIJOTL,O,X,X,X,X,X,X,O,X
SZIJOLT,O,X,O,O,X,X,X,O,X
SZIOTLJ,X,X,X,O,X,X,X,X,O
SZIOTJL,X,X,X,O,X,X,X,X,O
SZIOLTJ,X,X,X,X,X,X,O,X,O
SZIOLJT,O,X,X,O,X,X,O,O,O
SZIOJTL,O,X,X,X,X,X,X,O,O
SZIOJLT,O,X,X,O,X,X,X,O,O
SZLTIJO,O,O,X,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,O,X,O,X,X
SZLTJIO,O,O,X,X,X,X,X,X,X
SZLTJOI,O,O,X,X,O,X,X,X,X
SZLTOIJ,O,O,X,X,O,X,O,X,X
SZLTOJI,O,O,X,X,O,X,O,X,X
SZLITJO,O,X,X,X,X,X,X,X,X
SZLITOJ,O,X,X,X,O,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X,X,X
SZLIJOT,O,O,X,X,X,X,O,X,X
SZLIOTJ,X,X,X,X,X,X,O,X,X
SZLIOJT,O,X,X,X,X,X,O,X,X
SZLJTIO,O,O,X,X,X,X,X,X,X
SZLJTOI,O,O,X,X,O,X,X,X,X
SZLJITO,O,O,X,X,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X,O,X,X
SZLJOTI,O,X,X,X,X,X,O,X,X
SZLJOIT,O,O,X,X,X,X,O,X,X
SZLOTIJ,O,O,X,X,X,X,O,X,X
SZLOTJI,O,O,X,X,X,X,O,X,X
SZLOITJ,X,O,X,X,X,X,O,X,X
SZLOIJT,O,O,X,X,X,X,O,X,X
SZLOJTI,O,O,X,X,X,X,O,X,X
SZLOJIT,O,O,X,X,X,X,O,X,X
SZJTILO,O,O,O,X,X,O,X,X,X
SZJTIOL,O,O,O,O,X,X,X,O,X
SZJTLIO,O,O,O,X,X,O,X,X,X
SZJTLOI,O,O,O,X,X,O,X,X,X
SZJTOIL,O,O,O,O,X,O,X,X,X
SZJTOLI,O,O,O,O,X,O,X,X,X
SZJITLO,O,X,O,X,X,X,X,X,X
SZJITOL,O,X,O,O,X,X,X,O,X
SZJILTO,O,X,O,X,X,O,X,X,X
SZJILOT,O,X,O,X,X,X,O,O,X
SZJIOTL,O,X,X,X,X,X,X,O,X
SZJIOLT,O,X,O,O,X,X,X,O,X
SZJLTIO,O,O,O,X,X,O,X,X,X
SZJLTOI,O,O,O,X,X,O,X,X,X
SZJLITO,O,O,O,X,X,O,X,X,X
SZJLIOT,O,O,O,X,X,X,O,O,X
SZJLOTI,O,X,O,X,X,X,O,X,X
SZJLOIT,O,O,O,X,X,X,O,X,X
SZJOTIL,O,X,O,X,X,X,X,X,X
SZJOTLI,O,X,O,X,X,X,X,X,X
SZJOITL,O,X,X,X,X,X,X,O,X
SZJOILT,O,X,O,O,X,X,X,O,X
SZJOLTI,O,X,O,X,X,X,X,X,X
SZJOLIT,O,O,O,O,X,X,X,X,X
SZOTILJ,O,O,X,O,X,X,X,X,O
SZOTIJL,O,O,X,O,X,X,X,X,O
SZOTLIJ,O,O,X,O,X,X,X,X,X
SZOTLJI,O,O,X,O,X,X,X,X,X
SZOTJIL,O,O,X,O,X,X,X,X,O
SZOTJLI,O,O,X,O,X,X,X,X,X
SZOITLJ,X,X,X,O,X,X,X,X,O
SZOITJL,X,O,X,O,X,X,X,X,O
SZOILTJ,X,O,X,X,X,X,O,X,O
SZOILJT,O,O,X,O,X,X,O,X,O
SZOIJTL,O,O,X,X,X,X,X,X,O
SZOIJLT,O,O,X,O,X,X,X,X,O
SZOLTIJ,O,O,X,X,X,X,O,X,X
SZOLTJI,O,O,X,X,X,X,O,X,X
SZOLITJ,X,O,X,X,X,X,O,X,O
SZOLIJT,O,O,X,O,X,X,O,X,O
SZOLJTI,O,O,X,X,X,X,O,X,X
SZOLJIT,O,O,X,O,X,X,O,X,O
SZOJTIL,O,O,X,X,X,X,X,X,O
SZOJTLI,O,O,X,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X,X,O
SZOJILT,O,O,X,O,X,X,X,X,O
SZOJLTI,O,O,X,X,X,X,X,X,X
SZOJLIT,O,O,X,O,X,X,X,X,O
SOTILJZ,O,O,X,O,X,X,X,X,O
SOTILZJ,O,O,X,O,X,X,X,X,O
SOTIJLZ,X,O,X,O,X,X,X,X,O
SOTIJZL,O,O,X,O,X,X,X,X,O
SOTIZLJ,O,O,X,O,X,X,X,X,O
SOTIZJL,O,O,X,O,X,X,X,X,O
SOTLIJZ,O,O,X,O,X,X,X,X,X
SOTLIZJ,O,O,X,O,X,X,X,X,X
SOTLJIZ,O,O,X,O,X,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X,X
SOTLZIJ,O,O,X,O,X,X,X,X,X
SOTLZJI,O,O,X,O,X,X,X,X,X
SOTJILZ,X,O,X,O,X,X,X,X,O
SOTJIZL,O,O,X,O,X,X,X,X,O
SOTJLIZ,O,O,X,O,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X,X
SOTJZIL,O,O,X,O,X,X,X,X,O
SOTJZLI,O,O,X,O,X,X,X,X,X
SOTZILJ,O,O,X,O,X,X,X,X,O
SOTZIJL,O,O,X,O,X,X,X,X,O
SOTZLIJ,O,O,X,O,X,X,X,X,X
SOTZLJI,O,O,X,O,X,X,X,X,X
SOTZJIL,O,O,X,O,X,X,X,X,O
SOTZJLI,O,O,X,O,X,X,X,X,X
SOITLJZ,X,X,X,O,X,X,X,X,O
SOITLZJ,X,X,X,O,X,X,X,X,O
SOITJLZ,X,X,X,O,X,X,X,X,O
SOITJZL,X,O,X,O,X,X,X,X,O
SOITZLJ,X,X,X,O,X,X,X,X,O
SOITZJL,X,O,X,O,X,X,X,X,O
SOILTJZ,X,O,X,X,X,X,O,X,O
SOILTZJ,X,O,X,X,X,X,O,X,O
SOILJTZ,X,O,X,X,X,X,O,X,O
SOILJZT,O,O,X,O,X,X,O,X,O
SOILZTJ,X,O,X,X,X,X,O,X,O
SOILZJT,O,O,X,O,X,X,O,X,O
SOIJTLZ,X,X,X,X,X,X,X,X,O
SOIJTZL,X,O,X,X,X,X,X,X,O
SOIJLTZ,X,O,X,X,X,X,X,X,O
SOIJLZT,X,O,X,O,X,X,X,X,O
SOIJZTL,O,O,X,X,X,X,X,X,O
SOIJZLT,O,O,X,O,X,X,X,X,O
SOIZTLJ,X,X,X,O,X,X,X,X,O
SOIZTJL,X,O,X,O,X,X,X,X,O
SOIZLTJ,X,O,X,X,X,X,O,X,O
SOIZLJT,O,O,X,O,X,X,O,X,O
SOIZJTL,O,O,X,X,X,X,X,X,O
SOIZJLT,O,O,X,O,X,X,X,X,O
SOLTIJZ,O,O,X,X,X,X,O,X,X
SOLTIZJ,O,O,X,X,X,X,O,X,X
SOLTJIZ,O,O,X,X,X,X,O,X,X
SOLTJZI,O,O,X,X,X,X,O,X,X
SOLTZIJ,O,O,X,X,X,X,O,X,X
SOLTZJI,O,O,X,X,X,X,O,X,X
SOLITJZ,X,O,X,X,X,X,O,X,O
SOLITZJ,X,O,X,X,X,X,O,X,O
SOLIJTZ,X,O,X,X,X,X,O,X,O
SOLIJZT,O,O,X,O,X,X,O,X,O
SOLIZTJ,X,O,X,X,X,X,O,X,O
SOLIZJT,O,O,X,O,X,X,O,X,O
SOLJTIZ,O,O,X,X,X,X,O,X,X
SOLJTZI,O,O,X,X,X,X,O,X,X
SOLJITZ,X,O,X,X,X,X,O,X,O
SOLJIZT,O,O,X,O,X,X,O,X,O
SOLJZTI,O,O,X,X,X,X,O,X,X
SOLJZIT,O,O,X,O,X,X,O,X,O
SOLZTIJ,O,O,X,X,X,X,O,X,X
SOLZTJI,O,O,X,X,X,X,O,X,X
SOLZITJ,X,O,X,X,X,X,O,X,O
SOLZIJT,O,O,X,O,X,X,O,X,O
SOLZJTI,O,O,X,X,X,X,O,X,X
SOLZJIT,O,O,X,O,X,X,O,X,O
SOJTILZ,X,X,X,X,X,X,X,X,O
SOJTIZL,O,O,X,X,X,X,X,X,O
SOJTLIZ,O,O,X,X,X,X,X,X,X
SOJTLZI,O,O,X,X,X,X,X,X,X
SOJTZIL,O,O,X,X,X,X,X,X,O
SOJTZLI,O,O,X,X,X,X,X,X,X
SOJITLZ,X,X,X,X,X,X,X,X,O
SOJITZL,X,O,X,X,X,X,X,X,O
SOJILTZ,X,O,X,X,X,X,X,X,O
SOJILZT,X,O,X,O,X,X,X,X,O
SOJIZTL,O,O,X,X,X,X,X,X,O
SOJIZLT,O,O,X,O,X,X,X,X,O
SOJLTIZ,O,O,X,X,X,X,X,X,X
SOJLTZI,O,O,X,X,X,X,X,X,X
SOJLITZ,X,O,X,X,X,X,X,X,O
SOJLIZT,O,O,X,O,X,X,X,X,O
SOJLZTI,O,O,X,X,X,X,X,X,X
SOJLZIT,O,O,X,O,X,X,X,X,O
SOJZTIL,O,O,X,X,X,X,X,X,O
SOJZTLI,O,O,X,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,X,O
SOJZILT,O,O,X,O,X,X,X,X,O
SOJZLTI,O,O,X,X,X,X,X,X,X
SOJZLIT,O,O,X,O,X,X,X,X,O
SOZTILJ,O,O,X,O,X,X,X,X,O
SOZTIJL,O,O,X,O,X,X,X,X,O
SOZTLIJ,O,O,X,O,X,X,X,X,X
SOZTLJI,O,O,X,O,X,X,X,X,X
SOZTJIL,O,O,X,O,X,X,X,X,O
SOZTJLI,O,O,X,O,X,X,X,X,X
SOZITLJ,X,X,X,O,X,X,X,X,O
SOZITJL,X,O,X,O,X,X,X,X,O
SOZILTJ,X,O,X,X,X,X,O,X,O
SOZILJT,O,O,X,O,X,X,O,X,O
SOZIJTL,O,O,X,X,X,X,X,X,O
SOZIJLT,O,O,X,O,X,X,X,X,O
SOZLTIJ,O,O,X,X,X,X,O,X,X
SOZLTJI,O,O,X,X,X,X,O,X,X
SOZLITJ,X,O,X,X,X,X,O,X,O
SOZLIJT,O,O,X,O,X,X,O,X,O
SOZLJTI,O,O,X,X,X,X,O,X,X
SOZLJIT,O,O,X,O,X,X,O,X,O
SOZJTIL,O,O,X,X,X,X,X,X,O
SOZJTLI,O,O,X,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,X,O
SOZJILT,O,O,X,O,X,X,X,X,O
SOZJLTI,O,O,X,X,X,X,X,X,X
SOZJLIT,O,O,X,O,X,X,X,X,O
ZTILJSO,O,O,O,X,X,O,X,X,X
ZTILJOS,X,O,X,O,O,O,X,X,X
ZTILSJO,O,O,X,X,X,X,X,X,X
ZTILSOJ,O,O,X,X,O,X,O,X,X
ZTILOJS,O,O,O,O,O,O,X,O,X
ZTILOSJ,O,X,X,O,O,X,O,X,X
ZTIJLSO,O,O,O,X,X,O,X,X,X
ZTIJLOS,X,O,X,O,O,O,X,X,X
ZTIJSLO,O,O,O,X,X,O,X,X,X
ZTIJSOL,O,O,O,O,X,X,X,O,X
ZTIJOLS,O,O,O,O,O,O,X,O,X
ZTIJOSL,X,X,O,O,X,O,X,O,X
ZTISLJO,O,O,X,X,X,X,X,X,X
ZTISLOJ,O,O,X,X,O,X,O,X,X
ZTISJLO,O,O,O,X,X,O,X,X,X
