sequence,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgBxcBTfBU?iBKrBfsB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jei6IvhFtgBxcB3fBU?iBOrBzrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeK/IvhFzaBtgBXdBx?mB0mB2wB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jei6IvhFtgBxcB3fBU?iBmrBTrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgBXdBTfBx?mBirB0rB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeK/IvhFzaBtgB0cBx?mBXnB2wB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgB0cBTfBx?mBirBXsB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeO/IvhF8fBtgBXdBx?mBTmBywB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jei6IvhFtgB0cB3fBx?mBOsBTrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgBxcBTfBc?mBXnBywB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jex6IvhF/hBTfB0gBN?nBCnB2wB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFxcBTfBSmBN?nB0rBfrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeK/IvhFzaBxcBGhBN?nB0rBfrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jey/IvhFxcBGhBNnBT?fB0rBfrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jex/IvhFXhBNnBTfBC?iB0rBmqB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeN/IvhF/hB0gBZnBC?gBGiBTrB
JOZISLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
JOZLTSI,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
JOZLITS,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
JOZLIST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O
JOZSTLI,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X
JOZSITL,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O
JOZSILT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZSLIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STILZOJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STILOJZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STILOZJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STIJLOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STIJZOL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STIJOLZ,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STIZLOJ,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,O
STIZJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STIZJOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
STIZOLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
STIZOJL,X,X,X,X,O,X,O,O,O,O,X,X,X,X,O,O
STIOLJZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STIOLZJ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STIOJZL,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
STIOZLJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STIOZJL,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O
STLIJZO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
STLIJOZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STLIZOJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STLIOJZ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STLIOZJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STLJIOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STLZIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
STLZJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STLZOIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STLZOJI,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X
STLOIJZ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STLOIZJ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STLOJIZ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STLOZIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STLOZJI,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X
STJILZO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STJILOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STJIZLO,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STJIZOL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STJIOLZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STJLIOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STJLZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STJZILO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STJZIOL,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STJZLIO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STJZLOI,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STJZOIL,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STJZOLI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STJOILZ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJOIZL,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X
STJOLIZ,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STJOLZI,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STJOZIL,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
STJOZLI,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X
STZILJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZILOJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
STZIJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZIJOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
STZIOLJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
STZIOJL,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
STZLIJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZLIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZLJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
STZLJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STZLOIJ,O,O,O,O,X,O,X,X,O,O,O,O,X,X,X,X
STZLOJI,O,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X
STZJILO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
STZJIOL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
STZJLIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
STZJLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STZJOIL,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STZJOLI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STZOILJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
STZOIJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
STZOLIJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
STZOLJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
STZOJIL,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
STZOJLI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
STOILJZ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STOILZJ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
STOIZJL,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,O
STOLIJZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STOLIZJ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STOLJIZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STOLZIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
STOLZJI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STOJILZ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STOJIZL,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
STOJLIZ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
STOJZIL,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
STOJZLI,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
STOZILJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O
STOZIJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
STOZLIJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
STOZLJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
STOZJIL,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
STOZJLI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
SITLJZO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SITLZOJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLOJZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SITLOZJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJLOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SITJZOL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SITJOLZ,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
SITZLOJ,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,O
SITZJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
SITZJOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
SITZOLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
SITZOJL,X,X,X,X,O,X,O,O,O,O,X,X,X,X,O,O
SITOLJZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
SITOLZJ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
SITOZJL,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O
SILTJZO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SILTJOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SILTZJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILTZOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SILTOJZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SILTOZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SILJTZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILJTOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SILZTOJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILOJTZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILOJZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SIJTZOL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLTZO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SIJZTOL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SIJZLTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
SIZTLOJ,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,O
SIZTJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
SIZTJOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
SIZTOLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
SIZTOJL,X,X,X,X,O,X,O,O,O,O,X,X,X,X,O,O
SIZLTJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
SIZLTOJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O
SIZLJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIZJTOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIZJLTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZOTJL,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
SIOTZJL,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O
SIOLTJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOLJTZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIOJTZL,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOJLZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
SIOZTJL,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLTIZJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SLTIOJZ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SLTJIZO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLTJZOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLTJOZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLTZJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
SLTZJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
SLTZOIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
SLTZOJI,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLTOIJZ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SLTOJZI,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SLTOZIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
SLTOZJI,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLITJZO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLITJOZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLITZJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLITZOJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SLITOJZ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SLITOZJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SLIJTZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SLIJZTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLIZTOJ,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X
SLIZJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X
SLIZOJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
SLIOJTZ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIOJZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
SLIOZJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLJTIZO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLJTZIO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLJTZOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLJITZO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJITOZ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLJIZTO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJIZOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SLJZTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLJOITZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
SLZTJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
