sequence,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBfrB6?rBmnBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBzlB+?rBinB3sB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBKsBz?nBGmBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBUiBThBf?rBysBWxB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBumBXhBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeF8IvhFxdB6lB3hBO?sB8sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBmnBf?rB6rBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBmnBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBOsB8?sBCmBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhF1hBxiBGmBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBinBW?rB3sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex8IvhFlgBUiBOoB6?rBfrBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhFqhB8lBusBZ?nBFoBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhF3hBZnBznBG?mBUrBCtB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeX9IvhFlgBOoBxmBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeG8IvhFlgBymBXjBU?rBRsBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JefCJvhFlgB6nBOoB0?mBzlBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB2nB0mBz?lBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhBXjB2rBC?mB0nBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhB0iB2rBC?mBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB/nBOoB0?mBzlBxwB
IOJZSTL,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSTLZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSTZLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOSLTJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSLTZJ,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IOSLZJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSJTZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSJLTZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSZTJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSZLTJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IOSZLJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
IOZTLSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
IOZTJSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IOZTSJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
IOZLTJS,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
IOZLTSJ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
IOZJTSL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
IOZJLST,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZSTLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IOZSTJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
IOZSLTJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOZSLJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIJOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTISJZO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTISZOJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTISOJZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISOZJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTIZJOS,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTIZSJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIZSOJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIZOJS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZIOS,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZSIO,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZSOI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTSJOZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZJOI,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTSOIZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTSOJZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZIJOS,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZISJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LTZISOJ,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LTZIOSJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LTZJIOS,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZJSIO,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LTZJSOI,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LTZJOIS,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZJOSI,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZSIJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZSJIO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZSJOI,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZSOIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZSOJI,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZOJSI,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTZOSIJ,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOSJI,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOSJZI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZISJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZJSI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOZSJI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITJOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITSJZO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LITSZOJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LITSOJZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LITZJOS,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LITZSJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LITZSOJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LITZOJS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJTOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSTZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJSZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOTZS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSTZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LISTZOJ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LISTOJZ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LISJZOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LISZTOJ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LISZJTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LISZJOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LISZOJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LISOZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIZTJOS,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIZTSJO,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIZTSOJ,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZTOJS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZTOSJ,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
LIZJTOS,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LIZJSTO,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LIZJSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LIZJOST,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
LIZSTOJ,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
