sequence,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF0cBmdB5jBf?oBimBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFmcB5jBcmBa?oB3iBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFxcBcmBiiB+?oBXjBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFlcB3dBcjBx?mBStBmrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFfjB6jBcmBZ?nBWyBlrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF6jBRiBOmBX?iBUoBFsB
OJLISTZ,O,X,X,O,O,X
OJLISZT,O,X,X,O,O,X
OJLIZTS,O,O,X,O,X,X
OJLIZST,O,O,X,O,O,X
OJLSTIZ,O,X,X,O,O,X
OJLSTZI,O,X,X,O,O,X
OJLSITZ,O,X,X,O,O,X
OJLSIZT,O,X,X,O,O,X
OJLSZTI,O,X,X,O,O,X
OJLSZIT,O,X,X,O,O,X
OJLZTIS,X,O,O,O,X,X
OJLZTSI,X,O,O,O,X,X
OJLZITS,O,O,X,O,X,X
OJLZIST,O,O,X,O,O,X
OJLZSTI,O,X,X,O,O,X
OJLZSIT,O,O,X,O,O,X
OJSTILZ,O,X,X,O,O,X
OJSTIZL,O,X,X,X,O,X
OJSTLIZ,O,X,X,O,O,X
OJSTLZI,O,X,O,O,O,X
OJSTZIL,O,X,O,X,O,X
OJSTZLI,O,X,O,X,O,X
OJSITLZ,O,X,X,O,O,X
OJSITZL,O,X,X,X,O,X
OJSILTZ,O,X,X,O,O,X
OJSILZT,O,X,X,O,O,X
OJSIZTL,O,O,X,X,O,X
OJSIZLT,O,O,X,X,O,X
OJSLTIZ,O,X,X,O,O,X
OJSLTZI,O,X,X,O,O,X
OJSLITZ,O,X,X,O,O,X
OJSLIZT,O,X,X,O,O,X
OJSLZTI,O,X,X,O,O,X
OJSLZIT,O,X,X,O,O,X
OJSZTIL,O,O,O,X,O,X
OJSZTLI,X,O,O,X,O,X
OJSZITL,O,O,X,X,O,X
OJSZILT,O,O,X,X,O,X
OJSZLTI,O,X,X,X,O,X
OJSZLIT,O,O,X,X,O,X
OJZTILS,O,O,O,O,X,O
OJZTISL,O,O,O,X,O,X
OJZTLIS,O,O,O,O,X,O
OJZTLSI,O,O,O,O,X,X
OJZTSIL,O,O,O,X,O,X
OJZTSLI,O,O,O,X,O,X
OJZITLS,O,O,O,O,X,X
OJZITSL,O,O,O,X,O,X
OJZILTS,O,O,X,O,X,O
OJZILST,O,O,X,O,O,O
OJZISTL,O,O,X,X,O,X
OJZISLT,O,O,X,X,O,X
OJZLTIS,X,O,O,O,X,O
OJZLTSI,X,O,O,O,X,X
OJZLITS,O,O,X,O,X,O
OJZLIST,O,O,X,O,O,O
OJZLSTI,O,X,X,O,O,X
OJZLSIT,O,O,X,O,O,X
OJZSTIL,O,O,O,X,O,X
OJZSTLI,X,O,O,X,O,X
OJZSITL,O,O,X,X,O,X
OJZSILT,O,O,X,X,O,X
OJZSLTI,X,X,X,X,O,X
OJZSLIT,O,O,X,X,O,X
OSTILJZ,O,X,X,X,X,X
OSTILZJ,O,O,X,X,X,X
OSTIJLZ,O,X,X,X,X,X
OSTIJZL,O,X,X,X,X,X
OSTIZLJ,O,O,X,X,X,X
OSTIZJL,O,O,X,X,X,X
OSTLIJZ,O,X,X,X,X,X
OSTLIZJ,O,O,X,O,X,X
OSTLJIZ,O,X,X,O,X,X
OSTLJZI,O,X,X,O,X,X
OSTLZIJ,O,O,X,O,X,X
OSTLZJI,O,O,X,O,X,X
OSTJILZ,O,X,X,O,X,X
OSTJIZL,O,X,X,X,X,X
OSTJLIZ,O,X,X,O,X,X
OSTJLZI,O,X,O,O,X,X
OSTJZIL,O,X,O,X,X,X
OSTJZLI,O,X,O,X,X,X
OSTZILJ,O,O,X,X,X,O
OSTZIJL,O,O,O,X,X,X
OSTZLIJ,O,O,X,X,X,O
OSTZLJI,O,O,X,X,X,X
OSTZJIL,O,O,O,X,X,X
OSTZJLI,O,O,O,X,X,X
OSITLJZ,O,X,X,X,X,X
OSITLZJ,O,O,X,X,X,X
OSITJLZ,O,X,X,X,X,X
OSITJZL,O,X,X,X,X,X
OSITZLJ,O,O,X,X,X,X
OSITZJL,O,O,X,X,X,X
OSILTJZ,O,X,X,X,X,X
OSILTZJ,O,O,X,X,X,X
OSILJTZ,O,X,X,X,X,X
OSILJZT,O,X,X,X,X,X
OSILZTJ,O,X,X,X,X,X
OSILZJT,O,O,X,X,X,X
OSIJTLZ,O,X,X,X,O,X
OSIJTZL,O,X,X,X,O,X
OSIJLTZ,O,X,X,X,O,X
OSIJLZT,O,X,X,X,O,X
OSIJZTL,O,O,X,X,O,X
OSIJZLT,O,O,X,X,O,X
OSIZTLJ,O,O,X,X,X,X
OSIZTJL,O,O,O,X,X,X
OSIZLTJ,O,X,X,X,X,X
OSIZLJT,O,O,X,X,X,X
OSIZJTL,O,O,X,X,O,X
OSIZJLT,O,O,X,X,O,X
OSLTIJZ,O,X,X,X,X,X
OSLTIZJ,O,O,X,O,X,X
OSLTJIZ,O,X,X,O,X,X
OSLTJZI,O,X,X,O,X,X
OSLTZIJ,O,O,X,O,X,X
OSLTZJI,O,O,X,O,X,X
OSLITJZ,O,X,X,X,X,X
OSLITZJ,O,O,X,O,X,X
OSLIJTZ,O,X,X,X,X,X
OSLIJZT,O,X,X,X,X,X
OSLIZTJ,O,X,X,O,X,X
OSLIZJT,O,O,X,O,X,X
OSLJTIZ,O,X,X,O,X,X
OSLJTZI,O,X,X,O,X,X
OSLJITZ,O,X,X,O,X,X
OSLJIZT,O,X,X,O,X,X
OSLJZTI,O,X,X,O,X,X
OSLJZIT,O,X,X,O,X,X
OSLZTIJ,O,X,X,O,X,X
OSLZTJI,O,X,X,O,X,X
OSLZITJ,O,X,X,O,X,X
OSLZIJT,O,O,X,O,X,X
OSLZJTI,O,X,X,O,X,X
OSLZJIT,O,O,X,O,X,X
OSJTILZ,O,X,X,O,O,X
OSJTIZL,O,X,X,X,O,X
OSJTLIZ,O,X,X,O,O,X
OSJTLZI,O,X,O,O,O,X
OSJTZIL,O,X,O,X,O,X
OSJTZLI,O,X,O,X,O,X
OSJITLZ,O,X,X,O,O,X
OSJITZL,O,X,X,X,O,X
OSJILTZ,O,X,X,O,O,X
OSJILZT,O,X,X,O,O,X
OSJIZTL,O,O,X,X,O,X
OSJIZLT,O,O,X,X,O,X
OSJLTIZ,O,X,X,O,O,X
OSJLTZI,O,X,X,O,O,X
OSJLITZ,O,X,X,O,O,X
OSJLIZT,O,X,X,O,O,X
OSJLZTI,O,X,X,O,O,X
OSJLZIT,O,X,X,O,O,X
OSJZTIL,O,O,O,X,O,X
OSJZTLI,X,O,O,X,O,X
OSJZITL,O,O,X,X,O,X
OSJZILT,O,O,X,X,O,X
OSJZLTI,O,X,X,X,O,X
OSJZLIT,O,O,X,X,O,X
OSZTILJ,O,O,X,X,X,O
OSZTIJL,O,O,O,X,X,X
OSZTLIJ,O,O,X,X,X,O
OSZTLJI,O,O,X,X,X,X
OSZTJIL,O,O,O,X,X,X
OSZTJLI,O,O,O,X,X,X
OSZITLJ,O,O,X,X,X,X
OSZITJL,O,O,O,X,X,X
OSZILTJ,O,X,X,X,X,O
OSZILJT,O,O,X,X,X,O
OSZIJTL,O,O,X,X,O,X
OSZIJLT,O,O,X,X,O,X
OSZLTIJ,O,X,X,X,X,O
OSZLTJI,O,X,X,X,X,X
OSZLITJ,O,X,X,X,X,O
OSZLIJT,O,O,X,X,X,O
OSZLJTI,O,X,X,X,X,X
OSZLJIT,O,O,X,X,X,X
OSZJTIL,O,O,O,X,O,X
OSZJTLI,X,O,O,X,O,X
OSZJITL,O,O,X,X,O,X
OSZJILT,O,O,X,X,O,X
OSZJLTI,O,X,X,X,O,X
OSZJLIT,O,O,X,X,O,X
OZTILJS,O,O,O,X,X,O
OZTILSJ,O,O,X,X,X,O
OZTIJLS,O,O,O,X,X,O
OZTIJSL,O,O,O,X,O,X
OZTISLJ,O,O,X,X,X,O
OZTISJL,O,O,O,X,X,X
OZTLIJS,O,O,O,O,X,O
OZTLISJ,O,O,X,O,X,O
OZTLJIS,O,O,O,O,X,O
OZTLJSI,O,O,O,O,X,X
OZTLSIJ,O,O,X,O,X,O
OZTLSJI,O,O,X,O,X,X
OZTJILS,O,O,O,O,X,O
OZTJISL,O,O,O,X,O,X
OZTJLIS,O,O,O,O,X,O
OZTJLSI,O,O,O,O,X,X
OZTJSIL,O,O,O,X,O,X
OZTJSLI,O,O,O,X,O,X
OZTSILJ,O,O,X,X,X,O
OZTSIJL,O,O,O,X,X,X
OZTSLIJ,O,O,X,X,X,O
OZTSLJI,O,O,X,X,X,X
OZTSJIL,O,O,O,X,X,X
OZTSJLI,O,O,O,X,X,X
OZITLJS,O,O,O,X,X,O
OZITLSJ,O,O,X,X,X,O
OZITJLS,O,O,O,X,X,O
OZITJSL,O,O,O,X,O,X
OZITSLJ,O,O,X,X,X,O
OZITSJL,O,O,O,X,X,X
OZILTJS,O,O,O,X,X,O
OZILTSJ,O,O,X,X,X,O
OZILJTS,O,O,X,X,X,O
OZILJST,O,O,X,X,O,O
OZILSTJ,O,X,X,X,X,O
OZILSJT,O,O,X,X,X,O
OZIJTLS,O,O,O,X,X,X
OZIJTSL,O,O,O,X,O,X
OZIJLTS,O,O,X,X,X,O
OZIJLST,O,O,X,X,O,O
OZIJSTL,O,O,X,X,O,X
OZIJSLT,O,O,X,X,O,X
OZISTLJ,O,O,X,X,X,X
OZISTJL,O,O,O,X,X,X
OZISLTJ,O,X,X,X,X,O
OZISLJT,O,O,X,X,X,O
OZISJTL,O,O,X,X,O,X
OZISJLT,O,O,X,X,O,X
OZLTIJS,O,O,O,O,X,O
OZLTISJ,O,O,X,O,X,O
OZLTJIS,O,O,O,O,X,O
OZLTJSI,O,O,O,O,X,X
OZLTSIJ,O,O,X,O,X,O
OZLTSJI,O,O,X,O,X,X
OZLITJS,O,O,O,O,X,O
OZLITSJ,O,O,X,O,X,O
OZLIJTS,O,O,X,O,X,O
OZLIJST,O,O,X,O,O,O
OZLISTJ,O,X,X,O,X,O
OZLISJT,O,O,X,O,X,O
OZLJTIS,X,O,O,O,X,O
OZLJTSI,X,O,O,O,X,X
OZLJITS,O,O,X,O,X,O
OZLJIST,O,O,X,O,O,O
OZLJSTI,O,X,X,O,O,X
OZLJSIT,O,O,X,O,O,X
OZLSTIJ,O,X,X,O,X,O
OZLSTJI,O,X,X,O,X,X
OZLSITJ,O,X,X,O,X,O
OZLSIJT,O,O,X,O,X,O
OZLSJTI,O,X,X,O,X,X
OZLSJIT,O,O,X,O,X,X
OZJTILS,O,O,O,O,X,O
OZJTISL,O,O,O,X,O,X
OZJTLIS,O,O,O,O,X,O
OZJTLSI,O,O,O,O,X,X
OZJTSIL,O,O,O,X,O,X
OZJTSLI,O,O,O,X,O,X
OZJITLS,O,O,O,O,X,X
OZJITSL,O,O,O,X,O,X
OZJILTS,O,O,X,O,X,O
OZJILST,O,O,X,O,O,O
OZJISTL,O,O,X,X,O,X
OZJISLT,O,O,X,X,O,X
OZJLTIS,X,O,O,O,X,O
OZJLTSI,X,O,O,O,X,X
OZJLITS,O,O,X,O,X,O
OZJLIST,O,O,X,O,O,O
OZJLSTI,O,X,X,O,O,X
OZJLSIT,O,O,X,O,O,X
OZJSTIL,O,O,O,X,O,X
OZJSTLI,X,O,O,X,O,X
OZJSITL,O,O,X,X,O,X
OZJSILT,O,O,X,X,O,X
OZJSLTI,X,X,X,X,O,X
OZJSLIT,O,O,X,X,O,X
OZSTILJ,O,O,X,X,X,O
OZSTIJL,O,O,O,X,X,X
OZSTLIJ,O,O,X,X,X,O
OZSTLJI,O,O,X,X,X,X
OZSTJIL,O,O,O,X,X,X
OZSTJLI,O,O,O,X,X,X
OZSITLJ,O,O,X,X,X,X
OZSITJL,O,O,O,X,X,X
OZSILTJ,O,X,X,X,X,O
OZSILJT,O,O,X,X,X,O
OZSIJTL,O,O,X,X,O,X
OZSIJLT,O,O,X,X,O,X
OZSLTIJ,O,X,X,X,X,O
OZSLTJI,O,X,X,X,X,X
OZSLITJ,O,X,X,X,X,O
OZSLIJT,O,O,X,X,X,O
OZSLJTI,O,X,X,X,X,X
OZSLJIT,O,O,X,X,X,X
OZSJTIL,O,O,O,X,O,X
OZSJTLI,X,O,O,X,O,X
OZSJITL,O,O,X,X,O,X
OZSJILT,O,O,X,X,O,X
OZSJLTI,O,X,X,X,O,X
OZSJLIT,O,O,X,X,O,X
