sequence,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFTdBejB?5jBVsBXrB0rB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFldB5jB?mhB8nBzrBXrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB0iB?6oBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhFmdB5jB?0iBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFUdBGeB?1mB/oBSsBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jei9IvhF5jBziB?lmBXsBuqBcrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JefBJvhFSiBTeB?UnBGoBlmBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB6oB?0mBlnBzqBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBUhB?/oBTnBSwBFsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFldB5jB?8nBmmBSwBfsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeU9IvhFajB5jB?FhBWsBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR9IvhFSjBFhB?8mBGoBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeaDJvhF5jBFhB?XiBcsBurBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhF/iBTjB?UhBVsBGoBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBFiB?/oB6rBcsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhF0mBxnB?6oBlnBzqBXsB
JOLZSTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
JOSTILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSTIZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSTLZI,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSITZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSILZT,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSIZLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSLITZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSLIZT,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOSLZTI,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOSLZIT,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOSZTIL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSZTLI,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
JOSZITL,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
JOSZILT,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOSZLTI,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOSZLIT,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOZTILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZILST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZISTL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLTSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLIST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZLSTI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZSTIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSITL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSILT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILZJO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STILZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STILOJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STILOZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
STIJLZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STIZLOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STIZJLO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STIZJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
STIZOJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
STIOJLZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STLIZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STLIOJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STLJIZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
STLJZOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLJOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
STLZIJO,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
STLZIOJ,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
STLZJIO,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
STLZJOI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
STLZOIJ,X,X,O,O,O,X,X,O,O,X,X,X,O,O,O,X
STLZOJI,X,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
STLOIJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
STLOJIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
STLOZIJ,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STLOZJI,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
STJILZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STJLIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X
STJLZOI,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X
STJLOIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
STJZILO,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STJZIOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STJZLIO,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
STJZLOI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X
STJZOIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STJZOLI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STJOILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STJOLZI,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
STJOZIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZILJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STZILOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STZIJLO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
STZIJOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZIOLJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STZIOJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
STZLIOJ,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
STZLJIO,X,X,O,O,O,X,X,O,X,X,X,O,O,X,O,X
STZLJOI,X,X,O,O,O,X,O,O,X,X,X,O,X,X,O,X
STZLOIJ,X,X,O,O,O,X,X,O,X,X,X,X,O,O,O,X
STZLOJI,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X
STZJILO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
STZJIOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZJLIO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
STZJLOI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X
STZJOIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZJOLI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STZOILJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STZOIJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X
STZOLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
STZOJIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZOJLI,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STOILJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
STOIJLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
STOLJIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
STOLZIJ,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STOLZJI,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
STOJILZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
STOJZIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
STOZLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
STOZJIL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SITLZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SITLOJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SITZLOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SITZJLO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SITZJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SITZOJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SILTZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SILTOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SILJTOZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SILJZTO,X,X,O,X,O,X,X,X,O,O,O,X,X,X,O,X
SILJZOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SILJOTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SILZTJO,X,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X
SILZTOJ,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SILZJTO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,O,X
SILZJOT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILZOTJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILOZTJ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJTLZO,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJTLOZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIJTZLO,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SIJTZOL,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SIJTOLZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJTOZL,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJLTZO,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJLTOZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIJLZTO,X,X,X,X,O,X,O,X,O,X,O,O,X,X,O,X
SIJLZOT,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
SIJLOTZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
SIJZTLO,X,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X
SIJZTOL,X,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X
SIJZLTO,X,X,X,O,O,X,O,X,X,O,O,O,X,X,O,X
SIJZLOT,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
SIJZOTL,X,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X
SIJZOLT,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
SIJOTLZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJOTZL,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJOLTZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIJOZTL,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZTLJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SIZTLOJ,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O
SIZTJLO,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
SIZTJOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SIZTOLJ,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SIZTOJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIZLTOJ,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O
SIZLJTO,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
SIZLJOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZJTLO,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
SIZJTOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X
SIZJLOT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SIZJOTL,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
SIZJOLT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZOTLJ,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SIZOTJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOJTL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOZJTL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTIZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTIOJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLTJIZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
SLTJZOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SLTJOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
SLTZIJO,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
SLTZIOJ,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
SLTZJIO,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
SLTZJOI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
SLTZOIJ,X,X,O,O,O,X,X,O,O,X,X,X,O,O,O,X
SLTZOJI,X,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
SLTOIJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
SLTOJIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
SLTOZIJ,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X
SLTOZJI,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
SLITJZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLITZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLITOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIJTOZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIJZTO,X,X,O,X,O,X,X,X,O,O,O,X,X,X,O,X
SLIJZOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SLIZTJO,X,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X
SLIZTOJ,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
