sequence,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhF3bBuhBciBZmBTl?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFTdBFgBXhB0hBmq?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhFRcBciBOlBThBfr?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFlbBGdBihBTlBxr?B3rB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFUgBFhBXiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBalBFiBGmBTn?BUrB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8JeR8IvhFciBFgBThBfrBmk?BCsB,v115@7gC8GeD8EeE8FeF8BeD8JeaBJvhFTdBFgBfrBUnB5m?BmpB
LIZSTJO,O,X,O,O,O,O,O,O,X,O,X,X
LIZSTOJ,O,X,O,X,O,X,O,O,X,X,O,X
LIZSJTO,O,X,O,O,O,O,O,O,O,O,X,X
LIZSJOT,O,X,O,X,X,O,X,X,O,O,X,X
LIZSOTJ,O,X,O,X,O,X,X,O,X,X,O,X
LIZSOJT,O,X,O,X,X,O,X,X,X,O,O,X
LIZOTJS,O,O,O,O,O,X,X,X,X,X,X,X
LIZOTSJ,O,X,O,O,O,X,X,X,X,X,X,X
LIZOJTS,O,O,O,O,X,O,X,X,O,X,X,X
LIZOJST,O,X,X,O,X,O,X,X,O,X,X,X
LIZOSTJ,O,X,O,O,O,X,X,X,X,X,X,X
LIZOSJT,O,X,X,O,X,O,X,X,X,X,X,X
LIOTJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,O,O,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,O,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJTZS,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,O,O,X,X,X,X,X,X,X,X
LIOZJTS,O,O,X,O,X,X,X,X,O,X,X,X
LIOZJST,O,X,X,O,X,X,X,X,O,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,O,O,X,O,X,O,X,X
LJTISOZ,X,O,O,X,X,X,X,O,X,O,X,X
LJTIZSO,O,O,O,X,O,O,X,O,X,O,X,X
LJTIZOS,O,O,O,X,O,O,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,O,X,O,O,X,O,X,O,X,X
LJTSIOZ,X,O,O,X,X,X,X,O,X,O,X,X
LJTSZIO,X,O,O,X,O,O,O,O,X,O,X,X
LJTSZOI,X,O,O,X,O,O,O,O,X,O,O,X
LJTSOIZ,X,O,O,X,X,X,X,O,X,O,X,X
LJTSOZI,X,O,O,X,O,O,X,O,X,O,O,X
LJTZISO,O,O,O,X,O,O,O,O,O,O,X,X
LJTZIOS,O,O,O,X,O,O,X,X,O,X,X,X
LJTZSIO,O,O,O,X,O,O,O,O,O,O,X,X
LJTZSOI,O,O,O,X,O,O,O,O,O,O,O,X
LJTZOIS,O,O,O,X,O,O,X,X,O,X,X,X
LJTZOSI,O,O,O,X,O,O,X,O,O,O,X,X
LJTOISZ,O,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,X,X,X,X,O,X,O,X,X
LJTOSZI,O,O,O,X,O,O,X,O,X,O,X,X
LJTOZIS,O,O,O,X,O,O,X,X,X,X,X,X
LJTOZSI,O,O,O,X,O,O,X,O,X,O,X,X
LJITSZO,O,O,O,O,O,O,X,O,X,O,X,X
LJITSOZ,X,O,O,X,X,X,X,O,X,O,X,X
LJITZSO,O,O,O,O,O,O,X,O,X,O,X,X
LJITZOS,O,O,O,O,O,O,X,X,X,X,X,X
LJITOSZ,X,O,X,O,X,X,X,X,X,X,X,X
LJITOZS,X,O,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,O,O,O,O,O,X,O,X,O,X,X
LJISTOZ,X,O,O,X,X,X,X,O,X,O,X,X
LJISZTO,O,X,O,O,O,O,O,O,X,O,X,X
LJISZOT,O,X,O,X,O,O,X,O,X,O,X,X
LJISOTZ,X,O,O,O,X,X,X,O,X,O,X,X
LJISOZT,X,X,O,O,X,X,X,O,X,O,X,X
LJIZTSO,O,O,O,O,O,O,O,O,O,O,X,X
LJIZTOS,O,O,O,O,O,O,X,X,O,X,X,X
LJIZSTO,O,X,O,O,O,O,O,O,O,O,X,X
LJIZSOT,O,X,O,X,O,O,X,O,O,O,X,X
LJIZOTS,O,O,O,O,O,O,X,X,O,X,X,X
LJIZOST,O,X,X,O,O,O,X,X,O,X,X,X
LJIOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LJIOTZS,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSZT,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,O,O,X,O,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,X,O,O,X,O,O,X,O,X,O,X,X
LJSTIOZ,X,O,O,X,X,X,X,O,X,O,X,X
LJSTZIO,X,O,O,X,O,O,O,O,X,O,X,X
LJSTZOI,X,O,O,X,O,O,O,O,X,O,O,X
LJSTOIZ,X,O,O,X,X,X,X,O,X,O,X,X
LJSTOZI,X,O,O,X,O,O,X,O,X,O,O,X
LJSITZO,X,O,O,X,O,O,X,O,X,O,X,X
LJSITOZ,X,O,O,X,X,X,X,O,X,O,X,X
LJSIZTO,X,X,O,X,O,O,O,O,X,O,X,X
LJSIZOT,X,X,O,X,O,O,X,O,X,O,X,X
LJSIOTZ,X,O,O,X,X,X,X,O,X,O,X,X
LJSIOZT,X,X,O,X,X,X,X,O,X,O,X,X
LJSZTIO,X,O,O,X,O,O,O,O,X,O,X,X
LJSZTOI,X,O,O,X,O,O,O,O,X,O,O,X
LJSZITO,X,X,O,X,O,O,O,O,X,O,X,X
LJSZIOT,X,X,O,X,O,O,X,O,X,O,X,X
LJSZOTI,X,O,O,X,O,O,X,O,X,O,O,X
LJSZOIT,X,X,O,X,O,O,X,O,X,O,O,X
LJSOTIZ,X,O,O,X,X,X,X,O,X,O,X,X
LJSOTZI,X,O,O,X,O,O,X,O,X,O,O,X
LJSOITZ,X,O,O,X,X,X,X,O,X,O,X,X
LJSOIZT,X,X,O,X,X,X,X,O,X,O,X,X
LJSOZTI,X,O,O,X,O,O,X,O,X,O,O,X
LJSOZIT,X,X,O,X,O,O,X,O,X,O,O,X
LJZTISO,O,O,O,O,O,O,O,O,O,O,X,X
LJZTIOS,O,O,O,O,O,O,X,X,O,X,X,X
LJZTSIO,O,O,O,X,O,O,O,O,O,O,X,X
LJZTSOI,O,O,O,X,O,O,O,O,O,O,O,X
LJZTOIS,O,O,O,O,O,O,X,X,O,X,X,X
LJZTOSI,O,O,O,X,O,O,X,O,O,O,X,X
LJZITSO,O,O,O,O,O,O,O,O,O,O,X,X
LJZITOS,O,O,O,O,O,O,X,X,O,X,X,X
LJZISTO,O,X,O,O,O,O,O,O,O,O,X,X
LJZISOT,O,X,O,X,O,O,X,O,O,O,X,X
LJZIOTS,O,O,O,O,O,O,X,X,O,X,X,X
LJZIOST,O,X,X,X,O,O,X,X,O,X,X,X
LJZSTIO,O,O,O,X,O,O,O,O,O,O,X,X
LJZSTOI,O,O,O,X,O,O,O,O,O,O,O,X
LJZSITO,O,X,O,X,O,O,O,O,O,O,X,X
LJZSIOT,O,X,O,X,O,O,X,O,O,O,X,X
LJZSOTI,O,O,O,X,O,O,X,O,O,O,O,X
LJZSOIT,O,X,O,X,O,O,X,O,O,O,O,X
LJZOTIS,O,O,O,O,O,O,X,X,O,X,X,X
LJZOTSI,O,O,O,X,O,O,X,O,O,O,X,X
LJZOITS,O,O,O,O,O,O,X,X,O,X,X,X
LJZOIST,O,X,X,O,O,O,X,X,O,X,X,X
LJZOSTI,O,O,O,X,O,O,X,O,O,O,X,X
LJZOSIT,O,X,O,X,O,O,X,O,O,O,X,X
LJOTISZ,O,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,X,X,X,X,O,X,O,X,X
LJOTSZI,O,O,O,X,O,O,X,O,X,O,X,X
LJOTZIS,O,O,O,O,O,O,X,X,X,X,X,X
LJOTZSI,O,O,O,X,O,O,X,O,X,O,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,X,O,X,X,X,X,X,X,X,X
LJOISTZ,O,O,X,O,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZTS,O,O,X,O,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,X,O,X,O,X,X
LJOSTZI,O,O,O,X,O,O,X,O,X,O,X,X
LJOSITZ,O,O,O,X,X,X,X,O,X,O,X,X
LJOSIZT,O,X,O,X,X,X,X,O,X,O,X,X
LJOSZTI,O,O,O,X,O,O,X,O,X,O,X,X
LJOSZIT,O,X,O,X,O,O,X,O,X,O,X,X
LJOZTIS,O,O,O,O,O,O,X,X,X,X,X,X
LJOZTSI,O,O,O,X,O,O,X,O,X,O,X,X
LJOZITS,O,O,O,O,O,O,X,X,X,X,X,X
LJOZIST,O,X,X,O,O,O,X,X,X,X,X,X
LJOZSTI,O,O,O,X,O,O,X,O,X,O,X,X
LJOZSIT,O,X,O,X,O,O,X,O,X,O,X,X
LSTIJZO,O,O,X,X,X,X,X,O,X,O,X,X
LSTIJOZ,X,O,X,X,X,X,X,O,X,O,X,X
LSTIZJO,O,X,O,X,O,X,X,O,X,O,X,O
LSTIZOJ,O,X,O,X,O,X,X,O,X,X,O,O
LSTIOJZ,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,O,X,X,O,X
LSTJIZO,X,O,O,X,O,O,X,O,X,O,X,X
LSTJIOZ,X,O,O,X,X,X,X,O,X,O,X,X
LSTJZIO,X,O,O,X,O,O,X,O,X,O,X,O
LSTJZOI,X,O,O,X,O,O,X,O,X,O,O,O
LSTJOIZ,X,O,O,X,X,X,X,O,X,O,X,X
LSTJOZI,X,O,O,X,O,O,X,O,X,O,O,X
LSTZIJO,O,X,O,X,O,O,O,O,O,O,X,O
LSTZIOJ,O,X,O,X,O,X,O,O,X,X,O,O
LSTZJIO,O,X,O,X,O,O,O,O,O,O,X,O
LSTZJOI,O,X,O,X,O,O,O,O,O,O,O,O
LSTZOIJ,O,X,O,X,O,X,O,O,X,X,O,O
LSTZOJI,O,X,O,X,O,X,O,O,O,X,O,O
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,O,X,X,O,X
LSTOJIZ,O,O,O,X,X,X,X,O,X,X,X,X
LSTOJZI,O,O,O,X,X,X,X,O,X,X,O,X
LSTOZIJ,O,X,O,X,O,X,X,O,X,X,O,O
LSTOZJI,O,X,O,X,O,X,X,O,X,X,O,O
LSITJZO,O,O,X,X,X,X,X,O,X,O,X,X
LSITJOZ,X,O,X,X,X,X,X,O,X,O,X,X
LSITZJO,O,X,O,X,O,X,X,O,X,O,X,O
LSITZOJ,O,X,O,X,O,X,X,O,X,X,O,O
LSITOJZ,X,O,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,O,X,X,X,X,O,X,X,O,X
LSIJTZO,O,O,O,X,X,O,X,O,X,O,X,X
LSIJTOZ,X,O,O,X,X,X,X,X,X,O,X,X
LSIJZTO,O,X,O,X,X,O,O,O,X,O,X,X
LSIJZOT,O,X,O,X,X,O,X,X,X,O,X,X
LSIJOTZ,X,O,O,X,X,X,X,X,X,O,X,X
LSIJOZT,X,X,O,X,X,X,X,X,X,O,X,X
LSIZTJO,O,X,O,X,O,O,O,O,X,O,X,O
LSIZTOJ,O,X,O,X,O,X,O,O,X,X,O,O
LSIZJTO,O,X,O,X,O,O,O,O,O,O,X,X
LSIZJOT,O,X,O,X,X,O,X,X,O,O,X,X
LSIZOTJ,O,X,O,X,O,X,X,O,X,X,O,O
LSIZOJT,O,X,O,X,X,O,X,X,X,O,O,X
LSIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,O,X,X,X,X,O,X,X,O,X
LSIOJTZ,O,O,O,X,X,X,X,X,X,O,X,X
LSIOJZT,O,X,O,X,X,X,X,X,X,O,X,X
LSIOZTJ,O,X,O,X,X,X,X,O,X,X,O,X
LSIOZJT,O,X,O,X,X,X,X,X,X,O,O,X
LSJTIZO,X,O,O,X,O,O,X,O,X,O,X,X
LSJTIOZ,X,O,O,X,X,X,X,O,X,O,X,X
LSJTZIO,X,O,O,X,O,O,O,O,X,O,X,O
LSJTZOI,X,O,O,X,O,O,O,O,X,O,O,O
LSJTOIZ,X,O,O,X,X,X,X,O,X,O,X,X
LSJTOZI,X,O,O,X,O,O,X,O,X,O,O,X
LSJITZO,X,O,O,X,O,O,X,O,X,O,X,X
LSJITOZ,X,O,O,X,X,X,X,O,X,O,X,X
LSJIZTO,X,X,O,X,O,O,O,O,X,O,X,X
LSJIZOT,X,X,O,X,O,O,X,O,X,O,X,X
LSJIOTZ,X,O,O,X,X,X,X,O,X,O,X,X
LSJIOZT,X,X,O,X,X,X,X,O,X,O,X,X
LSJZTIO,X,O,O,X,O,O,O,O,X,O,X,O
LSJZTOI,X,O,O,X,O,O,O,O,X,O,O,O
LSJZITO,X,X,O,X,O,O,O,O,X,O,X,X
LSJZIOT,X,X,O,X,O,O,X,O,X,O,X,X
LSJZOTI,X,O,O,X,O,O,X,O,X,O,O,O
LSJZOIT,X,X,O,X,O,O,X,O,X,O,O,X
LSJOTIZ,X,O,O,X,X,X,X,O,X,O,X,X
LSJOTZI,X,O,O,X,O,O,X,O,X,O,O,X
LSJOITZ,X,O,O,X,X,X,X,O,X,O,X,X
LSJOIZT,X,X,O,X,X,X,X,O,X,O,X,X
LSJOZTI,X,O,O,X,O,O,X,O,X,O,O,X
LSJOZIT,X,X,O,X,O,O,X,O,X,O,O,X
LSZTIJO,O,X,O,X,O,O,O,O,O,O,X,O
LSZTIOJ,O,X,O,X,O,X,O,O,X,X,O,O
LSZTJIO,O,X,O,X,O,O,O,O,O,O,X,O
LSZTJOI,O,X,O,X,O,O,O,O,O,O,O,O
LSZTOIJ,O,X,O,X,O,X,O,O,X,X,O,O
LSZTOJI,O,X,O,X,O,X,O,O,O,X,O,O
LSZITJO,O,X,O,X,O,O,O,O,X,O,X,O
LSZITOJ,O,X,O,X,O,X,O,O,X,X,O,O
LSZIJTO,O,X,O,X,O,O,O,O,O,O,X,X
LSZIJOT,O,X,O,X,X,O,X,X,O,O,X,X
LSZIOTJ,O,X,O,X,O,X,X,O,X,X,O,O
LSZIOJT,O,X,O,X,X,O,X,X,X,O,O,X
LSZJTIO,O,X,O,X,O,O,O,O,O,O,X,O
LSZJTOI,O,X,O,X,O,O,O,O,O,O,O,O
LSZJITO,O,X,O,X,O,O,O,O,O,O,X,X
LSZJIOT,O,X,O,X,X,O,X,X,O,O,X,X
LSZJOTI,O,X,O,X,X,O,X,X,O,O,O,O
LSZJOIT,O,X,O,X,X,O,X,X,O,O,O,X
LSZOTIJ,O,X,O,X,O,X,X,O,X,X,O,O
LSZOTJI,O,X,O,X,O,X,X,O,X,X,O,O
LSZOITJ,O,X,O,X,O,X,X,O,X,X,O,O
LSZOIJT,O,X,O,X,X,O,X,X,X,O,O,X
LSZOJTI,O,X,O,X,X,O,X,X,X,O,O,O
LSZOJIT,O,X,O,X,X,O,X,X,X,O,O,X
LSOTIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,X,O,X,X,X,X,O,X,X,O,X
LSOTJIZ,O,O,O,X,X,X,X,O,X,X,X,X
LSOTJZI,O,O,O,X,X,X,X,O,X,X,O,X
LSOTZIJ,O,X,O,X,O,X,X,O,X,X,O,O
LSOTZJI,O,X,O,X,O,X,X,O,X,X,O,O
LSOITJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,O,X,X,X,X,O,X,X,O,X
LSOIJTZ,O,O,O,X,X,X,X,X,X,O,X,X
LSOIJZT,O,X,O,X,X,X,X,X,X,O,X,X
LSOIZTJ,O,X,O,X,X,X,X,O,X,X,O,X
LSOIZJT,O,X,O,X,X,X,X,X,X,O,O,X
LSOJTIZ,O,O,O,X,X,X,X,X,X,O,X,X
LSOJTZI,O,O,O,X,X,O,X,X,X,O,O,X
LSOJITZ,O,O,O,X,X,X,X,X,X,O,X,X
LSOJIZT,O,X,O,X,X,X,X,X,X,O,X,X
LSOJZTI,O,O,O,X,X,O,X,X,X,O,O,X
LSOJZIT,O,X,O,X,X,O,X,X,X,O,O,X
LSOZTIJ,O,X,O,X,O,X,X,O,X,X,O,O
LSOZTJI,O,X,O,X,O,X,X,O,X,X,O,O
LSOZITJ,O,X,O,X,O,X,X,O,X,X,O,O
LSOZIJT,O,X,O,X,X,O,X,X,X,O,O,X
LSOZJTI,O,X,O,X,X,O,X,X,X,O,O,O
LSOZJIT,O,X,O,X,X,O,X,X,X,O,O,X
LZTIJSO,O,O,O,O,O,O,X,X,O,X,X,X
LZTIJOS,O,O,O,O,O,O,X,X,O,X,X,X
LZTISJO,O,X,O,O,O,O,O,O,O,X,X,X
LZTISOJ,O,X,O,X,O,X,O,O,X,X,O,X
LZTIOJS,O,O,O,O,O,X,X,X,X,X,X,X
LZTIOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LZTJISO,O,O,O,O,O,O,X,O,O,O,X,X
LZTJIOS,O,O,O,O,O,O,X,X,O,X,X,X
LZTJSIO,O,O,O,X,O,O,X,O,O,O,X,X
LZTJSOI,O,O,O,X,O,O,X,O,O,O,O,X
LZTJOIS,O,O,O,O,O,O,X,X,O,X,X,X
LZTJOSI,O,O,O,X,O,O,X,O,O,O,X,X
LZTSIJO,O,X,O,X,O,O,O,O,O,O,X,X
LZTSIOJ,O,X,O,X,O,X,O,O,X,X,O,X
LZTSJIO,O,X,O,X,O,O,O,O,O,O,X,X
LZTSJOI,O,X,O,X,O,O,O,O,O,O,O,X
LZTSOIJ,O,X,O,X,O,X,O,O,X,X,O,X
LZTSOJI,O,X,O,X,O,X,O,O,O,X,O,X
LZTOIJS,O,O,O,O,O,X,X,X,X,X,X,X
LZTOISJ,O,X,O,O,O,X,X,X,X,X,X,X
LZTOJIS,O,O,O,O,O,X,X,X,O,X,X,X
LZTOJSI,O,O,O,X,O,X,X,X,O,X,X,X
LZTOSIJ,O,X,O,X,O,X,X,O,X,X,O,X
LZTOSJI,O,X,O,X,O,X,X,O,O,X,O,X
LZITJSO,O,O,O,O,O,O,X,X,O,X,X,X
LZITJOS,O,O,O,O,O,O,X,X,O,X,X,X
LZITSJO,O,X,O,O,O,O,O,O,O,X,X,X
LZITSOJ,O,X,O,X,O,X,O,O,X,X,O,X
LZITOJS,O,O,O,O,O,X,X,X,X,X,X,X
LZITOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LZIJTSO,O,O,O,O,O,O,O,X,O,O,X,X
LZIJTOS,O,O,O,O,O,O,X,X,O,X,X,X
LZIJSTO,O,X,O,O,O,O,O,X,O,O,X,X
LZIJSOT,O,X,O,X,O,O,X,X,O,O,X,X
LZIJOTS,O,O,O,O,O,O,X,X,O,X,X,X
LZIJOST,O,X,X,X,O,O,X,X,O,X,X,X
LZISTJO,O,X,O,O,O,O,O,O,X,O,X,X
LZISTOJ,O,X,O,X,O,X,O,O,X,X,O,X
LZISJTO,O,X,O,O,O,O,O,O,O,O,X,X
LZISJOT,O,X,O,X,X,O,X,X,O,O,X,X
LZISOTJ,O,X,O,X,O,X,X,O,X,X,O,X
LZISOJT,O,X,O,X,X,O,X,X,X,O,O,X
LZIOTJS,O,O,O,O,O,X,X,X,X,X,X,X
LZIOTSJ,O,X,O,X,O,X,X,X,X,X,X,X
LZIOJTS,O,O,O,O,X,O,X,X,O,X,X,X
LZIOJST,O,X,X,X,X,O,X,X,O,X,X,X
LZIOSTJ,O,X,O,X,O,X,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,O,X,X,X,X,X,X
LZJTISO,O,O,O,O,O,O,O,O,O,O,X,X
LZJTIOS,O,O,O,O,O,O,X,X,O,X,X,X
LZJTSIO,O,O,O,X,O,O,O,O,O,O,X,X
LZJTSOI,O,O,O,X,O,O,O,O,O,O,O,X
LZJTOIS,O,O,O,O,O,O,X,X,O,X,X,X
LZJTOSI,O,O,O,X,O,O,X,O,O,O,X,X
LZJITSO,O,O,O,O,O,O,O,O,O,O,X,X
LZJITOS,O,O,O,O,O,O,X,X,O,X,X,X
LZJISTO,O,X,O,O,O,O,O,O,O,O,X,X
LZJISOT,O,X,O,X,O,O,X,O,O,O,X,X
LZJIOTS,O,O,O,O,O,O,X,X,O,X,X,X
LZJIOST,O,X,X,X,O,O,X,X,O,X,X,X
LZJSTIO,O,O,O,X,O,O,O,O,O,O,X,X
LZJSTOI,O,O,O,X,O,O,O,O,O,O,O,X
LZJSITO,O,X,O,X,O,O,O,O,O,O,X,X
LZJSIOT,O,X,O,X,O,O,X,O,O,O,X,X
LZJSOTI,O,O,O,X,O,O,X,O,O,O,O,X
LZJSOIT,O,X,O,X,O,O,X,O,O,O,O,X
LZJOTIS,O,O,O,O,O,O,X,X,O,X,X,X
LZJOTSI,O,O,O,X,O,O,X,O,O,O,X,X
LZJOITS,O,O,O,O,O,O,X,X,O,X,X,X
LZJOIST,O,X,X,O,O,O,X,X,O,X,X,X
LZJOSTI,O,O,O,X,O,O,X,O,O,O,X,X
LZJOSIT,O,X,O,X,O,O,X,O,O,O,X,X
LZSTIJO,O,X,O,X,O,O,O,O,O,O,X,O
LZSTIOJ,O,X,O,X,O,X,O,O,X,X,O,O
LZSTJIO,O,X,O,X,O,O,O,O,O,O,X,O
LZSTJOI,O,X,O,X,O,O,O,O,O,O,O,O
LZSTOIJ,O,X,O,X,O,X,O,O,X,X,O,O
LZSTOJI,O,X,O,X,O,X,O,O,O,X,O,O
LZSITJO,O,X,O,X,O,O,O,O,X,O,X,O
LZSITOJ,O,X,O,X,O,X,O,O,X,X,O,O
LZSIJTO,O,X,O,X,O,O,O,O,O,O,X,X
LZSIJOT,O,X,O,X,X,O,X,X,O,O,X,X
LZSIOTJ,O,X,O,X,O,X,X,O,X,X,O,O
LZSIOJT,O,X,O,X,X,O,X,X,X,O,O,X
LZSJTIO,O,X,O,X,O,O,O,O,O,O,X,O
LZSJTOI,O,X,O,X,O,O,O,O,O,O,O,O
LZSJITO,O,X,O,X,O,O,O,O,O,O,X,X
LZSJIOT,O,X,O,X,X,O,X,X,O,O,X,X
LZSJOTI,O,X,O,X,X,O,X,X,O,O,O,O
LZSJOIT,O,X,O,X,X,O,X,X,O,O,O,X
LZSOTIJ,O,X,O,X,O,X,X,O,X,X,O,O
LZSOTJI,O,X,O,X,O,X,X,O,X,X,O,O
LZSOITJ,O,X,O,X,O,X,X,O,X,X,O,O
LZSOIJT,O,X,O,X,X,O,X,X,X,O,O,X
LZSOJTI,O,X,O,X,X,O,X,X,X,O,O,O
LZSOJIT,O,X,O,X,X,O,X,X,X,O,O,X
LZOTIJS,O,O,O,O,O,X,X,X,X,X,X,X
LZOTISJ,O,X,O,O,O,X,X,X,X,X,X,X
LZOTJIS,O,O,O,O,O,X,X,X,O,X,X,X
LZOTJSI,O,O,O,X,O,X,X,X,O,X,X,X
LZOTSIJ,O,X,O,X,O,X,X,O,X,X,O,X
LZOTSJI,O,X,O,X,O,X,X,O,O,X,O,X
LZOITJS,O,O,O,O,O,X,X,X,X,X,X,X
LZOITSJ,O,X,O,O,O,X,X,X,X,X,X,X
LZOIJTS,O,O,O,O,X,O,X,X,O,X,X,X
LZOIJST,O,X,X,O,X,O,X,X,O,X,X,X
LZOISTJ,O,X,O,O,O,X,X,X,X,X,X,X
LZOISJT,O,X,X,O,X,O,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,O,X,X,O,X,X,X
LZOJTSI,O,O,O,X,X,O,X,X,O,O,X,X
LZOJITS,O,O,O,O,X,O,X,X,O,X,X,X
LZOJIST,O,X,X,O,X,O,X,X,O,X,X,X
LZOJSTI,O,O,O,X,X,O,X,X,O,O,X,X
LZOJSIT,O,X,O,X,X,O,X,X,O,O,X,X
LZOSTIJ,O,X,O,X,O,X,X,O,X,X,O,O
LZOSTJI,O,X,O,X,O,X,X,O,X,X,O,O
LZOSITJ,O,X,O,X,O,X,X,O,X,X,O,O
LZOSIJT,O,X,O,X,X,O,X,X,X,O,O,X
LZOSJTI,O,X,O,X,X,O,X,X,X,O,O,O
LZOSJIT,O,X,O,X,X,O,X,X,X,O,O,X
LOTIJSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOTIJZS,O,O,X,O,X,X,X,X,X,X,X,X
LOTISJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTISZJ,O,X,O,O,X,X,X,X,X,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X,X,X,X,X
LOTIZSJ,O,X,O,O,X,X,X,X,X,X,X,X
LOTJISZ,O,O,X,X,X,X,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,X,X,X,X,X,X,X
LOTJSIZ,O,O,O,X,X,X,X,O,X,X,X,X
LOTJSZI,O,O,O,X,O,X,X,O,X,X,X,X
LOTJZIS,O,O,O,O,O,X,X,X,X,X,X,X
LOTJZSI,O,O,O,X,O,X,X,O,X,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,X,O,X,X,O,X
LOTSJIZ,O,O,X,X,X,X,X,O,X,X,X,X
LOTSJZI,O,O,O,X,X,X,X,O,X,X,O,X
LOTSZIJ,O,X,O,X,O,X,X,O,X,X,O,O
LOTSZJI,O,X,O,X,O,X,X,O,X,X,O,O
LOTZIJS,O,O,O,O,O,X,X,X,X,X,X,X
LOTZISJ,O,X,O,O,O,X,X,X,X,X,X,X
LOTZJIS,O,O,O,O,O,X,X,X,O,X,X,X
LOTZJSI,O,O,O,X,O,X,X,X,O,X,X,X
