sequence,v115@PhC8GeD8BeB8AeC8JeT/IvhFelBChBxiBlmBcsB3qB,v115@PhC8GeD8BeB8AeC8Je/EJvhFRgBzhBCjBOqB8qBFsB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBzkB+qB3mBcsB,v115@PhC8GeD8BeB8AeC8JemAJvhFzhBCjBxkB0kB3qBFsB,v115@PhC8GeD8BeB8AeC8Jex/IvhFmhBCjB0kBXmBFsBTqB,v115@PhC8GeD8BeB8AeC8Je/EJvhFUgBamBWnBxnBTqBFsB,v115@PhC8GeD8BeB8AeC8JemBJvhFCjBxkBXmB0kBFsBTqB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBWqB3mBcsBTqB,v115@PhC8GeD8BeB8AeC8Je3BJvhFxkBOsBlkBUmBCoBTqB
LOTZSIJ,X,O,O,O,O,O,X,X,X
LOTZSJI,X,O,O,O,O,O,X,X,X
LOITJSZ,X,X,O,O,X,O,X,X,X
LOITJZS,X,X,O,O,X,O,X,X,X
LOITSJZ,X,X,X,O,X,O,O,X,X
LOITSZJ,X,X,X,X,X,O,X,X,X
LOITZJS,X,X,O,O,X,O,X,X,X
LOITZSJ,X,X,O,X,X,O,X,X,X
LOIJTSZ,X,X,O,O,X,X,X,X,X
LOIJTZS,X,X,O,O,X,X,X,X,X
LOIJSTZ,X,X,O,X,X,X,X,X,O
LOIJSZT,X,X,O,X,X,X,X,X,O
LOIJZTS,O,X,O,X,X,X,X,X,X
LOIJZST,X,X,O,X,X,X,X,O,X
LOISTJZ,X,X,X,X,X,O,X,X,X
LOISTZJ,X,X,X,X,X,O,X,X,X
LOISJTZ,O,X,O,X,X,X,X,X,X
LOISJZT,O,X,O,X,X,X,X,X,X
LOISZTJ,O,X,O,X,X,O,X,X,X
LOISZJT,O,X,O,X,X,X,X,X,X
LOIZTJS,O,X,O,X,X,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,X
LOIZJTS,O,X,O,X,X,X,X,X,X
LOIZJST,X,X,O,X,X,X,X,O,X
LOIZSTJ,O,X,O,X,X,X,X,O,X
LOIZSJT,O,X,O,X,X,X,X,O,X
LOJTISZ,X,X,O,X,X,O,X,X,X
LOJTIZS,O,X,O,X,X,O,X,X,X
LOJTSIZ,X,X,O,X,X,O,X,X,X
LOJTSZI,O,X,O,X,X,O,X,X,X
LOJTZIS,O,X,O,X,X,O,X,X,X
LOJTZSI,O,X,O,X,X,O,X,X,X
LOJITSZ,X,X,O,X,X,X,X,X,X
LOJITZS,X,X,O,X,X,X,X,X,X
LOJISTZ,X,X,O,X,X,X,X,X,O
LOJISZT,X,X,O,X,X,X,X,X,O
LOJIZTS,O,X,O,X,X,X,X,X,X
LOJIZST,X,X,O,X,X,X,X,O,X
LOJSTIZ,X,X,O,X,X,O,X,X,X
LOJSTZI,X,X,O,X,X,O,X,O,X
LOJSITZ,X,X,O,X,X,X,X,X,O
LOJSIZT,X,X,O,X,X,X,X,X,O
LOJSZTI,X,X,O,X,X,O,X,X,X
LOJSZIT,X,X,O,X,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X,X,X,X
LOJZTSI,O,X,O,X,X,X,X,X,X
LOJZITS,O,X,O,X,X,X,X,X,X
LOJZIST,X,X,O,X,X,X,X,O,X
LOJZSTI,X,X,O,X,X,X,X,O,X
LOJZSIT,X,X,O,X,X,X,X,O,X
LOSTIJZ,X,O,X,O,X,O,X,X,X
LOSTIZJ,X,O,X,O,X,O,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,X,X
LOSTJZI,O,O,O,O,X,O,X,X,X
LOSTZIJ,X,O,O,O,X,O,X,O,X
LOSTZJI,X,O,X,O,X,O,X,X,X
LOSITJZ,X,O,X,O,X,O,X,X,X
LOSITZJ,X,O,X,O,X,O,X,X,X
LOSIJTZ,O,X,O,O,X,X,X,X,X
LOSIJZT,O,X,O,X,X,X,X,X,X
LOSIZTJ,O,O,O,X,X,O,X,X,X
LOSIZJT,O,X,O,X,X,X,X,X,X
LOSJTIZ,O,X,O,O,X,O,X,X,X
LOSJTZI,O,X,O,O,X,O,X,O,X
LOSJITZ,O,X,O,O,X,X,X,X,X
LOSJIZT,O,X,O,X,X,X,X,X,X
LOSJZTI,O,X,O,X,X,O,X,X,X
LOSJZIT,O,X,O,X,X,X,X,X,X
LOSZTIJ,O,O,O,X,X,O,X,X,X
LOSZTJI,O,O,O,X,X,O,X,X,X
LOSZITJ,O,O,O,X,X,O,X,X,X
LOSZIJT,O,X,O,X,X,X,X,X,X
LOSZJTI,O,O,O,X,X,O,X,X,X
LOSZJIT,O,O,O,X,X,X,X,X,X
LOZTIJS,O,O,O,X,O,O,X,X,X
LOZTISJ,O,O,O,X,O,O,X,X,X
LOZTJIS,O,O,O,X,O,O,X,X,X
LOZTJSI,O,O,O,X,O,O,X,X,X
LOZTSIJ,O,O,O,X,O,O,X,X,X
LOZTSJI,O,O,O,X,O,O,X,X,X
LOZITJS,O,X,O,X,O,X,X,X,X
LOZITSJ,O,X,O,X,O,X,X,X,X
LOZIJTS,O,X,O,X,X,X,X,X,X
LOZIJST,X,X,O,X,X,X,X,O,X
LOZISTJ,O,X,O,X,X,X,X,O,X
LOZISJT,O,X,O,X,X,X,X,O,X
LOZJTIS,O,O,O,X,X,X,X,X,X
LOZJTSI,O,O,O,X,X,X,X,X,X
LOZJITS,O,X,O,X,X,X,X,X,X
LOZJIST,X,X,O,X,X,X,X,O,X
LOZJSTI,X,O,O,X,X,X,X,O,X
LOZJSIT,X,O,O,X,X,X,X,O,X
LOZSTIJ,O,O,O,X,X,O,X,O,X
LOZSTJI,O,O,O,X,X,O,X,X,X
LOZSITJ,O,O,O,X,X,O,X,O,X
LOZSIJT,O,X,O,X,X,X,X,O,X
LOZSJTI,O,O,O,X,X,O,X,O,X
LOZSJIT,O,O,O,X,X,X,X,O,X
JTILSZO,X,X,O,X,O,O,O,X,X
JTILSOZ,X,X,O,O,X,O,O,X,X
JTILZSO,O,X,O,X,O,O,X,O,X
JTILZOS,O,X,O,O,O,O,X,X,X
JTILOSZ,X,X,O,O,X,O,X,X,X
JTILOZS,O,X,O,O,X,O,X,X,X
JTISLZO,X,X,O,X,O,O,O,X,O
JTISLOZ,X,X,O,O,X,O,O,X,O
JTISZLO,X,X,O,X,O,O,O,X,O
JTISZOL,X,X,O,X,O,O,X,X,O
JTISOLZ,X,X,O,O,X,O,O,X,O
JTISOZL,X,X,O,X,X,O,X,X,O
JTIZLSO,O,X,O,X,O,O,X,O,X
JTIZLOS,O,X,O,O,O,O,X,X,X
JTIZSLO,O,X,O,X,O,O,X,O,X
JTIZSOL,O,X,O,X,O,O,X,O,X
JTIZOLS,O,X,O,O,O,O,X,X,X
JTIZOSL,O,X,O,X,X,O,X,X,X
JTIOLSZ,X,X,O,O,X,O,X,X,X
JTIOLZS,O,X,O,O,X,O,X,X,X
JTIOSLZ,X,X,O,O,X,O,X,X,X
JTIOSZL,X,X,O,X,X,O,X,X,X
JTIOZLS,O,X,O,O,X,O,X,X,X
JTIOZSL,O,X,O,X,X,O,X,X,X
JTLISZO,X,X,O,X,O,O,O,X,X
JTLISOZ,X,X,O,O,X,O,O,X,X
JTLIZSO,O,X,O,X,O,O,X,O,X
JTLIZOS,O,X,O,O,O,O,X,X,X
JTLIOSZ,X,X,O,O,X,O,X,X,X
JTLIOZS,O,X,O,O,X,O,X,X,X
JTLSIZO,O,X,O,O,O,O,O,O,X
JTLSIOZ,O,O,O,O,X,O,O,X,X
JTLSZIO,O,O,O,O,O,O,O,O,X
JTLSZOI,O,O,O,O,O,O,X,O,X
JTLSOIZ,O,O,O,O,X,O,O,X,X
JTLSOZI,O,O,O,O,O,O,X,O,X
JTLZISO,O,O,O,X,O,O,X,O,X
JTLZIOS,O,O,O,X,O,O,X,X,X
JTLZSIO,O,O,O,X,O,O,O,O,X
JTLZSOI,O,O,O,X,O,O,X,O,X
JTLZOIS,O,O,O,X,O,O,X,X,X
JTLZOSI,O,O,O,X,O,O,X,X,X
JTLOISZ,X,X,O,O,X,O,X,X,X
JTLOIZS,O,X,O,O,X,O,X,X,X
JTLOSIZ,X,O,O,O,X,O,O,X,X
JTLOSZI,O,O,O,O,O,O,X,X,X
JTLOZIS,O,O,O,X,O,O,X,X,X
JTLOZSI,O,O,O,X,O,O,X,X,X
JTSILZO,O,X,O,O,O,O,O,O,O
JTSILOZ,O,O,O,O,X,O,O,X,O
JTSIZLO,X,X,O,O,O,O,O,O,O
JTSIZOL,X,X,O,O,O,O,X,O,O
JTSIOLZ,O,O,O,O,X,O,O,X,O
JTSIOZL,X,X,O,O,X,O,X,X,O
JTSLIZO,O,X,O,O,O,O,O,O,X
JTSLIOZ,O,O,O,O,X,O,O,X,X
JTSLZIO,O,O,O,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,O,X,O,X
JTSLOIZ,O,O,O,O,X,O,O,X,X
JTSLOZI,O,O,O,O,O,O,X,O,X
JTSZILO,X,O,O,O,O,O,O,O,X
JTSZIOL,X,O,O,O,O,O,X,O,X
JTSZLIO,O,O,O,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,O,X,O,X
JTSZOIL,X,O,O,O,O,O,X,O,X
JTSZOLI,O,O,O,O,O,O,X,O,X
JTSOILZ,O,O,O,O,X,O,O,X,O
JTSOIZL,X,X,O,O,X,O,X,X,O
JTSOLIZ,O,O,O,O,X,O,O,X,X
JTSOLZI,O,O,O,O,O,O,X,O,X
JTSOZIL,X,O,O,O,O,O,X,O,X
JTSOZLI,O,O,O,O,O,O,X,O,X
JTZILSO,O,O,O,X,O,O,X,O,X
JTZILOS,O,O,O,X,O,O,X,X,X
JTZISLO,O,O,O,X,O,O,X,O,X
JTZISOL,O,O,O,X,O,O,X,O,X
JTZIOLS,O,O,O,X,O,O,X,X,X
JTZIOSL,O,O,O,X,X,O,X,X,X
JTZLISO,O,O,O,X,O,O,X,O,X
JTZLIOS,O,O,O,X,O,O,X,X,X
JTZLSIO,O,O,O,X,O,O,O,O,X
JTZLSOI,O,O,O,X,O,O,X,O,X
JTZLOIS,O,O,O,X,O,O,X,X,X
JTZLOSI,O,O,O,X,O,O,X,X,X
JTZSILO,O,O,O,X,O,O,O,O,X
JTZSIOL,O,O,O,X,O,O,X,O,X
JTZSLIO,O,O,O,X,O,O,O,O,X
JTZSLOI,O,O,O,X,O,O,X,O,X
JTZSOIL,O,O,O,X,O,O,X,O,X
JTZSOLI,O,O,O,X,O,O,X,O,X
JTZOILS,O,O,O,X,O,O,X,X,X
JTZOISL,O,O,O,X,X,O,X,X,X
JTZOLIS,O,O,O,X,O,O,X,X,X
JTZOLSI,O,O,O,X,O,O,X,X,X
JTZOSIL,O,O,O,X,O,O,X,X,X
JTZOSLI,O,O,O,X,O,O,X,X,X
JTOILSZ,X,X,O,O,X,O,X,X,X
JTOILZS,O,X,O,O,X,O,X,X,X
JTOISLZ,X,X,O,O,X,O,X,X,O
JTOISZL,X,X,O,X,X,O,X,X,O
JTOIZLS,O,X,O,O,X,O,X,X,X
JTOIZSL,O,X,O,X,X,O,X,X,X
JTOLISZ,X,X,O,O,X,O,X,X,X
JTOLIZS,O,X,O,O,X,O,X,X,X
JTOLSIZ,X,O,O,O,X,O,O,X,X
JTOLSZI,O,O,O,O,O,O,X,X,X
JTOLZIS,O,O,O,X,O,O,X,X,X
JTOLZSI,O,O,O,X,O,O,X,X,X
JTOSILZ,O,O,O,O,X,O,O,X,O
JTOSIZL,X,X,O,O,X,O,X,X,O
JTOSLIZ,O,O,O,O,X,O,O,X,X
JTOSLZI,O,O,O,O,O,O,X,X,X
JTOSZIL,X,O,O,O,O,O,X,X,X
JTOSZLI,O,O,O,O,O,O,X,X,X
JTOZILS,O,O,O,X,O,O,X,X,X
JTOZISL,O,O,O,X,X,O,X,X,X
JTOZLIS,O,O,O,X,O,O,X,X,X
JTOZLSI,O,O,O,X,O,O,X,X,X
JTOZSIL,O,O,O,X,O,O,X,X,X
JTOZSLI,O,O,O,X,O,O,X,X,X
JITLSZO,X,X,O,X,X,O,O,X,X
JITLSOZ,X,X,O,O,X,O,O,X,X
JITLZSO,O,X,O,X,X,O,X,O,X
JITLZOS,O,X,O,O,X,O,X,X,X
JITLOSZ,X,X,O,O,X,O,X,X,X
JITLOZS,O,X,O,O,X,O,X,X,X
JITSLZO,X,X,O,X,X,O,O,X,O
JITSLOZ,X,X,O,O,X,O,O,X,O
JITSZLO,X,X,O,X,X,O,O,X,O
JITSZOL,X,X,O,X,X,O,X,X,O
JITSOLZ,X,X,O,O,X,O,O,X,O
JITSOZL,X,X,O,X,X,O,X,X,O
JITZLSO,O,X,O,X,X,O,X,O,X
JITZLOS,O,X,O,O,X,O,X,X,X
JITZSLO,O,X,O,X,X,O,X,O,X
JITZSOL,O,X,O,X,X,O,X,O,X
JITZOLS,O,X,O,O,X,O,X,X,X
JITZOSL,O,X,O,X,X,O,X,X,X
JITOLSZ,X,X,O,O,X,O,X,X,X
JITOLZS,O,X,O,O,X,O,X,X,X
JITOSLZ,X,X,O,O,X,O,X,X,X
JITOSZL,X,X,O,X,X,O,X,X,X
JITOZLS,O,X,O,O,X,O,X,X,X
JITOZSL,O,X,O,X,X,O,X,X,X
JILTSZO,X,X,O,X,X,X,O,X,X
JILTSOZ,X,X,O,O,X,X,O,X,X
JILTZSO,X,X,O,X,X,X,X,O,X
JILTZOS,X,X,O,O,X,X,X,X,X
JILTOSZ,X,X,O,O,X,X,X,X,X
JILTOZS,X,X,O,O,X,X,X,X,X
JILSTZO,X,X,O,X,X,X,X,O,O
JILSTOZ,X,X,O,O,X,X,X,X,O
JILSZTO,X,X,O,X,X,X,X,O,O
JILSZOT,X,X,O,X,X,X,X,O,O
JILSOTZ,X,X,X,X,X,X,X,X,O
JILSOZT,X,X,X,X,X,X,X,X,O
JILZTSO,O,X,O,X,X,X,X,O,X
JILZTOS,O,X,O,O,X,X,X,X,X
JILZSTO,X,X,O,X,X,X,X,O,X
JILZSOT,X,X,O,X,X,X,X,O,X
JILZOTS,O,X,O,X,X,X,X,X,X
JILZOST,X,X,O,X,X,X,X,O,X
JILOTSZ,X,X,O,O,X,X,X,X,X
JILOTZS,X,X,O,O,X,X,X,X,X
JILOSTZ,X,X,O,X,X,X,X,X,X
JILOSZT,X,X,O,X,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,X,X,X
JILOZST,X,X,O,X,X,X,X,O,X
JISTLZO,X,X,O,X,X,O,O,O,O
JISTLOZ,O,X,O,O,X,O,O,X,O
JISTZLO,O,X,O,X,X,O,O,O,O
JISTZOL,O,X,O,X,X,O,X,O,O
JISTOLZ,O,X,O,O,X,O,O,X,O
JISTOZL,O,X,O,X,X,O,X,X,O
JISLTZO,X,X,O,X,X,X,X,O,O
JISLTOZ,O,X,O,O,X,X,X,X,O
JISLZTO,O,X,O,X,X,X,X,O,O
JISLZOT,O,X,O,X,X,X,X,O,O
JISLOTZ,O,X,X,X,X,X,X,X,O
JISLOZT,O,X,X,X,X,X,X,X,O
JISZTLO,O,X,O,X,X,O,X,O,O
JISZTOL,O,X,O,X,X,O,X,O,O
JISZLTO,O,X,O,X,X,X,X,O,O
JISZLOT,O,X,O,X,X,X,X,O,O
JISZOTL,O,X,O,X,X,X,X,O,O
JISZOLT,O,X,O,X,X,X,X,O,O
JISOTLZ,O,X,O,X,X,O,X,X,O
JISOTZL,O,X,O,X,X,O,X,X,O
JISOLTZ,O,X,O,X,X,X,X,X,O
JISOLZT,O,X,O,X,X,X,X,X,O
JISOZTL,O,X,O,X,X,O,X,X,O
JISOZLT,O,X,O,X,X,X,X,X,O
JIZTLSO,O,X,O,X,X,X,X,O,X
JIZTLOS,O,X,O,O,X,X,X,X,X
JIZTSLO,O,X,O,X,X,X,X,O,X
JIZTSOL,O,X,O,X,X,X,X,O,X
JIZTOLS,O,X,O,O,X,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X,X,X
JIZLTSO,O,X,O,X,X,X,X,O,X
JIZLTOS,O,X,O,O,X,X,X,X,X
JIZLSTO,X,X,O,X,X,X,X,O,X
JIZLSOT,X,X,O,X,X,X,X,O,X
JIZLOTS,O,X,O,X,X,X,X,X,X
JIZLOST,X,X,O,X,X,X,X,O,X
JIZSTLO,O,X,O,X,X,X,X,O,O
JIZSTOL,O,X,O,X,X,X,X,O,O
JIZSLTO,O,X,O,X,X,X,X,O,O
JIZSLOT,O,X,O,X,X,X,X,O,O
JIZSOTL,O,X,O,X,X,X,X,O,O
JIZSOLT,O,X,O,X,X,X,X,O,O
JIZOTLS,O,X,O,X,X,X,X,X,X
JIZOTSL,O,X,O,X,X,X,X,X,X
JIZOLTS,O,X,O,X,X,X,X,X,X
JIZOLST,X,X,O,X,X,X,X,O,X
JIZOSTL,O,X,O,X,X,X,X,O,X
JIZOSLT,O,X,O,X,X,X,X,O,X
JIOTLSZ,X,X,O,O,X,O,X,X,X
JIOTLZS,O,X,O,O,X,O,X,X,X
JIOTSLZ,X,X,O,O,X,O,X,X,O
JIOTSZL,X,X,O,X,X,O,X,X,O
JIOTZLS,O,X,O,O,X,O,X,X,X
JIOTZSL,O,X,O,X,X,O,X,X,X
JIOLTSZ,X,X,O,O,X,X,X,X,X
JIOLTZS,X,X,O,O,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,X,X,X,O
JIOLSZT,X,X,O,X,X,X,X,X,O
JIOLZTS,O,X,O,X,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,X,O,X
JIOSTLZ,O,X,O,X,X,O,X,X,O
JIOSTZL,O,X,O,X,X,O,X,X,O
JIOSLTZ,O,X,O,X,X,X,X,X,O
JIOSLZT,O,X,O,X,X,X,X,X,O
JIOSZTL,O,X,O,X,X,O,X,X,O
JIOSZLT,O,X,O,X,X,X,X,X,O
JIOZTLS,O,X,O,X,X,X,X,X,X
JIOZTSL,O,X,O,X,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,X,X,X
JIOZLST,X,X,O,X,X,X,X,O,X
JIOZSTL,O,X,O,X,X,X,X,O,O
JIOZSLT,O,X,O,X,X,X,X,O,O
JLTISZO,X,X,O,X,O,O,O,X,X
JLTISOZ,X,X,O,O,X,O,O,X,X
JLTIZSO,O,X,O,X,O,O,X,O,X
JLTIZOS,O,X,O,O,O,O,X,X,X
JLTIOSZ,X,X,O,O,X,O,X,X,X
JLTIOZS,O,X,O,O,X,O,X,X,X
JLTSIZO,X,X,O,O,O,O,O,O,X
JLTSIOZ,X,O,O,O,X,O,O,X,X
JLTSZIO,O,O,O,O,O,O,O,O,X
JLTSZOI,O,O,O,O,O,O,X,O,X
JLTSOIZ,X,O,O,O,X,O,O,X,X
JLTSOZI,O,O,O,O,O,O,X,O,X
JLTZISO,O,O,O,X,O,O,X,O,X
JLTZIOS,O,O,O,X,O,O,X,X,X
JLTZSIO,O,O,O,X,O,O,O,O,X
JLTZSOI,O,O,O,X,O,O,X,O,X
JLTZOIS,O,O,O,X,O,O,X,X,X
JLTZOSI,O,O,O,X,O,O,X,X,X
JLTOISZ,X,X,O,O,X,O,X,X,X
JLTOIZS,O,X,O,O,X,O,X,X,X
JLTOSIZ,X,O,O,O,X,O,O,X,X
JLTOSZI,O,O,O,O,O,O,X,X,X
JLTOZIS,O,O,O,X,O,O,X,X,X
JLTOZSI,O,O,O,X,O,O,X,X,X
JLITSZO,X,X,O,X,X,X,O,X,X
JLITSOZ,X,X,O,O,X,X,O,X,X
JLITZSO,X,X,O,X,X,X,X,O,X
JLITZOS,X,X,O,O,X,X,X,X,X
JLITOSZ,X,X,O,O,X,X,X,X,X
JLITOZS,X,X,O,O,X,X,X,X,X
JLISTZO,X,X,O,X,X,X,X,O,O
JLISTOZ,X,X,O,O,X,X,X,X,O
JLISZTO,X,X,O,X,X,X,X,O,O
JLISZOT,X,X,O,X,X,X,X,O,O
JLISOTZ,X,X,X,X,X,X,X,X,O
JLISOZT,X,X,X,X,X,X,X,X,O
JLIZTSO,O,X,O,X,X,X,X,O,X
JLIZTOS,O,X,O,O,X,X,X,X,X
JLIZSTO,X,X,O,X,X,X,X,O,X
JLIZSOT,X,X,O,X,X,X,X,O,X
JLIZOTS,O,X,O,X,X,X,X,X,X
JLIZOST,X,X,O,X,X,X,X,O,X
JLIOTSZ,X,X,O,O,X,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X,X
JLIOSTZ,X,X,O,X,X,X,X,X,X
JLIOSZT,X,X,O,X,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,X
JLIOZST,X,X,O,X,X,X,X,O,X
JLSTIZO,X,X,O,O,X,O,X,O,X
JLSTIOZ,X,O,O,O,X,O,X,X,X
JLSTZIO,X,O,O,O,X,O,X,O,X
JLSTZOI,X,O,O,O,X,O,X,O,X
JLSTOIZ,X,O,O,O,X,O,X,X,X
JLSTOZI,X,O,O,O,X,O,X,O,X
JLSITZO,X,X,O,O,X,X,X,O,O
JLSITOZ,X,O,O,O,X,X,X,X,O
JLSIZTO,X,O,O,O,X,X,X,O,O
JLSIZOT,X,X,O,X,X,X,X,O,O
JLSIOTZ,X,X,X,O,X,X,X,X,O
JLSIOZT,X,X,X,X,X,X,X,X,O
JLSZTIO,X,O,O,O,X,O,X,O,X
JLSZTOI,X,O,O,O,X,O,X,O,X
JLSZITO,X,O,O,O,X,X,X,O,X
JLSZIOT,X,O,O,X,X,X,X,O,X
JLSZOTI,X,O,O,X,X,X,X,O,X
JLSZOIT,X,O,O,X,X,X,X,O,X
JLSOTIZ,X,X,O,O,X,X,X,X,X
JLSOTZI,X,X,O,O,X,X,X,O,X
JLSOITZ,X,X,O,O,X,X,X,X,O
JLSOIZT,X,X,X,X,X,X,X,X,O
JLSOZTI,X,X,O,X,X,X,X,X,X
JLSOZIT,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,O,X,O,X,X,O,X
JLZTIOS,O,O,O,X,O,X,X,X,X
JLZTSIO,O,O,O,X,O,X,X,O,X
JLZTSOI,O,O,O,X,O,X,X,O,X
JLZTOIS,O,O,O,X,O,X,X,X,X
JLZTOSI,O,O,O,X,O,X,X,X,X
JLZITSO,O,O,O,X,O,X,X,O,X
JLZITOS,O,O,O,X,O,X,X,X,X
JLZISTO,X,O,O,X,X,X,X,O,X
JLZISOT,X,O,O,X,X,X,X,O,X
JLZIOTS,O,X,O,X,X,X,X,X,X
JLZIOST,X,X,O,X,X,X,X,O,X
JLZSTIO,X,O,O,X,X,X,X,O,X
JLZSTOI,X,O,O,X,X,X,X,O,X
JLZSITO,X,O,O,X,X,X,X,O,X
JLZSIOT,X,O,O,X,X,X,X,O,X
JLZSOTI,X,O,O,X,X,X,X,O,X
JLZSOIT,X,O,O,X,X,X,X,O,X
JLZOTIS,O,O,O,X,X,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X,X,X
JLZOITS,O,X,O,X,X,X,X,X,X
JLZOIST,X,X,O,X,X,X,X,O,X
JLZOSTI,X,O,O,X,X,X,X,O,X
JLZOSIT,X,O,O,X,X,X,X,O,X
JLOTISZ,X,X,O,X,X,O,X,X,X
JLOTIZS,O,X,O,X,X,O,X,X,X
JLOTSIZ,X,X,O,X,X,O,X,X,X
JLOTSZI,O,X,O,X,X,O,X,X,X
JLOTZIS,O,X,O,X,X,O,X,X,X
JLOTZSI,O,X,O,X,X,O,X,X,X
JLOITSZ,X,X,O,X,X,X,X,X,X
JLOITZS,X,X,O,X,X,X,X,X,X
JLOISTZ,X,X,O,X,X,X,X,X,O
JLOISZT,X,X,O,X,X,X,X,X,O
JLOIZTS,O,X,O,X,X,X,X,X,X
JLOIZST,X,X,O,X,X,X,X,O,X
JLOSTIZ,X,X,O,X,X,O,X,X,X
JLOSTZI,X,X,O,X,X,O,X,O,X
JLOSITZ,X,X,O,X,X,X,X,X,O
JLOSIZT,X,X,O,X,X,X,X,X,O
JLOSZTI,X,X,O,X,X,O,X,X,X
JLOSZIT,X,X,O,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,X,X,X
JLOZTSI,O,X,O,X,X,X,X,X,X
JLOZITS,O,X,O,X,X,X,X,X,X
JLOZIST,X,X,O,X,X,X,X,O,X
JLOZSTI,X,X,O,X,X,X,X,O,X
JLOZSIT,X,X,O,X,X,X,X,O,X
JSTILZO,O,X,O,O,O,O,O,O,O
JSTILOZ,O,O,O,O,X,O,O,X,O
JSTIZLO,O,X,O,O,O,O,O,O,O
JSTIZOL,O,X,O,O,O,O,X,O,O
JSTIOLZ,O,O,O,O,X,O,O,X,O
JSTIOZL,O,X,O,O,X,O,X,X,O
JSTLIZO,O,X,O,O,O,O,O,O,X
JSTLIOZ,O,O,O,O,X,O,O,X,X
JSTLZIO,O,O,O,O,O,O,O,O,X
JSTLZOI,O,O,O,O,O,O,X,O,X
JSTLOIZ,O,O,O,O,X,O,O,X,X
JSTLOZI,O,O,O,O,O,O,X,O,X
JSTZILO,O,O,O,O,O,O,O,O,X
JSTZIOL,O,O,O,O,O,O,X,O,X
JSTZLIO,O,O,O,O,O,O,O,O,X
JSTZLOI,O,O,O,O,O,O,X,O,X
JSTZOIL,O,O,O,O,O,O,X,O,X
JSTZOLI,O,O,O,O,O,O,X,O,X
JSTOILZ,O,O,O,O,X,O,O,X,O
JSTOIZL,O,X,O,O,X,O,X,X,O
JSTOLIZ,O,O,O,O,X,O,O,X,X
JSTOLZI,O,O,O,O,O,O,X,O,X
JSTOZIL,O,O,O,O,O,O,X,O,X
JSTOZLI,O,O,O,O,O,O,X,O,X
JSITLZO,O,X,O,O,X,O,O,O,O
JSITLOZ,O,O,O,O,X,O,O,X,O
JSITZLO,O,X,O,O,X,O,O,O,O
JSITZOL,O,X,O,O,X,O,X,O,O
JSITOLZ,O,O,O,O,X,O,O,X,O
JSITOZL,O,X,O,O,X,O,X,X,O
JSILTZO,O,X,O,O,X,X,X,O,O
JSILTOZ,O,O,O,O,X,X,X,X,O
JSILZTO,O,O,O,O,X,X,X,O,O
JSILZOT,O,X,O,X,X,X,X,O,O
JSILOTZ,O,X,X,O,X,X,X,X,O
JSILOZT,O,X,X,X,X,X,X,X,O
JSIZTLO,O,O,O,O,X,O,X,O,O
JSIZTOL,O,O,O,O,X,O,X,O,O
JSIZLTO,O,O,O,O,X,X,X,O,O
JSIZLOT,O,X,O,X,X,X,X,O,O
JSIZOTL,O,X,O,X,X,X,X,O,O
JSIZOLT,O,X,O,X,X,X,X,O,O
JSIOTLZ,O,X,O,O,X,O,X,X,O
JSIOTZL,O,X,O,O,X,O,X,X,O
JSIOLTZ,O,X,O,O,X,X,X,X,O
JSIOLZT,O,X,O,X,X,X,X,X,O
JSIOZTL,O,X,O,X,X,O,X,X,O
JSIOZLT,O,X,O,X,X,X,X,X,O
JSLTIZO,O,X,O,O,X,O,X,O,X
JSLTIOZ,O,O,O,O,X,O,X,X,X
JSLTZIO,O,O,O,O,X,O,X,O,X
JSLTZOI,O,O,O,O,X,O,X,O,X
JSLTOIZ,O,O,O,O,X,O,X,X,X
JSLTOZI,O,O,O,O,X,O,X,O,X
JSLITZO,O,X,O,O,X,X,X,O,O
JSLITOZ,O,O,O,O,X,X,X,X,O
JSLIZTO,O,O,O,O,X,X,X,O,O
JSLIZOT,O,X,O,X,X,X,X,O,O
JSLIOTZ,O,X,X,O,X,X,X,X,O
JSLIOZT,O,X,X,X,X,X,X,X,O
JSLZTIO,O,O,O,O,X,O,X,O,X
JSLZTOI,O,O,O,O,X,O,X,O,X
JSLZITO,O,O,O,O,X,X,X,O,X
JSLZIOT,O,O,O,X,X,X,X,O,X
JSLZOTI,O,O,O,X,X,X,X,O,X
JSLZOIT,O,O,O,X,X,X,X,O,X
JSLOTIZ,O,X,O,O,X,X,X,X,X
