sequence,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFCgBThB/nB8pB+q?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Jei/IvhF5lBThB/nBcpBeq?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je/EJvhFUgBRhB6rBTnB2u?BlqB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFukBclBThB/nBSv?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je0/IvhF6lBThB/nB2pBlr?BxuB,v115@EhC8HeB8HeB8DeA8AeD8Jex/IvhFThB/nB0kB6qB2u?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Jei/IvhF5lBlhBcpBeqB/r?BTsB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFCgBlhB8pBTnBGr?B3qB,v115@EhC8HeB8HeB8DeA8AeD8Jex/IvhFThB/nBKpBGlBUq?BlrB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFzfBUiBFmB3lBWv?BCsB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFukBclBlhB/rBTn?BSvB,v115@EhC8HeB8HeB8DeA8AeD8JeKEJvhFGgBThB/nBUlBlr?BxuB,v115@EhC8HeB8HeB8DeA8AeD8Jem/IvhF5lBThB/nBipBlr?B0pB,v115@EhC8HeB8HeB8DeA8AeD8JeyEJvhF5lBThB/nB0kB2u?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je5FJvhFlhBmkB/rBTnB0p?BipB,v115@EhC8HeB8HeB8DeA8AeD8Je5FJvhFThB/nBmkB0pBlr?BipB
LIJOSZT,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LISTJZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LISTJOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
LISTZJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LISTZOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LISTOJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
LISTOZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LISJTZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LISJTOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
LISJZTO,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X
LISJZOT,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X
LISJOTZ,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X
LISJOZT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LISZTJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LISZTOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LISZJTO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LISZJOT,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,X
LISZOTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LISZOJT,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LISOTJZ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
LISOTZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
LISOJTZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LISOJZT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LISOZTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LISOZJT,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LIZTJSO,O,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X
LIZTJOS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZTSJO,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
LIZTSOJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LIZTOJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZJTSO,O,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X
LIZJTOS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZJSTO,O,X,O,O,O,X,X,O,O,O,O,O,O,X,X,O
LIZJSOT,O,X,O,O,O,X,X,X,O,O,O,O,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZJOST,O,X,X,O,O,X,X,O,O,O,O,O,X,X,O,X
LIZSTJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LIZSTOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LIZSJTO,O,X,X,O,O,X,X,O,O,O,O,O,O,X,X,O
LIZSJOT,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,X
LIZSOTJ,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZOJST,O,X,X,O,X,X,X,O,O,O,O,O,X,X,O,X
LIZOSTJ,X,X,X,O,X,X,X,O,O,X,O,O,X,X,O,X
LIZOSJT,O,X,X,O,X,X,X,O,O,X,O,O,X,X,O,X
LIOTJSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTZJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
LIOJSZT,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LIOJZST,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LIOSTJZ,X,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X
LIOSTZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,O,X
LIOSJTZ,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIOSJZT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X
LIOSZJT,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X
LIOZTJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIOZJST,X,X,X,O,X,X,X,O,O,O,O,O,X,X,O,X
LIOZSTJ,X,X,X,O,X,X,X,O,O,X,O,O,X,X,O,X
LIOZSJT,X,X,X,O,X,X,X,O,O,X,O,O,X,X,O,X
LJTISZO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTISOZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTIZSO,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTSIOZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTSZIO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTSZOI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTSOIZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTSOZI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJTZISO,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTZSIO,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LJTZSOI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOISZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITSZO,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJITSOZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJITZSO,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJITOSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LJISTOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJISZTO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJISZOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJISOTZ,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
LJISOZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTSO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJIZTOS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJIZSTO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJIZSOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJIZOST,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,O,O,X,X,O,O,X,O,O,X,X
LJIOSZT,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJSTIZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LJSTIOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJSTZIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJSTZOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJSTOIZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJSTOZI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJSITZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LJSITOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LJSIZTO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJSIZOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
LJSIOZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJSZTOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJSZITO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJSZIOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSZOTI,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSZOIT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJSOTZI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJSOITZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJSOIZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOZTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJSOZIT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJZTISO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJZTSIO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZTSOI,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJZITSO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZITOS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJZISTO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJZISOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJZIOST,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZSTIO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJZSTOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LJZSITO,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X
LJZSIOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZSOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZSOIT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LJZOIST,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZOSTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZOSIT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOISZT,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOIZTS,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOIZST,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOSTIZ,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOSTZI,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOSITZ,X,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X
LJOSIZT,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOSZTI,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOSZIT,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOZTIS,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOZTSI,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOZITS,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOZIST,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOZSTI,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LJOZSIT,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LSTIJZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LSTIJOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
LSTIZJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LSTIZOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LSTIOJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
LSTIOZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LSTJIZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LSTJIOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSTJZIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSTJZOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSTJOIZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSTJOZI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSTZIJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
LSTZIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
LSTZJIO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
LSTZJOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
LSTZOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
LSTZOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
LSTOIJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
LSTOIZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LSTOJIZ,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
LSTOJZI,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
LSTOZIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
LSTOZJI,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
LSITJZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LSITJOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
LSITZJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LSITZOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LSITOJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
LSITOZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LSIJTZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
LSIJTOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
LSIJZTO,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X
LSIJZOT,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X
LSIJOTZ,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X
LSIJOZT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIZTJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LSIZTOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
LSIZJTO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
LSIZJOT,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,X
LSIZOTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSIZOJT,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSIOTJZ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
LSIOTZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
LSIOJTZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LSIOJZT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSIOZJT,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSJTIZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LSJTIOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSJTZIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSJTZOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSJTOIZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSJTOZI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSJITZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
LSJITOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSJIZTO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSJIZOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
LSJIOZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJZTIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSJZTOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSJZITO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
LSJZIOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LSJZOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LSJZOIT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LSJOTIZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LSJOTZI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LSJOITZ,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
LSJOIZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJOZTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSJOZIT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSZTIJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
LSZTIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
LSZTJIO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
LSZTJOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
LSZTOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
LSZTOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
LSZITJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
LSZITOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
LSZIJTO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
LSZIJOT,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
LSZIOTJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZIOJT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZJTIO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
LSZJTOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
LSZJITO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
LSZJIOT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LSZJOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LSZJOIT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LSZOTIJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZOTJI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZOIJT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZOJTI,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LSZOJIT,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LSOTIJZ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOTIZJ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOTJIZ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOTJZI,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOTZIJ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOTZJI,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOITJZ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOITZJ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOIJTZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOIZJT,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOJTIZ,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LSOJTZI,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LSOJITZ,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOJZTI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSOJZIT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSOZTIJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOZTJI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOZITJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOZIJT,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOZJTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOZJIT,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LZTIJSO,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LZTISJO,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
LZTISOJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LZTIOJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LZTJISO,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
LZTJIOS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LZTJSIO,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
LZTJSOI,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X
LZTJOIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LZTJOSI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LZTSIJO,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
LZTSIOJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
