sequence,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBzcB?CeBlmB3nBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcBCeB?3fB0mBlnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhF+hBxdB?3fBlnBzrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?lmB3nBqrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBCeB?3hBlnBzmBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?1nB6rB0sBfsB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaBFiB?XjB0mBGnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcB1nB?3fB0mBCoBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFUdBTfB?1mBXjBSsBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFzcB5iB?3fBUsBOtBlrB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFUdB3fB?1mB5nBzrBOtB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaB3hB?5nB8rBOtBFsB
IZTSOLJ,O,O,X,X,X,X,X,X,X,O,X,X
IZTSOJL,O,O,X,X,X,X,X,O,O,O,X,X
IZTOLJS,O,O,X,X,O,X,O,O,O,X,X,X
IZTOLSJ,O,O,X,X,O,X,O,X,X,O,X,X
IZTOJLS,O,O,X,X,O,X,X,O,O,X,X,X
IZTOJSL,O,O,X,X,X,X,X,O,O,O,X,X
IZTOSLJ,O,O,X,X,X,X,X,X,X,O,X,X
IZTOSJL,O,O,X,X,X,X,X,O,O,O,X,X
IZLTJSO,O,O,X,X,O,X,X,X,X,X,X,X
IZLTJOS,O,O,X,X,O,X,O,O,X,X,X,X
IZLTSJO,O,O,X,X,O,X,X,X,X,O,X,X
IZLTSOJ,O,O,X,X,O,X,O,X,X,O,X,X
IZLTOJS,O,O,X,X,O,X,O,O,X,X,X,X
IZLTOSJ,O,O,X,X,O,X,O,X,X,O,X,X
IZLJTSO,O,O,X,X,O,X,X,X,X,X,X,X
IZLJTOS,O,O,X,X,O,X,O,O,X,X,X,X
IZLJSTO,O,X,X,X,O,X,X,X,X,X,X,X
IZLJSOT,O,O,X,X,X,X,X,X,X,X,X,X
IZLJOTS,O,O,X,X,O,X,O,X,X,X,X,X
IZLJOST,O,O,X,X,X,X,X,X,X,X,X,X
IZLSTJO,O,X,X,X,O,X,X,X,X,O,X,X
IZLSTOJ,O,X,X,X,O,X,O,X,X,O,X,X
IZLSJTO,O,X,X,X,O,X,X,X,X,O,X,X
IZLSJOT,O,O,X,X,X,X,X,X,X,X,X,X
IZLSOTJ,O,X,X,X,X,X,O,X,X,O,X,O
IZLSOJT,O,O,X,X,X,X,X,X,X,X,X,O
IZLOTJS,O,O,X,X,O,X,O,X,X,X,X,X
IZLOTSJ,O,X,X,X,O,X,O,X,X,X,X,X
IZLOJTS,O,O,X,X,O,X,O,X,X,X,X,X
IZLOJST,O,O,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,O,X,X,X,X,X,O,X,X,X,X,O
IZLOSJT,O,O,X,X,X,X,X,X,X,X,X,O
IZJTLSO,O,O,X,X,O,X,X,X,X,X,X,X
IZJTLOS,O,O,X,X,O,X,O,O,X,X,X,X
IZJTSLO,O,O,X,X,O,X,X,X,X,O,X,X
IZJTSOL,O,O,X,X,X,X,X,O,X,O,X,X
IZJTOLS,O,O,X,X,O,X,X,O,X,X,X,X
IZJTOSL,O,O,X,X,X,X,X,O,X,O,X,X
IZJLTSO,O,O,X,X,O,X,X,X,X,X,X,X
IZJLTOS,O,O,X,X,O,X,O,O,X,X,X,X
IZJLSTO,O,X,X,X,O,X,X,X,X,X,X,X
IZJLSOT,O,O,X,X,X,X,X,X,X,X,X,X
IZJLOTS,O,O,X,X,O,X,O,X,X,X,X,X
IZJLOST,O,O,X,X,X,X,X,X,X,X,X,X
IZJSTLO,O,O,X,X,O,X,X,X,X,O,X,X
IZJSTOL,O,O,X,X,X,X,X,O,X,O,X,X
IZJSLTO,O,X,X,X,O,X,X,X,X,O,X,X
IZJSLOT,O,O,X,X,X,X,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,X,X,X,X,X,X
IZJSOLT,O,O,X,X,X,X,X,X,X,X,X,X
IZJOTLS,O,O,X,X,O,X,X,O,X,X,X,X
IZJOTSL,O,O,X,X,X,X,X,O,X,X,X,X
IZJOLTS,O,O,X,X,O,X,X,X,X,X,X,X
IZJOLST,O,O,X,X,X,X,X,X,X,X,X,X
IZJOSTL,O,X,X,X,X,X,X,X,X,X,X,X
IZJOSLT,O,O,X,X,X,X,X,X,X,X,X,X
IZSTLJO,O,O,X,X,O,X,X,X,X,O,X,X
IZSTLOJ,O,O,X,X,O,X,O,X,X,O,X,X
IZSTJLO,O,O,X,X,O,X,X,X,X,O,X,X
IZSTJOL,O,O,X,X,X,X,X,O,X,O,X,X
IZSTOLJ,O,O,X,X,X,X,X,X,X,O,X,X
IZSTOJL,O,O,X,X,X,X,X,O,X,O,X,X
IZSLTJO,O,X,X,X,O,X,X,X,X,O,X,X
IZSLTOJ,O,X,X,X,O,X,O,X,X,O,X,X
IZSLJTO,O,X,X,X,O,X,X,X,X,O,X,X
IZSLJOT,O,O,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,X,O,X,X,O,X,O
IZSLOJT,O,O,X,X,X,X,X,X,X,X,X,O
IZSJTLO,O,O,X,X,O,X,X,X,X,O,X,X
IZSJTOL,O,O,X,X,X,X,X,O,X,O,X,X
IZSJLTO,O,X,X,X,O,X,X,X,X,O,X,X
IZSJLOT,O,O,X,X,X,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,X,X,X,X,X,X
IZSJOLT,O,O,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,X,X,X,X,X,X,O,X,X
IZSOTJL,O,X,X,X,X,X,X,X,X,O,X,X
IZSOLTJ,O,X,X,X,X,X,X,X,X,O,X,X
IZSOLJT,O,O,X,X,X,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X,X,X,X,X
IZSOJLT,O,O,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,O,X,X,O,X,O,O,O,X,X,X
IZOTLSJ,O,O,X,X,O,X,O,X,X,O,X,X
IZOTJLS,O,O,X,X,O,X,X,O,O,X,X,X
IZOTJSL,O,O,X,X,X,X,X,O,O,O,X,X
IZOTSLJ,O,O,X,X,X,X,X,X,X,O,X,X
IZOTSJL,O,O,X,X,X,X,X,O,O,O,X,X
IZOLTJS,O,O,X,X,O,X,O,X,X,X,X,X
IZOLTSJ,O,X,X,X,O,X,O,X,X,X,X,X
IZOLJTS,O,O,X,X,O,X,O,X,X,X,X,X
IZOLJST,O,O,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,X,X,X,O,X,X,X,X,X
IZOLSJT,O,O,X,X,X,X,X,X,X,X,X,X
IZOJTLS,O,O,X,X,O,X,X,O,O,X,X,X
IZOJTSL,O,O,X,X,X,X,X,O,O,X,X,X
IZOJLTS,O,O,X,X,O,X,X,X,X,X,X,X
IZOJLST,O,O,X,X,X,X,X,X,X,X,X,X
IZOJSTL,O,X,X,X,X,X,X,X,X,X,X,X
IZOJSLT,O,O,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,X,X,X,X,X,X,X,X,O,X,X
IZOSTJL,O,X,X,X,X,X,X,X,X,O,X,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,O,X,X
IZOSLJT,O,O,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,O,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTLJZS,O,O,X,X,X,X,X,X,O,X,X,X
IOTLSJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,X,O,X,X,X,X,X,X,X
IOTLZJS,O,O,X,X,O,X,X,X,O,X,X,X
IOTLZSJ,O,O,X,X,O,X,X,X,X,X,X,X
IOTJLSZ,X,O,O,X,X,X,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,O,X,X,X
IOTJSLZ,X,O,O,O,X,X,X,X,X,X,X,X
IOTJSZL,X,X,O,O,X,X,X,X,O,X,X,X
IOTJZLS,O,O,X,X,X,X,X,O,O,X,X,X
IOTJZSL,O,O,O,X,X,X,X,O,O,X,X,X
IOTSLJZ,O,O,O,O,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,X,O,X,X,X,X,X,X,O,X
IOTSJLZ,O,O,O,O,X,X,X,X,X,X,X,X
IOTSJZL,O,X,O,O,X,X,X,X,O,X,X,X
IOTSZLJ,O,X,X,O,X,X,X,X,X,X,O,X
IOTSZJL,O,X,X,O,X,X,X,X,O,X,X,X
IOTZLJS,O,O,X,X,O,X,X,O,O,X,X,X
IOTZLSJ,O,O,X,X,O,X,X,X,X,X,X,X
IOTZJLS,O,O,X,X,O,X,X,O,O,X,X,X
IOTZJSL,O,O,X,X,X,X,X,O,O,X,X,X
IOTZSLJ,O,O,X,X,X,X,X,X,X,X,O,X
IOTZSJL,O,O,X,X,X,X,X,O,O,X,X,X
IOLTJSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJZS,O,O,X,X,X,X,X,X,O,X,X,X
IOLTSJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,X,O,X,X,X,X,X,X,O
IOLTZJS,O,O,X,X,O,X,O,X,O,X,X,X
IOLTZSJ,O,O,X,X,O,X,O,X,X,X,X,X
IOLJTSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOLJTZS,X,O,X,X,X,X,X,X,O,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X,X,X,O
IOLJZTS,X,O,X,X,X,O,O,X,X,X,X,X
IOLJZST,X,O,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,X,X,X,X,X,O
IOLSJTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,X,X,X,X,X,X,X,X,X,X,X,O
IOLSZTJ,O,X,X,X,X,X,O,X,X,X,X,O
IOLSZJT,O,X,X,X,X,X,X,X,X,X,X,O
IOLZTJS,O,O,X,X,O,O,O,X,X,X,X,X
IOLZTSJ,O,X,X,X,O,O,O,X,X,X,X,X
IOLZJTS,O,O,X,X,O,O,O,X,X,X,X,X
IOLZJST,O,O,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,X,X,X,O,X,X,X,X,O
IOLZSJT,O,O,X,X,X,X,X,X,X,X,X,O
IOJTLSZ,X,O,O,X,X,X,X,X,X,X,X,X
IOJTLZS,X,O,X,X,X,X,X,X,O,X,X,X
IOJTSLZ,X,O,O,O,X,X,X,X,X,X,X,X
IOJTSZL,X,X,O,O,X,X,X,X,O,X,X,X
IOJTZLS,X,O,X,X,X,X,X,O,O,X,X,X
IOJTZSL,X,O,O,X,X,X,X,O,O,X,X,X
IOJLTSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOJLTZS,X,O,X,X,X,X,X,X,O,X,X,X
IOJLSTZ,X,X,O,X,X,X,X,X,X,X,X,X
IOJLSZT,X,X,O,X,X,X,X,X,X,X,X,X
IOJLZTS,X,O,X,X,X,O,X,X,X,X,X,X
IOJLZST,X,O,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,O,O,X,X,X,X,X,X,X,X
IOJSTZL,X,X,O,O,X,X,X,X,O,X,X,X
IOJSLTZ,X,X,O,X,X,X,X,X,X,X,X,X
IOJSLZT,X,X,O,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,X,X,O,X,X,X,X,X,X,X,X,X
IOJZTLS,X,O,X,X,X,X,X,O,O,X,X,X
IOJZTSL,X,O,X,X,X,X,X,O,O,X,X,X
IOJZLTS,X,O,X,X,X,X,X,X,X,X,X,X
IOJZLST,X,O,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,X,O,O,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,X,O,O,X,X,X,X,X,X,X,X
IOSTLZJ,O,X,X,O,X,X,X,X,X,X,O,X
IOSTJLZ,O,X,O,O,X,X,X,X,X,X,X,X
IOSTJZL,O,X,O,O,X,X,X,X,O,X,X,X
IOSTZLJ,O,X,X,O,X,X,X,X,X,X,O,X
IOSTZJL,O,X,X,O,X,X,X,X,O,X,X,X
IOSLTJZ,O,X,O,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,X,X,X,X,O,O
IOSLJTZ,X,X,O,X,X,X,X,X,X,X,X,X
IOSLJZT,X,X,O,X,X,X,X,X,X,X,X,O
IOSLZTJ,O,X,X,X,X,X,X,X,X,X,X,O
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X,O
IOSJTLZ,X,X,O,O,X,X,X,X,X,X,X,X
IOSJTZL,X,X,O,O,X,X,X,X,O,X,X,X
IOSJLTZ,X,X,O,X,X,X,X,X,X,X,X,X
IOSJLZT,X,X,O,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,X,X,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTJL,O,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,O,X,X,O,X,O,O,O,X,X,X
IOZTLSJ,O,O,X,X,O,X,O,X,X,X,X,X
IOZTJLS,O,O,X,X,O,X,X,O,O,X,X,X
IOZTJSL,O,O,X,X,X,X,X,O,O,X,X,X
IOZTSLJ,O,O,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,O,X,X,X,X,X,O,O,X,X,X
IOZLTJS,O,O,X,X,O,X,O,X,X,X,X,X
IOZLTSJ,O,X,X,X,O,X,O,X,X,X,X,X
IOZLJTS,O,O,X,X,O,X,O,X,X,X,X,X
IOZLJST,O,O,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,X,X,X,O,X,X,X,X,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X,X,X
IOZJTLS,O,O,X,X,O,X,X,O,O,X,X,X
IOZJTSL,O,O,X,X,X,X,X,O,O,X,X,X
IOZJLTS,O,O,X,X,O,X,X,X,X,X,X,X
IOZJLST,O,O,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,O,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,O,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,O,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,O,X,X,O,X,X,X,X,X,X,X
LTIJSOZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,O,X,X,O,X,X,X,X,X,X,X
LTIJZOS,O,O,X,X,O,X,X,O,X,X,X,X
LTIJOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIJOZS,O,O,X,X,X,X,X,X,X,X,X,X
LTISJZO,O,O,X,X,O,X,X,X,X,X,X,X
LTISJOZ,O,O,X,X,X,X,X,X,X,X,X,X
LTISZJO,O,O,X,X,O,X,X,X,X,X,X,X
LTISZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LTISOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTISOZJ,O,X,X,X,O,X,X,X,X,X,X,O
LTIZJSO,O,O,X,X,O,X,X,X,X,X,X,X
LTIZJOS,O,O,X,X,O,X,O,O,X,X,X,X
LTIZSJO,O,O,X,X,O,X,X,X,X,X,X,X
LTIZSOJ,O,O,X,X,O,X,O,X,X,X,X,X
LTIZOJS,O,O,X,X,O,X,O,O,X,X,X,X
LTIZOSJ,O,O,X,X,O,X,O,X,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIOJZS,O,O,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,O,X,X,X,X,X,X,O
LTIOZJS,O,O,X,X,O,X,O,X,X,X,X,X
LTIOZSJ,O,O,X,X,O,X,O,X,X,X,X,X
LTJISZO,X,O,X,X,O,X,X,X,X,X,X,X
LTJISOZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJIZSO,X,O,X,X,O,X,X,X,X,X,X,X
LTJIZOS,X,O,X,X,O,X,X,O,X,X,X,X
LTJIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,O,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,O,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJSZIO,X,X,X,X,O,X,X,X,X,X,X,X
LTJSZOI,X,O,X,X,O,X,X,X,X,X,X,X
LTJSOIZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,O,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,O,X,X,O,X,X,X,X,X,X,X
LTJZIOS,O,O,X,X,O,X,X,X,X,X,X,X
LTJZSIO,X,X,X,X,O,X,X,X,X,X,X,X
LTJZSOI,O,O,X,X,O,X,X,X,X,X,X,X
LTJZOIS,O,O,X,X,O,X,X,X,X,X,X,X
LTJZOSI,O,O,X,X,O,X,X,O,X,X,X,X
LTJOISZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,O,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,O,X,X,X,X,X,X,X,X,X,X
LTJOZIS,O,O,X,X,X,X,X,X,X,X,X,X
LTJOZSI,O,O,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,X,X,O,X,X,X,X,X,X,X
LTSIJOZ,O,O,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,O,X,X,O,X,X,X,X,X,X,X
LTSIZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LTSIOJZ,O,O,X,O,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,O,O,X,X,X,X,X,X,O
LTSJIZO,X,O,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,O,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,O,X,X,X,X,X,X,X
LTSJZOI,O,O,X,X,O,X,X,X,X,X,X,X
LTSJOIZ,X,O,X,X,X,X,X,X,X,X,X,X
LTSJOZI,O,O,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,O,X,X,X,X,X,X,X
LTSZIOJ,O,X,X,X,O,X,X,X,X,X,X,X
LTSZJIO,O,X,X,X,O,X,X,X,X,X,X,X
LTSZJOI,O,O,X,X,O,X,X,X,X,X,X,X
LTSZOIJ,O,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,O,X,X,O,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,O,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,O,X,X,X,X,X,X,X,O
LTSOJIZ,X,O,X,O,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,O,X,X,X,X,X,X,X,X
LTSOZJI,O,X,X,O,O,X,X,X,X,X,X,X
LTZIJSO,O,O,X,X,O,X,X,X,X,X,X,X
LTZIJOS,O,O,X,X,O,X,X,X,X,X,X,X
LTZISJO,O,O,X,X,O,X,X,X,X,X,X,X
LTZISOJ,O,O,X,X,O,X,X,X,X,X,X,X
LTZIOJS,O,O,X,X,O,O,X,X,X,X,X,X
LTZIOSJ,O,O,X,X,O,O,O,X,X,X,X,X
LTZJISO,O,O,X,X,O,X,X,X,X,X,X,X
LTZJIOS,O,O,X,X,O,X,X,X,X,X,X,X
LTZJSIO,O,X,X,X,O,X,X,X,X,X,X,X
LTZJSOI,O,O,X,X,O,X,X,X,X,X,X,X
LTZJOIS,O,O,X,X,O,O,X,X,X,X,X,X
LTZJOSI,O,O,X,X,O,O,O,O,X,X,X,X
LTZSIJO,O,X,X,X,O,X,X,X,X,X,X,X
LTZSIOJ,O,X,X,X,O,X,X,X,X,X,X,X
LTZSJIO,O,X,X,X,O,X,X,X,X,X,X,X
LTZSJOI,O,O,X,X,O,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,X,X,O,O,X,X,X,X,X
LTZSOJI,O,O,X,X,O,O,O,X,X,X,X,X
LTZOIJS,O,O,X,X,O,O,X,X,X,X,X,X
LTZOISJ,X,X,X,X,O,O,O,X,X,X,X,X
LTZOJIS,O,O,X,X,O,O,X,X,X,X,X,X
LTZOJSI,O,O,X,X,O,O,O,O,X,X,X,X
LTZOSIJ,X,X,X,X,X,O,O,X,X,X,X,X
LTZOSJI,O,O,X,X,O,O,O,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJZS,X,O,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,O,X,X,X,X,X,X,O
LTOIZJS,O,O,X,X,O,X,O,X,X,X,X,X
LTOIZSJ,X,O,X,X,O,X,O,X,X,X,X,X
LTOJISZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,O,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,X,O,X,O,X,X,X,X,X,X,X,X
LTOJSZI,X,O,X,O,X,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,X,O,X,X,X,X,X,X
LTOJZSI,O,O,X,X,X,O,X,X,X,X,X,X
LTOSIJZ,X,X,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,O,X,X,X,X,X,X,X,O
LTOSJIZ,X,O,X,O,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,O,X,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,O,X,X,X,X,X,X,X,X
LTOSZJI,O,X,X,O,O,X,X,X,X,X,X,X
LTOZIJS,O,O,X,X,O,O,X,X,X,X,X,X
LTOZISJ,X,X,X,X,O,O,O,X,X,X,X,X
LTOZJIS,O,O,X,X,O,O,X,X,X,X,X,X
LTOZJSI,O,O,X,X,O,O,O,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,O,O,X,X,X,X,X
LTOZSJI,O,O,X,X,O,O,O,X,X,X,X,X
LITJSZO,X,O,X,X,O,X,X,X,X,X,X,X
LITJSOZ,X,O,X,X,X,X,X,X,X,X,X,X
LITJZSO,O,O,X,X,O,X,X,X,X,X,X,X
LITJZOS,O,O,X,X,O,X,X,O,X,X,X,X
LITJOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,O,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,O,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,X,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,O,X,X,X,X,X,X,O
LITZJSO,O,O,X,X,O,X,X,X,X,X,X,X
LITZJOS,O,O,X,X,O,X,O,O,X,X,X,X
LITZSJO,O,O,X,X,O,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,O,X,O,X,X,X,X,X
LITZOJS,O,O,X,X,O,X,O,O,O,X,X,X
LITZOSJ,O,O,X,X,O,X,O,X,X,X,X,X
LITOJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,X,X,X,X,X,O,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,O,X,X,X,X,X,X,O
LITOZJS,O,O,X,X,O,X,O,X,O,X,X,X
LITOZSJ,O,O,X,X,O,X,O,X,X,X,X,X
LIJTSZO,X,O,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZSO,O,O,X,X,O,X,X,X,X,X,X,X
LIJTZOS,O,O,X,X,O,X,X,O,X,X,X,X
LIJTOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOZS,O,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X,X,O
LIJZTSO,O,O,X,X,O,X,X,X,X,X,X,X
LIJZTOS,O,O,X,X,O,X,O,O,X,X,X,X
LIJZSTO,O,X,X,X,O,X,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,X,X,X,X,X
LIJZOTS,O,O,X,X,O,X,O,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,O
LIJOZTS,X,O,X,X,X,X,O,X,X,X,X,X
LIJOZST,X,O,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,X,O,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,O,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,O,X,X,X,X,X,X,O
LISJTZO,O,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,O
LISZTJO,O,X,X,X,O,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,O,X,O,X,X,X,X,X
LISZJTO,O,X,X,X,O,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,O,X,X,X,X,O
LISZOJT,O,O,X,X,X,X,X,X,X,X,X,O
LISOTJZ,O,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X,X,O
LISOJTZ,X,X,X,X,X,X,X,X,X,X,X,X
