sequence,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFRbBUdB6lBOmBdq?BzrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBRcB6mBOnBdq?BzqB,v115@6gC8HeC8FeD8FeE8AeG8Je2/IvhFRbBUdB9lBThBfq?BywB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFWhBNiBClB0mBZl?BXrB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFKgBGcBNiBUhBfq?BRwB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFNiBxgBClB0mBOq?BXrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFRbBUdBmlBzmBdq?BCrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF+gBTcBNiB0mBRq?BaqB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFWhBNiBClBXmBZl?B0rB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF0gBxhBdqBzrBGq?BirB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBxhBulBdqBir?BzrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBxhBanBdqBGr?BzqB,v115@6gC8HeC8FeD8FeE8AeG8Jex6IvhFTcBNiBmfBqlBfq?B0rB,v115@6gC8HeC8FeD8FeE8AeG8JeU9IvhFxfBXhB6kBNqBzr?BmqB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF+gBNhBUdBzmBRq?BaqB,v115@6gC8HeC8FeD8FeE8AeG8Jei6IvhFzbB+hBNiBUgBfq?BRwB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFdhBUdBfnBClBxq?BOqB,v115@6gC8HeC8FeD8FeE8AeG8Jex6IvhF6kB0gBXiBNqBTr?BmrB,v115@6gC8HeC8FeD8FeE8AeG8Jei6IvhFRcBtkB0hBzlBOq?BXsB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFxgBOnB3hBClBNq?BUrB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFmbBNiBfqBxqBqr?B0qB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFRcB8kBChBXiB2r?BNqB
TLOJZIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOJZSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOSIJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
TLOSIZJ,O,O,O,X,O,O,X,X,O,O,O,X,O,O,X,O,O,O,X,X,O,X
TLOSJIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TLOSJZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TLOSZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X
TLOSZJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
TLOZIJS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TLOZISJ,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
TLOZJIS,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TLOZJSI,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TLOZSIJ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X
TLOZSJI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
TJILSZO,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TJILSOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILZSO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISLZO,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TJISLOZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISZLO,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TJISZOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TJISOLZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISOZL,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJIZLSO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZLOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZSLO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJIZSOL,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TJIZOLS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZOSL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOLSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOLZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOSLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOSZL,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TJIOZLS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOZSL,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJLISZO,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
TJLISOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLIZSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJLIZOS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLIOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TJLIOZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLSIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X
TJLSIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLSZIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TJLSZOI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
TJLSOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSOZI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJLZIOS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZSIO,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TJLZSOI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
TJLZOIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZOSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJLOISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLOIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLOZSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSILZO,O,O,O,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X
TJSILOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TJSIZLO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
TJSIZOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
TJSIOLZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TJSIOZL,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TJSLIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X
TJSLIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TJSLZIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TJSLZOI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
TJSLOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TJSZLOI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
TJSZOIL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJSOILZ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TJSOIZL,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
TJSOLIZ,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZILSO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILOS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZISOL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZLIOS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TJZLSOI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
TJZLOIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZLOSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZSILO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TJZSLOI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
TJZSOIL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZOILS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZOLIS,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZOLSI,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZOSIL,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZOSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJOILSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOIZLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOLISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOLIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLZSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOSILZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJOSIZL,O,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
TJOSLIZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOSZLI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOZILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOZISL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOZLIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOZLSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJOZSIL,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TJOZSLI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TSILJZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O,X
TSILJOZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TSILZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X
TSILZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,O,X
TSILOJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
TSILOZJ,O,O,O,X,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X
TSIJLZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X
TSIJLOZ,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TSIJZLO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O,X
TSIJZOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TSIJOLZ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
TSIJOZL,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X
TSIZLJO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X
TSIZLOJ,O,O,O,X,O,X,X,O,X,O,O,O,O,X,X,O,O,O,X,X,O,X
TSIZJLO,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TSIZJOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TSIZOLJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X
TSIZOJL,O,O,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TSIOLJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
TSIOLZJ,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X
TSIOJLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
TSIOJZL,O,O,O,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,O,X
TSIOZLJ,O,O,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,X,O,X
TSIOZJL,O,O,O,X,O,X,O,X,X,O,O,O,X,O,O,O,X,X,X,X,O,X
TSLIJZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O,X
TSLIJOZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TSLIZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X
TSLIZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,O,X
TSLIOJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
TSLIOZJ,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X
TSLJIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X
TSLJIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TSLJZIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
TSLJZOI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
TSLJOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSLJOZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSLZIJO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X
TSLZIOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
TSLZJIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
TSLZJOI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
TSLZOIJ,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
TSLZOJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,O
TSLOIJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
TSLOIZJ,O,O,O,X,O,O,X,X,O,O,O,X,O,X,X,O,O,O,X,X,O,X
TSLOJIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSLOJZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSLOZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X
TSLOZJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
TSJILZO,O,O,O,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X
TSJILOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TSJIZLO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
TSJIZOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
TSJIOLZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TSJIOZL,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TSJLIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X
TSJLIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJLZIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TSJLZOI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
TSJLOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLOZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TSJZLOI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
TSJZOIL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSJOILZ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TSJOIZL,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
TSJOLIZ,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZILJO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X
TSZILOJ,O,O,O,X,X,O,X,O,X,O,O,O,O,X,X,O,O,O,X,X,O,X
TSZIJLO,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X
TSZIJOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TSZIOLJ,O,O,X,X,X,O,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X
TSZIOJL,O,O,O,X,X,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TSZLIJO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X
TSZLIOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
TSZLJIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
TSZLJOI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
TSZLOIJ,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
TSZLOJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,O
TSZJILO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TSZJLOI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
TSZJOIL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSZOILJ,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X
TSZOIJL,O,O,O,X,X,X,O,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X
TSZOLIJ,O,O,O,O,O,O,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X
TSZOLJI,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
TSZOJIL,O,O,O,X,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TSZOJLI,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSOILJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
TSOILZJ,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X
TSOIJLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSOIJZL,O,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,O,X
TSOIZLJ,O,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X,O,X,X,X,O,X
TSOIZJL,O,O,O,X,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X
TSOLIJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X
TSOLIZJ,O,O,O,X,O,O,X,X,O,O,O,X,O,O,O,O,O,O,X,X,O,X
TSOLJIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSOLJZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSOLZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,X,O,O,O,X,X,X
TSOLZJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
TSOJILZ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TSOJIZL,O,O,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X
TSOJLIZ,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
