sequence,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFCeBTgB/mBU?iB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeC8IvhFxdB2lBlhBc?nBTrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdB6mBTiBX?hB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeF8IvhFxdBTgBumBc?nBKrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiB6?mB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Jex9IvhFTgBlhBcnBK?rBGmB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeG8IvhFxdBigBTiB1?rB3sBUrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFCeBlhBmlB0?nBzmBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFehBCeBzhB1?sB3mBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFCeBFmBRsB/?sBTrBmrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFzcBylB5nBc?rBesBFtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcBxdBXiBa?rB1sBWxB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxdBTiBmlBq?rBlsBcrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiBq?rBOrBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFTgBXiB0rBl?sBOrBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je1BJvhFxdBTgBcnBa?mB+rB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF3cBTiBFmBR?sB2wBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF2hBCeBFmBR?sBTsB3rB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcB6iBenBF?mBXoBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxhBzhBCjB0?rBlsBmqB
TJILOZS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISLZO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJISLOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZLO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJISZOL,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJISOLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIZLSO,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TJIZLOS,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TJIZSLO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJIZSOL,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJIZOLS,X,X,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TJIZOSL,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOLZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJIOSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIOZLS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJIOZSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLISZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLISOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLIZOS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLIOZS,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLSIZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLSIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLSZOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLSOZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLZISO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLZIOS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZSOI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLZOIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJLZOSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLOISZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOIZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJLOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOSZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOZIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJLOZSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSILZO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSILOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZLO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSIZOL,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLIZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLZOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJSZLIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZLOI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJSZOLI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJSOILZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJSOLIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSOZIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJSOZLI,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJZILSO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
TJZILOS,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZISLO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TJZISOL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TJZIOLS,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJZIOSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TJZLISO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
TJZLIOS,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZLSIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TJZLSOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZLOIS,O,X,O,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TJZLOSI,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZSILO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TJZSIOL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TJZSLIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TJZSLOI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJZSOIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
TJZSOLI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJZOILS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJZOISL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O
TJZOLIS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJZOLSI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJZOSIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
TJZOSLI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJOILSZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOILZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOISLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOIZLS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOIZSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJOLISZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLIZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOLSIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLSZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLZIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOLZSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOSILZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJOSLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOSZIL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJOSZLI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJOZILS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOZISL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJOZLIS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOZLSI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJOZSIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOZSLI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TSILJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSILOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJLOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZLO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJZOL,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJOLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIZLJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIZLOJ,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIZJLO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIZJOL,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIZOLJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSIZOJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIOLJZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSIOJLZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSIOZJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSLIJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLIOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLJOZI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLZIJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZJIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSLZOJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLOIZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSLOJIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLOJZI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLOZIJ,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSLOZJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJILOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJIZOL,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLIZO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSJZLIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSJZOLI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSJOILZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSJOLIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJOZIL,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSJOZLI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSZILJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZILOJ,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZIJLO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZIJOL,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSZIOLJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZIOJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,X
TSZLIJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZLIOJ,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZLJIO,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSZLJOI,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZLOIJ,X,O,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZLOJI,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
TSZJILO,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TSZJIOL,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
TSZJLIO,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TSZJLOI,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZJOIL,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O
TSZJOLI,X,O,O,X,O,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X
TSZOILJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZOIJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,X
TSZOLIJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZOLJI,X,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZOJIL,X,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X
TSZOJLI,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
TSOILJZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOILZJ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOIJLZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSOIZJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSOLIJZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOLIZJ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOLJIZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOLJZI,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOLZIJ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOLZJI,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOJLIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOJZIL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOJZLI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOZILJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSOZIJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,X
TSOZLIJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TSOZLJI,X,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOZJIL,X,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X
TSOZJLI,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
TZILJSO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
TZILJOS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
TZILSJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZILSOJ,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZILOJS,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
TZILOSJ,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TZIJLSO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
TZIJLOS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
TZIJSLO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
TZIJSOL,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
TZIJOLS,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X
TZIJOSL,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,O
TZISLJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZISLOJ,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZISJLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TZISJOL,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TZISOLJ,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TZISOJL,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
TZIOLJS,X,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O,O,X
TZIOLSJ,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
TZIOJLS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
TZIOJSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X
TZIOSLJ,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
TZIOSJL,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,O,X
TZLIJSO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
TZLIJOS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
TZLISJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZLISOJ,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZLIOJS,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
TZLIOSJ,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TZLJISO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O
TZLJIOS,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZLJSIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
