sequence,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBmgBzkBq?qBFnB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFlgB3hBzkBO?sB0lBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBClB/rBF?nB0qBmrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBigBWqBF?nB0rBzqB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhFFdBulBcmBz?kBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBlhBClB/?rBOsB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeeAJvhFzbBFdBcmBS?qBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB0gBzkBF?nBCrB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je08IvhFlgBzkBxmB6?qBXnB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeF9IvhF8kB5lBThBX?nBilB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFXdBClBFnBx?qBerB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je2AJvhFXdBzkBUmBF?nBCmBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhF5lBzkB/rBF?nBcrBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhF6lBzkB/rBF?nBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je6AJvhFTcB8kBxmBl?qB3rBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je8EJvhFXhBFnBxqB6?qBOsBTrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFClB/rBFnBT?lBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF0gBzkBFnBX?mBSwBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF8kB3lBFnBT?rBOsBCrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXhBVnBzkB0?lBOsBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB6lBzkBF?nB0rBerB
JSLTIZO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTZIO,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTZOI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLTOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JSLTOZI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JSLITZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLITOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLIZTO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLIZOT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLIOTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLIOZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZTIO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZTOI,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLZITO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZIOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLZOTI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLZOIT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTZI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLOITZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOIZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOZTI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLOZIT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZTILO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JSZTIOL,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JSZTLIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JSZTLOI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZTOIL,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZTOLI,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZITLO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZILTO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZILOT,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZIOTL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZIOLT,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZLTIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLTOI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZLITO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLIOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZLOTI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZOTIL,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZOTLI,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZOITL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZOLTI,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOTILZ,O,O,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOTIZL,O,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
JSOTLZI,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
JSOTZIL,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOTZLI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOILTZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOIZLT,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JSOLTZI,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLZTI,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOZTIL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JSOZTLI,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JSOZILT,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOZLTI,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZTILOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTISLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTISOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZTIOLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZTLIOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZTLSOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTLOIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JZTSIOL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
JZTSLIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZTSLOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTSOIL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JZTSOLI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JZTOILS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOLIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZTOLSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZTOSIL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTOSLI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZITLSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITLOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITSLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZITSOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZITOLS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZILTOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILSTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILOST,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISTOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZISLTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISLOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZISOLT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZIOTLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLTISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLTIOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTSIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLTSOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLTOIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLITOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZSTIOL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZSTLIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZSTLOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JZSTOLI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JZSITLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSILOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSIOLT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLTOI,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLITO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLIOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JZSOTLI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JZSOITL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSOLTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JZOTLSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOTSIL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOILST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLTIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOLTSI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOLITS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSTLI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSLTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTILZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTISZL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTIZLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTIZSL,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTLZIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTSILZ,O,O,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTSIZL,O,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
JOTSLZI,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
JOTSZIL,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
JOTSZLI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JOTZILS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JOTZLSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTZSIL,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOITLZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOITZLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOITZSL,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOILTZS,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOILZST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOISLTZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZLTS,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLTSZI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLTZIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLITSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOLSTZI,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSITZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
