sequence,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je37IvhFRdBzhBaoBc?sBGrBdrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je37IvhFTdBejBRmB9?mBUrBisB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je37IvhFTdBZjBWrBc?sBirB9rB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je37IvhFRdB8lBdoBa?sBGnBTrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFciBZjBXmBS?sBTrBmrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je37IvhFqhBTdBZjBc?sBGrBdrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFTcB/iBajBU?rBRsBmrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je37IvhFRdBeoBzlBt?rBcsBirB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFicBZjBXmBT?nB+rBcsB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je6CJvhFZjBzhBUmB9?lBXsBOrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFxcBXmBmnB8?nBzrBirB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFzdB2nBXmBR?sB0rBirB,v115@zgC8FeC8GeD8FeD8FeE8CeC8JeT8IvhFZjB8mB+nBa?rB9lBXsB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFZjBUiBXmB6?nBzrBOrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je37IvhF6iBZjBzlBU?nBtmB2wB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFRdBiiBXmBz?nB0mB2wB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je39IvhFxgBdoBzlBW?sBasBUrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8JeU8IvhF3dB6lBdoBz?hBxrB2wB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFRdBmmBznB/?mBUrBisB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFRiBXmB8rBz?nBOrBisB,v115@zgC8FeC8GeD8FeD8FeE8CeC8JeyCJvhFxgBtlBXiBz?nB0mB2wB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFzdBXmBRsBi?sBOrB8rB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFTcBeoBxmBX?nBUrBisB,v115@zgC8FeC8GeD8FeD8FeE8CeC8JeaCJvhFxgBdoBzlBf?sBunBUrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8JeZDJvhFarBGnB9lB/?mBcnBzrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Jez9IvhFxgBCmBmnBN?sB3mBUrB,v115@zgC8FeC8GeD8FeD8FeE8CeC8Je9AJvhFmiBxmB/mBa?sBznBUrB
IJZOLTS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IJZOLST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IJZOSTL,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJZOSLT,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOTLSZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOTLZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOTSLZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IJOTSZL,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
IJOTZLS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOTZSL,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
IJOLTSZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X
IJOLTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
IJOLSTZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOLZTS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IJOLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOSTLZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
IJOSTZL,X,X,X,X,X,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IJOSLTZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IJOSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOSZTL,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOSZLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOZTLS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOZTSL,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IJOZLTS,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IJOZLST,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOZSTL,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOZSLT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISTLJZO,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISTLJOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ISTLZJO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISTLZOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISTLOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
ISTLOZJ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISTJLZO,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISTJLOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ISTJZLO,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISTJZOL,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTJOLZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTJOZL,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTZLJO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISTZLOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISTZJLO,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISTZJOL,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTZOLJ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ISTZOJL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ISTOLJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
ISTOLZJ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
ISTOJLZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ISTOJZL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTOZLJ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ISTOZJL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISLTJZO,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLTJOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLTZJO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLTZOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLTOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
ISLTOZJ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLJTZO,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISLJTOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
ISLJZTO,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ISLJZOT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISLJOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLJOZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISLZTJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLZTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLZJTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISLZJOT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISLZOTJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLZOJT,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISLOTJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
ISLOTZJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLOJZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISLOZTJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISLOZJT,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJTLZO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISJTLOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ISJTZLO,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJTZOL,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJTOLZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJTOZL,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJLTZO,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISJLTOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISJLZTO,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ISJLZOT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJLOTZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISJLOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZTLO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZTOL,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZLTO,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZLOT,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZOTL,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZOLT,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOTZL,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ISJOLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ISJOZTL,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZTLJO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZTLOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZTJLO,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZTJOL,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZTOLJ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZTOJL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZLTJO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZLTOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZLJTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLJOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ISZLOJT,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJTLO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJTOL,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJLTO,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJLOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJOLT,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZOTJL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZOLTJ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZOLJT,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZOJTL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZOJLT,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOTLJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
ISOTLZJ,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
ISOTJLZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ISOTJZL,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOTZLJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ISOTZJL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOLTJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
ISOLTZJ,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X
ISOLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
ISOLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOLZTJ,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X
ISOLZJT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOJTLZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ISOJTZL,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOJLTZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ISOJLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOJZTL,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOJZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOZTLJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ISOZTJL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOZLTJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ISOZLJT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOZJTL,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOZJLT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLJSO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZTLJOS,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLSJO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLSOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLOJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTLOSJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTJLSO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZTJLOS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTJSLO,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZTJSOL,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
IZTJOLS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTJOSL,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
IZTSLJO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTSLOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTSJLO,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZTSJOL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZTSOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTSOJL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZTOLJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTOLSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTOJLS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTOJSL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
IZTOSLJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTOSJL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTJSO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZLTJOS,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSJO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLJTSO,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IZLJTOS,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IZLJSTO,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZLJSOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJOTS,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IZLJOST,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSTJO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSTOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSJTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSJOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLOJTS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLOJST,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLOSJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLSO,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZJTLOS,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJTSLO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZJTSOL,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
IZJTOLS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
