sequence,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFOhBXdBCgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFxbBXdBmgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgB0cBzgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBXdBzgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhF0cBzfB+lBKmBFn?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF/gBUcBFdB2qBxm?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFXdBzfB+lBKmBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je06IvhFZhBCdB+lBVnBXg?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF0cBmgBTgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBxcBUhB1qBXn?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFXdBmgBTgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhF0cBzfBKmBFnBmk?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfB3lBCnBOnBFm?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhFXdBzfBKmBFnBmk?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jez/IvhFRhBUmBFnBmkBCm?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFTcBSlB/rBFnBUl?BOsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfBUmBFnB3lB6r?BOsB
TJSIZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSIOLZ,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TJSIOZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TJSLIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
TJSLZIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJSLZOI,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TJSLOIZ,O,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
TJSLOZI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TJSZILO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJSZIOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSZLIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJSZLOI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSZOIL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSZOLI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
TJSOLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOZIL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOZLI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJZILSO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TJZILOS,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJZISLO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TJZISOL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJZIOLS,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
TJZIOSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZLISO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TJZLIOS,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
TJZLSIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZLSOI,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TJZLOIS,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
TJZLOSI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZSILO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZSIOL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJZSLIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZSLOI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJZSOIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZSOLI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TJZOISL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJZOLIS,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
TJZOLSI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJZOSIL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TJZOSLI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TJOILSZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TJOILZS,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TJOISLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOIZLS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJOIZSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJOLISZ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
TJOLIZS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
TJOLSIZ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
TJOLSZI,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TJOLZIS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
TJOLZSI,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TJOSILZ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOSIZL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
TJOSLZI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOSZIL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOSZLI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOZILS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TJOZISL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJOZLIS,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
TJOZLSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOZSIL,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
TJOZSLI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
TSILJZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSILJOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
TSILZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
TSILZOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
TSILOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
TSILOZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TSIJLZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSIJLOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TSIJZLO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSIJZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIJOLZ,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TSIJOZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TSIZLOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIZJLO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TSIZJOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIZOLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSIZOJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSIOLJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
TSIOLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TSIOJLZ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIOJZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSIOZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLIJZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSLIJOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
TSLIZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
TSLIZOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
TSLIOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
TSLIOZJ,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X
TSLJIZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TSLJIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
TSLJZIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
TSLJZOI,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
TSLJOIZ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
TSLJOZI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
TSLZIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
TSLZIOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
TSLZJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TSLZJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
TSLZOIJ,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
TSLZOJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSLOIJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
TSLOIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X
TSLOJIZ,O,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
TSLOJZI,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X
TSLOZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X
TSLOZJI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
TSJILZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJILOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TSJIZLO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJIZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJIOLZ,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TSJIOZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJLIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
TSJLZIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
TSJLZOI,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSJLOIZ,O,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
TSJLOZI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSJZILO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJZIOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJZLIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJZLOI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJZOIL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJZOLI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
TSJOLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
TSJOZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJOZLI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSZILJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TSZILOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZIJLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TSZIJOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZIOLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSZIOJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSZLIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
TSZLIOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
TSZLJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TSZLJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
TSZLOIJ,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
TSZLOJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZJILO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSZJIOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZJLIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSZJLOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZJOIL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZJOLI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZOILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TSZOIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TSZOLIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O
TSZOLJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
TSZOJIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSZOJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSOILJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
TSOILZJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X
TSOIJLZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TSOIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOIZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSOLIJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
TSOLIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X
TSOLJIZ,O,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
TSOLJZI,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X
TSOLZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X
TSOLZJI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
TSOJILZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
TSOJLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
TSOJZIL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOJZLI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOZILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TSOZIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TSOZLIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O
TSOZLJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
TSOZJIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSOZJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TZILJSO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TZILJOS,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
TZILSJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZILSOJ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TZILOJS,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
TZILOSJ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZIJLSO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TZIJLOS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TZIJSLO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TZIJSOL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZIJOLS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
TZIJOSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZISLJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZISLOJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TZISJLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZISJOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZISOLJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZISOJL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZIOLJS,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
TZIOLSJ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZIOJLS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X
TZIOJSL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TZIOSLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
TZIOSJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
TZLIJSO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TZLIJOS,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
TZLISJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZLISOJ,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
TZLIOJS,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
TZLIOSJ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
TZLJISO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TZLJIOS,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
TZLJSIO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZLJSOI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZLJOIS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
TZLJOSI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLSIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZLSIOJ,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
TZLSJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZLSJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLSOIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
TZLSOJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLOIJS,O,O,O,X,X,O,X,X,O,O,X,O,X,X,O,X,X
TZLOISJ,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TZLOJIS,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TZLOJSI,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLOSIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
TZLOSJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TZJILSO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TZJILOS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TZJISLO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TZJISOL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZJIOLS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
TZJIOSL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJLISO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TZJLIOS,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
TZJLSIO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZJLSOI,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZJLOIS,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
TZJLOSI,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJSILO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZJSIOL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZJSLIO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZJSLOI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZJSOIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZJSOLI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZJOILS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TZJOISL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJOLIS,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
TZJOLSI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZJOSIL,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TZJOSLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TZSILJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZSILOJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TZSIJLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZSIJOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZSIOLJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSIOJL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSLIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZSLIOJ,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
TZSLJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZSLJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZSLOIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
TZSLOJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZSJILO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZSJIOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZSJLIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZSJLOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZSJOIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZSJOLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZSOILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TZSOIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TZSOLIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
TZSOLJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TZSOJIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TZSOJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TZOILJS,O,O,O,X,X,O,X,O,O,O,X,O,X,X,O,X,X
TZOILSJ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZOIJLS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
TZOIJSL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZOISLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZOISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZOLIJS,O,O,O,X,X,O,X,O,O,O,X,O,X,X,O,X,X
TZOLISJ,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TZOLJIS,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TZOLJSI,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZOLSIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
TZOLSJI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TZOJILS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TZOJISL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZOJLIS,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
TZOJLSI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOJSIL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOJSLI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOSILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TZOSIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
TZOSLIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
TZOSLJI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TZOSJIL,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TZOSJLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
TOILJSZ,O,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
TOILJZS,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TOILSJZ,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X
