sequence,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFqgBxdBlhB3?iB0mB2wB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeB0gBF?nBTrBmrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFXeBxgBUmBF?nBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFWhBxcBXeBU?mBFnBywB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBlgBU?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBUiBF?mBzrBmqB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBXeBlgBx?mBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFCcBxdBlhB3?iBmrBUrB
JLSOZTI,O,O,O,O,O,X,X,O,O,X,X,O
JLSOZIT,O,O,O,O,O,X,X,O,O,O,X,O
JLZTISO,X,X,X,O,O,O,X,O,O,X,X,O
JLZTIOS,X,X,X,O,X,O,X,O,O,X,X,O
JLZTSIO,O,O,O,O,O,O,X,O,O,X,X,O
JLZTSOI,O,O,O,O,O,O,X,O,O,X,X,O
JLZTOIS,X,X,O,O,X,O,X,O,O,X,X,O
JLZTOSI,X,O,O,O,O,O,X,O,O,X,X,O
JLZITSO,X,X,X,O,O,O,X,O,O,X,X,O
JLZITOS,X,X,X,O,X,O,X,O,O,X,X,O
JLZISTO,O,O,X,O,O,X,X,O,O,X,X,O
JLZISOT,X,O,X,O,O,X,X,O,O,X,X,O
JLZIOTS,X,X,X,O,X,X,X,O,X,X,X,O
JLZIOST,X,O,X,O,O,X,X,O,O,X,X,O
JLZSTIO,O,O,O,O,O,O,X,O,O,X,X,O
JLZSTOI,O,O,O,O,O,O,X,O,O,X,X,O
JLZSITO,O,O,O,O,O,X,X,O,O,X,X,O
JLZSIOT,X,O,O,O,O,X,X,O,O,X,X,O
JLZSOTI,X,O,O,X,O,X,X,O,X,X,X,O
JLZSOIT,X,O,O,O,O,X,X,O,O,X,X,O
JLZOTIS,X,X,O,X,X,X,X,O,X,X,X,O
JLZOTSI,O,O,O,X,O,X,X,O,X,X,X,O
JLZOITS,X,X,X,O,X,X,X,O,X,X,X,O
JLZOIST,O,O,X,O,O,X,X,O,O,X,X,O
JLZOSTI,O,O,O,X,O,X,X,O,X,X,X,O
JLZOSIT,O,O,O,O,O,X,X,O,O,X,X,O
JLOTISZ,X,O,X,O,X,X,X,O,O,X,O,X
JLOTIZS,X,X,X,O,X,X,X,O,X,X,O,X
JLOTSIZ,X,O,O,O,X,X,X,O,O,O,O,X
JLOTSZI,X,O,O,O,X,X,X,O,O,O,O,X
JLOTZIS,X,X,O,O,X,X,X,O,O,O,O,X
JLOTZSI,X,O,O,O,X,X,X,O,O,O,O,X
JLOITSZ,X,O,X,O,X,X,X,O,X,X,X,X
JLOITZS,X,X,X,O,X,X,X,O,X,X,X,X
JLOISTZ,X,O,X,O,X,X,X,O,O,X,X,O
JLOISZT,O,O,X,O,O,X,X,O,O,X,X,O
JLOIZTS,X,X,X,O,X,X,X,O,O,X,X,O
JLOIZST,O,O,X,O,O,X,X,O,O,X,X,O
JLOSTIZ,X,O,O,O,X,X,X,O,O,O,O,O
JLOSTZI,X,O,O,O,X,X,X,O,O,O,O,O
JLOSITZ,X,O,O,O,X,X,X,O,O,O,X,O
JLOSIZT,O,O,O,O,O,X,X,O,O,O,X,O
JLOSZTI,O,O,O,O,O,X,X,O,O,X,X,O
JLOSZIT,O,O,O,O,O,X,X,O,O,O,X,O
JLOZTIS,X,X,O,O,X,X,X,O,O,X,X,O
JLOZTSI,O,O,O,O,O,X,X,O,O,X,X,O
JLOZITS,X,X,X,O,X,X,X,O,O,X,X,O
JLOZIST,O,O,X,O,O,X,X,O,O,O,X,O
JLOZSTI,O,O,O,O,O,X,X,O,O,X,X,O
JLOZSIT,O,O,O,O,O,X,X,O,O,O,X,O
JSTILZO,X,O,O,O,O,X,X,O,O,X,O,O
JSTILOZ,X,O,X,O,X,X,X,O,O,X,O,O
JSTIZLO,O,O,O,O,O,X,X,O,O,X,O,O
JSTIZOL,X,X,X,O,O,X,X,O,O,X,X,O
JSTIOLZ,X,O,X,O,X,X,X,O,O,X,O,O
JSTIOZL,X,X,X,O,O,X,X,O,X,X,O,O
JSTLIZO,X,O,O,O,O,X,X,O,O,X,O,O
JSTLIOZ,X,O,X,O,X,X,X,O,O,X,O,O
JSTLZIO,X,O,O,O,O,O,X,O,O,X,O,O
JSTLZOI,X,O,O,O,O,O,X,O,O,X,X,O
JSTLOIZ,X,O,X,O,X,X,X,O,O,X,O,O
JSTLOZI,X,O,X,O,X,X,X,O,O,X,O,O
JSTZILO,O,O,O,O,O,O,O,O,O,X,X,O
JSTZIOL,X,X,X,O,O,O,O,O,O,X,X,O
JSTZLIO,O,O,O,O,O,O,O,O,O,X,O,O
JSTZLOI,O,O,O,O,O,O,O,O,O,X,X,O
JSTZOIL,X,X,O,O,O,O,O,O,O,X,X,O
JSTZOLI,X,X,O,O,O,O,O,O,O,X,X,O
JSTOILZ,X,O,X,O,X,X,X,O,O,X,O,O
JSTOIZL,X,X,X,O,O,X,X,O,X,X,O,O
JSTOLIZ,X,O,X,O,X,X,X,O,O,X,O,O
JSTOLZI,X,O,X,O,X,X,X,O,O,X,O,O
JSTOZIL,X,X,X,O,O,X,O,O,O,X,X,O
JSTOZLI,X,X,X,O,O,X,O,O,O,X,O,O
JSITLZO,X,O,O,O,O,X,X,O,O,X,O,O
JSITLOZ,X,O,X,O,X,X,X,O,O,X,O,O
JSITZLO,O,O,O,O,O,X,X,O,O,X,O,O
JSITZOL,X,X,X,O,O,X,X,O,O,X,X,O
JSITOLZ,X,O,X,O,X,X,X,O,O,X,O,O
JSITOZL,X,X,X,O,O,X,X,O,X,X,O,O
JSILTZO,X,O,O,O,O,X,X,O,O,X,X,O
JSILTOZ,X,O,X,O,X,X,X,O,O,X,X,O
JSILZTO,O,O,O,O,O,X,X,O,O,X,X,O
JSILZOT,X,O,O,O,O,X,X,O,O,X,X,O
JSILOTZ,X,O,O,O,X,X,X,O,O,O,X,O
JSILOZT,O,O,O,O,O,X,X,O,O,O,X,O
JSIZTLO,O,O,X,O,O,X,X,O,O,X,O,O
JSIZTOL,X,X,X,O,O,X,X,O,O,X,X,O
JSIZLTO,O,O,O,O,O,X,X,O,O,X,X,O
JSIZLOT,X,O,O,O,O,X,X,O,O,X,X,O
JSIZOTL,X,X,X,O,O,X,X,O,O,X,X,O
JSIZOLT,X,O,X,O,O,X,X,O,O,X,X,O
JSIOTLZ,X,O,X,O,X,X,X,O,O,X,X,O
JSIOTZL,O,X,X,O,O,X,X,O,X,X,X,O
JSIOLTZ,X,O,X,O,X,X,X,O,O,X,X,O
JSIOLZT,O,O,X,O,O,X,X,O,O,X,X,O
JSIOZTL,O,X,X,O,O,X,X,O,X,X,X,O
JSIOZLT,O,O,X,O,O,X,X,O,X,X,X,O
JSLTIZO,X,O,O,O,O,X,X,O,O,X,O,O
JSLTIOZ,X,O,X,O,X,X,X,O,O,X,O,O
JSLTZIO,X,O,O,O,O,O,X,O,O,X,O,O
JSLTZOI,X,O,O,O,O,O,X,O,O,X,X,O
JSLTOIZ,X,O,X,O,X,X,X,O,O,X,O,O
JSLTOZI,X,O,X,O,X,X,X,O,O,X,O,O
JSLITZO,X,O,O,O,O,X,X,O,O,X,X,O
JSLITOZ,X,O,X,O,X,X,X,O,O,X,X,O
JSLIZTO,O,O,O,O,O,X,X,O,O,X,X,O
JSLIZOT,X,O,O,O,O,X,X,O,O,X,X,O
JSLIOTZ,X,O,O,O,X,X,X,O,O,O,X,O
JSLIOZT,O,O,O,O,O,X,X,O,O,O,X,O
JSLZTIO,O,O,O,O,O,O,X,O,O,X,X,O
JSLZTOI,O,O,O,O,O,O,X,O,O,X,X,O
JSLZITO,O,O,O,O,O,X,X,O,O,X,X,O
JSLZIOT,X,O,O,O,O,X,X,O,O,X,X,O
JSLZOTI,X,O,O,X,O,X,X,O,X,X,X,O
JSLZOIT,X,O,O,O,O,X,X,O,O,X,X,O
JSLOTIZ,X,O,O,O,X,X,X,O,O,O,O,O
JSLOTZI,X,O,O,O,X,X,X,O,O,O,O,O
JSLOITZ,X,O,O,O,X,X,X,O,O,O,X,O
JSLOIZT,O,O,O,O,O,X,X,O,O,O,X,O
JSLOZTI,O,O,O,O,O,X,X,O,O,X,X,O
JSLOZIT,O,O,O,O,O,X,X,O,O,O,X,O
JSZTILO,O,O,O,O,O,O,O,O,O,X,X,O
JSZTIOL,X,X,X,O,O,O,O,O,O,X,X,O
JSZTLIO,O,O,O,O,O,O,O,O,O,X,X,O
JSZTLOI,O,O,O,O,O,O,O,O,O,X,X,O
JSZTOIL,X,X,O,O,O,O,O,O,O,X,X,O
JSZTOLI,X,X,O,O,O,O,O,O,O,X,X,O
JSZITLO,O,O,X,O,O,X,X,O,O,X,X,O
JSZITOL,X,X,X,O,O,X,X,O,O,X,X,O
JSZILTO,O,O,O,O,O,X,X,O,O,X,X,O
JSZILOT,X,O,O,O,O,X,X,O,O,X,X,O
JSZIOTL,X,X,X,O,O,X,X,O,O,X,X,O
JSZIOLT,X,O,X,O,O,X,X,O,O,X,X,O
JSZLTIO,O,O,O,O,O,O,X,O,O,X,X,O
JSZLTOI,O,O,O,O,O,O,X,O,O,X,X,O
JSZLITO,O,O,O,O,O,X,X,O,O,X,X,O
JSZLIOT,X,O,O,O,O,X,X,O,O,X,X,O
JSZLOTI,X,O,O,X,O,X,X,O,X,X,X,O
JSZLOIT,X,O,O,O,O,X,X,O,O,X,X,O
JSZOTIL,X,X,O,O,O,X,O,O,O,X,X,O
JSZOTLI,X,X,O,O,O,X,O,O,O,X,X,O
JSZOITL,X,X,X,O,O,X,X,O,O,X,X,O
JSZOILT,X,O,O,O,O,X,X,O,O,X,X,O
JSZOLTI,X,O,O,X,O,X,X,O,X,X,X,O
JSZOLIT,X,O,O,O,O,X,X,O,O,X,X,O
JSOTILZ,X,O,O,O,X,X,X,O,O,O,O,O
JSOTIZL,O,X,O,O,O,X,X,O,O,X,O,O
JSOTLIZ,X,O,O,O,X,X,X,O,O,O,O,O
JSOTLZI,X,O,O,O,X,X,X,O,O,O,O,O
JSOTZIL,O,X,O,O,O,X,O,O,O,O,X,O
JSOTZLI,O,X,O,O,O,X,O,O,O,O,O,O
JSOITLZ,X,O,O,O,X,X,X,O,O,O,O,O
JSOITZL,O,X,O,O,O,X,X,O,O,X,O,O
JSOILTZ,X,O,O,O,X,X,X,O,O,O,X,O
JSOILZT,O,O,O,O,O,X,X,O,O,O,X,O
JSOIZTL,O,X,X,O,O,X,X,O,O,X,O,O
JSOIZLT,O,O,O,O,O,X,X,O,O,O,X,O
JSOLTIZ,X,O,O,O,X,X,X,O,O,O,O,O
JSOLTZI,X,O,O,O,X,X,X,O,O,O,O,O
JSOLITZ,X,O,O,O,X,X,X,O,O,O,X,O
JSOLIZT,O,O,O,O,O,X,X,O,O,O,X,O
JSOLZTI,O,O,O,O,O,X,X,O,O,X,X,O
JSOLZIT,O,O,O,O,O,X,X,O,O,O,X,O
JSOZTIL,O,X,O,O,O,X,O,O,O,O,X,O
JSOZTLI,O,X,O,O,O,X,O,O,O,O,X,O
JSOZITL,O,X,X,O,O,X,X,O,O,X,X,O
JSOZILT,O,O,O,O,O,X,X,O,O,O,X,O
JSOZLTI,O,O,O,O,O,X,X,O,O,X,X,O
JSOZLIT,O,O,O,O,O,X,X,O,O,O,X,O
JZTILSO,X,X,X,O,O,O,O,O,O,X,X,O
JZTILOS,X,X,X,O,X,O,O,O,O,X,X,O
JZTISLO,X,X,X,O,O,O,O,O,O,X,X,O
JZTISOL,X,X,X,O,O,O,O,O,O,X,X,O
JZTIOLS,X,X,X,O,X,O,O,O,O,X,X,O
JZTIOSL,X,X,X,X,X,O,O,X,O,X,X,O
JZTLISO,X,X,X,O,O,O,O,O,O,X,X,O
JZTLIOS,X,X,X,O,X,O,O,O,O,X,X,O
JZTLSIO,O,X,O,O,O,O,O,O,O,X,X,O
JZTLSOI,O,X,O,O,O,O,O,O,O,X,X,O
JZTLOIS,X,X,O,O,X,O,O,O,O,X,X,O
JZTLOSI,X,X,O,O,O,O,O,O,O,X,X,O
JZTSILO,O,X,O,O,O,O,O,O,O,X,X,O
JZTSIOL,X,X,X,O,O,O,O,O,O,X,X,O
JZTSLIO,O,X,O,O,O,O,O,O,O,X,X,O
JZTSLOI,O,X,O,O,O,O,O,O,O,X,X,O
JZTSOIL,X,X,O,O,O,O,O,O,O,X,X,O
JZTSOLI,X,X,O,O,O,O,O,O,O,X,X,O
JZTOILS,X,X,O,O,X,O,O,O,O,X,X,O
JZTOISL,X,X,O,X,X,O,O,X,O,X,X,O
JZTOLIS,X,X,O,O,X,O,O,O,O,X,X,O
JZTOLSI,X,X,O,O,O,O,O,O,O,X,X,O
JZTOSIL,X,X,O,O,O,O,O,O,O,X,X,O
JZTOSLI,X,X,O,O,O,O,O,O,O,X,X,O
JZITLSO,X,X,X,O,O,O,O,O,O,X,X,O
JZITLOS,X,X,X,O,X,O,O,O,O,X,X,O
JZITSLO,X,X,X,O,O,O,O,O,O,X,X,O
JZITSOL,X,X,X,O,O,O,O,O,O,X,X,O
JZITOLS,X,X,X,O,X,O,O,O,O,X,X,O
JZITOSL,X,X,X,X,X,O,O,X,O,X,X,O
JZILTSO,X,X,X,O,O,O,X,O,O,X,X,O
JZILTOS,X,X,X,O,X,O,X,O,O,X,X,O
JZILSTO,O,O,X,O,O,X,X,O,O,X,X,O
JZILSOT,X,O,X,O,O,X,X,O,O,X,X,O
JZILOTS,X,X,X,O,X,X,X,O,X,X,X,O
JZILOST,X,O,X,O,O,X,X,O,O,X,X,O
JZISTLO,O,O,X,O,O,X,X,O,O,X,X,O
JZISTOL,X,X,X,O,O,X,X,O,O,X,X,O
JZISLTO,O,O,X,O,O,X,X,O,O,X,X,O
JZISLOT,X,O,X,O,O,X,X,O,O,X,X,O
JZISOTL,X,X,X,O,O,X,X,O,O,X,X,O
JZISOLT,X,O,X,O,O,X,X,O,O,X,X,O
JZIOTLS,X,X,X,O,X,X,O,O,O,X,X,O
JZIOTSL,X,X,X,X,X,X,O,O,O,X,X,O
JZIOLTS,X,X,X,O,X,X,X,O,X,X,X,O
JZIOLST,X,O,X,O,O,X,X,O,O,X,X,O
JZIOSTL,X,X,X,X,O,X,X,O,O,X,X,O
JZIOSLT,X,O,X,X,O,X,X,O,O,X,X,O
JZLTISO,X,X,X,O,O,O,O,O,O,X,X,O
JZLTIOS,X,X,X,O,X,O,O,O,O,X,X,O
JZLTSIO,O,O,O,O,O,O,O,O,O,X,X,O
JZLTSOI,O,O,O,O,O,O,O,O,O,X,X,O
JZLTOIS,X,X,O,O,X,O,O,O,O,X,X,O
JZLTOSI,X,O,O,O,O,O,O,O,O,X,X,O
JZLITSO,X,X,X,O,O,O,X,O,O,X,X,O
JZLITOS,X,X,X,O,X,O,X,O,O,X,X,O
JZLISTO,O,O,X,O,O,X,X,O,O,X,X,O
JZLISOT,X,O,X,O,O,X,X,O,O,X,X,O
JZLIOTS,X,X,X,O,X,X,X,O,X,X,X,O
JZLIOST,X,O,X,O,O,X,X,O,O,X,X,O
JZLSTIO,O,O,O,O,O,O,X,O,O,X,X,O
JZLSTOI,O,O,O,O,O,O,X,O,O,X,X,O
JZLSITO,O,O,O,O,O,X,X,O,O,X,X,O
JZLSIOT,X,O,O,O,O,X,X,O,O,X,X,O
JZLSOTI,X,O,O,X,O,X,X,O,X,X,X,O
JZLSOIT,X,O,O,O,O,X,X,O,O,X,X,O
JZLOTIS,X,X,O,X,X,X,O,O,X,X,X,O
JZLOTSI,O,O,O,X,O,X,O,O,X,X,X,O
JZLOITS,X,X,X,O,X,X,X,O,X,X,X,O
JZLOIST,O,O,X,O,O,X,X,O,O,X,X,O
JZLOSTI,O,O,O,X,O,X,X,O,X,X,X,O
JZLOSIT,O,O,O,O,O,X,X,O,O,X,X,O
JZSTILO,O,O,O,O,O,O,O,O,O,X,X,O
JZSTIOL,X,X,X,O,O,O,O,O,O,X,X,O
JZSTLIO,O,O,O,O,O,O,O,O,O,X,X,O
JZSTLOI,O,O,O,O,O,O,O,O,O,X,X,O
JZSTOIL,X,X,O,O,O,O,O,O,O,X,X,O
JZSTOLI,X,X,O,O,O,O,O,O,O,X,X,O
JZSITLO,O,O,X,O,O,X,X,O,O,X,X,O
JZSITOL,X,X,X,O,O,X,X,O,O,X,X,O
JZSILTO,O,O,O,O,O,X,X,O,O,X,X,O
JZSILOT,X,O,O,O,O,X,X,O,O,X,X,O
JZSIOTL,X,X,X,O,O,X,X,O,O,X,X,O
JZSIOLT,X,O,X,O,O,X,X,O,O,X,X,O
JZSLTIO,O,O,O,O,O,O,X,O,O,X,X,O
JZSLTOI,O,O,O,O,O,O,X,O,O,X,X,O
JZSLITO,O,O,O,O,O,X,X,O,O,X,X,O
JZSLIOT,X,O,O,O,O,X,X,O,O,X,X,O
JZSLOTI,X,O,O,X,O,X,X,O,X,X,X,O
JZSLOIT,X,O,O,O,O,X,X,O,O,X,X,O
JZSOTIL,X,X,O,O,O,X,O,O,O,X,X,O
JZSOTLI,X,X,O,O,O,X,O,O,O,X,X,O
JZSOITL,X,X,X,O,O,X,X,O,O,X,X,O
JZSOILT,X,O,O,O,O,X,X,O,O,X,X,O
JZSOLTI,X,O,O,X,O,X,X,O,X,X,X,O
JZSOLIT,X,O,O,O,O,X,X,O,O,X,X,O
JZOTILS,X,X,O,O,X,X,O,O,O,X,X,O
JZOTISL,X,X,O,X,X,X,O,O,O,X,X,O
JZOTLIS,X,X,O,O,X,X,O,O,O,X,X,O
JZOTLSI,O,X,O,O,O,X,O,O,O,X,X,O
JZOTSIL,O,X,O,O,O,X,O,O,O,X,X,O
JZOTSLI,O,X,O,O,O,X,O,O,O,X,X,O
JZOITLS,X,X,X,O,X,X,O,O,O,X,X,O
JZOITSL,X,X,X,X,X,X,O,O,O,X,X,O
JZOILTS,X,X,X,O,X,X,X,O,X,X,X,O
JZOILST,O,O,X,O,O,X,X,O,O,X,X,O
JZOISTL,O,X,X,X,O,X,X,O,O,X,X,O
JZOISLT,O,O,X,X,O,X,X,O,O,X,X,O
JZOLTIS,X,X,O,X,X,X,O,O,X,X,X,O
JZOLTSI,O,O,O,X,O,X,O,O,X,X,X,O
JZOLITS,X,X,X,O,X,X,X,O,X,X,X,O
JZOLIST,O,O,X,O,O,X,X,O,O,X,X,O
JZOLSTI,O,O,O,X,O,X,X,O,X,X,X,O
JZOLSIT,O,O,O,O,O,X,X,O,O,X,X,O
JZOSTIL,O,X,O,O,O,X,O,O,O,X,X,O
JZOSTLI,O,X,O,O,O,X,O,O,O,X,X,O
JZOSITL,O,X,X,O,O,X,X,O,O,X,X,O
JZOSILT,O,O,O,O,O,X,X,O,O,X,X,O
JZOSLTI,O,O,O,X,O,X,X,O,X,X,X,O
JZOSLIT,O,O,O,O,O,X,X,O,O,X,X,O
JOTILSZ,X,O,X,O,X,X,X,O,O,X,O,X
JOTILZS,X,X,X,O,X,X,X,O,O,X,O,X
JOTISLZ,X,O,X,O,X,X,X,O,O,X,O,O
JOTISZL,X,X,X,O,X,X,X,O,O,X,O,O
JOTIZLS,X,X,X,O,X,X,X,O,O,X,O,O
JOTIZSL,X,X,X,O,X,X,X,O,O,X,O,O
JOTLISZ,X,O,X,O,X,X,X,O,O,X,O,X
JOTLIZS,X,X,X,O,X,X,X,O,O,X,O,X
JOTLSIZ,X,O,O,O,X,X,X,O,O,O,O,X
JOTLSZI,X,O,O,O,X,X,X,O,O,O,O,X
JOTLZIS,X,X,O,O,X,X,X,O,O,O,O,X
JOTLZSI,X,O,O,O,X,X,X,O,O,O,O,X
JOTSILZ,X,O,O,O,X,X,X,O,O,O,O,O
JOTSIZL,O,X,O,O,X,X,X,O,O,X,O,O
JOTSLIZ,X,O,O,O,X,X,X,O,O,O,O,O
JOTSLZI,X,O,O,O,X,X,X,O,O,O,O,O
JOTSZIL,O,X,O,O,X,X,O,O,O,O,X,O
JOTSZLI,O,X,O,O,X,X,O,O,O,O,O,O
JOTZILS,X,X,O,O,X,X,O,O,O,O,O,O
JOTZISL,X,X,O,O,X,X,O,O,O,O,O,O
JOTZLIS,X,X,O,O,X,X,O,O,O,O,O,O
JOTZLSI,O,X,O,O,X,X,O,O,O,O,O,O
JOTZSIL,O,X,O,O,X,X,O,O,O,O,X,O
JOTZSLI,O,X,O,O,X,X,O,O,O,O,O,O
JOITLSZ,X,O,X,O,X,X,X,O,O,X,O,X
JOITLZS,X,X,X,O,X,X,X,O,O,X,O,X
JOITSLZ,X,O,X,O,X,X,X,O,O,X,O,O
JOITSZL,X,X,X,O,X,X,X,O,O,X,O,O
JOITZLS,X,X,X,O,X,X,X,O,O,X,O,O
JOITZSL,X,X,X,O,X,X,X,O,O,X,O,O
JOILTSZ,X,O,X,O,X,X,X,O,X,X,X,X
JOILTZS,X,X,X,O,X,X,X,O,X,X,X,X
JOILSTZ,X,O,X,O,X,X,X,O,O,X,X,O
JOILSZT,O,O,X,O,O,X,X,O,O,X,X,O
JOILZTS,X,X,X,O,X,X,X,O,O,X,X,O
JOILZST,O,O,X,O,O,X,X,O,O,X,X,O
JOISTLZ,X,O,X,O,X,X,X,O,O,X,O,O
JOISTZL,O,X,X,O,O,X,X,O,O,X,O,O
JOISLTZ,X,O,X,O,X,X,X,O,O,X,X,O
JOISLZT,O,O,X,O,O,X,X,O,O,X,X,O
JOISZTL,O,X,X,O,O,X,X,O,O,X,O,O
JOISZLT,O,O,X,O,O,X,X,O,O,X,X,O
JOIZTLS,X,X,X,O,X,X,X,O,O,X,O,O
JOIZTSL,X,X,X,O,X,X,X,O,O,X,O,O
JOIZLTS,X,X,X,O,X,X,X,O,O,X,X,O
JOIZLST,O,O,X,O,O,X,X,O,O,X,X,O
JOIZSTL,O,X,X,O,O,X,X,O,O,X,O,O
JOIZSLT,O,O,X,O,O,X,X,O,O,X,X,O
JOLTISZ,X,O,X,O,X,X,X,O,O,X,O,X
JOLTIZS,X,X,X,O,X,X,X,O,O,X,O,X
JOLTSIZ,X,O,O,O,X,X,X,O,O,O,O,X
JOLTSZI,X,O,O,O,X,X,X,O,O,O,O,X
JOLTZIS,X,X,O,O,X,X,X,O,O,O,O,X
JOLTZSI,X,O,O,O,X,X,X,O,O,O,O,X
JOLITSZ,X,O,X,O,X,X,X,O,X,X,X,X
JOLITZS,X,X,X,O,X,X,X,O,X,X,X,X
JOLISTZ,X,O,X,O,X,X,X,O,O,X,X,O
JOLISZT,O,O,X,O,O,X,X,O,O,X,X,O
JOLIZTS,X,X,X,O,X,X,X,O,O,X,X,O
JOLIZST,O,O,X,O,O,X,X,O,O,X,X,O
JOLSTIZ,X,O,O,O,X,X,X,O,O,O,O,O
JOLSTZI,X,O,O,O,X,X,X,O,O,O,O,O
JOLSITZ,X,O,O,O,X,X,X,O,O,O,X,O
JOLSIZT,O,O,O,O,O,X,X,O,O,O,X,O
JOLSZTI,O,O,O,O,O,X,X,O,O,X,X,O
JOLSZIT,O,O,O,O,O,X,X,O,O,O,X,O
JOLZTIS,X,X,O,O,X,X,X,O,O,X,X,O
JOLZTSI,O,O,O,O,O,X,X,O,O,X,X,O
JOLZITS,X,X,X,O,X,X,X,O,O,X,X,O
JOLZIST,O,O,X,O,O,X,X,O,O,O,X,O
JOLZSTI,O,O,O,O,O,X,X,O,O,X,X,O
JOLZSIT,O,O,O,O,O,X,X,O,O,O,X,O
JOSTILZ,X,O,O,O,X,X,X,O,O,O,O,O
JOSTIZL,O,X,O,O,O,X,X,O,O,X,O,O
JOSTLIZ,X,O,O,O,X,X,X,O,O,O,O,O
JOSTLZI,X,O,O,O,X,X,X,O,O,O,O,O
JOSTZIL,O,X,O,O,O,X,O,O,O,O,X,O
JOSTZLI,O,X,O,O,O,X,O,O,O,O,O,O
JOSITLZ,X,O,O,O,X,X,X,O,O,O,O,O
JOSITZL,O,X,O,O,O,X,X,O,O,X,O,O
JOSILTZ,X,O,O,O,X,X,X,O,O,O,X,O
JOSILZT,O,O,O,O,O,X,X,O,O,O,X,O
JOSIZTL,O,X,X,O,O,X,X,O,O,X,O,O
JOSIZLT,O,O,O,O,O,X,X,O,O,O,X,O
JOSLTIZ,X,O,O,O,X,X,X,O,O,O,O,O
JOSLTZI,X,O,O,O,X,X,X,O,O,O,O,O
JOSLITZ,X,O,O,O,X,X,X,O,O,O,X,O
JOSLIZT,O,O,O,O,O,X,X,O,O,O,X,O
JOSLZTI,O,O,O,O,O,X,X,O,O,X,X,O
JOSLZIT,O,O,O,O,O,X,X,O,O,O,X,O
JOSZTIL,O,X,O,O,O,X,O,O,O,O,X,O
JOSZTLI,O,X,O,O,O,X,O,O,O,O,X,O
JOSZITL,O,X,X,O,O,X,X,O,O,X,X,O
JOSZILT,O,O,O,O,O,X,X,O,O,O,X,O
JOSZLTI,O,O,O,O,O,X,X,O,O,X,X,O
JOSZLIT,O,O,O,O,O,X,X,O,O,O,X,O
JOZTILS,X,X,O,O,X,X,O,O,O,O,X,O
JOZTISL,X,X,O,O,X,X,O,O,O,O,X,O
JOZTLIS,X,X,O,O,X,X,O,O,O,O,X,O
JOZTLSI,O,X,O,O,O,X,O,O,O,O,X,O
JOZTSIL,O,X,O,O,O,X,O,O,O,O,X,O
JOZTSLI,O,X,O,O,O,X,O,O,O,O,X,O
JOZITLS,X,X,X,O,X,X,O,O,O,X,X,O
JOZITSL,X,X,X,O,X,X,O,O,O,X,X,O
JOZILTS,X,X,X,O,X,X,X,O,O,X,X,O
JOZILST,O,O,X,O,O,X,X,O,O,O,X,O
JOZISTL,O,X,X,O,O,X,X,O,O,X,X,O
JOZISLT,O,O,X,O,O,X,X,O,O,O,X,O
JOZLTIS,X,X,O,O,X,X,O,O,O,X,X,O
JOZLTSI,O,O,O,O,O,X,O,O,O,X,X,O
JOZLITS,X,X,X,O,X,X,X,O,O,X,X,O
JOZLIST,O,O,X,O,O,X,X,O,O,O,X,O
JOZLSTI,O,O,O,O,O,X,X,O,O,X,X,O
JOZLSIT,O,O,O,O,O,X,X,O,O,O,X,O
JOZSTIL,O,X,O,O,O,X,O,O,O,O,X,O
JOZSTLI,O,X,O,O,O,X,O,O,O,O,X,O
JOZSITL,O,X,X,O,O,X,X,O,O,X,X,O
JOZSILT,O,O,O,O,O,X,X,O,O,O,X,O
JOZSLTI,O,O,O,O,O,X,X,O,O,X,X,O
JOZSLIT,O,O,O,O,O,X,X,O,O,O,X,O
STILJZO,X,O,O,O,O,X,X,O,O,X,O,X
STILJOZ,X,O,X,O,X,X,X,O,O,X,O,O
STILZJO,O,X,O,O,O,O,X,O,O,X,O,X
STILZOJ,O,O,O,O,O,O,X,O,O,X,O,O
STILOJZ,X,O,O,O,X,X,X,X,O,O,O,O
STILOZJ,O,O,O,O,X,X,X,O,O,O,O,O
STIJLZO,X,O,O,O,O,X,X,O,O,X,O,O
STIJLOZ,X,O,X,O,X,X,X,O,O,X,O,O
STIJZLO,O,O,O,O,O,X,X,O,O,X,O,O
STIJZOL,X,X,X,O,O,X,X,O,O,X,X,O
