sequence,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?3gBTjB8qB+rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjB6rBzqB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBzdB?+jBxlBXmBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjBCrBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBCeB?TjBxlBGrBXrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBzdB?+jBxlB0lBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBCeB?TjBxlBGrB0qB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBfjB?6jBxlBTmBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBGeB?UjBxlB6qBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?/mBTjB0lBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhFxdB9lB?XiBTjBmlBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFCeB9lB?TjB3mBerB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFzdB+jB?9lBihBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFWjB9lB?ihBTjBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je9FJvhF0hBxiB?mgBTjBXrBCsB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhF9jB5lB?XiBigBmiBTrB
LIJTOZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LISTJOZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LISTZJO,X,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O
LISTZOJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O
LISTOJZ,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X
LISTOZJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
LISJTZO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LISJTOZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJZTO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O
LISZTOJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LISZJTO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X
LISOTZJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
LISOJTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZTJOS,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZTSJO,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X
LIZTSOJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZTOJS,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZJTSO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZJTOS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZJSTO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LIZSTOJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZSJTO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZSJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LIOTJZS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LIOTSZJ,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
LIOTZJS,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LIOJTSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LIOJTZS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LIOSTZJ,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
LIOSJTZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O
LIOSZJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LIOZJTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LIOZSJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTISOZ,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LJTIZSO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJTSIZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJTSIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
LJTSZIO,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LJTSZOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
LJTSOIZ,X,X,O,X,X,O,O,O,X,X,O,X,O,O,X,X
LJTSOZI,X,X,O,X,X,O,O,O,X,X,O,X,O,O,X,X
LJTZISO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTZSOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTZOIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJTOISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LJTOIZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LJTOSZI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LJTOZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJITSOZ,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LJITZSO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJITZOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJISTZO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LJISZTO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJISZOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJIZTOS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LJIZSTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJIZSOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJSTIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
LJSTZIO,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LJSTZOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
LJSTOIZ,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X
LJSTOZI,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X
LJSITZO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJSITOZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSIZTO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSIZOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSZOIT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
LJSOTZI,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
LJSOITZ,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LJSOIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOZTI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOZIT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJZTSOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZTOIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZITOS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZISOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJZSTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOTIZS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X
LJOTSZI,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X
LJOTZIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOITZS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOISZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X
LJOSTZI,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X
LJOSITZ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOSIZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZTSI,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LSTIJOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
LSTIZJO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,O
LSTIZOJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O
LSTIOJZ,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LSTIOZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSTJIZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LSTJIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
LSTJZIO,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LSTJZOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
LSTJOIZ,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X
LSTJOZI,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X
LSTZIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
LSTZIOJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,O,O
LSTZJIO,O,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
LSTZJOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
LSTZOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LSTZOJI,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LSTOIZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O
LSTOJIZ,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X
LSTOJZI,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X
LSTOZIJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O
LSTOZJI,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSITJZO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSITJOZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSITZJO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,O
LSITZOJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O
LSITOJZ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LSITOZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSIJTZO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIJZTO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIJZOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIJOZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZTJO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O
LSIZTOJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LSIZJTO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIZJOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LSIOTZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSIOJTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LSJTIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
LSJTZIO,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LSJTZOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
LSJTOIZ,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X
LSJTOZI,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X
LSJITZO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJITOZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJIZTO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJIZOT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJIOZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJZOIT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
LSJOTZI,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
LSJOITZ,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOZTI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOZIT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
LSZTIOJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,O
LSZTJIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LSZTOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LSZTOJI,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSZITJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
LSZITOJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
LSZIJTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZIJOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LSZJTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZJOIT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LSZOTJI,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSZOIJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZOJIT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSOTIZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O
LSOTJIZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSOTJZI,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSOTZIJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O
LSOTZJI,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSOITJZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSOITZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O
LSOIJTZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O
LSOIZJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSOJTZI,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
LSOJITZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LSOJIZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSOJZTI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOZTIJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O
