sequence,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBliBasB8sB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBliBysBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeF7IvhF0cBxdB?3gBSnBOoBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBFnB8sBisB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeU7IvhFRdBSjB?lhB3gBmnBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFGeBTgB?lhB3iB8sBasB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeF7IvhF0cBSjB?3gBRnBmnBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFCeBTgB?lhBXjB2sBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFSjBTgB?lhBmnB3nBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFGeBTgB?lhB3iBysBUsB
JILZOST,O,O,O,X,X,X,X,X,X,X
JILOTSZ,O,O,X,X,X,X,X,X,O,O
JILOTZS,X,O,O,X,X,X,X,X,O,X
JILOSTZ,O,O,O,X,X,X,X,X,O,O
JILOSZT,O,O,O,X,X,X,X,X,X,O
JILOZTS,X,O,O,X,X,X,X,X,O,X
JILOZST,O,O,O,X,X,X,X,X,X,O
JISTLZO,O,O,O,X,X,X,O,X,X,X
JISTLOZ,O,O,O,X,X,X,X,O,X,X
JISTZLO,O,X,O,O,X,X,O,X,X,X
JISTZOL,O,X,O,O,X,X,X,X,X,X
JISTOLZ,O,O,O,X,X,X,O,O,X,X
JISTOZL,O,X,O,O,X,X,O,O,X,X
JISLTZO,O,O,O,X,X,X,O,X,X,X
JISLTOZ,O,O,O,X,X,X,X,O,X,X
JISLZTO,O,O,O,O,X,X,O,X,X,X
JISLZOT,O,O,O,O,X,X,X,X,X,X
JISLOTZ,O,O,O,X,X,X,X,O,X,X
JISLOZT,O,O,O,O,X,X,X,O,X,X
JISZTLO,O,X,O,O,X,X,O,X,X,X
JISZTOL,O,X,O,O,X,X,X,X,X,X
JISZLTO,O,O,O,O,X,X,O,X,X,X
JISZLOT,O,O,O,O,X,X,X,X,X,X
JISZOTL,O,X,O,O,X,X,X,X,X,X
JISZOLT,O,O,X,O,X,X,X,X,X,X
JISOTLZ,O,O,O,X,X,X,O,O,X,X
JISOTZL,O,X,O,O,X,X,O,O,X,X
JISOLTZ,O,O,O,X,X,X,O,O,X,X
JISOLZT,O,O,O,O,X,X,O,O,X,X
JISOZTL,O,X,O,O,X,X,O,O,X,X
JISOZLT,O,O,O,O,X,X,O,O,X,X
JIZTLSO,O,X,O,O,O,X,X,X,X,X
JIZTLOS,O,X,O,X,O,X,X,X,X,X
JIZTSLO,O,X,X,O,O,X,X,X,X,X
JIZTSOL,O,X,X,O,X,X,X,X,X,X
JIZTOLS,O,X,X,O,O,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X
JIZLTSO,O,O,O,O,O,X,X,X,X,X
JIZLTOS,O,O,O,X,O,X,X,X,X,X
JIZLSTO,O,O,O,O,X,X,O,X,X,X
JIZLSOT,O,O,O,O,X,X,X,X,X,X
JIZLOTS,O,O,O,X,X,X,X,X,X,X
JIZLOST,O,O,O,X,X,X,X,X,X,X
JIZSTLO,O,X,O,O,X,X,O,X,X,X
JIZSTOL,O,X,O,O,X,O,X,X,X,X
JIZSLTO,O,O,O,O,X,X,O,X,X,X
JIZSLOT,O,O,O,O,X,X,X,X,X,X
JIZSOTL,O,X,O,O,X,O,X,X,X,X
JIZSOLT,O,O,X,O,X,O,X,X,X,X
JIZOTLS,O,X,X,O,X,X,X,X,X,X
JIZOTSL,O,X,X,O,X,O,X,X,X,X
JIZOLTS,O,X,X,O,X,X,X,X,X,X
JIZOLST,O,X,X,O,X,O,X,X,X,X
JIZOSTL,O,X,X,O,X,O,X,X,X,X
JIZOSLT,O,X,X,O,X,O,X,X,X,X
JIOTLSZ,O,O,O,X,X,X,X,O,O,O
JIOTLZS,X,O,O,X,X,X,X,X,O,X
JIOTSLZ,O,O,O,X,X,X,X,O,O,X
JIOTSZL,O,X,O,O,X,X,X,O,X,X
JIOTZLS,O,X,O,O,X,X,X,X,O,X
JIOTZSL,O,X,X,O,X,O,X,O,X,X
JIOLTSZ,O,O,O,X,X,X,X,O,O,O
JIOLTZS,X,O,O,X,X,X,X,X,O,X
JIOLSTZ,O,O,O,X,X,X,X,O,O,O
JIOLSZT,O,O,O,O,X,X,X,O,X,O
JIOLZTS,O,O,O,O,X,X,X,X,O,X
JIOLZST,O,O,O,O,X,O,X,X,X,O
JIOSTLZ,O,O,O,X,X,X,X,O,O,X
JIOSTZL,O,X,O,O,X,X,X,O,X,X
JIOSLTZ,O,O,O,X,X,X,X,O,O,O
JIOSLZT,O,O,O,O,X,X,X,O,X,O
JIOSZTL,O,X,O,O,X,O,X,O,X,X
JIOSZLT,O,O,O,O,X,O,X,O,X,X
JIOZTLS,O,X,O,O,X,X,X,X,O,X
JIOZTSL,O,X,X,O,X,O,X,O,X,X
JIOZLTS,O,O,O,O,X,X,X,X,O,X
JIOZLST,O,O,O,O,X,O,X,X,X,O
JIOZSTL,O,X,O,O,X,O,X,O,X,X
JIOZSLT,O,O,O,O,X,O,X,O,X,X
JLTISZO,O,O,O,X,O,X,X,X,X,X
JLTISOZ,O,O,O,X,X,X,X,X,X,X
JLTIZSO,X,O,O,X,O,X,X,X,X,X
JLTIZOS,X,O,O,X,O,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,X,X,O,X
JLTIOZS,X,O,O,X,O,X,X,X,O,X
JLTSIZO,O,O,O,X,O,X,X,X,X,X
JLTSIOZ,O,O,O,X,X,X,X,O,X,O
JLTSZIO,X,O,O,X,O,X,X,X,X,X
JLTSZOI,X,O,O,X,O,X,X,O,X,O
JLTSOIZ,O,O,O,X,X,X,X,O,O,O
JLTSOZI,X,O,O,X,X,X,X,O,O,O
JLTZISO,X,O,O,X,O,X,X,X,X,X
JLTZIOS,X,O,O,X,O,X,X,X,X,X
JLTZSIO,X,O,O,X,O,X,X,X,X,X
JLTZSOI,X,O,O,X,O,X,X,X,X,X
JLTZOIS,X,O,O,X,O,X,X,X,O,X
JLTZOSI,X,O,X,X,O,X,X,X,O,X
JLTOISZ,O,O,O,X,X,X,X,O,O,O
JLTOIZS,X,O,O,X,O,X,X,X,O,X
JLTOSIZ,O,O,O,X,X,X,X,O,O,O
JLTOSZI,X,O,O,X,X,X,X,O,O,O
JLTOZIS,X,O,O,X,O,X,X,X,O,X
JLTOZSI,X,O,O,X,O,X,X,X,O,X
JLITSZO,O,O,O,X,O,X,X,X,X,X
JLITSOZ,O,O,O,X,X,X,X,X,X,X
JLITZSO,X,O,O,X,O,X,X,X,X,X
JLITZOS,X,O,O,X,O,X,X,X,X,X
JLITOSZ,X,O,X,X,X,X,X,X,O,X
JLITOZS,X,O,O,X,O,X,X,X,O,X
JLISTZO,O,O,O,X,X,X,O,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,O
JLISZTO,O,O,O,O,X,X,O,X,X,X
JLISZOT,O,O,O,O,X,X,X,X,X,X
JLISOTZ,O,O,O,X,X,X,X,X,X,O
JLISOZT,O,O,O,O,X,X,X,X,X,O
JLIZTSO,O,O,O,O,O,X,X,X,X,X
JLIZTOS,O,O,O,X,O,X,X,X,X,X
JLIZSTO,O,O,O,O,X,X,O,X,X,X
JLIZSOT,O,O,O,O,X,X,X,X,X,X
JLIZOTS,O,O,O,X,X,X,X,X,X,X
JLIZOST,O,O,O,X,X,X,X,X,X,X
JLIOTSZ,O,O,X,X,X,X,X,X,O,O
JLIOTZS,X,O,O,X,X,X,X,X,O,X
JLIOSTZ,O,O,O,X,X,X,X,X,O,O
JLIOSZT,O,O,O,X,X,X,X,X,X,O
JLIOZTS,X,O,O,X,X,X,X,X,O,X
JLIOZST,O,O,O,X,X,X,X,X,X,O
JLSTIZO,O,O,O,X,O,X,O,X,X,X
JLSTIOZ,O,O,O,X,X,X,X,O,X,O
JLSTZIO,X,O,O,X,O,X,O,X,X,X
JLSTZOI,X,O,O,X,O,X,O,O,X,O
JLSTOIZ,O,O,O,X,X,X,X,O,O,O
JLSTOZI,X,O,O,X,X,X,X,O,O,O
JLSITZO,O,O,O,X,X,X,O,X,X,X
JLSITOZ,O,O,O,X,X,X,X,O,X,O
JLSIZTO,O,O,O,O,X,X,O,X,X,X
JLSIZOT,O,O,O,O,X,X,X,X,X,X
JLSIOTZ,O,O,O,X,X,X,X,O,X,O
JLSIOZT,O,O,O,O,X,X,X,O,X,O
JLSZTIO,O,O,O,X,O,X,O,X,X,X
JLSZTOI,O,O,O,X,O,X,O,O,X,O
JLSZITO,O,O,O,X,X,X,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X,O,X,O
JLSZOIT,O,O,O,X,X,X,X,O,X,O
JLSOTIZ,O,O,O,X,X,X,X,O,O,O
JLSOTZI,X,O,O,X,X,X,X,O,O,O
JLSOITZ,O,O,O,X,X,X,X,O,O,O
JLSOIZT,O,O,O,O,X,X,X,O,X,O
JLSOZTI,O,O,O,X,X,X,X,O,X,O
JLSOZIT,O,O,O,X,X,X,X,O,X,O
JLZTISO,O,O,O,O,O,X,X,X,X,X
JLZTIOS,O,O,O,X,O,X,X,X,X,X
JLZTSIO,O,O,O,O,O,X,X,X,X,X
JLZTSOI,O,O,O,O,O,X,X,X,X,X
JLZTOIS,O,O,O,O,O,X,X,X,O,X
JLZTOSI,O,O,X,O,O,X,X,X,O,X
JLZITSO,O,O,O,O,O,X,X,X,X,X
JLZITOS,O,O,O,X,O,X,X,X,X,X
JLZISTO,O,O,O,O,X,X,X,X,X,X
JLZISOT,O,O,O,O,X,X,X,X,X,X
JLZIOTS,O,O,O,X,X,X,X,X,X,X
JLZIOST,O,O,O,X,X,X,X,X,X,X
JLZSTIO,O,O,O,X,O,X,X,X,X,X
JLZSTOI,O,O,O,X,O,O,X,X,X,O
JLZSITO,O,O,O,O,X,X,X,X,X,X
JLZSIOT,O,O,O,O,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,O,X,X,X,O
JLZSOIT,O,O,O,O,X,O,X,X,X,O
JLZOTIS,O,O,O,O,O,X,X,X,O,X
JLZOTSI,O,O,X,O,O,X,X,X,O,X
JLZOITS,O,O,O,O,X,X,X,X,O,X
JLZOIST,O,O,O,O,X,O,X,X,X,O
JLZOSTI,O,O,O,X,X,O,X,X,X,O
JLZOSIT,O,O,O,O,X,O,X,X,X,O
JLOTISZ,O,O,O,X,X,X,X,O,O,O
JLOTIZS,X,O,O,X,O,X,X,X,O,X
JLOTSIZ,O,O,O,X,X,X,X,O,O,O
JLOTSZI,X,O,O,X,X,X,X,O,O,O
JLOTZIS,X,O,O,X,O,X,X,X,O,X
JLOTZSI,X,O,O,X,O,X,X,X,O,X
JLOITSZ,O,O,O,X,X,X,X,O,O,O
JLOITZS,X,O,O,X,X,X,X,X,O,X
JLOISTZ,O,O,O,X,X,X,X,O,O,O
JLOISZT,O,O,O,O,X,X,X,O,X,O
JLOIZTS,O,O,O,O,X,X,X,X,O,X
JLOIZST,O,O,O,O,X,O,X,X,X,O
JLOSTIZ,O,O,O,X,X,X,X,O,O,O
JLOSTZI,X,O,O,X,X,X,X,O,O,O
JLOSITZ,O,O,O,X,X,X,X,O,O,O
JLOSIZT,O,O,O,O,X,X,X,O,X,O
JLOSZTI,O,O,O,X,X,X,X,O,X,O
JLOSZIT,O,O,O,X,X,X,X,O,X,O
JLOZTIS,O,O,O,O,O,X,X,X,O,X
JLOZTSI,O,O,O,O,O,X,X,X,O,X
JLOZITS,O,O,O,O,X,X,X,X,O,X
JLOZIST,O,O,O,O,X,O,X,X,X,O
JLOZSTI,O,O,O,X,X,O,X,X,X,O
JLOZSIT,O,O,O,O,X,O,X,X,X,O
JSTILZO,O,O,O,X,O,X,O,X,X,X
JSTILOZ,O,O,O,X,X,X,X,O,X,X
JSTIZLO,O,X,O,O,O,X,O,X,X,X
JSTIZOL,O,X,O,O,X,X,X,X,X,X
JSTIOLZ,O,O,O,X,X,X,O,O,X,X
JSTIOZL,O,X,O,O,X,X,O,O,X,X
JSTLIZO,X,X,O,X,O,X,O,X,X,X
JSTLIOZ,X,X,O,X,X,X,X,O,X,X
JSTLZIO,X,X,O,X,O,X,O,X,X,X
JSTLZOI,X,X,O,X,O,X,O,O,X,X
JSTLOIZ,X,X,O,X,X,X,X,O,O,X
JSTLOZI,X,X,O,X,X,X,X,O,O,X
JSTZILO,X,X,O,X,O,X,O,X,X,X
JSTZIOL,X,X,O,X,X,X,X,X,X,X
JSTZLIO,X,X,O,X,O,X,O,X,X,X
JSTZLOI,X,X,O,X,O,X,O,O,X,X
JSTZOIL,X,X,O,X,X,X,O,O,X,X
JSTZOLI,X,X,O,X,X,X,O,O,X,X
JSTOILZ,O,O,O,X,X,X,O,O,O,X
JSTOIZL,O,X,O,O,X,X,O,O,X,X
JSTOLIZ,X,X,O,X,X,X,X,O,O,X
JSTOLZI,X,X,O,X,X,X,O,O,O,X
JSTOZIL,X,X,O,X,X,X,O,O,X,X
JSTOZLI,X,X,O,X,X,X,O,O,X,X
JSITLZO,O,O,O,X,X,X,O,X,X,X
JSITLOZ,O,O,O,X,X,X,X,O,X,X
JSITZLO,O,X,O,O,X,X,O,X,X,X
JSITZOL,O,X,O,O,X,X,X,X,X,X
JSITOLZ,O,O,O,X,X,X,O,O,X,X
JSITOZL,O,X,O,O,X,X,O,O,X,X
JSILTZO,O,O,O,X,X,X,O,X,X,X
JSILTOZ,O,O,O,X,X,X,X,O,X,X
JSILZTO,O,O,O,O,X,X,O,X,X,X
JSILZOT,O,O,O,O,X,X,X,X,X,X
JSILOTZ,O,O,O,X,X,X,X,O,X,X
JSILOZT,O,O,O,O,X,X,X,O,X,X
JSIZTLO,O,X,O,O,X,X,O,X,X,X
JSIZTOL,O,X,O,O,X,X,X,X,X,X
JSIZLTO,O,O,O,O,X,X,O,X,X,X
JSIZLOT,O,O,O,O,X,X,X,X,X,X
JSIZOTL,O,X,O,O,X,X,X,X,X,X
JSIZOLT,O,O,X,O,X,X,X,X,X,X
JSIOTLZ,O,O,O,X,X,X,O,O,X,X
JSIOTZL,O,X,O,O,X,X,O,O,X,X
JSIOLTZ,O,O,O,X,X,X,O,O,X,X
JSIOLZT,O,O,O,O,X,X,O,O,X,X
JSIOZTL,O,X,O,O,X,X,O,O,X,X
JSIOZLT,O,O,O,O,X,X,O,O,X,X
JSLTIZO,O,O,O,X,O,X,O,X,X,X
JSLTIOZ,O,O,O,X,X,X,X,O,X,O
JSLTZIO,X,O,O,X,O,X,O,X,X,X
JSLTZOI,X,O,O,X,O,X,O,O,X,O
JSLTOIZ,O,O,O,X,X,X,X,O,O,O
JSLTOZI,X,O,O,X,X,X,X,O,O,O
JSLITZO,O,O,O,X,X,X,O,X,X,X
JSLITOZ,O,O,O,X,X,X,X,O,X,O
JSLIZTO,O,O,O,O,X,X,O,X,X,X
JSLIZOT,O,O,O,O,X,X,X,X,X,X
JSLIOTZ,O,O,O,X,X,X,X,O,X,O
JSLIOZT,O,O,O,O,X,X,X,O,X,O
JSLZTIO,O,O,O,X,O,X,O,X,X,X
JSLZTOI,O,O,O,X,O,X,O,O,X,O
JSLZITO,O,O,O,X,X,X,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X,O,X,O
JSLZOIT,O,O,O,X,X,X,X,O,X,O
JSLOTIZ,O,O,O,X,X,X,X,O,O,O
JSLOTZI,X,O,O,X,X,X,X,O,O,O
JSLOITZ,O,O,O,X,X,X,X,O,O,O
JSLOIZT,O,O,O,O,X,X,X,O,X,O
JSLOZTI,O,O,O,X,X,X,X,O,X,O
JSLOZIT,O,O,O,X,X,X,X,O,X,O
JSZTILO,O,X,O,O,O,X,O,X,X,X
JSZTIOL,O,X,O,O,X,O,X,X,X,X
JSZTLIO,O,X,O,O,O,X,O,X,X,X
JSZTLOI,O,X,O,O,O,O,O,O,X,X
JSZTOIL,O,X,O,O,X,O,O,O,X,X
JSZTOLI,O,X,O,O,X,O,O,O,X,X
JSZITLO,O,X,O,O,X,X,O,X,X,X
JSZITOL,O,X,O,O,X,O,X,X,X,X
JSZILTO,O,O,O,O,X,X,O,X,X,X
JSZILOT,O,O,O,O,X,X,X,X,X,X
JSZIOTL,O,X,O,O,X,O,X,X,X,X
JSZIOLT,O,O,X,O,X,O,X,X,X,X
JSZLTIO,O,X,O,X,O,X,O,X,X,X
JSZLTOI,O,X,O,X,O,O,O,O,X,X
JSZLITO,O,X,O,O,X,X,X,X,X,X
JSZLIOT,O,X,O,O,X,X,X,X,X,X
JSZLOTI,O,X,O,X,X,O,X,O,X,X
JSZLOIT,O,X,O,O,X,O,X,O,X,X
JSZOTIL,O,X,O,O,X,O,O,O,X,X
JSZOTLI,O,X,O,O,X,O,O,O,X,X
JSZOITL,O,X,O,O,X,O,O,O,X,X
JSZOILT,O,O,O,O,X,O,O,O,X,X
JSZOLTI,O,X,O,X,X,O,O,O,X,X
JSZOLIT,O,X,O,O,X,O,X,O,X,X
JSOTILZ,O,O,O,X,X,X,O,O,O,X
JSOTIZL,O,X,O,O,X,X,O,O,X,X
JSOTLIZ,X,X,O,X,X,X,X,O,O,X
JSOTLZI,X,X,O,X,X,X,O,O,O,X
JSOTZIL,X,X,O,X,X,X,O,O,X,X
JSOTZLI,X,X,O,X,X,X,O,O,X,X
JSOITLZ,O,O,O,X,X,X,O,O,O,X
JSOITZL,O,X,O,O,X,X,O,O,X,X
JSOILTZ,O,O,O,X,X,X,O,O,O,O
JSOILZT,O,O,O,O,X,X,O,O,X,O
JSOIZTL,O,X,O,O,X,O,O,O,X,X
JSOIZLT,O,O,O,O,X,O,O,O,X,X
JSOLTIZ,O,O,O,X,X,X,X,O,O,O
JSOLTZI,X,O,O,X,X,X,O,O,O,O
JSOLITZ,O,O,O,X,X,X,X,O,O,O
JSOLIZT,O,O,O,O,X,X,X,O,X,O
JSOLZTI,O,O,O,X,X,X,O,O,X,O
JSOLZIT,O,O,O,X,X,X,X,O,X,O
JSOZTIL,O,X,O,O,X,O,O,O,X,X
JSOZTLI,O,X,O,O,X,O,O,O,X,X
JSOZITL,O,X,O,O,X,O,O,O,X,X
JSOZILT,O,O,O,O,X,O,O,O,X,X
JSOZLTI,O,X,O,X,X,O,O,O,X,X
JSOZLIT,O,X,O,O,X,O,X,O,X,X
JZTILSO,O,X,O,O,O,X,X,X,X,X
JZTILOS,O,X,O,X,O,X,X,X,X,X
JZTISLO,O,X,X,O,O,X,X,X,X,X
JZTISOL,O,X,X,O,X,X,X,X,X,X
JZTIOLS,O,X,X,O,O,X,X,X,X,X
JZTIOSL,O,X,X,O,X,X,X,X,X,X
JZTLISO,O,X,O,O,O,X,X,X,X,X
JZTLIOS,O,X,O,X,O,X,X,X,X,X
JZTLSIO,O,X,O,O,O,X,X,X,X,X
JZTLSOI,O,X,X,O,O,X,X,X,X,X
JZTLOIS,O,X,O,O,O,X,X,X,O,X
JZTLOSI,O,X,X,O,O,X,X,X,O,X
JZTSILO,O,X,X,O,O,X,X,X,X,X
JZTSIOL,O,X,X,O,X,O,X,X,X,X
JZTSLIO,O,X,X,O,O,X,X,X,X,X
JZTSLOI,O,X,X,O,O,O,X,O,X,X
JZTSOIL,O,X,X,O,X,O,X,O,X,X
JZTSOLI,O,X,X,O,X,O,X,O,X,X
JZTOILS,O,X,O,O,O,X,X,X,O,X
JZTOISL,O,X,X,O,O,O,X,O,X,X
JZTOLIS,O,X,O,O,O,X,X,X,O,X
JZTOLSI,O,X,O,O,O,X,X,X,O,X
JZTOSIL,O,X,X,O,O,O,X,O,X,X
JZTOSLI,O,X,X,O,O,O,X,O,X,X
JZITLSO,O,X,O,O,O,X,X,X,X,X
JZITLOS,O,X,O,X,O,X,X,X,X,X
JZITSLO,O,X,X,O,O,X,X,X,X,X
JZITSOL,O,X,X,O,X,X,X,X,X,X
JZITOLS,O,X,X,O,O,X,X,X,X,X
JZITOSL,O,X,X,O,X,X,X,X,X,X
JZILTSO,O,O,O,O,O,X,X,X,X,X
JZILTOS,O,O,O,X,O,X,X,X,X,X
JZILSTO,O,O,O,O,X,X,X,X,X,X
JZILSOT,O,O,O,O,X,X,X,X,X,X
JZILOTS,O,O,O,X,X,X,X,X,X,X
JZILOST,O,O,O,X,X,X,X,X,X,X
JZISTLO,O,X,O,O,X,X,X,X,X,X
JZISTOL,O,X,O,O,X,O,X,X,X,X
JZISLTO,O,O,O,O,X,X,X,X,X,X
JZISLOT,O,O,O,O,X,X,X,X,X,X
JZISOTL,O,X,O,O,X,O,X,X,X,X
JZISOLT,O,O,X,O,X,O,X,X,X,X
JZIOTLS,O,X,X,O,X,X,X,X,X,X
JZIOTSL,O,X,X,O,X,O,X,X,X,X
JZIOLTS,O,X,X,O,X,X,X,X,X,X
JZIOLST,O,X,X,O,X,O,X,X,X,X
JZIOSTL,O,X,X,O,X,O,X,X,X,X
JZIOSLT,O,X,X,O,X,O,X,X,X,X
JZLTISO,O,O,O,O,O,X,X,X,X,X
JZLTIOS,O,O,O,X,O,X,X,X,X,X
JZLTSIO,O,O,O,O,O,X,X,X,X,X
JZLTSOI,O,O,O,O,O,X,X,X,X,X
JZLTOIS,O,O,O,O,O,X,X,X,O,X
JZLTOSI,O,O,X,O,O,X,X,X,O,X
JZLITSO,O,O,O,O,O,X,X,X,X,X
JZLITOS,O,O,O,X,O,X,X,X,X,X
JZLISTO,O,O,O,O,X,X,X,X,X,X
JZLISOT,O,O,O,O,X,X,X,X,X,X
JZLIOTS,O,O,O,X,X,X,X,X,X,X
JZLIOST,O,O,O,X,X,X,X,X,X,X
JZLSTIO,O,O,O,X,O,X,X,X,X,X
JZLSTOI,O,O,O,X,O,O,X,X,X,O
JZLSITO,O,O,O,O,X,X,X,X,X,X
JZLSIOT,O,O,O,O,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,O,X,X,X,O
JZLSOIT,O,O,O,O,X,O,X,X,X,O
JZLOTIS,O,O,O,O,O,X,X,X,O,X
JZLOTSI,O,O,X,O,O,X,X,X,O,X
JZLOITS,O,O,O,O,X,X,X,X,O,X
JZLOIST,O,O,O,O,X,O,X,X,X,O
JZLOSTI,O,O,O,X,X,O,X,X,X,O
JZLOSIT,O,O,O,O,X,O,X,X,X,O
JZSTILO,O,X,O,O,O,X,X,X,X,X
JZSTIOL,O,X,O,O,X,O,X,X,X,X
JZSTLIO,O,X,O,O,O,X,X,X,X,X
JZSTLOI,O,X,O,O,O,O,X,O,X,X
JZSTOIL,O,X,O,O,X,O,X,O,X,X
JZSTOLI,O,X,O,O,X,O,X,O,X,X
JZSITLO,O,X,O,O,X,X,X,X,X,X
JZSITOL,O,X,O,O,X,O,X,X,X,X
JZSILTO,O,O,O,O,X,X,X,X,X,X
JZSILOT,O,O,O,O,X,X,X,X,X,X
JZSIOTL,O,X,O,O,X,O,X,X,X,X
JZSIOLT,O,O,X,O,X,O,X,X,X,X
JZSLTIO,O,X,O,X,O,X,X,X,X,X
JZSLTOI,O,X,O,X,O,O,X,O,X,X
JZSLITO,O,X,O,O,X,X,X,X,X,X
JZSLIOT,O,X,O,O,X,X,X,X,X,X
JZSLOTI,O,X,O,X,X,O,X,O,X,X
JZSLOIT,O,X,O,O,X,O,X,O,X,X
JZSOTIL,O,X,O,O,X,O,X,O,X,X
JZSOTLI,O,X,O,O,X,O,X,O,X,X
JZSOITL,O,X,O,O,X,O,X,O,X,X
JZSOILT,O,O,O,O,X,O,X,O,X,X
JZSOLTI,O,X,O,X,X,O,X,O,X,X
JZSOLIT,O,X,O,O,X,O,X,O,X,X
JZOTILS,O,X,O,O,O,X,X,X,O,X
JZOTISL,O,X,X,O,O,O,X,O,X,X
JZOTLIS,O,X,O,O,O,X,X,X,O,X
JZOTLSI,O,X,O,O,O,X,X,X,O,X
JZOTSIL,O,X,X,O,O,O,X,O,X,X
JZOTSLI,O,X,X,O,O,O,X,O,X,X
JZOITLS,O,X,O,O,O,X,X,X,O,X
JZOITSL,O,X,X,O,O,O,X,O,X,X
JZOILTS,O,O,O,O,O,X,X,X,O,X
JZOILST,O,O,O,O,X,O,X,X,X,O
JZOISTL,O,X,O,O,X,O,X,O,X,X
JZOISLT,O,O,O,O,X,O,X,O,X,X
JZOLTIS,O,O,O,O,O,X,X,X,O,X
JZOLTSI,O,O,O,O,O,X,X,X,O,X
JZOLITS,O,O,O,O,O,X,X,X,O,X
JZOLIST,O,O,O,O,X,O,X,X,X,O
JZOLSTI,O,O,O,X,O,O,X,X,X,O
JZOLSIT,O,O,O,O,X,O,X,X,X,O
JZOSTIL,O,X,O,O,O,O,X,O,X,X
JZOSTLI,O,X,O,O,O,O,X,O,X,X
JZOSITL,O,X,O,O,X,O,X,O,X,X
JZOSILT,O,O,O,O,X,O,X,O,X,X
JZOSLTI,O,X,O,X,O,O,X,O,X,X
JZOSLIT,O,X,O,O,X,O,X,O,X,X
JOTILSZ,O,O,O,X,O,X,X,O,O,O
JOTILZS,X,O,O,X,O,X,X,X,O,X
JOTISLZ,O,O,O,X,O,X,X,O,O,X
JOTISZL,O,X,O,O,O,X,X,O,X,X
JOTIZLS,O,X,O,O,O,X,X,X,O,X
JOTIZSL,O,X,X,O,O,O,X,O,X,X
JOTLISZ,O,O,O,X,O,X,X,O,O,O
JOTLIZS,X,O,O,X,O,X,X,X,O,X
JOTLSIZ,O,O,O,X,O,X,X,O,O,O
JOTLSZI,X,O,O,X,O,X,X,O,O,O
JOTLZIS,X,O,O,X,O,X,X,X,O,X
JOTLZSI,X,O,O,X,O,X,X,X,O,X
JOTSILZ,O,O,O,X,O,X,X,O,O,X
JOTSIZL,O,X,O,O,O,X,X,O,X,X
JOTSLIZ,X,X,O,X,O,X,X,O,O,X
JOTSLZI,X,X,O,X,O,X,X,O,O,X
JOTSZIL,X,X,O,X,O,X,X,O,X,X
JOTSZLI,X,X,O,X,O,X,X,O,X,X
JOTZILS,O,X,O,O,O,X,X,X,O,X
JOTZISL,O,X,X,O,O,O,X,O,X,X
JOTZLIS,O,X,O,O,O,X,X,X,O,X
JOTZLSI,O,X,O,O,O,X,X,X,O,X
JOTZSIL,O,X,X,O,O,O,X,O,X,X
JOTZSLI,O,X,X,O,O,O,X,O,X,X
JOITLSZ,O,O,O,X,O,X,X,O,O,O
JOITLZS,X,O,O,X,O,X,X,X,O,X
JOITSLZ,O,O,O,X,O,X,X,O,O,X
JOITSZL,O,X,O,O,O,X,X,O,X,X
JOITZLS,O,X,O,O,O,X,X,X,O,X
JOITZSL,O,X,X,O,O,O,X,O,X,X
JOILTSZ,O,O,O,X,O,X,X,O,O,O
JOILTZS,X,O,O,X,O,X,X,X,O,X
JOILSTZ,O,O,O,X,X,X,O,O,O,O
JOILSZT,O,O,O,O,X,X,O,O,X,O
JOILZTS,O,O,O,O,O,X,X,X,O,X
JOILZST,O,O,O,O,X,O,O,X,X,O
JOISTLZ,O,O,O,X,X,X,O,O,O,X
JOISTZL,O,X,O,O,X,X,O,O,X,X
JOISLTZ,O,O,O,X,X,X,O,O,O,O
JOISLZT,O,O,O,O,X,X,O,O,X,O
JOISZTL,O,X,O,O,X,O,O,O,X,X
JOISZLT,O,O,O,O,X,O,O,O,X,X
JOIZTLS,O,X,O,O,O,X,X,X,O,X
JOIZTSL,O,X,X,O,O,O,X,O,X,X
