sequence,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBxcB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem6IvhFRcBSiB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBfhB?xcBqmBTiBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFfiB6iB?xfBTfB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFGdBRhB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFfhBxcB?umBcnBTfBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeK/IvhFzaBGdB?RhBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBTdB?3fBxmB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBzbB?CdBxmBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhF0cBTfB?mgBSnBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhFXdBTfB?mgBSnB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Je2/IvhFCcBxhB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFzbB3fB?xmBumBcnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jez7IvhFWiB0kB?xmBikBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeC8IvhFTdB3fB?xmB2pB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFxfB3hB?cnBTfBCnBlpB
LTOZSJI,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
LITJSZO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LITJZSO,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LITJZOS,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X
LITJOSZ,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LITJOZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
LITSJZO,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LITSJOZ,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
LITSZJO,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
LITSZOJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
LITSOJZ,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X
LITSOZJ,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
LITZJSO,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X
LITZJOS,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
LITZSJO,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LITZSOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
LITZOSJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LITOJZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
LITOSJZ,X,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X
LITOSZJ,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
LITOZJS,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LITOZSJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJTSZO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LIJTZSO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LIJTOZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
LIJSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJSTOZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LIJSZTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJSZOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIJSOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIJZTSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIJZTOS,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X
LIJZSTO,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIJZOTS,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LIJOTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LIJOZST,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISTJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LISTJOZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LISTZJO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X
LISTZOJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X
LISTOJZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LISTOZJ,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LISJTZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LISJTOZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LISJZTO,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LISJZOT,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LISJOTZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
LISZTJO,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LISZTOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LISZJTO,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LISZJOT,X,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X
LISZOTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LISZOJT,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
LISOTJZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LISOJTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOJZT,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LISOZTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LISOZJT,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
LIZTJSO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIZTJOS,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
LIZTSJO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X
LIZJSTO,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X
LIZJSOT,X,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
LIZJOTS,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LIZJOST,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LIZSTJO,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSJTO,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O,O
LIZSJOT,X,X,O,O,X,O,X,X,O,X,X,O,X,O,O,X
LIZSOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSOJT,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
LIZOTJS,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LIZOJST,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LIZOSTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOTSZJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LIOTZJS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOSTJZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LIOSJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LIOSZTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LIOSZJT,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
LIOZTJS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOZJST,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOZSTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTISZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJTSZIO,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJTSZOI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTZISO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTZIOS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTZSIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTZSOI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTZOIS,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOSIZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X
LJTOZSI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJITSZO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LJISTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJISTOZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJISZTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJISZOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJISOTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJIZTSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJIZTOS,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LJIZSTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZOTS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSTOIZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSTOZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSITZO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJSITOZ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJSIZTO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJSIZOT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LJSIOTZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LJSZTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LJSZITO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
LJSZOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOTZI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOITZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSOZTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJZTSIO,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZTSOI,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LJZTOIS,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LJZTOSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZITOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJZISTO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZISOT,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZIOST,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LJZSITO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZSOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOIST,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTSIZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZTSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOZIST,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOZSTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LSTIJOZ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LSTIZJO,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X
LSTIZOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X
LSTIOJZ,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LSTIOZJ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
LSTJIZO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LSTJZIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSTJZOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LSTJOIZ,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LSTZIJO,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSTZIOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSTZJOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LSTZOJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
LSTOIJZ,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LSTOIZJ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
LSTOJIZ,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LSTOZIJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LSTOZJI,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
LSITJZO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LSITJOZ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LSITZJO,X,O,O,X,O,X,O,X,X,X,X,X,O,X,O,X
LSITZOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X
LSITOJZ,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LSITOZJ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
LSIJTZO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LSIJTOZ,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LSIJZTO,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LSIJZOT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LSIJOTZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
LSIZTJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIZJTO,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LSIZJOT,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X
LSIZOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIZOJT,O,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LSIOTJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSIOJTZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOJZT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LSIOZTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIOZJT,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LSJTIZO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LSJTZIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSJTZOI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LSJTOIZ,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LSJTOZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LSJITZO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LSJITOZ,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LSJIZTO,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LSJIZOT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LSJIOTZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
LSJZTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LSJZITO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
LSJZOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJOTZI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJOITZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJOIZT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSJOZTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LSZTIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTJIO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LSZTJOI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LSZTOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZTOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZITJO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X
LSZITOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSZIJTO,O,O,O,X,O,O,X,X,X,X,X,O,O,X,O,X
LSZIJOT,O,O,O,X,O,O,X,O,X,X,X,O,O,X,O,X
LSZIOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSZIOJT,O,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LSZJTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
