sequence,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBXgBl?hBcqBerB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFGbB0cB6iBZ?lBVmBzqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF0cB6iBlfB3?gBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFXgBxhBGiBF?mB0qBiqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBlgBGiBa?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBFlBX?mBiqB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF6iB0fBlgB3?hBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBUlBF?mBKqBfrB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFFbBxcBUhBG?iBTlByvB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhF6iBlhBRlBO?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBfmBl?hBUlB2vB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFZhBTgBCiBG?iB0qBFqB
LOTSIJZ,O,O,O,X,O,X,X,X,O,O,X,X
LOTSIZJ,O,O,O,X,X,X,O,X,O,X,X,X
LOTSJIZ,O,O,O,X,O,O,X,X,O,X,X,X
LOTSJZI,O,O,O,X,O,O,O,X,O,X,X,X
LOTSZIJ,O,O,O,X,X,X,O,X,O,X,X,X
LOTSZJI,O,O,O,X,O,X,O,X,O,X,X,X
LOTZIJS,O,O,O,X,X,X,O,X,X,O,X,X
LOTZISJ,X,O,O,X,X,X,O,X,O,X,X,X
LOTZJIS,O,O,O,X,X,X,O,O,O,X,X,X
LOTZJSI,O,O,O,X,O,X,O,O,O,X,X,X
LOTZSIJ,X,O,O,X,X,X,O,X,O,X,O,X
LOTZSJI,O,O,O,X,X,X,O,X,O,X,O,X
LOITJSZ,O,O,O,X,O,X,X,X,X,O,X,X
LOITJZS,O,O,O,X,X,X,X,X,X,O,X,X
LOITSJZ,O,O,O,O,X,X,X,X,X,O,X,X
LOITSZJ,X,O,O,X,X,X,O,X,X,X,X,X
LOITZJS,O,O,O,X,X,X,O,X,X,O,X,X
LOITZSJ,X,O,O,X,X,X,O,X,X,X,X,X
LOIJTSZ,O,O,O,X,O,X,X,X,O,O,X,X
LOIJTZS,O,O,O,X,X,X,X,X,X,O,X,X
LOIJSTZ,O,O,O,X,O,X,X,X,O,X,X,X
LOIJSZT,X,X,O,X,O,X,X,X,O,X,X,X
LOIJZTS,O,X,O,X,X,X,X,X,O,X,X,X
LOIJZST,X,X,O,X,O,X,X,X,O,X,X,X
LOISTJZ,O,O,O,O,O,X,X,X,O,O,X,X
LOISTZJ,O,O,O,X,X,X,O,X,O,X,X,X
LOISJTZ,O,O,X,O,O,X,X,X,O,X,X,X
LOISJZT,O,X,O,O,O,X,X,X,O,X,X,X
LOISZTJ,O,O,O,O,X,X,O,X,O,X,X,X
LOISZJT,O,X,O,O,X,X,X,X,O,X,X,X
LOIZTJS,X,O,O,X,X,X,O,X,X,O,X,X
LOIZTSJ,X,O,O,X,X,X,O,X,O,X,X,X
LOIZJTS,O,X,X,X,X,X,O,X,O,X,X,X
LOIZJST,X,X,X,X,X,X,X,X,O,X,X,X
LOIZSTJ,X,O,O,O,X,X,O,X,O,X,O,X
LOIZSJT,X,X,O,O,X,X,X,X,O,X,O,X
LOJTISZ,O,O,O,X,O,X,X,X,O,O,X,X
LOJTIZS,O,O,O,X,X,X,X,X,X,O,X,X
LOJTSIZ,O,O,O,X,O,O,X,X,O,X,X,X
LOJTSZI,O,O,O,X,O,O,O,X,O,X,X,X
LOJTZIS,O,O,O,X,X,X,O,O,O,X,X,X
LOJTZSI,O,O,O,X,O,X,O,O,O,X,X,X
LOJITSZ,O,O,O,X,O,X,X,X,O,O,X,X
LOJITZS,O,O,O,X,X,X,X,X,X,O,X,X
LOJISTZ,O,O,O,X,O,O,X,X,O,X,X,X
LOJISZT,X,X,O,X,O,X,X,X,O,X,X,X
LOJIZTS,O,X,O,X,X,X,X,X,O,X,X,X
LOJIZST,X,X,O,X,O,X,X,X,O,X,X,X
LOJSTIZ,O,O,O,X,O,O,X,X,O,X,X,X
LOJSTZI,O,O,O,X,O,O,O,X,O,X,X,X
LOJSITZ,O,O,O,X,O,O,X,X,O,X,X,X
LOJSIZT,O,X,O,X,O,X,X,X,O,X,X,X
LOJSZTI,O,O,O,X,O,X,O,X,O,X,X,X
LOJSZIT,O,X,O,X,O,X,X,X,O,X,X,X
LOJZTIS,O,O,O,X,X,X,O,O,O,X,X,X
LOJZTSI,O,O,O,X,O,X,O,O,O,X,X,X
LOJZITS,O,X,O,X,X,X,O,X,O,X,X,X
LOJZIST,X,X,O,X,O,X,X,X,O,X,X,X
LOJZSTI,O,O,O,X,O,X,O,X,O,X,O,X
LOJZSIT,O,X,O,X,O,X,X,X,O,X,O,X
LOSTIJZ,O,O,O,O,O,X,X,X,O,O,X,X
LOSTIZJ,O,O,O,X,X,X,O,X,O,X,X,X
LOSTJIZ,O,O,O,X,O,O,X,X,O,X,X,X
LOSTJZI,O,O,O,X,O,O,O,X,O,X,X,X
LOSTZIJ,O,O,O,X,X,X,O,X,O,X,X,X
LOSTZJI,O,O,O,X,O,X,O,X,O,X,X,X
LOSITJZ,O,O,O,O,O,X,X,X,O,O,X,X
LOSITZJ,O,O,O,X,X,X,O,X,O,X,X,X
LOSIJTZ,O,O,X,O,O,X,X,X,O,X,X,X
LOSIJZT,O,X,O,O,O,X,X,X,O,X,X,X
LOSIZTJ,O,O,O,O,X,X,O,X,O,X,X,X
LOSIZJT,O,X,O,O,X,X,X,X,O,X,X,X
LOSJTIZ,O,O,O,X,O,O,X,X,O,X,X,X
LOSJTZI,O,O,O,X,O,O,O,X,O,X,X,X
LOSJITZ,O,O,O,X,O,O,X,X,O,X,X,X
LOSJIZT,O,X,O,X,O,X,X,X,O,X,X,X
LOSJZTI,O,O,O,X,O,X,O,X,O,X,X,X
LOSJZIT,O,X,O,X,O,X,X,X,O,X,X,X
LOSZTIJ,O,O,O,O,X,X,O,X,O,X,O,O
LOSZTJI,O,O,O,X,O,X,O,X,O,X,O,X
LOSZITJ,O,O,O,O,X,X,O,X,O,X,O,O
LOSZIJT,O,X,O,O,X,X,X,X,O,X,O,O
LOSZJTI,O,O,O,X,O,X,O,X,O,X,O,X
LOSZJIT,O,X,O,X,O,X,X,X,O,X,O,O
LOZTIJS,O,O,O,X,X,X,O,X,X,O,X,X
LOZTISJ,X,O,O,X,X,X,O,X,O,X,X,O
LOZTJIS,O,O,O,X,X,X,O,O,O,X,X,X
LOZTJSI,O,O,O,X,O,X,O,O,O,X,X,X
LOZTSIJ,X,O,O,X,X,X,O,X,O,X,O,O
LOZTSJI,O,O,O,X,X,X,O,X,O,X,O,X
LOZITJS,X,O,O,X,X,X,O,X,X,O,X,X
LOZITSJ,X,O,O,X,X,X,O,X,O,X,X,O
LOZIJTS,O,X,X,X,X,X,O,X,O,X,X,X
LOZIJST,X,X,X,X,X,X,X,X,O,X,X,O
LOZISTJ,X,O,O,O,X,X,O,X,O,X,O,O
LOZISJT,X,X,O,O,X,X,X,X,O,X,O,O
LOZJTIS,O,O,O,X,X,X,O,O,O,X,X,X
LOZJTSI,O,O,O,X,O,X,O,O,O,X,X,X
LOZJITS,O,X,O,X,X,X,O,X,O,X,X,X
LOZJIST,X,X,O,X,O,X,X,X,O,X,X,O
LOZJSTI,O,O,O,X,O,X,O,X,O,X,O,X
LOZJSIT,O,X,O,X,O,X,X,X,O,X,O,O
LOZSTIJ,O,O,O,O,X,X,O,X,O,X,O,O
LOZSTJI,O,O,O,X,O,X,O,X,O,X,O,X
LOZSITJ,O,O,O,O,X,X,O,X,O,X,O,O
LOZSIJT,O,X,O,O,X,X,X,X,O,X,O,O
LOZSJTI,O,O,O,X,O,X,O,X,O,X,O,X
LOZSJIT,O,X,O,X,O,X,X,X,O,X,O,O
JTILSZO,O,O,O,X,O,X,X,X,O,X,X,X
JTILSOZ,O,O,O,X,O,X,X,X,O,O,X,X
JTILZSO,O,O,O,X,X,X,X,O,O,X,X,X
JTILZOS,O,X,O,X,X,X,X,X,X,O,X,X
JTILOSZ,O,X,O,X,O,X,X,X,O,O,X,X
JTILOZS,O,X,O,X,X,X,X,X,X,O,X,X
JTISLZO,O,O,O,X,O,O,X,X,O,X,X,X
JTISLOZ,O,O,O,X,O,O,X,X,O,X,X,X
JTISZLO,O,O,O,X,X,O,X,O,O,X,X,X
JTISZOL,O,O,O,X,X,O,X,O,O,X,X,X
JTISOLZ,O,O,O,O,X,O,X,X,O,X,X,X
JTISOZL,X,O,O,O,X,O,X,X,O,X,X,X
JTIZLSO,O,O,O,X,X,X,X,O,O,X,X,X
JTIZLOS,O,X,O,X,X,X,X,O,X,X,X,X
JTIZSLO,O,O,O,X,X,X,X,O,O,X,X,X
JTIZSOL,O,O,O,X,X,X,X,O,O,X,X,X
JTIZOLS,O,X,O,X,X,X,X,O,X,X,X,X
JTIZOSL,O,X,X,X,X,X,X,O,X,X,X,X
JTIOLSZ,O,X,O,X,O,X,X,X,X,O,X,X
JTIOLZS,O,X,O,X,X,X,X,X,X,O,X,X
JTIOSLZ,O,X,O,O,X,O,X,X,X,X,X,X
JTIOSZL,X,X,O,O,X,O,X,X,X,X,X,X
JTIOZLS,O,X,O,X,X,X,X,O,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,O,X,X,X,X
JTLISZO,O,O,O,X,O,X,X,X,O,X,X,X
JTLISOZ,O,O,O,X,O,X,X,X,O,O,X,X
JTLIZSO,O,O,O,X,X,X,X,O,O,X,X,X
JTLIZOS,O,X,O,X,X,X,X,X,X,O,X,X
JTLIOSZ,O,X,O,X,O,X,X,X,O,O,X,X
JTLIOZS,O,X,O,X,X,X,X,X,X,O,X,X
JTLSIZO,O,O,O,X,O,O,X,X,O,X,X,X
JTLSIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JTLSZIO,O,O,O,X,O,O,X,X,O,X,X,X
JTLSZOI,O,O,O,X,O,O,X,X,O,X,X,X
JTLSOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JTLSOZI,O,O,O,X,O,O,X,X,O,X,X,X
JTLZISO,O,O,O,X,X,X,X,O,O,X,X,X
JTLZIOS,O,X,O,X,X,X,X,O,X,X,X,X
JTLZSIO,O,O,O,X,X,X,X,O,O,X,X,X
JTLZSOI,O,O,O,X,X,X,X,O,O,X,X,X
JTLZOIS,O,X,O,X,X,X,X,O,X,X,X,X
JTLZOSI,O,X,O,X,O,X,X,O,X,X,X,X
JTLOISZ,O,X,O,X,O,X,X,X,O,O,X,X
JTLOIZS,O,X,O,X,X,X,X,X,X,O,X,X
JTLOSIZ,O,X,O,X,O,O,X,X,O,X,X,X
JTLOSZI,O,X,O,X,O,O,X,X,O,X,X,X
JTLOZIS,O,X,O,X,X,X,X,O,O,X,X,X
JTLOZSI,O,X,O,X,O,X,X,O,O,X,X,X
JTSILZO,O,O,O,X,O,O,X,X,O,X,X,X
JTSILOZ,O,O,O,X,O,O,X,X,O,X,X,X
JTSIZLO,O,O,O,X,X,O,X,O,O,X,X,X
JTSIZOL,O,O,O,X,X,O,X,O,O,X,X,X
JTSIOLZ,O,O,O,O,X,O,X,X,O,X,X,X
JTSIOZL,X,O,O,O,X,O,X,X,O,X,X,X
JTSLIZO,O,O,O,X,O,O,X,X,O,X,X,X
JTSLIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JTSLZIO,O,O,O,X,O,O,X,X,O,X,X,X
JTSLZOI,O,O,O,X,O,O,X,X,O,X,X,X
JTSLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JTSLOZI,O,O,O,X,O,O,X,X,O,X,X,X
JTSZILO,O,O,O,X,X,O,X,O,O,X,X,X
JTSZIOL,O,O,O,X,X,O,X,O,O,X,X,X
JTSZLIO,O,O,O,X,X,O,X,O,O,X,X,X
JTSZLOI,O,O,O,X,X,O,X,O,O,X,X,X
JTSZOIL,O,X,O,X,X,O,X,O,O,X,X,X
JTSZOLI,O,O,O,X,X,O,X,O,X,X,X,X
JTSOILZ,O,X,O,O,X,O,X,X,O,X,X,X
JTSOIZL,X,X,O,O,X,O,X,X,O,X,X,X
JTSOLIZ,O,X,O,X,X,O,X,X,X,X,X,X
JTSOLZI,O,O,O,X,X,O,X,X,X,X,X,X
JTSOZIL,O,X,O,X,X,O,X,X,O,X,X,X
JTSOZLI,O,O,O,X,X,O,X,O,X,X,X,X
JTZILSO,O,O,O,X,X,X,X,O,O,X,X,X
JTZILOS,O,X,O,X,X,X,X,O,X,X,X,X
JTZISLO,O,O,O,X,X,X,X,O,O,X,X,X
JTZISOL,O,O,O,X,X,X,X,O,O,X,X,X
JTZIOLS,O,X,O,X,X,X,X,O,X,X,X,X
JTZIOSL,O,X,X,X,X,X,X,O,X,X,X,X
JTZLISO,O,O,O,X,X,X,X,O,O,X,X,X
JTZLIOS,O,X,O,X,X,X,X,O,X,X,X,X
JTZLSIO,O,O,O,X,X,X,X,O,O,X,X,X
JTZLSOI,O,O,O,X,X,X,X,O,O,X,X,X
JTZLOIS,O,X,O,X,X,X,X,O,X,X,X,X
JTZLOSI,O,X,O,X,X,X,X,O,X,X,X,X
JTZSILO,O,O,O,X,X,O,X,O,O,X,X,X
JTZSIOL,O,O,O,X,X,O,X,O,O,X,X,X
JTZSLIO,O,O,O,X,X,O,X,O,O,X,X,X
JTZSLOI,O,O,O,X,X,O,X,O,O,X,X,X
JTZSOIL,O,X,O,X,X,O,X,O,O,X,X,X
JTZSOLI,O,O,O,X,X,O,X,O,X,X,X,X
JTZOILS,O,X,O,X,X,X,X,O,X,X,X,X
JTZOISL,O,X,O,X,X,X,X,O,X,X,X,X
JTZOLIS,O,X,O,X,X,X,X,O,X,X,X,X
JTZOLSI,O,X,O,X,X,X,X,O,X,X,X,X
JTZOSIL,O,X,O,X,X,O,X,O,X,X,X,X
JTZOSLI,O,X,O,X,X,O,X,O,X,X,X,X
JTOILSZ,O,X,O,X,O,X,X,X,X,O,X,X
JTOILZS,O,X,O,X,X,X,X,X,X,O,X,X
JTOISLZ,O,X,O,O,X,O,X,X,X,X,X,X
JTOISZL,X,X,O,O,X,O,X,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,O,X,X,X,X
JTOIZSL,O,X,O,X,X,X,X,O,X,X,X,X
JTOLISZ,O,X,O,X,O,X,X,X,X,O,X,X
JTOLIZS,O,X,O,X,X,X,X,X,X,O,X,X
JTOLSIZ,O,X,O,X,O,O,X,X,X,X,X,X
JTOLSZI,O,X,O,X,O,O,X,X,X,X,X,X
JTOLZIS,O,X,O,X,X,X,X,O,X,X,X,X
JTOLZSI,O,X,O,X,O,X,X,O,X,X,X,X
JTOSILZ,O,X,O,X,X,O,X,X,X,X,X,X
JTOSIZL,X,X,O,X,X,O,X,X,X,X,X,X
JTOSLIZ,O,X,O,X,X,O,X,X,X,X,X,X
JTOSLZI,O,X,O,X,X,O,X,X,X,X,X,X
JTOSZIL,O,X,O,X,X,O,X,X,X,X,X,X
JTOSZLI,O,X,O,X,X,O,X,O,X,X,X,X
JTOZILS,O,X,O,X,X,X,X,O,X,X,X,X
JTOZISL,O,X,O,X,X,X,X,O,X,X,X,X
JTOZLIS,O,X,O,X,X,X,X,O,X,X,X,X
JTOZLSI,O,X,O,X,X,X,X,O,X,X,X,X
JTOZSIL,O,X,O,X,X,O,X,O,X,X,X,X
JTOZSLI,O,X,O,X,X,O,X,O,X,X,X,X
JITLSZO,O,O,O,X,O,X,X,X,O,X,X,X
JITLSOZ,O,O,O,X,O,X,X,X,O,O,X,X
JITLZSO,O,O,O,X,X,X,X,O,O,X,X,X
JITLZOS,O,X,O,X,X,X,X,X,X,O,X,X
JITLOSZ,O,X,X,X,O,X,X,X,O,O,X,X
JITLOZS,O,X,O,X,X,X,X,X,X,O,X,X
JITSLZO,O,O,O,X,O,O,X,X,O,X,X,X
JITSLOZ,O,O,O,X,O,O,X,X,O,X,X,X
JITSZLO,O,O,O,X,X,O,X,O,O,X,X,X
JITSZOL,O,O,O,X,X,O,X,O,O,X,X,X
JITSOLZ,O,O,O,O,X,O,X,X,O,X,X,X
JITSOZL,X,O,O,O,X,O,X,X,O,X,X,X
JITZLSO,O,O,O,X,X,X,X,O,O,X,X,X
JITZLOS,O,X,O,X,X,X,X,O,X,X,X,X
JITZSLO,O,O,O,X,X,X,X,O,O,X,X,X
JITZSOL,O,O,O,X,X,X,X,O,O,X,X,X
JITZOLS,O,X,O,X,X,X,X,O,X,X,X,X
JITZOSL,O,X,X,X,X,X,X,O,X,X,X,X
JITOLSZ,O,X,X,X,O,X,X,X,X,O,X,X
JITOLZS,O,X,O,X,X,X,X,X,X,O,X,X
JITOSLZ,O,X,X,O,X,O,X,X,X,X,X,X
JITOSZL,X,X,X,O,X,O,X,X,X,X,X,X
JITOZLS,O,X,O,X,X,X,X,O,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,O,X,X,X,X
JILTSZO,O,O,O,X,O,X,X,X,O,X,X,X
JILTSOZ,O,O,O,X,O,X,X,X,O,O,X,X
JILTZSO,O,O,O,X,X,X,X,O,O,X,X,X
JILTZOS,O,X,O,X,X,X,X,X,X,O,X,X
JILTOSZ,O,X,X,X,O,X,X,X,O,O,X,X
JILTOZS,O,X,O,X,X,X,X,X,X,O,X,X
JILSTZO,X,O,O,X,O,O,X,X,O,X,X,X
JILSTOZ,O,O,O,X,O,O,X,X,O,X,X,X
JILSZTO,X,O,O,X,O,X,X,X,O,X,X,X
JILSZOT,X,X,O,X,O,X,X,X,O,X,X,X
JILSOTZ,O,O,X,X,O,O,X,X,O,X,X,X
JILSOZT,X,X,O,X,O,X,X,X,O,X,X,X
JILZTSO,O,X,O,X,X,X,X,X,O,X,X,X
JILZTOS,O,X,O,X,X,X,X,X,X,X,X,X
JILZSTO,O,X,O,X,O,X,X,X,O,X,X,X
JILZSOT,O,X,O,X,O,X,X,X,O,X,X,X
JILZOTS,O,X,O,X,X,X,X,X,X,X,X,X
JILZOST,X,X,O,X,O,X,X,X,O,X,X,X
JILOTSZ,O,O,O,X,O,X,X,X,O,O,X,X
JILOTZS,O,O,O,X,X,X,X,X,X,O,X,X
JILOSTZ,O,O,O,X,O,O,X,X,O,X,X,X
JILOSZT,X,X,O,X,O,X,X,X,O,X,X,X
JILOZTS,O,X,O,X,X,X,X,X,O,X,X,X
JILOZST,X,X,O,X,O,X,X,X,O,X,X,X
JISTLZO,X,O,O,X,O,O,X,X,O,X,X,X
JISTLOZ,O,O,O,X,O,O,X,X,O,X,X,X
JISTZLO,X,O,O,X,X,O,X,O,O,X,X,X
JISTZOL,X,O,O,X,X,O,X,O,O,X,X,X
JISTOLZ,O,O,O,X,X,O,X,X,O,X,X,X
JISTOZL,X,O,O,X,X,O,X,X,O,X,X,X
JISLTZO,X,O,O,X,O,O,X,X,O,X,X,X
JISLTOZ,O,O,O,X,O,O,X,X,O,X,X,X
JISLZTO,X,O,O,X,O,X,X,X,O,X,X,X
JISLZOT,X,X,O,X,O,X,X,X,O,X,X,X
JISLOTZ,O,O,X,X,O,O,X,X,O,X,X,X
JISLOZT,X,X,O,X,O,X,X,X,O,X,X,X
JISZTLO,X,O,O,X,X,O,X,X,O,X,X,X
JISZTOL,X,O,O,X,X,O,X,X,O,X,X,X
JISZLTO,X,O,O,X,O,X,X,X,O,X,X,X
JISZLOT,X,X,O,X,O,X,X,X,O,X,X,X
JISZOTL,X,X,X,X,X,O,X,X,O,X,X,X
JISZOLT,X,X,O,X,X,X,X,X,O,X,X,X
JISOTLZ,O,O,X,O,X,O,X,X,O,X,X,X
JISOTZL,X,O,X,O,X,O,X,X,O,X,X,X
JISOLTZ,O,O,X,O,O,O,X,X,O,X,X,X
JISOLZT,X,X,O,O,O,X,X,X,O,X,X,X
JISOZTL,X,X,X,O,X,O,X,X,O,X,X,X
JISOZLT,X,X,O,O,X,X,X,X,O,X,X,X
JIZTLSO,O,X,O,X,X,X,X,O,O,X,X,X
JIZTLOS,O,X,O,X,X,X,X,O,X,X,X,X
JIZTSLO,O,X,O,X,X,X,X,O,O,X,X,X
JIZTSOL,O,X,O,X,X,X,X,O,O,X,X,X
JIZTOLS,O,X,O,X,X,X,X,O,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,O,X,X,X,X
JIZLTSO,O,X,O,X,X,X,X,X,O,X,X,X
JIZLTOS,O,X,O,X,X,X,X,X,X,X,X,X
JIZLSTO,O,X,O,X,O,X,X,X,O,X,X,X
JIZLSOT,O,X,O,X,O,X,X,X,O,X,X,X
JIZLOTS,O,X,O,X,X,X,X,X,X,X,X,X
JIZLOST,X,X,O,X,O,X,X,X,O,X,X,X
JIZSTLO,O,X,O,X,X,O,X,X,O,X,X,X
JIZSTOL,O,X,O,X,X,O,X,X,O,X,X,X
JIZSLTO,O,X,O,X,O,X,X,X,O,X,X,X
JIZSLOT,O,X,O,X,O,X,X,X,O,X,X,X
JIZSOTL,O,X,X,O,X,O,X,X,O,X,X,X
JIZSOLT,O,X,O,O,X,X,X,X,O,X,X,X
JIZOTLS,O,X,O,X,X,X,X,O,X,X,X,X
JIZOTSL,O,X,O,X,X,X,X,X,X,X,X,X
JIZOLTS,O,X,O,X,X,X,X,X,X,X,X,X
JIZOLST,X,X,O,X,O,X,X,X,O,X,X,X
JIZOSTL,X,X,O,O,X,O,X,X,O,X,X,X
JIZOSLT,X,X,O,O,X,X,X,X,O,X,X,X
JIOTLSZ,O,O,O,X,O,X,X,X,X,O,X,X
JIOTLZS,O,O,O,X,X,X,X,X,X,O,X,X
JIOTSLZ,O,O,O,O,X,O,X,X,X,X,X,X
JIOTSZL,X,O,O,O,X,O,X,X,X,X,X,X
JIOTZLS,O,O,O,X,X,X,X,O,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X,O,X,X,X,X
JIOLTSZ,O,O,O,X,O,X,X,X,O,O,X,X
JIOLTZS,O,O,O,X,X,X,X,X,X,O,X,X
JIOLSTZ,O,O,O,X,O,O,X,X,O,X,X,X
JIOLSZT,X,X,O,X,O,X,X,X,O,X,X,X
JIOLZTS,O,X,O,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,O,X,O,X,X,X,O,X,X,X
JIOSTLZ,O,O,O,O,X,O,X,X,O,X,X,X
JIOSTZL,X,O,O,O,X,O,X,X,O,X,X,X
JIOSLTZ,O,O,O,O,O,O,X,X,O,X,X,X
JIOSLZT,X,X,O,O,O,X,X,X,O,X,X,X
JIOSZTL,X,X,O,O,X,O,X,X,O,X,X,X
JIOSZLT,X,X,O,O,X,X,X,X,O,X,X,X
JIOZTLS,O,X,O,X,X,X,X,O,X,X,X,X
JIOZTSL,O,X,O,X,X,X,X,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,O,X,O,X,X,X,O,X,X,X
JIOZSTL,X,X,O,O,X,O,X,X,O,X,X,X
JIOZSLT,X,X,O,O,X,X,X,X,O,X,X,X
JLTISZO,O,O,O,X,O,X,X,X,O,X,X,X
JLTISOZ,O,O,O,X,O,X,X,X,O,O,X,X
JLTIZSO,O,O,O,X,X,X,X,O,O,X,X,X
JLTIZOS,O,X,O,X,X,X,X,X,X,O,X,X
JLTIOSZ,O,X,O,X,O,X,X,X,O,O,X,X
JLTIOZS,O,X,O,X,X,X,X,X,X,O,X,X
JLTSIZO,O,O,O,X,O,O,X,X,O,X,X,X
JLTSIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JLTSZIO,O,O,O,X,O,O,X,X,O,X,X,X
JLTSZOI,O,O,O,X,O,O,X,X,O,X,X,X
JLTSOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JLTSOZI,O,O,O,X,O,O,X,X,O,X,X,X
JLTZISO,O,O,O,X,X,X,X,O,O,X,X,X
JLTZIOS,O,X,O,X,X,X,X,O,X,X,X,X
JLTZSIO,O,O,O,X,X,X,X,O,O,X,X,X
JLTZSOI,O,O,O,X,X,X,X,O,O,X,X,X
JLTZOIS,O,X,O,X,X,X,X,O,X,X,X,X
JLTZOSI,O,X,O,X,O,X,X,O,X,X,X,X
JLTOISZ,O,X,O,X,O,X,X,X,O,O,X,X
JLTOIZS,O,X,O,X,X,X,X,X,X,O,X,X
JLTOSIZ,O,X,O,X,O,O,X,X,O,X,X,X
JLTOSZI,O,X,O,X,O,O,X,X,O,X,X,X
JLTOZIS,O,X,O,X,X,X,X,O,O,X,X,X
JLTOZSI,O,X,O,X,O,X,X,O,O,X,X,X
JLITSZO,O,O,O,X,O,X,X,X,O,X,X,X
JLITSOZ,O,O,O,X,O,X,X,X,O,O,X,X
JLITZSO,O,O,O,X,X,X,X,O,O,X,X,X
JLITZOS,O,X,O,X,X,X,X,X,X,O,X,X
JLITOSZ,O,X,X,X,O,X,X,X,O,O,X,X
JLITOZS,O,X,O,X,X,X,X,X,X,O,X,X
JLISTZO,X,O,O,X,O,O,X,X,O,X,X,X
JLISTOZ,O,O,O,X,O,O,X,X,O,X,X,X
JLISZTO,X,O,O,X,O,X,X,X,O,X,X,X
JLISZOT,X,X,O,X,O,X,X,X,O,X,X,X
JLISOTZ,O,O,X,X,O,O,X,X,O,X,X,X
JLISOZT,X,X,O,X,O,X,X,X,O,X,X,X
JLIZTSO,O,X,O,X,X,X,X,X,O,X,X,X
JLIZTOS,O,X,O,X,X,X,X,X,X,X,X,X
JLIZSTO,O,X,O,X,O,X,X,X,O,X,X,X
JLIZSOT,O,X,O,X,O,X,X,X,O,X,X,X
JLIZOTS,O,X,O,X,X,X,X,X,X,X,X,X
JLIZOST,X,X,O,X,O,X,X,X,O,X,X,X
JLIOTSZ,O,O,O,X,O,X,X,X,O,O,X,X
JLIOTZS,O,O,O,X,X,X,X,X,X,O,X,X
JLIOSTZ,O,O,O,X,O,O,X,X,O,X,X,X
JLIOSZT,X,X,O,X,O,X,X,X,O,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,O,X,X,X
JLIOZST,X,X,O,X,O,X,X,X,O,X,X,X
JLSTIZO,O,O,O,X,O,O,X,X,O,X,X,X
JLSTIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JLSTZIO,O,O,O,X,O,O,O,X,O,X,X,X
JLSTZOI,O,O,O,X,O,O,O,X,O,X,X,X
JLSTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JLSTOZI,O,O,O,X,O,O,X,X,O,X,X,X
JLSITZO,X,O,O,X,O,O,X,X,O,X,X,X
JLSITOZ,O,O,O,X,O,O,X,X,O,X,X,X
JLSIZTO,X,O,O,X,O,X,X,X,O,X,X,X
JLSIZOT,X,X,O,X,O,X,X,X,O,X,X,X
JLSIOTZ,O,O,X,X,O,O,X,X,O,X,X,X
JLSIOZT,O,X,O,X,O,X,X,X,O,X,X,X
JLSZTIO,O,O,O,X,O,X,O,X,O,X,X,X
JLSZTOI,O,O,O,X,O,X,O,X,O,X,X,X
JLSZITO,O,O,O,X,O,X,X,X,O,X,X,X
JLSZIOT,O,X,O,X,O,X,X,X,O,X,X,O
JLSZOTI,O,O,O,X,O,X,X,X,O,X,X,X
JLSZOIT,O,X,O,X,O,X,X,X,O,X,X,O
JLSOTIZ,O,O,O,X,O,O,X,X,O,X,X,X
JLSOTZI,O,O,O,X,O,O,O,X,O,X,X,X
JLSOITZ,O,O,O,X,O,O,X,X,O,X,X,X
JLSOIZT,O,X,O,X,O,X,X,X,O,X,X,X
