sequence,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFufBcgB?icBzdBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBmdB?XgBlhBcnBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBzdB?XgBFnBOrB8rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdBOkB?RhB0fBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRdB?fnBliBikBUrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdB0fB?RhBOkBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jex6IvhFOkBXgB?0hBliBinBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFGbBFdB?8iBzfBfnBKrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRiB?fnBliBikBUrB
LZOSJTI,X,X,X,X,O,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,O,X,X,X,X,O
LOTIJZS,O,X,X,O,X,O,X,X,X
LOTISJZ,X,X,O,O,X,X,X,X,X
LOTISZJ,O,X,O,X,X,O,X,X,X
LOTIZJS,O,X,X,O,X,O,X,X,X
LOTIZSJ,O,X,X,X,X,O,X,X,X
LOTJISZ,X,X,X,O,X,X,X,X,O
LOTJIZS,O,X,X,O,X,X,X,X,X
LOTJSIZ,X,X,X,X,O,X,X,X,X
LOTJSZI,X,X,X,X,O,X,X,X,X
LOTJZIS,O,X,X,X,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,O,X,X,X,X
LOTSIZJ,O,X,O,X,O,X,X,X,X
LOTSJIZ,X,X,O,X,O,X,X,X,X
LOTSJZI,X,X,X,X,O,X,X,X,X
LOTSZIJ,O,X,O,X,O,X,X,X,X
LOTSZJI,O,X,X,X,O,X,X,X,X
LOTZIJS,O,X,X,X,X,O,X,X,X
LOTZISJ,O,X,X,X,X,O,X,X,X
LOTZJIS,O,X,X,X,X,X,X,X,X
LOTZJSI,O,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,X,X,X,X
LOTZSJI,O,X,X,X,X,X,X,X,X
LOITJSZ,X,X,X,O,X,X,X,X,O
LOITJZS,O,X,X,O,X,X,X,X,X
LOITSJZ,X,X,O,X,X,X,X,X,X
LOITSZJ,O,X,O,X,X,X,X,X,X
LOITZJS,O,X,X,X,X,O,X,X,X
LOITZSJ,O,X,X,X,X,O,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X,O
LOIJTZS,X,X,X,O,X,X,X,X,X
LOIJSTZ,X,X,X,O,O,X,X,X,O
LOIJSZT,X,X,X,O,X,X,X,X,O
LOIJZTS,O,X,X,O,X,O,X,X,X
LOIJZST,O,X,X,O,X,O,X,X,O
LOISTJZ,X,X,O,X,O,X,X,X,X
LOISTZJ,X,X,O,X,O,X,X,X,X
LOISJTZ,X,X,O,O,O,X,X,X,O
LOISJZT,X,X,X,O,X,X,X,X,O
LOISZTJ,X,X,O,X,X,O,X,O,X
LOISZJT,O,X,X,X,X,O,X,O,X
LOIZTJS,O,X,X,X,X,O,X,X,X
LOIZTSJ,O,X,X,X,X,O,X,X,X
LOIZJTS,O,X,X,O,X,O,X,X,X
LOIZJST,O,X,X,O,X,O,X,X,O
LOIZSTJ,X,X,X,X,X,O,X,O,X
LOIZSJT,O,X,X,X,X,O,X,O,X
LOJTISZ,X,X,X,O,X,X,X,X,O
LOJTIZS,X,X,X,O,X,X,X,X,X
LOJTSIZ,X,X,X,X,O,X,X,X,X
LOJTSZI,X,X,X,X,O,X,X,X,X
LOJTZIS,X,X,X,X,X,X,X,X,X
LOJTZSI,X,X,X,X,X,X,X,X,X
LOJITSZ,X,X,X,O,X,X,X,X,O
LOJITZS,X,X,X,O,X,X,X,X,X
LOJISTZ,X,X,X,O,O,X,X,X,O
LOJISZT,X,X,X,O,X,X,X,X,O
LOJIZTS,O,X,X,O,X,X,X,X,X
LOJIZST,O,X,X,O,X,X,X,X,O
LOJSTIZ,X,X,X,X,O,X,X,X,X
LOJSTZI,X,X,X,X,O,X,X,X,X
LOJSITZ,X,X,X,X,O,X,X,X,O
LOJSIZT,X,X,X,X,X,X,X,X,O
LOJSZTI,X,X,X,X,O,X,X,X,X
LOJSZIT,X,X,X,X,X,X,X,X,X
LOJZTIS,O,X,X,X,X,X,X,X,X
LOJZTSI,X,X,X,X,X,X,X,X,X
LOJZITS,O,X,X,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,O
LOJZSTI,X,X,X,X,O,X,X,X,X
LOJZSIT,O,X,X,X,X,X,X,X,X
LOSTIJZ,X,X,O,X,O,X,X,X,X
LOSTIZJ,X,X,O,X,O,X,X,X,X
LOSTJIZ,X,X,O,X,O,X,X,X,X
LOSTJZI,X,X,X,X,O,X,X,X,X
LOSTZIJ,X,X,O,X,O,X,X,X,X
LOSTZJI,X,X,X,X,O,X,X,X,X
LOSITJZ,X,X,O,X,O,X,X,X,X
LOSITZJ,X,X,O,X,O,X,X,X,X
LOSIJTZ,X,X,O,X,O,X,X,X,O
LOSIJZT,X,X,X,X,X,X,X,X,O
LOSIZTJ,X,X,O,X,X,X,X,O,X
LOSIZJT,O,X,X,X,X,X,X,O,X
LOSJTIZ,X,X,O,X,O,X,X,X,X
LOSJTZI,X,X,X,X,O,X,X,X,X
LOSJITZ,X,X,O,X,O,X,X,X,O
LOSJIZT,X,X,X,X,X,X,X,X,O
LOSJZTI,X,X,X,X,O,X,X,X,X
LOSJZIT,X,X,X,X,X,X,X,X,X
LOSZTIJ,X,X,O,X,O,X,X,O,X
LOSZTJI,X,X,X,X,O,X,X,X,X
LOSZITJ,X,X,O,X,X,X,X,O,X
LOSZIJT,O,X,X,X,X,X,X,O,X
LOSZJTI,X,X,X,X,O,X,X,X,X
LOSZJIT,O,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,X,X,O,X,X,X
LOZTISJ,O,X,X,X,X,O,X,X,X
LOZTJIS,O,X,X,X,X,X,X,X,X
LOZTJSI,O,X,X,X,X,X,X,X,X
LOZTSIJ,O,X,X,X,X,X,X,X,X
LOZTSJI,O,X,X,X,X,X,X,X,X
LOZITJS,O,X,X,X,X,O,X,X,X
LOZITSJ,O,X,X,X,X,O,X,X,X
LOZIJTS,O,X,X,X,X,O,X,X,X
LOZIJST,O,X,X,X,X,O,X,X,O
LOZISTJ,X,X,X,X,X,O,X,O,X
LOZISJT,O,X,X,X,X,O,X,O,X
LOZJTIS,O,X,X,X,X,X,X,X,X
LOZJTSI,O,X,X,X,X,X,X,X,X
LOZJITS,O,X,X,X,X,O,X,X,X
LOZJIST,O,X,X,X,X,O,X,X,O
LOZJSTI,X,X,X,X,O,X,X,X,X
LOZJSIT,O,X,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,X,O,X,X,O,X
LOZSTJI,X,X,X,X,O,X,X,X,X
LOZSITJ,X,X,X,X,X,O,X,O,X
LOZSIJT,O,X,X,X,X,O,X,O,X
LOZSJTI,X,X,X,X,O,X,X,X,X
LOZSJIT,O,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,O,X,X,X,X,X
JTILZSO,O,X,X,X,X,X,X,X,X
JTILZOS,O,X,X,O,X,O,X,X,X
JTILOSZ,X,X,X,O,X,X,X,X,O
JTILOZS,O,X,X,O,X,O,X,X,X
JTISLZO,X,O,O,X,X,X,O,X,X
JTISLOZ,X,X,O,O,X,X,X,X,X
JTISZLO,X,O,O,X,X,X,O,X,X
JTISZOL,X,O,O,X,X,X,O,X,X
JTISOLZ,X,X,O,O,X,X,X,X,X
JTISOZL,X,X,O,X,X,X,O,X,X
JTIZLSO,O,O,X,X,X,X,X,X,X
JTIZLOS,O,X,X,O,X,O,X,X,X
JTIZSLO,O,O,X,X,X,X,O,X,X
JTIZSOL,O,O,X,X,X,X,O,X,X
JTIZOLS,O,X,X,O,X,O,X,X,X
JTIZOSL,O,O,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,X,X,X,X,X
JTIOLZS,O,X,X,O,X,O,X,X,X
JTIOSLZ,X,X,O,O,X,X,X,X,X
JTIOSZL,X,X,O,X,X,X,X,X,X
JTIOZLS,O,X,X,O,X,O,X,X,X
JTIOZSL,O,X,X,X,X,X,X,X,X
JTLISZO,X,X,X,X,X,X,X,X,X
JTLISOZ,X,X,X,O,X,X,X,X,X
JTLIZSO,O,X,X,X,X,X,X,X,X
JTLIZOS,O,X,X,O,X,X,X,X,X
JTLIOSZ,X,X,X,O,X,X,X,X,O
JTLIOZS,O,X,X,O,X,X,X,X,X
JTLSIZO,X,X,X,X,O,X,O,X,X
JTLSIOZ,X,X,X,X,O,X,X,X,X
JTLSZIO,X,X,X,X,O,X,O,X,X
JTLSZOI,X,X,X,X,O,X,O,X,X
JTLSOIZ,X,X,X,X,O,X,X,X,X
JTLSOZI,X,X,X,X,O,X,X,X,X
JTLZISO,O,X,X,X,X,X,X,X,X
JTLZIOS,O,X,X,X,X,X,X,X,X
JTLZSIO,O,X,X,X,X,X,O,X,X
JTLZSOI,O,X,X,X,X,X,O,X,X
JTLZOIS,O,X,X,X,X,X,X,X,X
JTLZOSI,O,X,X,X,X,X,X,X,X
JTLOISZ,X,X,X,O,X,X,X,X,O
JTLOIZS,O,X,X,O,X,X,X,X,X
JTLOSIZ,X,X,X,X,O,X,X,X,X
JTLOSZI,X,X,X,X,O,X,X,X,X
JTLOZIS,O,X,X,X,X,X,X,X,X
JTLOZSI,O,X,X,X,X,X,X,X,X
JTSILZO,X,O,O,X,O,X,O,X,X
JTSILOZ,X,X,O,O,O,X,X,X,X
JTSIZLO,X,O,O,X,O,X,O,X,X
JTSIZOL,X,O,O,X,X,X,O,X,X
JTSIOLZ,X,X,O,O,O,X,X,X,X
JTSIOZL,X,X,O,X,X,X,O,X,X
JTSLIZO,X,O,O,X,O,X,O,X,X
JTSLIOZ,X,X,O,X,O,X,X,X,X
JTSLZIO,X,O,X,X,O,X,O,X,X
JTSLZOI,X,O,X,X,O,X,O,X,X
JTSLOIZ,X,X,O,X,O,X,X,X,X
JTSLOZI,X,X,X,X,O,X,X,X,X
JTSZILO,X,O,X,X,O,X,O,X,X
JTSZIOL,X,O,X,X,X,X,O,X,X
JTSZLIO,X,O,X,X,O,X,O,X,X
JTSZLOI,X,O,X,X,O,X,O,X,X
JTSZOIL,X,O,X,X,X,X,O,X,X
JTSZOLI,X,O,X,X,X,X,O,X,X
JTSOILZ,X,X,O,O,O,X,X,X,X
JTSOIZL,X,X,O,X,X,X,O,X,X
JTSOLIZ,X,X,O,X,O,X,X,X,X
JTSOLZI,X,X,X,X,O,X,X,X,X
JTSOZIL,X,X,X,X,X,X,O,X,X
JTSOZLI,X,X,X,X,X,X,O,X,X
JTZILSO,O,O,X,X,X,X,X,X,X
JTZILOS,O,X,X,O,X,O,X,X,X
JTZISLO,O,O,X,X,X,X,O,X,X
JTZISOL,O,O,X,X,X,X,O,X,X
JTZIOLS,O,X,X,O,X,O,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X,X
JTZLISO,O,O,X,X,X,X,X,X,X
JTZLIOS,O,X,X,X,X,O,X,X,X
JTZLSIO,O,O,X,X,X,X,O,X,X
JTZLSOI,O,O,X,X,X,X,O,X,X
JTZLOIS,O,X,X,X,X,X,X,X,X
JTZLOSI,O,X,X,X,X,X,X,X,X
JTZSILO,O,O,X,X,X,X,O,X,X
JTZSIOL,O,O,X,X,X,X,O,X,X
JTZSLIO,O,O,X,X,X,X,O,X,X
JTZSLOI,O,O,X,X,X,X,O,X,X
JTZSOIL,O,O,X,X,X,X,O,X,X
JTZSOLI,O,O,X,X,X,X,O,X,X
JTZOILS,O,X,X,O,X,O,X,X,X
JTZOISL,O,O,X,X,X,X,X,X,X
JTZOLIS,O,X,X,X,X,X,X,X,X
JTZOLSI,O,X,X,X,X,X,X,X,X
JTZOSIL,O,O,X,X,X,X,O,X,X
JTZOSLI,O,O,X,X,X,X,O,X,X
JTOILSZ,X,X,X,O,X,X,X,X,X
JTOILZS,O,X,X,O,X,O,X,X,X
JTOISLZ,X,X,O,O,X,X,X,X,X
JTOISZL,X,X,O,X,X,X,X,X,X
JTOIZLS,O,X,X,O,X,O,X,X,X
JTOIZSL,O,X,X,X,X,X,X,X,X
JTOLISZ,X,X,X,O,X,X,X,X,X
JTOLIZS,O,X,X,O,X,X,X,X,X
JTOLSIZ,X,X,X,X,X,X,X,X,X
JTOLSZI,X,X,X,X,X,X,X,X,X
JTOLZIS,O,X,X,X,X,X,X,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X
JTOSILZ,X,X,O,O,X,X,X,X,X
JTOSIZL,X,X,O,X,X,X,O,X,X
JTOSLIZ,X,X,O,X,X,X,X,X,X
JTOSLZI,X,X,X,X,X,X,X,X,X
JTOSZIL,X,X,X,X,X,X,O,X,X
JTOSZLI,X,X,X,X,X,X,O,X,X
JTOZILS,O,X,X,O,X,O,X,X,X
JTOZISL,O,X,X,X,X,X,X,X,X
JTOZLIS,O,X,X,X,X,X,X,X,X
JTOZLSI,O,X,X,X,X,X,X,X,X
JTOZSIL,O,X,X,X,X,X,O,X,X
JTOZSLI,O,X,X,X,X,X,O,X,X
JITLSZO,X,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,O,X,X,X,X,X
JITLZSO,O,X,X,X,X,X,X,X,X
JITLZOS,O,X,X,O,X,X,X,X,X
JITLOSZ,X,X,X,O,X,X,X,X,O
JITLOZS,O,X,X,O,X,X,X,X,X
JITSLZO,X,O,O,X,X,X,O,X,X
JITSLOZ,X,X,O,O,X,X,X,X,X
JITSZLO,X,O,O,X,X,X,O,X,X
JITSZOL,X,O,O,X,X,X,O,X,X
JITSOLZ,X,X,O,O,X,X,X,X,X
JITSOZL,X,X,O,X,X,X,O,X,X
JITZLSO,O,O,X,X,X,X,X,X,X
JITZLOS,O,X,X,O,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,O,X,X
JITZSOL,O,O,X,X,X,X,O,X,X
JITZOLS,O,X,X,O,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X,X
JITOLSZ,X,X,X,O,X,X,X,X,X
JITOLZS,O,X,X,O,X,X,X,X,X
JITOSLZ,X,X,O,O,X,X,X,X,X
JITOSZL,X,X,O,X,X,X,X,X,X
JITOZLS,O,X,X,O,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,X,X
JILTSZO,X,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,X,X,X,X,X
JILTZSO,O,X,X,X,X,X,X,X,X
JILTZOS,O,X,X,X,X,X,X,X,X
JILTOSZ,X,X,X,O,X,X,X,X,O
JILTOZS,O,X,X,O,X,X,X,X,X
JILSTZO,X,O,X,X,O,X,X,X,X
JILSTOZ,X,X,X,X,O,X,X,X,X
JILSZTO,X,O,X,X,X,X,X,X,X
JILSZOT,X,O,X,X,X,X,X,X,X
JILSOTZ,X,X,X,O,O,X,X,X,O
JILSOZT,X,O,X,O,X,X,X,X,O
JILZTSO,O,O,X,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X,X,X
JILZSTO,O,O,X,X,X,X,X,X,X
JILZSOT,O,O,X,X,X,X,X,X,X
JILZOTS,O,X,X,O,X,O,X,X,X
JILZOST,O,X,X,O,X,O,X,X,O
JILOTSZ,X,X,X,O,X,X,X,X,O
JILOTZS,X,X,X,O,X,X,X,X,X
JILOSTZ,X,X,X,O,O,X,X,X,O
JILOSZT,X,X,X,O,X,X,X,X,O
JILOZTS,O,X,X,O,X,O,X,X,X
JILOZST,O,X,X,O,X,O,X,X,O
JISTLZO,X,O,O,X,O,X,O,X,X
JISTLOZ,X,X,O,X,O,X,X,X,X
JISTZLO,X,O,O,X,O,X,O,X,X
JISTZOL,X,O,O,X,X,X,O,X,X
JISTOLZ,X,X,O,X,O,X,X,X,X
JISTOZL,X,X,O,X,X,X,O,X,X
JISLTZO,X,O,O,X,O,X,O,X,X
JISLTOZ,X,X,O,X,O,X,X,X,X
JISLZTO,X,O,X,X,X,X,O,X,X
JISLZOT,X,O,X,X,X,X,X,X,X
JISLOTZ,X,X,O,O,O,X,X,X,O
JISLOZT,X,O,X,O,X,X,X,X,O
JISZTLO,X,O,X,X,X,X,O,X,X
JISZTOL,X,O,X,X,X,X,O,O,X
JISZLTO,X,O,X,X,X,X,O,X,X
JISZLOT,X,O,X,X,X,X,X,X,X
JISZOTL,X,O,X,X,X,X,O,O,X
JISZOLT,X,O,X,X,X,X,X,O,X
JISOTLZ,X,X,O,X,X,X,X,X,X
JISOTZL,X,X,O,X,X,X,O,X,X
JISOLTZ,X,X,O,O,X,X,X,X,X
JISOLZT,X,O,X,O,X,X,X,X,X
JISOZTL,X,O,X,X,X,X,O,O,X
JISOZLT,X,O,X,X,X,X,X,O,X
JIZTLSO,O,O,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,O,X,X
JIZTSOL,O,O,X,X,X,X,O,X,X
JIZTOLS,O,X,X,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X,X
JIZLTSO,O,O,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X,X
JIZLOTS,O,X,X,O,X,O,X,X,X
JIZLOST,O,X,X,O,X,O,X,X,O
JIZSTLO,O,O,X,X,X,X,O,X,X
JIZSTOL,O,O,X,X,X,X,O,O,X
JIZSLTO,O,O,X,X,X,X,O,X,X
JIZSLOT,O,O,X,X,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X,O,O,X
JIZSOLT,O,O,X,X,X,X,X,O,X
JIZOTLS,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X,X
JIZOLTS,O,X,X,O,X,O,X,X,X
JIZOLST,O,X,X,O,X,O,X,X,X
JIZOSTL,O,O,X,X,X,X,X,O,X
JIZOSLT,O,O,X,X,X,X,X,O,X
JIOTLSZ,X,X,X,O,X,X,X,X,X
JIOTLZS,O,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,O,O,X,X,X,X,X
JIOTSZL,X,X,O,X,X,X,X,X,X
JIOTZLS,O,X,X,O,X,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,O
JIOLTZS,X,X,X,O,X,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X,X,O
JIOLSZT,X,X,X,O,X,X,X,X,O
JIOLZTS,O,X,X,O,X,O,X,X,X
JIOLZST,O,X,X,O,X,O,X,X,O
JIOSTLZ,X,X,O,X,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,O,O,X,X,X,X,X
JIOSLZT,X,O,X,O,X,X,X,X,X
JIOSZTL,X,O,X,X,X,X,X,O,X
JIOSZLT,X,O,X,X,X,X,X,O,X
JIOZTLS,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X,X,X
JIOZLTS,O,X,X,O,X,O,X,X,X
JIOZLST,O,X,X,O,X,O,X,X,X
JIOZSTL,O,O,X,X,X,X,X,O,X
JIOZSLT,O,O,X,X,X,X,X,O,X
JLTISZO,X,X,X,X,X,X,X,X,X
JLTISOZ,X,X,X,O,X,X,X,X,X
JLTIZSO,O,X,X,X,X,X,X,X,X
JLTIZOS,O,X,X,O,X,X,X,X,X
JLTIOSZ,X,X,X,O,X,X,X,X,O
JLTIOZS,O,X,X,O,X,X,X,X,X
JLTSIZO,X,X,X,X,O,X,O,X,X
JLTSIOZ,X,X,X,X,O,X,X,X,X
JLTSZIO,X,X,X,X,O,X,O,X,X
JLTSZOI,X,X,X,X,O,X,O,X,X
JLTSOIZ,X,X,X,X,O,X,X,X,X
JLTSOZI,X,X,X,X,O,X,X,X,X
JLTZISO,O,X,X,X,X,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,X
JLTZSIO,O,X,X,X,X,X,O,X,X
JLTZSOI,O,X,X,X,X,X,O,X,X
JLTZOIS,O,X,X,X,X,X,X,X,X
JLTZOSI,O,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,O,X,X,X,X,O
JLTOIZS,O,X,X,O,X,X,X,X,X
JLTOSIZ,X,X,X,X,O,X,X,X,X
JLTOSZI,X,X,X,X,O,X,X,X,X
JLTOZIS,O,X,X,X,X,X,X,X,X
JLTOZSI,O,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X
JLITZSO,O,X,X,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,X
JLITOSZ,X,X,X,O,X,X,X,X,O
JLITOZS,O,X,X,O,X,X,X,X,X
JLISTZO,X,O,X,X,O,X,X,X,X
JLISTOZ,X,X,X,X,O,X,X,X,X
JLISZTO,X,O,X,X,X,X,X,X,X
JLISZOT,X,O,X,X,X,X,X,X,X
JLISOTZ,X,X,X,O,O,X,X,X,O
JLISOZT,X,O,X,O,X,X,X,X,O
JLIZTSO,O,O,X,X,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X,X,X
JLIZSTO,O,O,X,X,X,X,X,X,X
JLIZSOT,O,O,X,X,X,X,X,X,X
JLIZOTS,O,X,X,O,X,X,X,X,X
JLIZOST,O,X,X,O,X,X,X,X,O
JLIOTSZ,X,X,X,O,X,X,X,X,O
JLIOTZS,X,X,X,O,X,X,X,X,X
JLIOSTZ,X,X,X,O,O,X,X,X,O
JLIOSZT,X,X,X,O,X,X,X,X,O
JLIOZTS,O,X,X,O,X,X,X,X,X
JLIOZST,O,X,X,O,X,X,X,X,O
JLSTIZO,X,O,X,X,O,X,O,X,X
JLSTIOZ,X,X,X,X,O,X,X,X,X
JLSTZIO,X,O,X,X,O,X,O,X,X
JLSTZOI,X,O,X,X,O,X,O,X,X
JLSTOIZ,X,X,X,X,O,X,X,X,X
JLSTOZI,X,X,X,X,O,X,X,X,X
JLSITZO,X,O,X,X,O,X,O,X,X
JLSITOZ,X,X,X,X,O,X,X,X,X
JLSIZTO,X,O,X,X,X,X,O,X,X
JLSIZOT,X,O,X,X,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,X,X,O
JLSIOZT,X,O,X,X,X,X,X,X,O
JLSZTIO,X,O,X,X,O,X,O,X,X
JLSZTOI,X,O,X,X,O,X,O,X,X
JLSZITO,X,O,X,X,X,X,O,X,X
JLSZIOT,X,O,X,X,X,X,X,X,X
JLSZOTI,X,O,X,X,O,X,X,X,X
JLSZOIT,X,O,X,X,X,X,X,X,X
JLSOTIZ,X,X,X,X,O,X,X,X,X
JLSOTZI,X,X,X,X,O,X,X,X,X
JLSOITZ,X,X,X,X,O,X,X,X,O
JLSOIZT,X,O,X,X,X,X,X,X,O
JLSOZTI,X,O,X,X,O,X,X,X,X
JLSOZIT,X,O,X,X,X,X,X,X,X
JLZTISO,O,O,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X
JLZTSIO,O,O,X,X,X,X,O,X,X
JLZTSOI,O,O,X,X,X,X,O,X,X
JLZTOIS,O,X,X,X,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X
JLZISTO,O,O,X,X,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,O
JLZSTIO,O,O,X,X,O,X,O,X,X
JLZSTOI,O,O,X,X,O,X,O,X,X
JLZSITO,O,O,X,X,X,X,O,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X
JLZSOTI,X,O,X,X,O,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X
JLZOTIS,O,X,X,X,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,O
JLZOSTI,X,X,X,X,O,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,X
JLOTISZ,X,X,X,O,X,X,X,X,O
JLOTIZS,X,X,X,O,X,X,X,X,X
JLOTSIZ,X,X,X,X,O,X,X,X,X
JLOTSZI,X,X,X,X,O,X,X,X,X
JLOTZIS,X,X,X,X,X,X,X,X,X
JLOTZSI,X,X,X,X,X,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X,O
JLOITZS,X,X,X,O,X,X,X,X,X
JLOISTZ,X,X,X,O,O,X,X,X,O
JLOISZT,X,X,X,O,X,X,X,X,O
JLOIZTS,O,X,X,O,X,X,X,X,X
JLOIZST,O,X,X,O,X,X,X,X,O
JLOSTIZ,X,X,X,X,O,X,X,X,X
JLOSTZI,X,X,X,X,O,X,X,X,X
JLOSITZ,X,X,X,X,O,X,X,X,O
JLOSIZT,X,X,X,X,X,X,X,X,O
JLOSZTI,X,X,X,X,O,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X,X,X
JLOZTIS,O,X,X,X,X,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X
JLOZITS,O,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,O
JLOZSTI,X,X,X,X,O,X,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,X
JSTILZO,X,O,O,X,O,X,O,X,X
JSTILOZ,X,X,O,O,O,X,X,X,X
JSTIZLO,X,O,O,X,O,X,O,X,X
JSTIZOL,X,O,O,X,X,X,O,X,X
JSTIOLZ,X,X,O,O,O,X,X,X,X
JSTIOZL,X,X,O,X,X,X,O,X,X
JSTLIZO,X,O,O,X,O,X,O,X,X
JSTLIOZ,X,X,O,X,O,X,X,X,X
JSTLZIO,X,O,X,X,O,X,O,X,X
JSTLZOI,X,O,X,X,O,X,O,X,X
JSTLOIZ,X,X,O,X,O,X,X,X,X
JSTLOZI,X,X,X,X,O,X,X,X,X
JSTZILO,X,O,X,X,O,X,O,X,X
JSTZIOL,X,O,X,X,X,X,O,X,X
JSTZLIO,X,O,X,X,O,X,O,X,X
JSTZLOI,X,O,X,X,O,X,O,X,X
JSTZOIL,X,O,X,X,X,X,O,X,X
JSTZOLI,X,O,X,X,X,X,O,X,X
JSTOILZ,X,X,O,O,O,X,X,X,X
JSTOIZL,X,X,O,X,X,X,O,X,X
JSTOLIZ,X,X,O,X,O,X,X,X,X
JSTOLZI,X,X,X,X,O,X,X,X,X
JSTOZIL,X,X,X,X,X,X,O,X,X
JSTOZLI,X,X,X,X,X,X,O,X,X
JSITLZO,X,O,O,X,O,X,O,X,X
JSITLOZ,X,X,O,X,O,X,X,X,X
JSITZLO,X,O,O,X,O,X,O,X,X
JSITZOL,X,O,O,X,X,X,O,X,X
JSITOLZ,X,X,O,X,O,X,X,X,X
JSITOZL,X,X,O,X,X,X,O,X,X
JSILTZO,X,O,O,X,O,X,O,X,X
JSILTOZ,X,X,O,X,O,X,X,X,X
JSILZTO,X,O,X,X,X,X,O,X,X
JSILZOT,X,O,X,X,X,X,X,X,X
JSILOTZ,X,X,O,O,O,X,X,X,O
JSILOZT,X,O,X,O,X,X,X,X,O
JSIZTLO,X,O,X,X,X,X,O,X,X
JSIZTOL,X,O,X,X,X,X,O,O,X
JSIZLTO,X,O,X,X,X,X,O,X,X
