sequence,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeT6Iv?hFOgBfiB6iBZjB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeO/Iv?hFXbBSiBZjBUiBzkBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeO/Iv?hFXbBRdBUiBaoBzkBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeOAJv?hFfiB6iBZjBTfB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeT6Iv?hFGdBZjBykBUiBXlBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8Jex6Iv?hFzcBmfBaoB3iB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeWCJv?hFZjBifBXgBTiB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeWCJv?hFZjBifB0fBTiBXlBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8Je06Iv?hFCdBZjB/kBTiBOlBFsB
JSTOLIZ,O,O,O,O,X,X,X,X,O
JSTOLZI,O,X,O,O,X,X,X,X,O
JSTOZIL,O,X,O,O,X,X,X,X,O
JSTOZLI,O,X,O,O,X,X,X,X,O
JSITLZO,O,O,O,O,X,X,X,X,X
JSITLOZ,O,O,O,O,X,X,X,X,X
JSITZLO,O,O,O,O,X,X,X,X,X
JSITZOL,O,X,O,O,X,X,X,X,O
JSITOLZ,O,O,X,O,X,X,X,X,O
JSITOZL,O,X,X,O,X,X,X,X,O
JSILTZO,O,O,O,X,X,X,O,O,X
JSILTOZ,X,O,X,O,X,X,O,O,X
JSILZTO,O,O,O,X,X,X,O,O,X
JSILZOT,O,O,O,O,X,X,X,X,X
JSILOTZ,X,X,X,O,X,X,O,X,X
JSILOZT,O,O,O,O,X,X,X,X,X
JSIZTLO,O,O,O,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X,X,O
JSIZLTO,O,O,O,X,X,X,X,X,X
JSIZLOT,O,O,O,O,X,X,X,X,X
JSIZOTL,O,X,X,X,X,X,X,X,X
JSIZOLT,O,X,O,O,X,X,X,X,X
JSIOTLZ,X,O,X,O,X,X,X,X,X
JSIOTZL,X,X,X,O,X,X,X,X,X
JSIOLTZ,X,X,X,O,X,X,X,X,X
JSIOLZT,O,O,X,O,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X,X
JSIOZLT,O,X,X,O,X,X,X,X,X
JSLTIZO,O,O,O,O,X,X,X,X,X
JSLTIOZ,O,O,O,O,X,X,X,X,X
JSLTZIO,O,O,O,O,X,X,X,X,X
JSLTZOI,O,X,O,O,X,X,X,X,X
JSLTOIZ,O,O,O,O,X,X,X,X,X
JSLTOZI,O,X,O,O,X,X,X,X,X
JSLITZO,O,O,O,X,X,X,O,O,X
JSLITOZ,X,O,X,O,X,X,O,O,X
JSLIZTO,O,O,O,X,X,X,O,O,X
JSLIZOT,O,O,O,O,X,X,X,X,X
JSLIOTZ,X,X,X,O,X,X,O,X,X
JSLIOZT,O,O,O,O,X,X,X,X,X
JSLZTIO,O,X,O,X,X,X,X,X,X
JSLZTOI,O,X,X,X,X,X,X,X,X
JSLZITO,O,O,O,X,X,X,X,X,X
JSLZIOT,O,O,O,O,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X
JSLZOIT,O,X,O,O,X,X,X,X,X
JSLOTIZ,X,X,X,O,X,X,X,X,X
JSLOTZI,X,X,X,O,X,X,X,X,X
JSLOITZ,X,X,X,O,X,X,X,X,X
JSLOIZT,O,O,O,O,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X
JSLOZIT,O,X,O,O,X,X,X,X,X
JSZTILO,O,O,O,O,X,X,X,X,X
JSZTIOL,O,X,O,O,X,X,X,X,O
JSZTLIO,O,O,O,O,X,X,X,X,X
JSZTLOI,O,X,O,O,X,X,X,X,X
JSZTOIL,O,X,O,O,X,X,X,X,O
JSZTOLI,O,X,O,O,X,X,X,X,O
JSZITLO,O,O,O,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,X,X,O
JSZILTO,O,O,O,X,X,X,X,X,X
JSZILOT,O,O,O,O,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X,X,X
JSZIOLT,O,X,O,O,X,X,X,X,X
JSZLTIO,O,X,O,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X,X,X
JSZLITO,O,O,O,X,X,X,X,X,X
JSZLIOT,O,O,O,O,X,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,X
JSZLOIT,O,X,O,O,X,X,X,X,X
JSZOTIL,O,X,X,O,X,X,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X,X
JSZOILT,O,X,O,O,X,X,X,X,X
JSZOLTI,O,X,X,X,X,X,X,X,X
JSZOLIT,O,X,O,O,X,X,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X
JSOTIZL,O,X,X,O,X,X,X,X,X
JSOTLIZ,O,O,O,O,X,X,X,X,X
JSOTLZI,O,X,O,O,X,X,X,X,X
JSOTZIL,O,X,O,O,X,X,X,X,X
JSOTZLI,O,X,O,O,X,X,X,X,X
JSOITLZ,X,O,X,O,X,X,X,X,X
JSOITZL,X,X,X,O,X,X,X,X,X
JSOILTZ,X,X,X,O,X,X,X,X,X
JSOILZT,O,O,X,O,X,X,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X,X
JSOIZLT,O,X,X,O,X,X,X,X,X
JSOLTIZ,X,X,X,O,X,X,X,X,X
JSOLTZI,X,X,X,O,X,X,X,X,X
JSOLITZ,X,X,X,O,X,X,X,X,X
JSOLIZT,O,O,O,O,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X
JSOLZIT,O,X,O,O,X,X,X,X,X
JSOZTIL,O,X,X,O,X,X,X,X,X
JSOZTLI,O,X,X,O,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X,X
JSOZILT,O,X,O,O,X,X,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X,X
JSOZLIT,O,X,O,O,X,X,X,X,X
JZTILSO,O,O,O,X,X,O,X,X,X
JZTILOS,O,X,O,X,O,O,X,X,X
JZTISLO,O,O,O,O,X,O,X,X,X
JZTISOL,O,X,O,O,X,O,X,X,X
JZTIOLS,O,X,X,X,X,O,X,X,X
JZTIOSL,O,X,O,O,X,O,X,X,X
JZTLISO,O,O,O,X,X,O,X,X,X
JZTLIOS,O,X,O,X,O,O,X,X,X
JZTLSIO,O,O,O,X,X,O,X,X,X
JZTLSOI,O,X,O,X,X,O,X,X,X
JZTLOIS,O,X,O,X,O,O,X,X,X
JZTLOSI,O,X,O,X,X,O,X,X,X
JZTSILO,O,O,O,O,X,O,X,X,X
JZTSIOL,O,X,O,O,X,O,X,X,X
JZTSLIO,O,O,O,O,X,O,X,X,X
JZTSLOI,O,X,O,O,X,O,X,X,X
JZTSOIL,O,X,O,O,X,O,X,X,X
JZTSOLI,O,X,O,O,X,O,X,X,X
JZTOILS,O,X,X,X,X,O,X,X,X
JZTOISL,O,X,O,O,X,O,X,X,X
JZTOLIS,O,X,O,X,X,O,X,X,X
JZTOLSI,O,X,O,X,X,O,X,X,X
JZTOSIL,O,X,O,O,X,O,X,X,X
JZTOSLI,O,X,O,O,X,O,X,X,X
JZITLSO,O,O,X,X,X,O,X,X,X
JZITLOS,O,X,X,X,O,O,X,X,X
JZITSLO,O,O,O,O,X,O,X,X,X
JZITSOL,O,X,X,O,X,O,X,X,X
JZITOLS,O,X,X,X,X,O,X,X,X
JZITOSL,O,X,X,O,X,O,X,X,X
JZILTSO,O,X,O,X,X,O,O,O,X
JZILTOS,O,X,X,X,O,O,O,O,X
JZILSTO,O,O,O,X,X,X,O,O,X
JZILSOT,O,O,O,X,O,O,X,X,X
JZILOTS,O,X,X,X,O,O,X,O,X
JZILOST,O,X,O,X,O,O,X,X,X
JZISTLO,O,O,O,X,X,O,X,X,X
JZISTOL,O,X,X,X,X,O,X,X,X
JZISLTO,O,O,O,X,X,X,X,X,X
JZISLOT,O,O,O,O,O,O,X,X,X
JZISOTL,O,X,X,X,X,O,X,X,X
JZISOLT,O,X,O,O,X,O,X,X,X
JZIOTLS,O,X,X,X,X,O,X,X,X
JZIOTSL,O,X,O,O,X,O,X,X,X
JZIOLTS,O,X,X,X,O,O,X,X,X
JZIOLST,O,X,O,X,O,O,X,X,X
JZIOSTL,O,X,O,X,X,O,X,X,X
JZIOSLT,O,X,O,O,X,O,X,X,X
JZLTISO,O,X,O,X,X,O,X,X,X
JZLTIOS,O,X,X,X,O,O,X,X,X
JZLTSIO,O,X,O,X,X,O,X,X,X
JZLTSOI,O,X,X,X,X,O,X,X,X
JZLTOIS,O,X,X,X,O,O,X,X,X
JZLTOSI,O,X,X,X,X,O,X,X,X
JZLITSO,O,X,O,X,X,O,O,O,X
JZLITOS,O,X,X,X,O,O,O,O,X
JZLISTO,O,O,O,X,X,X,O,O,X
JZLISOT,O,O,O,X,O,O,X,X,X
JZLIOTS,O,X,O,X,O,O,X,O,X
JZLIOST,O,X,O,X,O,O,X,X,X
JZLSTIO,O,X,O,X,X,X,X,X,X
JZLSTOI,O,X,X,X,X,X,X,X,X
JZLSITO,O,O,O,X,X,X,X,X,X
JZLSIOT,O,O,O,X,O,O,X,X,X
JZLSOTI,O,X,X,X,X,O,X,X,X
JZLSOIT,O,X,O,X,O,O,X,X,X
JZLOTIS,O,X,O,X,O,O,X,X,X
JZLOTSI,O,X,O,X,X,O,X,X,X
JZLOITS,O,X,O,X,O,O,X,X,X
JZLOIST,O,X,O,X,O,O,X,X,X
JZLOSTI,O,X,O,X,X,O,X,X,X
JZLOSIT,O,X,O,X,O,O,X,X,X
JZSTILO,O,O,O,O,X,O,X,X,X
JZSTIOL,O,X,O,O,X,O,X,X,X
JZSTLIO,O,O,O,O,X,O,X,X,X
JZSTLOI,O,X,O,O,X,O,X,X,X
JZSTOIL,O,X,O,O,X,O,X,X,X
JZSTOLI,O,X,O,O,X,O,X,X,X
JZSITLO,O,O,O,X,X,O,X,X,X
JZSITOL,O,X,X,X,X,O,X,X,X
JZSILTO,O,O,O,X,X,X,X,X,X
JZSILOT,O,O,O,O,O,O,X,X,X
JZSIOTL,O,X,X,X,X,O,X,X,X
JZSIOLT,O,X,O,O,X,O,X,X,X
JZSLTIO,O,X,O,X,X,X,X,X,X
JZSLTOI,O,X,X,X,X,X,X,X,X
JZSLITO,O,O,O,X,X,X,X,X,X
JZSLIOT,O,O,O,O,O,O,X,X,X
JZSLOTI,O,X,X,X,X,O,X,X,X
JZSLOIT,O,X,O,O,O,O,X,X,X
JZSOTIL,O,X,X,O,X,O,X,X,X
JZSOTLI,O,X,X,O,X,O,X,X,X
JZSOITL,O,X,X,X,X,O,X,X,X
JZSOILT,O,X,O,O,X,O,X,X,X
JZSOLTI,O,X,X,X,X,O,X,X,X
JZSOLIT,O,X,O,O,X,O,X,X,X
JZOTILS,O,X,X,X,X,O,X,X,X
JZOTISL,O,X,O,O,X,O,X,X,X
JZOTLIS,O,X,O,X,X,O,X,X,X
JZOTLSI,O,X,O,X,X,O,X,X,X
JZOTSIL,O,X,O,O,X,O,X,X,X
JZOTSLI,O,X,O,O,X,O,X,X,X
JZOITLS,O,X,X,X,X,O,X,X,X
JZOITSL,O,X,O,O,X,O,X,X,X
JZOILTS,O,X,O,X,O,O,X,X,X
JZOILST,O,X,O,X,O,O,X,X,X
JZOISTL,O,X,O,X,X,O,X,X,X
JZOISLT,O,X,O,O,X,O,X,X,X
JZOLTIS,O,X,O,X,O,O,X,X,X
JZOLTSI,O,X,O,X,X,O,X,X,X
JZOLITS,O,X,O,X,O,O,X,X,X
JZOLIST,O,X,O,X,O,O,X,X,X
JZOLSTI,O,X,O,X,X,O,X,X,X
JZOLSIT,O,X,O,X,O,O,X,X,X
JZOSTIL,O,X,O,O,X,O,X,X,X
JZOSTLI,O,X,O,O,X,O,X,X,X
JZOSITL,O,X,O,X,X,O,X,X,X
JZOSILT,O,X,O,O,X,O,X,X,X
JZOSLTI,O,X,O,X,X,O,X,X,X
JZOSLIT,O,X,O,O,X,O,X,X,X
JOTILSZ,X,O,O,O,X,X,X,X,X
JOTILZS,X,O,O,X,X,X,X,X,X
JOTISLZ,O,O,O,O,X,X,X,X,X
JOTISZL,O,O,O,O,X,X,X,X,X
JOTIZLS,O,O,O,X,X,X,X,X,X
JOTIZSL,O,O,O,O,X,X,X,X,X
JOTLISZ,X,O,O,O,X,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X,X,X
JOTLSIZ,X,O,O,O,X,X,X,X,X
JOTLSZI,X,O,O,O,X,X,X,X,X
JOTLZIS,X,O,O,X,X,O,X,X,X
JOTLZSI,X,O,O,X,X,O,X,X,X
JOTSILZ,O,O,O,O,X,X,X,X,X
JOTSIZL,O,O,O,O,X,X,X,X,X
JOTSLIZ,O,O,O,O,X,X,X,X,X
JOTSLZI,O,O,O,O,X,X,X,X,X
JOTSZIL,O,O,O,O,X,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,X,X
JOTZILS,O,O,O,X,X,O,X,X,X
JOTZISL,O,O,O,O,X,O,X,X,X
JOTZLIS,O,O,O,X,X,O,X,X,X
JOTZLSI,O,O,O,X,X,O,X,X,X
JOTZSIL,O,O,O,O,X,O,X,X,X
JOTZSLI,O,O,O,O,X,O,X,X,X
JOITLSZ,X,O,O,O,X,X,X,X,X
JOITLZS,X,O,O,X,X,X,X,X,X
JOITSLZ,O,O,O,O,X,X,X,X,X
JOITSZL,O,O,O,O,X,X,X,X,X
JOITZLS,O,O,O,X,X,X,X,X,X
JOITZSL,O,O,O,O,X,X,X,X,X
JOILTSZ,X,O,O,O,X,X,O,O,X
JOILTZS,X,O,X,X,X,X,O,O,X
JOILSTZ,X,O,O,O,X,X,O,X,X
JOILSZT,X,O,O,O,X,X,X,X,X
JOILZTS,X,X,O,X,X,X,X,O,X
JOILZST,X,O,O,X,X,X,X,X,X
JOISTLZ,X,O,O,O,X,X,X,X,X
JOISTZL,X,O,O,O,X,X,X,X,X
JOISLTZ,X,O,O,O,X,X,X,X,X
JOISLZT,O,O,O,O,X,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X,X
JOISZLT,O,O,O,O,X,X,X,X,X
JOIZTLS,O,O,X,X,X,X,X,X,X
JOIZTSL,O,O,O,O,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X
JOIZLST,O,O,O,X,X,X,X,X,X
JOIZSTL,O,O,O,X,X,X,X,X,X
JOIZSLT,O,O,O,O,X,X,X,X,X
JOLTISZ,X,O,O,O,X,X,X,X,X
JOLTIZS,X,O,O,X,X,X,X,X,X
JOLTSIZ,X,O,O,O,X,X,X,X,X
JOLTSZI,X,O,O,O,X,X,X,X,X
JOLTZIS,X,O,O,X,X,X,X,X,X
JOLTZSI,X,O,O,X,X,X,X,X,X
JOLITSZ,X,O,O,O,X,X,O,O,X
JOLITZS,X,O,X,X,X,X,O,O,X
JOLISTZ,X,O,O,O,X,X,O,X,X
JOLISZT,X,O,O,O,X,X,X,X,X
JOLIZTS,X,X,O,X,X,X,X,O,X
JOLIZST,X,O,O,X,X,X,X,X,X
JOLSTIZ,X,O,O,O,X,X,X,X,X
JOLSTZI,X,O,O,O,X,X,X,X,X
JOLSITZ,X,O,O,O,X,X,X,X,X
JOLSIZT,X,O,O,O,X,X,X,X,X
JOLSZTI,X,X,O,X,X,X,X,X,X
JOLSZIT,X,O,O,O,X,X,X,X,X
JOLZTIS,X,X,O,X,X,O,X,X,X
JOLZTSI,X,X,O,X,X,O,X,X,X
JOLZITS,X,X,O,X,X,O,X,X,X
JOLZIST,X,O,O,X,X,O,X,X,X
JOLZSTI,X,X,O,X,X,O,X,X,X
JOLZSIT,X,O,O,X,X,O,X,X,X
JOSTILZ,O,O,O,O,X,X,X,X,X
JOSTIZL,O,O,O,O,X,X,X,X,X
JOSTLIZ,O,O,O,O,X,X,X,X,X
JOSTLZI,O,O,O,O,X,X,X,X,X
JOSTZIL,O,O,O,O,X,X,X,X,X
JOSTZLI,O,O,O,O,X,X,X,X,X
JOSITLZ,X,O,O,O,X,X,X,X,X
JOSITZL,X,O,O,O,X,X,X,X,X
JOSILTZ,X,O,O,O,X,X,X,X,X
JOSILZT,O,O,O,O,X,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X,X,X
JOSIZLT,O,O,O,O,X,X,X,X,X
JOSLTIZ,X,O,O,O,X,X,X,X,X
JOSLTZI,X,O,O,O,X,X,X,X,X
JOSLITZ,X,O,O,O,X,X,X,X,X
JOSLIZT,O,O,O,O,X,X,X,X,X
JOSLZTI,O,X,O,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X,X
JOSZTLI,O,O,O,O,X,X,X,X,X
JOSZITL,O,O,O,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X,X
JOZTILS,O,O,O,X,X,O,X,X,X
JOZTISL,O,O,O,O,X,O,X,X,X
JOZTLIS,O,O,O,X,X,O,X,X,X
JOZTLSI,O,O,O,X,X,O,X,X,X
JOZTSIL,O,O,O,O,X,O,X,X,X
JOZTSLI,O,O,O,O,X,O,X,X,X
JOZITLS,O,O,X,X,X,O,X,X,X
JOZITSL,O,O,O,O,X,O,X,X,X
JOZILTS,O,X,O,X,X,O,X,X,X
JOZILST,O,O,O,X,X,O,X,X,X
JOZISTL,O,O,O,X,X,O,X,X,X
JOZISLT,O,O,O,O,X,O,X,X,X
JOZLTIS,O,X,O,X,X,O,X,X,X
JOZLTSI,O,X,O,X,X,O,X,X,X
JOZLITS,O,X,O,X,X,O,X,X,X
JOZLIST,O,O,O,X,X,O,X,X,X
JOZLSTI,O,X,O,X,X,O,X,X,X
JOZLSIT,O,O,O,X,X,O,X,X,X
JOZSTIL,O,O,O,O,X,O,X,X,X
JOZSTLI,O,O,O,O,X,O,X,X,X
JOZSITL,O,O,O,X,X,O,X,X,X
JOZSILT,O,O,O,O,X,O,X,X,X
JOZSLTI,O,X,O,X,X,O,X,X,X
JOZSLIT,O,O,O,O,X,O,X,X,X
STILJZO,O,O,O,O,X,X,O,O,X
STILJOZ,O,O,O,O,X,X,O,O,X
STILZJO,O,O,O,O,O,X,X,X,X
STILZOJ,O,X,O,O,O,X,X,X,O
STILOJZ,O,O,O,O,X,X,X,X,O
STILOZJ,O,O,X,O,O,X,X,X,O
STIJLZO,O,O,O,O,X,X,O,O,X
STIJLOZ,O,O,O,O,X,X,O,O,X
STIJZLO,O,O,O,O,X,X,X,X,X
STIJZOL,O,X,O,O,X,X,X,X,O
STIJOLZ,O,O,X,O,X,X,X,X,O
STIJOZL,O,X,X,O,X,X,X,X,O
STIZLJO,O,O,O,O,O,X,X,X,X
STIZLOJ,O,X,O,O,O,X,X,X,O
STIZJLO,O,O,O,O,O,X,X,X,X
STIZJOL,O,X,O,O,X,X,X,X,O
STIZOLJ,O,X,X,O,X,X,X,X,O
STIZOJL,O,X,O,O,X,X,X,X,O
STIOLJZ,O,O,X,O,X,X,X,X,O
STIOLZJ,O,O,X,O,X,X,X,X,O
STIOJLZ,O,O,X,O,X,X,X,X,O
STIOJZL,O,O,X,O,X,X,X,X,O
STIOZLJ,O,O,X,O,X,X,X,X,O
STIOZJL,O,O,X,O,X,X,X,X,O
STLIJZO,O,O,O,O,X,X,O,O,X
STLIJOZ,O,O,O,O,X,X,O,O,X
STLIZJO,O,O,O,O,O,X,X,X,X
STLIZOJ,O,X,O,O,O,X,X,X,O
STLIOJZ,O,O,O,O,X,X,X,X,O
STLIOZJ,O,O,O,O,O,X,X,X,O
STLJIZO,O,O,O,O,X,X,O,O,X
STLJIOZ,O,O,O,O,X,X,O,O,X
STLJZIO,O,O,O,O,X,X,X,X,X
STLJZOI,O,X,O,O,X,X,X,X,X
STLJOIZ,O,O,O,O,X,X,X,X,X
STLJOZI,O,X,O,O,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,X,X,X
STLZIOJ,O,X,O,O,O,X,X,X,O
STLZJIO,O,O,O,O,O,O,X,X,X
STLZJOI,O,X,O,O,O,O,X,X,X
STLZOIJ,O,X,O,O,O,X,X,X,O
STLZOJI,O,X,O,O,O,O,X,X,O
STLOIJZ,O,O,O,O,X,X,X,X,O
STLOIZJ,O,O,O,O,O,X,X,X,O
STLOJIZ,O,O,O,O,X,X,X,X,O
STLOJZI,O,O,O,O,X,X,X,X,O
STLOZIJ,O,O,O,O,O,X,X,X,O
STLOZJI,O,O,O,O,O,O,X,X,O
STJILZO,O,O,O,O,X,X,O,O,X
STJILOZ,O,O,O,O,X,X,O,O,X
STJIZLO,O,O,O,O,X,X,X,X,X
STJIZOL,O,X,O,O,X,X,X,X,O
STJIOLZ,O,O,X,O,X,X,X,X,O
STJIOZL,O,X,X,O,X,X,X,X,O
STJLIZO,O,O,O,O,X,X,O,O,X
STJLIOZ,O,O,O,O,X,X,O,O,X
STJLZIO,O,O,O,O,X,X,X,X,X
STJLZOI,O,X,O,O,X,X,X,X,X
STJLOIZ,O,O,O,O,X,X,X,X,X
STJLOZI,O,X,O,O,X,X,X,X,X
STJZILO,O,O,O,O,X,X,X,X,X
STJZIOL,O,X,O,O,X,X,X,X,O
STJZLIO,O,O,O,O,X,X,X,X,X
STJZLOI,O,X,O,O,X,X,X,X,X
STJZOIL,O,X,O,O,X,X,X,X,O
STJZOLI,O,X,O,O,X,X,X,X,O
STJOILZ,O,O,X,O,X,X,X,X,O
STJOIZL,O,X,X,O,X,X,X,X,O
STJOLIZ,O,O,O,O,X,X,X,X,O
STJOLZI,O,X,O,O,X,X,X,X,O
STJOZIL,O,X,O,O,X,X,X,X,O
STJOZLI,O,X,O,O,X,X,X,X,O
STZILJO,O,O,O,O,O,X,X,X,X
STZILOJ,O,X,O,O,O,X,X,X,O
STZIJLO,O,O,O,O,O,X,X,X,X
STZIJOL,O,X,O,O,X,X,X,X,O
STZIOLJ,O,X,O,O,X,X,X,X,O
STZIOJL,O,X,O,O,X,X,X,X,O
STZLIJO,O,O,O,O,O,X,X,X,X
STZLIOJ,O,X,O,O,O,X,X,X,O
STZLJIO,O,O,O,O,O,O,X,X,X
STZLJOI,O,X,O,O,O,O,X,X,X
STZLOIJ,O,X,O,O,O,X,X,X,O
STZLOJI,O,X,O,O,O,O,X,X,O
STZJILO,O,O,O,O,O,O,X,X,X
STZJIOL,O,X,O,O,X,O,X,X,O
STZJLIO,O,O,O,O,O,O,X,X,X
STZJLOI,O,X,O,O,O,O,X,X,X
STZJOIL,O,X,O,O,X,O,X,X,O
STZJOLI,O,X,O,O,X,O,X,X,O
STZOILJ,O,X,O,O,X,X,X,X,O
STZOIJL,O,X,O,O,X,X,X,X,O
STZOLIJ,O,X,O,O,X,X,X,X,O
STZOLJI,O,X,O,O,X,O,X,X,O
STZOJIL,O,X,O,O,X,O,X,X,O
STZOJLI,O,X,O,O,X,O,X,X,O
STOILJZ,O,O,O,O,X,X,X,X,O
STOILZJ,O,O,O,O,X,X,X,X,O
STOIJLZ,O,O,O,O,X,X,X,X,O
STOIJZL,O,O,O,O,X,X,X,X,O
STOIZLJ,O,O,O,O,X,X,X,X,O
STOIZJL,O,O,O,O,X,X,X,X,O
STOLIJZ,O,O,O,O,X,X,X,X,O
STOLIZJ,O,O,O,O,X,X,X,X,O
STOLJIZ,O,O,O,O,X,X,X,X,O
STOLJZI,O,O,O,O,X,X,X,X,O
STOLZIJ,O,O,O,O,X,X,X,X,O
STOLZJI,O,O,O,O,X,O,X,X,O
STOJILZ,O,O,O,O,X,X,X,X,O
STOJIZL,O,O,O,O,X,X,X,X,O
STOJLIZ,O,O,O,O,X,X,X,X,O
STOJLZI,O,O,O,O,X,X,X,X,O
STOJZIL,O,O,O,O,X,X,X,X,O
STOJZLI,O,O,O,O,X,X,X,X,O
STOZILJ,O,O,O,O,X,X,X,X,O
STOZIJL,O,O,O,O,X,X,X,X,O
STOZLIJ,O,O,O,O,X,X,X,X,O
STOZLJI,O,O,O,O,X,O,X,X,O
STOZJIL,O,O,O,O,X,O,X,X,O
STOZJLI,O,O,O,O,X,O,X,X,O
SITLJZO,O,O,O,O,X,X,O,O,X
SITLJOZ,O,O,O,O,X,X,O,O,X
SITLZJO,O,O,O,O,O,X,X,X,X
SITLZOJ,O,X,O,O,O,X,X,X,O
SITLOJZ,O,O,O,O,X,X,X,X,O
SITLOZJ,O,O,X,O,O,X,X,X,O
SITJLZO,O,O,O,O,X,X,O,O,X
SITJLOZ,O,O,O,O,X,X,O,O,X
SITJZLO,O,O,O,O,X,X,X,X,X
SITJZOL,O,X,O,O,X,X,X,X,O
SITJOLZ,O,O,X,O,X,X,X,X,O
SITJOZL,O,X,X,O,X,X,X,X,O
SITZLJO,O,O,O,O,O,X,X,X,X
SITZLOJ,O,X,O,O,O,X,X,X,O
SITZJLO,O,O,O,O,O,X,X,X,X
SITZJOL,O,X,O,O,X,X,X,X,O
SITZOLJ,O,X,X,O,X,X,X,X,O
SITZOJL,O,X,O,O,X,X,X,X,O
SITOLJZ,O,O,X,O,X,X,X,X,O
SITOLZJ,O,O,X,O,X,X,X,X,O
SITOJLZ,O,O,X,O,X,X,X,X,O
SITOJZL,O,O,X,O,X,X,X,X,O
SITOZLJ,O,O,X,O,X,X,X,X,O
SITOZJL,O,O,X,O,X,X,X,X,O
SILTJZO,O,O,O,X,X,X,O,O,X
SILTJOZ,X,O,X,O,X,X,O,O,X
SILTZJO,O,O,X,X,O,X,X,X,X
SILTZOJ,O,X,X,X,O,X,X,X,O
SILTOJZ,X,O,X,O,X,X,X,X,O
SILTOZJ,X,X,X,X,O,X,X,X,O
SILJTZO,O,O,O,X,X,X,O,O,X
SILJTOZ,X,O,X,O,X,X,O,O,X
SILJZTO,O,O,O,X,X,X,O,O,X
SILJZOT,O,O,O,O,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,O,X,X
SILJOZT,O,O,O,O,X,X,X,X,X
SILZTJO,O,X,O,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X,O
SILZJTO,O,O,O,X,X,X,X,X,X
SILZJOT,O,O,O,O,O,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X
SILZOJT,O,X,O,O,O,X,X,X,X
SILOTJZ,X,O,X,O,X,X,X,X,X
SILOTZJ,X,X,X,X,O,X,X,X,X
SILOJTZ,X,O,X,O,X,X,X,X,X
SILOJZT,O,O,O,O,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,O,O,X,X,X,X
SIJTLZO,O,O,O,O,X,X,X,X,X
SIJTLOZ,O,O,O,O,X,X,X,X,X
SIJTZLO,O,O,O,O,X,X,X,X,X
SIJTZOL,O,X,O,O,X,X,X,X,O
SIJTOLZ,O,O,X,O,X,X,X,X,O
SIJTOZL,O,X,X,O,X,X,X,X,O
SIJLTZO,O,O,O,X,X,X,O,O,X
SIJLTOZ,X,O,X,O,X,X,O,O,X
SIJLZTO,O,O,O,X,X,X,O,O,X
SIJLZOT,O,O,O,O,X,X,X,X,X
SIJLOTZ,X,X,X,O,X,X,O,X,X
SIJLOZT,O,O,O,O,X,X,X,X,X
SIJZTLO,O,O,O,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,X,O
SIJZLTO,O,O,O,X,X,X,X,X,X
