sequence,v115@zgB8GeC8GeD8FeD8EeF8CeC8Je/AJvhFahBRdBumBz?iBNsBUrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Jex7IvhFTdBejB6lB0?hBNrBXsB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFNhBRdBXiB8?nBWrBywB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Je/AJvhFahB5hBTdBe?jBNsBUrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFxcBdjBihBW?rBcsB3rB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFxcBdjBmhBf?rBSsB0rB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Jex7IvhF8hBajBmgB9?nBfrBzrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Jex7IvhFXdBdjB6lB2?mBcsBTrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFUdBajBWrBx?mBXsBNrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Je/AJvhFzdBihBRnBG?mBNsBUrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Je/AJvhFahBzdBRnBu?mBNsBUrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFmdB0iBRmB6?mBdrBXsB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Jex7IvhFdiBzdB0gBS?rB3nB2wB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFRdB2nBCmB3?nB0rBNrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFNhBmiB5mBi?iBfrBcsB,v115@zgB8GeC8GeD8FeD8EeF8CeC8JeT7IvhFXhBRnB8nBe?sBdrBCsB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Je2AJvhFzdB9mB3nBU?rBZnBCrB,v115@zgB8GeC8GeD8FeD8EeF8CeC8Je/AJvhFRcBThBynBu?nBdsBUrB
STILJZO,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
STILZJO,X,O,X,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
STILZOJ,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X
STILOJZ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STILOZJ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STIJLZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STIJZOL,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
STIJOZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZLJO,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
STIZLOJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STIZJLO,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
STIZJOL,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
STIZOLJ,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X
STIZOJL,O,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STIOLJZ,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STIOLZJ,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STIOJLZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
STIOJZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOZLJ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
STIOZJL,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STLIJZO,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
STLIZJO,X,O,X,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
STLIZOJ,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X
STLIOJZ,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STLIOZJ,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STLJIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STLJZIO,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLJZOI,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLJOIZ,O,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
STLJOZI,O,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
STLZIJO,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X
STLZIOJ,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X
STLZJIO,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STLZJOI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X
STLZOIJ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,O
STLZOJI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O
STLOIJZ,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLOIZJ,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STLOJIZ,O,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
STLOJZI,O,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
STLOZIJ,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STLOZJI,O,O,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X
STJILZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
STJIOZL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJLIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STJLZIO,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STJLZOI,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STJLOIZ,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X
STJLOZI,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X
STJZILO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZIOL,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
STJZLIO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZLOI,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
STJZOIL,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
STJZOLI,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
STJOILZ,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X
STJOIZL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJOLIZ,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X
STJOLZI,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X
STJOZIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
STJOZLI,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
STZILJO,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X
STZILOJ,O,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X
STZIJLO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X
STZIJOL,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X
STZIOLJ,O,X,X,O,X,O,O,O,X,O,O,O,O,X,X,X,O,X
STZIOJL,O,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X
STZLIJO,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X
STZLIOJ,O,O,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X
STZLJIO,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X
STZLJOI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,O,X
STZLOIJ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,O
STZLOJI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O
STZJILO,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X
STZJIOL,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X
STZJLIO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
STZJLOI,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
STZJOIL,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X
STZJOLI,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
STZOILJ,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,O,X
STZOIJL,O,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X
STZOLIJ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,O
STZOLJI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O
STZOJIL,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X
STZOJLI,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
STOILJZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STOILZJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STOIJLZ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
STOIJZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STOIZLJ,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X
STOIZJL,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X
STOLIJZ,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STOLIZJ,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STOLJIZ,O,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
STOLJZI,O,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
STOLZIJ,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STOLZJI,O,O,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X
STOJILZ,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X
STOJIZL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STOJLIZ,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X
STOJLZI,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X
STOJZIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
STOJZLI,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
STOZILJ,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,O,X
STOZIJL,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X
STOZLIJ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X
STOZLJI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,O,X
STOZJIL,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X
STOZJLI,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
SITLJZO,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SITLZJO,X,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SITLZOJ,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SITLOJZ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SITLOZJ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SITJLZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SITJOLZ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
SITJOZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SITZLJO,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SITZLOJ,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITZJLO,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SITZJOL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X
SITZOLJ,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
SITZOJL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X
SITOLJZ,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SITOLZJ,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SITOZLJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
SILTJZO,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SILTZJO,X,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SILTZOJ,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SILTOJZ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SILTOZJ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SILJTZO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILJZTO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILJZOT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
SILJOTZ,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SILJOZT,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SILZTJO,O,O,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
SILZTOJ,O,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X
SILZJTO,X,O,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
SILZJOT,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X
SILZOTJ,O,X,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,O
SILZOJT,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
SILOTJZ,O,O,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X
SILOTZJ,O,O,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X
SILOJTZ,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SILOZTJ,O,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X
SILOZJT,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
SIJTLZO,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTZLO,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJTOZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SIJLTZO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIJLZTO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIJLZOT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
SIJLOTZ,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SIJLOZT,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X
SIJZTLO,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SIJZTOL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X
SIJZLTO,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SIJZOTL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X
SIJZOLT,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SIJOTLZ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIJOTZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SIJOLTZ,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X
SIJOZTL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X
SIJOZLT,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SIZTLJO,O,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SIZTLOJ,O,X,X,O,X,X,X,X,X,O,O,O,O,X,X,X,O,X
SIZTJLO,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SIZTJOL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X
SIZTOLJ,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
SIZTOJL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X
SIZLTJO,O,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X
SIZLJTO,X,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X
SIZLJOT,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,O
SIZLOJT,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X
SIZJTLO,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SIZJTOL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X
SIZJLTO,X,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X
SIZJLOT,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X
SIZJOLT,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X
SIZOTLJ,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
SIZOTJL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,O
SIZOLJT,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X
SIZOJLT,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X
SIOTLJZ,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
SIOTJZL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SIOTZLJ,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X
SIOLTJZ,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SIOLZTJ,O,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X
SIOLZJT,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
SIOJTLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SIOJLTZ,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X
SIOJZTL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X
SIOJZLT,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SIOZTLJ,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X
SIOZTJL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X
SIOZLTJ,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X
SIOZJTL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X
SIOZJLT,O,X,X,X,X,X,O,X,O,O,O,O,X,X,X,O,X,X
SLTIJZO,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SLTIZJO,X,O,X,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
SLTIZOJ,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLTJIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLTJZIO,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLTJZOI,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
SLTJOZI,O,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
SLTZIJO,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X
SLTZJIO,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLTZJOI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X
SLTZOIJ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SLTZOJI,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O
SLTOIJZ,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
SLTOJZI,O,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
SLTOZIJ,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLTOZJI,O,O,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X
SLITJZO,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SLITZJO,X,O,X,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
SLITZOJ,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X
SLITOJZ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SLITOZJ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SLIJTZO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLIJZTO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLIJZOT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SLIJOZT,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLIZTJO,O,O,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X
SLIZJTO,X,O,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
SLIZJOT,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,O
SLIZOJT,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,O,O,O,X,O,O,X,O,X,X,X,X,X
SLIOJTZ,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X,X
SLIOZJT,O,X,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X
SLJTIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SLJTIOZ,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLJTZIO,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
SLJTZOI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
SLJTOIZ,O,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
SLJTOZI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X
SLJITZO,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
SLJITOZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLJIZTO,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
