sequence,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFciBFhBfsBimBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFTdBFhBUnBGrByx?BXrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB0nBCrB2x?BTrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiBTmBWwBis?B0sB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFUhBFiBXmBOsBSw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBTdBcmBVsBWw?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFlcBciBamBfsBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFVhBXiB8qB+rBTn?ByxB
JLZISOT,X,O,X,O,X,X,X,X,X,X,O,X
JLZIOTS,X,O,X,O,X,X,O,X,O,X,X,X
JLZIOST,X,O,X,O,X,X,O,X,X,X,X,X
JLZSTIO,O,O,X,O,X,O,X,X,X,X,O,O
JLZSTOI,O,O,X,O,X,O,X,X,X,X,O,O
JLZSITO,O,O,X,O,X,O,X,X,X,X,O,O
JLZSIOT,X,O,X,O,X,X,X,X,X,X,O,X
JLZSOTI,X,O,X,O,X,X,X,X,X,X,O,X
JLZSOIT,X,O,X,O,X,X,X,X,X,X,O,X
JLZOTIS,X,O,X,O,X,X,O,X,O,X,X,X
JLZOTSI,X,O,X,O,X,X,O,X,O,X,X,X
JLZOITS,X,O,X,O,X,X,O,X,O,X,X,X
JLZOIST,X,O,X,O,X,X,O,X,X,X,X,X
JLZOSTI,X,O,X,O,X,X,O,X,X,X,X,X
JLZOSIT,X,O,X,O,X,X,O,X,X,X,X,X
JLOTISZ,O,X,X,X,O,O,O,X,O,X,O,X
JLOTIZS,O,X,X,O,X,X,O,X,O,X,X,X
JLOTSIZ,O,X,X,X,O,O,O,X,O,X,O,X
JLOTSZI,O,X,X,X,O,O,O,X,O,X,O,X
JLOTZIS,O,O,X,O,X,X,O,X,O,X,X,X
JLOTZSI,O,O,X,O,X,X,O,X,O,X,X,X
JLOITSZ,O,X,X,X,O,O,O,X,O,X,O,X
JLOITZS,O,X,X,O,X,X,O,X,O,X,X,X
JLOISTZ,O,X,X,X,O,O,O,X,O,X,O,X
JLOISZT,O,X,X,X,X,X,O,X,X,X,O,X
JLOIZTS,O,X,X,O,X,X,O,X,O,X,X,X
JLOIZST,O,X,X,O,X,X,O,X,X,X,O,X
JLOSTIZ,O,X,X,X,O,O,O,X,O,X,O,X
JLOSTZI,O,X,X,X,O,O,O,X,O,X,O,X
JLOSITZ,O,X,X,X,O,O,O,X,O,X,O,X
JLOSIZT,O,X,X,X,X,X,O,X,X,X,O,X
JLOSZTI,O,X,X,X,X,X,O,X,X,X,O,X
JLOSZIT,O,X,X,X,X,X,O,X,X,X,O,X
JLOZTIS,O,O,X,O,X,X,O,X,O,X,X,X
JLOZTSI,O,O,X,O,X,X,O,X,O,X,X,X
JLOZITS,O,O,X,O,X,X,O,X,O,X,X,X
JLOZIST,O,O,X,O,X,X,O,X,X,X,O,X
JLOZSTI,O,O,X,O,X,X,O,X,X,X,O,X
JLOZSIT,O,O,X,O,X,X,O,X,X,X,O,X
JSTILZO,X,X,O,X,O,O,X,X,X,O,X,X
JSTILOZ,X,X,X,X,O,O,X,X,X,O,X,X
JSTIZLO,X,X,O,X,O,O,X,X,O,O,O,X
JSTIZOL,X,X,O,X,O,O,X,X,O,O,O,X
JSTIOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JSTIOZL,X,X,O,X,O,O,X,X,O,X,X,X
JSTLIZO,O,X,O,X,O,O,X,X,X,O,O,X
JSTLIOZ,O,X,X,X,O,O,X,X,X,O,X,X
JSTLZIO,O,X,O,X,O,O,X,X,X,O,O,X
JSTLZOI,O,X,O,X,O,O,X,X,X,O,O,X
JSTLOIZ,O,X,X,X,O,O,X,X,X,O,X,X
JSTLOZI,O,X,X,X,O,O,X,X,X,O,X,X
JSTZILO,X,O,O,X,O,O,X,X,O,O,O,X
JSTZIOL,X,O,O,X,O,O,X,X,O,O,O,X
JSTZLIO,X,O,O,X,O,O,X,X,O,O,O,X
JSTZLOI,X,O,O,X,O,O,X,X,O,O,O,X
JSTZOIL,X,O,O,X,O,O,X,X,O,O,O,X
JSTZOLI,X,O,O,X,O,O,X,X,O,O,X,X
JSTOILZ,X,X,X,X,O,O,X,X,X,X,X,X
JSTOIZL,X,X,O,X,O,O,X,X,O,X,X,X
JSTOLIZ,X,X,X,X,O,O,X,X,X,O,X,X
JSTOLZI,X,X,X,X,O,O,X,X,X,O,X,X
JSTOZIL,X,X,O,X,O,O,X,X,O,O,X,X
JSTOZLI,X,X,O,X,O,O,X,X,O,O,X,X
JSITLZO,X,X,O,X,O,O,X,X,X,O,X,X
JSITLOZ,X,X,X,X,O,O,X,X,X,X,X,X
JSITZLO,X,X,O,X,O,O,X,X,O,O,O,X
JSITZOL,X,X,O,X,O,O,X,X,O,O,O,X
JSITOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JSITOZL,X,X,O,X,O,O,X,X,O,X,X,X
JSILTZO,O,X,O,O,O,O,X,X,O,X,O,X
JSILTOZ,O,X,X,X,O,O,X,X,O,X,X,X
JSILZTO,O,O,O,O,X,O,X,X,X,X,O,X
JSILZOT,X,O,X,O,X,X,X,X,X,X,O,X
JSILOTZ,O,X,X,X,X,O,O,X,O,X,X,X
JSILOZT,X,X,X,X,X,X,O,X,X,X,O,X
JSIZTLO,X,O,O,X,O,O,X,X,X,X,O,X
JSIZTOL,X,O,O,X,O,O,X,X,X,X,O,X
JSIZLTO,X,O,O,X,X,X,X,X,X,X,O,X
JSIZLOT,X,O,X,X,X,X,X,X,X,X,O,X
JSIZOTL,X,O,O,X,X,X,X,X,X,X,O,X
JSIZOLT,X,O,X,X,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,O,O,O,X,X,X,X,X
JSIOTZL,X,X,O,X,O,O,O,X,O,X,X,X
JSIOLTZ,O,X,X,X,O,X,O,X,O,X,X,X
JSIOLZT,O,X,X,X,X,X,O,X,X,X,X,X
JSIOZTL,X,X,O,X,O,X,O,X,X,X,O,X
JSIOZLT,X,X,X,X,X,X,O,X,X,X,X,X
JSLTIZO,O,X,O,O,O,O,X,X,O,O,O,X
JSLTIOZ,O,X,X,X,O,O,X,X,O,O,X,X
JSLTZIO,O,O,O,O,O,O,X,X,O,O,O,X
JSLTZOI,O,O,O,O,O,O,X,X,O,O,O,X
JSLTOIZ,O,X,X,X,O,O,X,X,O,O,X,X
JSLTOZI,O,X,X,X,O,O,X,X,O,O,X,X
JSLITZO,O,X,O,O,O,O,X,X,O,O,O,X
JSLITOZ,O,X,X,X,O,O,X,X,O,X,X,X
JSLIZTO,O,O,O,O,X,O,X,X,X,X,O,X
JSLIZOT,X,O,X,O,X,X,X,X,X,X,O,X
JSLIOTZ,O,X,X,X,X,O,O,X,O,X,X,X
JSLIOZT,X,X,X,X,X,X,O,X,X,X,O,X
JSLZTIO,O,O,O,O,X,O,X,X,X,X,O,O
JSLZTOI,O,O,O,O,X,O,X,X,X,X,O,O
JSLZITO,O,O,O,O,X,O,X,X,X,X,O,O
JSLZIOT,X,O,X,O,X,X,X,X,X,X,O,X
JSLZOTI,X,O,X,O,X,X,X,X,X,X,O,X
JSLZOIT,X,O,X,O,X,X,X,X,X,X,O,X
JSLOTIZ,O,X,X,X,X,O,O,X,O,X,X,X
JSLOTZI,O,X,X,X,X,O,O,X,O,X,X,X
JSLOITZ,O,X,X,X,X,O,O,X,O,X,X,X
JSLOIZT,X,X,X,X,X,X,O,X,X,X,O,X
JSLOZTI,X,X,X,X,X,X,O,X,X,X,O,X
JSLOZIT,X,X,X,X,X,X,O,X,X,X,O,X
JSZTILO,X,O,O,X,O,O,X,X,X,X,O,O
JSZTIOL,X,O,O,X,O,O,X,X,X,X,O,O
JSZTLIO,X,O,O,X,O,O,X,X,X,X,O,O
JSZTLOI,X,O,O,X,O,O,X,X,X,X,O,O
JSZTOIL,X,O,O,X,O,O,X,X,X,X,O,O
JSZTOLI,X,O,O,X,O,O,X,X,X,X,X,O
JSZITLO,X,O,O,X,O,O,X,X,X,X,O,O
JSZITOL,X,O,O,X,O,O,X,X,X,X,O,O
JSZILTO,X,O,O,X,X,X,X,X,X,X,O,O
JSZILOT,X,O,X,X,X,X,X,X,X,X,O,X
JSZIOTL,X,O,O,X,X,X,X,X,X,X,O,X
JSZIOLT,X,O,X,X,X,X,X,X,X,X,X,X
JSZLTIO,X,O,O,X,X,O,X,X,X,X,O,O
JSZLTOI,X,O,O,X,X,O,X,X,X,X,O,O
JSZLITO,X,O,O,X,X,O,X,X,X,X,O,O
JSZLIOT,X,O,X,X,X,X,X,X,X,X,O,X
JSZLOTI,X,O,X,X,X,X,X,X,X,X,O,X
JSZLOIT,X,O,X,X,X,X,X,X,X,X,O,X
JSZOTIL,X,O,O,X,X,X,X,X,X,X,O,X
JSZOTLI,X,O,O,X,X,X,X,X,X,X,X,X
JSZOITL,X,O,O,X,X,X,X,X,X,X,O,X
JSZOILT,X,O,X,X,X,X,X,X,X,X,X,X
JSZOLTI,X,O,X,X,X,X,X,X,X,X,O,X
JSZOLIT,X,O,X,X,X,X,X,X,X,X,O,X
JSOTILZ,X,X,X,X,O,O,O,X,X,X,X,X
JSOTIZL,X,X,O,X,O,O,O,X,O,X,X,X
JSOTLIZ,X,X,X,X,O,O,O,X,X,X,X,X
JSOTLZI,X,X,X,X,O,O,O,X,X,X,X,X
JSOTZIL,X,X,O,X,O,O,O,X,O,X,X,X
JSOTZLI,X,X,O,X,O,O,O,X,O,X,X,X
JSOITLZ,X,X,X,X,O,O,O,X,X,X,X,X
JSOITZL,X,X,O,X,O,O,O,X,O,X,X,X
JSOILTZ,O,X,X,X,O,X,O,X,O,X,X,X
JSOILZT,O,X,X,X,X,X,O,X,X,X,X,X
JSOIZTL,X,X,O,X,O,X,O,X,X,X,O,X
JSOIZLT,X,X,X,X,X,X,O,X,X,X,X,X
JSOLTIZ,O,X,X,X,O,O,O,X,O,X,X,X
JSOLTZI,O,X,X,X,O,O,O,X,O,X,X,X
JSOLITZ,O,X,X,X,O,O,O,X,O,X,X,X
JSOLIZT,O,X,X,X,X,X,O,X,X,X,O,X
JSOLZTI,O,X,X,X,X,X,O,X,X,X,O,X
JSOLZIT,O,X,X,X,X,X,O,X,X,X,O,X
JSOZTIL,X,X,O,X,O,X,O,X,X,X,O,X
JSOZTLI,X,X,O,X,O,X,O,X,X,X,X,X
JSOZITL,X,X,O,X,O,X,O,X,X,X,O,X
JSOZILT,X,X,X,X,X,X,O,X,X,X,X,X
JSOZLTI,X,X,X,X,X,X,O,X,X,X,O,X
JSOZLIT,X,X,X,X,X,X,O,X,X,X,O,X
JZTILSO,X,O,O,X,X,X,X,O,O,X,X,X
JZTILOS,X,O,X,X,X,X,X,O,O,X,X,X
JZTISLO,X,O,O,X,O,O,X,O,O,X,O,O
JZTISOL,X,O,O,X,O,O,X,X,O,X,X,O
JZTIOLS,X,X,X,X,X,X,X,O,O,X,X,X
JZTIOSL,X,O,O,X,X,X,X,O,O,X,X,X
JZTLISO,O,O,O,X,X,X,X,O,O,X,X,X
JZTLIOS,X,O,X,X,X,X,X,O,O,X,X,X
JZTLSIO,O,O,O,X,X,X,X,O,O,X,X,X
JZTLSOI,O,O,O,X,X,X,X,O,O,X,X,X
JZTLOIS,O,O,X,X,X,X,X,O,O,X,X,X
JZTLOSI,O,O,X,X,X,X,X,O,O,X,X,X
JZTSILO,X,O,O,X,O,O,X,O,O,X,X,O
JZTSIOL,X,O,O,X,O,O,X,X,O,X,X,O
JZTSLIO,X,O,O,X,O,O,X,O,O,X,X,O
JZTSLOI,X,O,O,X,O,O,X,O,O,X,X,O
JZTSOIL,X,O,O,X,O,O,X,X,O,X,X,O
JZTSOLI,X,O,O,X,O,O,X,X,O,X,X,O
JZTOILS,X,X,X,X,X,X,X,O,O,X,X,X
JZTOISL,X,O,O,X,X,X,X,O,O,X,X,X
JZTOLIS,X,X,X,X,X,X,X,O,O,X,X,X
JZTOLSI,X,X,X,X,X,X,X,O,O,X,X,X
JZTOSIL,X,O,O,X,X,X,X,O,O,X,X,X
JZTOSLI,X,O,O,X,X,X,X,O,O,X,X,X
JZITLSO,X,O,O,X,X,X,X,O,O,X,X,X
JZITLOS,X,O,X,X,X,X,X,O,O,X,X,X
JZITSLO,X,O,O,X,O,O,X,O,O,X,O,O
JZITSOL,X,O,O,X,O,O,X,X,O,X,X,O
JZITOLS,X,X,X,X,X,X,X,O,O,X,X,X
JZITOSL,X,O,O,X,X,X,X,O,O,X,X,X
JZILTSO,O,O,O,O,X,O,X,O,O,X,X,O
JZILTOS,X,O,X,O,X,X,X,O,O,X,X,X
JZILSTO,O,O,X,O,X,O,X,X,X,X,O,O
JZILSOT,X,O,X,O,X,X,X,X,X,X,O,X
JZILOTS,X,O,X,O,X,X,O,X,O,X,X,X
JZILOST,X,O,X,O,X,X,O,X,X,X,X,X
JZISTLO,X,O,O,X,O,O,X,X,X,X,O,O
JZISTOL,X,O,O,X,O,O,X,X,X,X,O,O
JZISLTO,X,O,O,X,X,X,X,X,X,X,O,O
JZISLOT,X,O,X,X,X,X,X,X,X,X,X,X
JZISOTL,X,O,O,X,X,X,X,X,X,X,O,X
JZISOLT,X,O,X,X,X,X,X,X,X,X,X,X
JZIOTLS,X,X,O,X,X,X,X,X,O,X,X,X
JZIOTSL,X,O,O,X,O,X,O,X,O,X,O,X
JZIOLTS,O,O,O,X,X,X,O,X,O,X,X,X
JZIOLST,O,O,X,X,X,X,O,X,X,X,X,X
JZIOSTL,X,O,O,X,O,X,O,X,X,X,O,X
JZIOSLT,X,O,X,X,X,X,O,X,X,X,X,X
JZLTISO,O,O,O,O,X,O,X,O,O,X,X,O
JZLTIOS,X,O,X,O,X,X,X,O,O,X,X,X
JZLTSIO,O,O,O,O,X,O,X,O,O,X,X,O
JZLTSOI,O,O,O,O,X,O,X,O,O,X,X,O
JZLTOIS,O,O,X,O,X,X,X,O,O,X,X,X
JZLTOSI,O,O,X,O,X,X,X,O,O,X,X,X
JZLITSO,O,O,O,O,X,O,X,O,O,X,X,O
JZLITOS,X,O,X,O,X,X,X,O,O,X,X,X
JZLISTO,O,O,X,O,X,O,X,X,X,X,O,O
JZLISOT,X,O,X,O,X,X,X,X,X,X,O,X
JZLIOTS,X,O,X,O,X,X,O,X,O,X,X,X
JZLIOST,X,O,X,O,X,X,O,X,X,X,X,X
JZLSTIO,O,O,X,O,X,O,X,X,X,X,O,O
JZLSTOI,O,O,X,O,X,O,X,X,X,X,O,O
JZLSITO,O,O,X,O,X,O,X,X,X,X,O,O
JZLSIOT,X,O,X,O,X,X,X,X,X,X,O,X
JZLSOTI,X,O,X,O,X,X,X,X,X,X,O,X
JZLSOIT,X,O,X,O,X,X,X,X,X,X,O,X
JZLOTIS,X,O,X,O,X,X,O,X,O,X,X,X
JZLOTSI,X,O,X,O,X,X,O,X,O,X,X,X
JZLOITS,X,O,X,O,X,X,O,X,O,X,X,X
JZLOIST,X,O,X,O,X,X,O,X,X,X,X,X
JZLOSTI,X,O,X,O,X,X,O,X,X,X,X,X
JZLOSIT,X,O,X,O,X,X,O,X,X,X,X,X
JZSTILO,X,O,O,X,O,O,X,X,X,X,O,O
JZSTIOL,X,O,O,X,O,O,X,X,X,X,O,O
JZSTLIO,X,O,O,X,O,O,X,X,X,X,O,O
JZSTLOI,X,O,O,X,O,O,X,X,X,X,O,O
JZSTOIL,X,O,O,X,O,O,X,X,X,X,O,O
JZSTOLI,X,O,O,X,O,O,X,X,X,X,X,O
JZSITLO,X,O,O,X,O,O,X,X,X,X,O,O
JZSITOL,X,O,O,X,O,O,X,X,X,X,O,O
JZSILTO,X,O,O,X,X,X,X,X,X,X,O,O
JZSILOT,X,O,X,X,X,X,X,X,X,X,O,X
JZSIOTL,X,O,O,X,X,X,X,X,X,X,O,X
JZSIOLT,X,O,X,X,X,X,X,X,X,X,X,X
JZSLTIO,X,O,O,X,X,O,X,X,X,X,O,O
JZSLTOI,X,O,O,X,X,O,X,X,X,X,O,O
JZSLITO,X,O,O,X,X,O,X,X,X,X,O,O
JZSLIOT,X,O,X,X,X,X,X,X,X,X,O,X
JZSLOTI,X,O,X,X,X,X,X,X,X,X,O,X
JZSLOIT,X,O,X,X,X,X,X,X,X,X,O,X
JZSOTIL,X,O,O,X,X,X,X,X,X,X,O,X
JZSOTLI,X,O,O,X,X,X,X,X,X,X,X,X
JZSOITL,X,O,O,X,X,X,X,X,X,X,O,X
JZSOILT,X,O,X,X,X,X,X,X,X,X,X,X
JZSOLTI,X,O,X,X,X,X,X,X,X,X,O,X
JZSOLIT,X,O,X,X,X,X,X,X,X,X,O,X
JZOTILS,X,X,O,X,X,X,X,X,O,X,X,X
JZOTISL,X,O,O,X,O,X,O,X,O,X,O,X
JZOTLIS,X,X,O,X,X,X,X,X,O,X,X,X
JZOTLSI,X,X,O,X,X,X,X,X,O,X,X,X
JZOTSIL,X,O,O,X,O,X,O,X,O,X,X,X
JZOTSLI,X,O,O,X,O,X,O,X,O,X,X,X
JZOITLS,X,X,O,X,X,X,X,X,O,X,X,X
JZOITSL,X,O,O,X,O,X,O,X,O,X,O,X
JZOILTS,O,O,O,X,X,X,O,X,O,X,X,X
JZOILST,O,O,X,X,X,X,O,X,X,X,X,X
JZOISTL,X,O,O,X,O,X,O,X,X,X,O,X
JZOISLT,X,O,X,X,X,X,O,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,O,X,O,X,X,X
JZOLTSI,O,O,O,X,X,X,O,X,O,X,X,X
JZOLITS,O,O,O,X,X,X,O,X,O,X,X,X
JZOLIST,O,O,X,X,X,X,O,X,X,X,X,X
JZOLSTI,O,O,X,X,X,X,O,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,O,X,X,X,X,X
JZOSTIL,X,O,O,X,O,X,O,X,X,X,O,X
JZOSTLI,X,O,O,X,O,X,O,X,X,X,X,X
JZOSITL,X,O,O,X,O,X,O,X,X,X,O,X
JZOSILT,X,O,X,X,X,X,O,X,X,X,X,X
JZOSLTI,X,O,X,X,X,X,O,X,X,X,O,X
JZOSLIT,X,O,X,X,X,X,O,X,X,X,O,X
JOTILSZ,O,X,X,X,O,X,O,X,O,X,O,X
JOTILZS,O,X,O,O,X,X,O,X,O,X,X,X
JOTISLZ,X,X,O,X,O,O,O,X,X,X,X,X
JOTISZL,X,X,O,X,O,O,O,X,O,X,O,X
JOTIZLS,X,X,O,X,X,X,X,O,O,X,X,X
JOTIZSL,X,X,O,X,O,X,O,O,O,X,X,X
JOTLISZ,O,X,X,X,O,X,O,X,O,X,O,X
JOTLIZS,O,X,O,O,X,X,O,O,O,X,X,X
JOTLSIZ,O,X,X,X,O,X,O,X,O,X,O,X
JOTLSZI,O,X,X,X,O,X,O,X,O,X,O,X
JOTLZIS,O,X,O,X,X,X,O,O,O,X,X,X
JOTLZSI,O,X,O,X,X,X,O,O,O,X,X,X
JOTSILZ,X,X,O,X,O,O,O,X,X,X,X,X
JOTSIZL,X,X,O,X,O,O,O,X,O,X,O,X
JOTSLIZ,X,X,O,X,O,O,O,X,X,X,O,X
JOTSLZI,X,X,O,X,O,O,O,X,X,X,O,X
JOTSZIL,X,X,O,X,O,O,O,X,O,X,O,X
JOTSZLI,X,X,O,X,O,O,O,X,O,X,O,X
JOTZILS,X,X,O,X,X,X,X,O,O,X,X,X
JOTZISL,X,O,O,X,O,X,O,O,O,X,X,X
JOTZLIS,X,X,O,X,X,X,X,O,O,X,X,X
JOTZLSI,X,X,O,X,X,X,X,O,O,X,X,X
JOTZSIL,X,O,O,X,O,X,O,O,O,X,X,X
JOTZSLI,X,O,O,X,O,X,O,O,O,X,X,X
JOITLSZ,O,X,X,X,O,X,O,X,O,X,O,X
JOITLZS,O,X,O,O,X,X,O,X,O,X,X,X
JOITSLZ,X,X,O,X,O,O,O,X,X,X,X,X
JOITSZL,X,X,O,X,O,O,O,X,O,X,O,X
JOITZLS,X,X,O,X,X,X,X,O,O,X,X,X
JOITZSL,X,X,O,X,O,X,O,O,O,X,X,X
JOILTSZ,O,X,X,X,O,O,O,X,O,X,O,X
JOILTZS,O,X,O,O,X,X,O,O,O,X,X,X
JOILSTZ,O,X,O,X,O,O,O,X,O,X,O,X
JOILSZT,O,X,O,X,X,X,O,X,X,X,O,X
JOILZTS,O,X,O,O,X,X,O,O,O,X,X,X
JOILZST,O,X,X,O,X,X,O,X,X,X,O,X
JOISTLZ,X,X,O,X,O,O,O,X,X,X,X,X
JOISTZL,X,X,O,X,O,O,O,X,O,X,O,X
JOISLTZ,O,X,O,X,O,X,O,X,O,X,O,X
JOISLZT,O,X,O,X,X,X,O,X,X,X,O,X
JOISZTL,X,X,O,X,O,X,O,X,X,X,O,X
JOISZLT,X,X,O,X,X,X,O,X,X,X,O,X
JOIZTLS,X,X,O,X,X,X,X,O,O,X,X,X
JOIZTSL,X,X,O,X,O,X,O,O,O,X,O,X
JOIZLTS,O,X,O,X,X,X,O,O,O,X,X,X
JOIZLST,O,X,X,X,X,X,O,X,X,X,O,X
JOIZSTL,X,X,O,X,O,X,O,X,X,X,O,X
JOIZSLT,X,X,O,X,X,X,O,X,X,X,O,X
JOLTISZ,O,X,X,X,O,O,O,X,O,X,O,X
JOLTIZS,O,X,O,O,X,X,O,O,O,X,X,X
JOLTSIZ,O,X,X,X,O,O,O,X,O,X,O,X
JOLTSZI,O,X,X,X,O,O,O,X,O,X,O,X
JOLTZIS,O,O,O,O,X,X,O,O,O,X,X,X
JOLTZSI,O,O,O,O,X,X,O,O,O,X,X,X
JOLITSZ,O,X,X,X,O,O,O,X,O,X,O,X
JOLITZS,O,X,O,O,X,X,O,O,O,X,X,X
JOLISTZ,O,X,O,X,O,O,O,X,O,X,O,X
JOLISZT,O,X,O,X,X,X,O,X,X,X,O,X
JOLIZTS,O,X,O,O,X,X,O,O,O,X,X,X
JOLIZST,O,X,X,O,X,X,O,X,X,X,O,X
JOLSTIZ,O,X,O,X,O,O,O,X,O,X,O,X
JOLSTZI,O,X,O,X,O,O,O,X,O,X,O,X
JOLSITZ,O,X,O,X,O,O,O,X,O,X,O,X
JOLSIZT,O,X,O,X,X,X,O,X,X,X,O,X
JOLSZTI,O,X,O,X,X,X,O,X,X,X,O,X
JOLSZIT,O,X,O,X,X,X,O,X,X,X,O,X
JOLZTIS,O,O,O,O,X,X,O,O,O,X,X,X
JOLZTSI,O,O,O,O,X,X,O,O,O,X,X,X
JOLZITS,O,O,O,O,X,X,O,O,O,X,X,X
JOLZIST,O,O,X,O,X,X,O,X,X,X,O,X
JOLZSTI,O,O,X,O,X,X,O,X,X,X,O,X
JOLZSIT,O,O,X,O,X,X,O,X,X,X,O,X
JOSTILZ,X,X,O,X,O,O,O,X,X,X,X,X
JOSTIZL,X,X,O,X,O,O,O,X,O,X,O,X
JOSTLIZ,X,X,O,X,O,O,O,X,X,X,O,X
JOSTLZI,X,X,O,X,O,O,O,X,X,X,O,X
JOSTZIL,X,X,O,X,O,O,O,X,O,X,O,X
JOSTZLI,X,X,O,X,O,O,O,X,O,X,O,X
JOSITLZ,X,X,O,X,O,O,O,X,X,X,X,X
JOSITZL,X,X,O,X,O,O,O,X,O,X,O,X
JOSILTZ,O,X,O,X,O,X,O,X,O,X,O,X
JOSILZT,O,X,O,X,X,X,O,X,X,X,O,X
JOSIZTL,X,X,O,X,O,X,O,X,X,X,O,X
JOSIZLT,X,X,O,X,X,X,O,X,X,X,O,X
JOSLTIZ,O,X,O,X,O,O,O,X,O,X,O,X
JOSLTZI,O,X,O,X,O,O,O,X,O,X,O,X
JOSLITZ,O,X,O,X,O,O,O,X,O,X,O,X
JOSLIZT,O,X,O,X,X,X,O,X,X,X,O,X
JOSLZTI,O,X,O,X,X,X,O,X,X,X,O,X
JOSLZIT,O,X,O,X,X,X,O,X,X,X,O,X
JOSZTIL,X,X,O,X,O,X,O,X,X,X,O,X
JOSZTLI,X,X,O,X,O,X,O,X,X,X,O,X
JOSZITL,X,X,O,X,O,X,O,X,X,X,O,X
JOSZILT,X,X,O,X,X,X,O,X,X,X,O,X
JOSZLTI,X,X,O,X,X,X,O,X,X,X,O,X
JOSZLIT,X,X,O,X,X,X,O,X,X,X,O,X
JOZTILS,X,X,O,X,X,X,X,O,O,X,X,X
JOZTISL,X,O,O,X,O,X,O,O,O,X,O,X
JOZTLIS,X,X,O,X,X,X,X,O,O,X,X,X
JOZTLSI,X,X,O,X,X,X,X,O,O,X,X,X
JOZTSIL,X,O,O,X,O,X,O,O,O,X,X,X
JOZTSLI,X,O,O,X,O,X,O,O,O,X,X,X
JOZITLS,X,X,O,X,X,X,X,O,O,X,X,X
JOZITSL,X,O,O,X,O,X,O,O,O,X,O,X
JOZILTS,O,O,O,X,X,X,O,O,O,X,X,X
JOZILST,O,O,X,X,X,X,O,X,X,X,O,X
JOZISTL,X,O,O,X,O,X,O,X,X,X,O,X
JOZISLT,X,O,O,X,X,X,O,X,X,X,O,X
JOZLTIS,O,O,O,X,X,X,O,O,O,X,X,X
JOZLTSI,O,O,O,X,X,X,O,O,O,X,X,X
JOZLITS,O,O,O,X,X,X,O,O,O,X,X,X
JOZLIST,O,O,X,X,X,X,O,X,X,X,O,X
JOZLSTI,O,O,X,X,X,X,O,X,X,X,O,X
JOZLSIT,O,O,X,X,X,X,O,X,X,X,O,X
JOZSTIL,X,O,O,X,O,X,O,X,X,X,O,X
JOZSTLI,X,O,O,X,O,X,O,X,X,X,O,X
JOZSITL,X,O,O,X,O,X,O,X,X,X,O,X
JOZSILT,X,O,O,X,X,X,O,X,X,X,O,X
JOZSLTI,X,O,O,X,X,X,O,X,X,X,O,X
JOZSLIT,X,O,O,X,X,X,O,X,X,X,O,X
STILJZO,O,X,X,X,O,O,X,X,X,O,X,X
STILJOZ,O,X,X,X,O,O,X,X,X,O,X,X
STILZJO,O,O,O,X,O,O,X,X,X,O,O,O
STILZOJ,X,X,O,X,X,X,X,X,X,O,O,O
STILOJZ,O,X,X,X,O,O,X,X,X,O,X,X
STILOZJ,X,X,X,X,O,X,X,X,X,O,X,X
STIJLZO,X,X,X,X,O,O,X,X,X,O,X,X
STIJLOZ,X,X,X,X,O,O,X,X,X,O,X,X
STIJZLO,X,X,O,X,O,O,X,X,X,O,X,X
STIJZOL,X,X,O,X,O,O,X,X,X,O,X,X
STIJOLZ,X,X,X,X,O,O,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,O,X,X,X,X,X,X
STIZLJO,X,O,O,X,O,O,X,O,X,O,O,O
STIZLOJ,X,X,O,X,X,X,X,O,X,O,O,O
STIZJLO,X,O,O,X,O,O,X,O,X,O,O,O
STIZJOL,X,O,O,X,O,O,X,X,X,O,X,O
STIZOLJ,X,X,O,X,O,X,X,O,X,O,O,O
STIZOJL,X,X,X,X,O,X,X,O,X,O,X,O
STIOLJZ,X,X,X,X,O,O,X,X,X,X,X,X
STIOLZJ,X,X,X,O,O,X,X,X,X,O,X,X
STIOJLZ,X,X,X,X,O,O,X,X,X,X,X,X
STIOJZL,X,X,X,X,O,O,X,X,X,X,X,X
STIOZLJ,X,X,O,X,O,X,X,X,X,O,X,X
