sequence,v115@7gB8HeB8FeF8EeF8AeF8Jem6IvhFRcBSiBTfB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFzaBGdBRhB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFxbBTdBflBlgBqm?B8qB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFibBchBTdBflB5l?B1wB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFTbBSiBflBRrB8q?BlrB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFfgBxbBTdBWmB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhF0bBxcBzfBSmBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFlbBGdBxkB0mB/q?BirB,v115@7gB8HeB8FeF8EeF8AeF8Je36IvhFTdBxgB2kBChB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFGbBUgBxhBThBXn?BlqB
LSZTJIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LSZTJOI,O,O,O,X,X,O,X,X,X,X,X,X,X
LSZTOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSZTOJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LSZITJO,O,X,O,X,O,X,X,X,X,X,X,X,X
LSZITOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSZIJTO,O,X,O,X,O,X,X,X,X,X,X,X,O
LSZIJOT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSZIOJT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,O
LSZJTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,X,O,X,O,X,X,X,X,X,X,X,O
LSZJIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZJOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZOTJI,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZOITJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOTJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOTJZI,O,X,O,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOTZJI,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOITJZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LSOITZJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LSOIJTZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOIJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSOIZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOJTZI,O,X,O,O,X,O,X,X,X,X,X,X,X
LSOJITZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSOZTJI,O,X,O,X,X,O,X,X,X,X,X,X,X
LSOZITJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X,X,X,X,X,O
LZTIJOS,O,O,O,X,X,X,X,X,X,X,X,X,O
LZTISJO,O,O,O,X,X,X,X,X,X,X,X,X,O
LZTISOJ,O,O,O,X,X,X,X,X,X,X,O,X,X
LZTIOJS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZTIOSJ,O,O,O,X,X,X,X,X,X,X,O,X,X
LZTJISO,O,O,X,X,X,X,X,X,X,X,X,X,O
LZTJIOS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZTJSIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LZTJSOI,O,O,O,X,X,O,X,X,O,X,X,X,X
LZTJOIS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZTJOSI,O,O,O,X,X,O,X,X,O,X,X,X,X
LZTSIJO,O,O,O,X,X,X,X,X,X,X,X,X,O
LZTSIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LZTSJIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LZTSJOI,O,O,O,X,X,O,X,X,X,X,X,X,X
LZTSOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LZTSOJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LZTOIJS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZTOISJ,O,O,O,X,X,X,X,X,X,X,O,X,X
LZTOJIS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZTOJSI,O,O,O,X,X,O,X,X,O,X,X,X,X
LZTOSIJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LZTOSJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LZITJSO,O,O,X,X,X,X,X,X,X,O,X,X,O
LZITJOS,O,O,O,X,X,X,X,X,X,O,X,X,O
LZITSJO,O,O,O,X,X,X,X,X,X,O,X,X,O
LZITSOJ,O,O,O,X,X,X,X,X,X,O,O,X,X
LZITOJS,O,O,O,X,X,X,X,X,O,O,X,X,O
LZITOSJ,O,O,O,X,X,X,X,X,X,O,O,X,X
LZIJTSO,O,O,X,X,X,X,X,X,X,O,X,X,O
LZIJTOS,O,O,O,X,X,X,X,X,X,O,X,X,O
LZIJSTO,O,X,O,X,O,X,X,X,X,O,X,X,O
LZIJSOT,O,O,O,X,O,X,X,X,X,O,X,X,X
LZIJOTS,O,O,O,X,X,X,X,X,X,O,X,X,O
LZIJOST,O,O,O,X,X,X,X,X,X,O,X,X,X
LZISTJO,O,X,O,X,O,X,X,X,X,O,X,X,X
LZISTOJ,O,X,O,X,O,X,X,X,X,O,X,X,X
LZISJTO,O,X,O,X,O,X,X,X,X,O,X,X,O
LZISJOT,O,O,O,X,O,X,X,X,X,O,X,X,X
LZISOTJ,O,X,O,X,O,X,X,X,X,O,O,X,X
LZISOJT,O,O,O,X,O,X,X,X,X,O,O,X,X
LZIOTJS,O,O,O,X,X,X,X,X,X,O,X,X,X
LZIOTSJ,O,X,O,X,X,X,X,X,X,O,O,X,X
LZIOJTS,O,O,O,X,X,X,X,X,X,O,X,X,O
LZIOJST,O,O,O,X,X,X,X,X,X,O,X,X,X
LZIOSTJ,O,X,O,X,X,X,X,X,X,O,O,X,X
LZIOSJT,O,O,O,X,X,X,X,X,X,O,O,X,X
LZJTISO,O,O,X,X,X,X,X,X,X,X,X,X,O
LZJTIOS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZJTSIO,O,O,O,X,X,X,X,X,X,X,X,X,O
LZJTSOI,O,O,O,X,X,X,X,X,O,X,X,X,X
LZJTOIS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZJTOSI,O,O,O,X,X,X,X,X,O,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X,X,O,X,X,O
LZJITOS,O,O,O,X,X,X,X,X,O,O,X,X,O
LZJISTO,O,X,O,X,O,X,X,X,X,O,X,X,O
LZJISOT,O,O,O,X,O,X,X,X,X,O,X,X,X
LZJIOTS,O,O,O,X,X,X,X,X,X,O,X,X,O
LZJIOST,O,O,O,X,X,X,X,X,X,O,X,X,X
LZJSTIO,O,O,O,X,X,X,X,X,X,X,X,X,O
LZJSTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
LZJSITO,O,X,O,X,O,X,X,X,X,X,X,X,O
LZJSIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
LZJSOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZJOTIS,O,O,O,X,X,X,X,X,O,X,X,X,O
LZJOTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
LZJOITS,O,O,O,X,X,X,X,X,X,X,X,X,O
LZJOIST,O,O,O,X,X,X,X,X,X,X,X,X,X
LZJOSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LZJOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZSTIJO,O,O,O,X,X,X,X,X,X,X,X,X,O
LZSTIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LZSTJIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LZSTJOI,O,O,O,X,X,O,X,X,X,X,X,X,X
LZSTOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LZSTOJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LZSITJO,O,X,O,X,O,X,X,X,X,X,X,X,X
LZSITOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZSIJTO,O,X,O,X,O,X,X,X,X,X,X,X,O
LZSIJOT,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSIOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZSIOJT,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,O,X,X,X,X,X,X,X,X,X,O
LZSJTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
LZSJITO,O,X,O,X,O,X,X,X,X,X,X,X,O
LZSJIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSJOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSOTJI,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSOITJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSOIJT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZSOJTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZOTIJS,O,O,O,X,X,X,X,X,X,X,X,X,O
LZOTISJ,O,O,O,X,X,X,X,X,X,X,O,X,X
LZOTJIS,O,O,O,X,X,X,X,X,X,X,X,X,O
LZOTJSI,O,O,O,X,X,O,X,X,X,X,X,X,X
LZOTSIJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LZOTSJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LZOITJS,O,O,O,X,X,X,X,X,X,X,X,X,X
LZOITSJ,O,X,O,X,X,X,X,X,X,X,O,X,X
LZOIJTS,O,O,O,X,X,X,X,X,X,X,X,X,O
LZOIJST,O,O,O,X,X,X,X,X,X,X,X,X,X
LZOISTJ,O,X,O,X,X,X,X,X,X,X,O,X,X
LZOISJT,O,O,O,X,X,X,X,X,X,X,O,X,X
LZOJTIS,O,O,O,X,X,X,X,X,X,X,X,X,O
LZOJTSI,O,O,O,X,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,O,X,X,X,X,X,X,X,X,X,O
LZOJIST,O,O,O,X,X,X,X,X,X,X,X,X,X
LZOJSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LZOJSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZOSTJI,O,X,O,X,X,O,X,X,X,X,X,X,X
LZOSITJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZOSIJT,O,O,O,X,X,X,X,X,X,X,X,X,X
LZOSJTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,O,O,X,X,O,O,X,O,X,X,X,X
LOTIJZS,O,O,O,X,X,X,O,X,O,X,X,X,X
LOTISJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LOTISZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LOTIZJS,O,O,O,X,X,X,O,X,O,X,X,X,O
LOTIZSJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LOTJISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
LOTJIZS,O,O,O,X,X,X,O,X,O,X,X,X,X
LOTJSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LOTJSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LOTJZIS,O,O,O,X,X,X,O,X,O,X,X,X,X
LOTJZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LOTSIJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LOTSIZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LOTSJZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LOTSZIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LOTSZJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LOTZIJS,O,O,O,X,X,X,O,X,O,X,X,X,O
LOTZISJ,O,O,O,O,X,X,O,X,X,X,X,X,X
LOTZJIS,O,O,O,X,X,X,O,X,O,X,X,X,O
LOTZJSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LOTZSIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LOTZSJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LOITJSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LOITJZS,O,O,O,X,X,X,X,X,O,X,X,X,X
LOITSJZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LOITSZJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LOITZJS,O,O,O,X,X,X,X,X,O,X,X,X,O
LOITZSJ,X,O,O,O,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJSZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJZST,O,O,O,X,X,X,X,X,X,X,X,X,X
LOISTJZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LOISTZJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LOISJTZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOISJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOISZTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LOISZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOIZJTS,O,O,O,X,X,X,X,X,X,X,X,X,O
LOIZJST,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJTISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
LOJTIZS,O,O,O,X,X,X,O,X,O,X,X,X,X
LOJTSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LOJTSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LOJTZIS,O,O,O,X,X,X,O,X,O,X,X,X,X
LOJTZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LOJITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJIZST,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOJSTZI,O,X,O,O,X,O,X,X,X,X,X,X,X
LOJSITZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOJSIZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOJSZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJZTIS,O,O,O,X,X,X,X,X,O,X,X,X,X
LOJZTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
LOJZITS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJZIST,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJZSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSTIZJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSTZJI,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSITJZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LOSITZJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LOSIJTZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSIJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LOSIZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSJTZI,O,X,O,O,X,O,X,X,X,X,X,X,X
LOSJITZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSJIZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOSJZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOSZTJI,O,X,O,X,X,O,X,X,X,X,X,X,X
LOSZITJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOZTIJS,O,O,O,X,X,X,X,X,X,X,X,X,O
LOZTISJ,O,O,O,X,X,X,X,X,X,X,O,X,X
LOZTJIS,O,O,O,X,X,X,X,X,X,X,X,X,O
LOZTJSI,O,O,O,X,X,O,X,X,X,X,X,X,X
LOZTSIJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LOZTSJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LOZITJS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOZITSJ,O,X,O,X,X,X,X,X,X,X,O,X,X
LOZIJTS,O,O,O,X,X,X,X,X,X,X,X,X,O
LOZIJST,O,O,O,X,X,X,X,X,X,X,X,X,X
LOZISTJ,O,X,O,X,X,X,X,X,X,X,O,X,X
LOZISJT,O,O,O,X,X,X,X,X,X,X,O,X,X
LOZJTIS,O,O,O,X,X,X,X,X,X,X,X,X,O
LOZJTSI,O,O,O,X,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,O,X,X,X,X,X,X,X,X,X,O
LOZJIST,O,O,O,X,X,X,X,X,X,X,X,X,X
LOZJSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOZJSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOZSTJI,O,X,O,X,X,O,X,X,X,X,X,X,X
LOZSITJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOZSIJT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOZSJTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,O,O,O,X,X,X,X,O,X
JTILSOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
JTILZSO,X,X,X,X,X,X,O,O,X,X,X,O,O
JTILZOS,X,O,X,X,X,X,O,O,O,X,X,O,O
JTILOSZ,X,O,X,X,X,O,X,X,O,X,X,X,X
JTILOZS,X,O,X,X,X,X,O,O,O,X,X,O,X
JTISLZO,X,X,X,O,O,X,X,X,X,X,X,O,X
JTISLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JTISZLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JTISZOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JTISOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JTISOZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X,O,X,O,X,O,X
JTIZLOS,X,O,X,X,X,X,X,O,O,O,X,O,X
JTIZSLO,X,X,X,O,X,X,X,O,X,O,X,O,X
JTIZSOL,X,X,X,O,X,X,X,O,X,O,X,X,X
JTIZOLS,X,X,X,X,X,X,X,O,O,O,X,O,X
JTIZOSL,X,X,X,O,X,X,X,O,O,O,X,X,X
JTIOLSZ,X,O,X,X,X,O,O,X,O,X,X,X,X
JTIOLZS,X,O,X,X,X,X,O,O,O,X,X,O,X
JTIOSLZ,X,X,X,O,X,X,X,X,O,X,X,X,X
JTIOSZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JTIOZLS,X,X,X,X,X,X,O,O,O,O,X,O,X
JTIOZSL,X,X,X,O,X,X,O,O,O,O,X,X,X
JTLISZO,O,X,X,X,O,O,O,X,X,X,X,O,X
JTLISOZ,O,O,X,X,X,O,X,X,X,X,X,X,X
JTLIZSO,X,X,X,X,X,X,O,X,X,X,X,O,O
JTLIZOS,X,O,X,X,X,X,O,X,O,X,X,O,O
JTLIOSZ,O,O,O,X,X,O,O,X,O,X,X,X,X
JTLIOZS,O,O,O,X,X,X,O,X,O,X,X,O,X
JTLSIZO,O,X,X,O,O,O,O,X,X,X,X,O,X
JTLSIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JTLSZIO,O,X,O,O,X,O,O,X,X,X,X,O,X
JTLSZOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JTLSOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JTLSOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTLZISO,X,O,X,X,X,X,O,O,X,X,X,O,O
JTLZIOS,X,O,O,X,X,X,O,O,O,X,X,O,O
JTLZSIO,X,O,O,O,X,O,O,O,X,X,X,O,O
JTLZSOI,X,O,O,O,X,O,X,X,O,X,X,X,X
JTLZOIS,X,O,O,X,X,X,O,O,O,X,X,O,O
JTLZOSI,X,O,O,O,X,O,O,X,O,X,X,X,X
JTLOISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
JTLOIZS,O,O,O,X,X,X,O,X,O,X,X,O,X
JTLOSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
JTLOSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JTLOZIS,O,O,O,X,X,X,O,X,O,X,X,O,X
JTLOZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
JTSILZO,O,X,X,O,O,X,X,X,X,X,X,O,X
JTSILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JTSIZLO,O,X,X,O,O,X,X,X,X,X,X,O,X
JTSIZOL,O,X,X,O,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
JTSIOZL,O,X,X,O,X,X,X,X,X,X,X,X,X
JTSLIZO,O,X,X,O,O,O,O,X,X,X,X,O,X
JTSLIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JTSLZIO,O,X,O,O,X,O,O,X,X,X,X,O,X
JTSLZOI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTSLOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JTSLOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
JTSZILO,O,X,X,O,X,X,X,O,X,X,X,O,X
JTSZIOL,O,X,X,O,X,X,X,O,X,X,X,X,X
JTSZLIO,O,X,O,O,X,X,X,O,X,X,X,O,X
JTSZLOI,O,X,O,O,X,X,X,X,O,X,X,X,X
JTSZOIL,O,X,X,O,X,X,X,X,O,X,X,X,X
JTSZOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JTSOILZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JTSOIZL,O,X,X,O,X,X,X,X,O,X,X,X,X
JTSOLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X
JTSOLZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JTSOZIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JTSOZLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JTZILSO,X,O,X,X,X,X,X,O,X,O,X,O,X
JTZILOS,X,O,X,X,X,X,X,O,O,O,X,O,X
JTZISLO,X,O,X,O,X,X,X,O,X,O,X,O,X
JTZISOL,X,X,X,O,X,X,X,O,X,O,O,X,X
JTZIOLS,X,O,X,X,X,X,X,O,O,O,X,O,X
JTZIOSL,X,X,X,O,X,X,X,O,O,O,O,X,X
JTZLISO,O,O,X,X,X,X,O,O,X,X,X,O,X
JTZLIOS,O,O,O,X,X,X,O,O,O,X,X,O,X
JTZLSIO,O,O,O,O,X,O,O,O,X,X,X,O,X
JTZLSOI,O,O,O,O,X,O,X,X,O,X,X,X,X
JTZLOIS,O,O,O,X,X,X,O,O,O,X,X,O,X
JTZLOSI,O,O,O,O,X,O,X,X,O,X,X,X,X
JTZSILO,O,O,X,O,X,X,X,O,X,X,X,O,X
JTZSIOL,O,X,X,O,X,X,X,O,X,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,O,X,X,X,O,X
JTZSLOI,O,O,O,O,X,X,X,X,O,X,X,X,X
JTZSOIL,O,X,X,O,X,X,X,X,O,X,X,X,X
JTZSOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JTZOILS,O,O,X,X,X,X,O,O,O,X,X,O,X
JTZOISL,X,X,X,O,X,X,O,O,O,X,O,X,X
JTZOLIS,O,O,O,X,X,X,O,O,O,X,X,O,X
JTZOLSI,O,O,O,O,X,O,O,X,O,X,X,X,X
JTZOSIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JTZOSLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JTOILSZ,O,O,X,X,X,O,O,X,O,X,X,X,X
JTOILZS,O,O,X,X,X,X,O,X,O,X,X,O,X
JTOISLZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JTOISZL,O,X,X,O,X,X,X,X,O,X,X,X,X
JTOIZLS,O,X,X,X,X,X,O,X,O,X,X,O,X
JTOIZSL,X,X,X,O,X,X,O,X,O,X,X,X,X
JTOLISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
JTOLIZS,O,O,O,X,X,X,O,X,O,X,X,O,X
JTOLSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
JTOLSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
