sequence,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbByhB8kBWmB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Je2/IvhFRbBzcBUhB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFOhB8hB6kBTgB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBmgB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFygBzcB0fB3iBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFmcB6kBcmB3iBTl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFlbB2iBClBxmBcm?B/qB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFygBRiBXgBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Je//IvhFagBzbBRiBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jem6IvhFzbB6kBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jei6IvhFzbBukBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jex7IvhF8hBmfBzgB3iB6k?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBVlBamB3i?BGqB,v115@6gC8IeB8GeC8DeH8AeF8JeOBJvhF8hBxfB3iB6kBTg?BlqB
ZIJTOSL,X,O,O,O,O,X,X,X,O,X,X,X,O,X
ZIJLTSO,X,X,O,X,O,O,O,X,X,X,X,X,X,X
ZIJLTOS,O,X,O,O,O,O,O,X,X,X,X,X,O,X
ZIJLSTO,X,X,O,X,O,O,O,X,X,X,O,X,X,X
ZIJLSOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZIJLOTS,O,X,O,O,X,O,O,X,X,X,X,X,O,X
ZIJLOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZIJSTLO,O,X,X,X,O,X,X,X,O,X,O,X,X,X
ZIJSTOL,O,O,X,X,O,X,X,X,O,X,O,X,O,X
ZIJSLTO,O,X,X,X,O,X,X,X,O,X,O,X,X,X
ZIJSLOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZIJSOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZIJSOLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZIJOTLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
ZIJOTSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIJOLTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
ZIJOLST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
ZIJOSTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIJOSLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZISTLJO,O,O,X,O,O,X,X,X,X,O,X,X,X,O
ZISTLOJ,O,O,X,O,O,X,X,X,O,O,X,X,X,X
ZISTJLO,O,O,X,O,O,X,X,X,X,X,O,X,X,O
ZISTJOL,O,O,X,O,O,X,X,X,X,X,O,X,X,O
ZISTOLJ,O,O,X,O,O,X,X,X,O,O,X,X,X,X
ZISTOJL,O,O,X,O,O,X,X,X,X,X,O,X,X,O
ZISLTJO,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZISLTOJ,O,O,X,X,O,X,X,X,O,O,X,X,X,X
ZISLJTO,O,O,X,X,O,X,X,X,O,O,X,X,X,O
ZISLJOT,O,O,X,O,O,X,X,X,X,X,X,X,X,O
ZISLOTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZISLOJT,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZISJTLO,O,X,X,X,O,X,X,X,X,X,O,X,X,O
ZISJTOL,O,O,X,X,O,X,X,X,X,X,O,X,O,O
ZISJLTO,O,X,X,X,O,X,X,X,X,X,O,X,X,O
ZISJLOT,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZISJOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,O
ZISJOLT,O,O,X,X,O,X,X,X,X,X,X,X,O,O
ZISOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZISOTJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZISOLTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZISOLJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZISOJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZISOJLT,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZIOTLJS,O,O,X,O,O,X,X,O,X,X,X,X,X,X
ZIOTLSJ,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZIOTJLS,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOTJSL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZIOTSLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZIOTSJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOLTJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZIOLTSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZIOLJTS,O,O,X,O,X,O,O,X,X,X,X,X,O,X
ZIOLJST,O,O,X,O,X,O,O,X,X,X,X,X,O,X
ZIOLSTJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZIOLSJT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
ZIOJTLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
ZIOJTSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOJLTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
ZIOJLST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
ZIOJSTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOJSLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOSTLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZIOSTJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOSLTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZIOSLJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOSJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOSJLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZLTIJSO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLTIJOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLTISJO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTISOJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTIOJS,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTIOSJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTJISO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLTJIOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLTJSIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTJSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTJOIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLTJOSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSIJO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTSIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTSJIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTSJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTSOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTSOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTOIJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLTOISJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTOJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLTOJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLTOSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLITJSO,X,O,O,O,O,O,O,X,X,X,X,X,X,X
ZLITJOS,X,O,O,O,O,O,O,X,X,X,X,X,X,X
ZLITSJO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZLITSOJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZLITOJS,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZLITOSJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X
ZLIJTSO,X,O,O,X,O,O,O,X,X,X,X,X,X,X
ZLIJTOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZLIJSTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
ZLIJSOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZLIJOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLIJOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZLISTJO,X,O,O,X,O,O,O,X,X,O,X,X,X,X
ZLISTOJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X
ZLISJTO,X,O,O,X,O,O,O,X,X,O,X,X,X,X
ZLISJOT,X,O,O,O,O,O,O,X,X,X,X,X,X,X
ZLISOTJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X
ZLISOJT,X,O,O,O,O,O,O,X,X,X,X,X,X,X
ZLIOTJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZLIOTSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLIOJTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLIOJST,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLIOSTJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X
ZLIOSJT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
ZLJTISO,X,O,O,X,O,O,X,X,X,X,X,X,O,X
ZLJTIOS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLJTSIO,X,O,O,X,O,X,X,X,X,X,X,X,O,X
ZLJTSOI,X,O,O,X,O,X,X,X,X,X,X,X,O,X
ZLJTOIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLJTOSI,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZLJITSO,X,O,O,X,O,O,O,X,X,X,X,X,X,X
ZLJITOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZLJISTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
ZLJISOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZLJIOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLJIOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZLJSTIO,O,O,O,O,O,X,X,X,X,O,O,X,X,X
ZLJSTOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X
ZLJSITO,O,O,O,O,O,O,X,X,X,O,O,X,X,X
ZLJSIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLJSOTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLJOTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
ZLJOTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZLJOITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLJOIST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZLJOSTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSTIOJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZLSTJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSTJOI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSTOIJ,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSTOJI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSITJO,X,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSITOJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZLSIJTO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSIJOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSIOTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLSIOJT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSJTOI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSJITO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZLSJIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSJOTI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSOTJI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSOITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLSOIJT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLSOJIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZLOTIJS,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOTISJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTJIS,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOTJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTSIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOITJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZLOITSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLOIJTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLOIJST,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLOISTJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X
ZLOISJT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
ZLOJTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
ZLOJTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZLOJITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLOJIST,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLOJSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLOSTJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLOSITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLOSIJT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLOSJIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJTILSO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJTILOS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
ZJTISLO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJTISOL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
ZJTIOLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
ZJTIOSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZJTLISO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJTLIOS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZJTLSIO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJTLSOI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJTLOIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZJTLOSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJTSILO,O,O,X,O,O,X,X,X,O,X,X,X,O,X
ZJTSIOL,O,O,X,O,O,X,X,X,O,X,X,O,O,X
ZJTSLIO,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZJTSLOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
ZJTSOIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
ZJTSOLI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
ZJTOILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
ZJTOISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZJTOLIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZJTOLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJTOSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
ZJTOSLI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
ZJITLSO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJITLOS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
ZJITSLO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJITSOL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
ZJITOLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
ZJITOSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZJILTSO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZJILTOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZJILSTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
ZJILSOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZJILOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZJILOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZJISTLO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
ZJISTOL,O,O,X,X,O,X,X,X,O,X,O,X,O,X
ZJISLTO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
ZJISLOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJISOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJISOLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJIOTLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
ZJIOTSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
ZJIOLTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
ZJIOLST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
ZJIOSTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZJIOSLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZJLTISO,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZJLTIOS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJLTSIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
ZJLTSOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
ZJLTOIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJLTOSI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
ZJLITSO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZJLITOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZJLISTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
ZJLISOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZJLIOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZJLIOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZJLSTIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZJLSTOI,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZJLSITO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
ZJLSIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJLSOTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
ZJLOTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZJLOITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZJLOIST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZJLOSTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJSTILO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
ZJSTIOL,O,O,X,X,O,X,X,X,O,X,O,O,O,X
ZJSTLIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
ZJSTLOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
ZJSTOIL,O,O,O,X,O,X,X,X,O,X,O,O,O,X
ZJSTOLI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
ZJSITLO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
ZJSITOL,O,O,X,X,O,X,X,X,O,X,O,O,O,X
ZJSILTO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
ZJSILOT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJSIOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJSIOLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJSLTIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
ZJSLTOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
ZJSLITO,O,O,O,X,O,O,X,X,O,X,O,X,O,X
ZJSLIOT,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZJSLOTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJSLOIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
ZJSOTIL,O,O,X,X,O,X,X,X,X,X,X,O,O,X
ZJSOTLI,O,O,X,X,O,X,X,X,X,X,X,O,O,X
ZJSOITL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJSOILT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJSOLTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJSOLIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
ZJOTILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
ZJOTISL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJOTLIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZJOTLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJOTSIL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZJOTSLI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
ZJOITLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
ZJOITSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
ZJOILTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
ZJOILST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
ZJOISTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZJOISLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZJOLTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
ZJOLTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZJOLITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZJOLIST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZJOLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJOSTIL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJOSTLI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJOSITL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJOSILT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJOSLTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZJOSLIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
ZSTILJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTILOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSTIJLO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSTIJOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTIOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZSTIOJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTLIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSTLIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSTLJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSTLJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSTLOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZSTLOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSTJILO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSTJIOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTJLIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSTJLOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSTJOIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTJOLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSTOILJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZSTOIJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTOLIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZSTOLJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSTOJIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTOJLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSITLJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSITLOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSITJLO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSITJOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSITOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZSITOJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSILTJO,X,O,O,O,O,O,X,X,X,O,X,X,X,X
ZSILTOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSILJTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSILJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSILOTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSILOJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSIJTLO,O,X,O,O,O,X,X,X,X,X,O,X,O,O
ZSIJTOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSIJLTO,O,X,O,O,O,O,X,X,X,X,O,X,O,O
ZSIJLOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSIJOTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSIJOLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSIOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZSIOLTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSIOLJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZSIOJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSIOJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSLTIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSLTIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSLTJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSLTJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSLTOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZSLTOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
