sequence,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFCe?BUgBFhBXjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFGe?BUgBFhBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFqi?BTeBUgBFhBGrBXrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BqiBTeBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BCeBFgBXjBUmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BWjBFgBXjBCrBUrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BGeB1lBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjB6rBzqB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BuiBcjBFgBqqB/rB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFGe?BylBziB5mBfrBlqB
JSTOIZL,X,X,X,X,O,O,X,X,X,X,X
JSTOLIZ,X,X,X,X,O,O,X,X,X,X,X
JSTOLZI,O,X,X,X,O,O,X,X,X,X,X
JSTOZIL,O,X,X,X,O,O,X,X,X,X,X
JSTOZLI,O,X,X,X,O,O,X,X,X,X,X
JSITLZO,O,X,X,X,O,X,X,X,X,X,X
JSITLOZ,X,X,X,X,O,X,X,X,X,X,X
JSITZLO,O,X,X,X,O,X,X,X,X,X,X
JSITZOL,O,X,X,X,O,X,X,X,X,X,X
JSITOLZ,X,X,X,X,O,O,X,X,X,X,X
JSITOZL,X,X,X,X,O,O,X,X,X,X,X
JSILTZO,O,X,X,X,O,O,X,X,X,X,X
JSILTOZ,X,X,X,X,O,O,X,X,X,X,X
JSILZTO,O,X,O,X,O,X,X,O,X,O,X
JSILZOT,O,X,O,X,O,X,X,X,X,O,X
JSILOTZ,X,X,X,X,O,X,X,X,X,X,X
JSILOZT,O,X,O,X,O,X,X,X,X,O,X
JSIZTLO,O,X,O,X,O,X,X,O,O,O,X
JSIZTOL,O,X,X,X,O,X,X,O,O,O,X
JSIZLTO,O,X,O,X,O,X,X,O,X,O,X
JSIZLOT,O,X,O,X,O,X,X,X,X,O,X
JSIZOTL,O,X,X,X,O,X,X,X,X,O,X
JSIZOLT,O,X,X,X,O,X,X,X,X,O,X
JSIOTLZ,X,X,X,X,O,X,X,X,X,X,X
JSIOTZL,X,X,X,X,O,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,O,X,X,X,X,X,X
JSIOLZT,O,X,X,X,O,X,X,X,X,X,X
JSIOZTL,O,X,X,X,O,X,X,X,X,O,X
JSIOZLT,O,X,X,X,O,X,X,X,X,O,X
JSLTIZO,O,X,X,O,O,O,O,X,X,O,X
JSLTIOZ,X,X,X,O,O,O,X,X,X,O,X
JSLTZIO,O,X,O,O,O,O,O,O,X,O,X
JSLTZOI,O,X,O,O,O,O,X,O,X,O,X
JSLTOIZ,X,X,X,O,O,O,X,X,X,O,X
JSLTOZI,O,X,O,O,O,O,X,X,X,O,X
JSLITZO,O,X,X,X,O,O,X,X,X,X,X
JSLITOZ,X,X,X,X,O,O,X,X,X,X,X
JSLIZTO,O,X,O,X,O,X,X,O,X,O,X
JSLIZOT,O,X,O,X,O,X,X,X,X,O,X
JSLIOTZ,X,X,X,X,O,X,X,X,X,X,X
JSLIOZT,O,X,O,X,O,X,X,X,X,O,X
JSLZTIO,O,X,O,O,O,O,O,O,X,O,X
JSLZTOI,O,X,O,O,O,O,X,O,X,O,X
JSLZITO,O,X,O,X,O,X,O,O,X,O,X
JSLZIOT,O,X,O,O,O,X,O,X,X,O,X
JSLZOTI,O,X,O,O,O,O,X,X,X,O,X
JSLZOIT,O,X,O,O,O,X,X,X,X,O,X
JSLOTIZ,X,X,X,O,O,O,X,X,X,O,X
JSLOTZI,O,X,O,O,O,O,X,X,X,O,X
JSLOITZ,X,X,X,X,O,X,X,X,X,X,X
JSLOIZT,O,X,O,X,O,X,X,X,X,O,X
JSLOZTI,O,X,O,O,O,X,X,X,X,O,X
JSLOZIT,O,X,O,O,O,X,X,X,X,O,X
JSZTILO,O,X,O,O,O,X,X,O,O,O,X
JSZTIOL,O,X,X,X,O,X,O,O,O,O,X
JSZTLIO,O,X,O,O,O,X,X,O,O,O,X
JSZTLOI,O,X,O,O,O,X,X,O,O,O,X
JSZTOIL,O,X,X,X,O,X,X,O,O,O,X
JSZTOLI,O,X,X,X,O,X,X,O,O,O,X
JSZITLO,O,X,O,X,O,X,X,O,O,O,X
JSZITOL,O,X,X,X,O,X,O,O,O,O,X
JSZILTO,O,X,O,X,O,X,O,O,X,O,X
JSZILOT,O,X,O,O,O,X,O,X,X,O,X
JSZIOTL,O,X,X,X,O,X,O,X,X,O,X
JSZIOLT,O,X,X,X,O,X,O,X,X,O,X
JSZLTIO,O,X,O,O,O,X,O,O,X,O,X
JSZLTOI,O,X,O,O,O,X,X,O,X,O,X
JSZLITO,O,X,O,X,O,X,O,O,X,O,X
JSZLIOT,O,X,O,O,O,X,O,X,X,O,X
JSZLOTI,O,X,O,O,O,X,X,X,X,O,X
JSZLOIT,O,X,O,O,O,X,X,X,X,O,X
JSZOTIL,O,X,X,X,O,X,X,X,X,O,X
JSZOTLI,O,X,X,X,O,X,X,X,X,O,X
JSZOITL,O,X,X,X,O,X,X,X,X,O,X
JSZOILT,O,X,X,X,O,X,X,X,X,O,X
JSZOLTI,O,X,X,X,O,X,X,X,X,O,X
JSZOLIT,O,X,X,X,O,X,X,X,X,O,X
JSOTILZ,X,X,X,X,O,O,X,X,X,X,X
JSOTIZL,X,X,X,X,O,O,X,X,X,X,X
JSOTLIZ,X,X,X,X,O,O,X,X,X,X,X
JSOTLZI,O,X,X,X,O,O,X,X,X,X,X
JSOTZIL,O,X,X,X,O,O,X,X,O,X,X
JSOTZLI,O,X,X,X,O,O,X,X,O,X,X
JSOITLZ,X,X,X,X,O,X,X,X,X,X,X
JSOITZL,X,X,X,X,O,X,X,X,X,X,X
JSOILTZ,X,X,X,X,O,X,X,X,X,X,X
JSOILZT,O,X,X,X,O,X,X,X,X,X,X
JSOIZTL,O,X,X,X,O,X,X,X,O,O,X
JSOIZLT,O,X,X,X,O,X,X,X,X,O,X
JSOLTIZ,X,X,X,X,O,O,X,X,X,O,X
JSOLTZI,O,X,X,X,O,O,X,X,X,O,X
JSOLITZ,X,X,X,X,O,X,X,X,X,X,X
JSOLIZT,O,X,X,X,O,X,X,X,X,O,X
JSOLZTI,O,X,X,X,O,X,X,X,X,O,X
JSOLZIT,O,X,X,X,O,X,X,X,X,O,X
JSOZTIL,O,X,X,X,O,X,X,X,O,O,X
JSOZTLI,O,X,X,X,O,X,X,X,O,O,X
JSOZITL,O,X,X,X,O,X,X,X,O,O,X
JSOZILT,O,X,X,X,O,X,X,X,X,O,X
JSOZLTI,O,X,X,X,O,X,X,X,X,O,X
JSOZLIT,O,X,X,X,O,X,X,X,X,O,X
JZTILSO,O,X,O,X,O,X,O,O,O,O,X
JZTILOS,X,X,O,O,O,X,O,O,X,X,X
JZTISLO,O,X,O,X,O,X,X,O,O,O,X
JZTISOL,O,X,X,X,O,X,O,O,O,O,X
JZTIOLS,X,O,O,X,O,X,O,X,X,X,X
JZTIOSL,O,O,X,X,O,O,O,O,O,O,X
JZTLISO,O,X,O,X,O,X,O,O,O,O,X
JZTLIOS,X,X,O,O,O,X,O,O,X,X,X
JZTLSIO,O,X,O,O,O,X,O,O,O,X,X
JZTLSOI,O,X,O,O,O,X,X,O,O,X,X
JZTLOIS,X,X,O,O,O,X,O,O,X,X,X
JZTLOSI,X,X,O,O,O,X,X,O,X,X,X
JZTSILO,O,X,O,X,O,X,X,O,O,O,X
JZTSIOL,O,X,X,X,O,X,O,O,O,O,X
JZTSLIO,O,X,O,X,O,X,X,O,O,O,X
JZTSLOI,O,X,O,X,O,X,X,O,O,O,X
JZTSOIL,O,X,X,X,O,X,X,O,O,O,X
JZTSOLI,O,X,X,X,O,X,X,O,O,O,X
JZTOILS,X,O,O,X,O,X,O,X,X,X,X
JZTOISL,O,O,X,X,O,O,O,O,O,O,X
JZTOLIS,X,O,O,X,O,O,O,X,X,X,X
JZTOLSI,X,O,O,X,O,O,O,X,X,X,X
JZTOSIL,O,O,X,X,O,O,O,O,O,O,X
JZTOSLI,O,O,X,X,O,O,O,O,O,O,X
JZITLSO,O,X,O,X,O,X,O,O,O,O,X
JZITLOS,X,X,O,X,O,X,O,O,X,X,X
JZITSLO,O,X,O,X,O,X,X,O,O,O,X
JZITSOL,O,X,X,X,O,X,O,O,O,O,X
JZITOLS,X,O,O,X,O,X,O,X,X,X,X
JZITOSL,O,O,X,X,O,O,O,O,O,O,X
JZILTSO,O,X,O,X,X,O,O,O,O,O,X
JZILTOS,X,O,O,X,X,O,O,O,X,X,X
JZILSTO,O,X,O,X,O,X,O,O,X,O,X
JZILSOT,O,X,O,X,O,X,O,X,X,O,X
JZILOTS,X,O,O,O,X,X,O,O,X,X,X
JZILOST,X,O,O,O,O,X,O,X,X,O,X
JZISTLO,O,X,O,X,O,X,X,O,O,O,X
JZISTOL,O,X,X,X,O,X,O,O,O,O,X
JZISLTO,O,X,O,X,O,X,O,O,X,O,X
JZISLOT,O,X,O,X,O,X,O,X,X,O,X
JZISOTL,O,X,X,X,O,X,O,X,X,O,X
JZISOLT,O,X,X,X,O,X,O,X,X,O,X
JZIOTLS,X,O,O,X,O,X,O,X,X,X,X
JZIOTSL,O,O,X,X,O,X,O,O,O,O,X
JZIOLTS,X,O,O,X,X,X,O,O,X,X,X
JZIOLST,X,O,O,X,O,X,O,X,X,O,X
JZIOSTL,O,O,X,X,O,X,O,X,X,O,X
JZIOSLT,O,O,X,X,O,X,O,X,X,O,X
JZLTISO,O,X,O,X,O,O,O,O,O,O,X
JZLTIOS,X,O,O,O,O,O,O,O,X,X,X
JZLTSIO,O,X,O,O,O,O,O,O,O,X,X
JZLTSOI,O,X,O,O,O,O,X,O,O,X,X
JZLTOIS,X,O,O,O,O,O,O,O,X,X,X
JZLTOSI,X,O,O,O,O,O,O,O,X,X,X
JZLITSO,O,X,O,X,X,O,O,O,O,O,X
JZLITOS,X,O,O,X,X,O,O,O,X,X,X
JZLISTO,O,X,O,X,O,X,O,O,X,O,X
JZLISOT,O,X,O,X,O,X,O,X,X,O,X
JZLIOTS,X,O,O,O,X,O,O,O,X,X,X
JZLIOST,X,O,O,O,O,X,O,X,X,O,X
JZLSTIO,O,X,O,O,O,O,O,O,X,O,X
JZLSTOI,O,X,O,O,O,O,X,O,X,O,X
JZLSITO,O,X,O,X,O,X,O,O,X,O,X
JZLSIOT,O,X,O,O,O,X,O,X,X,O,X
JZLSOTI,O,X,O,O,O,O,X,X,X,O,X
JZLSOIT,O,X,O,O,O,X,X,X,X,O,X
JZLOTIS,X,O,O,O,O,O,O,O,X,X,O
JZLOTSI,X,O,O,O,O,O,O,O,X,X,X
JZLOITS,X,O,O,O,X,O,O,O,X,X,O
JZLOIST,X,O,O,O,O,X,O,X,X,O,O
JZLOSTI,X,O,O,O,O,O,O,X,X,O,X
JZLOSIT,X,O,O,O,O,X,O,X,X,O,O
JZSTILO,O,X,O,O,O,X,X,O,O,O,X
JZSTIOL,O,X,X,X,O,X,O,O,O,O,X
JZSTLIO,O,X,O,O,O,X,X,O,O,O,X
JZSTLOI,O,X,O,O,O,X,X,O,O,O,X
JZSTOIL,O,X,X,X,O,X,X,O,O,O,X
JZSTOLI,O,X,X,X,O,X,X,O,O,O,X
JZSITLO,O,X,O,X,O,X,X,O,O,O,X
JZSITOL,O,X,X,X,O,X,O,O,O,O,X
JZSILTO,O,X,O,X,O,X,O,O,X,O,X
JZSILOT,O,X,O,O,O,X,O,X,X,O,X
JZSIOTL,O,X,X,X,O,X,O,X,X,O,X
JZSIOLT,O,X,X,X,O,X,O,X,X,O,X
JZSLTIO,O,X,O,O,O,X,O,O,X,O,X
JZSLTOI,O,X,O,O,O,X,X,O,X,O,X
JZSLITO,O,X,O,X,O,X,O,O,X,O,X
JZSLIOT,O,X,O,O,O,X,O,X,X,O,X
JZSLOTI,O,X,O,O,O,X,X,X,X,O,X
JZSLOIT,O,X,O,O,O,X,X,X,X,O,X
JZSOTIL,O,X,X,X,O,X,X,X,X,O,X
JZSOTLI,O,X,X,X,O,X,X,X,X,O,X
JZSOITL,O,X,X,X,O,X,X,X,X,O,X
JZSOILT,O,X,X,X,O,X,X,X,X,O,X
JZSOLTI,O,X,X,X,O,X,X,X,X,O,X
JZSOLIT,O,X,X,X,O,X,X,X,X,O,X
JZOTILS,X,O,O,X,O,X,O,X,O,X,X
JZOTISL,O,O,X,X,O,O,O,O,O,O,X
JZOTLIS,X,O,O,X,O,O,O,X,O,X,O
JZOTLSI,X,O,O,X,O,O,O,X,O,X,X
JZOTSIL,O,O,X,X,O,O,O,O,O,O,X
JZOTSLI,O,O,X,X,O,O,O,O,O,O,X
JZOITLS,X,O,O,X,O,X,O,X,O,X,X
JZOITSL,O,O,X,X,O,X,O,O,O,O,X
JZOILTS,X,O,O,X,X,X,O,O,O,X,O
JZOILST,X,O,O,X,O,X,O,X,X,O,O
JZOISTL,O,O,X,X,O,X,O,X,O,O,X
JZOISLT,O,O,X,X,O,X,O,X,X,O,X
JZOLTIS,X,O,O,X,O,O,O,O,O,X,O
JZOLTSI,X,O,O,X,O,O,O,O,O,X,X
JZOLITS,X,O,O,X,X,X,O,O,O,X,O
JZOLIST,X,O,O,X,O,X,O,X,X,O,O
JZOLSTI,X,O,O,X,O,X,O,X,X,O,X
JZOLSIT,X,O,O,X,O,X,O,X,X,O,O
JZOSTIL,O,O,X,X,O,X,O,X,O,O,X
JZOSTLI,O,O,X,X,O,X,O,X,O,O,X
JZOSITL,O,O,X,X,O,X,O,X,O,O,X
JZOSILT,O,O,X,X,O,X,O,X,X,O,X
JZOSLTI,O,O,X,X,O,X,O,X,X,O,X
JZOSLIT,O,O,X,X,O,X,O,X,X,O,O
JOTILSZ,X,X,X,X,O,O,O,X,X,X,X
JOTILZS,X,O,X,X,X,O,O,X,X,X,X
JOTISLZ,X,X,X,X,O,O,X,X,X,X,X
JOTISZL,X,X,X,X,O,O,O,X,X,X,X
JOTIZLS,X,O,X,X,O,X,O,X,O,X,X
JOTIZSL,X,O,X,X,O,O,O,X,O,X,X
JOTLISZ,X,X,X,X,O,O,O,X,X,X,O
JOTLIZS,X,O,O,X,X,O,O,X,X,X,O
JOTLSIZ,X,X,X,X,O,O,O,X,X,X,X
JOTLSZI,X,O,O,X,O,O,O,X,X,X,X
JOTLZIS,X,O,O,X,X,O,O,X,O,X,O
JOTLZSI,X,O,O,X,X,O,O,X,O,X,X
JOTSILZ,X,X,X,X,O,O,X,X,X,X,X
JOTSIZL,X,X,X,X,O,O,O,X,X,X,X
JOTSLIZ,X,X,X,X,O,O,O,X,X,X,X
JOTSLZI,O,X,X,X,O,O,O,X,X,X,X
JOTSZIL,O,O,X,X,O,O,O,X,O,X,X
JOTSZLI,O,O,X,X,O,O,O,X,O,X,X
JOTZILS,X,O,O,X,O,X,O,X,O,X,X
JOTZISL,O,O,X,X,O,O,O,O,O,X,X
JOTZLIS,X,O,O,X,O,O,O,X,O,X,O
JOTZLSI,X,O,O,X,O,O,O,X,O,X,X
JOTZSIL,O,O,X,X,O,O,O,O,O,X,X
JOTZSLI,O,O,X,X,O,O,O,O,O,X,X
JOITLSZ,X,X,X,X,O,O,O,X,X,X,X
JOITLZS,X,O,X,X,X,O,O,X,X,X,X
JOITSLZ,X,X,X,X,O,O,X,X,X,X,X
JOITSZL,X,X,X,X,O,O,O,X,X,X,X
JOITZLS,X,O,X,X,O,X,O,X,O,X,X
JOITZSL,X,O,X,X,O,O,O,X,O,X,X
JOILTSZ,X,X,X,X,X,O,O,X,X,X,O
JOILTZS,X,O,O,X,X,O,O,X,X,X,O
JOILSTZ,X,X,X,X,O,X,X,X,X,X,O
JOILSZT,X,O,O,X,O,X,X,X,X,X,O
JOILZTS,X,O,O,X,X,X,O,O,O,X,O
JOILZST,X,O,O,X,X,X,O,X,X,X,O
JOISTLZ,X,X,X,X,O,X,X,X,X,X,X
JOISTZL,X,X,X,X,O,X,X,X,X,X,X
JOISLTZ,X,X,X,X,O,X,X,X,X,X,X
JOISLZT,O,O,X,X,O,X,X,X,X,X,X
JOISZTL,O,O,X,X,O,X,X,X,O,X,X
JOISZLT,O,O,X,X,O,X,X,X,X,X,X
JOIZTLS,X,O,O,X,X,X,O,X,O,X,X
JOIZTSL,O,O,X,X,O,X,O,O,O,O,X
JOIZLTS,X,O,O,X,X,X,O,O,O,X,O
JOIZLST,X,O,O,X,O,X,O,X,X,O,O
JOIZSTL,O,O,X,X,O,X,O,X,O,O,X
JOIZSLT,O,O,X,X,O,X,O,X,X,O,X
JOLTISZ,X,X,X,X,O,O,O,X,X,X,O
JOLTIZS,X,O,O,X,X,O,O,X,X,X,O
JOLTSIZ,X,X,X,X,O,O,O,X,X,X,X
JOLTSZI,X,O,O,X,O,O,O,X,X,X,X
JOLTZIS,X,O,O,X,X,O,O,O,O,X,O
JOLTZSI,X,O,O,X,X,O,O,O,O,X,X
JOLITSZ,X,X,X,X,X,O,O,X,X,X,O
JOLITZS,X,O,O,X,X,O,O,X,X,X,O
JOLISTZ,X,X,X,X,O,X,X,X,X,X,O
JOLISZT,X,O,O,X,O,X,X,X,X,X,O
JOLIZTS,X,O,O,X,X,X,O,O,O,X,O
JOLIZST,X,O,O,X,X,X,O,X,X,X,O
JOLSTIZ,X,X,X,X,O,O,O,X,X,X,X
JOLSTZI,X,O,O,X,O,O,O,X,X,X,X
JOLSITZ,X,X,X,X,O,X,X,X,X,X,O
JOLSIZT,X,O,O,X,O,X,X,X,X,X,O
JOLSZTI,X,O,O,X,O,X,O,X,X,X,X
JOLSZIT,X,O,O,X,O,X,O,X,X,X,O
JOLZTIS,X,O,O,X,X,O,O,O,O,X,O
JOLZTSI,X,O,O,X,X,O,O,O,O,X,X
JOLZITS,X,O,O,X,X,O,O,O,O,X,O
JOLZIST,X,O,O,X,X,X,O,X,X,X,O
JOLZSTI,X,O,O,X,X,O,O,X,X,X,X
JOLZSIT,X,O,O,X,X,X,O,X,X,X,O
JOSTILZ,X,X,X,X,O,O,X,X,X,X,X
JOSTIZL,X,X,X,X,O,O,O,X,X,X,X
JOSTLIZ,X,X,X,X,O,O,O,X,X,X,X
JOSTLZI,O,X,X,X,O,O,O,X,X,X,X
JOSTZIL,O,O,X,X,O,O,O,X,O,X,X
JOSTZLI,O,O,X,X,O,O,O,X,O,X,X
JOSITLZ,X,X,X,X,O,X,X,X,X,X,X
JOSITZL,X,X,X,X,O,X,X,X,X,X,X
JOSILTZ,X,X,X,X,O,X,X,X,X,X,X
JOSILZT,O,O,X,X,O,X,X,X,X,X,X
JOSIZTL,O,O,X,X,O,X,X,X,O,O,X
JOSIZLT,O,O,X,X,O,X,X,X,X,O,X
JOSLTIZ,X,X,X,X,O,O,O,X,X,O,X
JOSLTZI,O,O,X,X,O,O,O,X,X,O,X
JOSLITZ,X,X,X,X,O,X,X,X,X,X,O
JOSLIZT,O,O,X,X,O,X,X,X,X,O,O
JOSLZTI,O,O,X,X,O,X,O,X,X,O,X
JOSLZIT,O,O,X,X,O,X,O,X,X,O,O
JOSZTIL,O,O,X,X,O,X,O,X,O,O,X
JOSZTLI,O,O,X,X,O,X,O,X,O,O,X
JOSZITL,O,O,X,X,O,X,O,X,O,O,X
JOSZILT,O,O,X,X,O,X,O,X,X,O,X
JOSZLTI,O,O,X,X,O,X,O,X,X,O,X
JOSZLIT,O,O,X,X,O,X,O,X,X,O,O
JOZTILS,X,O,O,X,O,X,O,X,O,X,X
JOZTISL,O,O,X,X,O,O,O,O,O,O,X
JOZTLIS,X,O,O,X,O,O,O,X,O,X,O
JOZTLSI,X,O,O,X,O,O,O,X,O,X,X
JOZTSIL,O,O,X,X,O,O,O,O,O,O,X
JOZTSLI,O,O,X,X,O,O,O,O,O,O,X
JOZITLS,X,O,O,X,O,X,O,X,O,X,X
JOZITSL,O,O,X,X,O,X,O,O,O,O,X
JOZILTS,X,O,O,X,X,X,O,O,O,X,O
JOZILST,X,O,O,X,O,X,O,X,X,O,O
JOZISTL,O,O,X,X,O,X,O,X,O,O,X
JOZISLT,O,O,X,X,O,X,O,X,X,O,X
JOZLTIS,X,O,O,X,O,O,O,O,O,X,O
JOZLTSI,X,O,O,X,O,O,O,O,O,X,X
JOZLITS,X,O,O,X,X,X,O,O,O,X,O
JOZLIST,X,O,O,X,O,X,O,X,X,O,O
JOZLSTI,X,O,O,X,O,X,O,X,X,O,X
JOZLSIT,X,O,O,X,O,X,O,X,X,O,O
JOZSTIL,O,O,X,X,O,X,O,X,O,O,X
JOZSTLI,O,O,X,X,O,X,O,X,O,O,X
JOZSITL,O,O,X,X,O,X,O,X,O,O,X
JOZSILT,O,O,X,X,O,X,O,X,X,O,X
JOZSLTI,O,O,X,X,O,X,O,X,X,O,X
JOZSLIT,O,O,X,X,O,X,O,X,X,O,O
STILJZO,O,X,X,O,O,X,X,X,X,X,X
STILJOZ,X,X,X,O,O,X,X,X,X,X,X
STILZJO,O,X,X,O,O,X,X,X,X,O,X
STILZOJ,O,X,X,O,O,X,X,X,X,O,X
STILOJZ,X,X,X,O,O,X,X,X,X,X,X
STILOZJ,X,X,X,O,O,X,X,X,X,O,X
STIJLZO,O,X,X,X,O,X,X,X,X,X,X
STIJLOZ,X,X,X,X,O,X,X,X,X,X,X
STIJZLO,O,X,X,X,O,X,X,X,X,X,X
STIJZOL,O,X,X,X,O,X,O,X,X,X,X
STIJOLZ,X,X,X,X,O,O,X,X,X,X,X
STIJOZL,X,X,X,X,O,O,X,X,X,X,X
STIZLJO,O,X,X,O,O,X,X,X,X,O,X
STIZLOJ,O,X,X,O,O,X,X,X,X,O,X
STIZJLO,O,X,X,O,O,X,X,X,X,O,X
STIZJOL,O,X,X,X,O,X,O,X,X,O,X
STIZOLJ,O,X,X,O,O,X,X,X,X,X,X
STIZOJL,X,X,X,X,X,X,O,X,X,O,X
STIOLJZ,X,X,X,X,O,X,X,X,X,X,X
STIOLZJ,X,X,X,X,O,X,X,X,X,X,X
STIOJLZ,X,X,X,X,O,O,X,X,X,X,X
STIOJZL,X,X,X,X,O,O,O,X,X,X,X
STIOZLJ,X,X,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,X,X,X,X,O,X,X,O,X
STLIJZO,O,X,X,O,O,X,X,X,X,O,X
STLIJOZ,X,X,X,O,O,X,X,X,X,O,X
STLIZJO,O,X,X,O,O,X,X,X,X,O,X
STLIZOJ,O,X,X,O,O,X,X,X,X,O,X
STLIOJZ,X,X,X,O,O,X,X,X,X,O,X
STLIOZJ,X,X,X,O,O,X,X,X,X,O,X
STLJIZO,O,X,X,O,O,X,X,X,X,O,X
STLJIOZ,X,X,X,O,O,X,X,X,X,O,X
STLJZIO,O,X,X,O,O,X,X,X,X,O,X
STLJZOI,O,X,X,O,O,X,X,X,X,O,X
STLJOIZ,X,X,X,O,O,X,X,X,X,O,X
STLJOZI,O,X,X,O,O,X,X,X,X,O,X
STLZIJO,O,X,X,O,O,X,X,X,X,O,X
STLZIOJ,O,X,O,O,O,X,X,X,X,O,X
STLZJIO,O,X,X,O,O,X,X,X,X,O,X
STLZJOI,O,X,X,O,O,X,X,X,X,O,X
STLZOIJ,O,X,O,O,O,X,X,X,X,O,X
STLZOJI,O,X,O,O,X,X,X,X,X,O,X
STLOIJZ,X,X,X,O,O,X,X,X,X,O,X
STLOIZJ,X,X,X,O,O,X,X,X,X,O,X
STLOJIZ,X,X,X,O,O,X,X,X,X,O,X
STLOJZI,X,X,X,O,O,X,X,X,X,O,X
STLOZIJ,O,X,O,O,O,X,X,X,X,O,X
STLOZJI,O,X,O,O,X,X,X,X,X,O,X
STJILZO,O,X,X,X,O,X,X,X,X,X,X
STJILOZ,X,X,X,X,O,X,X,X,X,X,X
STJIZLO,O,X,X,X,O,X,X,X,X,X,X
STJIZOL,O,X,X,X,O,X,O,X,X,X,X
STJIOLZ,X,X,X,X,O,O,X,X,X,X,X
STJIOZL,X,X,X,X,O,O,X,X,X,X,X
STJLIZO,O,X,X,O,O,X,X,X,X,X,X
STJLIOZ,X,X,X,O,O,X,X,X,X,X,X
STJLZIO,O,X,X,O,O,X,X,X,X,X,X
STJLZOI,O,X,X,O,O,X,X,X,X,X,X
STJLOIZ,X,X,X,O,O,X,X,X,X,X,X
STJLOZI,O,X,X,O,O,X,X,X,X,X,X
STJZILO,O,X,X,O,O,X,X,O,O,X,X
STJZIOL,O,X,X,X,O,X,O,O,O,X,X
STJZLIO,O,X,X,O,O,X,X,O,O,X,X
STJZLOI,O,X,X,O,O,X,X,O,O,X,X
STJZOIL,O,X,X,X,O,X,X,O,O,X,X
STJZOLI,O,X,X,X,O,X,X,O,O,X,X
STJOILZ,X,X,X,X,O,O,X,X,X,X,X
STJOIZL,X,X,X,X,O,O,X,X,X,X,X
STJOLIZ,X,X,X,X,O,O,X,X,X,X,X
STJOLZI,O,X,X,X,O,O,X,X,X,X,X
STJOZIL,O,X,X,X,O,O,X,X,X,X,X
STJOZLI,O,X,X,X,O,O,X,X,X,X,X
STZILJO,O,X,X,O,O,X,X,X,X,O,X
STZILOJ,O,X,O,O,O,X,X,X,X,O,X
STZIJLO,O,X,X,O,O,X,X,O,O,O,X
STZIJOL,O,X,X,X,O,X,O,O,O,O,X
STZIOLJ,O,X,X,O,O,X,X,X,X,X,X
STZIOJL,X,O,X,X,X,X,O,X,X,O,X
STZLIJO,O,X,X,O,O,X,X,X,X,O,X
STZLIOJ,O,X,O,O,O,X,X,X,X,O,X
STZLJIO,O,X,X,O,O,X,X,X,X,O,X
STZLJOI,O,X,X,O,O,X,X,X,X,O,X
STZLOIJ,O,X,O,O,O,X,X,X,X,O,X
STZLOJI,O,X,O,O,X,X,X,X,X,O,X
STZJILO,O,X,X,O,O,X,X,O,O,O,X
STZJIOL,O,X,X,X,O,X,O,O,O,O,X
STZJLIO,O,X,X,O,O,X,X,O,O,O,X
STZJLOI,O,X,X,O,O,X,X,O,O,O,X
STZJOIL,O,X,X,X,O,X,X,O,O,O,X
STZJOLI,O,X,X,X,O,X,X,O,O,O,X
STZOILJ,O,X,X,O,O,X,X,X,X,X,X
STZOIJL,X,O,X,X,X,X,O,X,X,O,X
STZOLIJ,O,X,X,O,O,X,O,X,X,O,X
STZOLJI,O,X,X,O,X,X,O,X,X,O,X
STZOJIL,X,O,X,X,X,X,O,X,X,O,X
STZOJLI,X,O,X,X,X,X,O,X,X,O,X
STOILJZ,X,X,X,X,O,X,X,X,X,X,X
STOILZJ,X,X,X,X,O,X,X,X,X,X,X
STOIJLZ,X,X,X,X,O,O,X,X,X,X,X
STOIJZL,X,X,X,X,O,O,O,X,X,X,X
STOIZLJ,X,X,X,X,O,X,X,X,X,X,X
STOIZJL,X,X,X,X,X,X,O,X,X,O,X
STOLIJZ,X,X,X,O,O,X,O,X,X,O,X
STOLIZJ,X,X,X,O,O,X,O,X,X,O,X
STOLJIZ,X,X,X,O,O,X,O,X,X,O,X
STOLJZI,X,X,X,O,O,X,O,X,X,O,X
STOLZIJ,O,X,X,O,O,X,O,X,X,O,X
STOLZJI,O,X,X,O,X,X,O,X,X,O,X
