sequence,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhF/mBUiBGjBzkBtq?BywB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFxgBNnBGjBTlB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFxgBNnBGjBTlBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Je0/IvhFThBGjBRqB3rB6q?BNsB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNnBGjBzkBCmB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFTgBNnBGjBxqBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNnBGjBzkBCmBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNmBGjBClBXnB0q?BzrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFNnBGjBxlBTlB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFNnBGjBxlBTlBXr?B0rB
JOZISTL,X,X,X,O,O,X,O,X,X,X
JOZISLT,X,X,X,O,X,X,X,O,X,X
JOZLTIS,O,O,O,X,O,X,X,O,O,X
JOZLTSI,O,O,O,X,O,X,X,O,X,X
JOZLITS,O,O,X,X,O,X,X,O,X,X
JOZLIST,X,X,X,X,X,X,X,O,X,X
JOZLSTI,O,O,O,X,X,X,X,O,X,X
JOZLSIT,O,X,X,X,X,X,X,O,X,X
JOZSTIL,X,O,O,X,O,X,O,X,X,X
JOZSTLI,X,O,O,X,O,X,O,O,X,X
JOZSITL,X,X,X,O,O,X,O,X,X,X
JOZSILT,X,X,X,O,X,X,X,O,X,X
JOZSLTI,X,O,O,X,X,X,X,O,X,X
JOZSLIT,X,X,X,X,X,X,X,O,X,X
STILJZO,O,X,X,O,X,O,X,O,X,O
STILJOZ,O,X,O,O,X,O,O,X,X,O
STILZJO,O,X,X,O,X,O,X,O,X,O
STILZOJ,O,X,X,O,X,O,X,O,X,X
STILOJZ,O,X,O,O,X,O,O,X,X,O
STILOZJ,O,X,O,O,X,O,O,X,X,X
STIJLZO,O,X,X,O,X,O,X,O,X,O
STIJLOZ,O,X,O,O,X,O,O,X,X,O
STIJZLO,O,X,X,O,X,X,X,O,X,O
STIJZOL,O,X,X,O,X,X,X,X,X,X
STIJOLZ,O,X,O,O,X,O,O,X,X,O
STIJOZL,O,X,O,O,O,X,O,X,X,X
STIZLJO,O,X,X,O,X,X,X,O,X,O
STIZLOJ,X,X,X,O,X,X,X,O,X,X
STIZJLO,O,X,X,O,X,X,X,O,X,O
STIZJOL,O,X,X,O,X,X,X,X,X,X
STIZOLJ,O,X,X,O,X,X,X,X,X,X
STIZOJL,O,X,X,O,X,X,X,X,X,X
STIOLJZ,O,X,O,O,X,O,O,X,X,O
STIOLZJ,O,X,O,O,X,O,O,X,X,X
STIOJLZ,O,X,O,O,X,O,O,X,X,O
STIOJZL,O,X,O,O,O,X,O,X,X,X
STIOZLJ,O,X,O,O,O,X,O,X,X,X
STIOZJL,O,X,O,O,O,X,O,X,X,X
STLIJZO,O,X,X,X,X,O,X,O,X,O
STLIJOZ,O,X,O,X,X,O,O,X,X,O
STLIZJO,O,X,X,X,X,O,X,O,X,O
STLIZOJ,O,X,X,X,X,O,X,O,X,X
STLIOJZ,O,X,O,X,X,O,O,X,X,O
STLIOZJ,O,X,O,X,X,O,O,X,X,X
STLJIZO,O,X,X,X,X,O,X,O,X,O
STLJIOZ,O,X,O,X,X,O,O,X,X,O
STLJZIO,O,X,X,X,X,X,X,O,O,O
STLJZOI,O,O,O,X,X,X,O,O,X,X
STLJOIZ,O,O,O,X,X,X,O,X,X,O
STLJOZI,O,O,O,X,X,X,O,X,X,X
STLZIJO,O,X,X,X,X,X,X,O,O,O
STLZIOJ,O,X,X,X,X,X,X,O,X,X
STLZJIO,O,X,X,X,X,X,X,O,O,O
STLZJOI,O,O,O,X,X,X,O,O,X,X
STLZOIJ,O,O,O,X,X,X,O,O,X,X
STLZOJI,O,O,O,X,X,X,O,O,X,X
STLOIJZ,O,O,O,X,X,X,O,X,X,O
STLOIZJ,O,X,O,X,X,X,O,X,X,X
STLOJIZ,O,O,O,X,X,X,O,X,X,O
STLOJZI,O,O,O,X,X,X,O,X,X,X
STLOZIJ,O,O,O,X,X,X,O,X,X,X
STLOZJI,O,O,O,X,X,X,O,X,X,X
STJILZO,O,X,X,O,X,O,X,O,X,O
STJILOZ,O,X,O,O,X,O,O,X,X,O
STJIZLO,O,X,X,O,X,X,X,O,X,O
STJIZOL,O,X,X,O,X,X,X,X,X,X
STJIOLZ,O,X,O,O,X,O,O,X,X,O
STJIOZL,O,X,O,O,O,X,O,X,X,X
STJLIZO,O,X,X,X,X,O,X,O,X,O
STJLIOZ,O,X,O,X,X,O,O,X,X,O
STJLZIO,O,X,X,X,X,X,X,O,O,O
STJLZOI,O,O,O,X,X,X,O,O,X,X
STJLOIZ,O,O,O,X,X,X,O,X,X,O
STJLOZI,O,O,O,X,X,X,O,X,X,X
STJZILO,O,X,X,O,X,X,X,O,O,O
STJZIOL,O,X,X,O,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,O,O,O
STJZLOI,O,O,O,X,O,X,O,O,X,X
STJZOIL,O,O,O,X,O,X,O,X,X,X
STJZOLI,O,O,O,X,O,X,O,O,X,X
STJOILZ,O,O,O,X,X,X,O,X,X,O
STJOIZL,O,X,O,X,O,X,O,X,X,X
STJOLIZ,O,O,O,X,X,X,O,X,X,O
STJOLZI,O,O,O,X,X,X,O,X,X,X
STJOZIL,O,O,O,X,O,X,O,X,X,X
STJOZLI,O,O,O,X,O,X,O,X,X,X
STZILJO,O,X,X,O,X,X,X,O,O,O
STZILOJ,X,X,X,O,X,X,X,O,X,X
STZIJLO,O,X,X,O,X,X,X,O,O,O
STZIJOL,O,X,X,O,X,X,X,X,X,X
STZIOLJ,O,X,X,O,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,X
STZLIJO,O,X,X,X,X,X,X,O,O,O
STZLIOJ,X,X,X,X,X,X,X,O,X,X
STZLJIO,O,X,X,X,X,X,X,O,O,O
STZLJOI,O,O,O,X,O,X,O,O,X,X
STZLOIJ,O,O,O,X,O,X,O,O,X,X
STZLOJI,O,O,O,X,O,X,O,O,X,X
STZJILO,O,X,X,O,X,X,X,O,O,O
STZJIOL,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,X,X,X,X,X,X,O,O,O
STZJLOI,O,O,O,X,O,X,O,O,X,X
STZJOIL,O,O,O,X,O,X,O,X,X,X
STZJOLI,O,O,O,X,O,X,O,O,X,X
STZOILJ,O,O,O,O,O,X,O,X,X,X
STZOIJL,O,O,O,O,O,X,O,X,X,X
STZOLIJ,O,O,O,X,O,X,O,O,X,X
STZOLJI,O,O,O,X,O,X,O,O,X,X
STZOJIL,O,O,O,X,O,X,O,X,X,X
STZOJLI,O,O,O,X,O,X,O,O,X,X
STOILJZ,O,O,O,O,X,X,O,X,X,O
STOILZJ,O,X,O,O,X,X,O,X,X,X
STOIJLZ,O,O,O,O,X,X,O,X,X,O
STOIJZL,O,X,O,O,O,X,O,X,X,X
STOIZLJ,O,X,O,O,O,X,O,X,X,X
STOIZJL,O,X,O,O,O,X,O,X,X,X
STOLIJZ,O,O,O,X,X,X,O,X,X,O
STOLIZJ,O,X,O,X,X,X,O,X,X,X
STOLJIZ,O,O,O,X,X,X,O,X,X,O
STOLJZI,O,O,O,X,X,X,O,X,X,X
STOLZIJ,O,O,O,X,X,X,O,X,X,X
STOLZJI,O,O,O,X,X,X,O,X,X,X
STOJILZ,O,O,O,X,X,X,O,X,X,O
STOJIZL,O,X,O,X,O,X,O,X,X,X
STOJLIZ,O,O,O,X,X,X,O,X,X,O
STOJLZI,O,O,O,X,X,X,O,X,X,X
STOJZIL,O,O,O,X,O,X,O,X,X,X
STOJZLI,O,O,O,X,O,X,O,X,X,X
STOZILJ,O,O,O,O,O,X,O,X,X,X
STOZIJL,O,O,O,O,O,X,O,X,X,X
STOZLIJ,O,O,O,X,O,X,O,X,X,X
STOZLJI,O,O,O,X,O,X,O,X,X,X
STOZJIL,O,O,O,X,O,X,O,X,X,X
STOZJLI,O,O,O,X,O,X,O,X,X,X
SITLJZO,O,X,X,O,X,O,X,O,X,O
SITLJOZ,O,X,O,O,X,O,O,X,X,O
SITLZJO,O,X,X,O,X,O,X,O,X,O
SITLZOJ,O,X,X,O,X,O,X,O,X,X
SITLOJZ,O,X,O,O,X,O,O,X,X,O
SITLOZJ,O,X,O,O,X,O,O,X,X,X
SITJLZO,O,X,X,O,X,O,X,O,X,O
SITJLOZ,O,X,O,O,X,O,O,X,X,O
SITJZLO,O,X,X,O,X,X,X,O,X,O
SITJZOL,O,X,X,O,X,X,X,X,X,X
SITJOLZ,X,X,O,O,X,O,O,X,X,O
SITJOZL,O,X,O,O,O,X,O,X,X,X
SITZLJO,O,X,X,O,X,X,X,O,X,O
SITZLOJ,X,X,X,O,X,X,X,O,X,X
SITZJLO,O,X,X,O,X,X,X,O,X,O
SITZJOL,O,X,X,O,X,X,X,X,X,X
SITZOLJ,X,X,X,O,X,X,X,X,X,X
SITZOJL,O,X,X,O,X,X,X,X,X,X
SITOLJZ,X,X,O,O,X,O,O,X,X,O
SITOLZJ,X,X,O,O,X,O,O,X,X,X
SITOJLZ,X,X,O,O,X,O,O,X,X,O
SITOJZL,O,X,O,O,O,X,O,X,X,X
SITOZLJ,X,X,O,O,O,X,O,X,X,X
SITOZJL,O,X,O,O,O,X,O,X,X,X
SILTJZO,O,X,X,O,X,O,X,O,X,O
SILTJOZ,O,X,O,O,X,O,O,X,X,O
SILTZJO,O,X,X,O,X,O,X,O,X,O
SILTZOJ,O,X,X,O,X,O,X,O,X,X
SILTOJZ,O,X,O,O,X,O,O,X,X,O
SILTOZJ,O,X,O,O,X,O,O,X,X,X
SILJTZO,O,X,X,O,X,O,X,O,X,O
SILJTOZ,O,X,O,O,X,O,X,X,X,O
SILJZTO,O,X,X,O,X,X,X,O,X,X
SILJZOT,O,X,X,O,X,X,X,O,X,X
SILJOTZ,O,X,O,O,X,O,X,X,X,X
SILJOZT,O,X,X,O,X,X,X,O,X,X
SILZTJO,O,X,X,O,X,X,X,O,X,O
SILZTOJ,X,X,X,O,X,X,X,O,X,X
SILZJTO,O,X,X,O,X,X,X,O,X,X
SILZJOT,O,X,X,O,X,X,X,O,X,X
SILZOTJ,X,X,X,O,X,X,X,O,X,X
SILZOJT,O,X,X,O,X,X,X,O,X,X
SILOTJZ,O,X,O,O,X,O,O,X,X,O
SILOTZJ,O,X,O,O,X,O,O,X,X,X
SILOJTZ,O,X,O,O,X,O,O,X,X,X
SILOJZT,O,X,X,O,X,X,X,O,X,X
SILOZTJ,X,X,O,O,X,X,O,O,X,X
SILOZJT,O,X,X,O,X,X,X,O,X,X
SIJTLZO,O,X,X,O,X,O,X,O,X,O
SIJTLOZ,O,X,O,O,X,O,O,X,X,O
SIJTZLO,O,X,X,O,X,X,X,O,X,O
SIJTZOL,O,X,X,O,X,X,X,X,X,X
SIJTOLZ,X,X,O,O,X,O,O,X,X,O
SIJTOZL,O,X,O,O,O,X,O,X,X,X
SIJLTZO,O,X,X,O,X,O,X,O,X,O
SIJLTOZ,O,X,O,O,X,O,X,X,X,O
SIJLZTO,O,X,X,O,X,X,X,O,X,X
SIJLZOT,O,X,X,O,X,X,X,O,X,X
SIJLOTZ,O,X,O,O,X,O,X,X,X,X
SIJLOZT,O,X,X,O,X,X,X,O,X,X
SIJZTLO,X,X,X,O,X,X,X,O,X,X
SIJZTOL,X,X,X,O,X,X,X,X,X,X
SIJZLTO,X,X,X,O,X,X,X,O,X,X
SIJZLOT,X,X,X,O,X,X,X,O,X,X
SIJZOTL,X,X,X,O,X,X,X,X,X,X
SIJZOLT,X,X,X,O,X,X,X,O,X,X
SIJOTLZ,O,X,O,O,X,O,O,X,X,X
SIJOTZL,O,X,O,O,O,X,O,X,X,X
SIJOLTZ,O,X,O,O,X,O,O,X,X,X
SIJOLZT,X,X,X,O,X,X,X,O,X,X
SIJOZTL,X,X,X,O,O,X,O,X,X,X
SIJOZLT,X,X,X,O,X,X,X,O,X,X
SIZTLJO,X,X,X,O,X,X,X,O,X,O
SIZTLOJ,X,X,X,O,X,X,X,O,X,X
SIZTJLO,X,X,X,O,X,X,X,O,X,O
SIZTJOL,X,X,X,O,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,X,X,X,X
SIZLTJO,X,X,X,O,X,X,X,O,X,O
SIZLTOJ,X,X,X,O,X,X,X,O,X,X
SIZLJTO,X,X,X,O,X,X,X,O,X,X
SIZLJOT,X,X,X,O,X,X,X,O,X,X
SIZLOTJ,X,X,X,O,X,X,X,O,X,X
SIZLOJT,X,X,X,O,X,X,X,O,X,X
SIZJTLO,X,X,X,O,X,X,X,O,X,X
SIZJTOL,X,X,X,O,X,X,X,X,X,X
SIZJLTO,X,X,X,O,X,X,X,O,X,X
SIZJLOT,X,X,X,O,X,X,X,O,X,X
SIZJOTL,X,X,X,O,X,X,X,X,X,X
SIZJOLT,X,X,X,O,X,X,X,O,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,X,X,O,X,X
SIZOLJT,X,X,X,O,X,X,X,O,X,X
SIZOJTL,X,X,X,O,X,X,X,X,X,X
SIZOJLT,X,X,X,O,X,X,X,O,X,X
SIOTLJZ,O,X,O,O,X,O,O,X,X,O
SIOTLZJ,O,X,O,O,X,O,O,X,X,X
SIOTJLZ,O,X,O,O,X,O,O,X,X,O
SIOTJZL,O,X,O,O,O,X,O,X,X,X
SIOTZLJ,O,X,O,O,O,X,O,X,X,X
SIOTZJL,O,X,O,O,O,X,O,X,X,X
SIOLTJZ,O,X,O,O,X,O,O,X,X,O
SIOLTZJ,O,X,O,O,X,O,O,X,X,X
SIOLJTZ,O,X,O,O,X,O,O,X,X,X
SIOLJZT,X,X,X,O,X,X,X,O,X,X
SIOLZTJ,X,X,O,O,X,X,O,O,X,X
SIOLZJT,X,X,X,O,X,X,X,O,X,X
SIOJTLZ,O,X,O,O,X,O,O,X,X,X
SIOJTZL,O,X,O,O,O,X,O,X,X,X
SIOJLTZ,O,X,O,O,X,O,O,X,X,X
SIOJLZT,X,X,X,O,X,X,X,O,X,X
SIOJZTL,X,X,X,O,O,X,O,X,X,X
SIOJZLT,X,X,X,O,X,X,X,O,X,X
SIOZTLJ,X,X,O,O,O,X,O,X,X,X
SIOZTJL,X,X,O,O,O,X,O,X,X,X
SIOZLTJ,X,X,O,O,O,X,O,O,X,X
SIOZLJT,X,X,X,O,X,X,X,O,X,X
SIOZJTL,X,X,X,O,O,X,O,X,X,X
SIOZJLT,X,X,X,O,X,X,X,O,X,X
SLTIJZO,O,X,X,X,X,O,X,O,X,O
SLTIJOZ,O,X,O,X,X,O,O,X,X,O
SLTIZJO,O,X,X,X,X,O,X,O,X,O
SLTIZOJ,O,X,X,X,X,O,X,O,X,X
SLTIOJZ,O,X,O,X,X,O,O,X,X,O
SLTIOZJ,O,X,O,X,X,O,O,X,X,X
SLTJIZO,O,X,X,X,X,O,X,O,X,O
SLTJIOZ,O,X,O,X,X,O,O,X,X,O
SLTJZIO,O,X,X,X,X,X,X,O,O,O
SLTJZOI,O,O,O,X,X,X,O,O,X,X
SLTJOIZ,O,O,O,X,X,X,O,X,X,O
SLTJOZI,O,O,O,X,X,X,O,X,X,X
SLTZIJO,O,X,X,X,X,X,X,O,O,O
SLTZIOJ,O,X,X,X,X,X,X,O,X,X
SLTZJIO,O,X,X,X,X,X,X,O,O,O
SLTZJOI,O,O,O,X,X,X,O,O,X,X
SLTZOIJ,O,O,O,X,X,X,O,O,X,X
SLTZOJI,O,O,O,X,X,X,O,O,X,X
SLTOIJZ,O,O,O,X,X,X,O,X,X,O
SLTOIZJ,O,X,O,X,X,X,O,X,X,X
SLTOJIZ,O,O,O,X,X,X,O,X,X,O
SLTOJZI,O,O,O,X,X,X,O,X,X,X
SLTOZIJ,O,O,O,X,X,X,O,X,X,X
SLTOZJI,O,O,O,X,X,X,O,X,X,X
SLITJZO,O,X,X,O,X,O,X,O,X,O
SLITJOZ,O,X,O,O,X,O,O,X,X,O
SLITZJO,O,X,X,O,X,O,X,O,X,O
SLITZOJ,O,X,X,O,X,O,X,O,X,X
SLITOJZ,O,X,O,O,X,O,O,X,X,O
SLITOZJ,O,X,O,O,X,O,O,X,X,X
SLIJTZO,O,X,X,O,X,O,X,O,X,O
SLIJTOZ,O,X,O,O,X,O,X,X,X,O
SLIJZTO,O,X,X,O,X,X,X,O,X,X
SLIJZOT,O,X,X,O,X,X,X,O,X,X
SLIJOTZ,O,X,O,O,X,O,X,X,X,X
SLIJOZT,O,X,X,O,X,X,X,O,X,X
SLIZTJO,O,X,X,O,X,X,X,O,X,O
SLIZTOJ,O,X,X,O,X,X,X,O,X,X
SLIZJTO,O,X,X,O,X,X,X,O,X,X
SLIZJOT,O,X,X,O,X,X,X,O,X,X
SLIZOTJ,X,X,X,O,X,X,X,O,X,X
SLIZOJT,O,X,X,O,X,X,X,O,X,X
SLIOTJZ,O,X,O,O,X,O,O,X,X,O
SLIOTZJ,O,X,O,O,X,O,O,X,X,X
SLIOJTZ,O,X,O,O,X,O,O,X,X,X
SLIOJZT,O,X,X,O,X,X,X,O,X,X
SLIOZTJ,X,X,O,O,X,X,O,O,X,X
SLIOZJT,O,X,X,O,X,X,X,O,X,X
SLJTIZO,O,X,X,X,X,O,X,O,X,O
SLJTIOZ,O,X,O,X,X,O,O,X,X,O
SLJTZIO,O,X,X,X,X,X,X,O,O,O
SLJTZOI,O,O,O,X,X,X,O,O,X,X
SLJTOIZ,O,O,O,X,X,X,O,X,X,O
SLJTOZI,O,O,O,X,X,X,O,X,X,X
SLJITZO,O,X,X,O,X,O,X,O,X,O
SLJITOZ,O,X,O,O,X,O,X,X,X,O
SLJIZTO,O,X,X,O,X,X,X,O,X,X
SLJIZOT,O,X,X,O,X,X,X,O,X,X
SLJIOTZ,O,X,O,O,X,O,X,X,X,X
SLJIOZT,O,X,X,O,X,X,X,O,X,X
SLJZTIO,O,X,X,X,X,X,X,O,O,O
SLJZTOI,O,O,O,X,X,X,X,O,X,X
SLJZITO,O,X,X,O,X,X,X,O,X,X
SLJZIOT,O,X,X,O,X,X,X,O,X,X
SLJZOTI,O,O,O,X,X,X,X,O,X,X
SLJZOIT,O,X,X,X,X,X,X,O,X,X
SLJOTIZ,O,O,O,X,X,X,O,X,X,O
SLJOTZI,O,O,O,X,X,X,O,X,X,X
SLJOITZ,O,X,O,X,X,X,O,X,X,X
SLJOIZT,O,X,X,X,X,X,X,O,X,X
SLJOZTI,O,O,O,X,X,X,X,O,X,X
SLJOZIT,O,X,X,X,X,X,X,O,X,X
SLZTIJO,O,X,X,X,X,X,X,O,O,O
SLZTIOJ,O,X,X,X,X,X,X,O,X,X
SLZTJIO,O,X,X,X,X,X,X,O,O,O
SLZTJOI,O,O,O,X,X,X,O,O,X,X
SLZTOIJ,O,O,O,X,X,X,O,O,X,X
SLZTOJI,O,O,O,X,X,X,O,O,X,X
SLZITJO,O,X,X,O,X,X,X,O,O,O
SLZITOJ,O,X,X,O,X,X,X,O,X,X
SLZIJTO,O,X,X,O,X,X,X,O,X,X
SLZIJOT,O,X,X,O,X,X,X,O,X,X
SLZIOTJ,X,X,X,O,X,X,X,O,X,X
SLZIOJT,O,X,X,O,X,X,X,O,X,X
SLZJTIO,O,X,X,X,X,X,X,O,O,O
SLZJTOI,O,O,O,X,X,X,X,O,X,X
SLZJITO,O,X,X,O,X,X,X,O,X,X
SLZJIOT,O,X,X,O,X,X,X,O,X,X
SLZJOTI,O,O,O,X,X,X,X,O,X,X
SLZJOIT,O,X,X,X,X,X,X,O,X,X
SLZOTIJ,O,O,O,X,X,X,O,O,X,X
SLZOTJI,O,O,O,X,X,X,O,O,X,X
SLZOITJ,X,O,O,O,X,X,O,O,X,X
SLZOIJT,O,X,X,O,X,X,X,O,X,X
SLZOJTI,O,O,O,X,X,X,X,O,X,X
SLZOJIT,O,X,X,X,X,X,X,O,X,X
SLOTIJZ,O,O,O,X,X,X,O,X,X,O
SLOTIZJ,O,X,O,X,X,X,O,X,X,X
SLOTJIZ,O,O,O,X,X,X,O,X,X,O
SLOTJZI,O,O,O,X,X,X,O,X,X,X
SLOTZIJ,O,O,O,X,X,X,O,X,X,X
SLOTZJI,O,O,O,X,X,X,O,X,X,X
SLOITJZ,O,O,O,O,X,X,O,X,X,O
SLOITZJ,O,X,O,O,X,X,O,X,X,X
SLOIJTZ,O,X,O,O,X,X,O,X,X,X
SLOIJZT,O,X,X,O,X,X,X,O,X,X
SLOIZTJ,X,O,O,O,X,X,O,O,X,X
SLOIZJT,O,X,X,O,X,X,X,O,X,X
SLOJTIZ,O,O,O,X,X,X,O,X,X,O
SLOJTZI,O,O,O,X,X,X,O,X,X,X
SLOJITZ,O,X,O,X,X,X,O,X,X,X
SLOJIZT,O,X,X,X,X,X,X,O,X,X
SLOJZTI,O,O,O,X,X,X,X,O,X,X
SLOJZIT,O,X,X,X,X,X,X,O,X,X
SLOZTIJ,O,O,O,X,X,X,O,O,X,X
SLOZTJI,O,O,O,X,X,X,O,O,X,X
SLOZITJ,X,O,O,O,X,X,O,O,X,X
SLOZIJT,O,X,X,O,X,X,X,O,X,X
SLOZJTI,O,O,O,X,X,X,X,O,X,X
SLOZJIT,O,X,X,X,X,X,X,O,X,X
SJTILZO,O,X,X,O,X,O,X,O,X,O
SJTILOZ,O,X,O,O,X,O,O,X,X,O
SJTIZLO,O,X,X,O,X,X,X,O,X,O
SJTIZOL,O,X,X,O,X,X,X,X,X,X
SJTIOLZ,O,X,O,O,X,O,O,X,X,O
SJTIOZL,O,X,O,O,O,X,O,X,X,X
SJTLIZO,O,X,X,X,X,O,X,O,X,O
SJTLIOZ,O,X,O,X,X,O,O,X,X,O
SJTLZIO,O,X,X,X,X,X,X,O,O,O
SJTLZOI,O,O,O,X,X,X,O,O,X,X
SJTLOIZ,O,O,O,X,X,X,O,X,X,O
SJTLOZI,O,O,O,X,X,X,O,X,X,X
SJTZILO,O,X,X,O,X,X,X,O,O,O
SJTZIOL,O,X,X,O,X,X,X,X,X,X
SJTZLIO,O,X,X,X,X,X,X,O,O,O
SJTZLOI,O,O,O,X,O,X,O,O,X,X
SJTZOIL,O,O,O,X,O,X,O,X,X,X
SJTZOLI,O,O,O,X,O,X,O,O,X,X
SJTOILZ,O,O,O,X,X,X,O,X,X,O
SJTOIZL,O,X,O,X,O,X,O,X,X,X
SJTOLIZ,O,O,O,X,X,X,O,X,X,O
SJTOLZI,O,O,O,X,X,X,O,X,X,X
SJTOZIL,O,O,O,X,O,X,O,X,X,X
SJTOZLI,O,O,O,X,O,X,O,X,X,X
SJITLZO,O,X,X,O,X,O,X,O,X,O
SJITLOZ,O,X,O,O,X,O,O,X,X,O
SJITZLO,O,X,X,O,X,X,X,O,X,O
SJITZOL,O,X,X,O,X,X,X,X,X,X
SJITOLZ,X,X,O,O,X,O,O,X,X,O
SJITOZL,O,X,O,O,O,X,O,X,X,X
SJILTZO,O,X,X,O,X,O,X,O,X,O
SJILTOZ,O,X,O,O,X,O,X,X,X,O
SJILZTO,O,X,X,O,X,X,X,O,X,X
SJILZOT,O,X,X,O,X,X,X,O,X,X
SJILOTZ,O,X,O,O,X,O,X,X,X,X
SJILOZT,O,X,X,O,X,X,X,O,X,X
SJIZTLO,X,X,X,O,X,X,X,O,X,X
SJIZTOL,X,X,X,O,X,X,X,X,X,X
SJIZLTO,X,X,X,O,X,X,X,O,X,X
SJIZLOT,X,X,X,O,X,X,X,O,X,X
SJIZOTL,X,X,X,O,X,X,X,X,X,X
SJIZOLT,X,X,X,O,X,X,X,O,X,X
SJIOTLZ,O,X,O,O,X,O,O,X,X,X
SJIOTZL,O,X,O,O,O,X,O,X,X,X
SJIOLTZ,O,X,O,O,X,O,O,X,X,X
SJIOLZT,X,X,X,O,X,X,X,O,X,X
SJIOZTL,X,X,X,O,O,X,O,X,X,X
SJIOZLT,X,X,X,O,X,X,X,O,X,X
SJLTIZO,O,X,X,X,X,O,X,O,X,O
SJLTIOZ,O,X,O,X,X,O,O,X,X,O
SJLTZIO,O,X,X,X,X,X,X,O,O,O
SJLTZOI,O,O,O,X,X,X,O,O,X,X
SJLTOIZ,O,O,O,X,X,X,O,X,X,O
SJLTOZI,O,O,O,X,X,X,O,X,X,X
SJLITZO,O,X,X,O,X,O,X,O,X,O
SJLITOZ,O,X,O,O,X,O,X,X,X,O
SJLIZTO,O,X,X,O,X,X,X,O,X,X
SJLIZOT,O,X,X,O,X,X,X,O,X,X
SJLIOTZ,O,X,O,O,X,O,X,X,X,X
SJLIOZT,O,X,X,O,X,X,X,O,X,X
SJLZTIO,O,X,X,X,X,X,X,O,O,O
SJLZTOI,O,O,O,X,X,X,X,O,X,X
SJLZITO,O,X,X,O,X,X,X,O,X,X
SJLZIOT,O,X,X,O,X,X,X,O,X,X
SJLZOTI,O,O,O,X,X,X,X,O,X,X
SJLZOIT,O,X,X,X,X,X,X,O,X,X
SJLOTIZ,O,O,O,X,X,X,O,X,X,O
SJLOTZI,O,O,O,X,X,X,O,X,X,X
SJLOITZ,O,X,O,X,X,X,O,X,X,X
SJLOIZT,O,X,X,X,X,X,X,O,X,X
SJLOZTI,O,O,O,X,X,X,X,O,X,X
SJLOZIT,O,X,X,X,X,X,X,O,X,X
SJZTILO,X,X,X,O,X,X,X,O,O,O
SJZTIOL,X,X,X,O,X,X,X,X,X,X
SJZTLIO,X,X,X,X,X,X,X,O,O,O
SJZTLOI,X,O,O,X,O,X,O,O,X,X
SJZTOIL,X,O,O,X,O,X,O,X,X,X
SJZTOLI,X,O,O,X,O,X,O,O,X,X
SJZITLO,X,X,X,O,X,X,X,O,X,X
SJZITOL,X,X,X,O,X,X,X,X,X,X
SJZILTO,X,X,X,O,X,X,X,O,X,X
SJZILOT,X,X,X,O,X,X,X,O,X,X
SJZIOTL,X,X,X,O,X,X,X,X,X,X
SJZIOLT,X,X,X,O,X,X,X,O,X,X
SJZLTIO,O,X,X,X,X,X,X,O,O,O
SJZLTOI,O,O,O,X,X,X,X,O,X,X
SJZLITO,O,X,X,O,X,X,X,O,X,X
SJZLIOT,O,X,X,O,X,X,X,O,X,X
SJZLOTI,O,O,O,X,X,X,X,O,X,X
SJZLOIT,O,X,X,X,X,X,X,O,X,X
SJZOTIL,X,O,O,X,O,X,O,X,X,X
SJZOTLI,X,O,O,X,O,X,O,O,X,X
SJZOITL,X,X,X,O,O,X,O,X,X,X
SJZOILT,X,X,X,O,X,X,X,O,X,X
SJZOLTI,X,O,O,X,X,X,X,O,X,X
SJZOLIT,X,X,X,X,X,X,X,O,X,X
SJOTILZ,O,O,O,X,X,X,O,X,X,O
SJOTIZL,O,X,O,X,O,X,O,X,X,X
SJOTLIZ,O,O,O,X,X,X,O,X,X,O
SJOTLZI,O,O,O,X,X,X,O,X,X,X
SJOTZIL,O,O,O,X,O,X,O,X,X,X
SJOTZLI,O,O,O,X,O,X,O,X,X,X
SJOITLZ,O,X,O,O,X,X,O,X,X,X
SJOITZL,O,X,O,O,O,X,O,X,X,X
SJOILTZ,O,X,O,O,X,X,O,X,X,X
SJOILZT,X,X,X,O,X,X,X,O,X,X
SJOIZTL,X,X,X,O,O,X,O,X,X,X
SJOIZLT,X,X,X,O,X,X,X,O,X,X
SJOLTIZ,O,O,O,X,X,X,O,X,X,O
SJOLTZI,O,O,O,X,X,X,O,X,X,X
