sequence,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFxcByiB?WnBllBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhF6hBZiB?zdBllB+sBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?1mB6nBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFRiB3iB?6qBOrBlmBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?0mB6sBzqBFsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdB+mB?llB6sBZnBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdBWnB?llBxrBKsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhF3cBiiB?unBxlBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je2BJvhFRdB3iB?llBcrBTsB6qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFyiBWnB?llBxrBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFyiBWnB?llBxrB0qBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFmdBCiB?llBxrBTsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhF8hBunB?llByrBzqB3sB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhFylBRiB?UiBfsBusBzqB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFmdBCiB?llBxrBTsB0qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFzhBllB?xrBusB0qBisB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeT8IvhF1lB3iB?SrBZnBusB0qB
TJLOZIS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJLOZSI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSILZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSILOZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSIZLO,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSIZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
TJSIOZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSLIZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJSLZIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSLOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJSLOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TJZILOS,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TJZISLO,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TJZISOL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
TJZIOSL,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJZLISO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJZLSIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZLSOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJZLOIS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJZLOSI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJZSILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TJOILZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOIZLS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TJOLIZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
TJOLSZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOLZIS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOLZSI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOSILZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOZISL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJOZLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
TSILJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TSILZJO,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
TSILZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TSILOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TSILOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSIJLZO,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSIJLOZ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TSIJZLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSIJZOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X
TSIJOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TSIZLJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIZLOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIZJLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSIZJOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TSIZOJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TSIOLJZ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X
TSIOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TSIOJLZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X
TSIOJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIOZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TSIOZJL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TSLIJZO,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TSLIJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TSLIZJO,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSLIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TSLIOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TSLIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSLJIZO,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TSLJIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TSLJZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSLJOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TSLJOZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TSLZJIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSLZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLZOJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TSLOJIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TSLOJZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOZJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJILOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJIZLO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
TSJIOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJLIZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSJLZIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJLOIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSJLOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSZILOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSZIJOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TSZIOJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TSZLIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZLJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZLOJI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
TSOILZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X
TSOIJLZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X
TSOIJZL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TSOIZLJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TSOIZJL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
TSOLIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TSOLIZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O
TSOLJIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
TSOLJZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TSOLZJI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOZILJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOZIJL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSOZLIJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOZLJI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZILJOS,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TZILSJO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TZILSOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZILOJS,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
TZILOSJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZIJLSO,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TZIJLOS,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TZIJSLO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIJSOL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOLS,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
TZIJOSL,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TZISLJO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TZISLOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZISJLO,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZISJOL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISOLJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZISOJL,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TZIOLJS,O,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X
TZIOLSJ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
TZIOJLS,O,O,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X
TZIOJSL,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X
TZIOSLJ,O,X,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X
TZIOSJL,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X
TZLIJSO,X,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZLIJOS,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X
TZLISJO,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
TZLISOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TZLIOJS,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
TZLIOSJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZLJISO,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLJIOS,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLJSIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLJSOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZLJOIS,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLJOSI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLSIJO,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TZLSIOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TZLSJIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLSJOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZLSOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZLSOJI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLOIJS,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLOISJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOJIS,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLOJSI,O,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
TZLOSIJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TZLOSJI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZJILSO,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TZJILOS,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TZJISLO,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TZJISOL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJIOLS,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
TZJIOSL,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TZJLISO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJLIOS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZJLSIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJLSOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZJLOIS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZJLOSI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZJSILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSLIO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSOLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJOILS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJOISL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJOLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJOLSI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TZJOSIL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZJOSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TZSILJO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZSILOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSIJLO,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZSIJOL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSIOLJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZSIOJL,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TZSLIJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSLIOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSLJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSLJOI,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSLOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSLOJI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJLIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJLOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJOLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSOILJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZSOIJL,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZSOLIJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZSOLJI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TZSOJIL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZSOJLI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TZOILJS,O,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TZOILSJ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZOIJLS,O,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
TZOIJSL,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
TZOISLJ,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
TZOISJL,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
TZOLIJS,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZOLISJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TZOLJIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOLJSI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZOLSIJ,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O
TZOLSJI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZOJILS,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZOJISL,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TZOJLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOJLSI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZOJSIL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZOJSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TZOSILJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
