sequence,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhF8kBzgBCiB5oBXn?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFzgBumBcnB5oB3k?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhF3gBGiB5oB1pB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Kel/IvhF3gBqmBTiB5oB2p?B8qB,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhFlgB3hBcnB5oBzk?BCrB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFWmBTiB5oB3kB0m?BlqB,v115@FhA8IeA8HeB8AeC8AeE8KeKEJvhFflBlgBGiB5oB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Ke2EJvhFChBTiB5oB0mB3k?BlqB
JTZILOS,O,O,O,O,O,X,X,O
JTZISLO,O,O,O,O,O,O,X,O
JTZISOL,O,O,O,O,O,O,X,O
JTZIOLS,O,O,O,O,O,X,X,O
JTZIOSL,O,O,O,O,O,O,X,O
JTZLISO,O,O,O,O,O,X,O,O
JTZLIOS,O,O,O,O,O,X,X,O
JTZLSIO,O,O,O,O,O,X,O,O
JTZLSOI,O,O,O,O,O,X,O,O
JTZLOIS,O,O,O,O,O,X,X,O
JTZLOSI,O,O,O,O,O,X,X,O
JTZSILO,O,O,O,O,O,O,X,O
JTZSIOL,O,O,O,O,O,O,X,O
JTZSLIO,O,O,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,O,X,O
JTZSOIL,O,O,O,O,O,O,X,O
JTZSOLI,O,O,O,O,O,O,X,O
JTZOILS,O,O,O,O,O,X,X,O
JTZOISL,O,O,O,O,O,O,X,O
JTZOLIS,O,O,O,O,O,X,X,O
JTZOLSI,O,O,O,O,O,X,X,O
JTZOSIL,O,O,O,O,O,O,X,O
JTZOSLI,O,O,O,O,O,O,X,O
JTOILSZ,X,X,O,O,O,O,O,X
JTOILZS,X,X,O,O,O,X,O,O
JTOISLZ,O,O,O,O,O,O,X,X
JTOISZL,O,O,O,O,O,O,X,X
JTOIZLS,O,O,O,O,O,X,O,O
JTOIZSL,O,O,O,O,O,O,X,O
JTOLISZ,X,X,O,O,O,O,O,X
JTOLIZS,X,X,O,O,O,X,O,O
JTOLSIZ,X,X,O,O,O,O,O,X
JTOLSZI,X,X,O,O,O,O,O,X
JTOLZIS,X,X,O,O,O,X,O,O
JTOLZSI,X,X,O,O,O,X,O,O
JTOSILZ,O,O,O,O,O,O,X,X
JTOSIZL,O,O,O,O,O,O,X,X
JTOSLIZ,O,O,O,O,O,O,X,X
JTOSLZI,O,O,O,O,O,O,X,X
JTOSZIL,O,O,O,O,O,O,X,X
JTOSZLI,O,O,O,O,O,O,X,X
JTOZILS,O,O,O,O,O,X,O,O
JTOZISL,O,O,O,O,O,O,X,O
JTOZLIS,O,O,O,O,O,X,O,O
JTOZLSI,O,O,O,O,O,X,O,O
JTOZSIL,O,O,O,O,O,O,X,O
JTOZSLI,O,O,O,O,O,O,X,O
JITLSZO,X,X,O,O,O,O,O,O
JITLSOZ,X,X,O,O,X,O,O,X
JITLZSO,X,X,O,O,O,X,O,O
JITLZOS,X,X,O,O,O,X,X,O
JITLOSZ,X,X,O,O,X,O,O,X
JITLOZS,X,X,O,O,O,X,O,O
JITSLZO,O,O,O,O,X,O,X,O
JITSLOZ,O,O,O,O,X,O,X,X
JITSZLO,O,O,O,O,X,O,X,O
JITSZOL,O,O,O,O,X,O,X,O
JITSOLZ,O,O,O,O,X,O,X,X
JITSOZL,O,O,O,O,X,O,X,X
JITZLSO,O,O,O,O,O,X,O,O
JITZLOS,O,O,O,O,O,X,X,O
JITZSLO,O,O,O,O,O,O,X,O
JITZSOL,O,O,O,O,O,O,X,O
JITZOLS,O,O,O,O,O,X,X,O
JITZOSL,O,O,O,O,O,O,X,O
JITOLSZ,X,X,O,O,O,O,O,X
JITOLZS,X,X,O,O,O,X,O,O
JITOSLZ,O,O,O,O,O,O,X,X
JITOSZL,O,O,O,O,O,O,X,X
JITOZLS,O,O,O,O,O,X,O,O
JITOZSL,O,O,O,O,O,O,X,O
JILTSZO,X,X,O,O,O,X,O,X
JILTSOZ,X,X,O,O,X,X,O,X
JILTZSO,X,X,O,O,O,X,O,X
JILTZOS,X,X,O,O,O,X,X,X
JILTOSZ,X,X,O,O,O,X,O,X
JILTOZS,X,X,O,O,O,X,O,X
JILSTZO,O,X,X,O,O,X,O,X
JILSTOZ,X,X,X,O,X,X,O,X
JILSZTO,O,X,X,O,O,X,O,X
JILSZOT,O,X,X,O,O,X,O,X
JILSOTZ,X,X,X,O,X,X,O,X
JILSOZT,O,X,X,O,X,X,O,X
JILZTSO,O,X,O,O,O,X,O,X
JILZTOS,O,X,O,O,O,X,X,X
JILZSTO,O,X,O,O,O,X,O,X
JILZSOT,O,X,X,O,O,X,O,X
JILZOTS,X,X,X,O,O,X,O,X
JILZOST,X,X,X,O,O,X,O,X
JILOTSZ,X,X,O,O,O,X,O,X
JILOTZS,X,X,O,O,O,X,O,X
JILOSTZ,X,X,X,O,O,X,O,X
JILOSZT,X,X,X,O,O,X,O,X
JILOZTS,X,X,O,O,O,X,O,X
JILOZST,X,X,O,O,O,X,O,X
JISTLZO,O,O,O,O,X,O,X,X
JISTLOZ,O,O,O,O,X,O,X,X
JISTZLO,O,O,O,O,X,O,X,X
JISTZOL,O,O,O,O,X,O,X,X
JISTOLZ,O,O,O,O,X,O,X,X
JISTOZL,O,O,O,O,X,O,X,X
JISLTZO,O,O,X,O,O,O,O,X
JISLTOZ,O,O,X,O,X,O,O,X
JISLZTO,O,O,X,O,O,X,O,X
JISLZOT,O,O,X,O,O,X,O,X
JISLOTZ,X,X,X,O,X,O,O,X
JISLOZT,O,X,X,O,X,X,O,X
JISZTLO,O,O,O,O,O,X,X,X
JISZTOL,O,O,O,O,O,X,X,X
JISZLTO,O,O,O,O,O,X,O,X
JISZLOT,O,O,X,O,O,X,O,X
JISZOTL,O,O,O,O,O,X,X,X
JISZOLT,O,O,X,O,O,X,X,X
JISOTLZ,X,X,O,O,O,O,X,X
JISOTZL,X,X,O,O,O,O,X,X
JISOLTZ,X,X,X,O,O,O,O,X
JISOLZT,O,X,X,O,O,X,O,X
JISOZTL,O,X,O,O,O,X,X,X
JISOZLT,O,X,O,O,O,X,O,X
JIZTLSO,O,O,O,O,O,X,O,O
JIZTLOS,O,O,O,O,O,X,X,O
JIZTSLO,O,O,O,O,O,X,X,O
JIZTSOL,O,O,O,O,O,X,X,O
JIZTOLS,O,O,O,O,O,X,X,O
JIZTOSL,O,O,O,O,O,X,X,O
JIZLTSO,O,O,O,O,O,X,O,X
JIZLTOS,O,O,O,O,O,X,X,X
JIZLSTO,O,O,O,O,O,X,O,X
JIZLSOT,O,O,X,O,O,X,O,X
JIZLOTS,X,X,X,O,O,X,O,X
JIZLOST,X,X,X,O,O,X,O,X
JIZSTLO,O,O,O,O,O,X,X,X
JIZSTOL,O,O,O,O,O,X,X,X
JIZSLTO,O,O,O,O,O,X,O,X
JIZSLOT,O,O,X,O,O,X,O,X
JIZSOTL,O,O,O,O,O,X,X,X
JIZSOLT,O,O,O,O,O,X,X,X
JIZOTLS,O,O,O,O,O,X,O,O
JIZOTSL,O,O,O,O,O,X,X,O
JIZOLTS,X,X,O,O,O,X,O,X
JIZOLST,X,X,O,O,O,X,O,X
JIZOSTL,O,O,O,O,O,X,X,X
JIZOSLT,O,O,O,O,O,X,O,X
JIOTLSZ,X,X,O,O,O,O,O,X
JIOTLZS,X,X,O,O,O,X,O,X
JIOTSLZ,X,X,O,O,O,O,X,X
JIOTSZL,X,X,O,O,O,O,X,X
JIOTZLS,X,X,O,O,O,X,O,X
JIOTZSL,X,X,O,O,O,O,X,X
JIOLTSZ,X,X,O,O,O,X,O,X
JIOLTZS,X,X,O,O,O,X,O,X
JIOLSTZ,X,X,X,O,O,X,O,X
JIOLSZT,X,X,X,O,O,X,O,X
JIOLZTS,X,X,O,O,O,X,O,X
JIOLZST,X,X,O,O,O,X,O,X
JIOSTLZ,X,X,O,O,O,O,X,X
JIOSTZL,X,X,O,O,O,O,X,X
JIOSLTZ,X,X,X,O,O,O,O,X
JIOSLZT,O,X,X,O,O,X,O,X
JIOSZTL,O,X,O,O,O,X,X,X
JIOSZLT,O,X,O,O,O,X,O,X
JIOZTLS,O,X,O,O,O,X,O,O
JIOZTSL,O,X,O,O,O,X,X,O
JIOZLTS,X,X,O,O,O,X,O,X
JIOZLST,X,X,O,O,O,X,O,X
JIOZSTL,O,X,O,O,O,X,X,X
JIOZSLT,O,X,O,O,O,X,O,X
JLTISZO,X,X,O,O,O,X,O,X
JLTISOZ,X,X,O,O,X,X,O,X
JLTIZSO,X,X,O,O,O,X,O,X
JLTIZOS,X,X,O,O,O,X,X,X
JLTIOSZ,X,X,O,O,O,X,O,X
JLTIOZS,X,X,O,O,O,X,O,X
JLTSIZO,X,X,O,O,O,X,O,X
JLTSIOZ,X,X,O,O,X,X,O,X
JLTSZIO,X,X,O,O,O,X,O,X
JLTSZOI,X,X,O,O,O,X,O,X
JLTSOIZ,X,X,O,O,X,X,O,X
JLTSOZI,X,X,O,O,X,X,O,X
JLTZISO,X,X,O,O,O,X,O,X
JLTZIOS,X,X,O,O,O,X,X,X
JLTZSIO,X,X,O,O,O,X,O,X
JLTZSOI,X,X,O,O,O,X,O,X
JLTZOIS,X,X,O,O,O,X,X,X
JLTZOSI,X,X,O,O,O,X,X,X
JLTOISZ,X,X,O,O,O,X,O,X
JLTOIZS,X,X,O,O,O,X,O,X
JLTOSIZ,X,X,O,O,O,X,O,X
JLTOSZI,X,X,O,O,O,X,O,X
JLTOZIS,X,X,O,O,O,X,O,X
JLTOZSI,X,X,O,O,O,X,O,X
JLITSZO,X,X,O,O,O,X,O,X
JLITSOZ,X,X,O,O,X,X,O,X
JLITZSO,X,X,O,O,O,X,O,X
JLITZOS,X,X,O,O,O,X,X,X
JLITOSZ,X,X,O,O,O,X,O,X
JLITOZS,X,X,O,O,O,X,O,X
JLISTZO,O,X,X,O,O,X,O,X
JLISTOZ,X,X,X,O,X,X,O,X
JLISZTO,O,X,X,O,O,X,O,X
JLISZOT,O,X,X,O,O,X,O,X
JLISOTZ,X,X,X,O,X,X,O,X
JLISOZT,O,X,X,O,X,X,O,X
JLIZTSO,O,X,O,O,O,X,O,X
JLIZTOS,O,X,O,O,O,X,X,X
JLIZSTO,O,X,O,O,O,X,O,X
JLIZSOT,O,X,X,O,O,X,O,X
JLIZOTS,X,X,X,O,O,X,O,X
JLIZOST,X,X,X,O,O,X,O,X
JLIOTSZ,X,X,O,O,O,X,O,X
JLIOTZS,X,X,O,O,O,X,O,X
JLIOSTZ,X,X,X,O,O,X,O,X
JLIOSZT,X,X,X,O,O,X,O,X
JLIOZTS,X,X,O,O,O,X,O,X
JLIOZST,X,X,O,O,O,X,O,X
JLSTIZO,O,X,X,O,O,X,O,X
JLSTIOZ,X,X,X,O,X,X,O,X
JLSTZIO,O,X,X,O,O,X,O,X
JLSTZOI,O,X,X,O,O,X,O,X
JLSTOIZ,X,X,X,O,X,X,O,X
JLSTOZI,X,X,X,O,X,X,O,X
JLSITZO,O,X,X,O,O,X,O,X
JLSITOZ,X,X,X,O,X,X,O,X
JLSIZTO,O,X,X,O,O,X,O,X
JLSIZOT,O,X,X,O,O,X,O,X
JLSIOTZ,X,X,X,O,X,X,O,X
JLSIOZT,O,X,X,O,X,X,O,X
JLSZTIO,O,X,X,O,O,X,O,X
JLSZTOI,O,X,X,O,O,X,O,X
JLSZITO,O,X,X,O,O,X,O,X
JLSZIOT,O,X,X,O,O,X,O,X
JLSZOTI,O,X,X,O,O,X,O,X
JLSZOIT,O,X,X,O,O,X,O,X
JLSOTIZ,X,X,X,O,X,X,O,X
JLSOTZI,X,X,X,O,X,X,O,X
JLSOITZ,X,X,X,O,X,X,O,X
JLSOIZT,O,X,X,O,X,X,O,X
JLSOZTI,O,X,X,O,X,X,O,X
JLSOZIT,O,X,X,O,X,X,O,X
JLZTISO,O,X,O,O,O,X,O,X
JLZTIOS,O,X,O,O,O,X,X,X
JLZTSIO,O,X,O,O,O,X,O,X
JLZTSOI,O,X,O,O,O,X,O,X
JLZTOIS,O,X,O,O,O,X,X,X
JLZTOSI,O,X,O,O,O,X,X,X
JLZITSO,O,X,O,O,O,X,O,X
JLZITOS,O,X,O,O,O,X,X,X
JLZISTO,O,X,O,O,O,X,O,X
JLZISOT,O,X,X,O,O,X,O,X
JLZIOTS,X,X,X,O,O,X,O,X
JLZIOST,X,X,X,O,O,X,O,X
JLZSTIO,O,X,O,O,O,X,O,X
JLZSTOI,O,X,O,O,O,X,O,X
JLZSITO,O,X,O,O,O,X,O,X
JLZSIOT,O,X,X,O,O,X,O,X
JLZSOTI,O,X,X,O,O,X,O,X
JLZSOIT,O,X,X,O,O,X,O,X
JLZOTIS,X,X,X,O,O,X,O,X
JLZOTSI,X,X,X,O,O,X,O,X
JLZOITS,X,X,X,O,O,X,O,X
JLZOIST,X,X,X,O,O,X,O,X
JLZOSTI,X,X,X,O,O,X,O,X
JLZOSIT,X,X,X,O,O,X,O,X
JLOTISZ,X,X,O,O,O,X,O,X
JLOTIZS,X,X,O,O,O,X,O,X
JLOTSIZ,X,X,O,O,O,X,O,X
JLOTSZI,X,X,O,O,O,X,O,X
JLOTZIS,X,X,O,O,O,X,O,X
JLOTZSI,X,X,O,O,O,X,O,X
JLOITSZ,X,X,O,O,O,X,O,X
JLOITZS,X,X,O,O,O,X,O,X
JLOISTZ,X,X,X,O,O,X,O,X
JLOISZT,X,X,X,O,O,X,O,X
JLOIZTS,X,X,O,O,O,X,O,X
JLOIZST,X,X,O,O,O,X,O,X
JLOSTIZ,X,X,X,O,O,X,O,X
JLOSTZI,X,X,X,O,O,X,O,X
JLOSITZ,X,X,X,O,O,X,O,X
JLOSIZT,X,X,X,O,O,X,O,X
JLOSZTI,X,X,X,O,O,X,O,X
JLOSZIT,X,X,X,O,O,X,O,X
JLOZTIS,X,X,O,O,O,X,O,X
JLOZTSI,X,X,O,O,O,X,O,X
JLOZITS,X,X,O,O,O,X,O,X
JLOZIST,X,X,O,O,O,X,O,X
JLOZSTI,X,X,O,O,O,X,O,X
JLOZSIT,X,X,O,O,O,X,O,X
JSTILZO,O,O,O,O,X,O,X,X
JSTILOZ,O,O,O,O,X,O,X,X
JSTIZLO,O,O,O,O,X,O,X,X
JSTIZOL,O,O,O,O,X,O,X,X
JSTIOLZ,O,O,O,O,X,O,X,X
JSTIOZL,O,O,O,O,X,O,X,X
JSTLIZO,O,O,O,O,X,O,X,X
JSTLIOZ,O,O,O,O,X,O,X,X
JSTLZIO,O,O,O,O,X,O,X,X
JSTLZOI,O,O,O,O,X,O,X,X
JSTLOIZ,O,O,O,O,X,O,X,X
JSTLOZI,O,O,O,O,X,O,X,X
JSTZILO,O,O,O,O,X,O,X,X
JSTZIOL,O,O,O,O,X,O,X,X
JSTZLIO,O,O,O,O,X,O,X,X
JSTZLOI,O,O,O,O,X,O,X,X
JSTZOIL,O,O,O,O,X,O,X,X
JSTZOLI,O,O,O,O,X,O,X,X
JSTOILZ,O,O,O,O,X,O,X,X
JSTOIZL,O,O,O,O,X,O,X,X
JSTOLIZ,O,O,O,O,X,O,X,X
JSTOLZI,O,O,O,O,X,O,X,X
JSTOZIL,O,O,O,O,X,O,X,X
JSTOZLI,O,O,O,O,X,O,X,X
JSITLZO,O,O,O,O,X,O,X,X
JSITLOZ,O,O,O,O,X,O,X,X
JSITZLO,O,O,O,O,X,O,X,X
JSITZOL,O,O,O,O,X,O,X,X
JSITOLZ,O,O,O,O,X,O,X,X
JSITOZL,O,O,O,O,X,O,X,X
JSILTZO,O,O,X,O,O,O,O,X
JSILTOZ,O,O,X,O,X,O,O,X
JSILZTO,O,O,X,O,O,X,O,X
JSILZOT,O,O,X,O,O,X,O,X
JSILOTZ,X,X,X,O,X,O,O,X
JSILOZT,O,X,X,O,X,X,O,X
JSIZTLO,O,O,O,O,O,X,X,X
JSIZTOL,O,O,O,O,O,X,X,X
JSIZLTO,O,O,O,O,O,X,O,X
JSIZLOT,O,O,X,O,O,X,O,X
JSIZOTL,O,O,O,O,O,X,X,X
JSIZOLT,O,O,X,O,O,X,X,X
JSIOTLZ,X,X,O,O,O,O,X,X
JSIOTZL,X,X,O,O,O,O,X,X
JSIOLTZ,X,X,X,O,O,O,O,X
JSIOLZT,O,X,X,O,O,X,O,X
JSIOZTL,O,X,O,O,O,X,X,X
JSIOZLT,O,X,O,O,O,X,O,X
JSLTIZO,O,O,X,O,O,O,O,X
JSLTIOZ,O,O,X,O,X,O,O,X
JSLTZIO,O,O,X,O,O,O,O,X
JSLTZOI,O,O,X,O,O,O,O,X
JSLTOIZ,O,O,X,O,X,O,O,X
JSLTOZI,O,O,X,O,X,O,O,X
JSLITZO,O,O,X,O,O,O,O,X
JSLITOZ,O,O,X,O,X,O,O,X
JSLIZTO,O,O,X,O,O,X,O,X
JSLIZOT,O,O,X,O,O,X,O,X
JSLIOTZ,X,X,X,O,X,O,O,X
JSLIOZT,O,X,X,O,X,X,O,X
JSLZTIO,O,O,X,O,O,X,O,X
JSLZTOI,O,O,X,O,O,X,O,X
JSLZITO,O,O,X,O,O,X,O,X
JSLZIOT,O,O,X,O,O,X,O,X
JSLZOTI,O,O,X,O,O,X,O,X
JSLZOIT,O,O,X,O,O,X,O,X
JSLOTIZ,X,X,X,O,X,O,O,X
JSLOTZI,X,X,X,O,X,O,O,X
JSLOITZ,X,X,X,O,X,O,O,X
JSLOIZT,O,X,X,O,X,X,O,X
JSLOZTI,O,X,X,O,X,X,O,X
JSLOZIT,O,X,X,O,X,X,O,X
JSZTILO,O,O,O,O,O,X,X,X
JSZTIOL,O,O,O,O,O,X,X,X
JSZTLIO,O,O,O,O,O,X,X,X
JSZTLOI,O,O,O,O,O,X,X,X
JSZTOIL,O,O,O,O,O,X,X,X
JSZTOLI,O,O,O,O,O,X,X,X
JSZITLO,O,O,O,O,O,X,X,X
JSZITOL,O,O,O,O,O,X,X,X
JSZILTO,O,O,O,O,O,X,O,X
JSZILOT,O,O,X,O,O,X,O,X
JSZIOTL,O,O,O,O,O,X,X,X
JSZIOLT,O,O,X,O,O,X,X,X
JSZLTIO,O,O,O,O,O,X,O,X
JSZLTOI,O,O,O,O,O,X,O,X
JSZLITO,O,O,O,O,O,X,O,X
JSZLIOT,O,O,X,O,O,X,O,X
JSZLOTI,O,O,X,O,O,X,O,X
JSZLOIT,O,O,X,O,O,X,O,X
JSZOTIL,O,O,O,O,O,X,X,X
JSZOTLI,O,O,O,O,O,X,X,X
JSZOITL,O,O,O,O,O,X,X,X
JSZOILT,O,O,X,O,O,X,X,X
JSZOLTI,O,O,X,O,O,X,X,X
JSZOLIT,O,O,X,O,O,X,X,X
JSOTILZ,X,X,O,O,O,O,X,X
JSOTIZL,X,X,O,O,O,O,X,X
JSOTLIZ,X,X,O,O,O,O,X,X
JSOTLZI,X,X,O,O,O,O,X,X
JSOTZIL,X,X,O,O,O,O,X,X
JSOTZLI,X,X,O,O,O,O,X,X
JSOITLZ,X,X,O,O,O,O,X,X
JSOITZL,X,X,O,O,O,O,X,X
JSOILTZ,X,X,X,O,O,O,O,X
JSOILZT,O,X,X,O,O,X,O,X
JSOIZTL,O,X,O,O,O,X,X,X
JSOIZLT,O,X,O,O,O,X,O,X
JSOLTIZ,X,X,X,O,O,O,O,X
JSOLTZI,X,X,X,O,O,O,O,X
JSOLITZ,X,X,X,O,O,O,O,X
JSOLIZT,O,X,X,O,O,X,O,X
JSOLZTI,O,X,X,O,O,X,O,X
JSOLZIT,O,X,X,O,O,X,O,X
JSOZTIL,O,X,O,O,O,X,X,X
JSOZTLI,O,X,O,O,O,X,X,X
JSOZITL,O,X,O,O,O,X,X,X
JSOZILT,O,X,O,O,O,X,O,X
JSOZLTI,O,X,O,O,O,X,O,X
JSOZLIT,O,X,O,O,O,X,O,X
JZTILSO,O,O,O,O,O,X,O,O
JZTILOS,O,O,O,O,O,X,X,O
JZTISLO,O,O,O,O,O,X,X,O
JZTISOL,O,O,O,O,O,X,X,O
JZTIOLS,O,O,O,O,O,X,X,O
JZTIOSL,O,O,O,O,O,X,X,O
JZTLISO,O,O,O,O,O,X,O,O
JZTLIOS,O,O,O,O,O,X,X,O
JZTLSIO,O,O,O,O,O,X,O,O
JZTLSOI,O,O,O,O,O,X,O,O
JZTLOIS,O,O,O,O,O,X,X,O
JZTLOSI,O,O,O,O,O,X,X,O
JZTSILO,O,O,O,O,O,X,X,O
JZTSIOL,O,O,O,O,O,X,X,O
JZTSLIO,O,O,O,O,O,X,X,O
JZTSLOI,O,O,O,O,O,X,X,O
JZTSOIL,O,O,O,O,O,X,X,O
JZTSOLI,O,O,O,O,O,X,X,O
JZTOILS,O,O,O,O,O,X,X,O
JZTOISL,O,O,O,O,O,X,X,O
JZTOLIS,O,O,O,O,O,X,X,O
JZTOLSI,O,O,O,O,O,X,X,O
JZTOSIL,O,O,O,O,O,X,X,O
JZTOSLI,O,O,O,O,O,X,X,O
JZITLSO,O,O,O,O,O,X,O,O
JZITLOS,O,O,O,O,O,X,X,O
JZITSLO,O,O,O,O,O,X,X,O
JZITSOL,O,O,O,O,O,X,X,O
JZITOLS,O,O,O,O,O,X,X,O
JZITOSL,O,O,O,O,O,X,X,O
JZILTSO,O,O,O,O,O,X,O,X
JZILTOS,O,O,O,O,O,X,X,X
JZILSTO,O,O,O,O,O,X,O,X
JZILSOT,O,O,X,O,O,X,O,X
JZILOTS,X,X,X,O,O,X,O,X
JZILOST,X,X,X,O,O,X,O,X
JZISTLO,O,O,O,O,O,X,X,X
JZISTOL,O,O,O,O,O,X,X,X
JZISLTO,O,O,O,O,O,X,O,X
JZISLOT,O,O,X,O,O,X,O,X
JZISOTL,O,O,O,O,O,X,X,X
JZISOLT,O,O,O,O,O,X,X,X
JZIOTLS,O,O,O,O,O,X,O,O
JZIOTSL,O,O,O,O,O,X,X,O
JZIOLTS,X,X,O,O,O,X,O,X
JZIOLST,X,X,O,O,O,X,O,X
JZIOSTL,O,O,O,O,O,X,X,X
JZIOSLT,O,O,O,O,O,X,O,X
JZLTISO,O,O,O,O,O,X,O,X
JZLTIOS,O,O,O,O,O,X,X,X
JZLTSIO,O,O,O,O,O,X,O,X
JZLTSOI,O,O,O,O,O,X,O,X
JZLTOIS,O,O,O,O,O,X,X,X
JZLTOSI,O,O,O,O,O,X,X,X
JZLITSO,O,O,O,O,O,X,O,X
JZLITOS,O,O,O,O,O,X,X,X
JZLISTO,O,O,O,O,O,X,O,X
JZLISOT,O,O,X,O,O,X,O,X
JZLIOTS,X,X,X,O,O,X,O,X
JZLIOST,X,X,X,O,O,X,O,X
JZLSTIO,O,O,O,O,O,X,O,X
JZLSTOI,O,O,O,O,O,X,O,X
JZLSITO,O,O,O,O,O,X,O,X
JZLSIOT,O,O,X,O,O,X,O,X
JZLSOTI,O,O,X,O,O,X,O,X
JZLSOIT,O,O,X,O,O,X,O,X
JZLOTIS,X,X,X,O,O,X,O,X
JZLOTSI,X,X,X,O,O,X,O,X
JZLOITS,X,X,X,O,O,X,O,X
JZLOIST,X,X,X,O,O,X,O,X
JZLOSTI,X,X,X,O,O,X,O,X
JZLOSIT,X,X,X,O,O,X,O,X
JZSTILO,O,O,O,O,O,X,X,X
JZSTIOL,O,O,O,O,O,X,X,X
JZSTLIO,O,O,O,O,O,X,X,X
JZSTLOI,O,O,O,O,O,X,X,X
JZSTOIL,O,O,O,O,O,X,X,X
JZSTOLI,O,O,O,O,O,X,X,X
JZSITLO,O,O,O,O,O,X,X,X
JZSITOL,O,O,O,O,O,X,X,X
JZSILTO,O,O,O,O,O,X,O,X
JZSILOT,O,O,X,O,O,X,O,X
JZSIOTL,O,O,O,O,O,X,X,X
JZSIOLT,O,O,O,O,O,X,X,X
JZSLTIO,O,O,O,O,O,X,O,X
JZSLTOI,O,O,O,O,O,X,O,X
JZSLITO,O,O,O,O,O,X,O,X
JZSLIOT,O,O,X,O,O,X,O,X
JZSLOTI,O,O,X,O,O,X,O,X
JZSLOIT,O,O,X,O,O,X,O,X
JZSOTIL,O,O,O,O,O,X,X,X
JZSOTLI,O,O,O,O,O,X,X,X
JZSOITL,O,O,O,O,O,X,X,X
JZSOILT,O,O,O,O,O,X,X,X
JZSOLTI,O,O,O,O,O,X,X,X
JZSOLIT,O,O,O,O,O,X,X,X
JZOTILS,O,O,O,O,O,X,O,O
JZOTISL,O,O,O,O,O,X,X,O
JZOTLIS,O,O,O,O,O,X,O,O
JZOTLSI,O,O,O,O,O,X,O,O
JZOTSIL,O,O,O,O,O,X,X,O
JZOTSLI,O,O,O,O,O,X,X,O
JZOITLS,O,O,O,O,O,X,O,O
JZOITSL,O,O,O,O,O,X,X,O
JZOILTS,X,X,O,O,O,X,O,X
JZOILST,X,X,O,O,O,X,O,X
JZOISTL,O,O,O,O,O,X,X,X
JZOISLT,O,O,O,O,O,X,O,X
JZOLTIS,X,X,O,O,O,X,O,X
JZOLTSI,X,X,O,O,O,X,O,X
JZOLITS,X,X,O,O,O,X,O,X
JZOLIST,X,X,O,O,O,X,O,X
JZOLSTI,X,X,O,O,O,X,O,X
JZOLSIT,X,X,O,O,O,X,O,X
JZOSTIL,O,O,O,O,O,X,X,X
JZOSTLI,O,O,O,O,O,X,X,X
JZOSITL,O,O,O,O,O,X,X,X
JZOSILT,O,O,O,O,O,X,O,X
JZOSLTI,O,O,O,O,O,X,O,X
JZOSLIT,O,O,O,O,O,X,O,X
JOTILSZ,X,X,O,O,O,O,O,X
JOTILZS,X,X,O,O,O,X,O,X
JOTISLZ,X,X,O,O,O,O,X,X
JOTISZL,X,X,O,O,O,O,X,X
JOTIZLS,X,X,O,O,O,X,O,X
JOTIZSL,X,X,O,O,O,O,X,X
JOTLISZ,X,X,O,O,O,O,O,X
JOTLIZS,X,X,O,O,O,X,O,X
JOTLSIZ,X,X,O,O,O,O,O,X
JOTLSZI,X,X,O,O,O,O,O,X
JOTLZIS,X,X,O,O,O,X,O,X
JOTLZSI,X,X,O,O,O,X,O,X
JOTSILZ,X,X,O,O,O,O,X,X
JOTSIZL,X,X,O,O,O,O,X,X
JOTSLIZ,X,X,O,O,O,O,X,X
JOTSLZI,X,X,O,O,O,O,X,X
JOTSZIL,X,X,O,O,O,O,X,X
JOTSZLI,X,X,O,O,O,O,X,X
JOTZILS,X,X,O,O,O,X,O,X
JOTZISL,X,X,O,O,O,O,X,X
JOTZLIS,X,X,O,O,O,X,O,X
JOTZLSI,X,X,O,O,O,X,O,X
JOTZSIL,X,X,O,O,O,O,X,X
JOTZSLI,X,X,O,O,O,O,X,X
JOITLSZ,X,X,O,O,O,O,O,X
JOITLZS,X,X,O,O,O,X,O,X
JOITSLZ,X,X,O,O,O,O,X,X
JOITSZL,X,X,O,O,O,O,X,X
JOITZLS,X,X,O,O,O,X,O,X
JOITZSL,X,X,O,O,O,O,X,X
JOILTSZ,X,X,O,O,O,X,O,X
JOILTZS,X,X,O,O,O,X,O,X
JOILSTZ,X,X,X,O,O,X,O,X
JOILSZT,X,X,X,O,O,X,O,X
JOILZTS,X,X,O,O,O,X,O,X
JOILZST,X,X,O,O,O,X,O,X
JOISTLZ,X,X,O,O,O,O,X,X
JOISTZL,X,X,O,O,O,O,X,X
JOISLTZ,X,X,X,O,O,O,O,X
JOISLZT,O,X,X,O,O,X,O,X
JOISZTL,O,X,O,O,O,X,X,X
JOISZLT,O,X,O,O,O,X,O,X
JOIZTLS,O,X,O,O,O,X,O,O
JOIZTSL,O,X,O,O,O,X,X,O
JOIZLTS,X,X,O,O,O,X,O,X
JOIZLST,X,X,O,O,O,X,O,X
