sequence,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhF6hBZiBGeBz?iBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBqiBTeB+?mBllB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFZiBqiBTeB+?mBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFSiBTeBllBR?nBmmBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jem7IvhFRdBcjB1lBC?iBXnBzqB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeT8IvhFxdBOnBXjBl?lBcrB6qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jel7IvhFqiBTeBmhB3?hBRrB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeqCJvhFTeBRhBllB3?mBmmB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBSjB+mBz?iBllB0qB
LOTJIZS,O,O,O,X,X,X,O,X,X
LOTJSIZ,X,O,O,X,O,X,X,O,O
LOTJSZI,X,O,O,X,O,X,X,X,X
LOTJZIS,O,O,O,X,O,X,X,X,X
LOTJZSI,O,O,O,X,O,X,X,X,X
LOTSIJZ,X,O,X,X,O,X,O,O,X
LOTSIZJ,X,X,X,X,O,X,O,O,X
LOTSJIZ,X,O,O,X,O,X,X,O,O
LOTSJZI,X,O,O,X,O,X,X,X,X
LOTSZIJ,X,X,X,X,O,X,X,O,X
LOTSZJI,X,O,O,X,O,X,X,X,X
LOTZIJS,O,X,O,O,O,X,O,X,X
LOTZISJ,O,X,X,O,X,X,O,O,X
LOTZJIS,O,O,O,X,O,X,X,X,X
LOTZJSI,O,O,O,X,O,X,X,X,X
LOTZSIJ,O,X,X,X,O,X,X,O,X
LOTZSJI,O,O,O,X,O,X,X,X,X
LOITJSZ,X,O,O,O,X,X,O,O,X
LOITJZS,O,O,O,O,X,X,O,X,X
LOITSJZ,X,O,X,O,X,X,O,O,X
LOITSZJ,X,X,X,O,X,X,O,O,X
LOITZJS,O,X,O,O,X,X,O,X,X
LOITZSJ,O,X,X,O,X,X,O,O,X
LOIJTSZ,X,O,O,O,X,X,O,X,O
LOIJTZS,O,O,O,O,X,X,O,X,X
LOIJSTZ,O,O,O,O,X,X,O,X,O
LOIJSZT,O,O,X,X,X,X,X,X,O
LOIJZTS,O,O,O,X,X,X,O,X,X
LOIJZST,O,O,X,X,X,X,O,X,X
LOISTJZ,O,X,X,O,X,X,O,O,X
LOISTZJ,O,X,X,O,X,X,O,O,X
LOISJTZ,O,O,O,O,X,X,O,O,X
LOISJZT,O,O,X,X,X,X,X,X,X
LOISZTJ,O,X,X,O,X,X,O,O,X
LOISZJT,O,X,X,X,X,X,O,X,X
LOIZTJS,O,X,O,O,X,X,O,X,X
LOIZTSJ,X,X,X,O,X,X,O,X,X
LOIZJTS,O,O,O,X,X,X,O,X,X
LOIZJST,O,O,X,X,X,X,O,X,X
LOIZSTJ,X,X,X,O,X,X,O,X,X
LOIZSJT,O,X,X,X,X,X,O,X,X
LOJTISZ,X,O,O,X,X,X,O,O,O
LOJTIZS,O,O,O,X,X,X,O,X,X
LOJTSIZ,X,O,O,X,X,X,X,O,O
LOJTSZI,X,O,O,X,X,X,X,X,X
LOJTZIS,O,O,O,X,X,X,X,X,X
LOJTZSI,O,O,O,X,X,X,X,X,X
LOJITSZ,X,O,O,X,X,X,O,X,O
LOJITZS,O,O,O,X,X,X,O,X,X
LOJISTZ,O,O,O,X,X,X,O,X,O
LOJISZT,O,O,X,X,X,X,X,X,O
LOJIZTS,O,O,O,X,X,X,O,X,X
LOJIZST,O,O,X,X,X,X,O,X,X
LOJSTIZ,O,O,O,X,X,X,X,O,X
LOJSTZI,O,O,O,X,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,O,O
LOJSIZT,O,O,X,X,X,X,X,X,O
LOJSZTI,O,X,X,X,X,X,X,X,X
LOJSZIT,O,O,X,X,X,X,X,X,X
LOJZTIS,O,O,O,X,X,X,X,X,X
LOJZTSI,O,O,O,X,X,X,X,X,X
LOJZITS,O,O,O,X,X,X,X,X,X
LOJZIST,O,O,X,X,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X,X
LOJZSIT,O,O,X,X,X,X,X,X,X
LOSTIJZ,O,O,X,O,O,X,O,O,X
LOSTIZJ,O,X,X,O,O,X,O,O,X
LOSTJIZ,O,O,O,X,O,X,X,O,X
LOSTJZI,O,O,O,X,O,X,X,X,X
LOSTZIJ,O,X,X,O,O,X,X,O,X
LOSTZJI,O,O,O,X,O,X,X,X,X
LOSITJZ,O,X,X,O,O,X,O,O,X
LOSITZJ,O,X,X,O,O,X,O,O,X
LOSIJTZ,O,O,O,O,X,X,O,O,X
LOSIJZT,O,O,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,O,O,X,O,O,X
LOSIZJT,O,X,X,X,O,X,O,X,X
LOSJTIZ,O,O,O,X,O,X,X,O,X
LOSJTZI,O,O,O,X,O,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,O,X
LOSJIZT,O,O,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,O,X,X,X,X
LOSJZIT,O,O,X,X,O,X,X,X,X
LOSZTIJ,O,X,X,X,O,X,X,O,X
LOSZTJI,O,X,O,X,O,X,X,X,X
LOSZITJ,O,X,X,X,O,X,X,O,X
LOSZIJT,O,X,X,X,O,X,X,X,X
LOSZJTI,O,X,X,X,O,X,X,X,X
LOSZJIT,O,X,X,X,O,X,X,X,X
LOZTIJS,O,X,O,O,O,X,O,X,X
LOZTISJ,O,X,X,O,X,X,O,O,X
LOZTJIS,O,O,O,X,O,X,X,X,X
LOZTJSI,O,O,O,X,O,X,X,X,X
LOZTSIJ,O,X,X,X,O,X,X,O,X
LOZTSJI,O,O,O,X,O,X,X,X,X
LOZITJS,O,X,O,X,O,X,O,X,X
LOZITSJ,X,X,X,X,X,X,O,X,X
LOZIJTS,O,O,O,X,X,X,O,X,X
LOZIJST,O,O,X,X,X,X,O,X,X
LOZISTJ,X,X,X,X,O,X,O,X,X
LOZISJT,O,X,X,X,O,X,O,X,X
LOZJTIS,O,O,O,X,X,X,X,X,X
LOZJTSI,O,O,O,X,X,X,X,X,X
LOZJITS,O,O,O,X,X,X,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X
LOZSTIJ,O,X,X,X,O,X,X,O,X
LOZSTJI,O,X,O,X,O,X,X,X,X
LOZSITJ,O,X,X,X,O,X,X,O,X
LOZSIJT,O,X,X,X,O,X,X,X,X
LOZSJTI,O,X,X,X,O,X,X,X,X
LOZSJIT,O,X,X,X,O,X,X,X,X
JTILSZO,X,O,O,O,X,X,X,X,O
JTILSOZ,X,O,O,O,X,X,O,X,O
JTILZSO,O,O,O,X,X,X,O,X,O
JTILZOS,O,O,O,O,X,X,O,X,X
JTILOSZ,X,O,O,O,X,X,O,O,O
JTILOZS,X,O,O,O,X,X,O,X,X
JTISLZO,O,O,O,O,O,X,X,X,O
JTISLOZ,O,O,O,O,X,X,O,X,O
JTISZLO,O,O,O,O,O,X,X,X,O
JTISZOL,O,X,X,O,O,X,X,X,X
JTISOLZ,O,O,X,O,X,X,O,X,O
JTISOZL,O,X,X,O,X,X,X,X,X
JTIZLSO,O,O,O,X,O,X,O,X,O
JTIZLOS,O,O,O,O,X,X,O,X,X
JTIZSLO,O,O,O,X,O,X,O,X,O
JTIZSOL,X,X,X,X,O,X,O,X,X
JTIZOLS,O,X,O,O,X,X,O,X,X
JTIZOSL,O,X,X,X,O,X,O,X,X
JTIOLSZ,X,O,O,O,X,X,O,O,O
JTIOLZS,O,O,O,O,X,X,O,X,X
JTIOSLZ,X,O,X,O,X,X,O,X,O
JTIOSZL,O,X,X,O,X,X,X,X,X
JTIOZLS,O,X,O,O,X,X,O,X,X
JTIOZSL,O,X,X,X,X,X,O,X,X
JTLISZO,X,O,O,X,X,X,X,X,O
JTLISOZ,X,O,O,X,X,X,O,X,O
JTLIZSO,O,O,O,X,X,X,O,X,O
JTLIZOS,O,O,O,X,X,X,O,X,X
JTLIOSZ,X,O,O,X,X,X,O,O,O
JTLIOZS,X,O,O,X,X,X,O,X,X
JTLSIZO,X,O,O,X,O,X,X,X,O
JTLSIOZ,X,O,O,X,X,X,X,O,O
JTLSZIO,X,O,O,X,O,X,X,X,O
JTLSZOI,X,O,O,X,O,X,X,X,X
JTLSOIZ,X,O,O,X,X,X,X,O,O
JTLSOZI,X,O,O,X,O,X,X,X,X
JTLZISO,O,O,O,X,O,X,X,X,O
JTLZIOS,O,O,O,X,X,X,X,X,X
JTLZSIO,O,O,O,X,O,X,X,X,O
JTLZSOI,X,O,O,X,O,X,X,X,X
JTLZOIS,O,O,O,X,X,X,X,X,X
JTLZOSI,O,O,O,X,X,X,X,X,X
JTLOISZ,X,O,O,X,X,X,O,O,O
JTLOIZS,O,O,O,X,X,X,O,X,X
JTLOSIZ,X,O,O,X,X,X,X,O,O
JTLOSZI,X,O,O,X,X,X,X,X,X
JTLOZIS,O,O,O,X,X,X,X,X,X
JTLOZSI,O,O,O,X,X,X,X,X,X
JTSILZO,O,O,O,X,O,X,X,X,O
JTSILOZ,O,O,O,X,X,X,X,O,O
JTSIZLO,O,O,O,X,O,O,X,X,O
JTSIZOL,O,X,X,X,O,O,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,O,O
JTSIOZL,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,O,X,O,X,X,X,O
JTSLIOZ,O,O,O,X,X,X,X,O,O
JTSLZIO,O,O,O,X,O,X,X,X,O
JTSLZOI,O,O,O,X,O,X,X,X,X
JTSLOIZ,O,O,O,X,X,X,X,O,O
JTSLOZI,O,O,O,X,O,X,X,X,X
JTSZILO,O,O,O,X,O,O,X,X,O
JTSZIOL,O,X,X,X,O,O,X,X,X
JTSZLIO,O,O,O,X,O,O,X,X,O
JTSZLOI,O,O,O,X,O,O,X,X,X
JTSZOIL,O,X,X,X,O,O,X,X,X
JTSZOLI,O,O,O,X,O,O,X,X,X
JTSOILZ,O,O,X,X,X,X,X,O,O
JTSOIZL,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,X,X,X,O,O
JTSOLZI,O,O,O,X,O,X,X,X,X
JTSOZIL,O,X,X,X,O,X,X,X,X
JTSOZLI,O,O,O,X,O,X,X,X,X
JTZILSO,O,O,O,X,O,X,X,X,O
JTZILOS,O,O,O,O,X,X,X,X,X
JTZISLO,O,O,O,X,O,O,X,X,O
JTZISOL,X,X,X,X,O,O,X,X,X
JTZIOLS,O,X,O,O,X,X,X,X,X
JTZIOSL,O,X,X,X,O,O,X,X,X
JTZLISO,O,O,O,X,O,X,X,X,O
JTZLIOS,O,O,O,X,X,X,X,X,X
JTZLSIO,O,O,O,X,O,O,X,X,O
JTZLSOI,X,O,O,X,O,O,X,X,X
JTZLOIS,O,O,O,X,X,X,X,X,X
JTZLOSI,O,O,O,X,X,O,X,X,X
JTZSILO,O,O,O,X,O,O,X,X,O
JTZSIOL,X,X,X,X,O,O,X,X,X
JTZSLIO,O,O,O,X,O,O,X,X,O
JTZSLOI,X,O,O,X,O,O,X,X,X
JTZSOIL,O,X,X,X,O,O,X,X,X
JTZSOLI,O,O,O,X,O,O,X,X,X
JTZOILS,O,X,O,O,X,X,X,X,X
JTZOISL,O,X,X,X,O,O,X,X,X
JTZOLIS,O,O,O,X,X,X,X,X,X
JTZOLSI,O,O,O,X,X,O,X,X,X
JTZOSIL,O,X,X,X,O,O,X,X,X
JTZOSLI,O,O,O,X,O,O,X,X,X
JTOILSZ,X,O,O,O,X,X,O,O,O
JTOILZS,O,O,O,O,X,X,O,X,X
JTOISLZ,O,O,X,O,X,X,O,X,O
JTOISZL,O,X,X,O,X,X,X,X,X
JTOIZLS,O,X,O,O,X,X,O,X,X
JTOIZSL,O,X,X,X,X,X,O,X,X
JTOLISZ,X,O,O,X,X,X,O,O,O
JTOLIZS,O,O,O,X,X,X,O,X,X
JTOLSIZ,X,O,O,X,X,X,X,O,O
JTOLSZI,X,O,O,X,X,X,X,X,X
JTOLZIS,O,O,O,X,X,X,X,X,X
JTOLZSI,O,O,O,X,X,X,X,X,X
JTOSILZ,O,O,X,X,X,X,X,O,O
JTOSIZL,O,X,X,X,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,X,X,O,O
JTOSLZI,O,O,O,X,O,X,X,X,X
JTOSZIL,O,X,X,X,O,X,X,X,X
JTOSZLI,O,O,O,X,O,X,X,X,X
JTOZILS,O,X,O,O,X,X,X,X,X
JTOZISL,O,X,X,X,O,X,X,X,X
JTOZLIS,O,O,O,X,X,X,X,X,X
JTOZLSI,O,O,O,X,X,X,X,X,X
JTOZSIL,O,X,X,X,O,X,X,X,X
JTOZSLI,O,O,O,X,O,X,X,X,X
JITLSZO,X,O,O,O,X,X,X,X,O
JITLSOZ,X,O,O,O,X,X,O,X,O
JITLZSO,O,O,O,X,X,X,O,X,O
JITLZOS,O,O,O,O,X,X,O,X,X
JITLOSZ,X,O,O,O,X,X,O,X,O
JITLOZS,X,O,O,O,X,X,O,X,X
JITSLZO,O,O,O,O,O,X,X,X,O
JITSLOZ,O,O,O,O,X,X,O,X,O
JITSZLO,O,O,O,O,O,X,X,X,O
JITSZOL,O,X,X,O,O,X,X,X,X
JITSOLZ,O,O,X,O,X,X,O,X,O
JITSOZL,O,X,X,O,X,X,X,X,X
JITZLSO,O,O,O,X,O,X,O,X,O
JITZLOS,O,O,O,O,X,X,O,X,X
JITZSLO,O,O,O,X,O,X,O,X,O
JITZSOL,X,X,X,X,O,X,O,X,X
JITZOLS,O,X,O,O,X,X,O,X,X
JITZOSL,O,X,X,X,O,X,O,X,X
JITOLSZ,X,O,O,O,X,X,O,X,O
JITOLZS,O,O,O,O,X,X,O,X,X
JITOSLZ,X,O,X,O,X,X,O,X,O
JITOSZL,O,X,X,O,X,X,X,X,X
JITOZLS,O,X,O,O,X,X,O,X,X
JITOZSL,O,X,X,X,X,X,O,X,X
JILTSZO,X,O,O,O,X,X,X,X,O
JILTSOZ,X,O,O,O,X,X,O,X,O
JILTZSO,O,O,O,X,X,X,O,X,O
JILTZOS,O,O,O,O,X,X,O,X,X
JILTOSZ,X,O,O,O,X,X,O,X,O
JILTOZS,X,O,O,O,X,X,O,X,X
JILSTZO,O,O,O,O,X,X,X,X,O
JILSTOZ,O,O,O,O,X,X,O,X,O
JILSZTO,O,X,X,X,X,X,X,X,O
JILSZOT,O,O,X,X,X,X,X,X,O
JILSOTZ,X,O,O,O,X,X,O,X,O
JILSOZT,O,O,X,X,X,X,X,X,O
JILZTSO,X,O,O,X,X,X,O,X,O
JILZTOS,O,O,O,X,X,X,O,X,X
JILZSTO,X,X,X,X,X,X,O,X,O
JILZSOT,O,O,X,X,X,X,O,X,O
JILZOTS,O,O,O,X,X,X,O,X,X
JILZOST,O,O,X,X,X,X,O,X,X
JILOTSZ,X,O,O,O,X,X,O,X,O
JILOTZS,X,O,O,O,X,X,O,X,X
JILOSTZ,X,O,O,O,X,X,O,X,O
JILOSZT,X,O,X,X,X,X,X,X,O
JILOZTS,X,O,O,X,X,X,O,X,X
JILOZST,X,O,X,X,X,X,O,X,X
JISTLZO,O,O,O,O,X,X,X,X,O
JISTLOZ,O,O,O,O,X,X,O,X,O
JISTZLO,O,O,O,O,X,O,X,X,O
JISTZOL,O,X,X,O,X,O,X,X,X
JISTOLZ,O,O,X,O,X,X,O,X,O
JISTOZL,O,X,X,O,X,X,X,X,X
JISLTZO,O,O,O,O,X,X,X,X,O
JISLTOZ,O,O,O,O,X,X,O,X,O
JISLZTO,O,X,X,X,X,O,X,X,O
JISLZOT,O,O,X,X,X,X,X,X,O
JISLOTZ,O,O,O,O,X,X,O,X,O
JISLOZT,O,O,X,X,X,X,X,X,O
JISZTLO,O,X,X,X,X,O,X,X,X
JISZTOL,O,X,X,X,X,O,X,X,X
JISZLTO,O,X,X,X,X,O,X,X,O
JISZLOT,O,O,X,X,X,X,X,X,O
JISZOTL,O,X,X,X,X,O,X,X,X
JISZOLT,O,X,X,X,X,X,X,X,X
JISOTLZ,O,X,X,O,X,X,O,X,X
JISOTZL,O,X,X,O,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,O,X,O
JISOLZT,O,O,X,X,X,X,X,X,O
JISOZTL,O,X,X,X,X,O,X,X,X
JISOZLT,O,X,X,X,X,X,X,X,X
JIZTLSO,O,O,O,X,O,X,O,X,O
JIZTLOS,O,O,O,X,X,X,O,X,X
JIZTSLO,O,O,O,X,O,O,O,X,O
JIZTSOL,X,X,X,X,O,O,O,X,X
JIZTOLS,O,X,O,X,X,X,O,X,X
JIZTOSL,O,X,X,X,O,O,O,X,X
JIZLTSO,X,O,O,X,O,X,O,X,O
JIZLTOS,O,O,O,X,X,X,O,X,X
JIZLSTO,X,X,X,X,X,X,O,X,O
JIZLSOT,O,O,X,X,X,X,O,X,O
JIZLOTS,O,O,O,X,X,X,O,X,X
JIZLOST,O,O,X,X,X,X,O,X,X
JIZSTLO,O,X,X,X,O,O,O,X,X
JIZSTOL,O,X,X,X,O,O,O,X,X
JIZSLTO,O,X,X,X,X,O,O,X,O
JIZSLOT,O,O,X,X,X,X,O,X,O
JIZSOTL,O,X,X,X,X,O,O,X,X
JIZSOLT,O,X,X,X,X,X,O,X,X
JIZOTLS,O,X,X,X,X,X,O,X,X
JIZOTSL,O,X,X,X,O,X,O,X,X
JIZOLTS,O,X,X,X,X,X,O,X,X
JIZOLST,O,X,X,X,X,X,O,X,X
JIZOSTL,O,X,X,X,X,X,O,X,X
JIZOSLT,O,X,X,X,X,X,O,X,X
JIOTLSZ,X,O,O,O,X,X,O,X,O
JIOTLZS,O,O,O,O,X,X,O,X,X
JIOTSLZ,O,O,X,O,X,X,O,X,O
JIOTSZL,O,X,X,O,X,X,X,X,X
JIOTZLS,O,X,O,O,X,X,O,X,X
JIOTZSL,O,X,X,X,X,X,O,X,X
JIOLTSZ,X,O,O,O,X,X,O,X,O
JIOLTZS,O,O,O,O,X,X,O,X,X
JIOLSTZ,O,O,O,O,X,X,O,X,O
JIOLSZT,O,O,X,X,X,X,X,X,O
JIOLZTS,O,O,O,X,X,X,O,X,X
JIOLZST,O,O,X,X,X,X,O,X,X
JIOSTLZ,O,X,X,O,X,X,O,X,X
JIOSTZL,O,X,X,O,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,O,X,O
JIOSLZT,O,O,X,X,X,X,X,X,O
JIOSZTL,O,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,X,O,X,X
JIOZTSL,O,X,X,X,X,X,O,X,X
JIOZLTS,O,X,X,X,X,X,O,X,X
JIOZLST,O,X,X,X,X,X,O,X,X
JIOZSTL,O,X,X,X,X,X,O,X,X
JIOZSLT,O,X,X,X,X,X,O,X,X
JLTISZO,X,O,O,X,X,X,X,X,O
JLTISOZ,X,O,O,X,X,X,O,X,O
JLTIZSO,O,O,O,X,X,X,O,X,O
JLTIZOS,O,O,O,X,X,X,O,X,X
JLTIOSZ,X,O,O,X,X,X,O,O,O
JLTIOZS,X,O,O,X,X,X,O,X,X
JLTSIZO,X,O,O,X,O,X,X,X,O
JLTSIOZ,X,O,O,X,X,X,X,O,O
JLTSZIO,X,O,O,X,O,X,X,X,O
JLTSZOI,X,O,O,X,O,X,X,X,X
JLTSOIZ,X,O,O,X,X,X,X,O,O
JLTSOZI,X,O,O,X,O,X,X,X,X
JLTZISO,O,O,O,X,O,X,X,X,O
JLTZIOS,O,O,O,X,X,X,X,X,X
JLTZSIO,O,O,O,X,O,X,X,X,O
JLTZSOI,X,O,O,X,O,X,X,X,X
JLTZOIS,O,O,O,X,X,X,X,X,X
JLTZOSI,O,O,O,X,X,X,X,X,X
JLTOISZ,X,O,O,X,X,X,O,O,O
JLTOIZS,O,O,O,X,X,X,O,X,X
JLTOSIZ,X,O,O,X,X,X,X,O,O
JLTOSZI,X,O,O,X,X,X,X,X,X
JLTOZIS,O,O,O,X,X,X,X,X,X
JLTOZSI,O,O,O,X,X,X,X,X,X
JLITSZO,X,O,O,X,X,X,X,X,O
JLITSOZ,X,O,O,X,X,X,O,X,O
JLITZSO,O,O,O,X,X,X,O,X,O
JLITZOS,O,O,O,X,X,X,O,X,X
JLITOSZ,X,O,O,X,X,X,O,X,O
JLITOZS,X,O,O,X,X,X,O,X,X
JLISTZO,O,O,O,X,X,X,X,X,O
JLISTOZ,O,O,O,X,X,X,O,X,O
JLISZTO,O,X,X,X,X,X,X,X,O
JLISZOT,O,O,X,X,X,X,X,X,O
JLISOTZ,X,O,O,X,X,X,O,X,O
JLISOZT,O,O,X,X,X,X,X,X,O
JLIZTSO,X,O,O,X,X,X,O,X,O
JLIZTOS,O,O,O,X,X,X,O,X,X
JLIZSTO,X,X,X,X,X,X,O,X,O
JLIZSOT,O,O,X,X,X,X,O,X,O
JLIZOTS,O,O,O,X,X,X,O,X,X
JLIZOST,O,O,X,X,X,X,O,X,X
JLIOTSZ,X,O,O,X,X,X,O,X,O
JLIOTZS,X,O,O,X,X,X,O,X,X
JLIOSTZ,X,O,O,X,X,X,O,X,O
JLIOSZT,X,O,X,X,X,X,X,X,O
JLIOZTS,X,O,O,X,X,X,O,X,X
JLIOZST,X,O,X,X,X,X,O,X,X
JLSTIZO,O,O,O,X,X,X,X,X,O
JLSTIOZ,O,O,O,X,X,X,X,O,O
JLSTZIO,O,O,O,X,X,X,X,X,O
JLSTZOI,O,O,O,X,X,X,X,X,X
JLSTOIZ,O,O,O,X,X,X,X,O,O
JLSTOZI,O,O,O,X,X,X,X,X,X
JLSITZO,O,O,O,X,X,X,X,X,O
JLSITOZ,O,O,O,X,X,X,X,X,O
JLSIZTO,O,X,X,X,X,O,X,X,O
JLSIZOT,O,O,X,X,X,X,X,X,O
JLSIOTZ,X,O,O,X,X,X,X,O,O
JLSIOZT,O,O,X,X,X,X,X,X,O
JLSZTIO,O,X,X,X,X,O,X,X,X
JLSZTOI,X,X,X,X,X,O,X,X,X
JLSZITO,O,X,X,X,X,O,X,X,O
JLSZIOT,O,O,X,X,X,X,X,X,O
JLSZOTI,O,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,X,X,O,X
JLSOTZI,O,O,O,X,X,X,X,X,X
JLSOITZ,O,O,O,X,X,X,X,O,O
JLSOIZT,O,O,X,X,X,X,X,X,O
JLSOZTI,O,X,X,X,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X
JLZTISO,O,O,O,X,O,X,X,X,O
JLZTIOS,O,O,O,X,X,X,X,X,X
JLZTSIO,O,O,O,X,O,O,X,X,O
JLZTSOI,X,O,O,X,O,O,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,X
JLZTOSI,O,O,O,X,X,O,X,X,X
JLZITSO,X,O,O,X,O,X,X,X,O
JLZITOS,O,O,O,X,X,X,X,X,X
JLZISTO,X,X,X,X,X,X,X,X,O
JLZISOT,O,O,X,X,X,X,X,X,O
JLZIOTS,O,O,O,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,X,X,X,X
JLZSTIO,O,X,X,X,X,O,X,X,X
JLZSTOI,X,X,X,X,X,O,X,X,X
JLZSITO,O,X,X,X,X,O,X,X,O
JLZSIOT,O,O,X,X,X,X,X,X,O
JLZSOTI,O,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X
JLOTISZ,X,O,O,X,X,X,O,O,O
JLOTIZS,O,O,O,X,X,X,O,X,X
JLOTSIZ,X,O,O,X,X,X,X,O,O
JLOTSZI,X,O,O,X,X,X,X,X,X
JLOTZIS,O,O,O,X,X,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X,X,X
JLOITSZ,X,O,O,X,X,X,O,X,O
JLOITZS,O,O,O,X,X,X,O,X,X
JLOISTZ,O,O,O,X,X,X,O,X,O
JLOISZT,O,O,X,X,X,X,X,X,O
JLOIZTS,O,O,O,X,X,X,O,X,X
JLOIZST,O,O,X,X,X,X,O,X,X
JLOSTIZ,O,O,O,X,X,X,X,O,X
JLOSTZI,O,O,O,X,X,X,X,X,X
JLOSITZ,O,O,O,X,X,X,X,O,O
JLOSIZT,O,O,X,X,X,X,X,X,O
JLOSZTI,O,X,X,X,X,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X,X
JLOZTSI,O,O,O,X,X,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X
JSTILZO,O,O,O,O,O,X,X,X,O
JSTILOZ,O,O,O,O,X,X,X,O,O
JSTIZLO,O,O,O,O,O,O,X,X,O
JSTIZOL,O,X,X,O,O,O,X,X,X
JSTIOLZ,O,O,X,O,X,X,X,O,O
JSTIOZL,O,X,X,O,X,X,X,X,X
JSTLIZO,O,O,O,X,O,X,X,X,O
JSTLIOZ,O,O,O,X,X,X,X,O,O
JSTLZIO,O,O,O,X,O,X,X,X,O
JSTLZOI,O,O,O,X,O,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,O,O
JSTLOZI,O,O,O,X,O,X,X,X,X
JSTZILO,O,O,O,O,O,O,X,X,O
JSTZIOL,O,X,X,O,O,O,X,X,X
JSTZLIO,O,O,O,X,O,O,X,X,O
JSTZLOI,O,O,O,X,O,O,X,X,X
JSTZOIL,O,X,X,O,O,O,X,X,X
JSTZOLI,O,O,O,X,O,O,X,X,X
JSTOILZ,O,O,X,O,X,X,X,O,O
JSTOIZL,O,X,X,O,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,X,X,O,O
JSTOLZI,O,O,O,X,O,X,X,X,X
JSTOZIL,O,X,X,O,O,X,X,X,X
JSTOZLI,O,O,O,X,O,X,X,X,X
JSITLZO,O,O,O,O,X,X,X,X,O
JSITLOZ,O,O,O,O,X,X,X,X,O
JSITZLO,O,O,O,O,X,O,X,X,O
JSITZOL,O,X,X,O,X,O,X,X,X
JSITOLZ,O,O,X,O,X,X,X,X,O
JSITOZL,O,X,X,O,X,X,X,X,X
JSILTZO,O,O,O,O,X,X,X,X,O
JSILTOZ,O,O,O,O,X,X,X,X,O
JSILZTO,O,X,X,X,X,O,X,X,O
JSILZOT,O,O,X,X,X,X,X,X,O
JSILOTZ,O,O,O,O,X,X,X,O,O
JSILOZT,O,O,X,X,X,X,X,X,O
JSIZTLO,O,X,X,X,X,O,X,X,X
JSIZTOL,O,X,X,X,X,O,X,X,X
JSIZLTO,O,X,X,X,X,O,X,X,O
JSIZLOT,O,O,X,X,X,X,X,X,O
JSIZOTL,O,X,X,X,X,O,X,X,X
JSIZOLT,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,X,X,O,X,X,X,X,X
JSIOTZL,O,X,X,O,X,X,X,X,X
JSIOLTZ,O,O,X,O,X,X,X,O,O
JSIOLZT,O,O,X,X,X,X,X,X,O
JSIOZTL,O,X,X,X,X,O,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X,X
JSLTIZO,O,O,O,X,O,X,X,X,O
