sequence,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFfhBxcBTfBC?iBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBxcBq?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhF0cBTfBmgBf?sBlnB6sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?iBlmBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFCcBxhB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFRcBSiBTfBU?hBVsB3sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBRcBciBF?hBfsBusB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFqiBRhB3fBF?hB8mBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFRhB1nB3fBU?hBCnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBfhBViBR?nB0mB+sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBSiBR?nBlmBTsB
JOSLTIZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOSLTZI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
JOSLITZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
JOSLIZT,O,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
JOSLZTI,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOSLZIT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOSZTIL,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O
JOSZTLI,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
JOSZITL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
JOSZILT,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
JOSZLTI,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOSZLIT,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
JOZTILS,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X,O
JOZTISL,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
JOZTLIS,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,X
JOZTLSI,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JOZTSIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
JOZTSLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
JOZITLS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
JOZITSL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
JOZILTS,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
JOZILST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
JOZISTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
JOZISLT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
JOZLTIS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
JOZLTSI,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JOZLITS,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,O
JOZLIST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
JOZLSTI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOZLSIT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
JOZSTIL,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
JOZSTLI,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOZSITL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
JOZSILT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
JOZSLTI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STILJZO,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
STILJOZ,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X
STILZJO,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O
STILZOJ,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X
STILOJZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
STILOZJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X
STIJLZO,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X
STIJLOZ,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X
STIJZLO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STIJZOL,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
STIJOLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
STIJOZL,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STIZLJO,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
STIZLOJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X
STIZJLO,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X
STIZJOL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
STIZOLJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STIZOJL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,O,O,X,X,O,O,X,X,X,X,O,X
STIOLZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
STIOJLZ,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
STIOJZL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STIOZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STLIJZO,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X
STLIJOZ,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
STLIZJO,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
STLIZOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STLIOJZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STLIOZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STLJIZO,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STLJIOZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
STLJZOI,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X
STLJOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STLJOZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
STLZIOJ,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
STLZJIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
STLZJOI,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X
STLZOIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STLZOJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STLOIJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STLOIZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STLOJIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STLOJZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
STLOZIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STLOZJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STJILZO,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X
STJILOZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STJIZLO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STJIZOL,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
STJIOLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
STJIOZL,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STJLIZO,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STJLIOZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STJLZIO,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STJLZOI,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
STJLOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STJLOZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
STJZILO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X
STJZIOL,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,O,X,O,O,O,O,O,X,X,X,X,X
STJZLOI,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
STJZOIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STJOILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STJOIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STJOLZI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STZILJO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,O
STZILOJ,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
STZIJLO,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
STZIJOL,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
STZIOLJ,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
STZIOJL,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
STZLIJO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
STZLIOJ,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
STZLJIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
STZLJOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
STZLOIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZLOJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZJILO,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
STZJIOL,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
STZJLIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
STZJLOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
STZJOIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
STZJOLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STZOILJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
STZOIJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
STZOLIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STZOLJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STZOJIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
STZOJLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STOILZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
STOIJLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STOIJZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
STOIZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
STOLIJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STOLIZJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
STOLJIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STOLJZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
STOLZIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STOLZJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STOJILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STOJIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STOJLIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STOJLZI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STOJZLI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
STOZIJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
STOZLIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STOZLJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STOZJIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
STOZJLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SITLJOZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X
SITLZJO,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O
SITLZOJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SITLOJZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SITJLZO,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SITJLOZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X
SITJZLO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJZOL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SITJOZL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O
SITZLOJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SITZJLO,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X
SITZJOL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SITZOLJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZOJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X
SITOLZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOJLZ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SILTJOZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
SILTZJO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
SILTZOJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SILTOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SILTOZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SILJTZO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SILJTOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X,O
SILJZOT,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O
SILJOTZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SILJOZT,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
SILZTJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O
SILZTOJ,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SILZJTO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O
SILZJOT,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O
SILZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
SILOTJZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILOJTZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SILOJZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILOZJT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
SIJTLZO,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SIJTLOZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X
SIJTZLO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJTZOL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SIJTOZL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SIJLTOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,O
SIJLZOT,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,O
SIJLOTZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJLOZT,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
SIJZTLO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
SIJZTOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJZLTO,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
SIJZLOT,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
SIJZOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJZOLT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SIJOTLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SIJOTZL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SIJOLZT,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,O
SIZTLOJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X
SIZTJLO,X,O,O,O,X,X,O,X,X,O,O,O,X,X,X,X
SIZTJOL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZTOLJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZTOJL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLTJO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
SIZLTOJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZLJTO,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
SIZLJOT,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,O
SIZLOTJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O
SIZJTLO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
SIZJTOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJLTO,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
SIZJLOT,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,O
SIZJOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SIZOTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZOLJT,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O
SIZOJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOJLT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SIOTLJZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X
SIOTLZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOTJLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOTZJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIOLTJZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLJTZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SIOLJZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O
SIOLZTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOLZJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIOJTLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SIOJTZL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SIOJLZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O
SIOJZTL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
SIOJZLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
SIOZTLJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOZTJL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOZLJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
SIOZJTL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
SIOZJLT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
SLTIJZO,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SLTIJOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLTIZJO,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X
SLTIZOJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLTIOJZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIOZJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLTJIZO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SLTJIOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLTJZIO,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
SLTJZOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SLTJOIZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SLTJOZI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
SLTZIJO,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
SLTZIOJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
SLTZJOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SLTZOIJ,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLTZOJI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLTOIJZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SLTOIZJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLTOJIZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SLTOJZI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
SLTOZIJ,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLTOZJI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLITJZO,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SLITJOZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
SLITZJO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
SLITZOJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLITOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLITOZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLIJTZO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SLIJTOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLIJZTO,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X,O
SLIJZOT,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O
SLIJOTZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLIJOZT,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
SLIZTJO,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O
SLIZTOJ,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLIZJTO,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
SLIZJOT,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O
SLIZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZOJT,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
SLIOTJZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLIOJTZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLIOJZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLIOZJT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
SLJTIZO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLJTIOZ,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
SLJTZIO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLJTZOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SLJTOIZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
