sequence,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRcB3fBGhBTiBll?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcB/kBUgBFhBSn?BTqB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFXbBVhBUdBClBxm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jel6IvhFcgBicB/kBGiBRm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcBTfB/lBFhBSn?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Je2/IvhFRbBzcBSnB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFuhBRgBTiB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFxbB/iBqkB0hBll?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFuhBifBTiBfqBll?B8qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRgBGiBzhB0kBll?B3qB
JOZISLT,O,X,O,O,O,X,O,X,X,X
JOZLTIS,X,X,O,X,O,X,O,X,X,X
JOZLTSI,X,X,O,O,O,X,O,X,X,X
JOZLITS,X,X,O,O,O,X,O,X,X,O
JOZLIST,O,X,O,O,O,X,O,X,X,O
JOZLSTI,O,X,O,O,O,X,O,X,O,X
JOZLSIT,O,X,O,O,O,X,O,X,X,X
JOZSTIL,O,X,X,O,O,X,O,X,X,X
JOZSTLI,O,X,X,O,O,X,O,X,O,X
JOZSITL,O,X,X,O,O,X,X,X,X,X
JOZSILT,O,X,X,O,O,X,O,X,X,X
JOZSLTI,O,X,X,O,O,X,O,X,O,X
JOZSLIT,O,X,X,O,O,X,O,X,X,X
STILJZO,O,O,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,X,X
STILZJO,X,O,X,O,X,X,X,X,X,X
STILZOJ,X,O,X,O,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,O,X
STILOZJ,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,X,X,X,X
STIJZOL,X,O,X,O,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X
STIJOZL,X,O,X,O,X,X,X,X,X,X
STIZLJO,X,O,X,O,X,X,X,X,X,X
STIZLOJ,X,O,X,O,X,X,X,X,X,X
STIZJLO,X,O,X,O,X,X,X,X,X,X
STIZJOL,X,O,X,O,X,X,X,X,X,X
STIZOLJ,X,X,X,O,X,X,X,X,X,X
STIZOJL,X,O,X,O,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,O,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,O,X
STIOJZL,O,O,X,O,X,X,X,X,X,X
STIOZLJ,O,O,X,O,X,X,X,X,X,X
STIOZJL,X,O,X,O,X,X,X,X,X,X
STLIJZO,O,O,X,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X,X,X
STLIZJO,X,O,X,X,X,X,X,X,X,X
STLIZOJ,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,O,X
STLIOZJ,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,O,X,X
STLJZOI,X,O,X,X,X,X,X,O,X,X
STLJOIZ,O,O,X,X,X,X,X,X,O,X
STLJOZI,O,O,X,O,X,X,X,X,O,X
STLZIJO,O,O,X,X,X,O,X,O,X,X
STLZIOJ,O,O,X,X,X,O,X,O,X,X
STLZJIO,O,O,X,X,X,O,X,O,X,X
STLZJOI,O,O,X,X,X,O,X,O,X,X
STLZOIJ,O,O,X,X,X,O,X,O,X,X
STLZOJI,O,O,X,X,X,O,X,O,O,X
STLOIJZ,O,O,X,X,X,X,X,X,O,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,O,X
STLOJZI,O,O,X,O,X,X,X,X,O,X
STLOZIJ,O,O,X,O,X,O,X,X,X,X
STLOZJI,O,O,X,O,X,O,X,X,O,X
STJILZO,O,O,X,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,X,X,X,X
STJIZOL,X,O,X,O,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X
STJIOZL,X,O,X,O,X,X,X,X,X,X
STJLIZO,O,O,X,O,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,X,X,X,X,O,X,X
STJLZOI,X,X,X,X,X,X,X,O,X,X
STJLOIZ,O,X,X,O,X,X,X,X,O,X
STJLOZI,O,X,X,O,X,X,X,X,O,X
STJZILO,O,O,X,X,O,X,X,O,X,O
STJZIOL,X,O,X,X,O,X,X,X,X,X
STJZLIO,O,O,X,X,O,X,X,O,X,X
STJZLOI,X,X,X,X,O,X,X,O,X,X
STJZOIL,X,O,X,O,O,X,X,X,X,X
STJZOLI,X,X,X,O,O,X,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,X,O,X
STJOIZL,O,O,X,O,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,X,O,X
STJOLZI,O,O,X,O,X,X,X,X,O,X
STJOZIL,O,O,X,O,X,X,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X,O,X
STZILJO,O,O,X,X,X,X,X,O,X,O
STZILOJ,O,O,X,X,X,X,O,O,X,X
STZIJLO,O,O,X,X,X,X,X,O,X,O
STZIJOL,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,X,X,X,X,X,O,O,X,X
STZIOJL,O,O,X,X,X,X,O,X,X,X
STZLIJO,O,O,X,X,X,O,X,O,X,O
STZLIOJ,O,O,X,X,X,O,O,O,X,X
STZLJIO,O,O,X,X,X,O,X,O,X,X
STZLJOI,O,O,X,X,X,O,X,O,X,X
STZLOIJ,O,O,X,X,X,O,O,O,X,X
STZLOJI,O,O,X,X,X,O,O,O,O,X
STZJILO,O,O,X,X,O,O,X,O,X,O
STZJIOL,O,O,X,X,O,X,X,X,X,X
STZJLIO,O,O,X,X,O,O,X,O,X,X
STZJLOI,O,X,X,X,O,O,X,O,X,X
STZJOIL,O,O,X,O,O,X,X,X,X,X
STZJOLI,O,X,X,O,O,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,O,O,X,X
STZOIJL,O,O,X,O,X,X,O,X,X,X
STZOLIJ,O,X,X,O,X,X,O,O,X,X
STZOLJI,O,X,X,O,X,X,O,O,O,X
STZOJIL,O,O,X,O,O,X,O,X,X,X
STZOJLI,O,X,X,O,O,X,O,X,O,X
STOILJZ,O,O,X,X,X,X,X,X,O,X
STOILZJ,O,O,X,O,X,X,X,X,X,X
STOIJLZ,O,O,X,O,X,X,X,X,O,X
STOIJZL,O,O,X,O,X,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X,X,X,X
STOIZJL,X,O,X,O,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,O,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,O,X
STOLJZI,O,O,X,O,X,X,X,X,O,X
STOLZIJ,O,O,X,O,X,X,X,X,X,X
STOLZJI,O,O,X,O,X,X,X,X,O,X
STOJILZ,O,O,X,O,X,X,X,X,O,X
STOJIZL,O,O,X,O,X,X,X,X,X,X
STOJLIZ,O,O,X,O,X,X,X,X,O,X
STOJLZI,O,O,X,O,X,X,X,X,O,X
STOJZIL,O,O,X,O,X,X,O,X,X,X
STOJZLI,O,O,X,O,X,X,O,X,O,X
STOZILJ,O,O,X,O,X,X,O,X,X,X
STOZIJL,O,O,X,O,X,X,O,X,X,X
STOZLIJ,O,O,X,O,X,X,O,X,X,X
STOZLJI,O,O,X,O,X,X,O,X,O,X
STOZJIL,O,O,X,O,X,X,O,X,X,X
STOZJLI,O,O,X,O,X,X,O,X,O,X
SITLJZO,O,O,O,X,X,X,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X,X,X,X
SITLZJO,X,O,O,O,X,X,X,X,X,X
SITLZOJ,X,O,O,O,X,X,X,X,X,X
SITLOJZ,O,O,O,X,X,X,X,X,O,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X
SITJLZO,O,O,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,O,X,X,X,X,X,X
SITJZOL,X,O,O,O,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X
SITJOZL,X,O,O,O,X,X,X,X,X,X
SITZLJO,X,O,O,O,X,X,X,X,X,X
SITZLOJ,X,O,O,O,X,X,X,X,X,X
SITZJLO,X,O,O,O,X,X,X,X,X,X
SITZJOL,X,O,O,O,X,X,X,X,X,X
SITZOLJ,X,X,O,O,X,X,X,X,X,X
SITZOJL,X,O,O,O,X,X,X,X,X,X
SITOLJZ,O,O,O,X,X,X,X,X,O,X
SITOLZJ,O,O,O,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X,O,X
SITOJZL,O,O,O,O,X,X,X,X,X,X
SITOZLJ,O,O,O,O,X,X,X,X,X,X
SITOZJL,X,O,O,O,X,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,X,X,X,X
SILTZOJ,X,O,O,O,X,X,X,X,X,X
SILTOJZ,O,O,O,X,X,X,X,X,O,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X
SILJTZO,X,O,O,O,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X
SILJZTO,X,O,O,O,X,X,X,O,X,X
SILJZOT,O,O,O,O,X,X,X,O,X,X
SILJOTZ,O,O,O,X,X,X,X,X,X,X
SILJOZT,O,O,O,O,X,X,X,X,X,X
SILZTJO,O,O,O,O,X,X,X,O,X,X
SILZTOJ,O,O,O,O,X,X,X,O,X,X
SILZJTO,O,O,O,O,X,X,X,O,X,X
SILZJOT,O,O,O,O,X,X,X,O,X,X
SILZOTJ,O,O,X,O,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,O,X,X
SILOTJZ,O,O,O,X,X,X,X,X,O,X
SILOTZJ,O,O,O,X,X,X,X,X,X,X
SILOJTZ,O,O,O,X,X,X,X,X,O,X
SILOJZT,O,O,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,O,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,X
SIJTLZO,X,O,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X
SIJTZLO,X,O,O,O,X,X,X,X,X,X
SIJTZOL,X,O,O,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X
SIJTOZL,X,O,O,O,X,X,X,X,X,X
SIJLTZO,X,O,O,O,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X
SIJLZTO,X,O,O,O,X,X,X,O,X,X
SIJLZOT,O,O,O,O,X,X,X,O,X,X
SIJLOTZ,O,O,O,O,X,X,X,X,X,X
SIJLOZT,O,O,O,O,X,X,X,X,X,X
SIJZTLO,X,O,O,O,X,X,X,O,X,X
SIJZTOL,X,O,O,O,X,X,X,X,X,X
SIJZLTO,X,O,O,O,X,X,X,O,X,X
SIJZLOT,O,O,O,O,X,X,X,O,X,X
SIJZOTL,X,X,O,O,X,X,X,X,X,X
SIJZOLT,X,X,O,O,X,X,X,O,X,X
SIJOTLZ,X,O,O,O,X,X,X,X,X,X
SIJOTZL,X,O,O,O,X,X,X,X,X,X
SIJOLTZ,O,O,O,O,X,X,X,X,X,X
SIJOLZT,O,O,O,O,X,X,X,X,X,X
SIJOZTL,X,O,O,O,X,X,X,X,X,X
SIJOZLT,X,O,O,O,X,X,X,X,X,X
SIZTLJO,O,O,O,O,X,X,X,O,X,X
SIZTLOJ,O,O,O,O,X,X,X,O,X,X
SIZTJLO,O,O,O,O,X,X,X,O,X,X
SIZTJOL,O,O,O,O,X,X,X,X,X,X
SIZTOLJ,O,X,O,O,X,X,X,O,X,X
SIZTOJL,O,O,O,O,X,X,X,X,X,X
SIZLTJO,O,O,O,O,X,X,X,O,X,X
SIZLTOJ,O,O,O,O,X,X,X,O,X,X
SIZLJTO,O,O,O,O,X,X,X,O,X,X
SIZLJOT,O,O,O,O,X,X,X,O,X,X
SIZLOTJ,O,O,X,O,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,O,X,X
SIZJTLO,O,O,O,O,X,X,X,O,X,X
SIZJTOL,X,O,O,O,X,X,X,X,X,X
SIZJLTO,O,O,O,O,X,X,X,O,X,X
SIZJLOT,O,O,O,O,X,X,X,O,X,X
SIZJOTL,X,X,O,O,X,X,X,X,X,X
SIZJOLT,O,X,O,O,X,X,X,O,X,X
SIZOTLJ,O,O,O,O,X,X,X,O,X,X
SIZOTJL,O,O,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,O,O,X,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,O,X,X
SIZOJTL,O,O,O,O,X,X,X,X,X,X
SIZOJLT,O,O,O,O,X,X,X,O,X,X
SIOTLJZ,O,O,O,X,X,X,X,X,O,X
SIOTLZJ,O,O,O,O,X,X,X,X,X,X
SIOTJLZ,O,O,O,O,X,X,X,X,O,X
SIOTJZL,O,O,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,O,O,X,X,X,X,X,X
SIOTZJL,X,O,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,O,X,X,X,X,X,O,X
SIOLTZJ,O,O,O,O,X,X,X,X,X,X
SIOLJTZ,O,O,O,O,X,X,X,X,O,X
SIOLJZT,O,O,O,O,X,X,X,X,X,X
SIOLZTJ,O,O,O,O,X,X,X,X,X,X
SIOLZJT,O,O,O,O,X,X,X,X,X,X
SIOJTLZ,O,O,O,O,X,X,X,X,O,X
SIOJTZL,X,O,O,O,X,X,X,X,X,X
SIOJLTZ,O,O,O,O,X,X,X,X,O,X
SIOJLZT,O,O,O,O,X,X,X,X,X,X
SIOJZTL,X,O,O,O,X,X,X,X,X,X
SIOJZLT,O,O,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,X,X,X,X
SIOZTJL,O,O,O,O,X,X,X,X,X,X
SIOZLTJ,O,O,O,O,X,X,X,X,X,X
SIOZLJT,O,O,O,O,X,X,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X,X,X,X
SIOZJLT,O,O,O,O,X,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,O,X,X,X,X,X,X,X
SLTIZJO,X,O,O,X,X,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,X,X,X,X,X
SLTIOJZ,O,O,O,X,X,X,X,X,O,X
SLTIOZJ,O,X,O,X,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,O,X,X,O,X,X
SLTJZOI,X,O,O,X,O,X,X,O,X,X
SLTJOIZ,O,O,X,X,X,X,X,X,O,X
SLTJOZI,O,O,O,O,X,X,X,X,O,X
SLTZIJO,O,O,O,X,X,O,X,O,X,X
SLTZIOJ,O,O,X,X,X,O,X,O,X,X
SLTZJIO,O,O,O,X,O,O,X,O,X,X
SLTZJOI,O,O,O,X,O,O,X,O,X,X
SLTZOIJ,O,O,X,X,X,O,X,O,X,X
SLTZOJI,O,O,O,X,O,O,X,O,O,X
SLTOIJZ,O,O,X,X,X,X,X,X,O,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,O,X
SLTOJZI,O,O,O,O,X,X,X,X,O,X
SLTOZIJ,O,O,X,O,X,O,X,X,X,X
SLTOZJI,O,O,O,O,X,O,X,X,O,X
SLITJZO,O,O,O,X,X,X,X,X,X,X
SLITJOZ,O,O,O,X,X,X,X,X,X,X
SLITZJO,X,O,O,O,X,X,X,X,X,X
SLITZOJ,X,O,O,O,X,X,X,X,X,X
SLITOJZ,O,O,O,X,X,X,X,X,O,X
SLITOZJ,O,X,O,X,X,X,X,X,X,X
SLIJTZO,X,O,O,O,X,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X
SLIJZTO,X,O,O,O,X,X,X,O,X,X
SLIJZOT,O,O,O,O,X,X,X,O,X,X
SLIJOTZ,O,O,O,X,X,X,X,X,X,X
SLIJOZT,O,O,O,O,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,X,X,O,X,X
SLIZTOJ,O,O,O,O,X,X,X,O,X,X
SLIZJTO,O,O,O,O,X,X,X,O,X,X
SLIZJOT,O,O,O,O,X,X,X,O,X,X
SLIZOTJ,O,O,X,O,X,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,X,O,X,X
SLIOTJZ,O,O,O,X,X,X,X,X,O,X
SLIOTZJ,O,O,O,X,X,X,X,X,X,X
SLIOJTZ,O,O,O,X,X,X,X,X,O,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,O,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X
SLJTIZO,O,O,O,O,X,X,X,X,X,X
SLJTIOZ,O,O,O,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,O,X,X,O,X,X
SLJTZOI,X,O,O,X,O,X,X,O,X,X
SLJTOIZ,O,O,X,O,X,X,X,X,O,X
SLJTOZI,O,O,O,O,X,X,X,X,O,X
SLJITZO,X,O,O,O,X,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X
SLJIZTO,X,O,O,O,X,X,X,O,X,X
SLJIZOT,O,O,O,O,X,X,X,O,X,X
SLJIOTZ,O,O,O,O,X,X,X,X,X,X
SLJIOZT,O,O,O,O,X,X,X,X,X,X
SLJZTIO,O,O,O,X,O,X,X,O,X,X
SLJZTOI,O,O,O,X,O,X,X,O,X,X
SLJZITO,O,O,O,O,O,X,X,O,X,X
SLJZIOT,O,O,X,O,O,X,X,O,X,X
SLJZOTI,O,O,X,O,O,X,X,O,X,X
SLJZOIT,O,O,X,O,O,X,X,O,X,X
SLJOTIZ,O,O,X,O,X,X,X,X,O,X
SLJOTZI,O,O,O,O,X,X,X,X,O,X
SLJOITZ,O,O,O,O,X,X,X,X,O,X
SLJOIZT,O,O,X,O,O,X,X,X,X,X
SLJOZTI,O,O,X,O,O,X,X,O,O,X
SLJOZIT,O,O,X,O,O,X,X,O,X,X
SLZTIJO,O,O,O,X,O,O,X,O,X,X
SLZTIOJ,O,O,X,X,O,O,X,O,X,X
SLZTJIO,O,O,O,X,O,O,X,O,X,X
SLZTJOI,O,O,O,X,O,O,X,O,X,X
SLZTOIJ,O,O,X,X,O,O,X,O,X,X
SLZTOJI,O,O,O,X,O,O,X,O,O,X
SLZITJO,O,O,O,X,O,X,X,O,X,X
SLZITOJ,O,O,O,X,O,X,X,O,X,X
SLZIJTO,O,O,O,X,O,X,X,O,X,X
SLZIJOT,O,O,X,X,O,X,X,O,X,X
SLZIOTJ,O,O,X,X,O,X,X,X,X,X
SLZIOJT,O,O,X,X,O,X,X,O,X,X
SLZJTIO,O,O,O,X,O,O,X,O,X,X
SLZJTOI,O,O,O,X,O,O,X,O,X,X
SLZJITO,O,O,O,X,O,O,X,O,X,X
SLZJIOT,O,O,X,X,O,O,X,O,X,X
SLZJOTI,O,O,X,X,O,O,X,O,X,X
SLZJOIT,O,O,X,X,O,O,X,O,X,X
SLZOTIJ,O,O,X,X,O,O,X,O,X,X
SLZOTJI,O,O,X,X,O,O,X,O,O,X
SLZOITJ,O,O,X,X,O,X,X,X,X,X
SLZOIJT,O,O,X,X,O,X,X,O,X,X
SLZOJTI,O,O,X,X,O,O,X,O,O,X
SLZOJIT,O,O,X,X,O,O,X,O,X,X
SLOTIJZ,O,O,X,X,X,X,X,X,O,X
SLOTIZJ,O,O,X,X,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,O,X
SLOTJZI,O,O,O,O,X,X,X,X,O,X
SLOTZIJ,O,O,X,O,X,O,X,X,X,X
SLOTZJI,O,O,O,O,X,O,X,X,O,X
SLOITJZ,O,O,O,X,X,X,X,X,O,X
SLOITZJ,O,O,O,O,X,X,X,X,X,X
SLOIJTZ,O,O,O,O,X,X,X,X,O,X
SLOIJZT,O,O,X,O,O,X,X,X,X,X
SLOIZTJ,O,O,X,O,O,X,X,X,X,X
SLOIZJT,O,O,X,O,O,X,X,X,X,X
SLOJTIZ,O,O,X,O,X,X,X,X,O,X
SLOJTZI,O,O,O,O,X,X,X,X,O,X
SLOJITZ,O,O,O,O,X,X,X,X,O,X
SLOJIZT,O,O,X,O,O,X,X,X,X,X
SLOJZTI,O,O,X,O,O,X,X,O,O,X
SLOJZIT,O,O,X,O,O,X,X,O,X,X
SLOZTIJ,O,O,X,O,O,O,X,O,X,X
SLOZTJI,O,O,X,O,O,O,X,O,O,X
SLOZITJ,O,O,X,O,O,X,X,X,X,X
SLOZIJT,O,O,X,O,O,X,X,O,X,X
SLOZJTI,O,O,X,O,O,O,X,O,O,X
SLOZJIT,O,O,X,O,O,O,X,O,X,X
SJTILZO,O,O,X,O,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X,X,X
SJTIZLO,O,O,X,O,X,X,X,X,X,X
SJTIZOL,X,O,X,O,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,X
SJTIOZL,X,O,X,O,X,X,X,X,X,X
SJTLIZO,O,O,X,O,X,X,X,X,X,X
SJTLIOZ,O,O,X,X,X,X,X,X,X,X
SJTLZIO,O,O,X,X,X,X,X,O,X,X
SJTLZOI,X,X,X,X,X,X,X,O,X,X
SJTLOIZ,O,X,X,O,X,X,X,X,O,X
SJTLOZI,O,X,X,O,X,X,X,X,O,X
SJTZILO,O,O,X,X,X,X,X,O,X,O
SJTZIOL,X,O,X,X,X,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,X,O,X,X
SJTZLOI,X,X,X,X,X,X,X,O,X,X
SJTZOIL,X,O,X,O,X,X,X,X,X,X
SJTZOLI,X,X,X,O,X,X,X,X,X,X
SJTOILZ,O,O,X,O,X,X,X,X,O,X
SJTOIZL,O,O,X,O,X,X,X,X,X,X
SJTOLIZ,O,X,X,O,X,X,X,X,O,X
SJTOLZI,O,X,X,O,X,X,X,X,O,X
SJTOZIL,O,O,X,O,X,X,X,X,X,X
SJTOZLI,O,X,X,O,X,X,X,X,O,X
SJITLZO,O,O,O,O,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X,X
SJITZLO,O,O,O,O,X,X,X,X,X,X
SJITZOL,X,O,O,O,X,X,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X
SJITOZL,X,O,O,O,X,X,X,X,X,X
SJILTZO,X,O,O,O,X,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,X,X,X
SJILZTO,X,O,O,O,X,X,X,O,X,X
SJILZOT,O,O,O,O,X,X,X,O,X,X
SJILOTZ,O,O,O,O,X,X,X,X,X,X
SJILOZT,O,O,O,O,X,X,X,X,X,X
SJIZTLO,O,O,O,O,X,X,X,O,X,X
SJIZTOL,X,O,O,O,X,X,X,X,X,X
SJIZLTO,O,O,O,O,X,X,X,O,X,X
SJIZLOT,O,O,O,O,X,X,X,O,X,X
SJIZOTL,X,X,O,O,X,X,X,X,X,X
SJIZOLT,O,X,O,O,X,X,X,O,X,X
SJIOTLZ,X,O,O,O,X,X,X,X,X,X
SJIOTZL,X,O,O,O,X,X,X,X,X,X
SJIOLTZ,O,O,O,O,X,X,X,X,X,X
SJIOLZT,O,O,O,O,X,X,X,X,X,X
SJIOZTL,X,O,O,O,X,X,X,X,X,X
SJIOZLT,X,O,O,O,X,X,X,X,X,X
SJLTIZO,O,O,O,O,X,X,X,X,X,X
SJLTIOZ,O,O,O,X,X,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,X,O,X,X
SJLTZOI,X,O,O,X,X,X,X,O,X,X
SJLTOIZ,O,O,X,O,X,X,X,X,O,X
SJLTOZI,O,O,O,O,X,X,X,X,O,X
SJLITZO,X,O,O,O,X,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,X,X,X,X
SJLIZTO,X,O,O,O,X,X,X,O,X,X
SJLIZOT,O,O,O,O,X,X,X,O,X,X
SJLIOTZ,O,O,O,O,X,X,X,X,X,X
SJLIOZT,O,O,O,O,X,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,X,O,X,X
SJLZTOI,O,O,O,X,X,X,X,O,X,X
SJLZITO,O,O,O,O,X,X,X,O,X,X
SJLZIOT,O,O,X,O,X,X,X,O,X,X
SJLZOTI,O,O,X,O,X,X,X,O,X,X
SJLZOIT,O,O,X,O,X,X,X,O,X,X
SJLOTIZ,O,O,X,O,X,X,X,X,O,X
SJLOTZI,O,O,O,O,X,X,X,X,O,X
SJLOITZ,O,O,O,O,X,X,X,X,O,X
SJLOIZT,O,O,X,O,X,X,X,X,X,X
SJLOZTI,O,O,X,O,X,X,X,O,O,X
SJLOZIT,O,O,X,O,X,X,X,O,X,X
SJZTILO,O,O,X,X,X,X,X,O,X,O
SJZTIOL,O,O,X,X,X,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,O,X,X
SJZTLOI,O,X,X,X,X,X,X,O,X,X
SJZTOIL,O,O,X,O,X,X,X,X,X,X
SJZTOLI,O,X,X,O,X,X,X,X,X,X
SJZITLO,O,O,X,O,X,X,X,O,X,X
SJZITOL,X,O,X,O,X,X,X,X,X,X
SJZILTO,O,O,X,O,X,X,X,O,X,O
SJZILOT,O,O,X,O,X,X,X,O,X,O
SJZIOTL,X,X,X,O,X,X,X,X,X,X
SJZIOLT,O,X,X,O,X,X,X,O,X,X
SJZLTIO,O,O,X,X,X,X,X,O,X,X
SJZLTOI,O,O,X,X,X,X,X,O,X,X
SJZLITO,O,O,X,O,X,X,X,O,X,O
SJZLIOT,O,O,X,O,X,X,X,O,X,O
SJZLOTI,O,X,X,O,X,X,X,O,X,X
SJZLOIT,O,O,X,O,X,X,X,O,X,X
SJZOTIL,O,X,X,O,X,X,X,X,X,X
SJZOTLI,O,X,X,O,X,X,X,X,X,X
SJZOITL,O,X,X,O,X,X,X,X,X,X
SJZOILT,O,X,X,O,X,X,X,O,X,X
SJZOLTI,O,X,X,O,X,X,X,O,X,X
SJZOLIT,O,X,X,O,X,X,X,O,X,X
SJOTILZ,O,O,X,O,X,X,X,X,O,X
SJOTIZL,O,O,X,O,X,X,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X,X,O,X
SJOTLZI,O,O,X,O,X,X,X,X,O,X
SJOTZIL,O,O,X,O,X,X,X,X,X,X
SJOTZLI,O,O,X,O,X,X,X,X,O,X
SJOITLZ,O,O,O,O,X,X,X,X,O,X
SJOITZL,X,O,O,O,X,X,X,X,X,X
SJOILTZ,O,O,O,O,X,X,X,X,O,X
SJOILZT,O,O,O,O,X,X,X,X,X,X
SJOIZTL,X,O,O,O,X,X,X,X,X,X
SJOIZLT,O,O,O,O,X,X,X,X,X,X
SJOLTIZ,O,O,O,O,X,X,X,X,O,X
SJOLTZI,O,O,O,O,X,X,X,X,O,X
SJOLITZ,O,O,O,O,X,X,X,X,O,X
