sequence,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcBuiBTfBigB8m?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRcB3dBFhBCn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8Je06IvhFlbBRdB2kB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhFxbBldBCgB/mBUn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFRbBzcBuiB3gBlm?BUqB,v115@8gA8HeB8HeG8AeF8BeF8JeT6IvhFxbBldBykBUiBGm?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhF0cBldBTfB2lBCn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcB3dB2kBzgBCn?BUqB,v115@8gA8HeB8HeG8AeF8BeF8Jel6IvhFRdB2kB0gB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFfgB8gBRdBGiBlm?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRdB1lB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFzcBuiBRgB3gBlm?BUqB
JLZISOT,X,O,O,O,X,O,X,X,X,X,X,X
JLZIOTS,O,X,O,X,X,O,O,X,O,X,X,X
JLZIOST,O,X,O,X,X,O,O,X,O,X,X,X
JLZSTIO,O,O,O,O,O,O,O,O,X,O,X,X
JLZSTOI,O,O,O,O,O,O,O,X,O,O,X,X
JLZSITO,O,O,O,O,O,O,O,O,X,O,X,X
JLZSIOT,O,O,O,O,X,O,X,X,X,X,X,X
JLZSOTI,O,O,O,O,X,O,O,O,O,O,X,X
JLZSOIT,O,O,O,O,X,O,O,O,O,X,X,X
JLZOTIS,O,O,O,X,X,O,O,O,O,X,O,X
JLZOTSI,O,O,O,O,X,O,O,O,O,X,O,X
JLZOITS,O,X,O,X,X,O,O,O,O,X,X,X
JLZOIST,O,X,O,X,X,O,O,O,O,X,X,X
JLZOSTI,O,O,O,X,X,O,O,O,O,O,X,X
JLZOSIT,O,O,O,X,X,O,O,O,O,X,X,X
JLOTISZ,X,O,O,O,O,O,O,O,O,X,X,O
JLOTIZS,O,O,O,X,X,O,O,O,O,X,O,O
JLOTSIZ,X,O,O,O,O,O,O,O,O,X,X,O
JLOTSZI,X,O,O,X,O,X,O,O,O,X,X,X
JLOTZIS,O,O,O,X,X,O,O,O,O,X,O,O
JLOTZSI,O,O,O,O,O,O,O,O,O,X,O,X
JLOITSZ,X,X,O,O,X,O,O,O,O,X,X,O
JLOITZS,O,X,O,X,X,O,O,O,O,X,O,O
JLOISTZ,X,X,O,O,X,O,O,O,O,O,X,X
JLOISZT,O,X,O,O,X,O,O,O,O,X,X,X
JLOIZTS,O,X,O,X,X,O,O,O,O,X,X,X
JLOIZST,O,X,O,X,X,O,O,O,O,X,X,X
JLOSTIZ,X,O,O,O,O,O,O,O,O,O,X,X
JLOSTZI,X,O,O,X,O,X,O,O,O,O,X,X
JLOSITZ,X,X,O,O,O,O,O,O,O,O,X,X
JLOSIZT,O,O,O,O,X,O,O,O,O,X,X,X
JLOSZTI,O,O,O,O,X,O,O,O,O,O,X,X
JLOSZIT,O,O,O,O,X,O,O,O,O,X,X,X
JLOZTIS,O,O,O,X,X,O,O,O,O,X,O,X
JLOZTSI,O,O,O,O,X,O,O,O,O,X,O,X
JLOZITS,O,O,O,X,X,O,O,O,O,X,X,X
JLOZIST,O,O,O,X,X,O,O,O,O,X,X,X
JLOZSTI,O,O,O,X,X,O,O,O,O,O,X,X
JLOZSIT,O,O,O,X,X,O,O,O,O,X,X,X
JSTILZO,X,X,X,O,O,X,O,O,X,X,X,X
JSTILOZ,X,X,X,O,O,X,X,O,X,X,X,X
JSTIZLO,X,O,X,O,X,X,X,X,X,X,X,X
JSTIZOL,X,O,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,X,X,X,O,O,X,X,O,O,X,X,X
JSTIOZL,X,X,X,O,X,X,X,X,X,X,X,X
JSTLIZO,X,O,X,O,O,X,O,O,X,X,X,X
JSTLIOZ,X,X,X,O,O,O,X,O,X,X,X,O
JSTLZIO,X,O,X,O,O,X,O,O,X,X,X,X
JSTLZOI,X,O,X,O,O,X,O,X,O,X,X,X
JSTLOIZ,X,X,X,O,O,O,O,O,O,X,X,O
JSTLOZI,X,O,X,X,O,X,O,O,O,X,X,X
JSTZILO,X,O,X,O,X,X,X,X,X,X,X,X
JSTZIOL,X,O,X,O,X,X,X,X,X,X,X,X
JSTZLIO,X,O,X,O,O,X,X,X,X,X,X,X
JSTZLOI,X,O,X,O,O,X,X,X,O,X,X,X
JSTZOIL,X,O,X,O,X,X,X,X,X,X,X,X
JSTZOLI,X,O,X,O,O,X,X,X,O,X,X,X
JSTOILZ,X,X,X,O,O,X,O,O,O,X,X,X
JSTOIZL,X,X,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,X,X,X,O,O,X,O,O,O,X,X,O
JSTOLZI,X,X,X,O,O,X,O,O,O,X,X,X
JSTOZIL,X,O,X,O,X,X,X,X,X,X,X,X
JSTOZLI,X,O,X,O,O,X,X,X,O,X,X,X
JSITLZO,X,X,X,O,O,X,O,O,X,X,X,X
JSITLOZ,X,X,X,O,O,X,X,O,X,X,X,X
JSITZLO,X,O,X,O,X,X,X,X,X,X,X,X
JSITZOL,X,O,X,O,X,X,X,X,X,X,X,X
JSITOLZ,X,X,X,O,O,X,X,O,O,X,X,X
JSITOZL,X,X,X,O,X,X,X,X,X,X,X,X
JSILTZO,X,O,O,O,O,X,O,O,X,O,X,X
JSILTOZ,X,X,O,O,O,X,X,O,X,O,X,X
JSILZTO,X,O,O,O,O,X,O,O,X,O,X,X
JSILZOT,X,O,O,O,X,X,X,X,X,X,X,X
JSILOTZ,X,X,O,O,O,X,X,O,X,O,X,X
JSILOZT,X,X,O,O,X,X,X,O,X,X,X,X
JSIZTLO,X,O,O,O,X,X,X,X,X,X,X,X
JSIZTOL,X,O,O,O,X,X,X,X,X,X,X,X
JSIZLTO,X,O,O,O,X,X,X,O,X,X,X,X
JSIZLOT,X,O,X,O,X,X,X,X,X,X,X,X
JSIZOTL,X,O,O,O,X,X,X,X,X,X,X,X
JSIZOLT,X,O,O,O,X,X,X,O,X,X,X,X
JSIOTLZ,X,X,X,O,X,X,X,O,O,X,X,X
JSIOTZL,X,X,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,O,O,X,X,X,O,O,X,X,X
JSIOLZT,X,X,O,O,X,X,X,O,O,X,X,X
JSIOZTL,X,X,O,O,X,X,X,X,X,X,X,X
JSIOZLT,X,X,O,O,X,X,X,O,X,X,X,X
JSLTIZO,X,O,O,O,O,X,O,O,X,O,X,X
JSLTIOZ,X,X,O,O,O,O,X,O,X,O,X,O
JSLTZIO,X,O,O,O,O,X,O,O,X,O,X,X
JSLTZOI,X,O,O,O,O,X,O,X,O,O,X,X
JSLTOIZ,X,X,O,O,O,O,O,O,O,O,X,O
JSLTOZI,X,O,O,X,O,X,O,O,O,O,X,X
JSLITZO,X,O,O,O,O,X,O,O,X,O,X,X
JSLITOZ,X,X,O,O,O,O,X,O,X,O,X,O
JSLIZTO,O,O,O,O,O,O,O,O,X,O,X,X
JSLIZOT,X,O,O,O,X,O,X,X,X,X,X,X
JSLIOTZ,X,X,O,O,O,O,X,O,X,O,X,X
JSLIOZT,X,O,O,O,X,O,X,O,X,X,X,X
JSLZTIO,O,O,O,O,O,O,O,O,X,O,X,X
JSLZTOI,O,O,O,O,O,O,O,X,O,O,X,X
JSLZITO,O,O,O,O,O,O,O,O,X,O,X,X
JSLZIOT,X,O,O,O,X,O,X,X,X,X,X,X
JSLZOTI,O,O,O,O,X,O,O,O,O,O,X,X
JSLZOIT,O,O,O,O,X,O,O,O,O,X,X,X
JSLOTIZ,X,O,O,O,O,O,O,O,O,O,X,X
JSLOTZI,X,O,O,X,O,X,O,O,O,O,X,X
JSLOITZ,X,X,O,O,O,O,O,O,O,O,X,X
JSLOIZT,O,O,O,O,X,O,O,O,O,X,X,X
JSLOZTI,O,O,O,O,X,O,O,O,O,O,X,X
JSLOZIT,O,O,O,O,X,O,O,O,O,X,X,X
JSZTILO,O,O,O,O,X,O,X,X,X,X,X,X
JSZTIOL,O,O,O,O,X,X,X,X,X,X,X,X
JSZTLIO,O,O,O,O,O,O,X,X,X,X,X,X
JSZTLOI,O,O,O,O,O,O,X,X,O,X,O,X
JSZTOIL,O,O,O,O,X,X,X,X,X,X,X,X
JSZTOLI,O,O,X,O,O,X,X,X,O,X,O,X
JSZITLO,O,O,O,O,X,O,X,X,X,X,X,X
JSZITOL,O,O,O,O,X,X,X,X,X,X,X,X
JSZILTO,O,O,O,O,X,O,X,O,X,X,X,X
JSZILOT,O,O,X,O,X,O,X,X,X,X,X,X
JSZIOTL,O,O,O,O,X,X,X,X,X,X,X,X
JSZIOLT,O,O,O,O,X,X,X,O,X,X,X,X
JSZLTIO,O,O,O,O,O,O,X,O,X,O,X,X
JSZLTOI,O,O,O,O,O,O,X,X,O,O,X,X
JSZLITO,O,O,O,O,O,O,X,O,X,O,X,X
JSZLIOT,O,O,X,O,X,O,X,X,X,X,X,X
JSZLOTI,O,O,O,O,X,O,X,O,O,O,X,X
JSZLOIT,O,O,O,O,X,O,X,O,O,X,X,X
JSZOTIL,O,O,O,O,X,X,X,X,X,X,X,X
JSZOTLI,O,O,X,O,X,X,X,X,O,X,O,X
JSZOITL,O,O,O,O,X,X,X,X,X,X,X,X
JSZOILT,O,O,O,O,X,X,X,O,X,X,X,X
JSZOLTI,O,O,O,O,X,X,X,O,O,X,X,X
JSZOLIT,O,O,O,O,X,X,X,O,O,X,X,X
JSOTILZ,X,X,X,O,O,X,O,O,O,X,X,X
JSOTIZL,X,X,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,X,O,O,X,O,O,O,X,X,X
JSOTLZI,X,X,X,O,O,X,O,O,O,X,X,X
JSOTZIL,X,O,X,O,X,X,X,X,X,X,X,X
JSOTZLI,X,O,X,O,O,X,X,X,O,X,X,X
JSOITLZ,X,X,X,O,X,X,O,O,O,X,X,X
JSOITZL,X,X,X,O,X,X,X,X,X,X,X,X
JSOILTZ,X,X,O,O,X,X,O,O,O,X,X,X
JSOILZT,O,X,O,O,X,X,O,O,O,X,X,X
JSOIZTL,O,X,O,O,X,X,X,X,X,X,X,X
JSOIZLT,O,X,O,O,X,X,X,O,X,X,X,X
JSOLTIZ,X,X,O,O,O,X,O,O,O,X,X,X
JSOLTZI,X,O,O,O,O,X,O,O,O,X,X,X
JSOLITZ,X,X,O,O,O,X,O,O,O,X,X,X
JSOLIZT,O,X,O,O,X,X,O,O,O,X,X,X
JSOLZTI,O,O,O,O,X,X,O,O,O,X,X,X
JSOLZIT,O,O,O,O,X,X,O,O,O,X,X,X
JSOZTIL,O,O,O,O,X,X,X,X,X,X,X,X
JSOZTLI,O,O,X,O,X,X,X,X,O,X,O,X
JSOZITL,O,O,O,O,X,X,X,X,X,X,X,X
JSOZILT,O,O,O,O,X,X,X,O,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X,O,O,X,X,X
JSOZLIT,O,O,O,O,X,X,X,O,O,X,X,X
JZTILSO,X,O,O,O,X,O,O,X,X,O,X,X
JZTILOS,X,O,O,X,X,O,O,X,O,O,O,X
JZTISLO,O,O,O,O,X,O,X,X,X,O,X,X
JZTISOL,O,O,O,O,X,X,X,X,X,X,X,X
JZTIOLS,O,X,O,X,X,O,X,X,O,O,O,X
JZTIOSL,O,O,O,X,X,X,X,X,X,X,X,X
JZTLISO,X,O,O,O,X,O,O,X,X,O,X,X
JZTLIOS,X,O,O,X,X,O,O,X,O,O,O,O
JZTLSIO,O,O,O,O,O,O,O,X,X,O,X,X
JZTLSOI,O,O,O,O,O,O,O,X,O,O,O,X
JZTLOIS,O,O,O,X,X,O,O,X,O,O,O,O
JZTLOSI,O,O,O,O,O,O,O,X,O,O,O,X
JZTSILO,O,O,O,O,X,O,X,X,X,O,X,X
JZTSIOL,O,O,O,O,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,O,O,O,X,X,X,O,X,X
JZTSLOI,O,O,O,O,O,O,X,X,O,O,O,X
JZTSOIL,O,O,O,O,X,X,X,X,X,X,X,X
JZTSOLI,O,O,X,O,O,X,X,X,O,X,O,X
JZTOILS,O,X,O,X,X,O,O,X,O,O,O,X
JZTOISL,O,O,O,X,X,X,X,X,X,X,X,X
JZTOLIS,O,O,O,X,X,O,O,X,O,O,O,O
JZTOLSI,O,O,O,O,O,O,O,X,O,O,O,X
JZTOSIL,O,O,O,O,X,X,X,X,X,X,X,X
JZTOSLI,O,O,X,O,O,X,X,X,O,X,O,X
JZITLSO,X,O,O,O,X,O,O,X,X,X,X,X
JZITLOS,X,O,O,X,X,O,O,X,O,X,O,X
JZITSLO,O,O,O,O,X,O,X,X,X,X,X,X
JZITSOL,O,O,O,O,X,X,X,X,X,X,X,X
JZITOLS,O,X,O,X,X,O,X,X,O,X,O,X
JZITOSL,O,O,O,X,X,X,X,X,X,X,X,X
JZILTSO,X,O,O,O,X,O,O,O,X,X,X,X
JZILTOS,X,O,O,X,X,O,O,X,O,X,X,X
JZILSTO,X,O,O,X,X,O,O,O,X,O,X,X
JZILSOT,X,O,O,X,X,O,X,X,X,X,X,X
JZILOTS,X,X,O,X,X,O,O,X,O,X,X,X
JZILOST,X,X,O,X,X,O,X,X,O,X,X,X
JZISTLO,O,O,O,X,X,O,X,X,X,X,X,X
JZISTOL,O,O,O,X,X,X,X,X,X,X,X,X
JZISLTO,O,O,O,X,X,O,X,O,X,X,X,X
JZISLOT,O,O,X,X,X,O,X,X,X,X,X,X
JZISOTL,O,O,O,X,X,X,X,X,X,X,X,X
JZISOLT,O,O,O,X,X,X,X,O,X,X,X,X
JZIOTLS,O,X,O,X,X,O,X,X,O,X,O,X
JZIOTSL,O,X,O,X,X,X,X,X,X,X,X,X
JZIOLTS,O,X,O,X,X,O,X,O,O,X,X,X
JZIOLST,O,X,O,X,X,O,X,O,O,X,X,X
JZIOSTL,O,X,O,X,X,X,X,X,X,X,X,X
JZIOSLT,O,X,O,X,X,X,X,O,X,X,X,X
JZLTISO,O,O,O,O,X,O,O,O,X,O,X,X
JZLTIOS,O,O,O,X,X,O,O,X,O,O,O,O
JZLTSIO,O,O,O,O,O,O,O,O,X,O,X,X
JZLTSOI,O,O,O,O,O,O,O,X,O,O,O,X
JZLTOIS,O,O,O,X,X,O,O,X,O,O,O,O
JZLTOSI,O,O,O,O,O,O,O,X,O,O,O,X
JZLITSO,O,O,O,O,X,O,O,O,X,X,X,X
JZLITOS,O,O,O,X,X,O,O,X,O,X,X,O
JZLISTO,O,O,O,O,X,O,O,O,X,O,X,X
JZLISOT,X,O,O,O,X,O,X,X,X,X,X,X
JZLIOTS,O,X,O,X,X,O,O,X,O,X,X,X
JZLIOST,O,X,O,X,X,O,O,X,O,X,X,X
JZLSTIO,O,O,O,O,O,O,O,O,X,O,X,X
JZLSTOI,O,O,O,O,O,O,O,X,O,O,X,X
JZLSITO,O,O,O,O,O,O,O,O,X,O,X,X
JZLSIOT,O,O,O,O,X,O,X,X,X,X,X,X
JZLSOTI,O,O,O,O,X,O,O,O,O,O,X,X
JZLSOIT,O,O,O,O,X,O,O,O,O,X,X,X
JZLOTIS,O,O,O,X,X,O,O,O,O,X,O,X
JZLOTSI,O,O,O,O,X,O,O,O,O,X,O,X
JZLOITS,O,X,O,X,X,O,O,O,O,X,X,X
JZLOIST,O,X,O,X,X,O,O,O,O,X,X,X
JZLOSTI,O,O,O,X,X,O,O,O,O,O,X,X
JZLOSIT,O,O,O,X,X,O,O,O,O,X,X,X
JZSTILO,O,O,O,O,X,O,X,X,X,X,X,X
JZSTIOL,O,O,O,O,X,X,X,X,X,X,X,X
JZSTLIO,O,O,O,O,O,O,X,X,X,X,X,X
JZSTLOI,O,O,O,O,O,O,X,X,O,X,O,X
JZSTOIL,O,O,O,O,X,X,X,X,X,X,X,X
JZSTOLI,O,O,X,O,O,X,X,X,O,X,O,X
JZSITLO,O,O,O,O,X,O,X,X,X,X,X,X
JZSITOL,O,O,O,O,X,X,X,X,X,X,X,X
JZSILTO,O,O,O,O,X,O,X,O,X,X,X,X
JZSILOT,O,O,X,O,X,O,X,X,X,X,X,X
JZSIOTL,O,O,O,O,X,X,X,X,X,X,X,X
JZSIOLT,O,O,O,O,X,X,X,O,X,X,X,X
JZSLTIO,O,O,O,O,O,O,X,O,X,O,X,X
JZSLTOI,O,O,O,O,O,O,X,X,O,O,X,X
JZSLITO,O,O,O,O,O,O,X,O,X,O,X,X
JZSLIOT,O,O,X,O,X,O,X,X,X,X,X,X
JZSLOTI,O,O,O,O,X,O,X,O,O,O,X,X
JZSLOIT,O,O,O,O,X,O,X,O,O,X,X,X
JZSOTIL,O,O,O,O,X,X,X,X,X,X,X,X
JZSOTLI,O,O,X,O,X,X,X,X,O,X,O,X
JZSOITL,O,O,O,O,X,X,X,X,X,X,X,X
JZSOILT,O,O,O,O,X,X,X,O,X,X,X,X
JZSOLTI,O,O,O,O,X,X,X,O,O,X,X,X
JZSOLIT,O,O,O,O,X,X,X,O,O,X,X,X
JZOTILS,O,X,O,X,X,O,O,X,O,X,O,X
JZOTISL,O,O,O,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,O,X,X,O,O,X,O,X,O,X
JZOTLSI,O,O,O,O,X,O,O,X,O,X,O,X
JZOTSIL,O,O,O,O,X,X,X,X,X,X,X,X
JZOTSLI,O,O,X,O,X,X,X,X,O,X,O,X
JZOITLS,O,X,O,X,X,O,O,X,O,X,O,X
JZOITSL,O,X,O,X,X,X,X,X,X,X,X,X
JZOILTS,O,X,O,X,X,O,O,O,O,X,X,X
JZOILST,O,X,O,X,X,O,O,O,O,X,X,X
JZOISTL,O,X,O,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,O,X,X,X,X,O,X,X,X,X
JZOLTIS,O,O,O,X,X,O,O,O,O,X,O,X
JZOLTSI,O,O,O,O,X,O,O,O,O,X,O,X
JZOLITS,O,X,O,X,X,O,O,O,O,X,X,X
JZOLIST,O,X,O,X,X,O,O,O,O,X,X,X
JZOLSTI,O,O,O,X,X,O,O,O,O,O,X,X
JZOLSIT,O,O,O,X,X,O,O,O,O,X,X,X
JZOSTIL,O,O,O,X,X,X,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,O,X,O,X
JZOSITL,O,O,O,X,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,O,X,X,X,X
JZOSLTI,O,O,O,X,X,X,X,O,O,X,X,X
JZOSLIT,O,O,O,X,X,X,X,O,O,X,X,X
JOTILSZ,X,X,O,X,O,X,O,O,O,X,X,O
JOTILZS,O,X,O,X,X,X,O,O,O,X,X,O
JOTISLZ,X,X,X,X,O,X,O,O,O,X,X,X
JOTISZL,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,X,O,X,X,X,O,X,O,X,X,X
JOTIZSL,O,X,O,X,X,X,X,X,X,X,X,X
JOTLISZ,X,X,O,O,O,O,O,O,O,X,X,O
JOTLIZS,O,X,O,X,X,O,O,O,O,X,O,O
JOTLSIZ,X,X,O,O,O,O,O,O,O,X,X,O
JOTLSZI,X,O,O,X,O,X,O,O,O,X,X,X
JOTLZIS,O,O,O,X,X,O,O,O,O,X,O,O
JOTLZSI,O,O,O,O,O,X,O,O,O,X,O,X
JOTSILZ,X,X,X,O,O,X,O,O,O,X,X,X
JOTSIZL,X,X,X,O,X,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,O,O,X,O,O,O,X,X,O
JOTSLZI,X,X,X,X,O,X,O,O,O,X,X,X
JOTSZIL,X,O,X,O,X,X,X,X,X,X,X,X
JOTSZLI,X,O,X,X,O,X,X,X,O,X,X,X
JOTZILS,O,X,O,X,X,X,O,X,O,X,O,X
JOTZISL,O,O,O,X,X,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,X,X,O,X,O,X,O,O
JOTZLSI,O,O,O,O,O,X,O,X,O,X,O,X
JOTZSIL,O,O,O,O,X,X,X,X,X,X,X,X
JOTZSLI,O,O,X,O,O,X,X,X,O,X,O,X
JOITLSZ,X,X,O,X,X,X,O,O,O,X,X,X
JOITLZS,O,X,O,X,X,X,O,O,O,X,X,X
JOITSLZ,X,X,X,X,X,X,O,O,O,X,X,X
JOITSZL,X,X,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,O,X,X,X,O,X,O,X,X,X
JOITZSL,O,X,O,X,X,X,X,X,X,X,X,X
JOILTSZ,X,X,O,X,X,X,O,O,O,X,X,X
JOILTZS,O,X,O,X,X,X,O,O,O,X,O,X
JOILSTZ,X,X,O,X,X,X,O,O,O,O,X,X
JOILSZT,O,X,O,X,X,X,O,O,O,X,X,X
JOILZTS,O,X,O,X,X,X,O,O,O,X,X,X
JOILZST,O,X,O,X,X,X,O,O,O,X,X,X
JOISTLZ,X,X,X,X,X,X,O,O,O,X,X,X
JOISTZL,X,X,X,X,X,X,X,X,X,X,X,X
JOISLTZ,X,X,O,X,X,X,O,O,O,X,X,X
JOISLZT,O,X,O,X,X,X,O,O,O,X,X,X
JOISZTL,O,X,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,O,X,X,X,X,O,X,X,X,X
JOIZTLS,O,X,O,X,X,X,O,X,O,X,O,X
JOIZTSL,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,O,O,O,X,X,X
JOIZLST,O,X,O,X,X,X,O,O,O,X,X,X
JOIZSTL,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSLT,O,X,O,X,X,X,X,O,X,X,X,X
JOLTISZ,X,X,O,O,O,O,O,O,O,X,X,O
JOLTIZS,O,X,O,X,X,O,O,O,O,X,O,O
JOLTSIZ,X,X,O,O,O,O,O,O,O,X,X,O
JOLTSZI,X,O,O,X,O,X,O,O,O,X,X,X
JOLTZIS,O,O,O,X,X,O,O,O,O,X,O,O
JOLTZSI,O,O,O,O,O,O,O,O,O,X,O,X
JOLITSZ,X,X,O,O,X,O,O,O,O,X,X,O
JOLITZS,O,X,O,X,X,O,O,O,O,X,O,O
JOLISTZ,X,X,O,O,X,O,O,O,O,O,X,X
JOLISZT,O,X,O,O,X,O,O,O,O,X,X,X
JOLIZTS,O,X,O,X,X,O,O,O,O,X,X,X
JOLIZST,O,X,O,X,X,O,O,O,O,X,X,X
JOLSTIZ,X,X,O,O,O,O,O,O,O,O,X,X
JOLSTZI,X,O,O,X,O,X,O,O,O,O,X,X
JOLSITZ,X,X,O,O,O,O,O,O,O,O,X,X
JOLSIZT,O,X,O,O,X,O,O,O,O,X,X,X
JOLSZTI,O,O,O,O,X,O,O,O,O,O,X,X
JOLSZIT,O,O,O,O,X,O,O,O,O,X,X,X
JOLZTIS,O,O,O,X,X,O,O,O,O,X,O,X
JOLZTSI,O,O,O,O,X,O,O,O,O,X,O,X
JOLZITS,O,X,O,X,X,O,O,O,O,X,X,X
JOLZIST,O,X,O,X,X,O,O,O,O,X,X,X
JOLZSTI,O,O,O,X,X,O,O,O,O,O,X,X
JOLZSIT,O,O,O,X,X,O,O,O,O,X,X,X
JOSTILZ,X,X,X,O,O,X,O,O,O,X,X,X
JOSTIZL,X,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,O,O,X,O,O,O,X,X,X
JOSTLZI,X,X,X,X,O,X,O,O,O,X,X,X
JOSTZIL,X,O,X,O,X,X,X,X,X,X,X,X
JOSTZLI,X,O,X,O,O,X,X,X,O,X,X,X
JOSITLZ,X,X,X,O,X,X,O,O,O,X,X,X
JOSITZL,X,X,X,O,X,X,X,X,X,X,X,X
JOSILTZ,X,X,O,O,X,X,O,O,O,X,X,X
JOSILZT,O,X,O,O,X,X,O,O,O,X,X,X
JOSIZTL,O,X,O,O,X,X,X,X,X,X,X,X
JOSIZLT,O,X,O,O,X,X,X,O,X,X,X,X
JOSLTIZ,X,X,O,O,O,X,O,O,O,X,X,X
JOSLTZI,X,O,O,X,O,X,O,O,O,X,X,X
JOSLITZ,X,X,O,O,O,X,O,O,O,X,X,X
JOSLIZT,O,X,O,O,X,X,O,O,O,X,X,X
JOSLZTI,O,O,O,O,X,X,O,O,O,X,X,X
JOSLZIT,O,O,O,O,X,X,O,O,O,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X,X,X,X,X
JOSZTLI,O,O,X,O,X,X,X,X,O,X,O,X
JOSZITL,O,O,O,O,X,X,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,X,X,O,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,O,O,X,X,X
JOSZLIT,O,O,O,O,X,X,X,O,O,X,X,X
JOZTILS,O,X,O,X,X,O,O,X,O,X,O,X
JOZTISL,O,O,O,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,X,O,O,X,O,X,O,X
JOZTLSI,O,O,O,O,X,O,O,X,O,X,O,X
JOZTSIL,O,O,O,O,X,X,X,X,X,X,X,X
JOZTSLI,O,O,X,O,X,X,X,X,O,X,O,X
JOZITLS,O,X,O,X,X,O,O,X,O,X,O,X
JOZITSL,O,X,O,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,O,O,O,O,X,X,X
JOZILST,O,X,O,X,X,O,O,O,O,X,X,X
JOZISTL,O,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,X,O,X,X,X,X,O,X,X,X,X
JOZLTIS,O,O,O,X,X,O,O,O,O,X,O,X
JOZLTSI,O,O,O,O,X,O,O,O,O,X,O,X
JOZLITS,O,X,O,X,X,O,O,O,O,X,X,X
JOZLIST,O,X,O,X,X,O,O,O,O,X,X,X
JOZLSTI,O,O,O,X,X,O,O,O,O,O,X,X
JOZLSIT,O,O,O,X,X,O,O,O,O,X,X,X
JOZSTIL,O,O,O,X,X,X,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,O,X,O,X
JOZSITL,O,O,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,O,X,X,X,X,O,X,X,X,X
JOZSLTI,O,O,O,X,X,X,X,O,O,X,X,X
JOZSLIT,O,O,O,X,X,X,X,O,O,X,X,X
STILJZO,X,X,X,O,O,X,X,X,X,O,X,X
STILJOZ,X,X,X,O,O,X,X,X,X,O,X,X
STILZJO,X,O,X,O,O,X,X,X,X,O,X,X
STILZOJ,X,X,X,O,O,X,X,X,X,X,X,X
STILOJZ,X,X,X,O,O,X,X,X,X,O,X,X
STILOZJ,X,X,X,O,O,X,X,X,X,X,X,X
STIJLZO,X,X,X,O,O,X,X,X,X,O,X,X
STIJLOZ,X,X,X,O,O,X,X,X,X,O,X,X
STIJZLO,X,O,X,O,X,X,X,X,X,O,X,X
STIJZOL,X,O,X,O,X,X,X,X,X,X,X,X
STIJOLZ,X,X,X,O,O,X,X,X,X,X,X,X
STIJOZL,X,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,O,X,X,X,X,X,X,X,X
STIZJLO,X,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,X,X,X,O,X,X,X,X,X,X,X,X
STIZOJL,X,O,X,O,X,X,X,X,X,X,X,X
STIOLJZ,X,X,X,O,O,X,X,X,X,X,X,X
STIOLZJ,X,X,X,O,O,X,X,X,X,X,X,X
STIOJLZ,X,X,X,O,O,X,X,X,X,X,X,X
STIOJZL,X,X,X,O,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,O,X,X,X,X,X,X,X,X
