sequence,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBl?nBctBCtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbBXeBigB+?oBlnB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfBl?nBctB6sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbB0dBigB+?oBlnBXtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBF?jBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcB5jB0?nBatBlsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfB1?nBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBldBx?nBCtBctB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeF8IvhFXeBxfBCtBc?tBmpBTsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBVjBx?nBStB0sB
JTOZILS,O,X,X,O,X,O,X,X,X,X
JTOZISL,O,X,X,X,X,O,X,X,X,X
JTOZLIS,O,O,X,O,X,X,X,X,X,X
JTOZLSI,O,O,X,O,X,X,X,X,X,X
JTOZSIL,O,X,X,X,X,O,X,X,X,X
JTOZSLI,O,O,X,O,X,X,X,X,X,X
JITLSZO,X,O,X,O,X,X,O,O,X,X
JITLSOZ,X,O,X,O,X,X,O,O,X,O
JITLZSO,X,O,X,O,X,X,O,O,O,X
JITLZOS,X,O,X,O,X,X,O,O,X,X
JITLOSZ,X,O,X,O,X,X,O,O,X,O
JITLOZS,X,O,X,O,X,X,O,O,X,X
JITSLZO,X,O,X,X,X,X,O,O,X,X
JITSLOZ,X,O,X,X,X,X,O,O,X,O
JITSZLO,X,X,O,X,X,O,O,X,X,X
JITSZOL,X,X,O,X,X,O,X,X,X,O
JITSOLZ,X,O,X,X,O,X,O,O,X,O
JITSOZL,O,X,X,X,X,O,X,X,X,O
JITZLSO,X,X,O,O,X,O,O,X,X,X
JITZLOS,X,X,O,O,X,O,O,X,X,X
JITZSLO,X,X,O,X,X,O,O,X,X,X
JITZSOL,X,X,O,X,X,O,X,X,X,O
JITZOLS,X,X,O,O,X,O,X,X,X,X
JITZOSL,X,X,O,X,X,O,X,X,X,O
JITOLSZ,X,O,X,O,X,X,O,O,X,O
JITOLZS,X,O,X,O,X,X,O,O,X,X
JITOSLZ,X,O,X,X,O,X,O,O,X,O
JITOSZL,O,X,X,X,X,O,X,X,X,O
JITOZLS,X,X,X,O,X,O,X,X,X,X
JITOZSL,X,X,X,X,X,O,X,X,X,O
JILTSZO,X,O,X,O,O,X,O,O,X,X
JILTSOZ,X,O,X,O,O,X,O,O,X,X
JILTZSO,X,O,X,O,O,X,O,O,O,X
JILTZOS,X,O,X,O,O,X,O,O,X,X
JILTOSZ,X,O,X,O,O,X,O,O,X,X
JILTOZS,X,O,X,O,O,X,O,O,X,X
JILSTZO,X,O,X,O,O,X,O,O,X,X
JILSTOZ,X,O,X,O,O,X,O,O,X,X
JILSZTO,X,X,O,X,O,O,O,O,X,X
JILSZOT,X,O,X,X,O,O,X,O,X,X
JILSOTZ,X,O,X,O,O,X,O,O,X,X
JILSOZT,O,O,X,X,O,O,X,O,X,X
JILZTSO,X,O,O,O,O,O,O,O,O,X
JILZTOS,X,O,O,O,O,O,O,O,X,X
JILZSTO,X,X,O,X,O,O,O,O,O,X
JILZSOT,X,O,X,X,O,O,X,O,X,X
JILZOTS,X,O,X,O,O,O,X,O,X,X
JILZOST,X,O,X,X,O,O,X,O,X,X
JILOTSZ,X,O,X,O,O,X,O,O,X,X
JILOTZS,X,O,X,O,O,X,O,O,X,X
JILOSTZ,X,O,X,O,O,X,O,O,X,X
JILOSZT,O,O,X,X,O,O,X,O,X,X
JILOZTS,X,O,X,O,O,O,X,O,X,X
JILOZST,X,O,X,X,O,O,X,O,X,X
JISTLZO,X,X,X,X,X,X,O,O,X,X
JISTLOZ,X,X,X,X,X,X,O,O,X,O
JISTZLO,X,X,O,X,X,O,O,X,X,X
JISTZOL,X,X,O,X,X,O,X,X,X,O
JISTOLZ,X,X,X,X,O,X,O,O,X,O
JISTOZL,O,X,X,X,X,O,X,X,X,O
JISLTZO,X,X,X,X,O,X,O,O,X,X
JISLTOZ,X,O,X,X,O,X,O,O,X,X
JISLZTO,X,X,O,X,O,O,O,O,X,X
JISLZOT,X,O,X,X,O,O,X,O,X,X
JISLOTZ,X,O,X,X,O,X,O,O,X,X
JISLOZT,O,O,X,X,O,O,X,O,X,X
JISZTLO,O,X,O,X,X,O,O,X,X,X
JISZTOL,O,X,O,X,X,O,X,X,X,X
JISZLTO,X,X,O,X,X,O,O,O,X,X
JISZLOT,O,X,X,X,X,O,X,O,X,X
JISZOTL,O,X,O,X,X,O,X,X,X,X
JISZOLT,O,X,X,X,O,O,X,O,X,X
JISOTLZ,X,X,X,X,O,X,O,O,X,O
JISOTZL,O,X,X,X,X,O,X,X,X,O
JISOLTZ,X,O,X,X,O,X,O,O,X,X
JISOLZT,O,O,X,X,O,O,X,O,X,X
JISOZTL,O,X,O,X,X,O,X,X,X,X
JISOZLT,O,X,X,X,O,O,X,O,X,X
JIZTLSO,O,X,O,X,X,O,O,X,X,X
JIZTLOS,O,X,O,X,X,O,O,X,X,X
JIZTSLO,O,X,O,X,X,O,O,X,X,X
JIZTSOL,O,X,O,X,X,O,X,X,X,X
JIZTOLS,O,X,O,X,X,O,X,X,X,X
JIZTOSL,O,X,O,X,X,O,X,X,X,X
JIZLTSO,X,X,O,X,X,O,O,O,X,X
JIZLTOS,X,X,O,X,X,O,O,O,X,X
JIZLSTO,X,X,O,X,X,O,O,O,X,X
JIZLSOT,O,X,X,X,X,O,X,O,X,X
JIZLOTS,X,X,X,X,X,O,X,O,X,X
JIZLOST,O,X,X,X,X,O,X,O,X,X
JIZSTLO,O,X,O,X,X,O,O,X,X,X
JIZSTOL,O,X,O,X,X,O,X,X,X,X
JIZSLTO,X,X,O,X,X,O,O,O,X,X
JIZSLOT,O,X,X,X,X,O,X,O,X,X
JIZSOTL,O,X,O,X,X,O,X,X,X,X
JIZSOLT,O,X,X,X,O,O,X,O,X,X
JIZOTLS,O,X,O,X,X,O,X,X,X,X
JIZOTSL,O,X,O,X,X,O,X,X,X,X
JIZOLTS,X,X,X,X,X,O,X,O,X,X
JIZOLST,O,X,X,X,X,O,X,O,X,X
JIZOSTL,O,X,O,X,X,O,X,X,X,X
JIZOSLT,O,X,X,X,O,O,X,O,X,X
JIOTLSZ,X,O,X,O,X,X,O,O,X,O
JIOTLZS,X,O,X,O,X,X,O,O,X,X
JIOTSLZ,X,O,X,X,O,X,O,O,X,O
JIOTSZL,O,X,X,X,X,O,X,X,X,O
JIOTZLS,X,X,X,O,X,O,X,X,X,X
JIOTZSL,X,X,X,X,X,O,X,X,X,O
JIOLTSZ,X,O,X,O,O,X,O,O,X,X
JIOLTZS,X,O,X,O,O,X,O,O,X,X
JIOLSTZ,X,O,X,O,O,X,O,O,X,X
JIOLSZT,O,O,X,X,O,O,X,O,X,X
JIOLZTS,X,O,X,O,O,O,X,O,X,X
JIOLZST,X,O,X,X,O,O,X,O,X,X
JIOSTLZ,X,X,X,X,O,X,O,O,X,O
JIOSTZL,O,X,X,X,X,O,X,X,X,O
JIOSLTZ,X,O,X,X,O,X,O,O,X,X
JIOSLZT,O,O,X,X,O,O,X,O,X,X
JIOSZTL,O,X,O,X,X,O,X,X,X,X
JIOSZLT,O,X,X,X,O,O,X,O,X,X
JIOZTLS,O,X,O,X,X,O,X,X,X,X
JIOZTSL,O,X,O,X,X,O,X,X,X,X
JIOZLTS,X,X,X,X,X,O,X,O,X,X
JIOZLST,O,X,X,X,X,O,X,O,X,X
JIOZSTL,O,X,O,X,X,O,X,X,X,X
JIOZSLT,O,X,X,X,O,O,X,O,X,X
JLTISZO,X,O,X,O,O,X,O,O,X,X
JLTISOZ,X,O,X,O,O,X,O,O,X,X
JLTIZSO,X,O,X,O,O,X,O,O,O,X
JLTIZOS,X,O,X,O,O,X,O,O,X,X
JLTIOSZ,X,O,X,O,O,X,O,O,X,X
JLTIOZS,X,O,X,O,O,X,O,O,X,X
JLTSIZO,X,O,X,O,O,X,O,O,X,X
JLTSIOZ,X,O,X,O,O,X,O,O,X,X
JLTSZIO,X,O,X,O,O,X,O,X,X,X
JLTSZOI,X,O,X,O,O,X,O,X,X,X
JLTSOIZ,X,O,X,O,O,X,O,O,X,X
JLTSOZI,X,O,X,O,O,X,O,X,X,X
JLTZISO,X,O,X,O,O,X,O,X,O,X
JLTZIOS,X,O,X,O,O,X,O,X,X,X
JLTZSIO,X,O,X,O,O,X,O,X,O,X
JLTZSOI,X,O,X,O,O,X,O,X,X,X
JLTZOIS,X,O,X,O,O,X,O,X,X,X
JLTZOSI,X,O,X,O,O,X,O,X,X,X
JLTOISZ,X,O,X,O,O,X,O,O,X,X
JLTOIZS,X,O,X,O,O,X,O,O,X,X
JLTOSIZ,X,O,X,O,O,X,O,O,X,X
JLTOSZI,X,O,X,O,O,X,O,X,X,X
JLTOZIS,X,O,X,O,O,X,O,X,X,X
JLTOZSI,X,O,X,O,O,X,O,X,X,X
JLITSZO,X,O,X,O,O,X,O,O,X,X
JLITSOZ,X,O,X,O,O,X,O,O,X,X
JLITZSO,X,O,X,O,O,X,O,O,O,X
JLITZOS,X,O,X,O,O,X,O,O,X,X
JLITOSZ,X,O,X,O,O,X,O,O,X,X
JLITOZS,X,O,X,O,O,X,O,O,X,X
JLISTZO,X,O,X,O,O,X,O,O,X,X
JLISTOZ,X,O,X,O,O,X,O,O,X,X
JLISZTO,X,X,O,X,O,O,O,O,X,X
JLISZOT,X,O,X,X,O,O,X,O,X,X
JLISOTZ,X,O,X,O,O,X,O,O,X,X
JLISOZT,O,O,X,X,O,O,X,O,X,X
JLIZTSO,X,O,O,O,O,O,O,O,O,X
JLIZTOS,X,O,O,O,O,O,O,O,X,X
JLIZSTO,X,X,O,X,O,O,O,O,O,X
JLIZSOT,X,O,X,X,O,O,X,O,X,X
JLIZOTS,X,O,X,O,O,O,X,O,X,X
JLIZOST,X,O,X,X,O,O,X,O,X,X
JLIOTSZ,X,O,X,O,O,X,O,O,X,X
JLIOTZS,X,O,X,O,O,X,O,O,X,X
JLIOSTZ,X,O,X,O,O,X,O,O,X,X
JLIOSZT,O,O,X,X,O,O,X,O,X,X
JLIOZTS,X,O,X,O,O,O,X,O,X,X
JLIOZST,X,O,X,X,O,O,X,O,X,X
JLSTIZO,X,O,X,O,O,X,O,O,X,X
JLSTIOZ,X,O,X,O,O,X,O,O,X,X
JLSTZIO,X,O,X,O,O,X,O,X,X,X
JLSTZOI,X,O,X,O,O,X,O,X,X,X
JLSTOIZ,X,O,X,O,O,X,O,O,X,X
JLSTOZI,X,O,X,O,O,X,O,X,X,X
JLSITZO,X,O,X,O,O,X,O,O,X,X
JLSITOZ,X,O,X,O,O,X,O,O,X,X
JLSIZTO,X,X,O,X,O,O,O,O,X,X
JLSIZOT,X,O,X,X,O,O,X,O,X,X
JLSIOTZ,X,O,X,O,O,X,O,O,X,X
JLSIOZT,O,O,X,X,O,O,X,O,X,X
JLSZTIO,O,X,O,X,O,X,O,X,X,X
JLSZTOI,O,X,O,X,O,X,O,X,X,X
JLSZITO,X,X,O,X,O,O,O,O,X,X
JLSZIOT,O,O,X,X,O,O,X,O,X,X
JLSZOTI,O,O,X,X,O,X,X,X,X,X
JLSZOIT,O,O,X,X,O,O,X,O,X,X
JLSOTIZ,X,O,X,O,O,X,O,O,X,X
JLSOTZI,X,O,X,O,O,X,O,X,X,X
JLSOITZ,X,O,X,O,O,X,O,O,X,X
JLSOIZT,O,O,X,X,O,O,X,O,X,X
JLSOZTI,O,O,X,X,O,X,X,X,X,X
JLSOZIT,O,O,X,X,O,O,X,O,X,X
JLZTISO,O,O,O,O,O,X,O,X,O,X
JLZTIOS,O,O,O,O,O,X,O,X,X,X
JLZTSIO,O,O,O,O,O,X,O,X,O,X
JLZTSOI,O,O,O,O,O,X,O,X,X,X
JLZTOIS,O,O,O,O,O,X,O,X,X,X
JLZTOSI,O,O,O,O,O,X,O,X,X,X
JLZITSO,X,O,O,O,O,O,O,O,O,X
JLZITOS,X,O,O,O,O,O,O,O,X,X
JLZISTO,X,X,O,X,O,O,O,O,O,X
JLZISOT,O,O,X,X,O,O,X,O,X,X
JLZIOTS,X,O,X,O,O,O,X,O,X,X
JLZIOST,O,O,X,X,O,O,X,O,X,X
JLZSTIO,O,X,O,X,O,X,O,X,O,X
JLZSTOI,O,X,O,X,O,X,O,X,X,X
JLZSITO,X,X,O,X,O,O,O,O,O,X
JLZSIOT,O,O,X,X,O,O,X,O,X,X
JLZSOTI,O,O,X,X,O,X,X,X,X,X
JLZSOIT,O,O,X,X,O,O,X,O,X,X
JLZOTIS,O,O,X,O,O,X,X,X,X,X
JLZOTSI,O,O,X,O,O,X,X,X,X,X
JLZOITS,X,O,X,O,O,O,X,O,X,X
JLZOIST,O,O,X,X,O,O,X,O,X,X
JLZOSTI,O,O,X,X,O,X,X,X,X,X
JLZOSIT,O,O,X,X,O,O,X,O,X,X
JLOTISZ,X,O,X,O,O,X,O,O,X,X
JLOTIZS,X,O,X,O,O,X,O,O,X,X
JLOTSIZ,X,O,X,O,O,X,O,O,X,X
JLOTSZI,X,O,X,O,O,X,O,X,X,X
JLOTZIS,X,O,X,O,O,X,O,X,X,X
JLOTZSI,X,O,X,O,O,X,O,X,X,X
JLOITSZ,X,O,X,O,O,X,O,O,X,X
JLOITZS,X,O,X,O,O,X,O,O,X,X
JLOISTZ,X,O,X,O,O,X,O,O,X,X
JLOISZT,O,O,X,X,O,O,X,O,X,X
JLOIZTS,X,O,X,O,O,O,X,O,X,X
JLOIZST,X,O,X,X,O,O,X,O,X,X
JLOSTIZ,X,O,X,O,O,X,O,O,X,X
JLOSTZI,X,O,X,O,O,X,O,X,X,X
JLOSITZ,X,O,X,O,O,X,O,O,X,X
JLOSIZT,O,O,X,X,O,O,X,O,X,X
JLOSZTI,O,O,X,X,O,X,X,X,X,X
JLOSZIT,O,O,X,X,O,O,X,O,X,X
JLOZTIS,O,O,X,O,O,X,X,X,X,X
JLOZTSI,O,O,X,O,O,X,X,X,X,X
JLOZITS,X,O,X,O,O,O,X,O,X,X
JLOZIST,O,O,X,X,O,O,X,O,X,X
JLOZSTI,O,O,X,X,O,X,X,X,X,X
JLOZSIT,O,O,X,X,O,O,X,O,X,X
JSTILZO,X,O,X,X,X,X,O,O,X,X
JSTILOZ,X,O,X,X,X,X,O,O,X,X
JSTIZLO,X,X,O,X,X,O,O,X,X,X
JSTIZOL,X,X,O,X,X,O,X,X,X,X
JSTIOLZ,X,O,X,X,O,X,O,O,X,X
JSTIOZL,O,X,X,X,X,O,X,X,X,X
JSTLIZO,X,O,X,O,O,X,O,O,X,X
JSTLIOZ,X,O,X,O,O,X,O,O,X,X
JSTLZIO,X,O,X,O,O,X,O,X,X,X
JSTLZOI,X,O,X,O,O,X,O,X,X,X
JSTLOIZ,X,O,X,O,O,X,O,O,X,X
JSTLOZI,X,O,X,O,O,X,O,X,X,X
JSTZILO,O,X,O,X,X,O,O,X,X,X
JSTZIOL,O,X,O,X,X,O,X,X,X,X
JSTZLIO,O,O,O,O,X,X,O,X,X,X
JSTZLOI,O,O,O,O,X,X,O,X,X,X
JSTZOIL,O,X,O,X,X,O,X,X,X,X
JSTZOLI,O,O,O,O,X,X,X,X,X,X
JSTOILZ,X,O,X,X,O,X,O,O,X,X
JSTOIZL,O,X,X,X,X,O,X,X,X,X
JSTOLIZ,X,O,X,O,O,X,O,O,X,X
JSTOLZI,X,O,X,O,O,X,O,X,X,X
JSTOZIL,O,X,X,X,X,O,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,X,O,O,X,X
JSITLOZ,X,X,X,X,X,X,O,O,X,O
JSITZLO,X,X,O,X,X,O,O,X,X,X
JSITZOL,X,X,O,X,X,O,X,X,X,O
JSITOLZ,X,X,X,X,O,X,O,O,X,O
JSITOZL,O,X,X,X,X,O,X,X,X,O
JSILTZO,X,X,X,X,O,X,O,O,X,X
JSILTOZ,X,O,X,X,O,X,O,O,X,X
JSILZTO,X,X,O,X,O,O,O,O,X,X
JSILZOT,X,O,X,X,O,O,X,O,X,X
JSILOTZ,X,O,X,X,O,X,O,O,X,X
JSILOZT,O,O,X,X,O,O,X,O,X,X
JSIZTLO,O,X,O,X,X,O,O,X,X,X
JSIZTOL,O,X,O,X,X,O,X,X,X,X
JSIZLTO,X,X,O,X,X,O,O,O,X,X
JSIZLOT,O,X,X,X,X,O,X,O,X,X
JSIZOTL,O,X,O,X,X,O,X,X,X,X
JSIZOLT,O,X,X,X,O,O,X,O,X,X
JSIOTLZ,X,X,X,X,O,X,O,O,X,O
JSIOTZL,O,X,X,X,X,O,X,X,X,O
JSIOLTZ,X,O,X,X,O,X,O,O,X,X
JSIOLZT,O,O,X,X,O,O,X,O,X,X
JSIOZTL,O,X,O,X,X,O,X,X,X,X
JSIOZLT,O,X,X,X,O,O,X,O,X,X
JSLTIZO,X,O,X,O,O,X,O,O,X,X
JSLTIOZ,X,O,X,O,O,X,O,O,X,X
JSLTZIO,X,O,X,O,O,X,O,X,X,X
JSLTZOI,X,O,X,O,O,X,O,X,X,X
JSLTOIZ,X,O,X,O,O,X,O,O,X,X
JSLTOZI,X,O,X,O,O,X,O,X,X,X
JSLITZO,X,O,X,O,O,X,O,O,X,X
JSLITOZ,X,O,X,O,O,X,O,O,X,X
JSLIZTO,X,X,O,X,O,O,O,O,X,X
JSLIZOT,X,O,X,X,O,O,X,O,X,X
JSLIOTZ,X,O,X,O,O,X,O,O,X,X
JSLIOZT,O,O,X,X,O,O,X,O,X,X
JSLZTIO,O,X,O,X,O,X,O,X,X,X
JSLZTOI,O,X,O,X,O,X,O,X,X,X
JSLZITO,X,X,O,X,O,O,O,O,X,X
JSLZIOT,O,O,X,X,O,O,X,O,X,X
JSLZOTI,O,O,X,X,O,X,X,X,X,X
JSLZOIT,O,O,X,X,O,O,X,O,X,X
JSLOTIZ,X,O,X,O,O,X,O,O,X,X
JSLOTZI,X,O,X,O,O,X,O,X,X,X
JSLOITZ,X,O,X,O,O,X,O,O,X,X
JSLOIZT,O,O,X,X,O,O,X,O,X,X
JSLOZTI,O,O,X,X,O,X,X,X,X,X
JSLOZIT,O,O,X,X,O,O,X,O,X,X
JSZTILO,O,X,O,X,X,O,O,X,X,X
JSZTIOL,O,X,O,X,X,O,X,X,X,X
JSZTLIO,O,X,O,X,X,X,O,X,X,X
JSZTLOI,O,X,O,X,X,X,O,X,X,X
JSZTOIL,O,X,O,X,X,O,X,X,X,X
JSZTOLI,O,X,O,X,X,X,X,X,X,X
JSZITLO,O,X,O,X,X,O,O,X,X,X
JSZITOL,O,X,O,X,X,O,X,X,X,X
JSZILTO,X,X,O,X,X,O,O,O,X,X
JSZILOT,O,X,X,X,X,O,X,O,X,X
JSZIOTL,O,X,O,X,X,O,X,X,X,X
JSZIOLT,O,X,X,X,O,O,X,O,X,X
JSZLTIO,O,X,O,X,O,X,O,X,X,X
JSZLTOI,O,X,O,X,O,X,O,X,X,X
JSZLITO,X,X,O,X,O,O,O,O,X,X
JSZLIOT,O,O,X,X,O,O,X,O,X,X
JSZLOTI,O,O,X,X,O,X,X,X,X,X
JSZLOIT,O,O,X,X,O,O,X,O,X,X
JSZOTIL,O,X,O,X,X,O,X,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,X,X
JSZOITL,O,X,O,X,X,O,X,X,X,X
JSZOILT,O,X,X,X,O,O,X,O,X,X
JSZOLTI,O,O,X,X,O,X,X,X,X,X
JSZOLIT,O,O,X,X,O,O,X,O,X,X
JSOTILZ,X,O,X,X,O,X,O,O,X,X
JSOTIZL,O,X,X,X,X,O,X,X,X,X
JSOTLIZ,X,O,X,O,O,X,O,O,X,X
JSOTLZI,X,O,X,O,O,X,O,X,X,X
JSOTZIL,O,X,X,X,X,O,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X,X
JSOITLZ,X,X,X,X,O,X,O,O,X,O
JSOITZL,O,X,X,X,X,O,X,X,X,O
JSOILTZ,X,O,X,X,O,X,O,O,X,X
JSOILZT,O,O,X,X,O,O,X,O,X,X
JSOIZTL,O,X,O,X,X,O,X,X,X,X
JSOIZLT,O,X,X,X,O,O,X,O,X,X
JSOLTIZ,X,O,X,O,O,X,O,O,X,X
JSOLTZI,X,O,X,O,O,X,O,X,X,X
JSOLITZ,X,O,X,O,O,X,O,O,X,X
JSOLIZT,O,O,X,X,O,O,X,O,X,X
JSOLZTI,O,O,X,X,O,X,X,X,X,X
JSOLZIT,O,O,X,X,O,O,X,O,X,X
JSOZTIL,O,X,O,X,X,O,X,X,X,X
JSOZTLI,O,X,O,X,X,X,X,X,X,X
JSOZITL,O,X,O,X,X,O,X,X,X,X
JSOZILT,O,X,X,X,O,O,X,O,X,X
JSOZLTI,O,O,X,X,O,X,X,X,X,X
JSOZLIT,O,O,X,X,O,O,X,O,X,X
JZTILSO,O,X,O,O,X,O,O,X,X,X
JZTILOS,O,X,O,O,X,O,O,X,X,X
JZTISLO,O,X,O,X,X,O,O,X,X,X
JZTISOL,O,X,O,X,X,O,X,X,X,X
JZTIOLS,O,X,O,O,X,O,X,X,X,X
JZTIOSL,O,X,O,X,X,O,X,X,X,X
JZTLISO,O,O,O,O,X,X,O,X,X,X
JZTLIOS,O,O,O,O,X,X,O,X,X,X
JZTLSIO,O,O,O,O,X,X,O,X,X,X
JZTLSOI,O,O,O,O,X,X,O,X,X,X
JZTLOIS,O,O,O,O,X,X,O,X,X,X
JZTLOSI,O,O,O,O,X,X,O,X,X,X
JZTSILO,O,X,O,X,X,O,O,X,X,X
JZTSIOL,O,X,O,X,X,O,X,X,X,X
JZTSLIO,O,O,O,O,X,X,O,X,X,X
JZTSLOI,O,O,O,O,X,X,O,X,X,X
JZTSOIL,O,X,O,X,X,O,X,X,X,X
JZTSOLI,O,O,O,O,X,X,X,X,X,X
JZTOILS,O,X,O,O,X,O,X,X,X,X
JZTOISL,O,X,O,X,X,O,X,X,X,X
JZTOLIS,O,O,O,O,X,X,X,X,X,X
JZTOLSI,O,O,O,O,X,X,X,X,X,X
JZTOSIL,O,X,O,X,X,O,X,X,X,X
JZTOSLI,O,O,O,O,X,X,X,X,X,X
JZITLSO,O,X,O,X,X,O,O,X,X,X
JZITLOS,O,X,O,X,X,O,O,X,X,X
JZITSLO,O,X,O,X,X,O,O,X,X,X
JZITSOL,O,X,O,X,X,O,X,X,X,X
JZITOLS,O,X,O,X,X,O,X,X,X,X
JZITOSL,O,X,O,X,X,O,X,X,X,X
JZILTSO,X,X,O,X,X,O,O,O,X,X
JZILTOS,X,X,O,X,X,O,O,O,X,X
JZILSTO,X,X,O,X,X,O,O,O,X,X
JZILSOT,O,X,X,X,X,O,X,O,X,X
JZILOTS,X,X,X,X,X,O,X,O,X,X
JZILOST,O,X,X,X,X,O,X,O,X,X
JZISTLO,O,X,O,X,X,O,O,X,X,X
JZISTOL,O,X,O,X,X,O,X,X,X,X
JZISLTO,X,X,O,X,X,O,O,O,X,X
JZISLOT,O,X,X,X,X,O,X,O,X,X
JZISOTL,O,X,O,X,X,O,X,X,X,X
JZISOLT,O,X,X,X,O,O,X,O,X,X
JZIOTLS,O,X,O,X,X,O,X,X,X,X
JZIOTSL,O,X,O,X,X,O,X,X,X,X
JZIOLTS,X,X,X,X,X,O,X,O,X,X
JZIOLST,O,X,X,X,X,O,X,O,X,X
JZIOSTL,O,X,O,X,X,O,X,X,X,X
JZIOSLT,O,X,X,X,O,O,X,O,X,X
JZLTISO,O,O,O,O,O,X,O,X,X,X
JZLTIOS,O,O,O,O,O,X,O,X,X,X
JZLTSIO,O,O,O,O,O,X,O,X,X,X
JZLTSOI,O,O,O,O,O,X,O,X,X,X
JZLTOIS,O,O,O,O,O,X,O,X,X,X
JZLTOSI,O,O,O,O,O,X,O,X,X,X
JZLITSO,X,O,O,O,O,O,O,O,X,X
JZLITOS,X,O,O,O,O,O,O,O,X,X
JZLISTO,X,X,O,X,O,O,O,O,X,X
JZLISOT,O,O,X,X,O,O,X,O,X,X
JZLIOTS,X,O,X,O,O,O,X,O,X,X
JZLIOST,O,O,X,X,O,O,X,O,X,X
JZLSTIO,O,X,O,X,O,X,O,X,X,X
JZLSTOI,O,X,O,X,O,X,O,X,X,X
JZLSITO,X,X,O,X,O,O,O,O,X,X
JZLSIOT,O,O,X,X,O,O,X,O,X,X
JZLSOTI,O,O,X,X,O,X,X,X,X,X
JZLSOIT,O,O,X,X,O,O,X,O,X,X
JZLOTIS,O,O,X,O,O,X,X,X,X,X
JZLOTSI,O,O,X,O,O,X,X,X,X,X
JZLOITS,X,O,X,O,O,O,X,O,X,X
JZLOIST,O,O,X,X,O,O,X,O,X,X
JZLOSTI,O,O,X,X,O,X,X,X,X,X
JZLOSIT,O,O,X,X,O,O,X,O,X,X
JZSTILO,O,X,O,X,X,O,O,X,X,X
JZSTIOL,O,X,O,X,X,O,X,X,X,X
JZSTLIO,O,X,O,X,X,X,O,X,X,X
JZSTLOI,O,X,O,X,X,X,O,X,X,X
JZSTOIL,O,X,O,X,X,O,X,X,X,X
JZSTOLI,O,X,O,X,X,X,X,X,X,X
JZSITLO,O,X,O,X,X,O,O,X,X,X
JZSITOL,O,X,O,X,X,O,X,X,X,X
JZSILTO,X,X,O,X,X,O,O,O,X,X
JZSILOT,O,X,X,X,X,O,X,O,X,X
JZSIOTL,O,X,O,X,X,O,X,X,X,X
JZSIOLT,O,X,X,X,O,O,X,O,X,X
JZSLTIO,O,X,O,X,O,X,O,X,X,X
JZSLTOI,O,X,O,X,O,X,O,X,X,X
JZSLITO,X,X,O,X,O,O,O,O,X,X
JZSLIOT,O,O,X,X,O,O,X,O,X,X
JZSLOTI,O,O,X,X,O,X,X,X,X,X
JZSLOIT,O,O,X,X,O,O,X,O,X,X
JZSOTIL,O,X,O,X,X,O,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,X,X
JZSOITL,O,X,O,X,X,O,X,X,X,X
JZSOILT,O,X,X,X,O,O,X,O,X,X
JZSOLTI,O,O,X,X,O,X,X,X,X,X
JZSOLIT,O,O,X,X,O,O,X,O,X,X
JZOTILS,O,X,O,O,X,O,X,X,X,X
JZOTISL,O,X,O,X,X,O,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,X,X,X
JZOTLSI,O,O,O,O,X,X,X,X,X,X
JZOTSIL,O,X,O,X,X,O,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X,X,X,X
JZOITLS,O,X,O,X,X,O,X,X,X,X
JZOITSL,O,X,O,X,X,O,X,X,X,X
JZOILTS,X,X,X,X,X,O,X,O,X,X
JZOILST,O,X,X,X,X,O,X,O,X,X
JZOISTL,O,X,O,X,X,O,X,X,X,X
JZOISLT,O,X,X,X,O,O,X,O,X,X
JZOLTIS,O,O,X,O,O,X,X,X,X,X
JZOLTSI,O,O,X,O,O,X,X,X,X,X
JZOLITS,X,O,X,O,O,O,X,O,X,X
JZOLIST,O,O,X,X,O,O,X,O,X,X
JZOLSTI,O,O,X,X,O,X,X,X,X,X
JZOLSIT,O,O,X,X,O,O,X,O,X,X
JZOSTIL,O,X,O,X,X,O,X,X,X,X
JZOSTLI,O,X,O,X,X,X,X,X,X,X
JZOSITL,O,X,O,X,X,O,X,X,X,X
JZOSILT,O,X,X,X,O,O,X,O,X,X
JZOSLTI,O,O,X,X,O,X,X,X,X,X
