sequence,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFUcBRdBFgBT?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFzbBRdBUgBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldB6lB/?mBUiBeqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhF8gBRdBKlBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldBigBU?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jel7IvhFRdBmfB6mBT?iB3lB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jey/IvhFWhB3dBTlBx?mBlmB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeR7IvhFzcBuiBigBc?qBlmB/pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Je39IvhFxfBylBWnBT?lBlmB0pB
JSTLZOI,O,X,O,X,X,O,X,X,X
JSTLOIZ,O,X,O,X,O,O,X,X,X
JSTLOZI,O,X,O,X,X,O,X,X,X
JSTZILO,O,X,O,X,X,X,X,X,X
JSTZIOL,X,X,O,X,X,X,X,X,X
JSTZLIO,O,X,O,X,X,X,X,O,X
JSTZLOI,O,X,O,X,X,X,X,O,X
JSTZOIL,O,X,O,X,X,X,X,X,X
JSTZOLI,O,X,O,X,X,X,X,O,X
JSTOILZ,O,X,O,X,X,X,X,X,X
JSTOIZL,O,X,O,X,X,X,X,X,X
JSTOLIZ,O,X,O,X,O,O,X,X,X
JSTOLZI,O,X,O,X,X,O,X,X,X
JSTOZIL,O,X,O,X,X,X,X,X,X
JSTOZLI,O,X,O,X,X,X,X,O,X
JSITLZO,O,X,O,X,X,X,X,X,O
JSITLOZ,X,X,O,X,X,X,X,X,O
JSITZLO,O,X,O,X,X,X,X,X,X
JSITZOL,X,X,O,X,X,X,X,X,X
JSITOLZ,X,X,O,X,X,X,X,X,X
JSITOZL,X,X,O,X,X,X,X,X,X
JSILTZO,O,X,O,O,X,X,X,X,O
JSILTOZ,X,X,O,O,X,O,X,X,O
JSILZTO,O,X,O,X,X,X,X,X,O
JSILZOT,O,O,O,X,X,X,X,X,O
JSILOTZ,X,X,O,O,X,O,X,X,O
JSILOZT,X,X,O,X,X,O,X,X,O
JSIZTLO,O,X,O,X,X,X,X,X,X
JSIZTOL,X,X,O,X,X,X,X,X,X
JSIZLTO,O,X,O,X,X,X,X,X,O
JSIZLOT,O,O,O,X,X,X,X,X,O
JSIZOTL,X,X,O,X,X,X,X,X,X
JSIZOLT,X,O,O,X,X,X,X,X,X
JSIOTLZ,X,X,O,X,X,X,O,X,X
JSIOTZL,X,X,O,X,X,X,X,X,X
JSIOLTZ,X,X,O,O,X,O,O,X,O
JSIOLZT,X,X,O,X,X,O,O,X,O
JSIOZTL,X,X,O,X,X,X,X,X,X
JSIOZLT,X,X,O,X,X,X,O,X,X
JSLTIZO,O,X,O,O,X,X,X,X,O
JSLTIOZ,X,X,O,O,O,O,X,X,O
JSLTZIO,O,X,O,O,X,X,X,X,X
JSLTZOI,O,X,O,O,X,O,X,X,X
JSLTOIZ,O,X,O,O,O,O,X,X,X
JSLTOZI,O,X,O,O,X,O,X,X,X
JSLITZO,O,X,O,O,X,X,X,X,O
JSLITOZ,X,X,O,O,O,O,X,X,O
JSLIZTO,O,X,O,X,O,X,X,X,O
JSLIZOT,O,O,O,X,O,X,X,X,O
JSLIOTZ,X,X,O,O,O,O,X,X,O
JSLIOZT,X,X,O,X,O,O,X,X,O
JSLZTIO,X,X,O,X,O,X,X,X,X
JSLZTOI,X,X,O,X,O,O,X,X,X
JSLZITO,O,X,O,X,O,X,X,X,O
JSLZIOT,O,O,O,X,O,X,X,X,O
JSLZOTI,X,O,O,O,O,O,X,X,X
JSLZOIT,O,O,O,X,O,O,X,X,X
JSLOTIZ,O,X,O,O,O,O,X,X,X
JSLOTZI,O,X,O,O,X,O,X,X,X
JSLOITZ,O,X,O,O,O,O,X,X,O
JSLOIZT,O,X,O,X,O,O,X,X,O
JSLOZTI,X,X,O,O,O,O,X,X,X
JSLOZIT,O,X,O,X,O,O,X,X,X
JSZTILO,O,X,O,X,X,X,X,X,X
JSZTIOL,X,X,O,X,O,X,X,X,X
JSZTLIO,O,X,O,X,O,X,X,O,X
JSZTLOI,O,X,O,X,O,X,X,O,X
JSZTOIL,O,X,O,X,O,X,X,X,X
JSZTOLI,O,X,O,X,O,X,X,O,X
JSZITLO,O,X,O,X,X,X,X,X,X
JSZITOL,X,X,O,X,O,X,X,X,X
JSZILTO,O,X,O,X,X,X,X,X,O
JSZILOT,O,O,O,X,X,X,X,X,O
JSZIOTL,X,X,O,X,O,X,X,X,X
JSZIOLT,X,O,O,X,X,X,X,X,X
JSZLTIO,X,X,O,X,O,X,X,O,X
JSZLTOI,X,X,O,X,O,O,X,O,X
JSZLITO,O,X,O,X,O,X,X,X,O
JSZLIOT,O,O,O,X,O,X,X,X,O
JSZLOTI,X,O,O,X,O,O,X,X,X
JSZLOIT,O,O,O,X,O,O,X,X,X
JSZOTIL,O,X,O,X,O,X,X,X,X
JSZOTLI,O,X,O,X,O,X,X,X,X
JSZOITL,O,X,O,X,O,X,X,X,X
JSZOILT,O,O,O,X,X,X,X,X,X
JSZOLTI,X,O,O,X,O,O,X,X,X
JSZOLIT,O,O,O,X,O,O,X,X,X
JSOTILZ,O,X,O,X,X,X,X,X,X
JSOTIZL,O,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,X,O,O,O,X,X
JSOTLZI,O,X,O,X,X,O,X,X,X
JSOTZIL,O,X,O,X,X,X,X,X,X
JSOTZLI,O,X,O,X,X,X,X,X,X
JSOITLZ,O,X,O,X,X,X,O,X,X
JSOITZL,O,X,O,X,X,X,X,X,X
JSOILTZ,O,X,O,O,X,O,O,X,O
JSOILZT,O,X,O,X,X,O,O,X,O
JSOIZTL,O,X,O,X,X,X,X,X,X
JSOIZLT,O,X,O,X,X,X,O,X,X
JSOLTIZ,O,X,O,O,O,O,O,X,X
JSOLTZI,O,X,O,O,X,O,X,X,X
JSOLITZ,O,X,O,O,O,O,O,X,O
JSOLIZT,O,X,O,X,O,O,O,X,O
JSOLZTI,X,X,O,O,O,O,X,X,X
JSOLZIT,O,X,O,X,O,O,O,X,X
JSOZTIL,O,X,O,X,O,X,X,X,X
JSOZTLI,O,X,O,X,O,X,X,X,X
JSOZITL,O,X,O,X,O,X,X,X,X
JSOZILT,O,X,O,X,X,X,X,X,X
JSOZLTI,X,X,O,X,O,O,X,X,X
JSOZLIT,O,X,O,X,O,O,O,X,X
JZTILSO,O,O,O,X,O,X,X,O,X
JZTILOS,O,O,O,X,O,X,X,O,X
JZTISLO,O,O,O,X,X,X,X,X,X
JZTISOL,X,O,O,X,O,X,X,X,X
JZTIOLS,O,O,O,X,O,X,X,O,X
JZTIOSL,O,O,O,X,O,X,X,X,X
JZTLISO,O,O,O,X,O,X,X,O,X
JZTLIOS,O,O,O,X,O,X,X,O,X
JZTLSIO,O,O,O,X,O,X,X,O,X
JZTLSOI,O,O,O,X,O,X,X,O,X
JZTLOIS,O,O,O,X,O,X,X,O,X
JZTLOSI,O,O,O,X,O,X,X,O,X
JZTSILO,O,O,O,X,X,X,X,X,X
JZTSIOL,X,O,O,X,O,X,X,X,X
JZTSLIO,O,O,O,X,O,X,X,O,X
JZTSLOI,O,O,O,X,O,X,X,O,X
JZTSOIL,O,O,O,X,O,X,X,X,X
JZTSOLI,O,O,O,X,O,X,X,O,X
JZTOILS,O,O,O,X,O,X,X,O,X
JZTOISL,O,O,O,X,O,X,X,X,X
JZTOLIS,O,O,O,X,O,X,X,O,X
JZTOLSI,O,O,O,X,O,X,X,O,X
JZTOSIL,O,O,O,X,O,X,X,X,X
JZTOSLI,O,O,O,X,O,X,X,O,X
JZITLSO,O,O,O,X,O,X,X,O,X
JZITLOS,O,O,O,X,O,X,X,O,X
JZITSLO,O,O,O,X,X,X,X,X,X
JZITSOL,X,O,O,X,O,X,X,X,X
JZITOLS,O,O,O,X,O,X,X,O,X
JZITOSL,O,O,O,X,O,X,X,X,X
JZILTSO,O,O,O,O,O,X,X,O,X
JZILTOS,O,O,O,O,O,X,X,O,X
JZILSTO,O,X,X,X,O,X,X,X,O
JZILSOT,O,O,X,X,O,X,X,X,O
JZILOTS,O,O,O,O,O,X,X,X,X
JZILOST,O,O,X,X,O,X,X,X,X
JZISTLO,O,X,X,X,X,X,X,X,X
JZISTOL,X,X,X,X,O,X,X,X,X
JZISLTO,O,X,X,X,X,X,X,X,O
JZISLOT,O,O,X,X,X,X,X,X,O
JZISOTL,X,X,X,X,O,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,X,X
JZIOTLS,O,O,O,X,O,X,X,X,X
JZIOTSL,O,X,O,X,O,X,X,X,X
JZIOLTS,O,O,O,O,O,X,X,X,X
JZIOLST,O,O,X,X,O,X,X,X,X
JZIOSTL,O,X,X,X,O,X,X,X,X
JZIOSLT,O,O,X,X,X,X,X,X,X
JZLTISO,O,O,O,O,O,X,X,O,X
JZLTIOS,O,O,O,O,O,X,X,O,X
JZLTSIO,O,O,O,O,O,X,X,O,X
JZLTSOI,O,O,O,O,O,X,X,O,X
JZLTOIS,O,O,O,O,O,X,X,O,X
JZLTOSI,O,O,O,O,O,X,X,O,X
JZLITSO,O,O,O,O,O,X,X,O,X
JZLITOS,O,O,O,O,O,X,X,O,X
JZLISTO,O,X,O,X,O,X,X,X,O
JZLISOT,O,O,O,X,O,X,X,X,O
JZLIOTS,O,O,O,O,O,X,X,X,X
JZLIOST,O,O,O,X,O,X,X,X,X
JZLSTIO,X,X,O,X,O,X,X,O,X
JZLSTOI,X,X,O,X,O,X,X,O,X
JZLSITO,O,X,O,X,O,X,X,X,O
JZLSIOT,O,O,O,X,O,X,X,X,O
JZLSOTI,X,O,O,O,O,X,X,X,X
JZLSOIT,O,O,O,X,O,X,X,X,X
JZLOTIS,O,O,O,O,O,X,X,O,X
JZLOTSI,O,O,O,O,O,X,X,O,X
JZLOITS,O,O,O,O,O,X,X,X,X
JZLOIST,O,O,O,X,O,X,X,X,X
JZLOSTI,X,O,O,O,O,X,X,X,X
JZLOSIT,O,O,O,X,O,X,X,X,X
JZSTILO,O,X,O,X,X,X,X,X,X
JZSTIOL,X,X,O,X,O,X,X,X,X
JZSTLIO,O,X,O,X,O,X,X,O,X
JZSTLOI,O,X,O,X,O,X,X,O,X
JZSTOIL,O,X,O,X,O,X,X,X,X
JZSTOLI,O,X,O,X,O,X,X,O,X
JZSITLO,O,X,O,X,X,X,X,X,X
JZSITOL,X,X,O,X,O,X,X,X,X
JZSILTO,O,X,O,X,X,X,X,X,O
JZSILOT,O,O,O,X,X,X,X,X,O
JZSIOTL,X,X,O,X,O,X,X,X,X
JZSIOLT,X,O,O,X,X,X,X,X,X
JZSLTIO,X,X,O,X,O,X,X,O,X
JZSLTOI,X,X,O,X,O,X,X,O,X
JZSLITO,O,X,O,X,O,X,X,X,O
JZSLIOT,O,O,O,X,O,X,X,X,O
JZSLOTI,X,O,O,X,O,X,X,X,X
JZSLOIT,O,O,O,X,O,X,X,X,X
JZSOTIL,O,X,O,X,O,X,X,X,X
JZSOTLI,O,X,O,X,O,X,X,X,X
JZSOITL,O,X,O,X,O,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,X,X
JZSOLTI,X,O,O,X,O,X,X,X,X
JZSOLIT,O,O,O,X,O,X,X,X,X
JZOTILS,O,O,O,X,O,X,X,O,X
JZOTISL,O,O,O,X,O,X,X,X,X
JZOTLIS,O,O,O,X,O,X,X,O,X
JZOTLSI,O,O,O,X,O,X,X,O,X
JZOTSIL,O,O,O,X,O,X,X,X,X
JZOTSLI,O,O,O,X,O,X,X,O,X
JZOITLS,O,O,O,X,O,X,X,X,X
JZOITSL,O,X,O,X,O,X,X,X,X
JZOILTS,O,O,O,O,O,X,X,X,X
JZOILST,O,O,X,X,O,X,X,X,X
JZOISTL,O,X,X,X,O,X,X,X,X
JZOISLT,O,O,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,O,X,X,O,X
JZOLTSI,O,O,O,O,O,X,X,O,X
JZOLITS,O,O,O,O,O,X,X,X,X
JZOLIST,O,O,O,X,O,X,X,X,X
JZOLSTI,X,O,O,O,O,X,X,X,X
JZOLSIT,O,O,O,X,O,X,X,X,X
JZOSTIL,O,X,O,X,O,X,X,X,X
JZOSTLI,O,X,O,X,O,X,X,X,X
JZOSITL,O,X,O,X,O,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,X,X
JZOSLTI,X,O,O,X,O,X,X,X,X
JZOSLIT,O,O,O,X,O,X,X,X,X
JOTILSZ,O,X,O,O,O,X,O,X,X
JOTILZS,O,X,O,O,O,X,X,X,X
JOTISLZ,O,X,O,O,X,X,O,X,X
JOTISZL,O,X,O,X,X,X,X,X,X
JOTIZLS,O,X,O,O,X,X,X,O,X
JOTIZSL,O,X,O,X,X,X,X,X,X
JOTLISZ,O,X,O,O,O,X,O,X,X
JOTLIZS,O,X,O,O,O,X,X,X,X
JOTLSIZ,O,X,O,O,O,X,O,X,X
JOTLSZI,O,X,O,O,X,X,X,X,X
JOTLZIS,O,X,O,O,O,X,X,O,X
JOTLZSI,O,X,O,O,O,X,X,O,X
JOTSILZ,O,X,O,O,X,X,X,X,X
JOTSIZL,O,X,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,O,O,X,O,X,X
JOTSLZI,O,X,O,O,X,X,X,X,X
JOTSZIL,O,X,O,X,X,X,X,X,X
JOTSZLI,O,X,O,X,X,X,X,O,X
JOTZILS,O,X,O,O,O,X,X,O,X
JOTZISL,O,X,O,X,O,X,X,X,X
JOTZLIS,O,X,O,O,O,X,X,O,X
JOTZLSI,O,X,O,O,O,X,X,O,X
JOTZSIL,O,X,O,X,O,X,X,X,X
JOTZSLI,O,X,O,X,O,X,X,O,X
JOITLSZ,O,X,O,O,O,X,O,X,X
JOITLZS,O,X,O,O,O,X,X,X,X
JOITSLZ,O,X,O,O,X,X,O,X,X
JOITSZL,O,X,O,X,X,X,X,X,X
JOITZLS,O,X,O,O,X,X,X,X,X
JOITZSL,O,X,O,X,X,X,X,X,X
JOILTSZ,O,X,O,O,O,X,O,X,X
JOILTZS,O,X,O,O,O,X,X,X,X
JOILSTZ,O,X,O,O,O,O,O,X,O
JOILSZT,O,X,O,X,O,O,O,X,O
JOILZTS,O,O,O,O,O,X,X,X,X
JOILZST,O,O,O,X,O,X,O,X,X
JOISTLZ,O,X,O,X,X,X,O,X,X
JOISTZL,O,X,O,X,X,X,X,X,X
JOISLTZ,O,X,O,O,X,X,O,X,O
JOISLZT,O,X,O,X,X,X,O,X,O
JOISZTL,O,X,O,X,X,X,X,X,X
JOISZLT,O,X,O,X,X,X,O,X,X
JOIZTLS,O,O,O,X,O,X,X,X,X
JOIZTSL,O,X,O,X,O,X,X,X,X
JOIZLTS,O,O,O,O,O,X,X,X,X
JOIZLST,O,O,X,X,O,X,O,X,X
JOIZSTL,O,X,X,X,O,X,X,X,X
JOIZSLT,O,O,X,X,X,X,O,X,X
JOLTISZ,O,X,O,O,O,X,O,X,X
JOLTIZS,O,X,O,O,O,X,X,X,X
JOLTSIZ,O,X,O,O,O,X,O,X,X
JOLTSZI,O,X,O,O,X,X,X,X,X
JOLTZIS,O,X,O,O,O,X,X,X,X
JOLTZSI,O,X,O,O,O,X,X,X,X
JOLITSZ,O,X,O,O,O,X,O,X,X
JOLITZS,O,X,O,O,O,X,X,X,X
JOLISTZ,O,X,O,O,O,O,O,X,O
JOLISZT,O,X,O,X,O,O,O,X,O
JOLIZTS,O,O,O,O,O,X,X,X,X
JOLIZST,O,O,O,X,O,X,O,X,X
JOLSTIZ,O,X,O,O,O,O,O,X,X
JOLSTZI,O,X,O,O,X,O,X,X,X
JOLSITZ,O,X,O,O,O,O,O,X,O
JOLSIZT,O,X,O,X,O,O,O,X,O
JOLSZTI,X,X,O,O,O,O,X,X,X
JOLSZIT,O,X,O,X,O,O,O,X,X
JOLZTIS,O,O,O,O,O,X,X,X,X
JOLZTSI,O,O,O,O,O,X,X,X,X
JOLZITS,O,O,O,O,O,X,X,X,X
JOLZIST,O,O,O,X,O,X,O,X,X
JOLZSTI,X,O,O,O,O,X,X,X,X
JOLZSIT,O,O,O,X,O,X,O,X,X
JOSTILZ,O,X,O,X,X,X,X,X,X
JOSTIZL,O,X,O,X,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,O,O,X,X
JOSTLZI,O,X,O,X,X,O,X,X,X
JOSTZIL,O,X,O,X,X,X,X,X,X
JOSTZLI,O,X,O,X,X,X,X,X,X
JOSITLZ,O,X,O,X,X,X,O,X,X
JOSITZL,O,X,O,X,X,X,X,X,X
JOSILTZ,O,X,O,O,X,O,O,X,O
JOSILZT,O,X,O,X,X,O,O,X,O
JOSIZTL,O,X,O,X,X,X,X,X,X
JOSIZLT,O,X,O,X,X,X,O,X,X
JOSLTIZ,O,X,O,O,O,O,O,X,X
JOSLTZI,O,X,O,O,X,O,X,X,X
JOSLITZ,O,X,O,O,O,O,O,X,O
JOSLIZT,O,X,O,X,O,O,O,X,O
JOSLZTI,X,X,O,O,O,O,X,X,X
JOSLZIT,O,X,O,X,O,O,O,X,X
JOSZTIL,O,X,O,X,O,X,X,X,X
JOSZTLI,O,X,O,X,O,X,X,X,X
JOSZITL,O,X,O,X,O,X,X,X,X
JOSZILT,O,X,O,X,X,X,X,X,X
JOSZLTI,X,X,O,X,O,O,X,X,X
JOSZLIT,O,X,O,X,O,O,O,X,X
JOZTILS,O,O,O,X,O,X,X,O,X
JOZTISL,O,X,O,X,O,X,X,X,X
JOZTLIS,O,O,O,X,O,X,X,O,X
JOZTLSI,O,O,O,X,O,X,X,O,X
JOZTSIL,O,X,O,X,O,X,X,X,X
JOZTSLI,O,X,O,X,O,X,X,O,X
JOZITLS,O,O,O,X,O,X,X,X,X
JOZITSL,O,X,O,X,O,X,X,X,X
JOZILTS,O,O,O,O,O,X,X,X,X
JOZILST,O,O,X,X,O,X,O,X,X
JOZISTL,O,X,X,X,O,X,X,X,X
JOZISLT,O,O,X,X,X,X,O,X,X
JOZLTIS,O,O,O,O,O,X,X,O,X
JOZLTSI,O,O,O,O,O,X,X,O,X
JOZLITS,O,O,O,O,O,X,X,X,X
JOZLIST,O,O,O,X,O,X,O,X,X
JOZLSTI,X,O,O,O,O,X,X,X,X
JOZLSIT,O,O,O,X,O,X,O,X,X
JOZSTIL,O,X,O,X,O,X,X,X,X
JOZSTLI,O,X,O,X,O,X,X,X,X
JOZSITL,O,X,O,X,O,X,X,X,X
JOZSILT,O,O,O,X,X,X,X,X,X
JOZSLTI,X,O,O,X,O,X,X,X,X
JOZSLIT,O,O,O,X,O,X,O,X,X
STILJZO,X,O,X,O,X,X,X,X,O
STILJOZ,X,O,O,O,X,X,X,X,O
STILZJO,X,O,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X,X
STILOJZ,X,O,O,O,X,X,X,X,X
STILOZJ,X,O,O,X,X,X,X,X,X
STIJLZO,X,O,O,O,X,X,X,X,O
STIJLOZ,X,O,O,O,X,X,X,X,O
STIJZLO,X,O,O,O,X,X,X,X,X
STIJZOL,X,O,O,X,X,X,X,X,X
STIJOLZ,X,O,O,O,X,X,X,X,X
STIJOZL,X,O,O,X,X,X,X,X,X
STIZLJO,X,O,O,X,X,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X,X,X
STIZJLO,X,O,O,X,X,X,X,X,X
STIZJOL,X,O,O,X,X,X,X,X,X
STIZOLJ,X,O,O,X,X,X,X,X,X
STIZOJL,X,O,O,X,X,X,X,X,X
STIOLJZ,X,O,O,O,X,X,O,X,X
STIOLZJ,X,O,O,X,X,X,X,X,X
STIOJLZ,X,O,O,O,X,X,O,X,X
STIOJZL,X,O,O,X,X,X,X,X,X
STIOZLJ,X,O,O,X,X,X,X,X,X
STIOZJL,X,O,O,X,X,X,X,X,X
STLIJZO,X,O,X,O,X,X,X,X,O
STLIJOZ,X,O,O,O,X,O,X,X,O
STLIZJO,X,O,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X,X
STLIOJZ,X,O,O,O,X,O,X,X,X
STLIOZJ,X,O,O,X,X,O,X,X,X
STLJIZO,X,O,O,O,X,X,X,X,O
STLJIOZ,X,O,O,O,X,O,X,X,O
STLJZIO,X,O,O,O,X,X,X,X,X
STLJZOI,X,O,O,O,X,O,X,X,X
STLJOIZ,X,O,O,O,X,O,X,X,X
STLJOZI,X,O,O,O,X,O,X,X,X
STLZIJO,X,O,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X,X
STLZJIO,X,O,X,O,X,X,X,X,X
STLZJOI,X,O,X,O,X,O,X,X,X
STLZOIJ,O,O,X,X,X,O,X,X,X
STLZOJI,O,O,X,O,X,O,X,X,X
STLOIJZ,X,O,O,O,X,O,X,X,X
STLOIZJ,O,O,O,X,X,O,X,X,X
STLOJIZ,O,O,O,O,X,O,X,X,X
STLOJZI,O,O,O,O,X,O,X,X,X
STLOZIJ,O,O,X,X,X,O,X,X,X
STLOZJI,O,O,X,O,X,O,X,X,X
STJILZO,X,O,O,O,X,X,X,X,O
STJILOZ,X,O,O,O,X,X,X,X,O
STJIZLO,X,O,O,O,X,X,X,X,X
STJIZOL,X,O,O,X,X,X,X,X,X
STJIOLZ,X,O,O,O,X,X,X,X,X
STJIOZL,X,O,O,X,X,X,X,X,X
STJLIZO,X,O,O,O,X,X,X,X,O
STJLIOZ,X,O,O,O,O,O,X,X,O
STJLZIO,X,O,O,O,X,X,X,X,X
STJLZOI,X,O,O,O,X,O,X,X,X
STJLOIZ,X,O,O,O,O,O,X,X,X
STJLOZI,X,O,O,O,X,O,X,X,X
STJZILO,X,O,O,O,X,X,X,X,X
STJZIOL,X,O,O,X,X,X,X,X,X
STJZLIO,X,O,O,O,X,X,X,O,X
STJZLOI,X,O,O,O,X,X,X,O,X
STJZOIL,X,O,O,X,X,X,X,X,X
STJZOLI,X,O,O,X,X,X,X,O,X
STJOILZ,X,O,O,O,X,X,X,X,X
STJOIZL,X,O,O,X,X,X,X,X,X
STJOLIZ,X,O,O,O,O,O,X,X,X
STJOLZI,X,O,O,O,X,O,X,X,X
STJOZIL,X,O,O,X,X,X,X,X,X
STJOZLI,X,O,O,X,X,X,X,O,X
STZILJO,X,O,O,X,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X,X
STZIJLO,X,O,O,X,X,X,X,X,X
STZIJOL,X,O,O,X,O,X,X,X,X
STZIOLJ,X,O,O,X,X,X,X,X,X
STZIOJL,X,O,O,X,O,X,X,X,X
STZLIJO,X,O,O,X,X,X,X,X,X
STZLIOJ,O,O,O,X,X,X,X,X,X
STZLJIO,X,O,O,O,X,X,X,O,X
STZLJOI,X,O,O,O,X,X,X,O,X
STZLOIJ,O,O,O,X,X,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,O,X
STZJILO,X,O,O,O,X,X,X,X,X
STZJIOL,X,O,O,X,O,X,X,X,X
STZJLIO,X,O,O,O,O,X,X,O,X
STZJLOI,X,O,O,O,O,X,X,O,X
STZJOIL,X,O,O,X,O,X,X,X,X
STZJOLI,X,O,O,X,O,X,X,O,X
STZOILJ,O,O,O,X,X,X,X,X,X
STZOIJL,X,O,O,X,O,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,O,X
STZOJIL,X,O,O,X,O,X,X,X,X
STZOJLI,X,O,O,X,O,X,X,O,X
STOILJZ,X,O,O,O,X,X,O,X,X
STOILZJ,O,O,O,X,X,X,X,X,X
STOIJLZ,X,O,O,O,X,X,O,X,X
STOIJZL,X,O,O,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X,X,X
STOIZJL,X,O,O,X,X,X,X,X,X
STOLIJZ,X,O,O,O,X,O,O,X,X
STOLIZJ,O,O,O,X,X,O,X,X,X
STOLJIZ,O,O,O,O,X,O,O,X,X
STOLJZI,O,O,O,O,X,O,X,X,X
STOLZIJ,O,O,X,X,X,O,X,X,X
STOLZJI,O,O,X,O,X,O,X,X,X
STOJILZ,O,O,O,O,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,X
STOJLIZ,O,O,O,O,O,O,O,X,X
STOJLZI,O,O,O,O,X,O,X,X,X
STOJZIL,O,O,O,X,X,X,X,X,X
STOJZLI,O,O,O,X,X,X,X,O,X
STOZILJ,O,O,O,X,X,X,X,X,X
STOZIJL,X,O,O,X,O,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,O,X
STOZJIL,X,O,O,X,O,X,X,X,X
STOZJLI,X,O,O,X,O,X,X,O,X
SITLJZO,X,O,X,O,X,X,X,X,O
SITLJOZ,X,O,O,O,X,X,X,X,O
SITLZJO,X,O,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X,X
SITLOJZ,X,O,O,O,X,X,X,X,X
SITLOZJ,X,O,O,X,X,X,X,X,X
SITJLZO,X,O,O,O,X,X,X,X,O
SITJLOZ,X,O,O,O,X,X,X,X,O
SITJZLO,X,O,O,O,X,X,X,X,X
SITJZOL,X,O,O,X,X,X,X,X,X
SITJOLZ,X,O,O,O,X,X,X,X,X
SITJOZL,X,O,O,X,X,X,X,X,X
SITZLJO,X,O,O,X,X,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X
SITZJLO,X,O,O,X,X,X,X,X,X
SITZJOL,X,O,O,X,X,X,X,X,X
SITZOLJ,X,O,O,X,X,X,X,X,X
SITZOJL,X,O,O,X,X,X,X,X,X
SITOLJZ,X,O,O,O,X,X,O,X,X
SITOLZJ,X,O,O,X,X,X,X,X,X
SITOJLZ,X,O,O,O,X,X,O,X,X
SITOJZL,X,O,O,X,X,X,X,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X,X,X
SILTJZO,X,O,X,O,X,X,X,X,O
SILTJOZ,X,O,O,O,X,O,X,X,O
SILTZJO,X,O,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X,X,X
SILTOJZ,X,O,O,O,X,O,X,X,X
SILTOZJ,X,O,O,X,X,O,X,X,X
SILJTZO,O,X,X,O,X,X,X,X,O
SILJTOZ,X,X,O,O,X,O,X,X,O
SILJZTO,O,X,O,X,X,X,X,X,O
SILJZOT,O,O,O,X,X,X,X,X,O
SILJOTZ,X,X,O,O,X,O,X,X,O
SILJOZT,X,X,O,X,X,O,X,X,O
SILZTJO,X,O,O,X,X,X,X,X,X
SILZTOJ,X,O,O,X,X,X,X,X,X
SILZJTO,X,X,O,X,X,X,X,X,O
SILZJOT,X,O,O,X,X,X,X,X,O
SILZOTJ,X,O,O,X,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,O,X,O,O,X,X
SILOTZJ,O,X,O,X,X,O,X,X,X
SILOJTZ,O,X,X,O,X,O,O,X,O
SILOJZT,O,X,X,X,X,O,O,X,O
SILOZTJ,X,X,O,X,X,O,X,X,X
SILOZJT,X,X,X,X,X,O,O,X,X
SIJTLZO,O,X,O,X,X,X,X,X,O
SIJTLOZ,X,X,O,X,X,X,X,X,O
SIJTZLO,O,X,O,X,X,X,X,X,X
SIJTZOL,X,X,O,X,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,X,X,X,X
SIJTOZL,X,X,O,X,X,X,X,X,X
SIJLTZO,O,X,O,O,X,X,X,X,O
SIJLTOZ,X,X,O,O,X,O,X,X,O
