sequence,v115@EhD8EeF8DeE8BeG8JeT6IvhF0cBxdBmgBFlBSrBXqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFegBCcBxdBlhBUmBXqB,v115@EhD8EeF8DeE8BeG8Je2/IvhFfhB0cBxiBFlBSrBzpB,v115@EhD8EeF8DeE8BeG8Je//IvhF0cBxdBOqBTmBllBCqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFxdBXgBlhBUmBeqBCrB,v115@EhD8EeF8DeE8BeG8Jem6IvhFqgBxdB0fBlhBTmBXqB,v115@EhD8EeF8DeE8BeG8Je//IvhFxdBOlBlhBUmBCmBzpB
SIZOTJL,X,O,X,O,O,X,O
SIZOLTJ,O,O,X,X,O,O,X
SIZOLJT,O,O,X,O,X,O,X
SIZOJTL,X,O,X,O,O,X,O
SIZOJLT,X,O,X,O,X,O,X
SIOTLJZ,O,O,X,X,X,X,X
SIOTLZJ,O,X,X,X,O,O,X
SIOTJLZ,X,O,X,O,X,X,X
SIOTJZL,X,O,X,O,O,X,X
SIOTZLJ,X,O,X,X,O,O,X
SIOTZJL,X,O,X,O,O,X,O
SIOLTJZ,O,O,X,X,X,X,X
SIOLTZJ,O,X,X,X,O,O,X
SIOLJTZ,X,O,X,O,X,X,X
SIOLJZT,O,O,X,O,X,X,X
SIOLZTJ,O,O,X,X,O,O,X
SIOLZJT,O,O,X,O,X,O,X
SIOJTLZ,X,O,X,O,X,X,X
SIOJTZL,X,O,X,O,O,X,X
SIOJLTZ,X,O,X,O,X,X,X
SIOJLZT,X,O,X,O,X,X,X
SIOJZTL,X,O,X,O,O,X,X
SIOJZLT,X,O,X,O,X,X,X
SIOZTLJ,X,O,X,X,O,O,X
SIOZTJL,X,O,X,O,O,X,O
SIOZLTJ,O,O,X,X,O,O,X
SIOZLJT,O,O,X,O,X,O,X
SIOZJTL,X,O,X,O,O,X,O
SIOZJLT,X,O,X,O,X,O,X
SLTIJZO,O,O,O,X,X,O,X
SLTIJOZ,O,O,O,X,X,X,X
SLTIZJO,O,O,O,X,X,O,O
SLTIZOJ,O,X,O,X,X,O,X
SLTIOJZ,O,O,O,X,X,X,X
SLTIOZJ,O,X,O,X,O,O,X
SLTJIZO,O,O,O,X,X,O,X
SLTJIOZ,O,O,O,X,X,X,X
SLTJZIO,O,O,O,X,X,O,X
SLTJZOI,O,O,O,X,X,O,X
SLTJOIZ,O,O,O,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X
SLTZIJO,O,O,O,X,X,O,O
SLTZIOJ,O,X,O,X,X,O,X
SLTZJIO,O,O,O,X,X,O,O
SLTZJOI,O,O,O,X,X,O,O
SLTZOIJ,O,X,O,X,X,O,X
SLTZOJI,O,X,O,X,X,O,X
SLTOIJZ,O,O,O,X,X,X,X
SLTOIZJ,O,X,O,X,O,O,X
SLTOJIZ,O,O,O,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X
SLTOZIJ,O,X,O,X,O,O,X
SLTOZJI,O,X,O,X,O,O,X
SLITJZO,O,O,O,X,X,O,X
SLITJOZ,O,O,O,X,X,X,X
SLITZJO,O,O,O,X,X,O,O
SLITZOJ,O,X,O,X,X,O,X
SLITOJZ,O,O,O,X,X,X,X
SLITOZJ,O,X,O,X,O,O,X
SLIJTZO,X,O,O,X,X,O,X
SLIJTOZ,X,O,O,X,X,X,X
SLIJZTO,X,O,O,X,X,O,X
SLIJZOT,O,O,O,X,X,O,X
SLIJOTZ,X,O,X,O,X,X,X
SLIJOZT,O,O,O,O,X,X,X
SLIZTJO,O,O,O,X,X,O,O
SLIZTOJ,O,O,O,X,O,O,X
SLIZJTO,X,O,O,X,X,O,O
SLIZJOT,O,O,O,X,X,O,X
SLIZOTJ,O,O,O,X,O,O,X
SLIZOJT,O,O,O,O,X,O,X
SLIOTJZ,O,O,O,X,X,X,X
SLIOTZJ,O,X,O,X,O,O,X
SLIOJTZ,X,O,X,O,X,X,X
SLIOJZT,O,O,O,O,X,X,X
SLIOZTJ,O,O,O,X,O,O,X
SLIOZJT,O,O,O,O,X,O,X
SLJTIZO,X,O,O,X,X,O,X
SLJTIOZ,X,O,O,X,X,X,X
SLJTZIO,X,O,O,X,X,O,X
SLJTZOI,X,O,O,X,X,O,X
SLJTOIZ,X,O,O,X,X,X,X
SLJTOZI,X,O,O,X,X,X,X
SLJITZO,X,O,O,X,X,O,X
SLJITOZ,X,O,O,X,X,X,X
SLJIZTO,X,O,O,X,X,O,X
SLJIZOT,O,O,O,X,X,O,X
SLJIOTZ,X,O,X,O,X,X,X
SLJIOZT,O,O,O,O,X,X,X
SLJZTIO,X,O,O,X,X,O,X
SLJZTOI,X,O,O,X,X,O,X
SLJZITO,X,O,O,X,X,O,X
SLJZIOT,O,O,O,X,X,O,X
SLJZOTI,O,O,O,X,X,O,X
SLJZOIT,O,O,O,X,X,O,X
SLJOTIZ,X,O,X,O,X,X,X
SLJOTZI,X,O,X,O,X,X,X
SLJOITZ,X,O,X,O,X,X,X
SLJOIZT,O,O,O,O,X,X,X
SLJOZTI,O,O,O,O,X,X,X
SLJOZIT,O,O,O,O,X,X,X
SLZTIJO,O,O,O,X,X,O,O
SLZTIOJ,O,O,O,X,O,O,X
SLZTJIO,O,O,O,X,X,O,O
SLZTJOI,O,O,O,X,X,O,O
SLZTOIJ,O,O,O,X,O,O,X
SLZTOJI,O,O,O,X,O,O,X
SLZITJO,O,O,O,X,X,O,O
SLZITOJ,O,O,O,X,O,O,X
SLZIJTO,X,O,O,X,X,O,O
SLZIJOT,O,O,O,X,X,O,X
SLZIOTJ,O,O,O,X,O,O,X
SLZIOJT,O,O,O,O,X,O,X
SLZJTIO,X,O,O,X,X,O,O
SLZJTOI,X,O,O,X,X,O,O
SLZJITO,X,O,O,X,X,O,O
SLZJIOT,O,O,O,X,X,O,X
SLZJOTI,O,O,O,X,X,O,X
SLZJOIT,O,O,O,X,X,O,X
SLZOTIJ,O,O,O,X,O,O,X
SLZOTJI,O,O,O,X,O,O,X
SLZOITJ,O,O,O,X,O,O,X
SLZOIJT,O,O,O,O,X,O,X
SLZOJTI,O,O,O,O,X,O,X
SLZOJIT,O,O,O,O,X,O,X
SLOTIJZ,O,O,O,X,X,X,X
SLOTIZJ,O,X,O,X,O,O,X
SLOTJIZ,O,O,O,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X
SLOTZIJ,O,X,O,X,O,O,X
SLOTZJI,O,X,O,X,O,O,X
SLOITJZ,O,O,O,X,X,X,X
SLOITZJ,O,X,O,X,O,O,X
SLOIJTZ,X,O,X,O,X,X,X
SLOIJZT,O,O,O,O,X,X,X
SLOIZTJ,O,O,O,X,O,O,X
SLOIZJT,O,O,O,O,X,O,X
SLOJTIZ,X,O,X,O,X,X,X
SLOJTZI,X,O,X,O,X,X,X
SLOJITZ,X,O,X,O,X,X,X
SLOJIZT,O,O,O,O,X,X,X
SLOJZTI,O,O,O,O,X,X,X
SLOJZIT,O,O,O,O,X,X,X
SLOZTIJ,O,O,O,X,O,O,X
SLOZTJI,O,O,O,X,O,O,X
SLOZITJ,O,O,O,X,O,O,X
SLOZIJT,O,O,O,O,X,O,X
SLOZJTI,O,O,O,O,X,O,X
SLOZJIT,O,O,O,O,X,O,X
SJTILZO,X,O,O,X,X,O,X
SJTILOZ,X,O,O,X,X,X,X
SJTIZLO,X,O,X,X,X,O,O
SJTIZOL,X,O,X,X,X,X,O
SJTIOLZ,X,O,X,O,X,X,X
SJTIOZL,X,O,X,O,O,X,X
SJTLIZO,X,O,O,X,X,O,X
SJTLIOZ,X,O,O,X,X,X,X
SJTLZIO,X,O,O,X,X,O,X
SJTLZOI,X,O,O,X,X,O,X
SJTLOIZ,X,O,O,X,X,X,X
SJTLOZI,X,O,O,X,X,X,X
SJTZILO,X,O,X,X,X,O,O
SJTZIOL,X,O,X,X,X,X,O
SJTZLIO,X,O,X,X,X,O,O
SJTZLOI,X,O,X,X,X,O,O
SJTZOIL,X,O,X,X,X,X,O
SJTZOLI,X,O,X,X,X,X,O
SJTOILZ,X,O,X,O,X,X,X
SJTOIZL,X,O,X,O,O,X,X
SJTOLIZ,X,O,X,O,X,X,X
SJTOLZI,X,O,X,O,X,X,X
SJTOZIL,X,O,X,O,O,X,X
SJTOZLI,X,O,X,O,O,X,X
SJITLZO,X,O,O,X,X,O,X
SJITLOZ,X,O,O,X,X,X,X
SJITZLO,X,O,X,X,X,O,O
SJITZOL,X,O,X,X,X,X,O
SJITOLZ,X,O,X,O,X,X,X
SJITOZL,X,O,X,O,O,X,X
SJILTZO,X,O,O,X,X,O,X
SJILTOZ,X,O,X,X,X,X,X
SJILZTO,X,O,O,X,X,O,X
SJILZOT,X,O,O,X,X,O,X
SJILOTZ,X,O,X,O,X,X,X
SJILOZT,X,O,O,O,X,X,X
SJIZTLO,X,O,X,X,X,O,O
SJIZTOL,X,O,X,X,O,X,O
SJIZLTO,X,O,O,X,X,O,O
SJIZLOT,X,O,O,X,X,O,X
SJIZOTL,X,O,X,O,O,X,O
SJIZOLT,X,O,X,O,X,O,X
SJIOTLZ,X,O,X,O,X,X,X
SJIOTZL,X,O,X,O,O,X,X
SJIOLTZ,X,O,X,O,X,X,X
SJIOLZT,X,O,X,O,X,X,X
SJIOZTL,X,O,X,O,O,X,X
SJIOZLT,X,O,X,O,X,X,X
SJLTIZO,X,O,O,X,X,O,X
SJLTIOZ,X,O,X,X,X,X,X
SJLTZIO,X,O,O,X,X,O,X
SJLTZOI,X,O,O,X,X,O,X
SJLTOIZ,X,O,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X
SJLITZO,X,O,O,X,X,O,X
SJLITOZ,X,O,X,X,X,X,X
SJLIZTO,X,O,O,X,X,O,X
SJLIZOT,X,O,O,X,X,O,X
SJLIOTZ,X,O,X,O,X,X,X
SJLIOZT,X,O,O,O,X,X,X
SJLZTIO,X,O,O,X,X,O,X
SJLZTOI,X,O,O,X,X,O,X
SJLZITO,X,O,O,X,X,O,X
SJLZIOT,X,O,O,X,X,O,X
SJLZOTI,X,O,O,X,X,O,X
SJLZOIT,X,O,O,X,X,O,X
SJLOTIZ,X,O,X,O,X,X,X
SJLOTZI,X,O,X,O,X,X,X
SJLOITZ,X,O,X,O,X,X,X
SJLOIZT,X,O,O,O,X,X,X
SJLOZTI,X,O,O,O,X,X,X
SJLOZIT,X,O,O,O,X,X,X
SJZTILO,X,O,X,X,X,O,O
SJZTIOL,X,O,X,X,O,X,O
SJZTLIO,X,O,X,X,X,O,O
SJZTLOI,X,O,X,X,X,O,O
SJZTOIL,X,O,X,X,O,X,O
SJZTOLI,X,O,X,X,O,X,O
SJZITLO,X,O,X,X,X,O,O
SJZITOL,X,O,X,X,O,X,O
SJZILTO,X,O,O,X,X,O,O
SJZILOT,X,O,O,X,X,O,X
SJZIOTL,X,O,X,O,O,X,O
SJZIOLT,X,O,X,O,X,O,X
SJZLTIO,X,O,O,X,X,O,O
SJZLTOI,X,O,O,X,X,O,O
SJZLITO,X,O,O,X,X,O,O
SJZLIOT,X,O,O,X,X,O,X
SJZLOTI,X,O,O,X,X,O,X
SJZLOIT,X,O,O,X,X,O,X
SJZOTIL,X,O,X,O,O,X,O
SJZOTLI,X,O,X,O,O,X,O
SJZOITL,X,O,X,O,O,X,O
SJZOILT,X,O,X,O,X,O,X
SJZOLTI,X,O,X,O,X,O,X
SJZOLIT,X,O,X,O,X,O,X
SJOTILZ,X,O,X,O,X,X,X
SJOTIZL,X,O,X,O,O,X,X
SJOTLIZ,X,O,X,O,X,X,X
SJOTLZI,X,O,X,O,X,X,X
SJOTZIL,X,O,X,O,O,X,X
SJOTZLI,X,O,X,O,O,X,X
SJOITLZ,X,O,X,O,X,X,X
SJOITZL,X,O,X,O,O,X,X
SJOILTZ,X,O,X,O,X,X,X
SJOILZT,X,O,X,O,X,X,X
SJOIZTL,X,O,X,O,O,X,X
SJOIZLT,X,O,X,O,X,X,X
SJOLTIZ,X,O,X,O,X,X,X
SJOLTZI,X,O,X,O,X,X,X
SJOLITZ,X,O,X,O,X,X,X
SJOLIZT,X,O,X,O,X,X,X
SJOLZTI,X,O,X,O,X,X,X
SJOLZIT,X,O,X,O,X,X,X
SJOZTIL,X,O,X,O,O,X,X
SJOZTLI,X,O,X,O,O,X,X
SJOZITL,X,O,X,O,O,X,X
SJOZILT,X,O,X,O,X,X,X
SJOZLTI,X,O,X,O,X,X,X
SJOZLIT,X,O,X,O,X,X,X
SZTILJO,X,O,X,X,X,O,O
SZTILOJ,X,O,X,X,O,O,X
SZTIJLO,X,O,X,X,X,O,O
SZTIJOL,X,O,X,X,O,X,O
SZTIOLJ,X,O,X,X,O,O,X
SZTIOJL,X,O,X,O,O,X,O
SZTLIJO,X,O,X,X,X,O,O
SZTLIOJ,X,O,X,X,O,O,X
SZTLJIO,X,O,X,X,X,O,O
SZTLJOI,X,O,X,X,X,O,O
SZTLOIJ,X,O,X,X,O,O,X
SZTLOJI,X,O,X,X,O,O,X
SZTJILO,X,O,X,X,X,O,O
SZTJIOL,X,O,X,X,O,X,O
SZTJLIO,X,O,X,X,X,O,O
SZTJLOI,X,O,X,X,X,O,O
SZTJOIL,X,O,X,X,O,X,O
SZTJOLI,X,O,X,X,O,X,O
SZTOILJ,X,O,X,X,O,O,X
SZTOIJL,X,O,X,O,O,X,O
SZTOLIJ,X,O,X,X,O,O,X
SZTOLJI,X,O,X,X,O,O,X
SZTOJIL,X,O,X,O,O,X,O
SZTOJLI,X,O,X,O,O,X,O
SZITLJO,X,O,X,X,X,O,O
SZITLOJ,X,O,X,X,O,O,X
SZITJLO,X,O,X,X,X,O,O
SZITJOL,X,O,X,X,O,X,O
SZITOLJ,X,O,X,X,O,O,X
SZITOJL,X,O,X,O,O,X,O
SZILTJO,O,O,O,X,X,O,O
SZILTOJ,O,O,O,X,O,O,X
SZILJTO,X,O,O,X,X,O,O
SZILJOT,O,O,O,X,X,O,X
SZILOTJ,O,O,O,X,O,O,X
SZILOJT,O,O,O,O,X,O,X
SZIJTLO,X,O,X,X,X,O,O
SZIJTOL,X,O,X,X,O,X,O
SZIJLTO,X,O,O,X,X,O,O
SZIJLOT,X,O,O,X,X,O,X
SZIJOTL,X,O,X,O,O,X,O
SZIJOLT,X,O,X,O,X,O,X
SZIOTLJ,X,O,X,X,O,O,X
SZIOTJL,X,O,X,O,O,X,O
SZIOLTJ,O,O,X,X,O,O,X
SZIOLJT,O,O,X,O,X,O,X
SZIOJTL,X,O,X,O,O,X,O
SZIOJLT,X,O,X,O,X,O,X
SZLTIJO,O,O,O,X,X,O,O
SZLTIOJ,O,O,O,X,O,O,X
SZLTJIO,O,O,O,X,X,O,O
SZLTJOI,O,O,O,X,X,O,O
SZLTOIJ,O,O,O,X,O,O,X
SZLTOJI,O,O,O,X,O,O,X
SZLITJO,O,O,O,X,X,O,O
SZLITOJ,O,O,O,X,O,O,X
SZLIJTO,X,O,O,X,X,O,O
SZLIJOT,O,O,O,X,X,O,X
SZLIOTJ,O,O,O,X,O,O,X
SZLIOJT,O,O,O,O,X,O,X
SZLJTIO,X,O,O,X,X,O,O
SZLJTOI,X,O,O,X,X,O,O
SZLJITO,X,O,O,X,X,O,O
SZLJIOT,O,O,O,X,X,O,X
SZLJOTI,O,O,O,X,X,O,X
SZLJOIT,O,O,O,X,X,O,X
SZLOTIJ,O,O,O,X,O,O,X
SZLOTJI,O,O,O,X,O,O,X
SZLOITJ,O,O,O,X,O,O,X
SZLOIJT,O,O,O,O,X,O,X
SZLOJTI,O,O,O,O,X,O,X
SZLOJIT,O,O,O,O,X,O,X
SZJTILO,X,O,X,X,X,O,O
SZJTIOL,X,O,X,X,O,X,O
SZJTLIO,X,O,X,X,X,O,O
SZJTLOI,X,O,X,X,X,O,O
SZJTOIL,X,O,X,X,O,X,O
SZJTOLI,X,O,X,X,O,X,O
SZJITLO,X,O,X,X,X,O,O
SZJITOL,X,O,X,X,O,X,O
SZJILTO,X,O,O,X,X,O,O
SZJILOT,X,O,O,X,X,O,X
SZJIOTL,X,O,X,O,O,X,O
SZJIOLT,X,O,X,O,X,O,X
SZJLTIO,X,O,O,X,X,O,O
SZJLTOI,X,O,O,X,X,O,O
SZJLITO,X,O,O,X,X,O,O
SZJLIOT,X,O,O,X,X,O,X
SZJLOTI,X,O,O,X,X,O,X
SZJLOIT,X,O,O,X,X,O,X
SZJOTIL,X,O,X,O,O,X,O
SZJOTLI,X,O,X,O,O,X,O
SZJOITL,X,O,X,O,O,X,O
SZJOILT,X,O,X,O,X,O,X
SZJOLTI,X,O,X,O,X,O,X
SZJOLIT,X,O,X,O,X,O,X
SZOTILJ,X,O,X,X,O,O,X
SZOTIJL,X,O,X,O,O,X,O
SZOTLIJ,X,O,X,X,O,O,X
SZOTLJI,X,O,X,X,O,O,X
SZOTJIL,X,O,X,O,O,X,O
SZOTJLI,X,O,X,O,O,X,O
SZOITLJ,X,O,X,X,O,O,X
SZOITJL,X,O,X,O,O,X,O
SZOILTJ,O,O,X,X,O,O,X
SZOILJT,O,O,X,O,X,O,X
SZOIJTL,X,O,X,O,O,X,O
SZOIJLT,X,O,X,O,X,O,X
SZOLTIJ,O,O,X,X,O,O,X
SZOLTJI,O,O,X,X,O,O,X
SZOLITJ,O,O,X,X,O,O,X
SZOLIJT,O,O,X,O,X,O,X
SZOLJTI,O,O,X,O,X,O,X
SZOLJIT,O,O,X,O,X,O,X
SZOJTIL,X,O,X,O,O,X,O
SZOJTLI,X,O,X,O,O,X,O
SZOJITL,X,O,X,O,O,X,O
SZOJILT,X,O,X,O,X,O,X
SZOJLTI,X,O,X,O,X,O,X
SZOJLIT,X,O,X,O,X,O,X
SOTILJZ,O,O,X,X,X,X,X
SOTILZJ,O,X,X,X,O,O,X
SOTIJLZ,X,O,X,O,X,X,X
SOTIJZL,X,O,X,O,O,X,X
SOTIZLJ,X,O,X,X,O,O,X
SOTIZJL,X,O,X,O,O,X,O
SOTLIJZ,O,O,X,X,X,X,X
SOTLIZJ,O,X,X,X,O,O,X
SOTLJIZ,O,O,X,X,X,X,X
SOTLJZI,O,O,X,X,X,X,X
SOTLZIJ,O,X,X,X,O,O,X
SOTLZJI,O,X,X,X,O,O,X
SOTJILZ,X,O,X,O,X,X,X
SOTJIZL,X,O,X,O,O,X,X
SOTJLIZ,X,O,X,O,X,X,X
SOTJLZI,X,O,X,O,X,X,X
SOTJZIL,X,O,X,O,O,X,X
SOTJZLI,X,O,X,O,O,X,X
SOTZILJ,X,O,X,X,O,O,X
SOTZIJL,X,O,X,O,O,X,O
SOTZLIJ,X,O,X,X,O,O,X
SOTZLJI,X,O,X,X,O,O,X
SOTZJIL,X,O,X,O,O,X,O
SOTZJLI,X,O,X,O,O,X,O
SOITLJZ,O,O,X,X,X,X,X
SOITLZJ,O,X,X,X,O,O,X
SOITJLZ,X,O,X,O,X,X,X
SOITJZL,X,O,X,O,O,X,X
SOITZLJ,X,O,X,X,O,O,X
SOITZJL,X,O,X,O,O,X,O
SOILTJZ,O,O,X,X,X,X,X
SOILTZJ,O,X,X,X,O,O,X
SOILJTZ,X,O,X,O,X,X,X
SOILJZT,O,O,X,O,X,X,X
SOILZTJ,O,O,X,X,O,O,X
SOILZJT,O,O,X,O,X,O,X
SOIJTLZ,X,O,X,O,X,X,X
SOIJTZL,X,O,X,O,O,X,X
SOIJLTZ,X,O,X,O,X,X,X
SOIJLZT,X,O,X,O,X,X,X
SOIJZTL,X,O,X,O,O,X,X
SOIJZLT,X,O,X,O,X,X,X
SOIZTLJ,X,O,X,X,O,O,X
SOIZTJL,X,O,X,O,O,X,O
SOIZLTJ,O,O,X,X,O,O,X
SOIZLJT,O,O,X,O,X,O,X
SOIZJTL,X,O,X,O,O,X,O
SOIZJLT,X,O,X,O,X,O,X
SOLTIJZ,O,O,X,X,X,X,X
SOLTIZJ,O,X,X,X,O,O,X
SOLTJIZ,O,O,X,X,X,X,X
SOLTJZI,O,O,X,X,X,X,X
SOLTZIJ,O,X,X,X,O,O,X
SOLTZJI,O,X,X,X,O,O,X
SOLITJZ,O,O,X,X,X,X,X
SOLITZJ,O,X,X,X,O,O,X
SOLIJTZ,X,O,X,O,X,X,X
SOLIJZT,O,O,X,O,X,X,X
SOLIZTJ,O,O,X,X,O,O,X
SOLIZJT,O,O,X,O,X,O,X
SOLJTIZ,X,O,X,O,X,X,X
SOLJTZI,X,O,X,O,X,X,X
SOLJITZ,X,O,X,O,X,X,X
SOLJIZT,O,O,X,O,X,X,X
SOLJZTI,O,O,X,O,X,X,X
SOLJZIT,O,O,X,O,X,X,X
SOLZTIJ,O,O,X,X,O,O,X
SOLZTJI,O,O,X,X,O,O,X
SOLZITJ,O,O,X,X,O,O,X
SOLZIJT,O,O,X,O,X,O,X
SOLZJTI,O,O,X,O,X,O,X
SOLZJIT,O,O,X,O,X,O,X
SOJTILZ,X,O,X,O,X,X,X
SOJTIZL,X,O,X,O,O,X,X
SOJTLIZ,X,O,X,O,X,X,X
SOJTLZI,X,O,X,O,X,X,X
SOJTZIL,X,O,X,O,O,X,X
SOJTZLI,X,O,X,O,O,X,X
SOJITLZ,X,O,X,O,X,X,X
SOJITZL,X,O,X,O,O,X,X
SOJILTZ,X,O,X,O,X,X,X
SOJILZT,X,O,X,O,X,X,X
SOJIZTL,X,O,X,O,O,X,X
SOJIZLT,X,O,X,O,X,X,X
SOJLTIZ,X,O,X,O,X,X,X
SOJLTZI,X,O,X,O,X,X,X
SOJLITZ,X,O,X,O,X,X,X
SOJLIZT,X,O,X,O,X,X,X
SOJLZTI,X,O,X,O,X,X,X
SOJLZIT,X,O,X,O,X,X,X
SOJZTIL,X,O,X,O,O,X,X
SOJZTLI,X,O,X,O,O,X,X
SOJZITL,X,O,X,O,O,X,X
SOJZILT,X,O,X,O,X,X,X
SOJZLTI,X,O,X,O,X,X,X
SOJZLIT,X,O,X,O,X,X,X
SOZTILJ,X,O,X,X,O,O,X
SOZTIJL,X,O,X,O,O,X,O
SOZTLIJ,X,O,X,X,O,O,X
SOZTLJI,X,O,X,X,O,O,X
SOZTJIL,X,O,X,O,O,X,O
SOZTJLI,X,O,X,O,O,X,O
SOZITLJ,X,O,X,X,O,O,X
SOZITJL,X,O,X,O,O,X,O
SOZILTJ,O,O,X,X,O,O,X
SOZILJT,O,O,X,O,X,O,X
SOZIJTL,X,O,X,O,O,X,O
SOZIJLT,X,O,X,O,X,O,X
SOZLTIJ,O,O,X,X,O,O,X
SOZLTJI,O,O,X,X,O,O,X
SOZLITJ,O,O,X,X,O,O,X
SOZLIJT,O,O,X,O,X,O,X
SOZLJTI,O,O,X,O,X,O,X
SOZLJIT,O,O,X,O,X,O,X
SOZJTIL,X,O,X,O,O,X,O
SOZJTLI,X,O,X,O,O,X,O
SOZJITL,X,O,X,O,O,X,O
SOZJILT,X,O,X,O,X,O,X
SOZJLTI,X,O,X,O,X,O,X
SOZJLIT,X,O,X,O,X,O,X
ZTILJSO,O,O,O,X,X,X,O
ZTILJOS,O,O,X,X,X,X,X
ZTILSJO,O,O,O,X,X,X,O
ZTILSOJ,O,O,O,X,O,X,X
ZTILOJS,O,O,X,X,X,X,X
ZTILOSJ,O,O,X,X,X,X,X
ZTIJLSO,X,O,O,X,X,X,O
ZTIJLOS,X,O,X,X,X,X,X
ZTIJSLO,X,O,X,X,X,X,O
ZTIJSOL,X,O,X,X,O,X,O
ZTIJOLS,X,O,X,X,X,X,X
ZTIJOSL,X,O,X,X,X,X,O
ZTISLJO,X,O,X,X,X,O,O
ZTISLOJ,X,O,X,X,O,O,X
ZTISJLO,X,O,X,X,X,O,O
ZTISJOL,X,O,X,X,O,X,O
ZTISOLJ,X,O,X,X,O,O,X
ZTISOJL,X,O,X,O,O,X,O
ZTIOLJS,O,O,X,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X,X
ZTIOJLS,X,O,X,X,X,X,X
ZTIOJSL,X,O,X,O,X,X,O
ZTIOSLJ,X,O,X,X,O,X,X
ZTIOSJL,X,O,X,O,O,X,O
ZTLIJSO,O,O,O,X,X,X,O
ZTLIJOS,O,O,X,X,X,X,X
ZTLISJO,O,O,O,X,X,X,O
ZTLISOJ,O,O,O,X,O,X,X
ZTLIOJS,O,O,X,X,X,X,X
ZTLIOSJ,O,O,X,X,X,X,X
ZTLJISO,O,O,O,X,X,X,O
ZTLJIOS,O,O,X,X,X,X,X
ZTLJSIO,O,O,O,X,X,X,O
ZTLJSOI,O,O,O,X,X,X,O
ZTLJOIS,O,O,X,X,X,X,X
ZTLJOSI,O,O,X,X,X,X,X
ZTLSIJO,O,O,O,X,X,X,O
ZTLSIOJ,O,O,O,X,O,X,X
ZTLSJIO,O,O,O,X,X,X,O
ZTLSJOI,O,O,O,X,X,X,O
ZTLSOIJ,O,O,O,X,O,X,X
ZTLSOJI,O,O,O,X,O,X,X
ZTLOIJS,O,O,X,X,X,X,X
ZTLOISJ,O,O,X,X,X,X,X
ZTLOJIS,O,O,X,X,X,X,X
ZTLOJSI,O,O,X,X,X,X,X
ZTLOSIJ,O,O,X,X,X,X,X
ZTLOSJI,O,O,X,X,X,X,X
ZTJILSO,X,O,O,X,X,X,O
ZTJILOS,X,O,X,X,X,X,X
ZTJISLO,X,O,X,X,X,X,O
ZTJISOL,X,O,X,X,O,X,O
ZTJIOLS,X,O,X,X,X,X,X
ZTJIOSL,X,O,X,X,X,X,O
ZTJLISO,X,O,O,X,X,X,O
ZTJLIOS,X,O,X,X,X,X,X
ZTJLSIO,X,O,O,X,X,X,O
ZTJLSOI,X,O,O,X,X,X,O
ZTJLOIS,X,O,X,X,X,X,X
ZTJLOSI,X,O,X,X,X,X,X
ZTJSILO,X,O,X,X,X,X,O
ZTJSIOL,X,O,X,X,O,X,O
ZTJSLIO,X,O,X,X,X,X,O
ZTJSLOI,X,O,X,X,X,X,O
ZTJSOIL,X,O,X,X,O,X,O
ZTJSOLI,X,O,X,X,O,X,O
ZTJOILS,X,O,X,X,X,X,X
ZTJOISL,X,O,X,X,X,X,O
ZTJOLIS,X,O,X,X,X,X,X
ZTJOLSI,X,O,X,X,X,X,X
ZTJOSIL,X,O,X,X,X,X,O
ZTJOSLI,X,O,X,X,X,X,O
ZTSILJO,X,O,X,X,X,O,O
ZTSILOJ,X,O,X,X,O,O,X
ZTSIJLO,X,O,X,X,X,O,O
ZTSIJOL,X,O,X,X,O,X,O
ZTSIOLJ,X,O,X,X,O,O,X
ZTSIOJL,X,O,X,O,O,X,O
ZTSLIJO,X,O,X,X,X,O,O
ZTSLIOJ,X,O,X,X,O,O,X
ZTSLJIO,X,O,X,X,X,O,O
ZTSLJOI,X,O,X,X,X,O,O
ZTSLOIJ,X,O,X,X,O,O,X
ZTSLOJI,X,O,X,X,O,O,X
ZTSJILO,X,O,X,X,X,O,O
ZTSJIOL,X,O,X,X,O,X,O
ZTSJLIO,X,O,X,X,X,O,O
ZTSJLOI,X,O,X,X,X,O,O
ZTSJOIL,X,O,X,X,O,X,O
ZTSJOLI,X,O,X,X,O,X,O
ZTSOILJ,X,O,X,X,O,O,X
ZTSOIJL,X,O,X,O,O,X,O
ZTSOLIJ,X,O,X,X,O,O,X
ZTSOLJI,X,O,X,X,O,O,X
ZTSOJIL,X,O,X,O,O,X,O
ZTSOJLI,X,O,X,O,O,X,O
ZTOILJS,O,O,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,X
ZTOIJLS,X,O,X,X,X,X,X
ZTOIJSL,X,O,X,O,X,X,O
ZTOISLJ,X,O,X,X,O,X,X
ZTOISJL,X,O,X,O,O,X,O
ZTOLIJS,O,O,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,X
ZTOLJIS,O,O,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X
