sequence,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBfiB6iBm?fBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBu?kBUgBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBU?gBukBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBzcB+iBi?fB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFGdBRgBUiB3?gBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFRbBSiB3gBU?iBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBGdBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBCdB2kBT?iB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeWBJvhFxcB/kBUgBT?iBikBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFlbBzcB+iBC?lBflB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeX7IvhFxcBTiB0kB6?qBOpBFrB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je//IvhFRbBCdBTiB2?pB0lBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBckBGiBR?qB/qBFsB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFzbBSiBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFGdBUiBClBf?lBzlBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhF3bBCdBTiBF?lBukB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeO/IvhFXbBxcBTiB1?pB0lBCrB
LTISJOZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTISZJO,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTISZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTISOJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTISOZJ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LTIZJOS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X
LTIZSJO,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LTIZSOJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
LTIZOJS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X
LTIZOSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
LTIOJSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LTIOJZS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LTIOSJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LTIOSZJ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTIOZJS,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X
LTIOZSJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LTJISZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJISOZ,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LTJIZSO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LTJIOSZ,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LTJIOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LTJSIZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTJSIOZ,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTJSZIO,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTJSZOI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTJSOZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZIOS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJZSOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJZOIS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJZOSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJOISZ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LTJOIZS,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LTJOSIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTJOSZI,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJOZSI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
LTSIJZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSIZJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSIOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTSJOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTSOIZJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTSOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOZJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LTZIJOS,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
LTZISJO,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LTZISOJ,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZIOJS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X
LTZIOSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
LTZJISO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LTZJIOS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LTZJSIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTZJSOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZJOIS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
LTZJOSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LTZSIJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZSJIO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZSJOI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZSOIJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
LTZSOJI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
LTZOIJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,O
LTZOISJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O
LTZOJIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
LTZOJSI,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
LTZOSIJ,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
LTZOSJI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
LTOIJSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
LTOIJZS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
LTOISJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
LTOISZJ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
LTOIZJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X
LTOIZSJ,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
LTOJISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
LTOJIZS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
LTOJSIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOJSZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJZIS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LTOJZSI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LTOSIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
LTOSIZJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LTOSJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOSJZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTOZIJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
LTOZISJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
LTOZJIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
LTOZJSI,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
LTOZSIJ,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
LTOZSJI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
LITJSZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJSOZ,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LITJZSO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LITJOSZ,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LITSJZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITSZJO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITSOZJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LITZJOS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LITZSJO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LITZSOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LITZOJS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LITZOSJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LITOJSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LITOJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LITOSJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LITOSZJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LITOZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LITOZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTSZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJSTOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJSZOT,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJSOZT,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJZTSO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIJZTOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJZSTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LIJZSOT,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LIJZOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJZOST,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJTOZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJZTO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISZTJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZJTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LISZJOT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LISZOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISOTJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LIZTJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZTOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJTSO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIZJTOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIZJSTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LIZJSOT,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LIZJOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIZJOST,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIZSTJO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZSJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LIZSJOT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LIZOTJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZOJTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZOJST,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LIOTJSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIOTJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIOTSJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIOTSZJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LIOTZSJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIOJTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJSTZ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOSTJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOSTZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOSJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LIOZJTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOZJST,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTSIZO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTSIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTSZIO,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJTSZOI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LJTZSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTOSIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJISTOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJISZOT,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJISOZT,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJIZTSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJIZTOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LJIZOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSTZIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSTZOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJSITOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSIZTO,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJSIZOT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSIOZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJSZTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSZTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSZOTI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOIT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOTIZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOTZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOITZ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJSOIZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LJSOZTI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOZIT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJZTIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
