sequence,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhFTeB/mBFiBG?oBisB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhF0dB6jBThB2?nBFsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBfjB6jBx?mBUsBFtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBlmBc?sBToBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBTjBl?mBcsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzdB5jB3hBV?sBatBUsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBXjBl?mBctBTsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFxdBCjBlmBT?oB0sBfsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFfiB5jBziB0?mBlnByxB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcB5jB1nB0?mB3sBatB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhF6jBziBlmBx?sBfsB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBCjBlmBx?sBctB3sB
LIZJTSO,X,X,O,X,X,X,X,X,O,X,X,X
LIZJTOS,X,X,O,X,X,O,X,X,O,X,X,O
LIZJSTO,O,X,O,X,X,X,X,X,O,O,X,X
LIZJSOT,O,X,O,X,X,X,X,X,O,O,X,X
LIZJOTS,X,X,O,X,X,O,X,X,O,X,O,X
LIZJOST,O,X,O,X,X,X,X,X,O,O,X,X
LIZSTJO,O,X,O,X,X,X,X,X,O,O,X,X
LIZSTOJ,X,X,O,X,X,X,X,X,O,O,X,X
LIZSJTO,O,X,O,X,X,X,X,X,O,O,X,X
LIZSJOT,O,X,O,X,X,X,X,X,O,O,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,O,O,X,X
LIZSOJT,X,X,O,X,X,X,X,X,O,O,X,X
LIZOTJS,X,X,O,X,X,O,X,X,O,X,O,X
LIZOTSJ,X,X,O,X,X,O,X,X,O,X,O,X
LIZOJTS,X,X,O,X,X,O,X,X,O,X,O,X
LIZOJST,X,X,O,X,X,X,X,X,O,O,X,X
LIZOSTJ,X,X,O,X,X,X,X,X,O,O,X,X
LIZOSJT,X,X,O,X,X,X,X,X,O,O,X,X
LIOTJSZ,X,X,O,X,X,O,X,X,X,X,O,O
LIOTJZS,X,O,X,X,X,O,X,X,O,X,O,O
LIOTSJZ,X,O,O,X,X,O,X,X,X,X,O,O
LIOTSZJ,X,O,O,X,X,O,X,X,X,X,O,X
LIOTZJS,X,X,X,X,X,O,X,X,O,X,O,O
LIOTZSJ,X,X,X,X,X,O,X,X,O,X,O,X
LIOJTSZ,O,X,O,X,X,O,X,X,X,X,O,O
LIOJTZS,X,X,X,X,X,O,X,X,O,X,O,O
LIOJSTZ,O,X,O,X,X,O,X,X,X,X,O,X
LIOJSZT,O,X,O,X,X,X,X,X,O,X,X,X
LIOJZTS,X,X,O,X,X,O,X,X,O,X,O,X
LIOJZST,O,X,O,X,X,X,X,X,O,X,X,X
LIOSTJZ,O,O,O,X,X,O,X,X,X,X,O,X
LIOSTZJ,X,O,X,X,X,O,X,X,X,X,O,X
LIOSJTZ,O,O,O,X,X,O,X,X,X,X,O,X
LIOSJZT,O,O,O,X,X,X,X,X,O,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,X,O,X,X,X
LIOSZJT,X,O,O,X,X,X,X,X,O,X,X,X
LIOZTJS,X,X,O,X,X,O,X,X,O,X,O,X
LIOZTSJ,X,X,O,X,X,O,X,X,O,X,O,X
LIOZJTS,X,X,O,X,X,O,X,X,O,X,O,X
LIOZJST,X,X,O,X,X,X,X,X,O,X,X,X
LIOZSTJ,X,X,O,X,X,X,X,X,O,X,X,X
LIOZSJT,X,X,O,X,X,X,X,X,O,X,X,X
LJTISZO,O,X,O,O,O,O,O,X,X,X,X,X
LJTISOZ,O,X,O,X,X,O,O,X,X,X,X,X
LJTIZSO,X,X,X,O,O,X,O,X,O,X,X,X
LJTIZOS,X,X,X,O,O,O,O,X,O,X,X,X
LJTIOSZ,O,X,O,X,X,O,O,X,X,X,X,X
LJTIOZS,X,X,X,O,O,O,O,X,O,X,X,X
LJTSIZO,O,X,O,O,O,O,O,X,X,X,X,X
LJTSIOZ,O,X,O,X,X,O,O,X,X,X,X,X
LJTSZIO,O,X,O,O,O,O,O,X,X,X,X,X
LJTSZOI,O,X,X,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,O,O,X,X,X,X,X
LJTSOZI,O,X,X,X,X,O,O,X,X,X,X,X
LJTZISO,X,X,O,O,O,X,O,X,O,X,X,X
LJTZIOS,X,X,O,O,O,O,O,X,O,X,X,X
LJTZSIO,X,X,O,O,O,X,O,X,O,X,X,X
LJTZSOI,X,X,X,O,O,X,X,X,O,X,X,X
LJTZOIS,X,X,X,O,O,O,O,O,O,X,X,X
LJTZOSI,X,X,X,O,O,O,O,O,O,X,X,X
LJTOISZ,O,X,X,X,X,O,O,X,X,X,X,X
LJTOIZS,X,X,X,O,O,O,O,X,O,X,X,X
LJTOSIZ,O,X,O,X,X,O,O,X,X,X,X,X
LJTOSZI,O,X,X,X,X,O,O,X,X,X,X,X
LJTOZIS,X,X,X,O,O,O,O,X,O,X,X,X
LJTOZSI,X,X,X,O,O,O,O,X,O,X,X,X
LJITSZO,O,X,O,X,X,O,X,X,X,X,X,X
LJITSOZ,O,X,O,X,X,O,X,X,X,X,X,O
LJITZSO,X,X,X,X,X,X,X,X,O,X,X,X
LJITZOS,X,X,X,X,X,O,X,X,O,X,X,O
LJITOSZ,O,X,O,X,X,O,X,X,X,X,O,O
LJITOZS,X,X,X,X,X,O,X,X,O,X,O,O
LJISTZO,O,X,O,X,X,O,X,X,X,O,X,X
LJISTOZ,O,X,O,X,X,O,X,X,X,X,X,O
LJISZTO,O,X,O,X,X,X,X,X,O,O,X,X
LJISZOT,O,X,O,X,X,X,X,X,O,O,X,X
LJISOTZ,O,X,O,X,X,O,X,X,X,X,O,X
LJISOZT,O,X,O,X,X,X,X,X,O,X,X,X
LJIZTSO,X,X,O,X,X,X,X,X,O,X,X,X
LJIZTOS,X,X,O,X,X,O,X,X,O,X,X,O
LJIZSTO,O,X,O,X,X,X,X,X,O,O,X,X
LJIZSOT,O,X,O,X,X,X,X,X,O,O,X,X
LJIZOTS,X,X,O,X,X,O,X,X,O,X,O,X
LJIZOST,O,X,O,X,X,X,X,X,O,O,X,X
LJIOTSZ,O,X,O,X,X,O,X,X,X,X,O,O
LJIOTZS,X,X,X,X,X,O,X,X,O,X,O,O
LJIOSTZ,O,X,O,X,X,O,X,X,X,X,O,X
LJIOSZT,O,X,O,X,X,X,X,X,O,X,X,X
LJIOZTS,X,X,O,X,X,O,X,X,O,X,O,X
LJIOZST,O,X,O,X,X,X,X,X,O,X,X,X
LJSTIZO,O,X,X,X,X,O,X,X,X,O,X,X
LJSTIOZ,O,X,X,X,X,O,X,X,X,X,X,X
LJSTZIO,O,X,X,X,X,O,X,X,X,O,X,X
LJSTZOI,O,X,X,X,X,O,X,X,X,O,X,X
LJSTOIZ,O,X,X,X,X,O,X,X,X,X,X,X
LJSTOZI,O,X,X,X,X,O,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,O,X,X,X,O,X,X
LJSITOZ,O,X,X,X,X,O,X,X,X,X,X,X
LJSIZTO,O,X,X,X,X,X,X,X,O,O,X,X
LJSIZOT,O,X,X,X,X,X,X,X,O,O,X,X
LJSIOTZ,O,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,O,X,X,X
LJSZTIO,O,X,X,X,O,X,X,X,O,O,X,X
LJSZTOI,O,X,X,X,O,X,X,X,O,O,X,X
LJSZITO,O,X,X,X,O,X,X,X,O,O,X,X
LJSZIOT,O,X,X,X,O,X,X,X,O,O,X,X
LJSZOTI,O,X,X,X,X,X,X,X,O,O,X,X
LJSZOIT,O,X,X,X,X,X,X,X,O,O,X,X
LJSOTIZ,O,X,X,X,X,O,X,X,X,X,X,X
LJSOTZI,O,X,X,X,X,O,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,O,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,O,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,O,X,X,X
LJSOZIT,O,X,X,X,X,X,X,X,O,X,X,X
LJZTISO,X,X,O,O,O,X,O,X,O,X,X,X
LJZTIOS,X,X,O,O,O,O,O,X,O,X,X,X
LJZTSIO,X,X,X,O,O,X,O,X,O,X,X,X
LJZTSOI,X,X,X,O,O,X,X,X,O,X,X,X
LJZTOIS,X,X,X,O,O,O,O,O,O,X,X,X
LJZTOSI,X,X,X,O,O,O,X,O,O,X,X,X
LJZITSO,X,X,O,X,O,X,O,X,O,X,X,X
LJZITOS,X,X,O,X,X,O,X,X,O,X,X,X
LJZISTO,O,X,O,X,O,X,O,X,O,O,X,X
LJZISOT,O,X,O,X,O,X,O,X,O,O,X,X
LJZIOTS,X,X,O,X,X,O,X,X,O,X,X,X
LJZIOST,O,X,O,X,O,X,O,X,O,O,X,X
LJZSTIO,O,X,X,X,O,X,X,X,O,O,X,X
LJZSTOI,O,X,X,X,O,X,X,X,O,O,X,X
LJZSITO,O,X,X,X,O,X,X,X,O,O,X,X
LJZSIOT,O,X,X,X,O,X,X,X,O,O,X,X
LJZSOTI,O,X,X,X,X,X,X,X,O,O,X,X
LJZSOIT,O,X,X,X,X,X,X,X,O,O,X,X
LJZOTIS,X,X,X,O,X,O,O,O,O,X,X,X
LJZOTSI,X,X,X,O,X,O,O,O,O,X,X,X
LJZOITS,X,X,X,X,X,O,O,O,O,X,X,X
LJZOIST,O,X,X,X,X,X,O,X,O,O,X,X
LJZOSTI,O,X,X,X,X,X,X,O,O,O,X,X
LJZOSIT,O,X,X,X,X,X,X,X,O,O,X,X
LJOTISZ,O,X,X,X,X,O,O,X,X,X,X,X
LJOTIZS,X,X,X,X,X,O,O,X,O,X,X,X
LJOTSIZ,O,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,O,X,X,X,X,O,O,X,X,X,X,X
LJOTZIS,X,X,X,X,X,O,O,O,O,X,X,X
LJOTZSI,X,X,X,X,X,O,O,O,O,X,X,X
LJOITSZ,O,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,O,X,X,O,X,X,X
LJOISTZ,O,X,X,X,X,O,X,X,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,O,X,X,X
LJOIZTS,X,X,X,X,X,O,X,O,O,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,O,X,X,X
LJOSTIZ,O,X,X,X,X,O,X,X,X,X,X,X
LJOSTZI,O,X,X,X,X,O,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,O,X,X,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,O,X,X,X
LJOSZTI,O,X,X,X,X,X,X,O,O,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,O,X,X,X
LJOZTIS,X,X,X,O,X,O,O,O,O,X,X,X
LJOZTSI,X,X,X,O,X,O,O,O,O,X,X,X
LJOZITS,X,X,X,X,X,O,O,O,O,X,X,X
LJOZIST,O,X,X,X,X,X,O,X,O,X,X,X
LJOZSTI,O,X,X,X,X,X,X,O,O,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,O,X,X,X
LSTIJZO,O,O,X,X,X,O,X,X,X,O,X,X
LSTIJOZ,O,O,X,X,X,O,X,X,X,X,X,X
LSTIZJO,O,O,X,X,X,O,X,X,X,O,X,X
LSTIZOJ,X,O,X,X,X,O,X,X,X,O,X,X
LSTIOJZ,O,O,X,X,X,O,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,X,O,X,X,X,X,X,X
LSTJIZO,O,O,X,X,X,O,X,X,X,O,X,X
LSTJIOZ,O,O,X,X,X,O,X,X,X,X,X,X
LSTJZIO,O,O,X,X,X,O,X,X,X,O,X,X
LSTJZOI,O,O,X,X,X,O,X,X,X,O,X,X
LSTJOIZ,O,O,X,X,X,O,X,X,X,X,X,X
LSTJOZI,O,O,X,X,X,O,X,X,X,X,X,X
LSTZIJO,O,O,X,X,X,O,X,X,X,O,X,X
LSTZIOJ,X,O,X,X,X,O,X,X,X,O,X,X
LSTZJIO,O,O,X,X,X,O,X,X,X,O,X,X
LSTZJOI,O,O,X,X,X,O,X,X,X,O,X,X
LSTZOIJ,X,O,X,X,X,O,X,X,X,O,X,X
LSTZOJI,X,O,X,X,X,O,X,X,X,O,X,X
LSTOIJZ,O,O,X,X,X,O,X,X,X,X,X,X
LSTOIZJ,X,O,X,X,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,O,X,X,X,X,X,X
LSTOJZI,O,O,X,X,X,O,X,X,X,X,X,X
LSTOZIJ,X,O,X,X,X,O,X,X,X,X,X,X
LSTOZJI,X,O,X,X,X,O,X,X,X,X,X,X
LSITJZO,O,O,X,X,X,O,X,X,X,O,X,X
LSITJOZ,O,O,X,X,X,O,X,X,X,X,X,X
LSITZJO,O,O,X,X,X,O,X,X,X,O,X,X
LSITZOJ,X,O,X,X,X,O,X,X,X,O,X,X
LSITOJZ,O,O,X,X,X,O,X,X,X,X,X,X
LSITOZJ,X,O,X,X,X,O,X,X,X,X,X,X
LSIJTZO,O,O,X,X,X,O,X,X,X,O,X,X
LSIJTOZ,O,O,X,X,X,O,X,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X,O,O,X,X
LSIJZOT,O,O,X,X,X,X,X,X,O,O,X,X
LSIJOTZ,O,O,X,X,X,O,X,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,O,X,X,X
LSIZTJO,O,O,X,X,X,X,X,X,O,O,X,X
LSIZTOJ,X,O,X,X,X,X,X,X,O,O,X,X
LSIZJTO,O,O,X,X,X,X,X,X,O,O,X,X
LSIZJOT,O,O,X,X,X,X,X,X,O,O,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,O,O,X,X
LSIZOJT,X,O,X,X,X,X,X,X,O,O,X,X
LSIOTJZ,O,O,X,X,X,O,X,X,X,X,X,X
LSIOTZJ,X,O,X,X,X,O,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,O,X,X,X
LSIOZTJ,X,O,X,X,X,X,X,X,O,X,X,X
LSIOZJT,X,O,X,X,X,X,X,X,O,X,X,X
LSJTIZO,O,O,X,X,X,O,X,X,X,O,X,X
LSJTIOZ,O,O,X,X,X,O,X,X,X,X,X,X
LSJTZIO,O,O,X,X,X,O,X,X,X,O,X,X
LSJTZOI,O,O,X,X,X,O,X,X,X,O,X,X
LSJTOIZ,O,O,X,X,X,O,X,X,X,X,X,X
LSJTOZI,O,O,X,X,X,O,X,X,X,X,X,X
LSJITZO,O,O,X,X,X,O,X,X,X,O,X,X
LSJITOZ,O,O,X,X,X,O,X,X,X,X,X,X
LSJIZTO,O,O,X,X,X,X,X,X,O,O,X,X
LSJIZOT,O,O,X,X,X,X,X,X,O,O,X,X
LSJIOTZ,O,O,X,X,X,O,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X,O,X,X,X
LSJZTIO,O,O,X,X,O,X,X,X,O,O,X,X
LSJZTOI,O,O,X,X,O,X,X,X,O,O,X,X
LSJZITO,O,O,X,X,O,X,X,X,O,O,X,X
LSJZIOT,O,O,X,X,O,X,X,X,O,O,X,X
LSJZOTI,O,O,X,X,X,X,X,X,O,O,X,X
LSJZOIT,O,O,X,X,X,X,X,X,O,O,X,X
LSJOTIZ,O,O,X,X,X,O,X,X,X,X,X,X
LSJOTZI,O,O,X,X,X,O,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,O,X,X,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,O,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,O,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,O,X,X,X
LSZTIJO,O,O,X,X,O,X,X,X,O,O,X,X
LSZTIOJ,X,O,X,X,O,X,X,X,O,O,X,X
LSZTJIO,O,O,X,X,O,X,X,X,O,O,X,X
LSZTJOI,O,O,X,X,O,X,X,X,O,O,X,X
LSZTOIJ,X,O,X,X,O,X,X,X,O,O,X,X
LSZTOJI,X,O,X,X,O,X,X,X,O,O,X,X
LSZITJO,O,O,X,X,O,X,X,X,O,O,X,X
LSZITOJ,X,O,X,X,O,X,X,X,O,O,X,X
LSZIJTO,O,O,X,X,O,X,X,X,O,O,X,X
LSZIJOT,O,O,X,X,O,X,X,X,O,O,X,X
LSZIOTJ,X,O,X,X,X,X,X,X,O,O,X,X
LSZIOJT,X,O,X,X,O,X,X,X,O,O,X,X
LSZJTIO,O,O,X,X,O,X,X,X,O,O,X,X
LSZJTOI,O,O,X,X,O,X,X,X,O,O,X,X
LSZJITO,O,O,X,X,O,X,X,X,O,O,X,X
LSZJIOT,O,O,X,X,O,X,X,X,O,O,X,X
LSZJOTI,O,O,X,X,X,X,X,X,O,O,X,X
LSZJOIT,O,O,X,X,X,X,X,X,O,O,X,X
LSZOTIJ,X,O,X,X,X,X,X,X,O,O,X,X
LSZOTJI,X,O,X,X,X,X,X,X,O,O,X,X
LSZOITJ,X,O,X,X,X,X,X,X,O,O,X,X
LSZOIJT,X,O,X,X,X,X,X,X,O,O,X,X
LSZOJTI,X,O,X,X,X,X,X,X,O,O,X,X
LSZOJIT,X,O,X,X,X,X,X,X,O,O,X,X
LSOTIJZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOTIZJ,X,O,X,X,X,O,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOTJZI,O,O,X,X,X,O,X,X,X,X,X,X
LSOTZIJ,X,O,X,X,X,O,X,X,X,X,X,X
LSOTZJI,X,O,X,X,X,O,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOITZJ,X,O,X,X,X,O,X,X,X,X,X,X
LSOIJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,O,X,X,X
LSOIZTJ,X,O,X,X,X,X,X,X,O,X,X,X
LSOIZJT,X,O,X,X,X,X,X,X,O,X,X,X
LSOJTIZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOJTZI,O,O,X,X,X,O,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,O,X,X,X
LSOJZTI,O,O,X,X,X,X,X,X,O,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,O,X,X,X
LSOZTIJ,X,O,X,X,X,X,X,X,O,X,X,X
LSOZTJI,X,O,X,X,X,X,X,X,O,X,X,X
LSOZITJ,X,O,X,X,X,X,X,X,O,X,X,X
LSOZIJT,X,O,X,X,X,X,X,X,O,X,X,X
LSOZJTI,X,O,X,X,X,X,X,X,O,X,X,X
LSOZJIT,X,O,X,X,X,X,X,X,O,X,X,X
LZTIJSO,X,X,O,O,O,X,O,X,O,X,X,X
LZTIJOS,X,X,O,O,O,O,O,X,O,X,X,X
LZTISJO,X,X,O,O,O,O,O,X,O,X,X,X
LZTISOJ,X,X,O,X,O,O,X,X,O,X,X,X
LZTIOJS,X,X,O,O,O,O,O,X,O,X,X,X
LZTIOSJ,X,X,O,O,X,O,X,X,O,X,X,X
LZTJISO,X,X,O,O,O,X,O,X,O,X,X,X
LZTJIOS,X,X,O,O,O,O,O,X,O,X,X,X
LZTJSIO,X,X,X,O,O,X,O,X,O,X,X,X
LZTJSOI,X,X,X,O,O,X,X,X,O,X,X,X
LZTJOIS,X,X,X,O,O,O,O,O,O,X,X,X
LZTJOSI,X,X,X,O,O,O,X,O,O,X,X,X
LZTSIJO,X,X,X,O,O,O,O,X,O,X,X,X
LZTSIOJ,X,X,X,X,O,O,X,X,O,X,X,X
LZTSJIO,X,X,X,O,O,O,O,X,O,X,X,X
LZTSJOI,X,X,X,O,O,O,X,X,O,X,X,X
LZTSOIJ,X,X,X,O,O,O,X,X,O,X,X,X
LZTSOJI,X,X,X,O,O,O,X,X,O,X,X,X
LZTOIJS,X,X,X,O,O,O,O,O,O,X,X,X
LZTOISJ,X,X,X,O,X,O,X,O,O,X,X,X
LZTOJIS,X,X,X,O,O,O,O,O,O,X,X,X
LZTOJSI,X,X,X,O,O,O,X,O,O,X,X,X
LZTOSIJ,X,X,X,O,O,O,X,O,O,X,X,X
LZTOSJI,X,X,X,O,O,O,X,O,O,X,X,X
LZITJSO,X,X,O,O,O,X,O,X,O,X,X,X
LZITJOS,X,X,O,O,O,O,O,X,O,X,X,X
LZITSJO,X,X,O,O,O,O,O,X,O,X,X,X
LZITSOJ,X,X,O,X,X,O,X,X,O,X,X,X
LZITOJS,X,X,O,O,O,O,O,X,O,X,X,X
LZITOSJ,X,X,O,X,X,O,X,X,O,X,X,X
LZIJTSO,X,X,O,X,O,X,O,X,O,X,X,X
LZIJTOS,X,X,O,X,X,O,X,X,O,X,X,X
LZIJSTO,O,X,O,X,O,X,O,X,O,O,X,X
LZIJSOT,O,X,O,X,O,X,O,X,O,O,X,X
LZIJOTS,X,X,O,X,X,O,X,X,O,X,X,X
LZIJOST,O,X,O,X,O,X,O,X,O,O,X,X
LZISTJO,O,X,O,X,X,X,X,X,O,O,X,X
LZISTOJ,X,X,O,X,X,X,X,X,O,O,X,X
LZISJTO,O,X,O,X,O,X,O,X,O,O,X,X
LZISJOT,O,X,O,X,O,X,O,X,O,O,X,X
LZISOTJ,X,X,O,X,X,X,X,X,O,O,X,X
LZISOJT,X,X,O,X,X,X,X,X,O,O,X,X
LZIOTJS,X,X,O,X,X,O,X,X,O,X,X,X
LZIOTSJ,X,X,O,X,X,O,X,X,O,X,X,X
LZIOJTS,X,X,O,X,X,O,X,X,O,X,X,X
LZIOJST,X,X,O,X,O,X,O,X,O,O,X,X
LZIOSTJ,X,X,O,X,X,X,X,X,O,O,X,X
LZIOSJT,X,X,O,X,X,X,X,X,O,O,X,X
LZJTISO,X,X,O,O,O,X,O,X,O,X,X,X
LZJTIOS,X,X,O,O,O,O,O,X,O,X,X,X
LZJTSIO,X,X,X,O,O,X,O,X,O,X,X,X
LZJTSOI,X,X,X,O,O,X,X,X,O,X,X,X
LZJTOIS,X,X,X,O,O,O,O,O,O,X,X,X
LZJTOSI,X,X,X,O,O,O,X,O,O,X,X,X
LZJITSO,X,X,O,X,O,X,O,X,O,X,X,X
LZJITOS,X,X,O,X,X,O,X,X,O,X,X,X
LZJISTO,O,X,O,X,O,X,O,X,O,O,X,X
LZJISOT,O,X,O,X,O,X,O,X,O,O,X,X
LZJIOTS,X,X,O,X,X,O,X,X,O,X,X,X
LZJIOST,O,X,O,X,O,X,O,X,O,O,X,X
LZJSTIO,O,X,X,X,O,X,X,X,O,O,X,X
LZJSTOI,O,X,X,X,O,X,X,X,O,O,X,X
LZJSITO,O,X,X,X,O,X,X,X,O,O,X,X
LZJSIOT,O,X,X,X,O,X,X,X,O,O,X,X
LZJSOTI,O,X,X,X,X,X,X,X,O,O,X,X
LZJSOIT,O,X,X,X,X,X,X,X,O,O,X,X
LZJOTIS,X,X,X,O,X,O,O,O,O,X,X,X
LZJOTSI,X,X,X,O,X,O,O,O,O,X,X,X
LZJOITS,X,X,X,X,X,O,O,O,O,X,X,X
LZJOIST,O,X,X,X,X,X,O,X,O,O,X,X
LZJOSTI,O,X,X,X,X,X,X,O,O,O,X,X
LZJOSIT,O,X,X,X,X,X,X,X,O,O,X,X
LZSTIJO,O,X,X,X,O,X,X,X,O,O,X,X
LZSTIOJ,X,X,X,X,O,X,X,X,O,O,X,X
LZSTJIO,O,X,X,X,O,X,X,X,O,O,X,X
LZSTJOI,O,X,X,X,O,X,X,X,O,O,X,X
LZSTOIJ,X,X,X,X,O,X,X,X,O,O,X,X
LZSTOJI,X,X,X,X,O,X,X,X,O,O,X,X
LZSITJO,O,X,X,X,O,X,X,X,O,O,X,X
LZSITOJ,X,X,X,X,O,X,X,X,O,O,X,X
LZSIJTO,O,X,X,X,O,X,X,X,O,O,X,X
LZSIJOT,O,X,X,X,O,X,X,X,O,O,X,X
LZSIOTJ,X,X,X,X,X,X,X,X,O,O,X,X
LZSIOJT,X,X,X,X,O,X,X,X,O,O,X,X
LZSJTIO,O,X,X,X,O,X,X,X,O,O,X,X
LZSJTOI,O,X,X,X,O,X,X,X,O,O,X,X
LZSJITO,O,X,X,X,O,X,X,X,O,O,X,X
LZSJIOT,O,X,X,X,O,X,X,X,O,O,X,X
LZSJOTI,O,X,X,X,X,X,X,X,O,O,X,X
LZSJOIT,O,X,X,X,X,X,X,X,O,O,X,X
LZSOTIJ,X,X,X,X,X,X,X,X,O,O,X,X
LZSOTJI,X,X,X,X,X,X,X,X,O,O,X,X
LZSOITJ,X,X,X,X,X,X,X,X,O,O,X,X
LZSOIJT,X,X,X,X,X,X,X,X,O,O,X,X
LZSOJTI,X,X,X,X,X,X,X,X,O,O,X,X
LZSOJIT,X,X,X,X,X,X,X,X,O,O,X,X
LZOTIJS,X,X,X,O,X,O,O,O,O,X,X,X
LZOTISJ,X,X,X,O,X,O,O,O,O,X,X,X
LZOTJIS,X,X,X,O,X,O,O,O,O,X,X,X
LZOTJSI,X,X,X,O,X,O,O,O,O,X,X,X
LZOTSIJ,X,X,X,O,X,O,O,O,O,X,X,X
LZOTSJI,X,X,X,O,X,O,O,O,O,X,X,X
LZOITJS,X,X,X,O,X,O,O,O,O,X,X,X
LZOITSJ,X,X,X,O,X,O,O,O,O,X,X,X
LZOIJTS,X,X,X,X,X,O,O,O,O,X,X,X
LZOIJST,X,X,X,X,X,X,O,X,O,O,X,X
LZOISTJ,X,X,X,X,X,X,X,X,O,O,X,X
LZOISJT,X,X,X,X,X,X,O,X,O,O,X,X
LZOJTIS,X,X,X,O,X,O,O,O,O,X,X,X
LZOJTSI,X,X,X,O,X,O,O,O,O,X,X,X
LZOJITS,X,X,X,X,X,O,O,O,O,X,X,X
LZOJIST,X,X,X,X,X,X,O,X,O,O,X,X
LZOJSTI,X,X,X,X,X,X,X,O,O,O,X,X
LZOJSIT,X,X,X,X,X,X,X,X,O,O,X,X
LZOSTIJ,X,X,X,X,X,X,X,O,O,O,X,X
LZOSTJI,X,X,X,X,X,X,X,O,O,O,X,X
LZOSITJ,X,X,X,X,X,X,X,X,O,O,X,X
LZOSIJT,X,X,X,X,X,X,X,X,O,O,X,X
LZOSJTI,X,X,X,X,X,X,X,O,O,O,X,X
LZOSJIT,X,X,X,X,X,X,X,X,O,O,X,X
LOTIJSZ,X,X,X,X,X,O,O,X,X,X,X,X
LOTIJZS,X,O,X,X,X,O,O,X,O,X,X,X
LOTISJZ,X,O,X,X,X,O,O,X,X,X,X,X
LOTISZJ,X,O,X,X,X,O,X,X,X,X,X,X
LOTIZJS,X,X,X,X,X,O,O,X,O,X,X,X
LOTIZSJ,X,X,X,X,X,O,O,X,O,X,X,X
LOTJISZ,X,X,X,X,X,O,O,X,X,X,X,X
LOTJIZS,X,O,X,X,X,O,O,X,O,X,X,X
LOTJSIZ,X,X,X,X,X,O,O,X,X,X,X,X
LOTJSZI,X,X,X,X,X,O,O,X,X,X,X,X
LOTJZIS,X,O,X,X,X,O,O,O,O,X,X,X
LOTJZSI,X,O,X,X,X,O,O,O,O,X,X,X
LOTSIJZ,X,O,X,X,X,O,O,X,X,X,X,X
LOTSIZJ,X,O,X,X,X,O,X,X,X,X,X,X
