sequence,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je6AJvhFTc?BOiB8iB5jBXmBFsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je07IvhFlc?BzdB5jB/nBCmBmrB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je07IvhF6h?B2iB5jB3iBzlBFsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je6AJvhFTc?BmdB5jBXiBVrBcsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je6AJvhFOi?B8iB5jBThBXmBFsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8JeX8IvhFmd?B5jBcmBTiB6lBFsB
ZJSLITO,O,O,O,O,O,X
ZJSLIOT,O,O,O,X,X,X
ZJSLOTI,O,O,X,X,X,X
ZJSLOIT,O,O,X,X,X,X
ZJSOTIL,O,O,X,O,X,X
ZJSOTLI,O,O,X,O,X,X
ZJSOITL,O,O,X,O,X,X
ZJSOILT,O,O,X,X,X,X
ZJSOLTI,O,O,X,X,X,X
ZJSOLIT,O,O,X,X,X,X
ZJOTILS,X,X,O,O,X,X
ZJOTISL,X,O,O,O,X,X
ZJOTLIS,X,X,O,O,X,X
ZJOTLSI,X,X,O,O,X,X
ZJOTSIL,X,O,O,O,X,X
ZJOTSLI,X,O,O,O,X,X
ZJOITLS,X,X,O,O,X,X
ZJOITSL,X,O,O,O,X,X
ZJOILTS,O,O,O,X,O,X
ZJOILST,O,O,O,X,X,X
ZJOISTL,O,O,X,O,X,X
ZJOISLT,O,O,O,X,X,X
ZJOLTIS,O,O,O,X,O,X
ZJOLTSI,O,O,O,X,O,X
ZJOLITS,O,O,O,X,O,X
ZJOLIST,O,O,O,X,X,X
ZJOLSTI,O,O,X,X,X,X
ZJOLSIT,O,O,O,X,X,X
ZJOSTIL,O,O,X,O,X,X
ZJOSTLI,O,O,X,O,X,X
ZJOSITL,O,O,X,O,X,X
ZJOSILT,O,O,O,X,X,X
ZJOSLTI,O,O,X,X,X,X
ZJOSLIT,O,O,O,X,X,X
ZSTILJO,O,O,O,O,O,X
ZSTILOJ,O,O,X,O,O,O
ZSTIJLO,O,O,O,O,O,X
ZSTIJOL,O,O,X,O,O,O
ZSTIOLJ,O,O,X,O,O,O
ZSTIOJL,O,O,X,O,O,O
ZSTLIJO,O,O,O,O,O,X
ZSTLIOJ,O,O,X,O,O,O
ZSTLJIO,O,O,O,O,O,X
ZSTLJOI,O,O,X,O,O,X
ZSTLOIJ,O,O,X,O,O,O
ZSTLOJI,O,O,X,O,O,O
ZSTJILO,O,O,O,O,O,X
ZSTJIOL,O,O,X,O,O,O
ZSTJLIO,O,O,O,O,O,X
ZSTJLOI,O,O,X,O,O,X
ZSTJOIL,O,O,X,O,O,O
ZSTJOLI,O,O,X,O,O,O
ZSTOILJ,O,O,X,O,O,O
ZSTOIJL,O,O,X,O,O,O
ZSTOLIJ,O,O,X,O,O,O
ZSTOLJI,O,O,X,O,O,O
ZSTOJIL,O,O,X,O,O,O
ZSTOJLI,O,O,X,O,O,O
ZSITLJO,O,O,O,O,O,X
ZSITLOJ,O,O,X,O,O,O
ZSITJLO,O,O,O,O,O,X
ZSITJOL,O,O,X,O,O,O
ZSITOLJ,O,O,X,O,O,O
ZSITOJL,O,O,X,O,O,O
ZSILTJO,O,O,O,O,O,X
ZSILTOJ,O,O,X,O,O,O
ZSILJTO,O,O,O,O,O,X
ZSILJOT,O,O,O,X,X,X
ZSILOTJ,O,O,X,X,X,X
ZSILOJT,O,O,X,X,X,X
ZSIJTLO,O,O,X,O,X,X
ZSIJTOL,O,O,X,O,X,O
ZSIJLTO,O,O,O,O,O,X
ZSIJLOT,O,O,O,X,X,X
ZSIJOTL,O,O,X,O,X,X
ZSIJOLT,O,O,X,X,X,X
ZSIOTLJ,O,O,O,O,X,O
ZSIOTJL,O,O,O,O,X,O
ZSIOLTJ,O,O,O,X,X,X
ZSIOLJT,O,O,O,X,X,X
ZSIOJTL,O,O,X,O,X,X
ZSIOJLT,O,O,O,X,X,X
ZSLTIJO,O,O,O,O,O,X
ZSLTIOJ,O,O,X,O,O,O
ZSLTJIO,O,O,O,O,O,X
ZSLTJOI,O,O,X,O,O,X
ZSLTOIJ,O,O,X,O,O,O
ZSLTOJI,O,O,X,O,O,O
ZSLITJO,O,O,O,O,O,X
ZSLITOJ,O,O,X,O,O,O
ZSLIJTO,O,O,O,O,O,X
ZSLIJOT,O,O,O,X,X,X
ZSLIOTJ,O,O,X,X,X,X
ZSLIOJT,O,O,X,X,X,X
ZSLJTIO,O,O,X,O,O,X
ZSLJTOI,O,O,X,O,O,X
ZSLJITO,O,O,O,O,O,X
ZSLJIOT,O,O,O,X,X,X
ZSLJOTI,O,O,X,X,X,X
ZSLJOIT,O,O,X,X,X,X
ZSLOTIJ,O,O,X,X,X,X
ZSLOTJI,O,O,X,X,X,X
ZSLOITJ,O,O,X,X,X,X
ZSLOIJT,O,O,X,X,X,X
ZSLOJTI,O,O,X,X,X,X
ZSLOJIT,O,O,X,X,X,X
ZSJTILO,O,O,X,O,X,X
ZSJTIOL,O,O,X,O,X,O
ZSJTLIO,O,O,X,O,X,X
ZSJTLOI,O,O,X,O,X,X
ZSJTOIL,O,O,X,O,X,O
ZSJTOLI,O,O,X,O,X,O
ZSJITLO,O,O,X,O,X,X
ZSJITOL,O,O,X,O,X,O
ZSJILTO,O,O,O,O,O,X
ZSJILOT,O,O,O,X,X,X
ZSJIOTL,O,O,X,O,X,X
ZSJIOLT,O,O,X,X,X,X
ZSJLTIO,O,O,X,O,O,X
ZSJLTOI,O,O,X,O,O,X
ZSJLITO,O,O,O,O,O,X
ZSJLIOT,O,O,O,X,X,X
ZSJLOTI,O,O,X,X,X,X
ZSJLOIT,O,O,X,X,X,X
ZSJOTIL,O,O,X,O,X,X
ZSJOTLI,O,O,X,O,X,X
ZSJOITL,O,O,X,O,X,X
ZSJOILT,O,O,X,X,X,X
ZSJOLTI,O,O,X,X,X,X
ZSJOLIT,O,O,X,X,X,X
ZSOTILJ,O,O,O,O,X,O
ZSOTIJL,O,O,O,O,X,O
ZSOTLIJ,O,O,O,O,X,O
ZSOTLJI,O,O,O,O,X,O
ZSOTJIL,O,O,O,O,X,O
ZSOTJLI,O,O,O,O,X,O
ZSOITLJ,O,O,O,O,X,O
ZSOITJL,O,O,O,O,X,O
ZSOILTJ,O,O,O,X,X,X
ZSOILJT,O,O,O,X,X,X
ZSOIJTL,O,O,X,O,X,X
ZSOIJLT,O,O,O,X,X,X
ZSOLTIJ,O,O,O,X,X,X
ZSOLTJI,O,O,O,X,X,X
ZSOLITJ,O,O,O,X,X,X
ZSOLIJT,O,O,O,X,X,X
ZSOLJTI,O,O,X,X,X,X
ZSOLJIT,O,O,O,X,X,X
ZSOJTIL,O,O,X,O,X,X
ZSOJTLI,O,O,X,O,X,X
ZSOJITL,O,O,X,O,X,X
ZSOJILT,O,O,O,X,X,X
ZSOJLTI,O,O,X,X,X,X
ZSOJLIT,O,O,O,X,X,X
ZOTILJS,O,X,O,O,O,O
ZOTILSJ,X,O,O,O,O,O
ZOTIJLS,O,X,O,O,O,O
ZOTIJSL,O,O,O,O,O,O
ZOTISLJ,O,O,O,O,O,O
ZOTISJL,O,O,O,O,O,O
ZOTLIJS,O,X,O,O,O,O
ZOTLISJ,X,O,O,O,O,O
ZOTLJIS,O,X,O,O,O,O
ZOTLJSI,O,X,O,O,O,O
ZOTLSIJ,X,O,O,O,O,O
ZOTLSJI,X,O,O,O,O,O
ZOTJILS,O,X,O,O,O,O
ZOTJISL,O,O,O,O,O,O
ZOTJLIS,O,X,O,O,O,O
ZOTJLSI,O,X,O,O,O,O
ZOTJSIL,O,O,O,O,O,O
ZOTJSLI,O,O,O,O,O,O
ZOTSILJ,O,O,O,O,O,O
ZOTSIJL,O,O,O,O,O,O
ZOTSLIJ,O,O,O,O,O,O
ZOTSLJI,O,O,O,O,O,O
ZOTSJIL,O,O,O,O,O,O
ZOTSJLI,O,O,O,O,O,O
ZOITLJS,O,X,O,O,O,O
ZOITLSJ,X,O,O,O,O,O
ZOITJLS,O,X,O,O,O,O
ZOITJSL,O,O,O,O,O,O
ZOITSLJ,O,O,O,O,O,O
ZOITSJL,O,O,O,O,O,O
ZOILTJS,O,O,O,X,O,X
ZOILTSJ,X,O,O,X,O,X
ZOILJTS,O,O,O,X,O,X
ZOILJST,O,O,O,X,X,X
ZOILSTJ,O,O,O,X,X,X
ZOILSJT,O,O,O,X,X,X
ZOIJTLS,X,X,O,O,X,X
ZOIJTSL,X,O,O,O,X,X
ZOIJLTS,O,O,O,X,O,X
ZOIJLST,O,O,O,X,X,X
ZOIJSTL,O,O,X,O,X,X
ZOIJSLT,O,O,O,X,X,X
ZOISTLJ,O,O,O,O,X,O
ZOISTJL,O,O,O,O,X,O
ZOISLTJ,O,O,O,X,X,X
ZOISLJT,O,O,O,X,X,X
ZOISJTL,O,O,X,O,X,X
ZOISJLT,O,O,O,X,X,X
ZOLTIJS,O,O,O,X,O,X
ZOLTISJ,X,O,O,X,O,X
ZOLTJIS,O,O,O,X,O,X
ZOLTJSI,O,O,O,X,O,X
ZOLTSIJ,X,O,O,X,O,X
ZOLTSJI,X,O,O,X,O,X
ZOLITJS,O,O,O,X,O,X
ZOLITSJ,X,O,O,X,O,X
ZOLIJTS,O,O,O,X,O,X
ZOLIJST,O,O,O,X,X,X
ZOLISTJ,O,O,O,X,X,X
ZOLISJT,O,O,O,X,X,X
ZOLJTIS,O,O,O,X,O,X
ZOLJTSI,O,O,O,X,O,X
ZOLJITS,O,O,O,X,O,X
ZOLJIST,O,O,O,X,X,X
ZOLJSTI,O,O,X,X,X,X
ZOLJSIT,O,O,O,X,X,X
ZOLSTIJ,O,O,O,X,X,X
ZOLSTJI,O,O,O,X,X,X
ZOLSITJ,O,O,O,X,X,X
ZOLSIJT,O,O,O,X,X,X
ZOLSJTI,O,O,X,X,X,X
ZOLSJIT,O,O,O,X,X,X
ZOJTILS,X,X,O,O,X,X
ZOJTISL,X,O,O,O,X,X
ZOJTLIS,X,X,O,O,X,X
ZOJTLSI,X,X,O,O,X,X
ZOJTSIL,X,O,O,O,X,X
ZOJTSLI,X,O,O,O,X,X
ZOJITLS,X,X,O,O,X,X
ZOJITSL,X,O,O,O,X,X
ZOJILTS,O,O,O,X,O,X
ZOJILST,O,O,O,X,X,X
ZOJISTL,O,O,X,O,X,X
ZOJISLT,O,O,O,X,X,X
ZOJLTIS,O,O,O,X,O,X
ZOJLTSI,O,O,O,X,O,X
ZOJLITS,O,O,O,X,O,X
ZOJLIST,O,O,O,X,X,X
ZOJLSTI,O,O,X,X,X,X
ZOJLSIT,O,O,O,X,X,X
ZOJSTIL,O,O,X,O,X,X
ZOJSTLI,O,O,X,O,X,X
ZOJSITL,O,O,X,O,X,X
ZOJSILT,O,O,O,X,X,X
ZOJSLTI,O,O,X,X,X,X
ZOJSLIT,O,O,O,X,X,X
ZOSTILJ,O,O,O,O,X,O
ZOSTIJL,O,O,O,O,X,O
ZOSTLIJ,O,O,O,O,X,O
ZOSTLJI,O,O,O,O,X,O
ZOSTJIL,O,O,O,O,X,O
ZOSTJLI,O,O,O,O,X,O
ZOSITLJ,O,O,O,O,X,O
ZOSITJL,O,O,O,O,X,O
ZOSILTJ,O,O,O,X,X,X
ZOSILJT,O,O,O,X,X,X
ZOSIJTL,O,O,X,O,X,X
ZOSIJLT,O,O,O,X,X,X
ZOSLTIJ,O,O,O,X,X,X
ZOSLTJI,O,O,O,X,X,X
ZOSLITJ,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,X
ZOSLJTI,O,O,X,X,X,X
ZOSLJIT,O,O,O,X,X,X
ZOSJTIL,O,O,X,O,X,X
ZOSJTLI,O,O,X,O,X,X
ZOSJITL,O,O,X,O,X,X
ZOSJILT,O,O,O,X,X,X
ZOSJLTI,O,O,X,X,X,X
ZOSJLIT,O,O,O,X,X,X
OTILJSZ,X,X,O,O,X,X
OTILJZS,X,X,O,O,O,O
OTILSJZ,X,O,O,O,X,X
OTILSZJ,X,O,O,O,O,X
OTILZJS,O,X,O,O,O,O
OTILZSJ,X,O,O,O,O,O
OTIJLSZ,X,X,O,O,X,X
OTIJLZS,X,X,O,O,O,O
OTIJSLZ,X,X,O,O,X,X
OTIJSZL,X,X,O,X,X,O
OTIJZLS,X,X,O,O,O,O
OTIJZSL,X,X,O,O,O,O
OTISLJZ,O,O,O,O,X,X
OTISLZJ,O,O,O,O,O,X
OTISJLZ,O,O,O,O,X,X
OTISJZL,O,O,O,X,X,O
OTISZLJ,O,O,O,O,O,O
OTISZJL,O,O,O,O,O,O
OTIZLJS,O,X,O,O,O,O
OTIZLSJ,X,O,O,O,O,O
OTIZJLS,O,X,O,O,O,O
OTIZJSL,O,X,O,O,O,O
OTIZSLJ,O,O,O,O,O,O
OTIZSJL,O,O,O,O,O,O
OTLIJSZ,X,X,O,O,X,X
OTLIJZS,X,X,O,O,O,O
OTLISJZ,X,O,O,O,X,X
OTLISZJ,X,O,O,O,O,X
OTLIZJS,O,X,O,O,O,O
OTLIZSJ,X,O,O,O,O,O
OTLJISZ,X,X,O,O,X,X
OTLJIZS,X,X,O,O,O,O
OTLJSIZ,X,X,O,O,X,X
OTLJSZI,X,X,O,X,X,X
OTLJZIS,X,X,O,O,O,O
OTLJZSI,X,X,O,O,O,O
OTLSIJZ,X,O,O,O,X,X
OTLSIZJ,X,O,O,O,O,X
OTLSJIZ,X,O,O,O,X,X
OTLSJZI,X,O,O,X,X,X
OTLSZIJ,X,O,O,O,O,X
OTLSZJI,X,O,O,O,O,X
OTLZIJS,O,X,O,O,O,O
OTLZISJ,X,O,O,O,O,O
OTLZJIS,O,X,O,O,O,O
OTLZJSI,O,X,O,O,O,O
OTLZSIJ,X,O,O,O,O,O
OTLZSJI,X,O,O,O,O,O
OTJILSZ,X,X,O,O,X,X
OTJILZS,X,X,O,O,O,O
OTJISLZ,X,X,O,O,X,X
OTJISZL,X,X,O,X,X,O
OTJIZLS,X,X,O,O,O,O
OTJIZSL,X,X,O,O,O,O
OTJLISZ,X,X,O,O,X,X
OTJLIZS,X,X,O,O,O,O
OTJLSIZ,X,X,O,O,X,X
OTJLSZI,X,X,O,X,X,X
OTJLZIS,X,X,O,O,O,O
OTJLZSI,X,X,O,O,O,O
OTJSILZ,X,X,O,O,X,X
OTJSIZL,X,X,O,X,X,O
OTJSLIZ,X,X,O,O,X,X
OTJSLZI,X,X,O,X,X,X
OTJSZIL,X,X,O,X,X,O
OTJSZLI,X,X,O,X,X,O
OTJZILS,X,X,O,O,O,O
OTJZISL,X,X,O,O,O,O
OTJZLIS,X,X,O,O,O,O
OTJZLSI,X,X,O,O,O,O
OTJZSIL,X,X,O,O,O,O
OTJZSLI,X,X,O,O,O,O
OTSILJZ,O,O,O,O,X,X
OTSILZJ,O,O,O,O,O,X
OTSIJLZ,O,O,O,O,X,X
OTSIJZL,O,O,O,X,X,O
OTSIZLJ,O,O,O,O,O,O
OTSIZJL,O,O,O,O,O,O
OTSLIJZ,O,O,O,O,X,X
OTSLIZJ,O,O,O,O,O,X
OTSLJIZ,O,O,O,O,X,X
OTSLJZI,O,O,O,X,X,X
OTSLZIJ,O,O,O,O,O,X
OTSLZJI,O,O,O,O,O,X
OTSJILZ,O,O,O,O,X,X
OTSJIZL,O,O,O,X,X,O
OTSJLIZ,O,O,O,O,X,X
OTSJLZI,O,O,O,X,X,X
OTSJZIL,O,O,O,X,X,O
OTSJZLI,O,O,O,X,X,O
OTSZILJ,O,O,O,O,O,O
OTSZIJL,O,O,O,O,O,O
OTSZLIJ,O,O,O,O,O,O
OTSZLJI,O,O,O,O,O,O
OTSZJIL,O,O,O,O,O,O
OTSZJLI,O,O,O,O,O,O
OTZILJS,O,X,O,O,O,O
OTZILSJ,X,O,O,O,O,O
OTZIJLS,O,X,O,O,O,O
OTZIJSL,O,X,O,O,O,O
OTZISLJ,O,O,O,O,O,O
OTZISJL,O,O,O,O,O,O
OTZLIJS,O,X,O,O,O,O
OTZLISJ,X,O,O,O,O,O
OTZLJIS,O,X,O,O,O,O
OTZLJSI,O,X,O,O,O,O
OTZLSIJ,X,O,O,O,O,O
OTZLSJI,X,O,O,O,O,O
OTZJILS,O,X,O,O,O,O
OTZJISL,O,X,O,O,O,O
OTZJLIS,O,X,O,O,O,O
OTZJLSI,O,X,O,O,O,O
OTZJSIL,O,X,O,O,O,O
OTZJSLI,O,X,O,O,O,O
OTZSILJ,O,O,O,O,O,O
OTZSIJL,O,O,O,O,O,O
OTZSLIJ,O,O,O,O,O,O
OTZSLJI,O,O,O,O,O,O
OTZSJIL,O,O,O,O,O,O
OTZSJLI,O,O,O,O,O,O
OITLJSZ,X,X,O,O,X,X
OITLJZS,X,X,O,O,O,O
OITLSJZ,X,O,O,O,X,X
OITLSZJ,X,O,O,O,O,X
OITLZJS,O,X,O,O,O,O
OITLZSJ,X,O,O,O,O,O
OITJLSZ,X,X,O,O,X,X
OITJLZS,X,X,O,O,O,O
OITJSLZ,X,X,O,O,X,X
OITJSZL,X,X,O,X,X,O
OITJZLS,X,X,O,O,O,O
OITJZSL,X,X,O,O,O,O
OITSLJZ,O,O,O,O,X,X
OITSLZJ,O,O,O,O,O,X
OITSJLZ,O,O,O,O,X,X
OITSJZL,O,O,O,X,X,O
OITSZLJ,O,O,O,O,O,O
OITSZJL,O,O,O,O,O,O
OITZLJS,O,X,O,O,O,O
OITZLSJ,X,O,O,O,O,O
OITZJLS,O,X,O,O,O,O
OITZJSL,O,X,O,O,O,O
OITZSLJ,O,O,O,O,O,O
OITZSJL,O,O,O,O,O,O
OILTJSZ,X,O,O,O,X,X
OILTJZS,X,O,O,O,O,X
OILTSJZ,X,O,O,O,X,X
OILTSZJ,X,O,O,O,O,X
OILTZJS,O,O,O,O,O,X
OILTZSJ,X,O,O,O,O,X
OILJTSZ,X,O,X,O,X,X
OILJTZS,X,O,X,O,X,X
OILJSTZ,X,O,X,X,X,X
OILJSZT,X,O,X,X,X,X
OILJZTS,X,O,O,X,X,X
OILJZST,X,O,O,X,X,X
OILSTJZ,O,O,X,X,X,X
OILSTZJ,O,O,X,X,X,X
OILSJTZ,O,O,X,X,X,X
OILSJZT,O,O,X,X,X,X
OILSZTJ,O,O,X,X,X,X
OILSZJT,O,O,X,X,X,X
OILZTJS,O,O,O,X,O,X
OILZTSJ,X,O,O,X,O,X
OILZJTS,O,O,O,X,O,X
OILZJST,O,O,O,X,X,X
OILZSTJ,O,O,O,X,X,X
OILZSJT,O,O,O,X,X,X
OIJTLSZ,X,X,O,O,X,X
OIJTLZS,X,X,O,O,X,O
OIJTSLZ,X,X,O,O,X,X
OIJTSZL,X,X,O,X,X,O
OIJTZLS,X,X,O,O,X,O
OIJTZSL,X,X,O,O,X,O
OIJLTSZ,X,O,X,O,X,X
OIJLTZS,X,O,X,O,X,X
OIJLSTZ,X,O,X,X,X,X
OIJLSZT,X,O,X,X,X,X
OIJLZTS,X,O,O,X,X,X
OIJLZST,X,O,O,X,X,X
OIJSTLZ,X,O,X,X,X,X
OIJSTZL,X,O,X,X,X,X
OIJSLTZ,X,O,X,X,X,X
OIJSLZT,X,O,X,X,X,X
OIJSZTL,X,O,X,X,X,X
OIJSZLT,X,O,O,X,X,X
OIJZTLS,X,X,O,O,X,X
OIJZTSL,X,O,O,O,X,X
OIJZLTS,X,O,O,X,X,X
OIJZLST,X,O,O,X,X,X
OIJZSTL,X,O,X,O,X,X
OIJZSLT,X,O,O,X,X,X
OISTLJZ,O,O,O,X,X,X
OISTLZJ,O,O,O,X,X,X
OISTJLZ,O,O,O,X,X,X
OISTJZL,O,O,O,X,X,X
OISTZLJ,O,O,O,X,X,X
OISTZJL,O,O,O,X,X,X
OISLTJZ,O,O,X,X,X,X
OISLTZJ,O,O,X,X,X,X
OISLJTZ,O,O,X,X,X,X
OISLJZT,O,O,X,X,X,X
OISLZTJ,O,O,X,X,X,X
OISLZJT,O,O,X,X,X,X
OISJTLZ,O,O,X,X,X,X
OISJTZL,O,O,X,X,X,X
OISJLTZ,O,O,X,X,X,X
OISJLZT,O,O,X,X,X,X
OISJZTL,O,O,X,X,X,X
OISJZLT,O,O,O,X,X,X
OISZTLJ,O,O,O,X,X,X
OISZTJL,O,O,O,X,X,X
OISZLTJ,O,O,O,X,X,X
OISZLJT,O,O,O,X,X,X
OISZJTL,O,O,X,X,X,X
OISZJLT,O,O,O,X,X,X
OIZTLJS,O,X,O,O,O,O
OIZTLSJ,X,O,O,O,O,O
OIZTJLS,O,X,O,O,O,O
OIZTJSL,O,O,O,O,O,O
OIZTSLJ,O,O,O,O,O,O
OIZTSJL,O,O,O,O,O,O
OIZLTJS,O,O,O,X,O,X
OIZLTSJ,X,O,O,X,O,X
OIZLJTS,O,O,O,X,O,X
OIZLJST,O,O,O,X,X,X
OIZLSTJ,O,O,O,X,X,X
OIZLSJT,O,O,O,X,X,X
OIZJTLS,X,X,O,O,X,X
OIZJTSL,X,O,O,O,X,X
OIZJLTS,O,O,O,X,O,X
OIZJLST,O,O,O,X,X,X
OIZJSTL,O,O,X,O,X,X
OIZJSLT,O,O,O,X,X,X
OIZSTLJ,O,O,O,O,X,O
OIZSTJL,O,O,O,O,X,O
OIZSLTJ,O,O,O,X,X,X
OIZSLJT,O,O,O,X,X,X
OIZSJTL,O,O,X,O,X,X
OIZSJLT,O,O,O,X,X,X
OLTIJSZ,X,O,O,O,X,X
OLTIJZS,X,O,O,O,O,X
OLTISJZ,X,O,O,O,X,X
OLTISZJ,X,O,O,O,O,X
OLTIZJS,O,O,O,O,O,X
OLTIZSJ,X,O,O,O,O,X
OLTJISZ,X,O,O,O,X,X
OLTJIZS,X,O,O,O,O,X
OLTJSIZ,X,O,O,O,X,X
OLTJSZI,X,O,O,X,X,X
OLTJZIS,X,O,O,O,O,X
OLTJZSI,X,O,O,O,O,X
OLTSIJZ,X,O,O,O,X,X
OLTSIZJ,X,O,O,O,O,X
OLTSJIZ,X,O,O,O,X,X
OLTSJZI,X,O,O,X,X,X
OLTSZIJ,X,O,O,O,O,X
OLTSZJI,X,O,O,O,O,X
OLTZIJS,O,O,O,O,O,X
OLTZISJ,X,O,O,O,O,X
OLTZJIS,O,O,O,O,O,X
OLTZJSI,O,O,O,O,O,X
OLTZSIJ,X,O,O,O,O,X
OLTZSJI,X,O,O,O,O,X
OLITJSZ,X,O,O,O,X,X
OLITJZS,X,O,O,O,O,X
OLITSJZ,X,O,O,O,X,X
OLITSZJ,X,O,O,O,O,X
OLITZJS,O,O,O,O,O,X
OLITZSJ,X,O,O,O,O,X
OLIJTSZ,X,O,X,O,X,X
OLIJTZS,X,O,X,O,X,X
OLIJSTZ,X,O,X,X,X,X
OLIJSZT,X,O,X,X,X,X
OLIJZTS,X,O,O,X,X,X
OLIJZST,X,O,O,X,X,X
OLISTJZ,O,O,X,X,X,X
OLISTZJ,O,O,X,X,X,X
OLISJTZ,O,O,X,X,X,X
OLISJZT,O,O,X,X,X,X
OLISZTJ,O,O,X,X,X,X
OLISZJT,O,O,X,X,X,X
OLIZTJS,O,O,O,X,O,X
OLIZTSJ,X,O,O,X,O,X
OLIZJTS,O,O,O,X,O,X
OLIZJST,O,O,O,X,X,X
OLIZSTJ,O,O,O,X,X,X
OLIZSJT,O,O,O,X,X,X
OLJTISZ,X,O,X,O,X,X
OLJTIZS,X,O,X,O,X,X
OLJTSIZ,X,O,X,O,X,X
OLJTSZI,X,O,X,X,X,X
OLJTZIS,X,O,X,O,X,X
OLJTZSI,X,O,X,O,X,X
OLJITSZ,X,O,X,O,X,X
OLJITZS,X,O,X,O,X,X
OLJISTZ,X,O,X,X,X,X
OLJISZT,X,O,X,X,X,X
OLJIZTS,X,O,O,X,X,X
OLJIZST,X,O,O,X,X,X
OLJSTIZ,X,O,X,X,X,X
OLJSTZI,X,O,X,X,X,X
OLJSITZ,X,O,X,X,X,X
OLJSIZT,X,O,X,X,X,X
OLJSZTI,X,O,X,X,X,X
OLJSZIT,X,O,X,X,X,X
OLJZTIS,X,O,O,X,X,X
OLJZTSI,X,O,X,X,X,X
OLJZITS,X,O,O,X,X,X
OLJZIST,X,O,O,X,X,X
OLJZSTI,X,O,X,X,X,X
OLJZSIT,X,O,O,X,X,X
OLSTIJZ,O,O,X,X,X,X
OLSTIZJ,O,O,X,X,X,X
OLSTJIZ,O,O,X,X,X,X
OLSTJZI,O,O,X,X,X,X
OLSTZIJ,O,O,X,X,X,X
OLSTZJI,O,O,X,X,X,X
OLSITJZ,O,O,X,X,X,X
OLSITZJ,O,O,X,X,X,X
OLSIJTZ,O,O,X,X,X,X
OLSIJZT,O,O,X,X,X,X
OLSIZTJ,O,O,X,X,X,X
OLSIZJT,O,O,X,X,X,X
OLSJTIZ,O,O,X,X,X,X
OLSJTZI,O,O,X,X,X,X
OLSJITZ,O,O,X,X,X,X
OLSJIZT,O,O,X,X,X,X
OLSJZTI,O,O,X,X,X,X
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,O,O,X,X,X,X
OLSZTJI,O,O,X,X,X,X
OLSZITJ,O,O,X,X,X,X
OLSZIJT,O,O,X,X,X,X
OLSZJTI,O,O,X,X,X,X
OLSZJIT,O,O,X,X,X,X
OLZTIJS,O,O,O,X,O,X
OLZTISJ,X,O,O,X,O,X
OLZTJIS,O,O,O,X,O,X
OLZTJSI,O,O,O,X,O,X
OLZTSIJ,X,O,O,X,O,X
OLZTSJI,X,O,O,X,O,X
OLZITJS,O,O,O,X,O,X
OLZITSJ,X,O,O,X,O,X
OLZIJTS,O,O,O,X,O,X
OLZIJST,O,O,O,X,X,X
OLZISTJ,O,O,O,X,X,X
OLZISJT,O,O,O,X,X,X
OLZJTIS,O,O,O,X,O,X
OLZJTSI,O,O,O,X,O,X
OLZJITS,O,O,O,X,O,X
OLZJIST,O,O,O,X,X,X
OLZJSTI,O,O,X,X,X,X
OLZJSIT,O,O,O,X,X,X
OLZSTIJ,O,O,O,X,X,X
OLZSTJI,O,O,O,X,X,X
OLZSITJ,O,O,O,X,X,X
OLZSIJT,O,O,O,X,X,X
OLZSJTI,O,O,X,X,X,X
OLZSJIT,O,O,O,X,X,X
OJTILSZ,X,X,O,O,X,X
OJTILZS,X,X,O,O,X,O
OJTISLZ,X,X,O,O,X,X
OJTISZL,X,X,O,X,X,O
OJTIZLS,X,X,O,O,X,O
OJTIZSL,X,X,O,O,X,O
OJTLISZ,X,X,O,O,X,X
OJTLIZS,X,X,O,O,X,O
OJTLSIZ,X,X,O,O,X,X
OJTLSZI,X,X,O,X,X,X
OJTLZIS,X,X,O,O,X,O
OJTLZSI,X,X,O,O,X,O
OJTSILZ,X,X,O,O,X,X
OJTSIZL,X,X,O,X,X,O
OJTSLIZ,X,X,O,O,X,X
OJTSLZI,X,X,O,X,X,X
OJTSZIL,X,X,O,X,X,O
OJTSZLI,X,X,O,X,X,O
OJTZILS,X,X,O,O,X,O
OJTZISL,X,X,O,O,X,O
OJTZLIS,X,X,O,O,X,O
OJTZLSI,X,X,O,O,X,O
OJTZSIL,X,X,O,O,X,O
OJTZSLI,X,X,O,O,X,O
OJITLSZ,X,X,O,O,X,X
OJITLZS,X,X,O,O,X,O
OJITSLZ,X,X,O,O,X,X
OJITSZL,X,X,O,X,X,O
OJITZLS,X,X,O,O,X,O
OJITZSL,X,X,O,O,X,O
OJILTSZ,X,O,X,O,X,X
OJILTZS,X,O,X,O,X,X
OJILSTZ,X,O,X,X,X,X
OJILSZT,X,O,X,X,X,X
OJILZTS,X,O,O,X,X,X
OJILZST,X,O,O,X,X,X
OJISTLZ,X,O,X,X,X,X
