sequence,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBuhB1iB6?jB8rB3sB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBfjB6jBV?nBUsBurB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Jex7IvhFXdB6jBmgBz?iBlrBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Jei7IvhFzdB+jBRhB/?rBFnBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBfjB6jBu?mBUiBVxB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Je2AJvhFRcBCeBTjB/?rBFnBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFxdBihBGjB0?hBlrB3sB
JLIOZTS,O,X,X,X,X,X,X
JLIOZST,O,O,O,O,X,O,X
JLSTIZO,X,X,O,O,X,O,X
JLSTIOZ,X,X,O,O,X,O,X
JLSTZIO,X,X,O,O,X,O,X
JLSTZOI,X,X,O,O,X,X,X
JLSTOIZ,X,X,O,O,X,O,X
JLSTOZI,X,X,O,O,X,O,X
JLSITZO,X,X,O,O,O,O,X
JLSITOZ,X,X,O,O,O,O,X
JLSIZTO,X,O,X,X,X,X,X
JLSIZOT,X,O,X,O,X,X,X
JLSIOTZ,X,X,O,O,O,O,X
JLSIOZT,X,O,O,O,X,O,X
JLSZTIO,X,O,X,O,X,X,X
JLSZTOI,X,O,X,O,X,X,X
JLSZITO,X,O,X,X,X,X,X
JLSZIOT,X,O,X,O,X,X,X
JLSZOTI,X,O,X,O,X,X,X
JLSZOIT,X,O,X,O,X,X,X
JLSOTIZ,X,X,O,O,X,O,X
JLSOTZI,X,X,O,O,X,O,X
JLSOITZ,X,X,O,O,O,O,X
JLSOIZT,X,O,O,O,X,O,X
JLSOZTI,X,O,X,O,X,O,X
JLSOZIT,X,O,O,O,X,O,X
JLZTISO,O,X,O,X,X,X,X
JLZTIOS,O,X,O,X,X,X,X
JLZTSIO,O,X,O,O,X,X,X
JLZTSOI,O,X,O,O,X,X,X
JLZTOIS,O,X,O,X,X,X,X
JLZTOSI,O,X,O,O,X,X,X
JLZITSO,O,X,O,X,X,X,X
JLZITOS,O,X,O,X,X,X,X
JLZISTO,O,O,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X
JLZIOST,O,O,O,O,X,X,X
JLZSTIO,X,O,X,O,X,X,X
JLZSTOI,X,O,X,O,X,X,X
JLZSITO,X,O,X,X,X,X,X
JLZSIOT,X,O,X,O,X,X,X
JLZSOTI,X,O,X,O,X,X,X
JLZSOIT,X,O,X,O,X,X,X
JLZOTIS,O,X,O,X,X,X,X
JLZOTSI,O,X,O,O,X,X,X
JLZOITS,O,X,X,X,X,X,X
JLZOIST,O,O,O,O,X,X,X
JLZOSTI,X,O,X,O,X,X,X
JLZOSIT,X,O,O,O,X,X,X
JLOTISZ,X,X,O,O,X,O,O
JLOTIZS,X,X,O,X,X,X,O
JLOTSIZ,X,X,O,O,X,O,O
JLOTSZI,X,X,O,O,X,O,O
JLOTZIS,X,X,O,X,X,X,O
JLOTZSI,X,X,O,O,X,X,O
JLOITSZ,X,X,O,O,O,O,O
JLOITZS,X,X,O,X,O,X,O
JLOISTZ,X,X,O,O,O,O,X
JLOISZT,X,O,O,O,X,O,X
JLOIZTS,O,X,X,X,X,X,X
JLOIZST,O,O,O,O,X,O,X
JLOSTIZ,X,X,O,O,X,O,X
JLOSTZI,X,X,O,O,X,O,X
JLOSITZ,X,X,O,O,O,O,X
JLOSIZT,X,O,O,O,X,O,X
JLOSZTI,X,O,X,O,X,O,X
JLOSZIT,X,O,O,O,X,O,X
JLOZTIS,O,X,O,X,X,X,X
JLOZTSI,O,X,O,O,X,X,X
JLOZITS,O,X,X,X,X,X,X
JLOZIST,O,O,O,O,X,O,X
JLOZSTI,X,O,X,O,X,O,X
JLOZSIT,X,O,O,O,X,O,X
JSTILZO,X,X,O,O,X,O,O
JSTILOZ,X,X,O,O,X,O,O
JSTIZLO,X,X,O,O,X,O,O
JSTIZOL,X,X,O,O,X,O,O
JSTIOLZ,X,X,O,O,X,O,O
JSTIOZL,X,X,O,O,X,O,O
JSTLIZO,X,X,O,O,X,O,O
JSTLIOZ,X,X,O,O,X,O,O
JSTLZIO,X,X,O,O,X,O,O
JSTLZOI,X,X,O,O,X,X,O
JSTLOIZ,X,X,O,O,X,O,O
JSTLOZI,X,X,O,O,X,O,O
JSTZILO,X,X,O,O,X,O,O
JSTZIOL,X,X,O,O,X,O,O
JSTZLIO,X,X,O,O,X,O,O
JSTZLOI,X,X,O,O,X,X,O
JSTZOIL,X,X,O,O,X,O,O
JSTZOLI,X,X,O,O,X,O,O
JSTOILZ,X,X,O,O,X,O,O
JSTOIZL,X,X,O,O,X,O,O
JSTOLIZ,X,X,O,O,X,O,O
JSTOLZI,X,X,O,O,X,O,O
JSTOZIL,X,X,O,O,X,O,O
JSTOZLI,X,X,O,O,X,O,O
JSITLZO,X,X,O,O,O,O,O
JSITLOZ,X,X,O,O,O,O,O
JSITZLO,X,X,O,O,O,O,O
JSITZOL,X,X,O,O,O,O,O
JSITOLZ,X,X,O,O,O,O,O
JSITOZL,X,X,O,O,O,O,O
JSILTZO,X,X,O,O,O,O,X
JSILTOZ,X,X,O,O,O,O,X
JSILZTO,X,O,X,X,X,X,X
JSILZOT,X,O,X,O,X,X,X
JSILOTZ,X,X,O,O,O,O,X
JSILOZT,X,O,O,O,X,O,X
JSIZTLO,X,O,X,X,X,O,X
JSIZTOL,X,O,X,X,X,O,X
JSIZLTO,X,O,X,X,X,X,X
JSIZLOT,X,O,X,O,X,X,X
JSIZOTL,X,O,X,X,X,X,X
JSIZOLT,X,O,X,O,X,O,X
JSIOTLZ,X,X,O,O,O,O,O
JSIOTZL,X,X,X,O,O,O,O
JSIOLTZ,X,X,O,O,O,O,X
JSIOLZT,X,O,O,O,X,O,X
JSIOZTL,X,O,X,X,X,X,X
JSIOZLT,X,O,O,O,X,O,X
JSLTIZO,X,X,O,O,X,O,X
JSLTIOZ,X,X,O,O,X,O,X
JSLTZIO,X,X,O,O,X,O,X
JSLTZOI,X,X,O,O,X,X,X
JSLTOIZ,X,X,O,O,X,O,X
JSLTOZI,X,X,O,O,X,O,X
JSLITZO,X,X,O,O,O,O,X
JSLITOZ,X,X,O,O,O,O,X
JSLIZTO,X,O,X,X,X,X,X
JSLIZOT,X,O,X,O,X,X,X
JSLIOTZ,X,X,O,O,O,O,X
JSLIOZT,X,O,O,O,X,O,X
JSLZTIO,X,O,X,O,X,X,X
JSLZTOI,X,O,X,O,X,X,X
JSLZITO,X,O,X,X,X,X,X
JSLZIOT,X,O,X,O,X,X,X
JSLZOTI,X,O,X,O,X,X,X
JSLZOIT,X,O,X,O,X,X,X
JSLOTIZ,X,X,O,O,X,O,X
JSLOTZI,X,X,O,O,X,O,X
JSLOITZ,X,X,O,O,O,O,X
JSLOIZT,X,O,O,O,X,O,X
JSLOZTI,X,O,X,O,X,O,X
JSLOZIT,X,O,O,O,X,O,X
JSZTILO,X,O,X,O,X,O,X
JSZTIOL,X,O,X,O,X,O,X
JSZTLIO,X,O,X,O,X,O,X
JSZTLOI,X,O,X,O,X,X,X
JSZTOIL,X,O,X,O,X,O,X
JSZTOLI,X,O,X,O,X,O,X
JSZITLO,X,O,X,X,X,O,X
JSZITOL,X,O,X,X,X,O,X
JSZILTO,X,O,X,X,X,X,X
JSZILOT,X,O,X,O,X,X,X
JSZIOTL,X,O,X,X,X,X,X
JSZIOLT,X,O,X,O,X,O,X
JSZLTIO,X,O,X,O,X,X,X
JSZLTOI,X,O,X,O,X,X,X
JSZLITO,X,O,X,X,X,X,X
JSZLIOT,X,O,X,O,X,X,X
JSZLOTI,X,O,X,O,X,X,X
JSZLOIT,X,O,X,O,X,X,X
JSZOTIL,X,O,X,O,X,O,X
JSZOTLI,X,O,X,O,X,O,X
JSZOITL,X,O,X,X,X,X,X
JSZOILT,X,O,X,O,X,O,X
JSZOLTI,X,O,X,O,X,O,X
JSZOLIT,X,O,X,O,X,O,X
JSOTILZ,X,X,O,O,X,O,O
JSOTIZL,X,X,O,O,X,O,O
JSOTLIZ,X,X,O,O,X,O,O
JSOTLZI,X,X,O,O,X,O,O
JSOTZIL,X,X,O,O,X,O,O
JSOTZLI,X,X,O,O,X,O,O
JSOITLZ,X,X,O,O,O,O,O
JSOITZL,X,X,X,O,O,O,O
JSOILTZ,X,X,O,O,O,O,X
JSOILZT,X,O,O,O,X,O,X
JSOIZTL,X,O,X,X,X,X,X
JSOIZLT,X,O,O,O,X,O,X
JSOLTIZ,X,X,O,O,X,O,X
JSOLTZI,X,X,O,O,X,O,X
JSOLITZ,X,X,O,O,O,O,X
JSOLIZT,X,O,O,O,X,O,X
JSOLZTI,X,O,X,O,X,O,X
JSOLZIT,X,O,O,O,X,O,X
JSOZTIL,X,O,X,O,X,O,X
JSOZTLI,X,O,X,O,X,O,X
JSOZITL,X,O,X,X,X,X,X
JSOZILT,X,O,O,O,X,O,X
JSOZLTI,X,O,X,O,X,O,X
JSOZLIT,X,O,O,O,X,O,X
JZTILSO,O,X,O,X,X,X,X
JZTILOS,O,X,O,X,X,X,O
JZTISLO,O,O,O,X,X,X,O
JZTISOL,O,O,O,X,X,X,O
JZTIOLS,O,X,O,X,X,X,O
JZTIOSL,O,O,O,X,X,X,O
JZTLISO,O,X,O,X,X,X,X
JZTLIOS,O,X,O,X,X,X,O
JZTLSIO,O,X,O,O,X,X,X
JZTLSOI,O,X,O,O,X,X,X
JZTLOIS,O,X,O,X,X,X,O
JZTLOSI,O,X,O,O,X,X,O
JZTSILO,O,O,O,X,X,X,O
JZTSIOL,O,O,O,X,X,X,O
JZTSLIO,O,O,O,X,X,X,O
JZTSLOI,O,O,O,X,X,X,O
JZTSOIL,O,O,O,X,X,X,O
JZTSOLI,O,O,O,X,X,X,O
JZTOILS,O,X,O,X,X,X,O
JZTOISL,O,O,O,X,X,X,O
JZTOLIS,O,X,O,X,X,X,O
JZTOLSI,O,X,O,O,X,X,O
JZTOSIL,O,O,O,X,X,X,O
JZTOSLI,O,O,O,X,X,X,O
JZITLSO,O,X,O,X,X,X,X
JZITLOS,O,X,O,X,X,X,O
JZITSLO,O,O,O,X,X,X,O
JZITSOL,O,O,O,X,X,X,O
JZITOLS,O,X,O,X,X,X,O
JZITOSL,O,O,O,X,X,X,O
JZILTSO,O,X,O,X,X,X,X
JZILTOS,O,X,O,X,X,X,X
JZILSTO,O,O,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X
JZILOST,O,O,O,O,X,X,X
JZISTLO,O,O,X,X,X,O,X
JZISTOL,O,O,X,X,X,O,X
JZISLTO,O,O,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,X
JZISOLT,O,O,X,X,X,O,X
JZIOTLS,O,X,X,X,X,X,O
JZIOTSL,O,O,X,X,X,X,O
JZIOLTS,O,X,X,X,X,X,X
JZIOLST,O,O,O,O,X,O,X
JZIOSTL,O,O,X,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X
JZLTISO,O,X,O,X,X,X,X
JZLTIOS,O,X,O,X,X,X,X
JZLTSIO,O,X,O,O,X,X,X
JZLTSOI,O,X,O,O,X,X,X
JZLTOIS,O,X,O,X,X,X,X
JZLTOSI,O,X,O,O,X,X,X
JZLITSO,O,X,O,X,X,X,X
JZLITOS,O,X,O,X,X,X,X
JZLISTO,O,O,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X
JZLIOST,O,O,O,O,X,X,X
JZLSTIO,X,O,X,O,X,X,X
JZLSTOI,X,O,X,O,X,X,X
JZLSITO,X,O,X,X,X,X,X
JZLSIOT,X,O,X,O,X,X,X
JZLSOTI,X,O,X,O,X,X,X
JZLSOIT,X,O,X,O,X,X,X
JZLOTIS,O,X,O,X,X,X,X
JZLOTSI,O,X,O,O,X,X,X
JZLOITS,O,X,X,X,X,X,X
JZLOIST,O,O,O,O,X,X,X
JZLOSTI,X,O,X,O,X,X,X
JZLOSIT,X,O,O,O,X,X,X
JZSTILO,O,O,X,O,X,O,X
JZSTIOL,O,O,X,O,X,O,X
JZSTLIO,O,O,X,O,X,O,X
JZSTLOI,O,O,X,O,X,X,X
JZSTOIL,O,O,X,O,X,O,X
JZSTOLI,O,O,X,O,X,O,X
JZSITLO,O,O,X,X,X,O,X
JZSITOL,O,O,X,X,X,O,X
JZSILTO,X,O,X,X,X,X,X
JZSILOT,X,O,X,O,X,X,X
JZSIOTL,O,O,X,X,X,X,X
JZSIOLT,X,O,X,O,X,O,X
JZSLTIO,X,O,X,O,X,X,X
JZSLTOI,X,O,X,O,X,X,X
JZSLITO,X,O,X,X,X,X,X
JZSLIOT,X,O,X,O,X,X,X
JZSLOTI,X,O,X,O,X,X,X
JZSLOIT,X,O,X,O,X,X,X
JZSOTIL,O,O,X,O,X,O,X
JZSOTLI,O,O,X,O,X,O,X
JZSOITL,O,O,X,X,X,X,X
JZSOILT,X,O,X,O,X,O,X
JZSOLTI,X,O,X,O,X,O,X
JZSOLIT,X,O,X,O,X,O,X
JZOTILS,O,X,O,X,X,X,O
JZOTISL,O,O,O,X,X,X,O
JZOTLIS,O,X,O,X,X,X,O
JZOTLSI,O,X,O,O,X,X,O
JZOTSIL,O,O,O,X,X,X,O
JZOTSLI,O,O,O,X,X,X,O
JZOITLS,O,X,X,X,X,X,O
JZOITSL,O,O,X,X,X,X,O
JZOILTS,O,X,X,X,X,X,X
JZOILST,O,O,O,O,X,O,X
JZOISTL,O,O,X,X,X,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,O,X,O,X,X,X,X
JZOLTSI,O,X,O,O,X,X,X
JZOLITS,O,X,X,X,X,X,X
JZOLIST,O,O,O,O,X,O,X
JZOLSTI,X,O,X,O,X,O,X
JZOLSIT,X,O,O,O,X,O,X
JZOSTIL,O,O,X,O,X,O,X
JZOSTLI,O,O,X,O,X,O,X
JZOSITL,O,O,X,X,X,X,X
JZOSILT,X,O,O,O,X,O,X
JZOSLTI,X,O,X,O,X,O,X
JZOSLIT,X,O,O,O,X,O,X
JOTILSZ,X,X,O,O,X,O,O
JOTILZS,X,X,O,X,X,X,O
JOTISLZ,X,X,O,X,X,X,O
JOTISZL,X,X,O,X,X,X,O
JOTIZLS,X,X,O,X,X,X,O
JOTIZSL,X,X,O,X,X,X,O
JOTLISZ,X,X,O,O,X,O,O
JOTLIZS,X,X,O,X,X,X,O
JOTLSIZ,X,X,O,O,X,O,O
JOTLSZI,X,X,O,O,X,O,O
JOTLZIS,X,X,O,X,X,X,O
JOTLZSI,X,X,O,O,X,X,O
JOTSILZ,X,X,O,O,X,O,O
JOTSIZL,X,X,O,O,X,O,O
JOTSLIZ,X,X,O,O,X,O,O
JOTSLZI,X,X,O,O,X,O,O
JOTSZIL,X,X,O,O,X,O,O
JOTSZLI,X,X,O,O,X,O,O
JOTZILS,X,X,O,X,X,X,O
JOTZISL,X,X,O,X,X,X,O
JOTZLIS,X,X,O,X,X,X,O
JOTZLSI,X,X,O,O,X,X,O
JOTZSIL,X,X,O,X,X,X,O
JOTZSLI,X,X,O,X,X,X,O
JOITLSZ,X,X,O,O,O,O,O
JOITLZS,X,X,O,X,O,X,O
JOITSLZ,X,X,O,X,O,X,O
JOITSZL,X,X,O,X,O,X,O
JOITZLS,X,X,O,X,O,X,O
JOITZSL,X,X,O,X,O,X,O
JOILTSZ,X,X,O,O,O,O,O
JOILTZS,X,X,O,X,O,X,O
JOILSTZ,X,X,O,O,O,O,X
JOILSZT,X,O,O,O,X,O,X
JOILZTS,O,X,X,X,X,X,X
JOILZST,O,O,O,O,X,O,X
JOISTLZ,X,X,O,O,O,O,O
JOISTZL,X,X,X,O,O,O,O
JOISLTZ,X,X,O,O,O,O,X
JOISLZT,X,O,O,O,X,O,X
JOISZTL,X,O,X,X,X,X,X
JOISZLT,X,O,O,O,X,O,X
JOIZTLS,O,X,X,X,X,X,O
JOIZTSL,O,O,X,X,X,X,O
JOIZLTS,O,X,X,X,X,X,X
JOIZLST,O,O,O,O,X,O,X
JOIZSTL,O,O,X,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X
JOLTISZ,X,X,O,O,X,O,O
JOLTIZS,X,X,O,X,X,X,O
JOLTSIZ,X,X,O,O,X,O,O
JOLTSZI,X,X,O,O,X,O,O
JOLTZIS,X,X,O,X,X,X,O
JOLTZSI,X,X,O,O,X,X,O
JOLITSZ,X,X,O,O,O,O,O
JOLITZS,X,X,O,X,O,X,O
JOLISTZ,X,X,O,O,O,O,X
JOLISZT,X,O,O,O,X,O,X
JOLIZTS,O,X,X,X,X,X,X
JOLIZST,O,O,O,O,X,O,X
JOLSTIZ,X,X,O,O,X,O,X
JOLSTZI,X,X,O,O,X,O,X
JOLSITZ,X,X,O,O,O,O,X
JOLSIZT,X,O,O,O,X,O,X
JOLSZTI,X,O,X,O,X,O,X
JOLSZIT,X,O,O,O,X,O,X
JOLZTIS,O,X,O,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X
JOLZITS,O,X,X,X,X,X,X
JOLZIST,O,O,O,O,X,O,X
JOLZSTI,X,O,X,O,X,O,X
JOLZSIT,X,O,O,O,X,O,X
JOSTILZ,X,X,O,O,X,O,O
JOSTIZL,X,X,O,O,X,O,O
JOSTLIZ,X,X,O,O,X,O,O
JOSTLZI,X,X,O,O,X,O,O
JOSTZIL,X,X,O,O,X,O,O
JOSTZLI,X,X,O,O,X,O,O
JOSITLZ,X,X,O,O,O,O,O
JOSITZL,X,X,X,O,O,O,O
JOSILTZ,X,X,O,O,O,O,X
JOSILZT,X,O,O,O,X,O,X
JOSIZTL,X,O,X,X,X,X,X
JOSIZLT,X,O,O,O,X,O,X
JOSLTIZ,X,X,O,O,X,O,X
JOSLTZI,X,X,O,O,X,O,X
JOSLITZ,X,X,O,O,O,O,X
JOSLIZT,X,O,O,O,X,O,X
JOSLZTI,X,O,X,O,X,O,X
JOSLZIT,X,O,O,O,X,O,X
JOSZTIL,X,O,X,O,X,O,X
JOSZTLI,X,O,X,O,X,O,X
JOSZITL,X,O,X,X,X,X,X
JOSZILT,X,O,O,O,X,O,X
JOSZLTI,X,O,X,O,X,O,X
JOSZLIT,X,O,O,O,X,O,X
JOZTILS,O,X,O,X,X,X,O
JOZTISL,O,O,O,X,X,X,O
JOZTLIS,O,X,O,X,X,X,O
JOZTLSI,O,X,O,O,X,X,O
JOZTSIL,O,O,O,X,X,X,O
JOZTSLI,O,O,O,X,X,X,O
JOZITLS,O,X,X,X,X,X,O
JOZITSL,O,O,X,X,X,X,O
JOZILTS,O,X,X,X,X,X,X
JOZILST,O,O,O,O,X,O,X
JOZISTL,O,O,X,X,X,X,X
JOZISLT,O,O,O,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X
JOZLITS,O,X,X,X,X,X,X
JOZLIST,O,O,O,O,X,O,X
JOZLSTI,X,O,X,O,X,O,X
JOZLSIT,X,O,O,O,X,O,X
JOZSTIL,O,O,X,O,X,O,X
JOZSTLI,O,O,X,O,X,O,X
JOZSITL,O,O,X,X,X,X,X
JOZSILT,X,O,O,O,X,O,X
JOZSLTI,X,O,X,O,X,O,X
JOZSLIT,X,O,O,O,X,O,X
STILJZO,X,X,X,O,O,O,O
STILJOZ,X,X,X,O,O,O,O
STILZJO,X,O,X,O,O,X,X
STILZOJ,X,O,X,X,O,X,X
STILOJZ,X,X,X,O,O,X,O
STILOZJ,X,O,X,X,O,X,X
STIJLZO,X,X,X,O,O,O,O
STIJLOZ,X,X,X,O,O,O,O
STIJZLO,X,X,X,O,O,O,O
STIJZOL,X,X,X,O,O,O,O
STIJOLZ,X,X,X,O,O,O,O
STIJOZL,X,X,X,O,O,O,O
STIZLJO,X,O,X,O,O,X,X
STIZLOJ,X,O,X,X,O,X,X
STIZJLO,X,O,X,O,O,X,X
STIZJOL,X,O,X,O,O,X,X
STIZOLJ,X,O,X,X,O,X,X
STIZOJL,X,O,X,X,O,X,X
STIOLJZ,X,X,X,O,O,O,O
STIOLZJ,X,O,X,X,O,X,X
STIOJLZ,X,X,X,O,O,O,O
STIOJZL,X,X,X,O,O,O,O
STIOZLJ,X,O,X,X,O,O,X
STIOZJL,X,O,X,X,O,O,X
STLIJZO,X,X,X,O,O,O,O
STLIJOZ,X,X,X,O,O,O,O
STLIZJO,X,O,X,O,O,X,X
STLIZOJ,X,O,X,X,O,X,X
STLIOJZ,X,X,X,O,O,X,O
STLIOZJ,X,O,X,X,O,X,X
STLJIZO,X,X,O,O,X,O,O
STLJIOZ,X,X,O,O,X,O,O
STLJZIO,X,X,O,O,X,O,O
STLJZOI,X,X,O,O,X,X,O
STLJOIZ,X,X,O,O,X,O,O
STLJOZI,X,X,O,O,X,O,O
STLZIJO,X,O,O,O,X,X,X
STLZIOJ,X,O,O,X,X,X,X
STLZJIO,X,O,O,O,X,O,O
STLZJOI,X,O,O,O,X,X,O
STLZOIJ,X,O,O,X,X,X,X
STLZOJI,X,O,O,X,X,X,O
STLOIJZ,X,X,O,O,O,O,O
STLOIZJ,X,O,O,X,O,X,X
STLOJIZ,X,X,O,O,X,O,O
STLOJZI,X,X,O,O,X,O,O
STLOZIJ,X,O,O,X,X,O,X
STLOZJI,X,O,O,X,X,O,O
STJILZO,X,X,O,O,X,O,O
STJILOZ,X,X,O,O,X,O,O
STJIZLO,X,X,O,O,X,O,O
STJIZOL,X,X,O,O,X,O,O
STJIOLZ,X,X,O,O,X,O,O
STJIOZL,X,X,O,O,X,O,O
STJLIZO,X,X,O,O,X,O,O
STJLIOZ,X,X,O,O,X,O,O
STJLZIO,X,X,O,O,X,O,O
STJLZOI,X,X,O,O,X,X,O
STJLOIZ,X,X,O,O,X,O,O
STJLOZI,X,X,O,O,X,O,O
STJZILO,X,X,O,O,X,O,O
STJZIOL,X,X,O,O,X,O,O
STJZLIO,X,X,O,O,X,O,O
STJZLOI,X,X,O,O,X,X,O
STJZOIL,X,X,O,O,X,O,O
STJZOLI,X,X,O,O,X,O,O
STJOILZ,X,X,O,O,X,O,O
STJOIZL,X,X,O,O,X,O,O
STJOLIZ,X,X,O,O,X,O,O
STJOLZI,X,X,O,O,X,O,O
STJOZIL,X,X,O,O,X,O,O
STJOZLI,X,X,O,O,X,O,O
STZILJO,X,O,O,O,X,X,X
STZILOJ,X,O,O,X,X,X,X
STZIJLO,X,O,O,O,X,X,X
STZIJOL,X,O,O,O,X,X,X
STZIOLJ,X,O,O,X,X,X,X
STZIOJL,X,O,O,X,X,X,X
STZLIJO,X,O,O,O,X,X,X
STZLIOJ,X,O,O,X,X,X,X
STZLJIO,X,O,O,O,X,O,O
STZLJOI,X,O,O,O,X,X,O
STZLOIJ,X,O,O,X,X,X,X
STZLOJI,X,O,O,X,X,X,O
STZJILO,X,O,O,O,X,O,O
STZJIOL,X,O,O,O,X,O,O
STZJLIO,X,O,O,O,X,O,O
STZJLOI,X,O,O,O,X,X,O
STZJOIL,X,O,O,O,X,O,O
STZJOLI,X,O,O,O,X,O,O
STZOILJ,X,O,O,X,X,O,X
STZOIJL,X,O,O,X,X,O,X
STZOLIJ,X,O,O,X,X,O,X
STZOLJI,X,O,O,X,X,O,O
STZOJIL,X,O,O,X,X,O,O
STZOJLI,X,O,O,X,X,O,O
STOILJZ,X,X,O,O,O,O,O
STOILZJ,X,O,O,X,O,X,X
STOIJLZ,X,X,O,O,O,O,O
STOIJZL,X,X,O,O,O,O,O
STOIZLJ,X,O,O,X,O,O,X
STOIZJL,X,O,X,X,O,O,X
STOLIJZ,X,X,O,O,O,O,O
STOLIZJ,X,O,O,X,O,X,X
STOLJIZ,X,X,O,O,X,O,O
STOLJZI,X,X,O,O,X,O,O
STOLZIJ,X,O,O,X,X,O,X
STOLZJI,X,O,O,X,X,O,O
STOJILZ,X,X,O,O,X,O,O
STOJIZL,X,X,O,O,X,O,O
STOJLIZ,X,X,O,O,X,O,O
STOJLZI,X,X,O,O,X,O,O
STOJZIL,X,X,O,O,X,O,O
STOJZLI,X,X,O,O,X,O,O
STOZILJ,X,O,O,X,X,O,X
STOZIJL,X,O,X,X,X,O,X
STOZLIJ,X,O,O,X,X,O,X
STOZLJI,X,O,O,X,X,O,O
STOZJIL,X,O,O,X,X,O,O
STOZJLI,X,O,O,X,X,O,O
SITLJZO,X,X,X,O,O,O,X
SITLJOZ,X,X,X,O,O,O,X
SITLZJO,X,O,X,O,O,X,X
SITLZOJ,X,O,X,X,O,X,X
SITLOJZ,X,X,X,O,O,X,X
SITLOZJ,X,O,X,X,O,X,X
SITJLZO,X,X,X,O,O,O,X
SITJLOZ,X,X,X,O,O,O,X
SITJZLO,X,X,X,O,O,O,X
SITJZOL,X,X,X,O,O,O,X
SITJOLZ,X,X,X,O,O,O,X
SITJOZL,X,X,X,O,O,O,X
SITZLJO,X,O,X,O,O,X,X
SITZLOJ,X,O,X,X,O,X,X
SITZJLO,X,O,X,O,O,X,X
SITZJOL,X,O,X,O,O,X,X
SITZOLJ,X,O,X,X,O,X,X
SITZOJL,X,O,X,X,O,X,X
SITOLJZ,X,X,X,O,O,O,X
SITOLZJ,X,O,X,X,O,X,X
SITOJLZ,X,X,X,O,O,O,X
SITOJZL,X,X,X,O,O,O,X
SITOZLJ,X,O,X,X,O,O,X
SITOZJL,X,O,X,X,O,O,X
SILTJZO,X,X,X,O,O,X,X
SILTJOZ,X,X,X,O,O,X,X
SILTZJO,X,O,X,O,O,X,X
SILTZOJ,X,O,X,X,O,X,X
SILTOJZ,X,X,X,O,O,X,X
SILTOZJ,X,O,X,X,O,X,X
SILJTZO,X,X,X,O,O,X,X
SILJTOZ,X,X,X,O,O,X,X
SILJZTO,X,O,X,X,X,X,X
SILJZOT,X,O,X,O,X,X,X
SILJOTZ,X,X,X,O,O,X,X
SILJOZT,X,O,X,O,X,X,X
SILZTJO,O,O,X,X,O,X,X
SILZTOJ,O,O,X,X,O,X,X
SILZJTO,O,O,X,X,X,X,X
SILZJOT,O,O,X,O,X,X,X
SILZOTJ,O,O,X,X,O,X,X
SILZOJT,O,O,X,X,X,X,X
SILOTJZ,X,X,X,X,O,X,X
SILOTZJ,X,O,X,X,O,X,X
SILOJTZ,X,X,X,O,O,X,X
SILOJZT,X,O,X,O,X,X,X
SILOZTJ,O,O,X,X,O,X,X
SILOZJT,O,O,X,X,X,X,X
SIJTLZO,X,X,X,O,O,O,X
SIJTLOZ,X,X,X,O,O,O,X
SIJTZLO,X,X,X,O,O,O,X
SIJTZOL,X,X,X,O,O,O,X
SIJTOLZ,X,X,X,O,O,O,X
SIJTOZL,X,X,X,O,O,O,X
SIJLTZO,X,X,X,O,O,O,X
SIJLTOZ,X,X,X,O,O,O,X
SIJLZTO,X,O,X,X,X,X,X
SIJLZOT,X,O,X,O,X,X,X
SIJLOTZ,X,X,X,O,O,O,X
SIJLOZT,X,O,X,O,X,O,X
SIJZTLO,X,O,X,X,X,O,X
SIJZTOL,X,O,X,X,X,O,X
SIJZLTO,X,O,X,X,X,X,X
SIJZLOT,X,O,X,O,X,X,X
SIJZOTL,X,O,X,X,X,X,X
SIJZOLT,X,O,X,O,X,O,X
SIJOTLZ,X,X,X,O,O,O,X
SIJOTZL,X,X,X,O,O,O,X
SIJOLTZ,X,X,X,O,O,O,X
SIJOLZT,X,O,X,O,X,O,X
SIJOZTL,X,O,X,X,X,X,X
SIJOZLT,X,O,X,O,X,O,X
SIZTLJO,O,O,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,X,X
