sequence,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jem6IvhFNhBUdBajBT?fBXlB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeO/IvhFXbBNhBUdBa?jB5lBzpB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFxbBXdBdjBm?gB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jex6IvhFNhBUdBajB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Je06IvhFNhBRdB/kBm?iBTlB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFKgBOhBXdBd?jB0kB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFNhBRdB/lBm?iB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeNBJvhFUdBajBxkB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeN/IvhFUdBajBxgBu?kBzgB/qB
LOTJISZ,X,O,O,X,O,X,X,X,X
LOTJIZS,X,O,O,X,X,X,X,X,X
LOTJSIZ,O,O,O,O,O,X,X,X,X
LOTJSZI,O,O,O,O,O,X,X,X,X
LOTJZIS,X,O,O,X,X,X,X,X,X
LOTJZSI,O,O,O,O,X,X,X,X,X
LOTSIJZ,O,O,O,O,X,X,X,X,X
LOTSIZJ,O,O,O,O,X,X,X,X,O
LOTSJIZ,O,O,O,O,O,X,X,X,X
LOTSJZI,O,O,O,O,O,X,X,X,X
LOTSZIJ,O,O,O,O,X,X,X,X,O
LOTSZJI,O,O,O,O,O,X,X,X,X
LOTZIJS,X,O,O,X,X,X,X,O,O
LOTZISJ,O,O,O,O,X,X,X,O,O
LOTZJIS,X,O,O,X,X,X,X,X,X
LOTZJSI,O,O,O,O,X,X,X,X,X
LOTZSIJ,O,O,O,O,X,X,X,X,O
LOTZSJI,O,O,O,O,X,X,X,X,X
LOITJSZ,X,O,X,X,X,X,X,O,X
LOITJZS,X,O,X,X,X,X,X,O,X
LOITSJZ,O,O,X,O,X,X,X,O,X
LOITSZJ,O,O,X,O,X,X,X,O,X
LOITZJS,X,O,X,X,X,X,X,O,O
LOITZSJ,O,O,X,O,X,X,X,O,O
LOIJTSZ,X,O,X,X,X,X,X,X,X
LOIJTZS,X,O,X,X,X,X,X,X,X
LOIJSTZ,O,O,X,X,X,X,X,X,X
LOIJSZT,O,O,X,X,X,X,X,X,X
LOIJZTS,X,O,X,X,X,X,X,X,X
LOIJZST,O,O,X,X,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,X,X,O
LOISJTZ,O,O,X,O,X,X,X,X,X
LOISJZT,O,O,X,X,X,X,X,X,X
LOISZTJ,O,O,X,O,X,X,X,X,O
LOISZJT,O,O,X,X,X,X,X,X,X
LOIZTJS,X,O,X,X,X,X,X,O,O
LOIZTSJ,O,O,X,O,X,X,X,O,O
LOIZJTS,X,O,X,X,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,X,X,X,O
LOIZSJT,O,O,X,X,X,X,X,X,X
LOJTISZ,X,O,O,X,O,X,X,X,X
LOJTIZS,X,O,O,X,X,X,X,X,X
LOJTSIZ,O,O,O,O,O,X,X,X,X
LOJTSZI,O,O,O,O,O,X,X,X,X
LOJTZIS,X,O,O,X,X,X,X,X,X
LOJTZSI,O,O,O,O,X,X,X,X,X
LOJITSZ,X,O,O,X,O,X,X,X,X
LOJITZS,X,O,O,X,X,X,X,X,X
LOJISTZ,O,O,X,X,O,X,X,X,X
LOJISZT,O,O,X,X,O,X,X,X,X
LOJIZTS,X,O,O,X,X,X,X,X,X
LOJIZST,O,O,O,X,X,X,X,X,X
LOJSTIZ,O,O,X,O,O,X,X,X,X
LOJSTZI,O,O,X,O,O,X,X,X,X
LOJSITZ,O,O,X,O,O,X,X,X,X
LOJSIZT,O,O,X,X,O,X,X,X,X
LOJSZTI,O,O,X,O,O,X,X,X,X
LOJSZIT,O,O,X,X,O,X,X,X,X
LOJZTIS,X,O,O,X,X,X,X,X,X
LOJZTSI,O,O,O,O,X,X,X,X,X
LOJZITS,X,O,O,X,X,X,X,X,X
LOJZIST,O,O,O,X,X,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,X,X
LOSTIJZ,O,O,X,O,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,X,X,O
LOSTJIZ,O,O,X,O,O,X,X,X,X
LOSTJZI,O,O,X,O,O,X,X,X,X
LOSTZIJ,O,O,X,O,X,X,X,X,O
LOSTZJI,O,O,X,O,O,X,X,X,X
LOSITJZ,O,O,X,O,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,X,X,O
LOSIJTZ,O,O,X,O,X,X,X,X,X
LOSIJZT,O,O,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,O
LOSIZJT,O,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,X,O,O,X,X,X,X
LOSJTZI,O,O,X,O,O,X,X,X,X
LOSJITZ,O,O,X,O,O,X,X,X,X
LOSJIZT,O,O,X,X,O,X,X,X,X
LOSJZTI,O,O,X,O,O,X,X,X,X
LOSJZIT,O,O,X,X,O,X,X,X,X
LOSZTIJ,O,O,X,O,X,X,X,X,O
LOSZTJI,O,O,X,O,O,X,X,X,X
LOSZITJ,O,O,X,O,X,X,X,X,O
LOSZIJT,O,O,X,X,X,X,X,X,X
LOSZJTI,O,O,X,O,O,X,X,X,X
LOSZJIT,O,O,X,X,O,X,X,X,X
LOZTIJS,X,O,O,X,X,X,X,O,O
LOZTISJ,O,O,O,O,X,X,X,O,O
LOZTJIS,X,O,O,X,X,X,X,X,X
LOZTJSI,O,O,O,O,X,X,X,X,X
LOZTSIJ,O,O,O,O,X,X,X,X,O
LOZTSJI,O,O,O,O,X,X,X,X,X
LOZITJS,X,O,O,X,X,X,X,O,O
LOZITSJ,O,O,O,O,X,X,X,O,O
LOZIJTS,X,O,O,X,X,X,X,X,X
LOZIJST,O,O,O,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,X,X,O
LOZISJT,O,O,X,X,X,X,X,X,X
LOZJTIS,X,O,O,X,X,X,X,X,X
LOZJTSI,O,O,O,O,X,X,X,X,X
LOZJITS,X,O,O,X,X,X,X,X,X
LOZJIST,O,O,O,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X,X
LOZJSIT,O,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,X,X,X,O
LOZSTJI,O,O,O,O,X,X,X,X,X
LOZSITJ,O,O,X,O,X,X,X,X,O
LOZSIJT,O,O,X,X,X,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X,X
JTILSZO,X,O,O,X,X,X,X,O,X
JTILSOZ,X,O,O,X,O,X,X,O,X
JTILZSO,X,O,O,X,X,X,O,O,O
JTILZOS,X,O,O,X,X,X,O,O,O
JTILOSZ,X,O,O,X,O,X,X,O,X
JTILOZS,X,O,O,X,X,X,X,O,X
JTISLZO,X,O,O,X,X,X,X,X,X
JTISLOZ,X,O,O,X,O,X,X,X,X
JTISZLO,X,O,O,X,X,O,O,X,X
JTISZOL,X,O,O,X,O,O,O,X,X
JTISOLZ,X,O,O,X,O,X,X,X,X
JTISOZL,X,O,O,X,O,X,X,X,X
JTIZLSO,X,O,O,X,X,O,O,O,O
JTIZLOS,X,O,O,X,X,O,O,O,O
JTIZSLO,X,O,O,X,X,O,O,X,X
JTIZSOL,X,O,O,X,O,O,O,X,X
JTIZOLS,X,O,O,X,X,O,O,X,X
JTIZOSL,X,O,O,X,O,O,O,X,X
JTIOLSZ,X,O,O,X,O,X,X,X,X
JTIOLZS,X,O,O,X,X,X,X,X,X
JTIOSLZ,X,O,O,X,O,X,X,X,X
JTIOSZL,X,O,O,X,O,X,X,X,X
JTIOZLS,X,O,O,X,X,X,O,X,X
JTIOZSL,X,O,O,X,O,X,O,X,X
JTLISZO,X,O,O,X,X,X,X,O,X
JTLISOZ,X,O,O,X,O,X,X,O,X
JTLIZSO,X,O,O,X,X,X,O,O,O
JTLIZOS,X,O,O,X,X,X,O,O,O
JTLIOSZ,X,O,O,X,O,X,X,O,X
JTLIOZS,X,O,O,X,X,X,X,O,X
JTLSIZO,X,O,O,O,X,X,X,X,O
JTLSIOZ,X,O,O,X,O,X,X,X,X
JTLSZIO,X,O,O,O,X,O,X,X,O
JTLSZOI,O,O,O,O,X,O,X,X,X
JTLSOIZ,O,O,O,O,O,X,X,X,X
JTLSOZI,O,O,O,O,O,X,X,X,X
JTLZISO,X,O,O,X,X,O,O,O,O
JTLZIOS,X,O,O,X,X,O,O,O,O
JTLZSIO,X,O,O,O,X,O,O,X,O
JTLZSOI,O,O,O,O,X,O,O,X,X
JTLZOIS,X,O,O,X,X,O,O,X,X
JTLZOSI,O,O,O,O,X,O,O,X,X
JTLOISZ,X,O,O,X,O,X,X,X,X
JTLOIZS,X,O,O,X,X,X,X,X,X
JTLOSIZ,O,O,O,O,O,X,X,X,X
JTLOSZI,O,O,O,O,O,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X,X,X
JTLOZSI,O,O,O,O,X,X,X,X,X
JTSILZO,X,O,O,O,X,X,X,X,O
JTSILOZ,X,O,O,X,O,X,X,X,X
JTSIZLO,X,O,O,O,X,O,O,X,O
JTSIZOL,X,O,O,X,O,O,O,X,X
JTSIOLZ,X,O,O,X,O,X,X,X,X
JTSIOZL,X,O,O,X,O,X,X,X,X
JTSLIZO,X,O,O,O,X,X,X,X,O
JTSLIOZ,X,O,O,X,O,X,X,X,X
JTSLZIO,X,O,O,O,X,O,X,X,O
JTSLZOI,O,O,O,O,X,O,X,X,X
JTSLOIZ,O,O,O,O,O,X,X,X,X
JTSLOZI,O,O,O,O,O,X,X,X,X
JTSZILO,X,O,O,O,X,O,O,X,O
JTSZIOL,X,O,O,X,O,O,O,X,X
JTSZLIO,X,O,O,O,X,O,O,X,O
JTSZLOI,O,O,O,O,X,O,O,X,X
JTSZOIL,O,O,O,O,O,O,O,X,X
JTSZOLI,O,O,O,O,O,O,O,X,X
JTSOILZ,O,O,O,O,O,X,X,X,X
JTSOIZL,O,O,O,O,O,X,X,X,X
JTSOLIZ,O,O,O,O,O,X,X,X,X
JTSOLZI,O,O,O,O,O,X,X,X,X
JTSOZIL,O,O,O,O,O,O,X,X,X
JTSOZLI,O,O,O,O,O,O,X,X,X
JTZILSO,X,O,O,X,X,O,O,O,O
JTZILOS,X,O,O,X,X,O,O,O,O
JTZISLO,X,O,O,X,X,O,O,X,X
JTZISOL,X,O,O,X,O,O,O,X,X
JTZIOLS,X,O,O,X,X,O,O,X,X
JTZIOSL,X,O,O,X,O,O,O,X,X
JTZLISO,X,O,O,X,X,O,O,O,O
JTZLIOS,X,O,O,X,X,O,O,O,O
JTZLSIO,X,O,O,O,X,O,O,X,O
JTZLSOI,O,O,O,O,X,O,O,X,X
JTZLOIS,X,O,O,X,X,O,O,X,X
JTZLOSI,O,O,O,O,X,O,O,X,X
JTZSILO,X,O,O,O,X,O,O,X,O
JTZSIOL,X,O,O,X,O,O,O,X,X
JTZSLIO,X,O,O,O,X,O,O,X,O
JTZSLOI,O,O,O,O,X,O,O,X,X
JTZSOIL,O,O,O,O,O,O,O,X,X
JTZSOLI,O,O,O,O,O,O,O,X,X
JTZOILS,X,O,O,X,X,O,O,X,X
JTZOISL,X,O,O,X,O,O,O,X,X
JTZOLIS,X,O,O,X,X,O,O,X,X
JTZOLSI,O,O,O,O,X,O,O,X,X
JTZOSIL,O,O,O,O,O,O,O,X,X
JTZOSLI,O,O,O,O,O,O,O,X,X
JTOILSZ,X,O,O,X,O,X,X,X,X
JTOILZS,X,O,O,X,X,X,X,X,X
JTOISLZ,X,O,O,X,O,X,X,X,X
JTOISZL,X,O,O,X,O,X,X,X,X
JTOIZLS,X,O,O,X,X,X,O,X,X
JTOIZSL,X,O,O,X,O,X,O,X,X
JTOLISZ,X,O,O,X,O,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X,X
JTOLSIZ,O,O,O,O,O,X,X,X,X
JTOLSZI,O,O,O,O,O,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X,X,X
JTOLZSI,O,O,O,O,X,X,X,X,X
JTOSILZ,O,O,O,O,O,X,X,X,X
JTOSIZL,O,O,O,O,O,X,X,X,X
JTOSLIZ,O,O,O,O,O,X,X,X,X
JTOSLZI,O,O,O,O,O,X,X,X,X
JTOSZIL,O,O,O,O,O,O,X,X,X
JTOSZLI,O,O,O,O,O,O,X,X,X
JTOZILS,X,O,O,X,X,O,O,X,X
JTOZISL,X,O,O,X,O,O,O,X,X
JTOZLIS,X,O,O,X,X,O,O,X,X
JTOZLSI,O,O,O,O,X,O,O,X,X
JTOZSIL,O,O,O,O,O,O,O,X,X
JTOZSLI,O,O,O,O,O,O,O,X,X
JITLSZO,X,O,O,X,X,X,X,O,X
JITLSOZ,X,O,O,X,O,X,X,O,X
JITLZSO,X,O,O,X,X,X,O,O,O
JITLZOS,X,O,O,X,X,X,O,O,O
JITLOSZ,X,O,O,X,O,X,X,O,X
JITLOZS,X,O,O,X,X,X,X,O,X
JITSLZO,X,O,O,X,X,X,X,X,X
JITSLOZ,X,O,O,X,O,X,X,X,X
JITSZLO,X,O,O,X,X,O,O,X,X
JITSZOL,X,O,O,X,O,O,O,X,X
JITSOLZ,X,O,O,X,O,X,X,X,X
JITSOZL,X,O,O,X,O,X,X,X,X
JITZLSO,X,O,O,X,X,O,O,O,O
JITZLOS,X,O,O,X,X,O,O,O,O
JITZSLO,X,O,O,X,X,O,O,X,X
JITZSOL,X,O,O,X,O,O,O,X,X
JITZOLS,X,O,O,X,X,O,O,X,X
JITZOSL,X,O,O,X,O,O,O,X,X
JITOLSZ,X,O,O,X,O,X,X,X,X
JITOLZS,X,O,O,X,X,X,X,X,X
JITOSLZ,X,O,O,X,O,X,X,X,X
JITOSZL,X,O,O,X,O,X,X,X,X
JITOZLS,X,O,O,X,X,X,O,X,X
JITOZSL,X,O,O,X,O,X,O,X,X
JILTSZO,X,O,O,X,X,X,X,O,X
JILTSOZ,X,O,O,X,O,X,X,O,X
JILTZSO,X,O,O,X,X,X,O,O,O
JILTZOS,X,O,O,X,X,X,O,O,O
JILTOSZ,X,O,O,X,O,X,X,O,X
JILTOZS,X,O,O,X,X,X,X,O,X
JILSTZO,X,O,O,X,X,X,X,X,O
JILSTOZ,X,O,O,X,O,X,X,X,X
JILSZTO,X,O,O,X,X,X,X,X,O
JILSZOT,X,X,O,X,X,X,X,X,X
JILSOTZ,X,O,X,X,O,X,X,X,X
JILSOZT,X,X,X,X,O,X,X,X,X
JILZTSO,X,O,O,X,X,X,O,O,O
JILZTOS,X,O,O,X,X,X,O,O,O
JILZSTO,X,O,O,X,X,X,O,X,O
JILZSOT,X,X,O,X,X,X,O,X,X
JILZOTS,X,O,O,X,X,X,O,X,X
JILZOST,X,X,O,X,X,X,O,X,X
JILOTSZ,X,O,O,X,O,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,X,X
JILOSTZ,X,O,X,X,O,X,X,X,X
JILOSZT,X,O,X,X,O,X,X,X,X
JILOZTS,X,O,O,X,X,X,X,X,X
JILOZST,X,O,O,X,X,X,X,X,X
JISTLZO,X,O,O,X,X,X,X,X,O
JISTLOZ,X,O,O,X,O,X,X,X,X
JISTZLO,X,O,O,X,X,X,O,X,O
JISTZOL,X,O,O,X,O,X,O,X,X
JISTOLZ,X,O,O,X,O,X,X,X,X
JISTOZL,X,O,O,X,O,X,X,X,X
JISLTZO,X,O,O,X,X,X,X,X,O
JISLTOZ,X,O,O,X,O,X,X,X,X
JISLZTO,X,O,O,X,X,X,X,X,O
JISLZOT,X,X,O,X,X,X,X,X,X
JISLOTZ,X,O,X,X,O,X,X,X,X
JISLOZT,X,X,X,X,O,X,X,X,X
JISZTLO,X,O,O,X,X,X,O,X,O
JISZTOL,X,O,O,X,O,X,O,X,X
JISZLTO,X,O,X,X,X,X,O,X,O
JISZLOT,X,X,X,X,X,X,O,X,X
JISZOTL,X,X,O,X,O,X,O,X,X
JISZOLT,X,X,X,X,O,X,O,X,X
JISOTLZ,X,O,X,X,O,X,X,X,X
JISOTZL,X,O,X,X,O,X,X,X,X
JISOLTZ,X,O,X,X,O,X,X,X,X
JISOLZT,X,X,X,X,O,X,X,X,X
JISOZTL,X,X,X,X,O,X,X,X,X
JISOZLT,X,X,X,X,O,X,X,X,X
JIZTLSO,X,O,O,X,X,O,O,O,O
JIZTLOS,X,O,O,X,X,O,O,O,O
JIZTSLO,X,O,O,X,X,O,O,X,X
JIZTSOL,X,O,O,X,O,O,O,X,X
JIZTOLS,X,O,O,X,X,O,O,X,X
JIZTOSL,X,O,O,X,O,O,O,X,X
JIZLTSO,X,O,O,X,X,O,O,O,O
JIZLTOS,X,O,O,X,X,O,O,O,O
JIZLSTO,X,O,O,X,X,X,O,X,O
JIZLSOT,X,X,O,X,X,X,O,X,X
JIZLOTS,X,O,O,X,X,O,O,X,X
JIZLOST,X,X,O,X,X,X,O,X,X
JIZSTLO,X,O,O,X,X,X,O,X,O
JIZSTOL,X,O,O,X,O,X,O,X,X
JIZSLTO,X,O,X,X,X,X,O,X,O
JIZSLOT,X,X,X,X,X,X,O,X,X
JIZSOTL,X,X,O,X,O,X,O,X,X
JIZSOLT,X,X,X,X,O,X,O,X,X
JIZOTLS,X,O,O,X,X,O,O,X,X
JIZOTSL,X,O,O,X,O,O,O,X,X
JIZOLTS,X,O,O,X,X,O,O,X,X
JIZOLST,X,X,X,X,X,X,O,X,X
JIZOSTL,X,X,O,X,O,X,O,X,X
JIZOSLT,X,X,X,X,O,X,O,X,X
JIOTLSZ,X,O,O,X,O,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X,X,X
JIOTSLZ,X,O,O,X,O,X,X,X,X
JIOTSZL,X,O,O,X,O,X,X,X,X
JIOTZLS,X,O,O,X,X,X,O,X,X
JIOTZSL,X,O,O,X,O,X,O,X,X
JIOLTSZ,X,O,O,X,O,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,X,X
JIOLSTZ,X,O,X,X,O,X,X,X,X
JIOLSZT,X,O,X,X,O,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,X,X
JIOLZST,X,O,O,X,X,X,X,X,X
JIOSTLZ,X,O,X,X,O,X,X,X,X
JIOSTZL,X,O,X,X,O,X,X,X,X
JIOSLTZ,X,O,X,X,O,X,X,X,X
JIOSLZT,X,O,X,X,O,X,X,X,X
JIOSZTL,X,O,X,X,O,X,X,X,X
JIOSZLT,X,O,X,X,O,X,X,X,X
JIOZTLS,X,O,O,X,X,X,O,X,X
JIOZTSL,X,O,O,X,O,X,O,X,X
JIOZLTS,X,O,O,X,X,X,O,X,X
JIOZLST,X,O,X,X,X,X,O,X,X
JIOZSTL,X,O,O,X,O,X,O,X,X
JIOZSLT,X,O,X,X,O,X,O,X,X
JLTISZO,X,O,O,X,X,X,X,O,X
JLTISOZ,X,O,O,X,O,X,X,O,X
JLTIZSO,X,O,O,X,X,X,O,O,O
JLTIZOS,X,O,O,X,X,X,O,O,O
JLTIOSZ,X,O,O,X,O,X,X,O,X
JLTIOZS,X,O,O,X,X,X,X,O,X
JLTSIZO,X,O,O,O,X,X,X,X,O
JLTSIOZ,X,O,O,X,O,X,X,X,X
JLTSZIO,X,O,O,O,X,O,X,X,O
JLTSZOI,O,O,O,O,X,O,X,X,X
JLTSOIZ,O,O,O,O,O,X,X,X,X
JLTSOZI,O,O,O,O,O,X,X,X,X
JLTZISO,X,O,O,X,X,O,O,O,O
JLTZIOS,X,O,O,X,X,O,O,O,O
JLTZSIO,X,O,O,O,X,O,O,X,O
JLTZSOI,O,O,O,O,X,O,O,X,X
JLTZOIS,X,O,O,X,X,O,O,X,X
JLTZOSI,O,O,O,O,X,O,O,X,X
JLTOISZ,X,O,O,X,O,X,X,X,X
JLTOIZS,X,O,O,X,X,X,X,X,X
JLTOSIZ,O,O,O,O,O,X,X,X,X
JLTOSZI,O,O,O,O,O,X,X,X,X
JLTOZIS,X,O,O,X,X,X,X,X,X
JLTOZSI,O,O,O,O,X,X,X,X,X
JLITSZO,X,O,O,X,X,X,X,O,X
JLITSOZ,X,O,O,X,O,X,X,O,X
JLITZSO,X,O,O,X,X,X,O,O,O
JLITZOS,X,O,O,X,X,X,O,O,O
JLITOSZ,X,O,O,X,O,X,X,O,X
JLITOZS,X,O,O,X,X,X,X,O,X
JLISTZO,X,O,O,X,X,X,X,X,O
JLISTOZ,X,O,O,X,O,X,X,X,X
JLISZTO,X,O,O,X,X,X,X,X,O
JLISZOT,X,X,O,X,X,X,X,X,X
JLISOTZ,X,O,X,X,O,X,X,X,X
JLISOZT,X,X,X,X,O,X,X,X,X
JLIZTSO,X,O,O,X,X,X,O,O,O
JLIZTOS,X,O,O,X,X,X,O,O,O
JLIZSTO,X,O,O,X,X,X,O,X,O
JLIZSOT,X,X,O,X,X,X,O,X,X
JLIZOTS,X,O,O,X,X,X,O,X,X
JLIZOST,X,X,O,X,X,X,O,X,X
JLIOTSZ,X,O,O,X,O,X,X,X,X
JLIOTZS,X,O,O,X,X,X,X,X,X
JLIOSTZ,X,O,X,X,O,X,X,X,X
JLIOSZT,X,O,X,X,O,X,X,X,X
JLIOZTS,X,O,O,X,X,X,X,X,X
JLIOZST,X,O,O,X,X,X,X,X,X
JLSTIZO,X,O,O,O,X,X,X,X,O
JLSTIOZ,X,O,O,X,O,X,X,X,X
JLSTZIO,X,O,O,O,X,X,X,X,O
JLSTZOI,O,O,O,O,X,X,X,X,X
JLSTOIZ,O,O,O,O,O,X,X,X,X
JLSTOZI,O,O,O,O,O,X,X,X,X
JLSITZO,X,O,O,O,X,X,X,X,O
JLSITOZ,X,O,O,X,O,X,X,X,X
JLSIZTO,X,O,O,X,X,X,X,X,O
JLSIZOT,X,X,O,X,X,X,X,X,X
JLSIOTZ,X,O,X,X,O,X,X,X,X
JLSIOZT,X,X,X,X,O,X,X,X,X
JLSZTIO,X,O,O,O,X,X,X,X,O
JLSZTOI,O,O,O,O,X,X,X,X,X
JLSZITO,X,X,O,X,X,X,X,X,O
JLSZIOT,X,X,O,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X,X,X
JLSZOIT,O,X,O,X,X,X,X,X,X
JLSOTIZ,O,O,X,O,O,X,X,X,X
JLSOTZI,O,O,X,O,O,X,X,X,X
JLSOITZ,O,O,X,O,O,X,X,X,X
JLSOIZT,O,O,X,X,O,X,X,X,X
JLSOZTI,O,O,X,O,O,X,X,X,X
JLSOZIT,O,O,X,X,O,X,X,X,X
JLZTISO,X,O,O,X,X,O,O,O,O
JLZTIOS,X,O,O,X,X,O,O,O,O
JLZTSIO,X,O,O,O,X,O,O,X,O
JLZTSOI,O,O,O,O,X,O,O,X,X
JLZTOIS,X,O,O,X,X,O,O,X,X
JLZTOSI,O,O,O,O,X,O,O,X,X
JLZITSO,X,O,O,X,X,O,O,O,O
JLZITOS,X,O,O,X,X,O,O,O,O
JLZISTO,X,O,O,X,X,X,O,X,O
JLZISOT,X,X,O,X,X,X,O,X,X
JLZIOTS,X,O,O,X,X,O,O,X,X
JLZIOST,X,X,O,X,X,X,O,X,X
JLZSTIO,X,O,O,O,X,O,O,X,O
JLZSTOI,O,O,O,O,X,O,O,X,X
JLZSITO,X,X,O,X,X,X,O,X,O
JLZSIOT,X,X,O,X,X,X,O,X,X
JLZSOTI,O,O,O,O,X,O,O,X,X
JLZSOIT,O,X,O,X,X,X,O,X,X
JLZOTIS,X,O,O,X,X,O,O,X,X
JLZOTSI,O,O,O,O,X,O,O,X,X
JLZOITS,X,O,O,X,X,O,O,X,X
JLZOIST,O,O,O,X,X,X,O,X,X
JLZOSTI,O,O,O,O,X,O,O,X,X
JLZOSIT,O,O,O,X,X,X,O,X,X
JLOTISZ,X,O,O,X,O,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X,X,X
JLOTSIZ,O,O,O,O,O,X,X,X,X
JLOTSZI,O,O,O,O,O,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X,X,X
JLOTZSI,O,O,O,O,X,X,X,X,X
JLOITSZ,X,O,O,X,O,X,X,X,X
JLOITZS,X,O,O,X,X,X,X,X,X
JLOISTZ,O,O,X,X,O,X,X,X,X
JLOISZT,O,O,X,X,O,X,X,X,X
JLOIZTS,X,O,O,X,X,X,X,X,X
JLOIZST,O,O,O,X,X,X,X,X,X
JLOSTIZ,O,O,X,O,O,X,X,X,X
JLOSTZI,O,O,X,O,O,X,X,X,X
JLOSITZ,O,O,X,O,O,X,X,X,X
JLOSIZT,O,O,X,X,O,X,X,X,X
JLOSZTI,O,O,X,O,O,X,X,X,X
JLOSZIT,O,O,X,X,O,X,X,X,X
JLOZTIS,X,O,O,X,X,X,X,X,X
JLOZTSI,O,O,O,O,X,X,X,X,X
JLOZITS,X,O,O,X,X,X,X,X,X
JLOZIST,O,O,O,X,X,X,X,X,X
JLOZSTI,O,O,O,O,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X
JSTILZO,X,O,O,O,X,X,X,X,O
JSTILOZ,X,O,O,X,O,X,X,X,X
JSTIZLO,X,O,O,O,X,O,O,X,O
JSTIZOL,X,O,O,X,O,O,O,X,X
JSTIOLZ,X,O,O,X,O,X,X,X,X
JSTIOZL,X,O,O,X,O,X,X,X,X
JSTLIZO,X,O,O,O,X,X,X,X,O
JSTLIOZ,X,O,O,X,O,X,X,X,X
JSTLZIO,X,O,O,O,X,O,X,X,O
JSTLZOI,O,O,O,O,X,O,X,X,X
JSTLOIZ,O,O,O,O,O,X,X,X,X
JSTLOZI,O,O,O,O,O,X,X,X,X
JSTZILO,X,O,O,O,X,O,O,X,O
JSTZIOL,X,O,O,X,O,O,O,X,X
JSTZLIO,X,O,O,O,X,O,O,X,O
JSTZLOI,O,O,O,O,X,O,O,X,X
JSTZOIL,O,O,O,O,O,O,O,X,X
JSTZOLI,O,O,O,O,O,O,O,X,X
JSTOILZ,O,O,O,O,O,X,X,X,X
JSTOIZL,O,O,O,O,O,X,X,X,X
JSTOLIZ,O,O,O,O,O,X,X,X,X
JSTOLZI,O,O,O,O,O,X,X,X,X
JSTOZIL,O,O,O,O,O,O,X,X,X
JSTOZLI,O,O,O,O,O,O,X,X,X
JSITLZO,X,O,O,O,X,X,X,X,O
JSITLOZ,X,O,O,X,O,X,X,X,X
JSITZLO,X,O,O,O,X,X,O,X,O
JSITZOL,X,O,O,X,O,X,O,X,X
JSITOLZ,X,O,O,X,O,X,X,X,X
JSITOZL,X,O,O,X,O,X,X,X,X
JSILTZO,X,O,O,O,X,X,X,X,O
JSILTOZ,X,O,O,X,O,X,X,X,X
JSILZTO,X,O,O,X,X,X,X,X,O
JSILZOT,X,X,O,X,X,X,X,X,X
JSILOTZ,X,O,X,X,O,X,X,X,X
JSILOZT,X,X,X,X,O,X,X,X,X
JSIZTLO,X,O,O,X,X,X,O,X,O
JSIZTOL,X,O,O,X,O,X,O,X,X
JSIZLTO,X,O,X,X,X,X,O,X,O
JSIZLOT,X,X,X,X,X,X,O,X,X
JSIZOTL,X,X,O,X,O,X,O,X,X
JSIZOLT,X,X,X,X,O,X,O,X,X
JSIOTLZ,X,O,X,X,O,X,X,X,X
JSIOTZL,X,O,X,X,O,X,X,X,X
JSIOLTZ,X,O,X,X,O,X,X,X,X
JSIOLZT,X,X,X,X,O,X,X,X,X
JSIOZTL,X,X,X,X,O,X,X,X,X
JSIOZLT,X,X,X,X,O,X,X,X,X
