sequence,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBa?tBGsBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBa?tBXsBGsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcB3hBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFXdBUhBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jel7IvhFUdBGeBThBZ?oBXnBSxB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBm?sB3sBCsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxdBXjBlmBm?sB6rBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBS?sBetBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjBO?tBCsBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhF/iBGeBZoBl?mBTsB6rB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFXdBFjBxmB6?rBOtBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhF/iBcjBlmBi?sBGrBzsB
ITJZSLO,X,X,X,X,X,O,O,X,X,X,X,O,X
ITJZSOL,X,X,X,X,X,O,O,O,X,X,X,O,X
ITJZOLS,X,X,X,X,O,O,X,O,X,X,X,X,X
ITJZOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
ITJOLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ITJOLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
ITJOSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
ITJOSZL,X,X,X,X,O,O,X,X,X,X,O,O,X
ITJOZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
ITJOZSL,X,X,X,X,O,O,X,O,X,X,X,O,X
ITSLJZO,X,O,X,X,O,X,X,X,X,X,X,X,X
ITSLJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ITSLZJO,X,O,X,X,O,X,X,X,O,X,X,O,X
ITSLZOJ,X,O,X,X,O,X,X,X,O,X,X,O,X
ITSLOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ITSLOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
ITSJLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
ITSJLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ITSJZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
ITSJZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
ITSJOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ITSJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
ITSZLJO,X,O,O,X,X,X,X,X,O,O,X,O,X
ITSZLOJ,X,O,O,X,X,X,X,X,O,O,X,O,X
ITSZJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
ITSZJOL,X,X,X,X,X,X,O,X,O,O,X,O,X
ITSZOLJ,X,X,O,X,X,X,X,X,O,O,X,O,X
ITSZOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
ITSOLJZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ITSOLZJ,X,X,X,X,O,X,X,X,X,X,X,O,X
ITSOJLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ITSOJZL,X,X,X,X,O,X,X,X,X,X,X,O,X
ITSOZLJ,X,X,X,X,X,X,X,X,X,X,X,O,X
ITSOZJL,X,X,X,X,O,X,X,X,X,X,X,O,X
ITZLJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
ITZLJOS,O,O,X,X,O,O,X,O,X,X,X,X,X
ITZLSJO,X,O,O,O,O,X,X,X,O,O,X,O,O
ITZLSOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
ITZLOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
ITZLOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
ITZJLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
ITZJLOS,O,O,X,X,O,O,X,O,X,X,X,X,X
ITZJSLO,X,X,X,X,X,O,O,X,O,O,X,O,X
ITZJSOL,X,X,X,X,X,O,O,O,O,O,X,O,X
ITZJOLS,O,O,X,X,O,O,X,O,X,X,X,X,X
ITZJOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
ITZSLJO,X,O,O,O,X,X,X,X,O,O,X,O,X
ITZSLOJ,X,O,O,O,X,X,X,X,O,O,X,O,X
ITZSJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
ITZSJOL,X,X,X,X,X,O,O,O,O,O,X,O,X
ITZSOLJ,O,O,O,X,X,X,X,X,O,O,X,O,X
ITZSOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
ITZOLJS,O,O,X,O,O,X,X,X,X,X,X,X,X
ITZOLSJ,O,O,X,O,O,X,X,X,X,O,O,O,X
ITZOJLS,O,O,X,X,O,O,X,O,X,X,X,X,X
ITZOJSL,X,X,X,X,O,O,X,O,X,O,O,O,X
ITZOSLJ,O,O,O,O,X,X,X,X,O,O,O,O,X
ITZOSJL,X,X,X,X,O,X,X,X,O,O,O,O,X
ITOLJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ITOLJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
ITOLSJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
ITOLSZJ,X,O,X,X,O,X,X,X,X,X,O,O,X
ITOLZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
ITOLZSJ,O,O,X,X,O,X,X,X,X,X,O,O,X
ITOJLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ITOJLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
ITOJSLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ITOJSZL,X,X,X,X,O,X,X,X,X,X,O,O,X
ITOJZLS,X,X,X,X,O,X,X,O,X,X,X,X,X
ITOJZSL,X,X,X,X,O,X,X,O,X,X,O,O,X
ITOSLJZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ITOSLZJ,X,X,X,X,O,X,X,X,X,X,O,O,X
ITOSJLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ITOSJZL,X,X,X,X,O,X,X,X,X,X,O,O,X
ITOSZLJ,X,X,O,X,X,X,X,X,X,O,O,O,X
ITOSZJL,X,X,X,X,O,X,X,X,X,O,O,O,X
ITOZLJS,O,O,X,O,O,X,X,X,X,X,X,X,X
ITOZLSJ,O,O,X,O,O,X,X,X,X,O,O,O,X
ITOZJLS,O,O,X,X,O,X,X,O,X,X,X,X,X
ITOZJSL,X,X,X,X,O,X,X,O,X,O,O,O,X
ITOZSLJ,O,O,O,O,X,X,X,X,X,O,O,O,X
ITOZSJL,X,X,X,X,O,X,X,X,X,O,O,O,X
ILTJSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
ILTJSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILTJZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
ILTJZOS,O,X,X,X,O,X,X,X,X,X,X,X,X
ILTJOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILTJOZS,O,X,X,X,O,X,X,X,X,X,X,X,X
ILTSJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
ILTSJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ILTSZJO,X,O,O,O,O,X,X,X,O,X,X,O,O
ILTSZOJ,X,O,O,O,O,X,X,X,O,X,X,O,X
ILTSOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ILTSOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
ILTZJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
ILTZJOS,O,O,X,X,O,X,X,X,X,X,X,X,X
ILTZSJO,X,O,O,O,O,X,X,X,O,X,X,O,O
ILTZSOJ,O,O,O,O,O,X,X,X,O,X,X,O,X
ILTZOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
ILTZOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
ILTOJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILTOJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
ILTOSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ILTOSZJ,X,O,X,X,O,X,X,X,X,X,X,O,X
ILTOZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
ILTOZSJ,O,O,X,X,O,X,X,X,X,X,X,O,X
ILJTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
ILJTSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILJTZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJTZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJTOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILJTOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
ILJSTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILJSZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
ILJSZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJSOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILJSOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJZTSO,O,X,X,X,O,X,X,O,O,X,X,X,X
ILJZTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
ILJZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILJOTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJOSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ILJOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJOZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILJOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
ILSTJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
ILSTJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ILSTZJO,X,O,O,O,O,X,X,X,O,X,X,O,O
ILSTZOJ,X,O,O,O,O,X,X,X,O,X,X,O,X
ILSTOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ILSTOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
ILSJTZO,X,X,O,X,O,X,X,X,X,X,X,X,X
ILSJTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILSJZTO,O,X,O,X,O,X,X,X,O,X,X,X,X
ILSJZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
ILSJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILSJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
ILSZTJO,X,O,O,O,O,X,X,X,O,O,X,O,O
ILSZTOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
ILSZJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
ILSZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
ILSZOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
ILSZOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
ILSOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ILSOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
ILSOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILSOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
ILSOZTJ,O,O,O,X,O,X,X,X,O,X,X,X,X
ILSOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
ILZTJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
ILZTJOS,O,O,X,X,O,X,X,O,X,X,X,X,X
ILZTSJO,X,O,O,O,O,X,X,X,O,O,X,O,O
ILZTSOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
ILZTOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
ILZTOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
ILZJTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
ILZJTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILZJSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
ILZJSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
ILZJOTS,O,O,X,X,O,X,X,O,X,X,X,X,X
ILZJOST,O,O,X,X,O,X,X,O,X,X,X,X,X
ILZSTJO,X,O,O,O,O,X,X,X,O,O,X,O,O
ILZSTOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
ILZSJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
ILZSJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
ILZSOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
ILZSOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
ILZOTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
ILZOTSJ,O,O,X,O,O,X,X,X,O,O,O,X,X
ILZOJTS,O,O,X,O,O,X,X,O,X,X,X,X,X
ILZOJST,O,O,X,O,O,X,X,O,X,X,X,X,X
ILZOSTJ,O,O,X,O,O,X,X,X,O,O,X,X,X
ILZOSJT,O,O,X,O,O,X,X,X,X,X,X,X,X
ILOTJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILOTJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
ILOTSJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
ILOTSZJ,X,O,X,X,O,X,X,X,X,X,O,X,X
ILOTZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
ILOTZSJ,O,O,X,X,O,X,X,X,X,X,O,X,X
ILOJTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ILOJTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILOJSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ILOJSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
ILOJZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
ILOJZST,O,X,X,X,O,X,X,O,X,X,X,X,X
ILOSTJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
ILOSTZJ,X,O,X,X,O,X,X,X,X,X,O,X,X
ILOSJTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ILOSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
ILOSZTJ,O,O,X,X,O,X,X,X,O,O,X,X,X
ILOSZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
ILOZTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
ILOZTSJ,O,O,X,O,O,X,X,X,O,O,O,X,X
ILOZJTS,O,O,X,O,O,X,X,O,X,X,X,X,X
ILOZJST,O,O,X,O,O,X,X,O,X,X,X,X,X
ILOZSTJ,O,O,X,O,O,X,X,X,O,O,X,X,X
ILOZSJT,O,O,X,O,O,X,X,X,X,X,X,X,X
IJTLSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
IJTLSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJTLZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
IJTLZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJTLOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJTLOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJTSLZO,X,X,X,X,O,O,O,X,X,X,X,X,X
IJTSLOZ,X,X,X,X,O,O,O,X,X,X,X,X,X
IJTSZLO,X,X,X,X,X,O,O,X,X,X,X,O,X
IJTSZOL,X,X,X,X,X,O,O,X,X,X,X,O,X
IJTSOLZ,X,X,X,X,O,O,O,X,X,X,X,X,X
IJTSOZL,X,X,X,X,O,O,O,X,X,X,X,X,X
IJTZLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
IJTZLOS,O,X,X,X,O,O,X,O,X,X,X,X,X
IJTZSLO,X,X,X,X,X,O,O,X,X,X,X,O,X
IJTZSOL,X,X,X,X,X,O,O,O,X,X,X,O,X
IJTZOLS,X,X,X,X,O,O,X,O,X,X,X,X,X
IJTZOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
IJTOLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJTOLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
IJTOSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
IJTOSZL,X,X,X,X,O,O,X,X,X,X,O,O,X
IJTOZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
IJTOZSL,X,X,X,X,O,O,X,O,X,X,X,O,X
IJLTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
IJLTSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJLTZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLTZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLTOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJLTOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
IJLSTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJLSZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
IJLSZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLSOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJLSOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLZTSO,O,X,X,X,O,X,X,O,O,X,X,X,X
IJLZTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
IJLZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJLOTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLOSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IJLOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLOZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJLOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
IJSTLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
IJSTLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
IJSTZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
IJSTZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
IJSTOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
IJSTOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
IJSLTZO,X,X,X,X,O,X,O,X,X,X,X,X,X
IJSLTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
IJSLZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
IJSLZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJSLOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJSLOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJSZTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
IJSZTOL,X,X,X,X,X,X,O,O,O,O,X,O,X
IJSZLTO,O,X,X,X,X,X,X,O,X,X,X,X,X
IJSZLOT,O,X,X,X,X,X,X,O,X,X,X,X,X
IJSZOTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IJSZOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IJSOTLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
IJSOTZL,X,X,X,X,O,X,O,X,X,X,O,X,X
IJSOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IJSOLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
IJSOZTL,X,X,X,X,O,X,X,O,X,X,O,X,X
IJSOZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IJZTLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
IJZTLOS,O,X,X,X,O,O,X,O,X,X,X,X,X
IJZTSLO,X,X,X,X,X,O,O,X,O,O,X,O,X
IJZTSOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IJZTOLS,O,X,X,X,O,O,X,O,X,X,X,X,X
IJZTOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
IJZLTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
IJZLTOS,O,X,X,X,O,O,X,O,X,X,X,X,X
IJZLSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
IJZLSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJZLOTS,O,X,X,X,O,O,X,O,X,X,X,X,X
IJZLOST,O,X,X,X,O,X,X,O,X,X,X,X,X
IJZSTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
IJZSTOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IJZSLTO,O,X,X,O,X,X,X,O,X,X,X,X,X
IJZSLOT,O,X,X,X,X,X,X,O,X,X,X,X,X
IJZSOTL,X,X,X,X,X,O,X,O,X,X,X,X,X
IJZSOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IJZOTLS,O,X,X,X,O,O,X,O,X,X,X,X,X
IJZOTSL,X,X,X,X,O,O,X,O,X,O,O,X,X
IJZOLTS,O,X,X,O,O,O,X,O,X,X,X,X,X
IJZOLST,O,X,X,O,O,X,X,O,X,X,X,X,X
IJZOSTL,X,X,X,X,O,O,X,O,X,O,O,X,X
IJZOSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
IJOTLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJOTLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
IJOTSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
IJOTSZL,X,X,X,X,O,O,X,X,X,X,O,X,X
IJOTZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
IJOTZSL,X,X,X,X,O,O,X,O,X,X,O,X,X
IJOLTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IJOLTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJOLSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IJOLSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IJOLZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
IJOLZST,O,X,X,X,O,X,X,O,X,X,X,X,X
IJOSTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IJOSTZL,X,X,X,X,O,X,X,X,X,X,O,X,X
IJOSLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IJOSLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
IJOSZTL,X,X,X,X,O,X,X,O,X,O,O,X,X
IJOSZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IJOZTLS,O,X,X,X,O,O,X,O,X,X,X,X,X
IJOZTSL,X,X,X,X,O,O,X,O,X,O,O,X,X
IJOZLTS,O,X,X,O,O,O,X,O,X,X,X,X,X
IJOZLST,O,X,X,O,O,X,X,O,X,X,X,X,X
IJOZSTL,X,X,X,X,O,O,X,O,X,O,O,X,X
IJOZSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
ISTLJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
ISTLJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ISTLZJO,X,O,O,X,O,X,X,X,O,X,X,O,X
ISTLZOJ,X,O,O,X,O,X,X,X,O,X,X,O,X
ISTLOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ISTLOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
ISTJLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
ISTJLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISTJZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
ISTJZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
ISTJOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISTJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
ISTZLJO,X,O,O,X,X,X,X,X,O,O,X,O,X
ISTZLOJ,X,O,O,X,X,X,X,X,O,O,X,O,X
ISTZJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
ISTZJOL,X,X,X,X,X,X,O,X,O,O,X,O,X
ISTZOLJ,X,X,O,X,X,X,X,X,O,O,X,O,X
ISTZOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
ISTOLJZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISTOLZJ,X,X,X,X,O,X,X,X,X,X,X,O,X
ISTOJLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISTOJZL,X,X,X,X,O,X,X,X,X,X,X,O,X
ISTOZLJ,X,X,X,X,X,X,X,X,X,X,X,O,X
ISTOZJL,X,X,X,X,O,X,X,X,X,X,X,O,X
ISLTJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
ISLTJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ISLTZJO,X,O,O,X,O,X,X,X,O,X,X,O,X
ISLTZOJ,X,O,O,X,O,X,X,X,O,X,X,O,X
ISLTOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ISLTOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
ISLJTZO,X,X,O,X,O,X,O,X,X,X,X,X,X
ISLJTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISLJZTO,O,X,O,X,O,X,X,X,O,X,X,X,X
ISLJZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
ISLJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISLJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
ISLZTJO,X,O,O,X,O,X,X,X,O,O,X,O,X
ISLZTOJ,O,O,O,X,O,X,X,X,O,O,X,O,X
ISLZJTO,O,X,O,X,O,X,X,X,O,X,X,X,X
ISLZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
ISLZOTJ,O,O,O,X,O,X,X,X,O,X,X,X,X
ISLZOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
ISLOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
ISLOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
ISLOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISLOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
ISLOZTJ,O,O,O,X,O,X,X,X,O,X,X,X,X
ISLOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
ISJTLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
ISJTLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISJTZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
ISJTZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
ISJTOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISJTOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
ISJLTZO,X,X,O,X,O,X,O,X,X,X,X,X,X
ISJLTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISJLZTO,O,X,O,X,O,X,X,O,O,X,X,X,X
ISJLZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
ISJLOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISJLOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
ISJZTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
ISJZTOL,X,X,X,X,X,X,O,O,O,O,X,O,X
ISJZLTO,O,X,O,X,X,X,X,O,X,X,X,X,X
ISJZLOT,O,X,X,X,X,X,X,O,X,X,X,X,X
ISJZOTL,X,X,X,X,X,X,X,O,X,X,X,X,X
