sequence,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFahBUdBFeB5?mBTnBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFxdB0hBliBX?hBmqBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBFeBThB6?nB8rBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jei7IvhFFdBXeBGhBT?nBxqBUrB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex9IvhF0gBlhB3iBT?lBOrBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgBunBi?mBTlB3rB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBThBliB8?rBCoBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFuhBliB3lB8?rBZmBCtB
LIZJTSO,O,O,O,O,X,X,X,X,X,X,X,X
LIZJTOS,X,O,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,X,O,O,X,X,O,X,X,X,X,X
LIZJSOT,O,X,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,O,O,X,X,X,X,X,X,X,X
LIZJOST,X,X,O,O,X,X,X,X,X,X,X,X
LIZSTJO,O,X,O,O,X,X,O,O,X,X,X,X
LIZSTOJ,O,X,O,X,X,X,O,X,X,X,X,X
LIZSJTO,O,X,O,O,O,X,O,X,X,X,X,X
LIZSJOT,X,X,O,X,O,X,X,X,X,X,X,X
LIZSOTJ,O,X,O,X,X,X,O,X,X,X,X,X
LIZSOJT,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,O,O,X,X,X,X,X,X,X,X
LIZOJTS,X,O,X,O,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,O,X,X,O,X,X,X,X,X
LIZOSJT,X,X,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJTZS,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,O,X,X,X,X,X
LIOSJTZ,O,O,X,O,O,X,X,X,X,X,X,X
LIOSJZT,O,X,X,O,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,O,X,X,O,X,X,X,X,X
LIOSZJT,O,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,X,X,X,X,X,X,X,X
LIOZJTS,O,O,X,O,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,O,X,X,X,X,X
LIOZSJT,O,X,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,O,O,X,O,X,O,X,X
LJTISOZ,O,O,O,X,O,O,X,X,X,X,X,X
LJTIZSO,O,O,O,X,O,O,X,O,X,O,X,X
LJTIZOS,X,O,O,X,X,X,X,O,X,O,X,X
LJTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,O,O,X,O,O,O,O,O,O,X,X
LJTSIOZ,O,O,O,X,O,O,X,X,O,X,X,X
LJTSZIO,O,O,O,X,O,O,O,O,O,O,X,X
LJTSZOI,O,O,O,X,O,O,O,O,O,O,O,X
LJTSOIZ,O,O,O,X,O,O,X,X,O,X,X,X
LJTSOZI,O,O,O,X,O,O,X,O,O,O,X,X
LJTZISO,X,O,O,X,O,O,X,O,X,O,X,X
LJTZIOS,X,O,O,X,X,X,X,O,X,O,X,X
LJTZSIO,X,O,O,X,O,O,O,O,X,O,X,X
LJTZSOI,X,O,O,X,O,O,O,O,X,O,O,X
LJTZOIS,X,O,O,X,X,X,X,O,X,O,X,X
LJTZOSI,X,O,O,X,O,O,X,O,X,O,O,X
LJTOISZ,O,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,X,O,O,X,X,X,X,X,X
LJTOSZI,O,O,O,X,O,O,X,O,X,O,X,X
LJTOZIS,O,O,O,X,X,X,X,O,X,O,X,X
LJTOZSI,O,O,O,X,O,O,X,O,X,O,X,X
LJITSZO,O,O,O,O,O,O,X,O,X,O,X,X
LJITSOZ,O,O,O,O,O,O,X,X,X,X,X,X
LJITZSO,O,O,O,O,O,O,X,O,X,O,X,X
LJITZOS,X,O,O,X,X,X,X,O,X,O,X,X
LJITOSZ,X,O,X,O,X,X,X,X,X,X,X,X
LJITOZS,X,O,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,O,O,O,O,O,O,O,O,O,X,X
LJISTOZ,O,O,O,O,O,O,X,X,O,X,X,X
LJISZTO,O,X,O,O,O,O,O,O,O,O,X,X
LJISZOT,O,X,O,X,O,O,X,O,O,O,X,X
LJISOTZ,O,O,O,O,O,O,X,X,O,X,X,X
LJISOZT,O,X,X,O,O,O,X,X,O,X,X,X
LJIZTSO,O,O,O,O,O,O,X,O,X,O,X,X
LJIZTOS,X,O,O,X,X,X,X,O,X,O,X,X
LJIZSTO,O,X,O,O,O,O,O,O,X,O,X,X
LJIZSOT,O,X,O,X,O,O,X,O,X,O,X,X
LJIZOTS,X,O,O,O,X,X,X,O,X,O,X,X
LJIZOST,X,X,O,O,X,X,X,O,X,O,X,X
LJIOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LJIOTZS,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSZT,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,O,O,X,O,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,O,O,O,O,O,O,O,X,X
LJSTIOZ,O,O,O,O,O,O,X,X,O,X,X,X
LJSTZIO,O,O,O,X,O,O,O,O,O,O,X,X
LJSTZOI,O,O,O,X,O,O,O,O,O,O,O,X
LJSTOIZ,O,O,O,O,O,O,X,X,O,X,X,X
LJSTOZI,O,O,O,X,O,O,X,O,O,O,X,X
LJSITZO,O,O,O,O,O,O,O,O,O,O,X,X
LJSITOZ,O,O,O,O,O,O,X,X,O,X,X,X
LJSIZTO,O,X,O,O,O,O,O,O,O,O,X,X
LJSIZOT,O,X,O,X,O,O,X,O,O,O,X,X
LJSIOTZ,O,O,O,O,O,O,X,X,O,X,X,X
LJSIOZT,O,X,X,X,O,O,X,X,O,X,X,X
LJSZTIO,O,O,O,X,O,O,O,O,O,O,X,X
LJSZTOI,O,O,O,X,O,O,O,O,O,O,O,X
LJSZITO,O,X,O,X,O,O,O,O,O,O,X,X
LJSZIOT,O,X,O,X,O,O,X,O,O,O,X,X
LJSZOTI,O,O,O,X,O,O,X,O,O,O,O,X
LJSZOIT,O,X,O,X,O,O,X,O,O,O,O,X
LJSOTIZ,O,O,O,O,O,O,X,X,O,X,X,X
LJSOTZI,O,O,O,X,O,O,X,O,O,O,X,X
LJSOITZ,O,O,O,O,O,O,X,X,O,X,X,X
LJSOIZT,O,X,X,O,O,O,X,X,O,X,X,X
LJSOZTI,O,O,O,X,O,O,X,O,O,O,X,X
LJSOZIT,O,X,O,X,O,O,X,O,O,O,X,X
LJZTISO,X,O,O,X,O,O,X,O,X,O,X,X
LJZTIOS,X,O,O,X,X,X,X,O,X,O,X,X
LJZTSIO,X,O,O,X,O,O,O,O,X,O,X,X
LJZTSOI,X,O,O,X,O,O,O,O,X,O,O,X
LJZTOIS,X,O,O,X,X,X,X,O,X,O,X,X
LJZTOSI,X,O,O,X,O,O,X,O,X,O,O,X
LJZITSO,X,O,O,X,O,O,X,O,X,O,X,X
LJZITOS,X,O,O,X,X,X,X,O,X,O,X,X
LJZISTO,X,X,O,X,O,O,O,O,X,O,X,X
LJZISOT,X,X,O,X,O,O,X,O,X,O,X,X
LJZIOTS,X,O,O,X,X,X,X,O,X,O,X,X
LJZIOST,X,X,O,X,X,X,X,O,X,O,X,X
LJZSTIO,X,O,O,X,O,O,O,O,X,O,X,X
LJZSTOI,X,O,O,X,O,O,O,O,X,O,O,X
LJZSITO,X,X,O,X,O,O,O,O,X,O,X,X
LJZSIOT,X,X,O,X,O,O,X,O,X,O,X,X
LJZSOTI,X,O,O,X,O,O,X,O,X,O,O,X
LJZSOIT,X,X,O,X,O,O,X,O,X,O,O,X
LJZOTIS,X,O,O,X,X,X,X,O,X,O,X,X
LJZOTSI,X,O,O,X,O,O,X,O,X,O,O,X
LJZOITS,X,O,O,X,X,X,X,O,X,O,X,X
LJZOIST,X,X,O,X,X,X,X,O,X,O,X,X
LJZOSTI,X,O,O,X,O,O,X,O,X,O,O,X
LJZOSIT,X,X,O,X,O,O,X,O,X,O,O,X
LJOTISZ,O,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,O,O,O,X,X,X,X,X,X
LJOTSZI,O,O,O,X,O,O,X,O,X,O,X,X
LJOTZIS,O,O,O,X,X,X,X,O,X,O,X,X
LJOTZSI,O,O,O,X,O,O,X,O,X,O,X,X
LJOITSZ,O,O,X,O,X,X,X,X,X,X,X,X
LJOITZS,O,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,O,X,O,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZTS,O,O,X,O,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,O,O,O,X,X,X,X,X,X
LJOSTZI,O,O,O,X,O,O,X,O,X,O,X,X
LJOSITZ,O,O,O,O,O,O,X,X,X,X,X,X
LJOSIZT,O,X,X,O,O,O,X,X,X,X,X,X
LJOSZTI,O,O,O,X,O,O,X,O,X,O,X,X
LJOSZIT,O,X,O,X,O,O,X,O,X,O,X,X
LJOZTIS,O,O,O,X,X,X,X,O,X,O,X,X
LJOZTSI,O,O,O,X,O,O,X,O,X,O,X,X
LJOZITS,O,O,O,X,X,X,X,O,X,O,X,X
LJOZIST,O,X,O,X,X,X,X,O,X,O,X,X
LJOZSTI,O,O,O,X,O,O,X,O,X,O,X,X
LJOZSIT,O,X,O,X,O,O,X,O,X,O,X,X
LSTIJZO,O,O,O,O,O,O,O,X,O,O,X,X
LSTIJOZ,O,O,O,O,O,O,X,X,O,X,X,X
LSTIZJO,O,X,O,O,X,X,O,O,O,X,X,X
LSTIZOJ,O,O,O,X,X,X,O,X,X,X,X,X
LSTIOJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,O,O,X,X,O,X,X,X,X,X
LSTJIZO,O,O,O,O,O,O,O,O,O,O,X,X
LSTJIOZ,O,O,O,O,O,O,X,X,O,X,X,X
LSTJZIO,O,O,O,X,O,O,O,O,O,O,X,X
LSTJZOI,O,O,O,X,O,O,O,O,O,O,O,X
LSTJOIZ,O,O,O,O,O,O,X,X,O,X,X,X
LSTJOZI,O,O,O,X,O,O,X,O,O,O,X,X
LSTZIJO,O,X,O,O,X,X,O,O,O,X,X,X
LSTZIOJ,O,O,O,X,X,X,O,X,X,X,X,X
LSTZJIO,O,X,O,X,X,O,O,O,O,O,X,X
LSTZJOI,O,X,O,X,X,O,O,O,O,O,O,X
LSTZOIJ,O,O,O,O,X,X,O,X,X,X,O,X
LSTZOJI,O,O,O,X,X,X,O,O,O,X,O,X
LSTOIJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,O,O,X,X,O,X,X,X,X,X
LSTOJIZ,O,O,O,O,X,O,X,X,O,X,X,X
LSTOJZI,O,O,O,X,X,O,X,X,O,O,X,X
LSTOZIJ,O,O,O,O,X,X,O,X,X,X,X,X
LSTOZJI,O,O,O,X,X,X,O,O,O,X,X,X
LSITJZO,O,O,O,O,O,O,O,X,O,O,X,X
LSITJOZ,O,O,O,O,O,O,X,X,O,X,X,X
LSITZJO,O,X,O,O,X,X,O,O,O,X,X,X
LSITZOJ,O,O,O,X,X,X,O,X,X,X,X,X
LSITOJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSITOZJ,O,O,O,O,X,X,O,X,X,X,X,X
LSIJTZO,O,O,O,O,O,O,O,O,O,O,X,X
LSIJTOZ,O,O,O,O,O,O,X,X,O,X,X,X
LSIJZTO,O,X,O,O,O,O,O,O,O,O,X,X
LSIJZOT,O,X,O,X,O,O,X,O,O,O,X,X
LSIJOTZ,O,O,O,O,O,O,X,X,O,X,X,X
LSIJOZT,O,X,X,O,O,O,X,X,O,X,X,X
LSIZTJO,O,X,O,O,X,X,O,O,O,X,X,X
LSIZTOJ,O,X,O,X,X,X,O,X,X,X,X,X
LSIZJTO,O,X,O,O,O,X,O,X,O,X,X,X
LSIZJOT,X,X,O,X,O,X,X,X,O,X,X,X
LSIZOTJ,O,X,O,X,X,X,O,X,X,X,X,X
LSIZOJT,O,X,O,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,O,O,X,X,O,X,X,X,X,X
LSIOJTZ,O,O,X,O,O,X,X,X,X,X,X,X
LSIOJZT,O,X,X,O,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,X,O,X,X,X,X,X
LSIOZJT,O,X,X,O,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,O,O,O,O,O,O,O,X,X
LSJTIOZ,O,O,O,O,O,O,X,X,O,X,X,X
LSJTZIO,O,O,O,X,O,O,O,O,O,O,X,X
LSJTZOI,O,O,O,X,O,O,O,O,O,O,O,X
LSJTOIZ,O,O,O,O,O,O,X,X,O,X,X,X
LSJTOZI,O,O,O,X,O,O,X,O,O,O,X,X
LSJITZO,O,O,O,O,O,O,O,O,O,O,X,X
LSJITOZ,O,O,O,O,O,O,X,X,O,X,X,X
LSJIZTO,O,X,O,O,O,O,O,O,O,O,X,X
LSJIZOT,O,X,O,X,O,O,X,O,O,O,X,X
LSJIOTZ,O,O,O,O,O,O,X,X,O,X,X,X
LSJIOZT,O,X,X,X,O,O,X,X,O,X,X,X
LSJZTIO,O,O,O,X,O,O,O,O,O,O,X,X
LSJZTOI,O,O,O,X,O,O,O,O,O,O,O,X
LSJZITO,O,X,O,X,O,O,O,O,O,O,X,X
LSJZIOT,O,X,O,X,O,O,X,O,O,O,X,X
LSJZOTI,O,O,O,X,O,O,X,O,O,O,O,X
LSJZOIT,O,X,O,X,O,O,X,O,O,O,O,X
LSJOTIZ,O,O,O,O,O,O,X,X,O,X,X,X
LSJOTZI,O,O,O,X,O,O,X,O,O,O,X,X
LSJOITZ,O,O,O,O,O,O,X,X,O,X,X,X
LSJOIZT,O,X,X,O,O,O,X,X,O,X,X,X
LSJOZTI,O,O,O,X,O,O,X,O,O,O,X,X
LSJOZIT,O,X,O,X,O,O,X,O,O,O,X,X
LSZTIJO,O,X,O,O,X,X,O,O,O,X,X,X
LSZTIOJ,O,O,O,X,X,X,O,X,X,X,X,X
LSZTJIO,O,X,O,X,X,O,O,O,O,O,X,O
LSZTJOI,O,X,O,X,X,O,O,O,O,O,O,O
LSZTOIJ,O,O,O,O,X,X,O,X,X,X,O,X
LSZTOJI,O,O,O,X,X,X,O,O,O,X,O,O
LSZITJO,O,X,O,O,X,X,O,O,O,X,X,X
LSZITOJ,O,X,O,X,X,X,O,X,X,X,X,X
LSZIJTO,O,X,O,O,O,X,O,X,O,X,X,X
LSZIJOT,X,X,O,X,O,X,X,X,O,X,X,X
LSZIOTJ,O,X,O,X,X,X,O,X,X,X,X,X
LSZIOJT,O,X,O,X,X,X,X,X,X,X,X,X
LSZJTIO,O,X,O,X,O,O,O,O,O,O,X,O
LSZJTOI,O,X,O,X,O,O,O,O,O,O,O,O
LSZJITO,O,X,O,X,O,O,O,O,O,O,X,X
LSZJIOT,O,X,O,X,O,O,X,O,O,O,X,X
LSZJOTI,O,X,O,X,O,O,X,O,O,O,O,O
LSZJOIT,O,X,O,X,O,O,X,O,O,O,O,X
LSZOTIJ,O,O,O,O,X,X,O,X,X,X,O,X
LSZOTJI,O,O,O,X,X,X,O,O,O,X,O,O
LSZOITJ,O,X,O,O,X,X,O,X,X,X,O,X
LSZOIJT,O,X,O,O,X,X,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X,X,O,X,X,O
LSZOJIT,O,X,O,X,X,X,X,X,O,X,X,X
LSOTIJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,O,O,X,X,O,X,X,X,X,X
LSOTJIZ,O,O,O,O,X,O,X,X,O,X,X,X
LSOTJZI,O,O,O,X,X,O,X,X,O,O,X,X
LSOTZIJ,O,O,O,O,X,X,O,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,O,O,O,X,X,X
LSOITJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,O,O,X,X,O,X,X,X,X,X
LSOIJTZ,O,O,X,O,O,X,X,X,X,X,X,X
LSOIJZT,O,X,X,O,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,X,O,X,X,X,X,X
LSOIZJT,O,X,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,O,O,O,X,X,O,X,X,X
LSOJTZI,O,O,O,X,O,O,X,O,O,O,X,X
LSOJITZ,O,O,O,O,O,O,X,X,O,X,X,X
LSOJIZT,O,X,X,O,O,O,X,X,O,X,X,X
LSOJZTI,O,O,O,X,O,O,X,O,O,O,X,X
LSOJZIT,O,X,O,X,O,O,X,O,O,O,X,X
LSOZTIJ,O,O,O,O,X,X,O,X,X,X,X,X
LSOZTJI,O,O,O,X,X,X,O,O,O,X,X,O
LSOZITJ,O,X,O,O,X,X,O,X,X,X,X,X
LSOZIJT,O,X,O,O,X,X,X,X,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X,X,O,X,X,O
LSOZJIT,O,X,O,X,X,X,X,X,O,X,X,X
LZTIJSO,X,O,O,X,X,O,X,X,X,X,X,X
LZTIJOS,X,O,O,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,O,X,X,X,O,O,X,X,X,X
LZTISOJ,X,O,O,X,X,X,O,X,X,X,X,X
LZTIOJS,X,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,O,O,X,X,X,X,X,X,X,X,X
LZTJISO,X,O,O,X,X,O,X,X,X,O,X,X
LZTJIOS,X,O,O,X,X,X,X,X,X,O,X,X
LZTJSIO,X,O,O,X,X,O,O,O,X,O,X,O
LZTJSOI,X,O,O,X,X,O,O,O,X,O,O,O
LZTJOIS,X,O,O,X,X,X,X,X,X,O,X,X
LZTJOSI,X,O,O,X,X,O,X,X,X,O,O,X
LZTSIJO,X,X,O,X,X,X,O,O,X,X,X,X
LZTSIOJ,X,O,O,X,X,X,O,X,X,X,X,X
LZTSJIO,X,X,O,X,X,O,O,O,X,O,X,O
LZTSJOI,X,X,O,X,X,O,O,O,X,O,O,O
LZTSOIJ,X,O,O,X,X,X,O,X,X,X,O,X
LZTSOJI,X,O,O,X,X,X,O,O,X,X,O,O
LZTOIJS,X,O,X,X,X,X,X,X,X,X,X,X
LZTOISJ,X,O,O,X,X,X,X,X,X,X,X,X
LZTOJIS,X,O,O,X,X,X,X,X,X,X,X,X
LZTOJSI,X,O,O,X,X,O,X,X,X,X,X,X
LZTOSIJ,X,O,O,X,X,X,O,X,X,X,O,X
LZTOSJI,X,O,O,X,X,X,O,O,X,X,O,O
LZITJSO,X,O,O,X,X,X,X,X,X,X,X,X
LZITJOS,X,O,O,X,X,X,X,X,X,X,X,X
LZITSJO,X,X,O,X,X,X,O,O,X,X,X,X
LZITSOJ,X,O,O,X,X,X,O,X,X,X,X,X
LZITOJS,X,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,X,O,O,X,X,X,X,X,X,X,X,X
LZIJTSO,X,O,O,O,X,X,X,X,X,X,X,X
LZIJTOS,X,O,O,X,X,X,X,X,X,X,X,X
LZIJSTO,X,X,O,O,X,X,O,X,X,X,X,X
LZIJSOT,X,X,O,X,X,X,X,X,X,X,X,X
LZIJOTS,X,O,O,O,X,X,X,X,X,X,X,X
LZIJOST,X,X,O,O,X,X,X,X,X,X,X,X
LZISTJO,X,X,O,O,X,X,O,O,X,X,X,X
LZISTOJ,X,X,O,X,X,X,O,X,X,X,X,X
LZISJTO,X,X,O,O,O,X,O,X,X,X,X,X
LZISJOT,X,X,O,X,O,X,X,X,X,X,X,X
LZISOTJ,X,X,O,X,X,X,O,X,X,X,X,X
LZISOJT,X,X,O,X,X,X,X,X,X,X,X,X
LZIOTJS,X,O,X,O,X,X,X,X,X,X,X,X
LZIOTSJ,X,O,O,O,X,X,X,X,X,X,X,X
LZIOJTS,X,O,X,O,X,X,X,X,X,X,X,X
LZIOJST,X,X,X,O,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,O,O,X,X,O,X,X,X,X,X
LZIOSJT,X,X,O,O,X,X,X,X,X,X,X,X
LZJTISO,X,O,O,X,O,O,X,O,X,O,X,X
LZJTIOS,X,O,O,X,X,X,X,O,X,O,X,X
LZJTSIO,X,O,O,X,O,O,O,O,X,O,X,O
LZJTSOI,X,O,O,X,O,O,O,O,X,O,O,O
LZJTOIS,X,O,O,X,X,X,X,O,X,O,X,X
LZJTOSI,X,O,O,X,O,O,X,O,X,O,O,X
LZJITSO,X,O,O,X,O,O,X,O,X,O,X,X
LZJITOS,X,O,O,X,X,X,X,O,X,O,X,X
LZJISTO,X,X,O,X,O,O,O,O,X,O,X,X
LZJISOT,X,X,O,X,O,O,X,O,X,O,X,X
LZJIOTS,X,O,O,X,X,X,X,O,X,O,X,X
LZJIOST,X,X,O,X,X,X,X,O,X,O,X,X
LZJSTIO,X,O,O,X,O,O,O,O,X,O,X,O
LZJSTOI,X,O,O,X,O,O,O,O,X,O,O,O
LZJSITO,X,X,O,X,O,O,O,O,X,O,X,X
LZJSIOT,X,X,O,X,O,O,X,O,X,O,X,X
LZJSOTI,X,O,O,X,O,O,X,O,X,O,O,O
LZJSOIT,X,X,O,X,O,O,X,O,X,O,O,X
LZJOTIS,X,O,O,X,X,X,X,O,X,O,X,X
LZJOTSI,X,O,O,X,O,O,X,O,X,O,O,X
LZJOITS,X,O,O,X,X,X,X,O,X,O,X,X
LZJOIST,X,X,O,X,X,X,X,O,X,O,X,X
LZJOSTI,X,O,O,X,O,O,X,O,X,O,O,X
LZJOSIT,X,X,O,X,O,O,X,O,X,O,O,X
LZSTIJO,X,X,O,O,X,X,O,O,X,X,X,X
LZSTIOJ,X,O,O,X,X,X,O,X,X,X,X,X
LZSTJIO,X,X,O,X,X,O,O,O,X,O,X,O
LZSTJOI,X,X,O,X,X,O,O,O,X,O,O,O
LZSTOIJ,X,O,O,O,X,X,O,X,X,X,O,X
LZSTOJI,X,O,O,X,X,X,O,O,X,X,O,O
LZSITJO,X,X,O,O,X,X,O,O,X,X,X,X
LZSITOJ,X,X,O,X,X,X,O,X,X,X,X,X
LZSIJTO,X,X,O,O,O,X,O,X,X,X,X,X
LZSIJOT,X,X,O,X,O,X,X,X,X,X,X,X
LZSIOTJ,X,X,O,X,X,X,O,X,X,X,X,X
LZSIOJT,X,X,O,X,X,X,X,X,X,X,X,X
LZSJTIO,X,X,O,X,O,O,O,O,X,O,X,O
LZSJTOI,X,X,O,X,O,O,O,O,X,O,O,O
LZSJITO,X,X,O,X,O,O,O,O,X,O,X,X
LZSJIOT,X,X,O,X,O,O,X,O,X,O,X,X
LZSJOTI,X,X,O,X,O,O,X,O,X,O,O,O
LZSJOIT,X,X,O,X,O,O,X,O,X,O,O,X
LZSOTIJ,X,O,O,O,X,X,O,X,X,X,O,X
LZSOTJI,X,O,O,X,X,X,O,O,X,X,O,O
LZSOITJ,X,X,O,O,X,X,O,X,X,X,O,X
LZSOIJT,X,X,O,O,X,X,X,X,X,X,X,X
LZSOJTI,X,X,O,X,X,X,X,X,X,X,X,O
LZSOJIT,X,X,O,X,X,X,X,X,X,X,X,X
LZOTIJS,X,O,X,X,X,X,X,X,X,X,X,X
LZOTISJ,X,O,O,X,X,X,X,X,X,X,X,X
LZOTJIS,X,O,O,X,X,X,X,X,X,X,X,X
LZOTJSI,X,O,O,X,X,X,X,X,X,X,X,X
LZOTSIJ,X,O,O,O,X,X,O,X,X,X,O,X
LZOTSJI,X,O,O,X,X,X,O,O,X,X,O,O
LZOITJS,X,O,X,O,X,X,X,X,X,X,X,X
LZOITSJ,X,O,O,O,X,X,X,X,X,X,X,X
LZOIJTS,X,O,X,O,X,X,X,X,X,X,X,X
LZOIJST,X,X,X,O,X,X,X,X,X,X,X,X
LZOISTJ,X,X,O,O,X,X,O,X,X,X,X,X
LZOISJT,X,X,O,O,X,X,X,X,X,X,X,X
LZOJTIS,X,O,O,X,X,X,X,X,X,X,X,X
LZOJTSI,X,O,O,X,X,X,X,X,X,X,X,X
LZOJITS,X,O,O,X,X,X,X,X,X,X,X,X
LZOJIST,X,X,O,X,X,X,X,X,X,X,X,X
LZOJSTI,X,O,O,X,X,X,X,X,X,X,X,X
LZOJSIT,X,X,O,X,X,X,X,X,X,X,X,X
LZOSTIJ,X,O,O,O,X,X,O,X,X,X,O,X
LZOSTJI,X,O,O,X,X,X,O,O,X,X,O,O
LZOSITJ,X,X,O,O,X,X,O,X,X,X,O,X
LZOSIJT,X,X,O,O,X,X,X,X,X,X,X,X
LZOSJTI,X,X,O,X,X,X,X,X,X,X,X,O
LZOSJIT,X,X,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTIJZS,O,O,X,X,X,X,X,X,X,X,X,X
LOTISJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTISZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X,X,X,X,X
LOTIZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LOTJISZ,O,O,X,X,X,X,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,X,X,X,X,X,X,X
LOTJSIZ,O,O,O,O,X,O,X,X,X,X,X,X
LOTJSZI,O,O,O,X,X,O,X,X,X,O,X,X
LOTJZIS,O,O,O,X,X,X,X,X,X,O,X,X
LOTJZSI,O,O,O,X,X,O,X,X,X,O,X,X
LOTSIJZ,O,O,O,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,O,O,X,X,O,X,X,X,X,X
