sequence,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGeBqnB/?oBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGjBlmBU?oBXsBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF+hB0dB6jBV?tBzrB/sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBCeB+oBl?mBXsB8sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFUdB1mBXjBG?jBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF8iB+jB3hBF?iBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBfjB6jBW?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBWjBXjBS?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBXeB+oB0?mBlnBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcB3iB+oBF?jB0mBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFTeBFiB0mBG?oB3sBCsB
LJZTIOS,X,X,X,X,X,O,O,O,X,O,O
LJZTSIO,X,X,X,X,X,O,O,O,X,O,X
LJZTSOI,X,X,X,X,X,O,O,O,X,O,X
LJZTOIS,X,X,X,X,X,O,O,O,X,O,O
LJZTOSI,X,X,X,X,X,O,O,O,X,O,O
LJZITSO,X,X,X,X,X,O,O,O,X,O,X
LJZITOS,X,X,X,X,X,O,O,O,X,O,O
LJZISTO,O,X,X,X,X,O,O,O,X,O,X
LJZISOT,O,X,X,X,X,O,O,X,X,O,X
LJZIOTS,X,X,X,X,X,O,X,O,O,O,O
LJZIOST,X,X,X,X,X,O,X,X,X,O,X
LJZSTIO,O,X,X,X,X,O,O,O,X,O,X
LJZSTOI,O,X,X,X,X,O,O,O,X,O,X
LJZSITO,O,X,X,X,X,O,O,O,X,O,X
LJZSIOT,O,X,X,X,X,O,O,X,X,O,X
LJZSOTI,O,X,X,X,X,O,O,X,X,O,X
LJZSOIT,O,X,X,X,X,O,O,X,X,O,X
LJZOTIS,X,X,X,X,X,O,X,O,O,O,O
LJZOTSI,X,X,X,X,X,O,X,O,O,O,O
LJZOITS,X,X,X,X,X,O,X,O,O,O,O
LJZOIST,X,X,X,X,X,O,X,X,X,O,X
LJZOSTI,X,X,X,X,X,O,X,X,X,O,X
LJZOSIT,X,X,X,X,X,O,X,X,X,O,X
LJOTISZ,X,X,O,X,O,O,X,X,X,X,X
LJOTIZS,X,X,O,X,O,O,X,X,X,X,O
LJOTSIZ,X,X,O,X,O,O,X,X,X,X,X
LJOTSZI,X,X,O,X,O,O,X,X,X,X,X
LJOTZIS,X,X,O,X,O,O,X,X,X,X,O
LJOTZSI,X,X,O,X,O,O,X,X,X,X,O
LJOITSZ,X,X,O,X,O,O,X,X,X,X,X
LJOITZS,X,X,O,X,O,O,X,X,X,X,O
LJOISTZ,X,X,X,X,X,O,X,X,X,O,O
LJOISZT,X,X,X,X,X,O,X,X,X,O,O
LJOIZTS,X,X,X,X,X,O,X,O,X,O,O
LJOIZST,X,X,X,X,X,O,X,X,X,O,X
LJOSTIZ,X,X,X,X,X,O,X,X,X,O,O
LJOSTZI,X,X,X,X,X,O,X,X,X,O,O
LJOSITZ,X,X,X,X,X,O,X,X,X,O,O
LJOSIZT,X,X,X,X,X,O,X,X,X,O,O
LJOSZTI,X,X,X,X,X,O,X,X,X,O,O
LJOSZIT,X,X,X,X,X,O,X,X,X,O,O
LJOZTIS,X,X,X,X,X,O,X,O,X,O,O
LJOZTSI,X,X,X,X,X,O,X,O,X,O,O
LJOZITS,X,X,X,X,X,O,X,O,X,O,O
LJOZIST,X,X,X,X,X,O,X,X,X,O,X
LJOZSTI,X,X,X,X,X,O,X,X,X,O,X
LJOZSIT,X,X,X,X,X,O,X,X,X,O,X
LSTIJZO,O,X,X,O,O,O,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,X,X,X,X,X,X
LSTIZJO,O,O,X,X,O,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,O,X,X,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,O,X,X,X,X,X,X
LSTJIZO,O,X,X,O,O,O,X,X,X,X,X
LSTJIOZ,X,X,X,O,X,X,X,X,X,X,X
LSTJZIO,O,X,X,O,O,O,X,X,X,X,X
LSTJZOI,O,X,X,O,O,O,X,X,X,X,X
LSTJOIZ,X,X,X,O,X,X,X,X,X,X,X
LSTJOZI,X,X,X,O,X,X,X,X,X,X,X
LSTZIJO,O,O,X,X,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,O,X,X,X,X,X,X
LSTZJIO,O,O,X,X,O,X,X,X,X,X,X
LSTZJOI,O,O,X,X,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,O,X,X,X,X,X,X
LSTZOJI,O,O,X,X,O,X,X,X,X,X,X
LSTOIJZ,X,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,X,O,X,X,O,X,X,X,X,X,X
LSTOJIZ,X,X,X,O,X,X,X,X,X,X,X
LSTOJZI,X,X,X,O,X,X,X,X,X,X,X
LSTOZIJ,X,O,X,X,O,X,X,X,X,X,X
LSTOZJI,X,O,X,X,O,X,X,X,X,X,X
LSITJZO,O,X,X,O,O,O,X,X,X,X,X
LSITJOZ,X,X,X,O,X,X,X,X,X,X,X
LSITZJO,O,O,X,X,O,X,X,X,X,X,X
LSITZOJ,O,O,X,X,O,X,X,X,X,X,X
LSITOJZ,X,X,X,O,X,X,X,X,X,X,X
LSITOZJ,X,O,X,X,O,X,X,X,X,X,X
LSIJTZO,O,X,X,O,O,O,X,X,X,O,X
LSIJTOZ,X,X,X,O,X,X,X,X,X,O,O
LSIJZTO,O,X,X,X,X,O,X,O,X,O,O
LSIJZOT,O,X,X,X,X,O,X,X,X,O,O
LSIJOTZ,X,X,X,X,X,O,X,X,X,O,O
LSIJOZT,O,X,X,X,X,O,X,X,X,O,O
LSIZTJO,O,O,X,X,O,X,X,O,X,X,O
LSIZTOJ,O,O,X,X,O,X,X,O,X,X,X
LSIZJTO,O,O,X,X,X,O,X,O,X,O,O
LSIZJOT,O,X,X,X,X,O,X,X,X,O,O
LSIZOTJ,O,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X,X,X,O,X
LSIOTJZ,X,X,X,X,O,O,X,X,X,X,X
LSIOTZJ,X,X,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,X,O,X,X,X,X,X
LSIOJZT,O,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,O,X,X,X,X,X
LSJTIZO,O,X,X,O,O,O,X,X,X,O,X
LSJTIOZ,X,X,X,O,X,X,X,X,X,O,O
LSJTZIO,O,X,X,O,O,O,X,X,X,O,X
LSJTZOI,O,X,X,O,O,O,X,X,X,O,X
LSJTOIZ,X,X,X,O,X,X,X,X,X,O,O
LSJTOZI,X,X,X,O,X,X,X,X,X,O,O
LSJITZO,O,X,X,O,O,O,X,X,X,O,X
LSJITOZ,X,X,X,O,X,X,X,X,X,O,O
LSJIZTO,O,X,X,X,X,O,X,O,X,O,O
LSJIZOT,O,X,X,X,X,O,X,X,X,O,O
LSJIOTZ,X,X,X,X,X,O,X,X,X,O,O
LSJIOZT,O,X,X,X,X,O,X,X,X,O,O
LSJZTIO,O,X,X,X,X,O,X,O,X,O,O
LSJZTOI,O,X,X,X,X,O,X,O,X,O,O
LSJZITO,O,X,X,X,X,O,X,O,X,O,O
LSJZIOT,O,X,X,X,X,O,X,X,X,O,O
LSJZOTI,O,X,X,X,X,O,X,X,X,O,O
LSJZOIT,O,X,X,X,X,O,X,X,X,O,O
LSJOTIZ,X,X,X,X,X,O,X,X,X,O,O
LSJOTZI,X,X,X,X,X,O,X,X,X,O,O
LSJOITZ,X,X,X,X,X,O,X,X,X,O,O
LSJOIZT,O,X,X,X,X,O,X,X,X,O,O
LSJOZTI,O,X,X,X,X,O,X,X,X,O,O
LSJOZIT,O,X,X,X,X,O,X,X,X,O,O
LSZTIJO,O,O,X,X,O,X,X,O,X,X,O
LSZTIOJ,O,O,X,X,O,X,X,O,X,X,X
LSZTJIO,O,O,X,X,O,X,X,O,X,X,O
LSZTJOI,O,O,X,X,O,X,X,O,X,X,O
LSZTOIJ,O,O,X,X,O,X,X,O,X,X,X
LSZTOJI,O,O,X,X,O,X,X,O,X,X,X
LSZITJO,O,O,X,X,O,X,X,O,X,X,O
LSZITOJ,O,O,X,X,O,X,X,O,X,X,X
LSZIJTO,O,O,X,X,X,O,X,O,X,O,O
LSZIJOT,O,X,X,X,X,O,X,X,X,O,O
LSZIOTJ,O,X,X,X,X,X,X,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X,X,X,O,X
LSZJTIO,O,O,X,X,X,O,X,O,X,O,O
LSZJTOI,O,O,X,X,X,O,X,O,X,O,O
LSZJITO,O,O,X,X,X,O,X,O,X,O,O
LSZJIOT,O,X,X,X,X,O,X,X,X,O,O
LSZJOTI,O,X,X,X,X,O,X,X,X,O,O
LSZJOIT,O,X,X,X,X,O,X,X,X,O,O
LSZOTIJ,O,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,X,X,X,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X,X,X,O,X
LSZOJTI,O,X,X,X,X,X,X,X,X,O,X
LSZOJIT,O,X,X,X,X,X,X,X,X,O,X
LSOTIJZ,X,X,X,X,O,O,X,X,X,X,X
LSOTIZJ,X,X,X,X,O,X,X,X,X,X,X
LSOTJIZ,X,X,X,X,O,O,X,X,X,X,X
LSOTJZI,X,X,X,X,O,O,X,X,X,X,X
LSOTZIJ,X,X,X,X,O,X,X,X,X,X,X
LSOTZJI,X,X,X,X,O,X,X,X,X,X,X
LSOITJZ,X,X,X,X,O,O,X,X,X,X,X
LSOITZJ,X,X,X,X,O,X,X,X,X,X,X
LSOIJTZ,X,X,X,X,X,O,X,X,X,X,X
LSOIJZT,O,X,X,X,X,O,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,X,X,X,X,O,X,X,X,X,X
LSOJTIZ,X,X,X,X,X,O,X,X,X,X,X
LSOJTZI,X,X,X,X,X,O,X,X,X,X,X
LSOJITZ,X,X,X,X,X,O,X,X,X,X,X
LSOJIZT,O,X,X,X,X,O,X,X,X,X,X
LSOJZTI,O,X,X,X,X,O,X,X,X,X,X
LSOJZIT,O,X,X,X,X,O,X,X,X,X,X
LSOZTIJ,O,X,X,X,X,X,X,X,X,X,X
LSOZTJI,O,X,X,X,X,X,X,X,X,X,X
LSOZITJ,O,X,X,X,X,X,X,X,X,X,X
LSOZIJT,O,X,X,X,X,O,X,X,X,X,X
LSOZJTI,O,X,X,X,X,O,X,X,X,X,X
LSOZJIT,O,X,X,X,X,O,X,X,X,X,X
LZTIJSO,X,O,X,X,O,X,X,O,X,O,X
LZTIJOS,X,X,X,X,X,X,X,O,X,O,O
LZTISJO,O,X,X,X,O,X,X,O,X,X,X
LZTISOJ,O,X,X,X,O,X,X,O,X,X,X
LZTIOJS,X,X,X,X,X,X,X,O,X,O,X
LZTIOSJ,X,X,X,X,O,X,X,O,X,X,X
LZTJISO,X,O,X,X,O,X,X,O,X,O,X
LZTJIOS,X,X,X,X,X,X,X,O,X,O,O
LZTJSIO,X,O,X,X,O,X,X,O,X,O,X
LZTJSOI,X,O,X,X,O,X,X,O,X,O,X
LZTJOIS,X,X,X,X,X,X,X,O,X,O,O
LZTJOSI,X,X,X,X,X,X,X,O,X,O,O
LZTSIJO,O,X,X,X,O,X,X,O,X,X,X
LZTSIOJ,O,X,X,X,O,X,X,O,X,X,X
LZTSJIO,O,X,X,X,O,X,X,O,X,X,X
LZTSJOI,O,X,X,X,O,X,X,O,X,X,X
LZTSOIJ,O,X,X,X,O,X,X,O,X,X,X
LZTSOJI,O,X,X,X,O,X,X,O,X,X,X
LZTOIJS,X,X,X,X,X,X,X,O,X,O,X
LZTOISJ,X,X,X,X,O,X,X,O,X,X,X
LZTOJIS,X,X,X,X,X,X,X,O,X,O,X
LZTOJSI,X,X,X,X,X,X,X,O,X,O,X
LZTOSIJ,X,X,X,X,O,X,X,O,X,X,X
LZTOSJI,X,X,X,X,O,X,X,O,X,X,X
LZITJSO,X,O,X,X,O,X,X,O,X,O,X
LZITJOS,X,X,X,X,X,X,X,O,X,O,O
LZITSJO,O,X,X,X,O,X,X,O,X,X,X
LZITSOJ,O,X,X,X,O,X,X,O,X,X,X
LZITOJS,X,X,X,X,X,X,X,O,X,O,X
LZITOSJ,X,X,X,X,O,X,X,O,X,X,X
LZIJTSO,X,O,X,X,X,O,O,O,X,O,X
LZIJTOS,X,X,X,X,X,O,O,O,X,O,O
LZIJSTO,O,O,X,X,X,O,O,O,X,O,X
LZIJSOT,O,X,X,X,X,O,O,X,X,O,X
LZIJOTS,X,X,X,X,X,O,X,O,O,O,O
LZIJOST,X,X,X,X,X,O,X,X,X,O,X
LZISTJO,O,O,X,X,O,X,X,O,X,X,O
LZISTOJ,O,O,X,X,O,X,X,O,X,X,X
LZISJTO,O,O,X,X,X,O,X,O,X,O,O
LZISJOT,O,X,X,X,X,O,X,X,X,O,O
LZISOTJ,O,X,X,X,X,X,X,X,X,X,X
LZISOJT,O,X,X,X,X,X,X,X,X,O,X
LZIOTJS,X,X,X,X,O,X,X,O,X,O,X
LZIOTSJ,X,X,X,X,O,X,X,O,X,X,X
LZIOJTS,X,X,X,X,X,O,X,O,O,O,X
LZIOJST,X,X,X,X,X,O,X,X,X,O,X
LZIOSTJ,O,X,X,X,X,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,O,X,X,X,O,X
LZJTISO,X,O,X,X,X,O,O,O,X,O,X
LZJTIOS,X,X,X,X,X,O,O,O,X,O,O
LZJTSIO,X,O,X,X,X,O,O,O,X,O,X
LZJTSOI,X,O,X,X,X,O,O,O,X,O,X
LZJTOIS,X,X,X,X,X,O,O,O,X,O,O
LZJTOSI,X,X,X,X,X,O,O,O,X,O,O
LZJITSO,X,O,X,X,X,O,O,O,X,O,X
LZJITOS,X,X,X,X,X,O,O,O,X,O,O
LZJISTO,O,O,X,X,X,O,O,O,X,O,X
LZJISOT,O,X,X,X,X,O,O,X,X,O,X
LZJIOTS,X,X,X,X,X,O,X,O,O,O,O
LZJIOST,X,X,X,X,X,O,X,X,X,O,X
LZJSTIO,O,O,X,X,X,O,O,O,X,O,X
LZJSTOI,O,O,X,X,X,O,O,O,X,O,X
LZJSITO,O,O,X,X,X,O,O,O,X,O,X
LZJSIOT,O,X,X,X,X,O,O,X,X,O,X
LZJSOTI,O,X,X,X,X,O,O,X,X,O,X
LZJSOIT,O,X,X,X,X,O,O,X,X,O,X
LZJOTIS,X,X,X,X,X,O,X,O,O,O,O
LZJOTSI,X,X,X,X,X,O,X,O,O,O,O
LZJOITS,X,X,X,X,X,O,X,O,O,O,O
LZJOIST,X,X,X,X,X,O,X,X,X,O,X
LZJOSTI,X,X,X,X,X,O,X,X,X,O,X
LZJOSIT,X,X,X,X,X,O,X,X,X,O,X
LZSTIJO,O,O,X,X,O,X,X,O,X,X,O
LZSTIOJ,O,O,X,X,O,X,X,O,X,X,X
LZSTJIO,O,O,X,X,O,X,X,O,X,X,O
LZSTJOI,O,O,X,X,O,X,X,O,X,X,O
LZSTOIJ,O,O,X,X,O,X,X,O,X,X,X
LZSTOJI,O,O,X,X,O,X,X,O,X,X,X
LZSITJO,O,O,X,X,O,X,X,O,X,X,O
LZSITOJ,O,O,X,X,O,X,X,O,X,X,X
LZSIJTO,O,O,X,X,X,O,X,O,X,O,O
LZSIJOT,O,X,X,X,X,O,X,X,X,O,O
LZSIOTJ,O,X,X,X,X,X,X,X,X,X,X
LZSIOJT,O,X,X,X,X,X,X,X,X,O,X
LZSJTIO,O,O,X,X,X,O,X,O,X,O,O
LZSJTOI,O,O,X,X,X,O,X,O,X,O,O
LZSJITO,O,O,X,X,X,O,X,O,X,O,O
LZSJIOT,O,X,X,X,X,O,X,X,X,O,O
LZSJOTI,O,X,X,X,X,O,X,X,X,O,O
LZSJOIT,O,X,X,X,X,O,X,X,X,O,O
LZSOTIJ,O,X,X,X,X,X,X,X,X,X,X
LZSOTJI,O,X,X,X,X,X,X,X,X,X,X
LZSOITJ,O,X,X,X,X,X,X,X,X,X,X
LZSOIJT,O,X,X,X,X,X,X,X,X,O,X
LZSOJTI,O,X,X,X,X,X,X,X,X,O,X
LZSOJIT,O,X,X,X,X,X,X,X,X,O,X
LZOTIJS,X,X,X,X,O,X,X,O,X,O,X
LZOTISJ,X,X,X,X,O,X,X,O,X,X,X
LZOTJIS,X,X,X,X,O,X,X,O,X,O,X
LZOTJSI,X,X,X,X,O,X,X,O,X,O,X
LZOTSIJ,X,X,X,X,O,X,X,O,X,X,X
LZOTSJI,X,X,X,X,O,X,X,O,X,X,X
LZOITJS,X,X,X,X,O,X,X,O,X,O,X
LZOITSJ,X,X,X,X,O,X,X,O,X,X,X
LZOIJTS,X,X,X,X,X,O,X,O,O,O,X
LZOIJST,X,X,X,X,X,O,X,X,X,O,X
LZOISTJ,O,X,X,X,X,X,X,X,X,X,X
LZOISJT,O,X,X,X,X,O,X,X,X,O,X
LZOJTIS,X,X,X,X,X,O,X,O,O,O,X
LZOJTSI,X,X,X,X,X,O,X,O,O,O,X
LZOJITS,X,X,X,X,X,O,X,O,O,O,X
LZOJIST,X,X,X,X,X,O,X,X,X,O,X
LZOJSTI,X,X,X,X,X,O,X,X,X,O,X
LZOJSIT,X,X,X,X,X,O,X,X,X,O,X
LZOSTIJ,O,X,X,X,X,X,X,X,X,X,X
LZOSTJI,O,X,X,X,X,X,X,X,X,X,X
LZOSITJ,O,X,X,X,X,X,X,X,X,X,X
LZOSIJT,O,X,X,X,X,O,X,X,X,O,X
LZOSJTI,O,X,X,X,X,O,X,X,X,O,X
LZOSJIT,O,X,X,X,X,O,X,X,X,O,X
LOTIJSZ,X,X,O,X,O,O,X,X,X,X,X
LOTIJZS,X,X,O,X,O,O,X,X,X,X,X
LOTISJZ,X,X,O,X,O,O,X,X,X,X,X
LOTISZJ,X,X,O,X,O,X,X,X,X,X,X
LOTIZJS,X,X,O,X,O,X,X,X,X,X,X
LOTIZSJ,X,X,O,X,O,X,X,X,X,X,X
LOTJISZ,X,X,O,X,O,O,X,X,X,X,X
LOTJIZS,X,X,O,X,O,O,X,X,X,X,X
LOTJSIZ,X,X,O,X,O,O,X,X,X,X,X
LOTJSZI,X,X,O,X,O,O,X,X,X,X,X
LOTJZIS,X,X,O,X,O,O,X,X,X,X,X
LOTJZSI,X,X,O,X,O,O,X,X,X,X,X
LOTSIJZ,X,X,O,X,O,O,X,X,X,X,X
LOTSIZJ,X,X,O,X,O,X,X,X,X,X,X
LOTSJIZ,X,X,O,X,O,O,X,X,X,X,X
LOTSJZI,X,X,O,X,O,O,X,X,X,X,X
LOTSZIJ,X,X,O,X,O,X,X,X,X,X,X
LOTSZJI,X,X,O,X,O,X,X,X,X,X,X
LOTZIJS,X,X,O,X,O,X,X,X,X,X,X
LOTZISJ,X,X,O,X,O,X,X,X,X,X,X
LOTZJIS,X,X,O,X,O,X,X,X,X,X,X
LOTZJSI,X,X,O,X,O,X,X,X,X,X,X
LOTZSIJ,X,X,O,X,O,X,X,X,X,X,X
LOTZSJI,X,X,O,X,O,X,X,X,X,X,X
LOITJSZ,X,X,O,X,O,O,X,X,X,X,X
LOITJZS,X,X,O,X,O,O,X,X,X,X,X
LOITSJZ,X,X,O,X,O,O,X,X,X,X,X
LOITSZJ,X,X,O,X,O,X,X,X,X,X,X
LOITZJS,X,X,O,X,O,X,X,X,X,X,X
LOITZSJ,X,X,O,X,O,X,X,X,X,X,X
LOIJTSZ,X,X,O,X,O,O,X,X,X,X,X
LOIJTZS,X,X,O,X,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,X,X,O,X,X,X,O,X
LOIJSZT,X,X,X,X,X,O,X,X,X,O,X
LOIJZTS,X,X,X,X,X,O,X,O,X,O,X
LOIJZST,X,X,X,X,X,O,X,X,X,O,X
LOISTJZ,X,X,X,X,O,O,X,X,X,X,X
LOISTZJ,X,X,X,X,O,X,X,X,X,X,X
LOISJTZ,X,X,X,X,X,O,X,X,X,X,X
LOISJZT,O,X,X,X,X,O,X,X,X,X,X
LOISZTJ,O,X,X,X,X,X,X,X,X,X,X
LOISZJT,O,X,X,X,X,O,X,X,X,X,X
LOIZTJS,X,X,X,X,O,X,X,O,X,O,X
LOIZTSJ,X,X,X,X,O,X,X,O,X,X,X
LOIZJTS,X,X,X,X,X,O,X,O,X,O,X
LOIZJST,X,X,X,X,X,O,X,X,X,O,X
LOIZSTJ,O,X,X,X,X,X,X,X,X,X,X
LOIZSJT,O,X,X,X,X,O,X,X,X,O,X
LOJTISZ,X,X,O,X,O,O,X,X,X,X,X
LOJTIZS,X,X,O,X,O,O,X,X,X,X,X
LOJTSIZ,X,X,O,X,O,O,X,X,X,X,X
LOJTSZI,X,X,O,X,O,O,X,X,X,X,X
LOJTZIS,X,X,O,X,O,O,X,X,X,X,X
LOJTZSI,X,X,O,X,O,O,X,X,X,X,X
LOJITSZ,X,X,O,X,O,O,X,X,X,X,X
LOJITZS,X,X,O,X,O,O,X,X,X,X,X
LOJISTZ,X,X,X,X,X,O,X,X,X,O,X
LOJISZT,X,X,X,X,X,O,X,X,X,O,X
LOJIZTS,X,X,X,X,X,O,X,O,X,O,X
LOJIZST,X,X,X,X,X,O,X,X,X,O,X
LOJSTIZ,X,X,X,X,X,O,X,X,X,O,X
LOJSTZI,X,X,X,X,X,O,X,X,X,O,X
LOJSITZ,X,X,X,X,X,O,X,X,X,O,X
LOJSIZT,X,X,X,X,X,O,X,X,X,O,X
LOJSZTI,X,X,X,X,X,O,X,X,X,O,X
LOJSZIT,X,X,X,X,X,O,X,X,X,O,X
LOJZTIS,X,X,X,X,X,O,X,O,X,O,X
LOJZTSI,X,X,X,X,X,O,X,O,X,O,X
LOJZITS,X,X,X,X,X,O,X,O,X,O,X
LOJZIST,X,X,X,X,X,O,X,X,X,O,X
LOJZSTI,X,X,X,X,X,O,X,X,X,O,X
LOJZSIT,X,X,X,X,X,O,X,X,X,O,X
LOSTIJZ,X,X,X,X,O,O,X,X,X,X,X
LOSTIZJ,X,X,X,X,O,X,X,X,X,X,X
LOSTJIZ,X,X,X,X,O,O,X,X,X,X,X
LOSTJZI,X,X,X,X,O,O,X,X,X,X,X
LOSTZIJ,X,X,X,X,O,X,X,X,X,X,X
LOSTZJI,X,X,X,X,O,X,X,X,X,X,X
LOSITJZ,X,X,X,X,O,O,X,X,X,X,X
LOSITZJ,X,X,X,X,O,X,X,X,X,X,X
LOSIJTZ,X,X,X,X,X,O,X,X,X,X,X
LOSIJZT,O,X,X,X,X,O,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,X,X,X
LOSIZJT,O,X,X,X,X,O,X,X,X,X,X
LOSJTIZ,X,X,X,X,X,O,X,X,X,X,X
LOSJTZI,X,X,X,X,X,O,X,X,X,X,X
LOSJITZ,X,X,X,X,X,O,X,X,X,X,X
LOSJIZT,O,X,X,X,X,O,X,X,X,X,X
LOSJZTI,O,X,X,X,X,O,X,X,X,X,X
LOSJZIT,O,X,X,X,X,O,X,X,X,X,X
LOSZTIJ,O,X,X,X,X,X,X,X,X,X,X
LOSZTJI,O,X,X,X,X,X,X,X,X,X,X
LOSZITJ,O,X,X,X,X,X,X,X,X,X,X
LOSZIJT,O,X,X,X,X,O,X,X,X,X,X
LOSZJTI,O,X,X,X,X,O,X,X,X,X,X
LOSZJIT,O,X,X,X,X,O,X,X,X,X,X
LOZTIJS,X,X,X,X,O,X,X,O,X,O,X
LOZTISJ,X,X,X,X,O,X,X,O,X,X,X
LOZTJIS,X,X,X,X,O,X,X,O,X,O,X
LOZTJSI,X,X,X,X,O,X,X,O,X,O,X
LOZTSIJ,X,X,X,X,O,X,X,O,X,X,X
LOZTSJI,X,X,X,X,O,X,X,O,X,X,X
LOZITJS,X,X,X,X,O,X,X,O,X,O,X
LOZITSJ,X,X,X,X,O,X,X,O,X,X,X
LOZIJTS,X,X,X,X,X,O,X,O,X,O,X
LOZIJST,X,X,X,X,X,O,X,X,X,O,X
LOZISTJ,O,X,X,X,X,X,X,X,X,X,X
LOZISJT,O,X,X,X,X,O,X,X,X,O,X
LOZJTIS,X,X,X,X,X,O,X,O,X,O,X
LOZJTSI,X,X,X,X,X,O,X,O,X,O,X
LOZJITS,X,X,X,X,X,O,X,O,X,O,X
LOZJIST,X,X,X,X,X,O,X,X,X,O,X
LOZJSTI,X,X,X,X,X,O,X,X,X,O,X
LOZJSIT,X,X,X,X,X,O,X,X,X,O,X
LOZSTIJ,O,X,X,X,X,X,X,X,X,X,X
LOZSTJI,O,X,X,X,X,X,X,X,X,X,X
LOZSITJ,O,X,X,X,X,X,X,X,X,X,X
LOZSIJT,O,X,X,X,X,O,X,X,X,O,X
LOZSJTI,O,X,X,X,X,O,X,X,X,O,X
LOZSJIT,O,X,X,X,X,O,X,X,X,O,X
JTILSZO,X,X,X,X,O,X,X,X,X,O,X
JTILSOZ,X,X,X,X,X,X,X,X,X,O,X
JTILZSO,X,X,X,X,O,X,X,X,X,O,X
JTILZOS,X,X,X,X,X,X,X,X,X,O,X
JTILOSZ,X,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,X,O,X,X,X,X,X,X,X,O
JTISLZO,X,X,X,O,X,X,O,X,X,X,X
JTISLOZ,X,X,X,O,X,X,X,X,X,X,O
JTISZLO,X,O,X,O,X,X,O,X,X,X,O
JTISZOL,X,O,X,O,X,X,O,X,X,X,O
JTISOLZ,X,X,X,O,X,X,X,X,X,X,O
JTISOZL,X,O,X,O,X,X,X,X,X,X,O
JTIZLSO,X,O,X,X,O,X,O,X,X,O,X
JTIZLOS,X,X,X,X,X,X,O,X,X,O,O
JTIZSLO,X,O,X,X,X,X,O,X,X,X,X
JTIZSOL,X,O,X,X,X,X,O,X,X,O,O
JTIZOLS,X,X,X,X,X,X,O,X,O,X,O
JTIZOSL,X,O,X,X,X,X,O,X,O,O,O
JTIOLSZ,X,X,O,X,X,X,X,X,X,X,X
JTIOLZS,X,X,O,X,X,X,X,X,X,X,O
JTIOSLZ,X,X,O,O,X,X,X,X,X,X,O
JTIOSZL,X,O,O,O,X,X,X,X,X,X,O
JTIOZLS,X,X,O,X,X,X,X,X,X,X,O
JTIOZSL,X,X,O,X,X,X,X,X,X,X,O
JTLISZO,X,X,X,X,O,X,X,X,X,O,X
JTLISOZ,X,X,X,X,X,X,X,X,X,O,X
JTLIZSO,X,X,X,X,O,X,X,X,X,O,X
JTLIZOS,X,X,X,X,X,X,X,X,X,O,X
JTLIOSZ,X,X,O,X,X,X,X,X,X,X,X
JTLIOZS,X,X,O,X,X,X,X,X,X,X,O
JTLSIZO,X,X,X,X,O,X,X,X,X,O,X
JTLSIOZ,X,X,X,X,X,X,X,X,X,O,X
JTLSZIO,X,X,X,X,O,X,X,X,X,O,X
JTLSZOI,X,X,X,X,O,X,X,X,X,O,X
JTLSOIZ,X,X,X,X,X,X,X,X,X,O,X
JTLSOZI,X,X,X,X,X,X,X,X,X,O,X
JTLZISO,X,X,X,X,O,X,X,X,X,O,X
JTLZIOS,X,X,X,X,X,X,X,X,X,O,X
JTLZSIO,X,X,X,X,O,X,X,X,X,O,X
