sequence,v115@vhHU7IvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJ3dB+tBtsByrBTkByuBRwB,v115@vhHMBJvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJvhB+tBtsByrBTkByuBRwB,v115@vhHO6I5fB0gBNqBKpBTtBSxBXrB,v115@vhH++IvfBMnB6tBdqBKpBzsBRwB,v115@vhHK6IMjBvlB+tBtsBTkByuBRwB,v115@vhH6+IUbBvfBToBdqBKpBWyBRwB,v115@vhH01IvfB6tBWrBdqBKpBzsBRwB,v115@vhHX5IMjB+tBtsByrBTkByuBRwB,v115@vhHT5IvfBMoBunBdqBKpBSyBRwB,v115@vhHT1IMjBifB+tBtsB3kByuBRwB,v115@vhH6+IsiBvfBToBdqBKpBWyBRwB,v115@vhH6+I0VBvfBToBdqBKpBWyBRwB,v115@vhHG5IKaBvjBtnBKpBTtBUsBRqB,v115@vhH++I0VBvfB6tBdqBKpBzsBRwB,v115@vhHX5IKaBMjB+tBtsBTkByuBRwB,v115@vhHK9I0hB+kBNrBTlBSyBXsBxuB,v115@vhH++IUbBvfB6tBdqBKpBzsBRwB,v115@vhHK6IMjB3dB+tBtsBTkByuBRwB,v115@vhHT5IUbBvfBGjBdqBKpBSyBRwB,v115@vhHT5I0VBvfBGjBdqBKpBSyBRwB,v115@vhH++I6tBTnB9rB3lBMpByxBRvB,v115@vhHT5IMoBunBdsBXmBKpBSyBxvB,v115@vhHe+I3hBKkBznBdsBSyBUrBxuB,v115@vhHq6I5oBUhBtqBzkByxB3rB2uB,v115@vhHX5ITVBMjBKkB+tBtsByuBRwB,v115@vhH6DJ3hBZkBznBdsBSyBUrBWvB,v115@vhHU8IXjBdnBStBuqBTrBipBxxB,v115@vhH38IWmBTfBdsBypBSyBUrBxuB,v115@vhHG5IvjBtnBZkBKrBTtBUsBCqB,v115@vhHi1IMfB5oBdlB+rBisB3qBTpB,v115@vhH01IvfBGjBznBdqBKpBSyBRwB,v115@vhHX5IMjBzfBKkB+tBtsByuBRwB,v115@vhH01IvfBCjBToBdqBKpBWyBRwB,v115@vhHU9IynBTfB+tBtrB3sBipBRvB,v115@vhH01I+jBvfB6sBdqBKpBTtBRwB,v115@vhHa+IznBdsBXmBspBOpBSyBxvB,v115@vhHT5ItiBMoBRmBKqBOpBSyBXsB,v115@vhHe9IvfBMnB6tBdqBKpBzsBRwB,v115@vhHq7IMjBvlB+tBtsBTkByuBRwB,v115@vhHqCJukBvsBUmBNqBKpBTtBRwB,v115@vhHe9IvfBMoBTnBdqBKpBSyBRwB,v115@vhHG3IzbB3hBKkBdsBSyBUrBxuB,v115@vhHT3IqbB3hBZkBdsBSyBUrBWvB,v115@vhHi3IzcB5oBUhBtqByxB3rB2uB,v115@vhHX5IMjBKfB+tBtsBiqBTpBRwB,v115@vhHK/IulBvtBUnBNrBKqBTpBRxB,v115@vhHG5IvjBiaBtnBKpBTtBUsBRqB,v115@vhH+/IThBCoBdsBXlBSyBUrBxuB,v115@vhH+/IThBCoBdsB0lBSyB3pBxvB,v115@vhHKDJukBvsBUmBNqBKpBTtBRwB,v115@vhH+DJ6kBvsBUmBNqBKpBTtBRwB,v115@vhHM/I5oBmiBdlBSsByxB3qBTpB,v115@vhHq6I6tBPtB0mBtqBzkB2uBxwB,v115@vhH++I0VBvfBToBdqBKpBSwBxxB,v115@vhH01IvfB5oBznBdqBKpB2xBSwB,v115@vhH01IvfBSoBdqBKpBTtBGsBRwB,v115@vhHT1ISmBPlBZkBdsBSyBUrBWvB,v115@vhHT4IMoBunBdsBXmBKpBSyBxvB,v115@vhH01IvfBTjBWtBdqBKpBSwBxxB,v115@vhHi6IMoB9lB3fBSyBxrB2vBTpB,v115@vhHx2IUcBtlBvsBqrB2pBTtByvB,v115@vhHM+ISoBPnBZkBNrBTtBSxBWvB,v115@vhHK6IPjB5oBNnBKpBzsB0rBGqB,v115@vhHG3I3hBKkBznBdsBSyBUrBxuB,v115@vhHi3I5oBUhBtqBzkByxB3rB2uB
SLZTOIJ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZTOJI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZITJO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O
SLZITOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X
SLZIJTO,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O
SLZIJOT,X,X,X,X,O,X,X,O,X,X,O,O,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,O,X,O,X,O
SLZIOTJ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X
SLZIOJT,O,X,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X,O,X,O,X,O
SLZJTIO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLZJTOI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLZJITO,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O
SLZJIOT,X,X,X,X,O,X,X,O,X,X,O,O,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,O,X,O,X,O
SLZJOTI,X,X,X,X,O,O,X,O,X,X,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
SLZJOIT,O,X,X,X,O,O,X,O,O,X,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,O,X,O,X,O
SLZOTIJ,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SLZOTJI,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SLZOITJ,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X
SLZOIJT,O,X,X,X,O,O,X,X,O,X,O,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,O,X,O
SLZOJTI,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
SLZOJIT,O,X,X,X,O,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O
SLOTIJZ,O,X,O,X,X,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SLOTIZJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SLOTJIZ,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SLOTJZI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SLOTZIJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SLOTZJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SLOITJZ,O,X,O,X,X,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,O,X,X
SLOITZJ,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,O,X,X
SLOIJTZ,O,X,O,X,X,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,X,X,O,X,X,O,O,X,X
SLOIJZT,O,X,X,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,O,X,X
SLOIZTJ,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,X,O,X,O,X,X,O,X,O,O,O,X,X
SLOIZJT,O,X,X,X,O,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,O,X,X
SLOJTIZ,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
SLOJTZI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SLOJITZ,O,X,O,X,X,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
SLOJIZT,O,X,X,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SLOJZTI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SLOJZIT,O,X,X,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SLOZTIJ,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SLOZTJI,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SLOZITJ,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,O,X,O,X,X,O,X,O,O,O,X,X
SLOZIJT,O,X,X,X,O,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,O,X,O,O,O,X,X,O,X,O,O,O,X,X
SLOZJTI,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SLOZJIT,O,X,X,X,O,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SJTILZO,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTIZLO,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
SJTIZOL,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O
SJTIOLZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
SJTIOZL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X
SJTLIZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTLZIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SJTLZOI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTLOZI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SJTZILO,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
SJTZIOL,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O
SJTZLIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
SJTZLOI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTZOIL,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SJTZOLI,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SJTOILZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
SJTOIZL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
SJTOLIZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
SJTOLZI,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
SJTOZIL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SJTOZLI,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SJITLOZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SJITZLO,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O
SJITZOL,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O
SJITOLZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X
SJITOZL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,O,X,X,O,X,X,X
SJILTZO,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SJILZTO,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,O,X,X,X,O
SJILZOT,X,X,X,X,O,X,O,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,O,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,O,O,O,X,O,X,O,X,O,X,O
SJILOTZ,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,O,O,X,X
SJILOZT,X,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,O,X,O,O,O,X,X
SJIZTLO,X,O,X,O,X,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O
SJIZTOL,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O
SJIZLTO,X,O,X,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X,O
SJIZLOT,X,O,X,X,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,O,X,O
