sequence,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?igB0kBFmB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?OpB8pBFmBiqB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBckB?igBFmBzpBOpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBTfB?igBFmB0kB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFZkBUgB?amBlfBGhBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je+/IvhFKgBXeB?UhBZkBFmBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBamB?FlB0pBZkBGrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2AJvhFXeBTfB?xlBFmBipB0pB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFTfBxlB?OmBipBcqBlpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jem6IvhFXeBUhB?xkBTkBFmByuB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeO/IvhFXeBRgB?lgBcmBaqBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBUhB?6pBOqBZkBFrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBFmBipBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBaqBFmBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jei6IvhFXeBUhB?xkBzkBFmB2uB
LITJZSO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LITJZOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITJOZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LITSJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITSZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LITSZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LITSOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LITSOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LITZJOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LITZSOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LITZOJS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LITZOSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LITOJSZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LITOJZS,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LITOSJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LITOSZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LIJTSOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJTZSO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJTZOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LIJSTOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X
LIJSZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,O,X
LIJSOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LIJZTSO,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIJZTOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJZSTO,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X
LIJZSOT,O,O,X,X,O,X,X,O,X,O,O,O,O,O,X
LIJZOTS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LIJZOST,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LIJOZTS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIJOZST,X,X,X,X,O,X,X,O,O,X,X,O,O,X,X
LISTJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LISTJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LISTZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LISTZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LISTOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LISTOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LISJTOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X
LISJZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,O,X
LISJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISJOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LISZTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LISZTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LISZJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LISZJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
LISZOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
LISOTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LISOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISOJZT,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
LISOZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LISOZJT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
LIZTJSO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LIZTOJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJTOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LIZJSOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
LIZJOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LIZJOST,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O
LIZSTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LIZSTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LIZSJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LIZSJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
LIZSOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZSOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
LIZOTJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZOJTS,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZOJST,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
LIZOSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZOSJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
LIOTJSZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LIOTSZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
LIOJZTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOJZST,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X
LIOSTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOSJZT,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
LIOSZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOSZJT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
LIOZTJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOZJTS,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOZJST,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
LIOZSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOZSJT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
LJTISZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTSZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTSOIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZISO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZIOS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZSIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZOIS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZOSI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTOISZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJITSZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LJITSOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LJITZOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LJISTOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X
LJISZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,X,O
LJISOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LJIZTSO,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJIZTOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIZSTO,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X
LJIZSOT,O,O,X,X,O,X,X,O,X,O,O,O,O,X,O
LJIZOTS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
LJIZOST,O,O,X,X,X,X,X,O,X,O,X,O,O,X,O
LJIOTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LJIOZTS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJIOZST,X,X,X,X,O,X,X,O,O,X,X,O,O,X,X
LJSTIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJSTZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJSTOIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJSITZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LJSITOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSIZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X
LJSIZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,X,O
LJSIOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSIOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LJSZTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSZTOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSZITO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LJSZIOT,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O
LJSZOTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSZOIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOTIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJSOITZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSOIZT,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJSOZTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJZTISO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTIOS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTSIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTSOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTOIS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTOSI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZISTO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LJZISOT,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O
LJZIOTS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
LJZIOST,O,X,X,X,X,X,X,X,X,O,X,O,O,X,O
LJZSTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZSTOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZSITO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LJZSIOT,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O
LJZSOTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZSOIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOTIS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOTSI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOITS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOIST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOSTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOSIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOTISZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOTZIS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOTZSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOITSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISZT,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJOIZTS,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LJOIZST,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJOSTIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOSITZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOSIZT,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJOSZTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOSZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOZTIS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOZTSI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOZITS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOZIST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOZSTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOZSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSTIJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LSTIJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSTIZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LSTIZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LSTIOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSTJZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSTJOIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTZIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSTZIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
LSTZJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTZOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LSTOIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LSITJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSITZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LSITZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LSITOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LSITOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LSIJTOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X
LSIJZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,O,X
LSIJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LSIJOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LSIZTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LSIZTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LSIZJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LSIZJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
LSIZOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSIZOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
LSIOTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LSIOJZT,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
LSIOZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSIOZJT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
LSJTIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSJTZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSJITZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LSJITOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJIZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X
LSJIZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,X,O
LSJIOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LSJIOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
LSJZTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJZTOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJZITO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LSJZIOT,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O
LSJZOTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJZOIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOTIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LSJOITZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LSJOIZT,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LSJOZTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSZTIJO,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSZTIOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LSZTJIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTJOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZITJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LSZITOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LSZIJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LSZIJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
LSZIOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZIOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
LSZJTIO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSZJTOI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSZJITO,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LSZJIOT,X,O,X,X,O,X,X,X,X,O,X,O,O,X,O
LSZJOTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSZJOIT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSZOTIJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZOITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZOIJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
LSZOJTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
LSOTIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOTJZI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
LSOITZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
LSOIJZT,X,X,X,X,O,O,X,O,O,X,O,X,O,O,X
LSOIZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
