sequence,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFxbB/iBGeBq?lBlmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFlbBGeBxhBz?lBCnB3rB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhF3bBGeBxhBU?iBCmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFShB/iBGeBR?mBllBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFXcBViBGeB6?lBxmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhFGeBxgBTiBC?mB3mBUrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhFGeB0gBxhBC?nBzlB3rB
SIZTOLJ,X,X,X,O,X,X,X
SIZTOJL,X,X,X,O,O,X,X
SIZLTJO,O,X,X,O,X,X,X
SIZLTOJ,O,X,X,X,X,X,X
SIZLJTO,O,X,X,O,X,X,X
SIZLJOT,O,X,X,O,X,X,X
SIZLOTJ,X,X,X,O,X,X,X
SIZLOJT,O,X,X,O,X,X,X
SIZJTLO,O,X,X,X,O,X,X
SIZJTOL,X,X,X,O,O,X,X
SIZJLTO,O,X,X,X,X,X,X
SIZJLOT,O,X,X,O,X,X,X
SIZJOTL,X,X,X,O,X,X,X
SIZJOLT,O,X,X,O,X,X,X
SIZOTLJ,X,X,X,O,X,X,X
SIZOTJL,X,X,X,O,X,X,X
SIZOLTJ,X,X,X,O,X,X,X
SIZOLJT,X,X,X,O,X,X,X
SIZOJTL,X,X,X,O,X,X,X
SIZOJLT,O,X,X,O,X,X,X
SIOTLJZ,X,X,O,O,X,X,X
SIOTLZJ,X,X,O,O,X,X,X
SIOTJLZ,X,X,O,O,X,O,X
SIOTJZL,X,X,X,O,X,X,X
SIOTZLJ,X,X,X,O,X,X,X
SIOTZJL,X,X,X,O,X,X,X
SIOLTJZ,X,X,O,O,X,X,X
SIOLTZJ,X,X,O,O,X,X,X
SIOLJTZ,X,X,O,O,X,X,X
SIOLJZT,X,X,O,O,X,X,X
SIOLZTJ,X,X,O,O,X,X,X
SIOLZJT,X,X,O,O,X,X,X
SIOJTLZ,X,X,O,O,X,O,X
SIOJTZL,X,X,X,O,X,X,X
SIOJLTZ,X,X,O,O,X,X,X
SIOJLZT,X,X,O,O,X,X,X
SIOJZTL,X,X,X,O,X,X,X
SIOJZLT,X,X,X,O,X,X,X
SIOZTLJ,X,X,X,O,X,X,X
SIOZTJL,X,X,X,O,X,X,X
SIOZLTJ,X,X,X,O,X,X,X
SIOZLJT,X,X,X,O,X,X,X
SIOZJTL,X,X,X,O,X,X,X
SIOZJLT,X,X,X,O,X,X,X
SLTIJZO,O,X,O,X,X,X,O
SLTIJOZ,O,X,O,X,X,X,X
SLTIZJO,O,X,O,X,X,X,O
SLTIZOJ,O,X,X,X,X,X,X
SLTIOJZ,O,X,O,X,X,O,X
SLTIOZJ,O,X,X,X,X,X,X
SLTJIZO,O,X,O,X,X,X,O
SLTJIOZ,O,X,O,X,X,X,X
SLTJZIO,O,X,O,X,X,X,O
SLTJZOI,O,X,X,X,X,X,X
SLTJOIZ,O,X,O,X,X,X,X
SLTJOZI,O,X,O,X,X,X,X
SLTZIJO,O,X,O,X,X,X,O
SLTZIOJ,O,X,X,X,X,X,X
SLTZJIO,O,X,O,X,X,X,O
SLTZJOI,O,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,X
SLTZOJI,O,X,X,X,X,X,X
SLTOIJZ,O,X,O,X,X,O,X
SLTOIZJ,O,X,O,X,X,X,X
SLTOJIZ,O,X,O,X,X,O,X
SLTOJZI,O,X,O,X,X,X,X
SLTOZIJ,O,X,O,X,X,X,X
SLTOZJI,O,X,O,X,X,X,X
SLITJZO,O,X,O,X,X,X,O
SLITJOZ,O,X,O,X,X,X,X
SLITZJO,O,X,O,X,X,X,O
SLITZOJ,O,X,X,X,X,X,X
SLITOJZ,O,X,O,X,X,O,X
SLITOZJ,O,X,X,X,X,X,X
SLIJTZO,O,X,O,X,X,X,O
SLIJTOZ,O,X,O,X,X,X,X
SLIJZTO,O,X,O,X,X,X,O
SLIJZOT,O,X,X,O,X,X,X
SLIJOTZ,X,X,O,O,X,X,X
SLIJOZT,O,X,X,O,X,X,X
SLIZTJO,O,X,O,X,X,X,O
SLIZTOJ,O,X,X,X,X,X,X
SLIZJTO,O,X,O,X,X,X,O
SLIZJOT,O,X,X,O,X,X,X
SLIZOTJ,X,X,X,O,X,X,X
SLIZOJT,O,X,X,O,X,X,X
SLIOTJZ,X,X,O,O,X,O,X
SLIOTZJ,X,X,X,O,X,X,X
SLIOJTZ,X,X,O,O,X,O,X
SLIOJZT,O,X,X,O,X,X,X
SLIOZTJ,X,X,X,O,X,X,X
SLIOZJT,O,X,X,O,X,X,X
SLJTIZO,O,X,O,X,X,X,O
SLJTIOZ,O,X,O,X,X,X,X
SLJTZIO,O,X,O,X,X,X,O
SLJTZOI,O,X,X,X,X,X,X
SLJTOIZ,O,X,O,X,X,X,X
SLJTOZI,O,X,O,X,X,X,X
SLJITZO,O,X,O,X,X,X,O
SLJITOZ,O,X,O,X,X,X,X
SLJIZTO,O,X,O,X,X,X,O
SLJIZOT,O,X,X,O,X,X,X
SLJIOTZ,X,X,O,O,X,X,X
SLJIOZT,O,X,X,O,X,X,X
SLJZTIO,O,X,O,X,X,X,O
SLJZTOI,O,X,X,X,X,X,X
SLJZITO,O,X,O,X,X,X,O
SLJZIOT,O,X,X,O,X,X,X
SLJZOTI,O,O,X,X,X,X,X
SLJZOIT,O,O,X,O,X,X,X
SLJOTIZ,O,O,O,X,X,X,X
SLJOTZI,O,O,O,X,X,X,X
SLJOITZ,X,O,O,O,X,X,X
SLJOIZT,O,O,O,O,X,X,X
SLJOZTI,O,O,O,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X
SLZTIJO,O,X,O,X,X,X,O
SLZTIOJ,O,X,X,X,X,X,X
SLZTJIO,O,X,O,X,X,X,O
SLZTJOI,O,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,X,X
SLZTOJI,O,X,X,X,X,X,X
SLZITJO,O,X,O,X,X,X,O
SLZITOJ,O,X,X,X,X,X,X
SLZIJTO,O,X,O,X,X,X,O
SLZIJOT,O,X,X,O,X,X,X
SLZIOTJ,X,X,X,O,X,X,X
SLZIOJT,O,X,X,O,X,X,X
SLZJTIO,O,X,O,X,X,X,O
SLZJTOI,O,X,X,X,X,X,X
SLZJITO,O,X,O,X,X,X,O
SLZJIOT,O,X,X,O,X,X,X
SLZJOTI,O,O,X,X,X,X,X
SLZJOIT,O,O,X,O,X,X,X
SLZOTIJ,O,O,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X
SLZOITJ,X,O,X,O,X,X,X
SLZOIJT,O,O,X,O,X,X,X
SLZOJTI,O,O,X,X,X,X,X
SLZOJIT,O,O,X,O,X,X,X
SLOTIJZ,O,O,O,X,X,O,X
SLOTIZJ,O,O,O,X,X,X,X
SLOTJIZ,O,O,O,X,X,O,X
SLOTJZI,O,O,O,X,X,X,X
SLOTZIJ,O,O,O,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X
SLOITJZ,X,O,O,O,X,O,X
SLOITZJ,X,O,O,O,X,X,X
SLOIJTZ,X,O,O,O,X,O,X
SLOIJZT,O,O,O,O,X,X,X
SLOIZTJ,X,O,O,O,X,X,X
SLOIZJT,O,O,O,O,X,X,X
SLOJTIZ,O,O,O,X,X,O,X
SLOJTZI,O,O,O,X,X,X,X
SLOJITZ,X,O,O,O,X,O,X
SLOJIZT,O,O,O,O,X,X,X
SLOJZTI,O,O,O,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X
SLOZTIJ,O,O,O,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X
SLOZITJ,X,O,O,O,X,X,X
SLOZIJT,O,O,O,O,X,X,X
SLOZJTI,O,O,O,X,X,X,X
SLOZJIT,O,O,O,O,X,X,X
SJTILZO,O,X,O,X,X,X,X
SJTILOZ,O,X,O,X,X,X,X
SJTIZLO,X,X,X,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X
SJTIOLZ,X,X,O,O,X,X,X
SJTIOZL,X,X,X,O,X,X,X
SJTLIZO,O,X,O,X,X,X,O
SJTLIOZ,O,X,O,X,X,X,X
SJTLZIO,O,X,O,X,X,X,O
SJTLZOI,O,X,X,X,X,X,X
SJTLOIZ,O,X,O,X,X,X,X
SJTLOZI,O,X,O,X,X,X,X
SJTZILO,O,X,X,X,X,X,O
SJTZIOL,X,X,X,O,X,X,X
SJTZLIO,O,X,O,X,X,X,O
SJTZLOI,O,X,X,X,X,X,X
SJTZOIL,X,X,X,O,X,X,X
SJTZOLI,X,X,O,X,X,X,X
SJTOILZ,X,X,O,O,X,O,X
SJTOIZL,X,X,X,O,X,X,X
SJTOLIZ,O,X,O,X,X,O,X
SJTOLZI,O,X,O,X,X,X,X
SJTOZIL,X,X,X,O,X,X,X
SJTOZLI,X,X,O,X,X,X,X
SJITLZO,O,X,O,X,O,X,X
SJITLOZ,O,X,O,X,X,X,X
SJITZLO,X,X,X,X,O,X,X
SJITZOL,X,X,X,O,O,X,X
SJITOLZ,X,X,O,O,X,X,X
SJITOZL,X,X,X,O,O,X,X
SJILTZO,O,X,O,X,X,X,X
SJILTOZ,O,X,O,X,X,X,X
SJILZTO,O,X,O,X,X,X,X
SJILZOT,O,X,X,O,X,X,X
SJILOTZ,X,X,O,O,X,X,X
SJILOZT,O,X,X,O,X,X,X
SJIZTLO,O,X,X,X,O,X,X
SJIZTOL,X,X,X,O,O,X,X
SJIZLTO,O,X,X,X,X,X,X
SJIZLOT,O,X,X,O,X,X,X
SJIZOTL,X,X,X,O,X,X,X
SJIZOLT,O,X,X,O,X,X,X
SJIOTLZ,X,X,O,O,X,X,X
SJIOTZL,X,X,X,O,X,X,X
SJIOLTZ,X,X,O,O,X,X,X
SJIOLZT,X,X,O,O,X,X,X
SJIOZTL,X,X,X,O,X,X,X
SJIOZLT,X,X,X,O,X,X,X
SJLTIZO,O,X,O,X,X,X,O
SJLTIOZ,O,X,O,X,X,X,X
SJLTZIO,O,X,O,X,X,X,O
SJLTZOI,O,X,X,X,X,X,X
SJLTOIZ,O,X,O,X,X,X,X
SJLTOZI,O,X,O,X,X,X,X
SJLITZO,O,X,O,X,X,X,O
SJLITOZ,O,X,O,X,X,X,X
SJLIZTO,O,X,O,X,X,X,O
SJLIZOT,O,X,X,O,X,X,X
SJLIOTZ,X,X,O,O,X,X,X
SJLIOZT,O,X,X,O,X,X,X
SJLZTIO,O,X,O,X,X,X,O
SJLZTOI,O,X,X,X,X,X,X
SJLZITO,O,X,O,X,X,X,O
SJLZIOT,O,X,X,O,X,X,X
SJLZOTI,O,O,X,X,X,X,X
SJLZOIT,O,O,X,O,X,X,X
SJLOTIZ,O,O,O,X,X,X,X
SJLOTZI,O,O,O,X,X,X,X
SJLOITZ,X,O,O,O,X,X,X
SJLOIZT,O,O,O,O,X,X,X
SJLOZTI,O,O,O,X,X,X,X
SJLOZIT,O,O,O,O,X,X,X
SJZTILO,O,X,X,X,X,X,O
SJZTIOL,X,X,X,O,X,X,X
SJZTLIO,O,X,O,X,X,X,O
SJZTLOI,O,X,X,X,X,X,X
SJZTOIL,X,O,X,O,X,X,X
SJZTOLI,X,O,O,X,X,X,X
SJZITLO,O,X,X,X,O,X,O
SJZITOL,X,X,X,O,O,X,X
SJZILTO,O,X,X,X,X,X,X
SJZILOT,O,X,X,O,X,X,X
SJZIOTL,X,X,X,O,X,X,X
SJZIOLT,O,X,X,O,X,X,X
SJZLTIO,O,X,O,X,X,X,O
SJZLTOI,O,X,X,X,X,X,X
SJZLITO,O,X,O,X,X,X,O
SJZLIOT,O,X,X,O,X,X,X
SJZLOTI,O,O,X,X,X,X,X
SJZLOIT,O,O,X,O,X,X,X
SJZOTIL,X,O,X,O,X,X,X
SJZOTLI,X,O,O,X,X,X,X
SJZOITL,X,O,X,O,O,X,X
SJZOILT,O,X,X,O,X,X,X
SJZOLTI,O,O,O,X,X,X,X
SJZOLIT,O,O,O,O,X,X,X
SJOTILZ,X,X,O,O,X,O,X
SJOTIZL,X,O,X,O,X,X,X
SJOTLIZ,O,O,O,X,X,O,X
SJOTLZI,O,O,O,X,X,X,X
SJOTZIL,X,O,X,O,X,X,X
SJOTZLI,X,O,O,X,X,X,X
SJOITLZ,X,X,O,O,O,O,X
SJOITZL,X,O,X,O,O,X,X
SJOILTZ,X,X,O,O,X,X,X
SJOILZT,X,X,O,O,X,X,X
SJOIZTL,X,O,X,O,O,X,X
SJOIZLT,X,X,X,O,X,X,X
SJOLTIZ,O,O,O,X,X,O,X
SJOLTZI,O,O,O,X,X,X,X
SJOLITZ,X,O,O,O,X,O,X
SJOLIZT,O,O,O,O,X,X,X
SJOLZTI,O,O,O,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X
SJOZTIL,X,O,X,O,X,X,X
SJOZTLI,X,O,O,X,X,X,X
SJOZITL,X,O,X,O,O,X,X
SJOZILT,O,X,X,O,X,X,X
SJOZLTI,O,O,O,X,X,X,X
SJOZLIT,O,O,O,O,X,X,X
SZTILJO,X,X,X,X,X,X,X
SZTILOJ,X,X,X,X,X,X,X
SZTIJLO,O,X,X,X,X,X,O
SZTIJOL,X,X,X,O,X,X,X
SZTIOLJ,X,X,X,O,X,X,X
SZTIOJL,X,X,X,O,X,X,X
SZTLIJO,O,X,O,X,X,X,O
SZTLIOJ,O,X,X,X,X,X,X
SZTLJIO,O,X,O,X,X,X,O
SZTLJOI,O,X,X,X,X,X,X
SZTLOIJ,O,X,X,X,X,X,X
SZTLOJI,O,X,X,X,X,X,X
SZTJILO,O,X,X,X,X,X,O
SZTJIOL,X,X,X,O,X,X,X
SZTJLIO,O,X,O,X,X,X,O
SZTJLOI,O,X,X,X,X,X,X
SZTJOIL,X,O,X,O,X,X,X
SZTJOLI,X,O,O,X,X,X,X
SZTOILJ,X,X,X,O,X,X,X
SZTOIJL,X,O,X,O,X,X,X
SZTOLIJ,X,O,O,X,X,X,X
SZTOLJI,X,O,O,X,X,X,X
SZTOJIL,X,O,X,O,X,X,X
SZTOJLI,X,O,O,X,X,X,X
SZITLJO,X,X,X,X,O,X,X
SZITLOJ,X,X,X,X,X,X,X
SZITJLO,O,X,X,X,O,X,O
SZITJOL,X,X,X,O,O,X,X
SZITOLJ,X,X,X,O,X,X,X
SZITOJL,X,X,X,O,O,X,X
SZILTJO,O,X,X,O,X,X,X
SZILTOJ,O,X,X,X,X,X,X
SZILJTO,O,X,X,O,X,X,X
SZILJOT,O,X,X,O,X,X,X
SZILOTJ,X,X,X,O,X,X,X
SZILOJT,O,X,X,O,X,X,X
SZIJTLO,O,X,X,X,O,X,O
SZIJTOL,X,X,X,O,O,X,X
SZIJLTO,O,X,X,X,X,X,X
SZIJLOT,O,X,X,O,X,X,X
SZIJOTL,X,X,X,O,X,X,X
SZIJOLT,O,X,X,O,X,X,X
SZIOTLJ,X,X,X,O,X,X,X
SZIOTJL,X,X,X,O,X,X,X
SZIOLTJ,X,X,X,O,X,X,X
SZIOLJT,X,X,X,O,X,X,X
SZIOJTL,X,X,X,O,X,X,X
SZIOJLT,O,X,X,O,X,X,X
SZLTIJO,O,X,O,X,X,X,O
SZLTIOJ,O,X,X,X,X,X,X
SZLTJIO,O,X,O,X,X,X,O
SZLTJOI,O,X,X,X,X,X,X
SZLTOIJ,O,X,X,X,X,X,X
SZLTOJI,O,X,X,X,X,X,X
SZLITJO,O,X,O,X,X,X,O
SZLITOJ,O,X,X,X,X,X,X
SZLIJTO,O,X,O,X,X,X,O
SZLIJOT,O,X,X,O,X,X,X
SZLIOTJ,X,X,X,O,X,X,X
SZLIOJT,O,X,X,O,X,X,X
SZLJTIO,O,X,O,X,X,X,O
SZLJTOI,O,X,X,X,X,X,X
SZLJITO,O,X,O,X,X,X,O
SZLJIOT,O,X,X,O,X,X,X
SZLJOTI,O,O,X,X,X,X,X
SZLJOIT,O,O,X,O,X,X,X
SZLOTIJ,O,O,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X
SZLOITJ,X,O,X,O,X,X,X
SZLOIJT,O,O,X,O,X,X,X
SZLOJTI,O,O,X,X,X,X,X
SZLOJIT,O,O,X,O,X,X,X
SZJTILO,O,X,X,X,X,X,O
SZJTIOL,X,X,X,O,X,X,X
SZJTLIO,O,X,O,X,X,X,O
SZJTLOI,O,X,X,X,X,X,X
SZJTOIL,X,O,X,O,X,X,X
SZJTOLI,X,O,O,X,X,X,X
SZJITLO,O,X,X,X,O,X,O
SZJITOL,X,X,X,O,O,X,X
SZJILTO,O,X,X,X,X,X,X
SZJILOT,O,X,X,O,X,X,X
SZJIOTL,X,X,X,O,X,X,X
SZJIOLT,O,X,X,O,X,X,X
SZJLTIO,O,X,O,X,X,X,O
SZJLTOI,O,X,X,X,X,X,X
SZJLITO,O,X,O,X,X,X,O
SZJLIOT,O,X,X,O,X,X,X
SZJLOTI,O,O,X,X,X,X,X
SZJLOIT,O,O,X,O,X,X,X
SZJOTIL,X,O,X,O,X,X,X
SZJOTLI,X,O,O,X,X,X,X
SZJOITL,X,O,X,O,O,X,X
SZJOILT,O,X,X,O,X,X,X
SZJOLTI,O,O,O,X,X,X,X
SZJOLIT,O,O,O,O,X,X,X
SZOTILJ,X,X,X,O,X,X,X
SZOTIJL,X,O,X,O,X,X,X
SZOTLIJ,X,O,O,X,X,X,X
SZOTLJI,X,O,O,X,X,X,X
SZOTJIL,X,O,X,O,X,X,X
SZOTJLI,X,O,O,X,X,X,X
SZOITLJ,X,X,X,O,O,X,X
SZOITJL,X,O,X,O,O,X,X
SZOILTJ,X,X,X,O,X,X,X
SZOILJT,X,X,X,O,X,X,X
SZOIJTL,X,O,X,O,O,X,X
SZOIJLT,O,X,X,O,X,X,X
SZOLTIJ,O,O,O,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X
SZOLITJ,X,O,O,O,X,X,X
SZOLIJT,O,O,O,O,X,X,X
SZOLJTI,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,X,X,X
SZOJTIL,X,O,X,O,X,X,X
SZOJTLI,X,O,O,X,X,X,X
SZOJITL,X,O,X,O,O,X,X
SZOJILT,O,X,X,O,X,X,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,X,X,X
SOTILJZ,X,X,O,O,X,X,X
SOTILZJ,X,X,O,O,X,X,X
SOTIJLZ,X,X,O,O,X,O,X
SOTIJZL,X,O,X,O,X,X,X
SOTIZLJ,X,X,X,O,X,X,X
SOTIZJL,X,O,X,O,X,X,X
SOTLIJZ,O,O,O,X,X,O,X
SOTLIZJ,O,O,O,X,X,X,X
SOTLJIZ,O,O,O,X,X,O,X
SOTLJZI,O,O,O,X,X,X,X
SOTLZIJ,O,O,O,X,X,X,X
SOTLZJI,O,O,O,X,X,X,X
SOTJILZ,X,X,O,O,X,O,X
SOTJIZL,X,O,X,O,X,X,X
SOTJLIZ,O,O,O,X,X,O,X
SOTJLZI,O,O,O,X,X,X,X
SOTJZIL,X,O,X,O,X,X,X
SOTJZLI,X,O,O,X,X,X,X
SOTZILJ,X,X,X,O,X,X,X
SOTZIJL,X,O,X,O,X,X,X
SOTZLIJ,X,O,O,X,X,X,X
SOTZLJI,X,O,O,X,X,X,X
SOTZJIL,X,O,X,O,X,X,X
SOTZJLI,X,O,O,X,X,X,X
SOITLJZ,X,X,O,O,O,X,X
SOITLZJ,X,X,O,O,O,X,X
SOITJLZ,X,X,O,O,O,O,X
SOITJZL,X,O,X,O,O,X,X
SOITZLJ,X,X,X,O,O,X,X
SOITZJL,X,O,X,O,O,X,X
SOILTJZ,X,X,O,O,X,X,X
SOILTZJ,X,X,O,O,X,X,X
SOILJTZ,X,X,O,O,X,X,X
SOILJZT,X,X,O,O,X,X,X
SOILZTJ,X,X,O,O,X,X,X
SOILZJT,X,X,O,O,X,X,X
SOIJTLZ,X,X,O,O,O,O,X
SOIJTZL,X,O,X,O,O,X,X
SOIJLTZ,X,X,O,O,X,X,X
SOIJLZT,X,X,O,O,X,X,X
SOIJZTL,X,O,X,O,O,X,X
SOIJZLT,X,X,X,O,X,X,X
SOIZTLJ,X,X,X,O,O,X,X
SOIZTJL,X,O,X,O,O,X,X
SOIZLTJ,X,X,X,O,X,X,X
SOIZLJT,X,X,X,O,X,X,X
SOIZJTL,X,O,X,O,O,X,X
SOIZJLT,X,X,X,O,X,X,X
SOLTIJZ,O,O,O,X,X,O,X
SOLTIZJ,O,O,O,X,X,X,X
SOLTJIZ,O,O,O,X,X,O,X
SOLTJZI,O,O,O,X,X,X,X
SOLTZIJ,O,O,O,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X
SOLITJZ,X,O,O,O,X,O,X
SOLITZJ,X,O,O,O,X,X,X
SOLIJTZ,X,O,O,O,X,O,X
SOLIJZT,O,O,O,O,X,X,X
SOLIZTJ,X,O,O,O,X,X,X
SOLIZJT,O,O,O,O,X,X,X
SOLJTIZ,O,O,O,X,X,O,X
SOLJTZI,O,O,O,X,X,X,X
SOLJITZ,X,O,O,O,X,O,X
SOLJIZT,O,O,O,O,X,X,X
SOLJZTI,O,O,O,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X
SOLZTIJ,O,O,O,X,X,X,X
SOLZTJI,O,O,O,X,X,X,X
SOLZITJ,X,O,O,O,X,X,X
SOLZIJT,O,O,O,O,X,X,X
SOLZJTI,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,X,X,X
SOJTILZ,X,X,O,O,X,O,X
SOJTIZL,X,O,X,O,X,X,X
SOJTLIZ,O,O,O,X,X,O,X
SOJTLZI,O,O,O,X,X,X,X
SOJTZIL,X,O,X,O,X,X,X
SOJTZLI,X,O,O,X,X,X,X
SOJITLZ,X,X,O,O,O,O,X
SOJITZL,X,O,X,O,O,X,X
SOJILTZ,X,X,O,O,X,X,X
SOJILZT,X,X,O,O,X,X,X
SOJIZTL,X,O,X,O,O,X,X
SOJIZLT,X,X,X,O,X,X,X
SOJLTIZ,O,O,O,X,X,O,X
SOJLTZI,O,O,O,X,X,X,X
SOJLITZ,X,O,O,O,X,O,X
SOJLIZT,O,O,O,O,X,X,X
SOJLZTI,O,O,O,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X
SOJZTIL,X,O,X,O,X,X,X
SOJZTLI,X,O,O,X,X,X,X
SOJZITL,X,O,X,O,O,X,X
SOJZILT,O,X,X,O,X,X,X
SOJZLTI,O,O,O,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X
SOZTILJ,X,X,X,O,X,X,X
SOZTIJL,X,O,X,O,X,X,X
SOZTLIJ,X,O,O,X,X,X,X
SOZTLJI,X,O,O,X,X,X,X
SOZTJIL,X,O,X,O,X,X,X
SOZTJLI,X,O,O,X,X,X,X
SOZITLJ,X,X,X,O,O,X,X
SOZITJL,X,O,X,O,O,X,X
SOZILTJ,X,X,X,O,X,X,X
SOZILJT,X,X,X,O,X,X,X
SOZIJTL,X,O,X,O,O,X,X
SOZIJLT,O,X,X,O,X,X,X
SOZLTIJ,O,O,O,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X
SOZLITJ,X,O,O,O,X,X,X
SOZLIJT,O,O,O,O,X,X,X
SOZLJTI,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,X,X,X
SOZJTIL,X,O,X,O,X,X,X
SOZJTLI,X,O,O,X,X,X,X
SOZJITL,X,O,X,O,O,X,X
SOZJILT,O,X,X,O,X,X,X
SOZJLTI,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,X,X,X
ZTILJSO,O,X,X,X,O,X,O
ZTILJOS,X,X,X,X,X,X,O
ZTILSJO,O,X,X,O,O,X,O
ZTILSOJ,O,X,X,X,X,X,X
ZTILOJS,X,X,X,X,X,O,O
ZTILOSJ,O,X,X,X,X,X,X
ZTIJLSO,X,X,X,X,O,X,O
ZTIJLOS,X,X,X,X,X,X,O
ZTIJSLO,X,X,X,X,O,X,O
ZTIJSOL,X,X,X,X,O,X,X
ZTIJOLS,X,O,X,X,X,X,O
ZTIJOSL,X,O,X,X,O,X,X
ZTISLJO,X,X,X,X,O,X,X
ZTISLOJ,X,X,X,X,X,X,X
ZTISJLO,O,X,X,X,O,X,O
ZTISJOL,X,X,X,O,O,X,X
ZTISOLJ,X,X,X,O,X,X,X
ZTISOJL,X,X,X,O,O,X,X
ZTIOLJS,X,O,X,X,X,X,X
ZTIOLSJ,X,O,X,X,X,X,X
ZTIOJLS,X,O,X,X,X,O,O
ZTIOJSL,X,O,X,X,O,X,X
ZTIOSLJ,X,X,X,X,X,X,X
ZTIOSJL,X,O,X,X,O,X,X
ZTLIJSO,O,X,O,X,X,X,O
ZTLIJOS,X,X,X,X,X,X,O
ZTLISJO,O,X,O,X,X,X,O
ZTLISOJ,O,X,X,X,X,X,X
ZTLIOJS,X,X,X,X,X,O,O
ZTLIOSJ,O,X,X,X,X,X,X
ZTLJISO,O,X,O,X,X,X,O
ZTLJIOS,X,X,X,X,X,X,O
ZTLJSIO,O,X,O,X,X,X,O
ZTLJSOI,O,X,X,X,X,X,X
ZTLJOIS,X,O,X,X,X,X,O
ZTLJOSI,X,O,X,X,X,X,X
ZTLSIJO,O,X,O,X,X,X,O
ZTLSIOJ,O,X,X,X,X,X,X
ZTLSJIO,O,X,O,X,X,X,O
ZTLSJOI,O,X,X,X,X,X,X
ZTLSOIJ,O,X,X,X,X,X,X
ZTLSOJI,O,X,X,X,X,X,X
ZTLOIJS,X,O,X,X,X,O,O
ZTLOISJ,O,O,X,X,X,X,X
ZTLOJIS,X,O,X,X,X,O,O
ZTLOJSI,X,O,X,X,X,X,X
ZTLOSIJ,O,O,X,X,X,X,X
ZTLOSJI,O,O,X,X,X,X,X
ZTJILSO,X,X,X,X,O,X,O
ZTJILOS,X,X,X,X,X,X,O
ZTJISLO,X,X,X,X,O,X,O
ZTJISOL,X,X,X,X,O,X,X
ZTJIOLS,X,O,X,X,X,X,O
ZTJIOSL,X,O,X,X,O,X,X
ZTJLISO,X,X,O,X,X,X,O
ZTJLIOS,X,X,X,X,X,X,O
ZTJLSIO,O,X,O,X,X,X,O
ZTJLSOI,O,X,X,X,X,X,X
ZTJLOIS,X,O,X,X,X,X,O
ZTJLOSI,X,O,X,X,X,X,X
ZTJSILO,O,X,X,X,X,X,O
ZTJSIOL,X,X,X,O,X,X,X
ZTJSLIO,O,X,O,X,X,X,O
ZTJSLOI,O,X,X,X,X,X,X
ZTJSOIL,X,O,X,O,X,X,X
ZTJSOLI,X,O,O,X,X,X,X
ZTJOILS,X,O,X,X,O,O,O
ZTJOISL,X,O,X,X,O,X,X
ZTJOLIS,X,O,O,X,X,O,O
ZTJOLSI,X,O,O,X,X,X,X
ZTJOSIL,X,O,X,O,X,X,X
ZTJOSLI,X,O,O,X,X,X,X
ZTSILJO,X,X,X,X,X,X,X
ZTSILOJ,X,X,X,X,X,X,X
ZTSIJLO,O,X,X,X,X,X,O
ZTSIJOL,X,X,X,O,X,X,X
ZTSIOLJ,X,X,X,O,X,X,X
ZTSIOJL,X,X,X,O,X,X,X
ZTSLIJO,O,X,O,X,X,X,O
ZTSLIOJ,O,X,X,X,X,X,X
ZTSLJIO,O,X,O,X,X,X,O
ZTSLJOI,O,X,X,X,X,X,X
ZTSLOIJ,O,X,X,X,X,X,X
ZTSLOJI,O,X,X,X,X,X,X
ZTSJILO,O,X,X,X,X,X,O
ZTSJIOL,X,X,X,O,X,X,X
ZTSJLIO,O,X,O,X,X,X,O
ZTSJLOI,O,X,X,X,X,X,X
ZTSJOIL,X,O,X,O,X,X,X
