sequence,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFCdBejB?5jBlmB0sBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeR8IvhFGeBUhB?FiB/oBqsBzrB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFCdBejB?5jBlmBXsB0sB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFfiBldB?5jB8nB6rB2xB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JefBJvhF0cB5jB?ziBurBinB1xB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFUdB5jB?lmB3nBatBWxB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeC8IvhF5jB/mB?FiB8nBesBzsB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeG9IvhFRhB6oB?UhBlnBzrBXtB
JTSZLIO,X,X,O,O,O,X,X,X
JTSZLOI,X,X,O,O,O,X,X,X
JTSZOIL,X,X,O,O,O,O,X,X
JTSZOLI,X,X,O,O,O,X,X,X
JTSOILZ,O,X,O,X,O,O,X,X
JTSOIZL,O,X,O,O,O,O,X,X
JTSOLIZ,O,X,O,X,O,X,X,X
JTSOLZI,X,X,O,X,O,X,X,X
JTSOZIL,X,X,O,O,O,O,X,X
JTSOZLI,X,X,O,O,O,X,X,X
JTZILSO,O,X,X,O,X,X,X,X
JTZILOS,O,X,O,O,X,X,X,X
JTZISLO,O,X,O,O,O,X,X,X
JTZISOL,O,X,O,O,O,X,X,X
JTZIOLS,O,X,O,X,X,X,X,X
JTZIOSL,O,X,O,O,O,X,X,X
JTZLISO,O,X,X,O,X,X,X,X
JTZLIOS,O,X,O,O,X,X,X,X
JTZLSIO,O,X,X,O,X,X,X,X
JTZLSOI,O,X,X,O,X,X,X,X
JTZLOIS,O,X,O,O,X,X,X,X
JTZLOSI,O,X,X,O,X,X,X,X
JTZSILO,O,X,X,O,O,X,X,X
JTZSIOL,O,X,X,O,O,X,X,X
JTZSLIO,O,X,X,O,O,X,X,X
JTZSLOI,O,X,X,O,O,X,X,X
JTZSOIL,O,X,X,O,O,X,X,X
JTZSOLI,O,X,X,O,O,X,X,X
JTZOILS,O,X,O,X,X,X,X,X
JTZOISL,O,X,O,O,O,X,X,X
JTZOLIS,O,X,O,X,X,X,X,X
JTZOLSI,O,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,O,X,X,X
JTZOSLI,O,X,X,O,O,X,X,X
JTOILSZ,O,X,O,X,O,X,X,X
JTOILZS,O,X,O,X,X,X,X,X
JTOISLZ,O,X,O,X,O,O,X,X
JTOISZL,O,X,O,O,O,O,X,X
JTOIZLS,O,X,O,X,X,X,X,X
JTOIZSL,O,X,O,O,O,X,X,X
JTOLISZ,O,X,O,X,O,X,X,X
JTOLIZS,O,X,O,X,X,X,X,X
JTOLSIZ,O,X,O,X,O,X,X,X
JTOLSZI,X,X,X,X,O,X,X,X
JTOLZIS,O,X,O,X,X,X,X,X
JTOLZSI,O,X,X,X,X,X,X,X
JTOSILZ,O,X,O,X,O,O,X,X
JTOSIZL,O,X,O,O,O,O,X,X
JTOSLIZ,O,X,O,X,O,X,X,X
JTOSLZI,X,X,O,X,O,X,X,X
JTOSZIL,X,X,O,O,O,O,X,X
JTOSZLI,X,X,O,O,O,X,X,X
JTOZILS,O,X,O,X,X,X,X,X
JTOZISL,O,X,O,O,O,X,X,X
JTOZLIS,O,X,O,X,X,X,X,X
JTOZLSI,O,X,X,X,X,X,X,X
JTOZSIL,O,X,X,O,O,X,X,X
JTOZSLI,O,X,X,O,O,X,X,X
JITLSZO,X,X,O,O,O,X,X,X
JITLSOZ,O,X,O,O,O,X,X,X
JITLZSO,O,X,X,O,X,X,X,X
JITLZOS,O,X,O,O,X,X,X,X
JITLOSZ,O,X,O,O,O,X,X,X
JITLOZS,O,X,O,O,X,X,X,X
JITSLZO,X,X,O,X,O,O,X,X
JITSLOZ,O,X,O,X,O,O,X,X
JITSZLO,O,X,O,O,O,O,X,X
JITSZOL,O,X,O,O,O,O,X,X
JITSOLZ,O,X,O,X,O,O,X,X
JITSOZL,O,X,O,O,O,O,X,X
JITZLSO,O,X,X,O,X,X,X,X
JITZLOS,O,X,O,O,X,X,X,X
JITZSLO,O,X,O,O,O,X,X,X
JITZSOL,O,X,O,O,O,X,X,X
JITZOLS,O,X,O,X,X,X,X,X
JITZOSL,O,X,O,O,O,X,X,X
JITOLSZ,O,X,O,X,O,X,X,X
JITOLZS,O,X,O,X,X,X,X,X
JITOSLZ,O,X,O,X,O,O,X,X
JITOSZL,O,X,O,O,O,O,X,X
JITOZLS,O,X,O,X,X,X,X,X
JITOZSL,O,X,O,O,O,X,X,X
JILTSZO,X,X,O,O,X,X,X,X
JILTSOZ,O,X,O,O,X,X,X,X
JILTZSO,O,X,X,O,X,X,X,X
JILTZOS,O,X,O,O,X,X,X,X
JILTOSZ,O,X,O,O,X,X,X,X
JILTOZS,O,X,O,O,X,X,X,X
JILSTZO,X,X,O,O,X,X,X,X
JILSTOZ,X,X,O,O,X,X,X,X
JILSZTO,X,X,X,O,X,X,O,X
JILSZOT,X,X,X,O,O,X,X,X
JILSOTZ,X,X,O,O,X,X,X,X
JILSOZT,X,X,X,O,O,X,X,X
JILZTSO,O,X,X,O,X,X,X,X
JILZTOS,O,X,X,O,X,X,X,X
JILZSTO,X,X,X,O,X,X,O,X
JILZSOT,X,X,X,O,X,X,X,X
JILZOTS,O,X,X,O,X,X,X,X
JILZOST,X,X,X,O,X,X,X,X
JILOTSZ,O,X,O,O,X,X,X,X
JILOTZS,O,X,O,O,X,X,X,X
JILOSTZ,X,X,O,O,X,X,X,X
JILOSZT,X,X,X,O,O,X,X,X
JILOZTS,O,X,X,O,X,X,X,X
JILOZST,X,X,X,O,X,X,X,X
JISTLZO,X,X,O,X,O,O,X,X
JISTLOZ,O,X,O,X,O,O,X,X
JISTZLO,O,X,O,O,O,O,X,X
JISTZOL,O,X,O,O,O,O,X,X
JISTOLZ,O,X,O,X,O,O,X,X
JISTOZL,O,X,O,O,O,O,X,X
JISLTZO,X,X,O,O,X,X,X,X
JISLTOZ,X,X,O,O,X,X,X,X
JISLZTO,X,X,X,O,X,X,O,X
JISLZOT,X,X,X,O,O,X,X,X
JISLOTZ,X,X,O,O,X,X,X,X
JISLOZT,X,X,X,O,O,X,X,X
JISZTLO,O,X,O,O,X,X,O,X
JISZTOL,O,X,O,O,O,X,X,X
JISZLTO,X,X,X,O,X,X,O,X
JISZLOT,X,X,X,O,O,X,X,X
JISZOTL,O,X,O,O,O,X,X,X
JISZOLT,X,X,X,O,O,X,X,X
JISOTLZ,O,X,O,X,O,O,X,X
JISOTZL,O,X,O,O,O,O,X,X
JISOLTZ,X,X,O,X,X,X,X,X
JISOLZT,X,X,X,O,O,X,X,X
JISOZTL,O,X,O,O,O,X,X,X
JISOZLT,X,X,X,O,O,X,X,X
JIZTLSO,O,X,X,O,X,X,X,X
JIZTLOS,O,X,O,O,X,X,X,X
JIZTSLO,O,X,O,O,X,X,X,X
JIZTSOL,O,X,O,O,X,X,X,X
JIZTOLS,O,X,O,X,X,X,X,X
JIZTOSL,O,X,O,O,X,X,X,X
JIZLTSO,O,X,X,O,X,X,X,X
JIZLTOS,O,X,X,O,X,X,X,X
JIZLSTO,X,X,X,O,X,X,O,X
JIZLSOT,X,X,X,O,X,X,X,X
JIZLOTS,O,X,X,O,X,X,X,X
JIZLOST,X,X,X,O,X,X,X,X
JIZSTLO,O,X,O,O,X,X,O,X
JIZSTOL,O,X,O,O,O,X,X,X
JIZSLTO,X,X,X,O,X,X,O,X
JIZSLOT,X,X,X,O,O,X,X,X
JIZSOTL,O,X,O,O,O,X,X,X
JIZSOLT,X,X,X,O,O,X,X,X
JIZOTLS,O,X,O,X,X,X,X,X
JIZOTSL,O,X,O,O,X,X,X,X
JIZOLTS,O,X,X,O,X,X,X,X
JIZOLST,X,X,X,O,X,X,X,X
JIZOSTL,O,X,O,O,O,X,X,X
JIZOSLT,X,X,X,O,O,X,X,X
JIOTLSZ,O,X,O,X,O,X,X,X
JIOTLZS,O,X,O,X,X,X,X,X
JIOTSLZ,O,X,O,X,O,O,X,X
JIOTSZL,O,X,O,O,O,O,X,X
JIOTZLS,O,X,O,X,X,X,X,X
JIOTZSL,O,X,O,O,O,X,X,X
JIOLTSZ,O,X,O,O,X,X,X,X
JIOLTZS,O,X,O,O,X,X,X,X
JIOLSTZ,X,X,O,O,X,X,X,X
JIOLSZT,X,X,X,O,O,X,X,X
JIOLZTS,O,X,X,O,X,X,X,X
JIOLZST,X,X,X,O,X,X,X,X
JIOSTLZ,O,X,O,X,O,O,X,X
JIOSTZL,O,X,O,O,O,O,X,X
JIOSLTZ,X,X,O,X,X,X,X,X
JIOSLZT,X,X,X,O,O,X,X,X
JIOSZTL,O,X,O,O,O,X,X,X
JIOSZLT,X,X,X,O,O,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X
JIOZTSL,O,X,O,O,X,X,X,X
JIOZLTS,O,X,X,O,X,X,X,X
JIOZLST,X,X,X,O,X,X,X,X
JIOZSTL,O,X,O,O,O,X,X,X
JIOZSLT,X,X,X,O,O,X,X,X
JLTISZO,X,O,O,O,X,X,X,X
JLTISOZ,O,O,O,O,X,X,X,X
JLTIZSO,O,X,X,O,X,X,X,X
JLTIZOS,O,X,O,O,X,X,X,X
JLTIOSZ,O,X,O,O,X,X,X,X
JLTIOZS,O,X,O,O,X,X,X,X
JLTSIZO,X,O,X,O,X,X,X,X
JLTSIOZ,O,O,O,O,X,X,X,X
JLTSZIO,X,O,X,O,X,X,X,X
JLTSZOI,X,O,X,O,X,X,X,X
JLTSOIZ,O,O,O,O,X,X,X,X
JLTSOZI,X,O,X,O,X,X,X,X
JLTZISO,X,O,X,O,X,X,X,X
JLTZIOS,O,X,O,O,X,X,X,X
JLTZSIO,X,O,X,O,X,X,X,X
JLTZSOI,X,O,X,O,X,X,X,X
JLTZOIS,O,X,O,O,X,X,X,X
JLTZOSI,X,X,X,O,X,X,X,X
JLTOISZ,O,X,O,O,X,X,X,X
JLTOIZS,O,X,O,O,X,X,X,X
JLTOSIZ,O,X,O,O,X,X,X,X
JLTOSZI,X,X,X,O,X,X,X,X
JLTOZIS,O,X,O,O,X,X,X,X
JLTOZSI,X,X,X,O,X,X,X,X
JLITSZO,X,X,O,O,X,X,X,X
JLITSOZ,O,X,O,O,X,X,X,X
JLITZSO,O,X,X,O,X,X,X,X
JLITZOS,O,X,O,O,X,X,X,X
JLITOSZ,O,X,O,O,X,X,X,X
JLITOZS,O,X,O,O,X,X,X,X
JLISTZO,X,X,O,O,X,X,X,X
JLISTOZ,X,X,O,O,X,X,X,X
JLISZTO,X,X,X,O,X,X,O,X
JLISZOT,X,X,X,O,O,X,X,X
JLISOTZ,X,X,O,O,X,X,X,X
JLISOZT,X,X,X,O,O,X,X,X
JLIZTSO,O,X,X,O,X,X,X,X
JLIZTOS,O,X,X,O,X,X,X,X
JLIZSTO,X,X,X,O,X,X,O,X
JLIZSOT,X,X,X,O,X,X,X,X
JLIZOTS,O,X,X,O,X,X,X,X
JLIZOST,X,X,X,O,X,X,X,X
JLIOTSZ,O,X,O,O,X,X,X,X
JLIOTZS,O,X,O,O,X,X,X,X
JLIOSTZ,X,X,O,O,X,X,X,X
JLIOSZT,X,X,X,O,O,X,X,X
JLIOZTS,O,X,X,O,X,X,X,X
JLIOZST,X,X,X,O,X,X,X,X
JLSTIZO,X,O,O,O,X,X,X,X
JLSTIOZ,X,O,O,O,X,X,X,X
JLSTZIO,X,O,O,O,X,X,X,X
JLSTZOI,X,O,O,O,X,X,X,X
JLSTOIZ,X,O,O,O,X,X,X,X
JLSTOZI,X,O,O,O,X,X,X,X
JLSITZO,X,O,O,O,X,X,X,X
JLSITOZ,X,O,O,O,X,X,X,X
JLSIZTO,X,O,X,O,X,X,O,X
JLSIZOT,X,O,X,O,O,X,X,X
JLSIOTZ,X,O,O,O,X,X,X,X
JLSIOZT,X,O,X,O,O,X,X,X
JLSZTIO,X,O,X,O,X,X,O,X
JLSZTOI,X,O,X,O,X,X,X,X
JLSZITO,X,O,X,O,X,X,O,X
JLSZIOT,X,O,X,O,O,X,X,X
JLSZOTI,X,O,X,O,X,X,X,X
JLSZOIT,X,O,X,O,O,X,X,X
JLSOTIZ,X,O,O,O,X,X,X,X
JLSOTZI,X,O,O,O,X,X,X,X
JLSOITZ,X,O,O,O,X,X,X,X
JLSOIZT,X,O,X,O,O,X,X,X
JLSOZTI,X,O,X,O,X,X,X,X
JLSOZIT,X,O,X,O,O,X,X,X
JLZTISO,O,O,X,O,X,X,X,X
JLZTIOS,O,X,X,O,X,X,X,X
JLZTSIO,O,O,X,O,X,X,X,X
JLZTSOI,O,O,X,O,X,X,X,X
JLZTOIS,O,X,X,O,X,X,X,X
JLZTOSI,O,X,X,O,X,X,X,X
JLZITSO,O,X,X,O,X,X,X,X
JLZITOS,O,X,X,O,X,X,X,X
JLZISTO,X,O,X,O,X,X,O,X
JLZISOT,X,O,X,O,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X
JLZIOST,X,X,X,O,X,X,X,X
JLZSTIO,X,O,X,O,X,X,O,X
JLZSTOI,X,O,X,O,X,X,X,X
JLZSITO,X,O,X,O,X,X,O,X
JLZSIOT,X,O,X,O,X,X,X,X
JLZSOTI,X,O,X,O,X,X,X,X
JLZSOIT,X,O,X,O,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X
JLZOTSI,O,X,X,O,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,X
JLZOIST,X,X,X,O,X,X,X,X
JLZOSTI,X,X,X,O,X,X,X,X
JLZOSIT,X,X,X,O,X,X,X,X
JLOTISZ,O,O,O,O,X,X,X,O
JLOTIZS,O,X,O,O,X,X,X,O
JLOTSIZ,O,O,O,O,X,X,X,O
JLOTSZI,X,O,X,O,X,X,X,X
JLOTZIS,O,O,O,O,X,X,X,O
JLOTZSI,X,O,X,O,X,X,X,X
JLOITSZ,O,X,O,O,X,X,X,X
JLOITZS,O,X,O,O,X,X,X,X
JLOISTZ,X,X,O,O,X,X,X,X
JLOISZT,X,X,X,O,O,X,X,X
JLOIZTS,O,X,X,O,X,X,X,X
JLOIZST,X,X,X,O,X,X,X,X
JLOSTIZ,X,O,O,O,X,X,X,X
JLOSTZI,X,O,O,O,X,X,X,X
JLOSITZ,X,O,O,O,X,X,X,X
JLOSIZT,X,O,X,O,O,X,X,X
JLOSZTI,X,O,X,O,X,X,X,X
JLOSZIT,X,O,X,O,O,X,X,X
JLOZTIS,O,O,X,O,X,X,X,X
JLOZTSI,O,O,X,O,X,X,X,X
JLOZITS,O,X,X,O,X,X,X,X
JLOZIST,X,O,X,O,X,X,X,X
JLOZSTI,X,O,X,O,X,X,X,X
JLOZSIT,X,O,X,O,X,X,X,X
JSTILZO,X,X,O,X,O,O,X,X
JSTILOZ,O,X,O,X,O,O,X,X
JSTIZLO,O,X,O,O,O,O,X,X
JSTIZOL,O,X,O,O,O,O,X,X
JSTIOLZ,O,X,O,X,O,O,X,X
JSTIOZL,O,X,O,O,O,O,X,X
JSTLIZO,X,O,O,X,O,X,X,X
JSTLIOZ,O,O,O,X,O,X,X,X
JSTLZIO,X,O,O,X,O,X,X,X
JSTLZOI,X,O,O,X,O,X,X,X
JSTLOIZ,O,O,O,X,O,X,X,X
JSTLOZI,X,O,O,X,O,X,X,X
JSTZILO,X,O,O,O,O,O,X,X
JSTZIOL,X,O,O,O,O,O,X,X
JSTZLIO,X,O,O,O,O,X,X,X
JSTZLOI,X,O,O,O,O,X,X,X
JSTZOIL,X,X,O,O,O,O,X,X
JSTZOLI,X,X,O,O,O,X,X,X
JSTOILZ,O,X,O,X,O,O,X,X
JSTOIZL,O,X,O,O,O,O,X,X
JSTOLIZ,O,O,O,X,O,X,X,X
JSTOLZI,X,O,O,X,O,X,X,X
JSTOZIL,X,O,O,O,O,O,X,X
JSTOZLI,X,X,O,O,O,X,X,X
JSITLZO,X,X,O,X,O,O,X,X
JSITLOZ,O,X,O,X,O,O,X,X
JSITZLO,O,X,O,O,O,O,X,X
JSITZOL,O,X,O,O,O,O,X,X
JSITOLZ,O,X,O,X,O,O,X,X
JSITOZL,O,X,O,O,O,O,X,X
JSILTZO,X,O,O,O,X,X,X,X
JSILTOZ,X,O,O,O,X,X,X,X
JSILZTO,X,O,X,O,X,X,O,X
JSILZOT,X,O,X,O,O,X,X,X
JSILOTZ,X,O,O,O,X,X,X,X
JSILOZT,X,O,X,O,O,X,X,X
JSIZTLO,O,O,O,O,X,X,O,X
JSIZTOL,O,O,O,O,O,X,X,X
JSIZLTO,X,O,X,O,X,X,O,X
JSIZLOT,X,O,X,O,O,X,X,X
JSIZOTL,O,O,O,O,O,X,X,X
JSIZOLT,X,O,X,O,O,X,X,X
JSIOTLZ,O,X,O,X,O,O,X,X
JSIOTZL,O,X,O,O,O,O,X,X
JSIOLTZ,X,O,O,X,X,X,X,X
JSIOLZT,X,O,X,O,O,X,X,X
JSIOZTL,O,O,O,O,O,X,X,X
JSIOZLT,X,O,X,O,O,X,X,X
JSLTIZO,X,O,O,O,X,X,X,X
JSLTIOZ,X,O,O,O,X,X,X,X
JSLTZIO,X,O,O,O,X,X,X,X
JSLTZOI,X,O,O,O,X,X,X,X
JSLTOIZ,X,O,O,O,X,X,X,X
JSLTOZI,X,O,O,O,X,X,X,X
JSLITZO,X,O,O,O,X,X,X,X
JSLITOZ,X,O,O,O,X,X,X,X
JSLIZTO,X,O,X,O,X,X,O,X
JSLIZOT,X,O,X,O,O,X,X,X
JSLIOTZ,X,O,O,O,X,X,X,X
JSLIOZT,X,O,X,O,O,X,X,X
JSLZTIO,X,O,X,O,X,X,O,X
JSLZTOI,X,O,X,O,X,X,X,X
JSLZITO,X,O,X,O,X,X,O,X
JSLZIOT,X,O,X,O,O,X,X,X
JSLZOTI,X,O,X,O,X,X,X,X
JSLZOIT,X,O,X,O,O,X,X,X
JSLOTIZ,X,O,O,O,X,X,X,X
JSLOTZI,X,O,O,O,X,X,X,X
JSLOITZ,X,O,O,O,X,X,X,X
JSLOIZT,X,O,X,O,O,X,X,X
JSLOZTI,X,O,X,O,X,X,X,X
JSLOZIT,X,O,X,O,O,X,X,X
JSZTILO,O,O,O,O,X,X,O,X
JSZTIOL,O,O,O,O,O,X,X,X
JSZTLIO,O,O,O,O,X,X,O,X
JSZTLOI,O,O,O,O,X,X,X,X
JSZTOIL,O,X,O,O,O,X,X,X
JSZTOLI,O,X,O,O,X,X,X,X
JSZITLO,O,O,O,O,X,X,O,X
JSZITOL,O,O,O,O,O,X,X,X
JSZILTO,X,O,X,O,X,X,O,X
JSZILOT,X,O,X,O,O,X,X,X
JSZIOTL,O,O,O,O,O,X,X,X
JSZIOLT,X,O,X,O,O,X,X,X
JSZLTIO,X,O,X,O,X,X,O,X
JSZLTOI,X,O,X,O,X,X,X,X
JSZLITO,X,O,X,O,X,X,O,X
JSZLIOT,X,O,X,O,O,X,X,X
JSZLOTI,X,O,X,O,X,X,X,X
JSZLOIT,X,O,X,O,O,X,X,X
JSZOTIL,O,O,O,O,O,X,X,X
JSZOTLI,O,X,O,O,X,X,X,X
JSZOITL,O,O,O,O,O,X,X,X
JSZOILT,X,O,X,O,O,X,X,X
JSZOLTI,X,O,X,O,X,X,X,X
JSZOLIT,X,O,X,O,O,X,X,X
JSOTILZ,O,X,O,X,O,O,X,X
JSOTIZL,O,X,O,O,O,O,X,X
JSOTLIZ,O,O,O,X,O,X,X,X
JSOTLZI,X,O,O,X,O,X,X,X
JSOTZIL,X,O,O,O,O,O,X,X
JSOTZLI,X,X,O,O,O,X,X,X
JSOITLZ,O,X,O,X,O,O,X,X
JSOITZL,O,X,O,O,O,O,X,X
JSOILTZ,X,O,O,X,X,X,X,X
JSOILZT,X,O,X,O,O,X,X,X
JSOIZTL,O,O,O,O,O,X,X,X
JSOIZLT,X,O,X,O,O,X,X,X
JSOLTIZ,X,O,O,X,X,X,X,X
JSOLTZI,X,O,O,X,X,X,X,X
JSOLITZ,X,O,O,X,X,X,X,X
JSOLIZT,X,O,X,O,O,X,X,X
JSOLZTI,X,O,X,O,X,X,X,X
JSOLZIT,X,O,X,O,O,X,X,X
JSOZTIL,O,O,O,O,O,X,X,X
JSOZTLI,O,X,O,O,X,X,X,X
JSOZITL,O,O,O,O,O,X,X,X
JSOZILT,X,O,X,O,O,X,X,X
JSOZLTI,X,O,X,O,X,X,X,X
JSOZLIT,X,O,X,O,O,X,X,X
JZTILSO,O,X,X,O,X,X,X,X
JZTILOS,O,X,O,O,X,X,X,X
JZTISLO,O,X,O,O,X,X,X,X
JZTISOL,O,X,O,O,X,X,X,X
JZTIOLS,O,X,O,X,X,X,X,X
JZTIOSL,O,X,O,O,X,X,X,X
JZTLISO,O,X,X,O,X,X,X,X
JZTLIOS,O,X,O,O,X,X,X,X
JZTLSIO,O,X,X,O,X,X,X,X
JZTLSOI,O,X,X,O,X,X,X,X
JZTLOIS,O,X,O,O,X,X,X,X
JZTLOSI,O,X,X,O,X,X,X,X
JZTSILO,O,X,X,O,X,X,X,X
JZTSIOL,O,X,X,O,X,X,X,X
JZTSLIO,O,X,X,O,X,X,X,X
JZTSLOI,O,X,X,O,X,X,X,X
JZTSOIL,O,X,X,O,X,X,X,X
JZTSOLI,O,X,X,O,X,X,X,X
JZTOILS,O,X,O,X,X,X,X,X
JZTOISL,O,X,O,O,X,X,X,X
JZTOLIS,O,X,O,X,X,X,X,X
JZTOLSI,O,X,X,X,X,X,X,X
JZTOSIL,O,X,X,O,X,X,X,X
JZTOSLI,O,X,X,O,X,X,X,X
JZITLSO,O,X,X,O,X,X,X,X
JZITLOS,O,X,O,O,X,X,X,X
JZITSLO,O,X,O,O,X,X,X,X
JZITSOL,O,X,O,O,X,X,X,X
JZITOLS,O,X,O,X,X,X,X,X
JZITOSL,O,X,O,O,X,X,X,X
JZILTSO,O,X,X,O,X,X,X,X
JZILTOS,O,X,X,O,X,X,X,X
JZILSTO,X,O,X,O,X,X,O,X
JZILSOT,X,O,X,O,X,X,X,X
JZILOTS,O,X,X,O,X,X,X,X
JZILOST,X,X,X,O,X,X,X,X
JZISTLO,O,O,O,O,X,X,O,X
JZISTOL,O,O,O,O,O,X,X,X
JZISLTO,X,O,X,O,X,X,O,X
JZISLOT,X,O,X,O,O,X,X,X
JZISOTL,O,O,O,O,O,X,X,X
JZISOLT,X,O,X,O,O,X,X,X
JZIOTLS,O,X,O,X,X,X,X,X
JZIOTSL,O,X,O,O,X,X,X,X
JZIOLTS,O,X,X,O,X,X,X,X
JZIOLST,X,O,X,O,X,X,X,X
JZIOSTL,O,O,O,O,O,X,X,X
JZIOSLT,X,O,X,O,O,X,X,X
JZLTISO,O,O,X,O,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,X
JZLTSIO,O,O,X,O,X,X,X,X
JZLTSOI,O,O,X,O,X,X,X,X
JZLTOIS,O,X,X,O,X,X,X,X
JZLTOSI,O,X,X,O,X,X,X,X
JZLITSO,O,X,X,O,X,X,X,X
JZLITOS,O,X,X,O,X,X,X,X
JZLISTO,X,O,X,O,X,X,O,X
JZLISOT,X,O,X,O,X,X,X,X
JZLIOTS,O,X,X,O,X,X,X,X
JZLIOST,X,X,X,O,X,X,X,X
JZLSTIO,X,O,X,O,X,X,O,X
JZLSTOI,X,O,X,O,X,X,X,X
JZLSITO,X,O,X,O,X,X,O,X
JZLSIOT,X,O,X,O,X,X,X,X
JZLSOTI,X,O,X,O,X,X,X,X
JZLSOIT,X,O,X,O,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,X
JZLOTSI,O,X,X,O,X,X,X,X
JZLOITS,O,X,X,O,X,X,X,X
JZLOIST,X,X,X,O,X,X,X,X
JZLOSTI,X,X,X,O,X,X,X,X
JZLOSIT,X,X,X,O,X,X,X,X
JZSTILO,O,O,O,O,X,X,O,X
JZSTIOL,O,O,O,O,O,X,X,X
JZSTLIO,O,O,O,O,X,X,O,X
JZSTLOI,O,O,O,O,X,X,X,X
JZSTOIL,O,X,O,O,O,X,X,X
JZSTOLI,O,X,O,O,X,X,X,X
JZSITLO,O,O,O,O,X,X,O,X
JZSITOL,O,O,O,O,O,X,X,X
JZSILTO,X,O,X,O,X,X,O,X
JZSILOT,X,O,X,O,O,X,X,X
JZSIOTL,O,O,O,O,O,X,X,X
JZSIOLT,X,O,X,O,O,X,X,X
JZSLTIO,X,O,X,O,X,X,O,X
JZSLTOI,X,O,X,O,X,X,X,X
JZSLITO,X,O,X,O,X,X,O,X
JZSLIOT,X,O,X,O,O,X,X,X
JZSLOTI,X,O,X,O,X,X,X,X
JZSLOIT,X,O,X,O,O,X,X,X
JZSOTIL,O,O,O,O,O,X,X,X
JZSOTLI,O,X,O,O,X,X,X,X
JZSOITL,O,O,O,O,O,X,X,X
JZSOILT,X,O,X,O,O,X,X,X
JZSOLTI,X,O,X,O,X,X,X,X
JZSOLIT,X,O,X,O,O,X,X,X
JZOTILS,O,X,O,X,X,X,X,X
JZOTISL,O,X,O,O,X,X,X,X
JZOTLIS,O,X,O,X,X,X,X,X
JZOTLSI,O,X,X,X,X,X,X,X
JZOTSIL,O,X,X,O,X,X,X,X
JZOTSLI,O,X,X,O,X,X,X,X
JZOITLS,O,X,O,X,X,X,X,X
JZOITSL,O,X,O,O,X,X,X,X
JZOILTS,O,X,X,O,X,X,X,X
JZOILST,X,O,X,O,X,X,X,X
JZOISTL,O,O,O,O,O,X,X,X
JZOISLT,X,O,X,O,O,X,X,X
JZOLTIS,O,O,X,O,X,X,X,X
JZOLTSI,O,O,X,O,X,X,X,X
JZOLITS,O,X,X,O,X,X,X,X
JZOLIST,X,O,X,O,X,X,X,X
JZOLSTI,X,O,X,O,X,X,X,X
JZOLSIT,X,O,X,O,X,X,X,X
JZOSTIL,O,O,O,O,O,X,X,X
JZOSTLI,O,X,O,O,X,X,X,X
JZOSITL,O,O,O,O,O,X,X,X
JZOSILT,X,O,X,O,O,X,X,X
JZOSLTI,X,O,X,O,X,X,X,X
JZOSLIT,X,O,X,O,O,X,X,X
JOTILSZ,O,X,O,X,O,X,X,O
JOTILZS,O,X,O,X,X,X,X,O
JOTISLZ,O,X,O,X,O,O,X,O
JOTISZL,O,X,O,O,O,O,X,X
JOTIZLS,O,X,O,X,X,X,X,O
JOTIZSL,O,X,O,O,O,X,X,X
JOTLISZ,O,X,O,X,O,X,X,O
JOTLIZS,O,X,O,X,X,X,X,O
JOTLSIZ,O,X,O,X,O,X,X,O
JOTLSZI,X,X,X,X,O,X,X,X
JOTLZIS,O,X,O,X,X,X,X,O
JOTLZSI,O,X,X,X,X,X,X,X
JOTSILZ,O,X,O,X,O,O,X,O
JOTSIZL,O,X,O,O,O,O,X,X
JOTSLIZ,O,X,O,X,O,X,X,O
JOTSLZI,X,X,O,X,O,X,X,X
JOTSZIL,X,X,O,O,O,O,X,X
JOTSZLI,X,X,O,O,O,X,X,X
JOTZILS,O,X,O,X,X,X,X,O
JOTZISL,O,X,O,O,O,X,X,X
JOTZLIS,O,X,O,X,X,X,X,O
JOTZLSI,O,X,X,X,X,X,X,X
JOTZSIL,O,X,X,O,O,X,X,X
JOTZSLI,O,X,X,O,O,X,X,X
JOITLSZ,O,X,O,X,O,X,X,O
JOITLZS,O,X,O,X,X,X,X,O
JOITSLZ,O,X,O,X,O,O,X,O
JOITSZL,O,X,O,O,O,O,X,X
JOITZLS,O,X,O,X,X,X,X,O
JOITZSL,O,X,O,O,O,X,X,X
JOILTSZ,O,X,O,O,X,X,X,O
JOILTZS,O,X,O,O,X,X,X,O
