sequence,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFuiBcjB?lgBanBXmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhFRdBSjB?lhBzlBmnB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhF3dBcjB?6lBOmBFnBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFSiBTeB?lgBXmBmnB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Jex9IvhFlgBcmB?OnBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFGeBlgB?UiBXmBysBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhFRdBcjB?lhBzlB2sBqsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeZCJvhFWjBlgB?cmBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR9IvhFSjBlgB?3hBmnBzlB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhF1hBxdB?SnBOoBzlB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JelAJvhFcmBxiB?OnBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je+BJvhFlgBxiB?inBzlBXoB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFlgBXmB?inBcoBGnBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeWCJvhFcjBlgB?xmBzlB/sBatB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeSCJvhFlgBOoB?xmBzlBUnBXtB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeG8IvhFZiBCeB?VmBXjB0lBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeF8IvhFxdBSmB?OnBXjB0lBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeSDJvhFlgBxmB?8sBfnBzlBmsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je1AJvhF6hBZiB?cjBzlBftBusB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JecDJvhFlgBxmB?fnBqsBzqBmsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhF0hB5nB?OoBzlBanBFtB
JOTLZIS,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOTLZSI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
JOTSILZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOTSIZL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
JOTSLIZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOTSLZI,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOTSZIL,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
JOTSZLI,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
JOTZILS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
JOTZISL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
JOTZLIS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTZLSI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JOTZSIL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,O
JOTZSLI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
JOITLSZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
JOITLZS,X,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
JOITSLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
JOITSZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
JOITZLS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOITZSL,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
JOILTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JOILTZS,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JOILSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOILZTS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
JOILZST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOISTLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOISTZL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
JOISLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOISLZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOISZTL,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
JOISZLT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOIZTLS,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
JOIZTSL,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
JOIZLTS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
JOIZLST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZSTL,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZSLT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLTISZ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
JOLTIZS,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
JOLTSIZ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLTSZI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLTZIS,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLTZSI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLITSZ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
JOLITZS,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
JOLISTZ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLISZT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOLIZTS,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
JOLIZST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSTIZ,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLSTZI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLSITZ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLSIZT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOLSZTI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLSZIT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOLZTIS,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZTSI,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZITS,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
JOLZIST,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZSTI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZSIT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSTILZ,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOSTIZL,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
JOSTLIZ,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOSTLZI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOSTZIL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
JOSTZLI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
JOSITLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOSITZL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
JOSILTZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOSILZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSIZTL,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
JOSIZLT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSLTIZ,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOSLTZI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOSLITZ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOSLIZT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSLZTI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSLZIT,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSZTIL,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
JOSZTLI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JOSZITL,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
JOSZILT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSZLTI,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSZLIT,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOZTILS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
JOZTISL,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
JOZTLIS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JOZTSIL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
JOZTSLI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JOZITLS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
JOZITSL,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
JOZILTS,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
JOZILST,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOZISTL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
JOZISLT,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOZLTIS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLTSI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLITS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
JOZLIST,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOZLSTI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLSIT,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
JOZSTIL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
JOZSTLI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JOZSITL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
JOZSILT,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
JOZSLTI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZSLIT,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
STILJZO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
STILJOZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
STILZJO,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
STILZOJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STILOJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STILOZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STIJLZO,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
STIJLOZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
STIJZLO,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STIJZOL,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STIJOLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIJOZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIZLJO,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
STIZLOJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
STIZJLO,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
STIZJOL,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STIZOLJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
STIZOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STIOLJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STIOLZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STIOJLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STIOJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STIOZLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STIOZJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STLIJZO,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
STLIJOZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
STLIZJO,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
STLIZOJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STLIOJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STLIOZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
STLJIOZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
STLJZIO,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
STLJOIZ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STLJOZI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X
STLZIOJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
STLZJIO,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
STLZJOI,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLOIJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STLOIZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STLOJIZ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STLOJZI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJILZO,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X,X
STJILOZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X,X
STJIZLO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJIZOL,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJIOLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJIOZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJLIZO,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
STJLIOZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
STJLZIO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
STJLZOI,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
STJLOIZ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STJLOZI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJZIOL,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJZLOI,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOIZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOLIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOZIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STZILJO,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X
STZILOJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X
STZIJLO,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X,O,X,O,X,O,X
STZIJOL,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STZIOLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X
STZIOJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STZLIJO,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X
STZLIOJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
STZLJIO,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STZLJOI,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STZJIOL,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STZJLOI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOLIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOLJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STZOJIL,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STZOJLI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STOILJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOILZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOIJLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOIJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOIZLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOIZJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOLIJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOLIZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOLJIZ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOLJZI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOLZIJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STOLZJI,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
STOJILZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOJIZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOJLIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOJLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOJZIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOJZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOZILJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOZIJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOZLIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOZLJI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STOZJIL,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STOZJLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SITLJZO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
SITLJOZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
SITLZJO,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SITLZOJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SITLOJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SITLOZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SITJLZO,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SITJLOZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SITJZLO,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SITJZOL,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SITJOLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITJOZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZLJO,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
SITZLOJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SITZJLO,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
SITZJOL,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SITZOLJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SITZOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SITOLJZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SITOLZJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SITOJLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SITOJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SITOZLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SITOZJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SILTJZO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
SILTJOZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
SILTZJO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SILTZOJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
