sequence,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFlcB3dB5jBy?nBTmBmsB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFXdBTeBUhBW?oByrBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFxcBFiB6oBX?jBTmBmsB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jel7IvhFUdBajB5jBO?mBzmBftB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFajB5jBFiBT?mBftBmrB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFXdB6jBziBm?mBUmBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhF8hBzdB+jBa?mBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhF8hBWjBamBT?jBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFxdBCiBTjBO?mBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFUhBFiBTjBf?tBywBGtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8JeC9IvhFUhBxiBTjBX?nBmlBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8JeaDJvhF5jBUhBFiBf?tBmqBzrB
LOTSJIZ,X,O,X,O,O,X,O,X,X,X,X,X
LOTSJZI,X,O,X,O,O,X,O,O,X,X,X,X
LOTSZIJ,X,O,O,O,O,X,O,O,X,X,X,X
LOTSZJI,X,O,O,O,O,X,O,O,X,X,X,X
LOTZIJS,O,O,O,X,X,X,X,X,X,X,X,X
LOTZISJ,X,O,O,X,X,X,X,X,X,X,X,X
LOTZJIS,O,O,O,X,X,X,X,X,X,X,X,X
LOTZJSI,O,O,O,X,X,X,X,X,X,X,X,X
LOTZSIJ,X,O,O,O,O,X,X,X,X,X,X,X
LOTZSJI,X,O,O,O,O,X,X,X,X,X,X,X
LOITJSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOITJZS,O,O,O,X,X,X,X,X,X,X,X,X
LOITSJZ,X,O,X,O,X,X,X,X,X,X,X,X
LOITSZJ,X,X,O,O,X,X,X,X,X,X,X,X
LOITZJS,O,X,O,X,X,X,X,X,X,X,X,X
LOITZSJ,X,X,O,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,X,O,O,X,X,X,X,X,X,X,X
LOIJTZS,O,X,O,X,X,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,X,O,X,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,X,X,X,X,X,X,X,X,X
LOISTJZ,X,O,X,O,O,X,X,X,X,X,X,X
LOISTZJ,X,X,X,O,O,X,X,X,X,X,X,X
LOISJTZ,X,X,X,O,O,X,X,X,X,X,X,X
LOISJZT,X,X,X,O,O,X,X,X,X,X,X,X
LOISZTJ,X,X,X,O,O,X,X,X,X,X,X,X
LOISZJT,X,X,X,O,O,X,X,X,X,X,X,X
LOIZTJS,O,X,O,X,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,O,X,X,X,X,X,X,X,X,X
LOIZJTS,O,X,O,X,X,X,X,X,X,X,X,X
LOIZJST,O,X,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,X,O,X,X,X,X,X,X,X
LOIZSJT,X,X,X,X,O,X,X,X,X,X,X,X
LOJTISZ,O,X,O,O,X,X,X,X,X,X,X,X
LOJTIZS,O,X,O,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X,X,X,X
LOJTZIS,O,X,O,X,X,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X,X,X,X,X,X
LOJITSZ,O,X,O,O,X,X,X,X,X,X,X,X
LOJITZS,O,X,O,X,X,X,X,X,X,X,X,X
LOJISTZ,O,X,X,O,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,O,O,X,X,X,X,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X,X,X,X,X,X
LOJSITZ,O,X,X,O,X,X,X,X,X,X,X,X
LOJSIZT,O,X,X,O,X,X,X,X,X,X,X,X
LOJSZTI,O,X,O,O,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,O,X,X,X,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X,X,X,X,X,X,X
LOJZTSI,O,X,O,O,X,X,X,X,X,X,X,X
LOJZITS,O,X,O,X,X,X,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,X,X,X,X
LOJZSTI,O,X,O,O,X,X,X,X,X,X,X,X
LOJZSIT,O,X,X,O,X,X,X,X,X,X,X,X
LOSTIJZ,X,O,X,O,O,X,X,X,X,X,X,X
LOSTIZJ,X,X,O,O,O,X,X,X,X,X,X,X
LOSTJIZ,X,O,X,O,O,X,O,X,X,X,X,X
LOSTJZI,X,O,X,O,O,X,O,O,X,X,X,X
LOSTZIJ,X,O,O,O,O,X,O,O,X,X,X,X
LOSTZJI,X,O,O,O,O,X,O,O,X,X,X,X
LOSITJZ,X,O,X,O,O,X,X,X,X,X,X,X
LOSITZJ,X,X,X,O,O,X,X,X,X,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,X,X,X,X,X
LOSIJZT,X,X,X,O,O,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,O,O,X,X,X,X,X,X,X
LOSIZJT,X,X,X,O,O,X,X,X,X,X,X,X
LOSJTIZ,X,X,O,O,O,X,X,X,X,X,X,X
LOSJTZI,X,X,O,O,O,X,X,X,X,X,X,X
LOSJITZ,X,X,X,O,O,X,X,X,X,X,X,X
LOSJIZT,X,X,X,O,O,X,X,X,X,X,X,X
LOSJZTI,X,X,O,O,O,X,X,O,X,X,X,X
LOSJZIT,X,X,X,O,O,X,X,O,X,X,X,X
LOSZTIJ,X,O,O,O,O,X,O,O,X,X,X,X
LOSZTJI,X,O,O,O,O,X,O,O,X,X,X,X
LOSZITJ,X,O,X,O,O,X,O,O,X,X,X,X
LOSZIJT,X,X,X,O,O,X,X,O,X,X,X,X
LOSZJTI,X,X,O,O,O,X,X,O,X,X,X,X
LOSZJIT,X,X,X,O,O,X,X,O,X,X,X,X
LOZTIJS,O,O,O,X,X,X,X,X,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X,X,X,X,X,X
LOZTJIS,O,O,O,X,X,X,X,X,X,X,X,X
LOZTJSI,O,O,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,X,O,O,O,O,X,X,X,X,X,X,X
LOZTSJI,X,O,O,O,O,X,X,X,X,X,X,X
LOZITJS,O,O,O,X,X,X,X,X,X,X,X,X
LOZITSJ,X,O,O,X,X,X,X,X,X,X,X,X
LOZIJTS,O,X,O,X,X,X,X,X,X,X,X,X
LOZIJST,O,X,X,X,X,X,X,X,X,X,X,X
LOZISTJ,X,O,X,X,O,X,X,X,X,X,X,X
LOZISJT,X,X,X,X,O,X,X,X,X,X,X,X
LOZJTIS,O,X,O,X,X,X,X,X,X,X,X,X
LOZJTSI,O,X,O,X,X,X,X,X,X,X,X,X
LOZJITS,O,X,O,X,X,X,X,X,X,X,X,X
LOZJIST,O,X,X,X,X,X,X,X,X,X,X,X
LOZJSTI,O,X,O,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,X,O,O,O,O,X,X,X,X,X,X,X
LOZSTJI,X,O,O,O,O,X,X,X,X,X,X,X
LOZSITJ,X,O,X,O,O,X,X,X,X,X,X,X
LOZSIJT,X,X,X,O,O,X,X,X,X,X,X,X
LOZSJTI,X,X,O,O,O,X,X,X,X,X,X,X
LOZSJIT,X,X,X,O,O,X,X,X,X,X,X,X
JTILSZO,O,O,O,O,X,O,O,X,X,X,X,X
JTILSOZ,O,O,X,O,X,O,O,X,X,X,X,X
JTILZSO,O,O,O,X,X,O,X,X,X,X,X,X
JTILZOS,O,O,O,X,X,X,X,X,X,X,X,X
JTILOSZ,O,O,X,O,X,O,O,X,X,X,X,X
JTILOZS,O,O,O,X,X,O,X,X,X,X,X,X
JTISLZO,X,O,O,O,X,O,O,X,X,X,X,X
JTISLOZ,X,O,X,O,X,O,O,X,X,X,X,X
JTISZLO,X,O,O,O,X,O,O,X,X,X,X,X
JTISZOL,X,O,X,O,X,O,O,X,X,X,X,X
JTISOLZ,X,O,X,O,X,O,O,X,X,X,X,X
JTISOZL,X,O,X,O,X,O,O,X,X,X,X,X
JTIZLSO,O,O,O,X,X,O,X,X,X,X,X,X
JTIZLOS,O,O,O,X,X,X,X,X,X,X,X,X
JTIZSLO,O,O,O,O,X,O,X,X,X,X,X,X
JTIZSOL,X,O,X,O,X,O,X,X,X,X,X,X
JTIZOLS,O,O,O,X,X,O,X,X,X,X,X,X
JTIZOSL,X,O,X,O,X,O,X,X,X,X,X,X
JTIOLSZ,O,O,X,O,X,O,O,X,X,X,X,X
JTIOLZS,O,O,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,O,O,X,O,X,O,O,X,X,X,X,X
JTIOSZL,O,O,X,O,X,O,O,X,X,X,X,X
JTIOZLS,O,O,O,X,X,O,X,X,X,X,X,X
JTIOZSL,O,O,X,O,X,O,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,O,O,X,X,X,X,X
JTLISOZ,O,O,X,O,X,O,O,X,X,X,X,X
JTLIZSO,O,O,O,X,X,O,X,X,X,X,X,X
JTLIZOS,O,O,O,X,X,X,X,X,X,X,X,X
JTLIOSZ,O,O,X,O,X,O,O,X,X,X,X,X
JTLIOZS,O,O,O,X,X,O,X,X,X,X,X,X
JTLSIZO,O,O,O,O,X,O,O,O,X,X,X,X
JTLSIOZ,O,O,X,O,X,O,O,X,X,X,X,X
JTLSZIO,O,O,O,O,X,O,O,O,X,X,X,X
JTLSZOI,O,O,O,O,X,X,O,O,X,X,X,X
JTLSOIZ,O,O,X,O,X,O,O,X,X,X,X,X
JTLSOZI,O,O,X,O,X,O,O,O,X,X,X,X
JTLZISO,O,O,O,X,X,O,X,X,X,X,X,X
JTLZIOS,O,O,O,X,X,X,X,X,X,X,X,X
JTLZSIO,O,O,O,O,X,O,O,X,X,X,X,X
JTLZSOI,O,O,O,O,X,X,O,X,X,X,X,X
JTLZOIS,O,O,O,X,X,X,X,X,X,X,X,X
JTLZOSI,O,O,O,O,X,X,O,X,X,X,X,X
JTLOISZ,O,O,O,O,X,O,O,X,X,X,X,X
JTLOIZS,O,O,O,X,X,O,X,X,X,X,X,X
JTLOSIZ,O,O,O,O,X,O,O,X,X,X,X,X
JTLOSZI,O,O,O,O,X,O,O,X,X,X,X,X
JTLOZIS,O,O,O,X,X,O,X,X,X,X,X,X
JTLOZSI,O,O,O,O,X,O,O,X,X,X,X,X
JTSILZO,X,O,O,O,X,O,O,O,X,X,X,X
JTSILOZ,X,O,X,O,X,O,O,X,X,X,X,X
JTSIZLO,X,O,O,O,X,O,O,O,X,X,O,X
JTSIZOL,X,O,X,O,X,O,O,X,X,X,X,X
JTSIOLZ,X,O,X,O,X,O,O,X,X,X,X,X
JTSIOZL,X,O,X,O,X,O,O,X,X,X,X,X
JTSLIZO,X,O,O,O,X,O,O,O,X,X,X,X
JTSLIOZ,X,O,X,O,X,O,O,X,X,X,X,X
JTSLZIO,X,O,O,O,X,O,O,O,X,X,X,X
JTSLZOI,X,O,O,O,X,X,O,O,O,X,X,X
JTSLOIZ,X,O,X,O,X,O,O,X,O,X,X,X
JTSLOZI,X,O,X,O,X,O,O,O,O,X,X,X
JTSZILO,X,O,O,O,X,O,O,O,X,X,O,X
JTSZIOL,X,O,X,O,X,O,O,X,X,X,X,X
JTSZLIO,X,O,O,O,X,O,O,O,X,X,O,X
JTSZLOI,X,O,O,O,X,X,O,O,O,X,X,X
JTSZOIL,X,O,X,O,X,O,O,X,O,X,X,X
JTSZOLI,X,O,X,O,X,O,O,O,O,X,X,X
JTSOILZ,X,O,X,O,X,O,O,X,O,X,X,X
JTSOIZL,X,O,X,O,X,O,O,X,O,X,X,X
JTSOLIZ,X,O,X,O,X,O,O,X,O,X,X,X
JTSOLZI,X,O,X,O,X,O,O,O,O,X,X,X
JTSOZIL,X,O,X,O,X,O,O,X,O,X,X,X
JTSOZLI,X,O,X,O,X,O,O,O,O,X,X,X
JTZILSO,O,O,O,X,X,O,X,X,X,X,X,X
JTZILOS,O,O,O,X,X,X,X,X,X,X,X,X
JTZISLO,O,O,O,O,X,O,X,X,X,X,X,X
JTZISOL,X,O,X,O,X,O,X,X,X,X,X,X
JTZIOLS,O,O,O,X,X,O,X,X,X,X,X,X
JTZIOSL,X,O,X,O,X,O,X,X,X,X,X,X
JTZLISO,O,O,O,X,X,O,X,X,X,X,X,X
JTZLIOS,O,O,O,X,X,X,X,X,X,X,X,X
JTZLSIO,O,O,O,O,X,O,O,X,X,X,X,X
JTZLSOI,O,O,O,O,X,X,O,X,X,X,X,X
JTZLOIS,O,O,O,X,X,X,X,X,X,X,X,X
JTZLOSI,O,O,O,O,X,X,O,X,X,X,X,X
JTZSILO,O,O,O,O,X,O,O,X,X,X,O,X
JTZSIOL,X,O,X,O,X,O,O,X,X,X,X,X
JTZSLIO,O,O,O,O,X,O,O,X,X,X,O,X
JTZSLOI,O,O,O,O,X,X,O,X,O,X,X,X
JTZSOIL,X,O,X,O,X,O,O,X,O,X,X,X
JTZSOLI,X,O,X,O,X,O,O,X,O,X,X,X
JTZOILS,O,O,O,X,X,O,X,X,X,X,X,X
JTZOISL,X,O,X,O,X,O,X,X,O,X,X,X
JTZOLIS,O,O,O,X,X,O,X,X,X,X,X,X
JTZOLSI,O,O,O,O,X,O,O,X,X,X,X,X
JTZOSIL,X,O,X,O,X,O,O,X,O,X,X,X
JTZOSLI,X,O,X,O,X,O,O,X,O,X,X,X
JTOILSZ,O,O,O,O,X,O,O,X,X,X,X,X
JTOILZS,O,O,O,X,X,O,X,X,X,X,X,X
JTOISLZ,O,O,O,O,X,O,O,X,O,X,X,X
JTOISZL,O,O,O,O,X,O,O,X,O,X,X,X
JTOIZLS,O,O,O,X,X,O,X,X,X,X,X,X
JTOIZSL,O,O,O,O,X,O,X,X,O,X,X,X
JTOLISZ,O,O,O,O,X,O,O,X,X,X,X,X
JTOLIZS,O,O,O,X,X,O,X,X,X,X,X,X
JTOLSIZ,O,O,O,O,X,O,O,X,X,X,X,X
JTOLSZI,O,O,O,O,X,O,O,X,X,X,X,X
JTOLZIS,O,O,O,X,X,O,X,X,X,X,X,X
JTOLZSI,O,O,O,O,X,O,O,X,X,X,X,X
JTOSILZ,O,O,O,O,X,O,O,X,O,X,X,X
JTOSIZL,O,O,O,O,X,O,O,X,O,X,X,X
JTOSLIZ,O,O,O,O,X,O,O,X,O,X,X,X
JTOSLZI,O,O,O,O,X,O,O,X,O,X,X,X
JTOSZIL,O,O,O,O,X,O,O,X,O,X,X,X
JTOSZLI,O,O,O,O,X,O,O,X,O,X,X,X
JTOZILS,O,O,O,X,X,O,X,X,X,X,X,X
JTOZISL,O,O,O,O,X,O,X,X,O,X,X,X
JTOZLIS,O,O,O,X,X,O,X,X,X,X,X,X
JTOZLSI,O,O,O,O,X,O,O,X,X,X,X,X
JTOZSIL,O,O,O,O,X,O,O,X,O,X,X,X
JTOZSLI,O,O,O,O,X,O,O,X,O,X,X,X
JITLSZO,O,O,O,O,X,O,X,X,X,X,X,X
JITLSOZ,O,O,X,O,X,O,X,X,X,X,X,X
JITLZSO,O,O,O,X,X,O,X,X,X,X,X,X
JITLZOS,O,O,O,X,X,X,X,X,X,X,X,X
JITLOSZ,O,O,X,O,X,O,X,X,X,X,X,X
JITLOZS,O,O,O,X,X,O,X,X,X,X,X,X
JITSLZO,X,O,O,O,X,O,X,X,X,X,X,X
JITSLOZ,X,O,X,O,X,O,X,X,X,X,X,X
JITSZLO,X,X,O,O,X,O,X,X,X,X,X,X
JITSZOL,X,O,X,O,X,O,X,X,X,X,X,X
JITSOLZ,X,O,X,O,X,O,X,X,X,X,X,X
JITSOZL,X,O,X,O,X,O,X,X,X,X,X,X
JITZLSO,O,O,O,X,X,O,X,X,X,X,X,X
JITZLOS,O,O,O,X,X,X,X,X,X,X,X,X
JITZSLO,O,O,O,O,X,O,X,X,X,X,X,X
JITZSOL,X,O,X,O,X,O,X,X,X,X,X,X
JITZOLS,O,O,O,X,X,O,X,X,X,X,X,X
JITZOSL,X,O,X,O,X,O,X,X,X,X,X,X
JITOLSZ,O,O,X,O,X,O,X,X,X,X,X,X
JITOLZS,O,O,O,X,X,O,X,X,X,X,X,X
JITOSLZ,O,O,X,O,X,O,X,X,X,X,X,X
JITOSZL,O,O,X,O,X,O,X,X,X,X,X,X
JITOZLS,O,O,O,X,X,O,X,X,X,X,X,X
JITOZSL,O,O,X,O,X,O,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,O,X,X,X,X,X,X
JILTSOZ,O,O,X,O,X,O,X,X,X,X,X,X
JILTZSO,O,O,O,X,X,O,X,X,X,X,X,X
JILTZOS,O,O,O,X,X,X,X,X,X,X,X,X
JILTOSZ,O,O,X,O,X,O,X,X,X,X,X,X
JILTOZS,O,O,O,X,X,O,X,X,X,X,X,X
JILSTZO,O,O,X,O,X,O,X,X,X,X,X,X
JILSTOZ,O,O,X,O,X,O,X,X,X,X,X,X
JILSZTO,O,X,X,O,X,X,X,X,X,X,X,X
JILSZOT,O,X,X,O,X,X,X,X,X,X,X,X
JILSOTZ,O,X,X,O,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,O,X,X,X,X,X,X,X,X
JILZTSO,O,X,O,X,X,X,X,X,X,X,X,X
JILZTOS,O,X,O,X,X,X,X,X,X,X,X,X
JILZSTO,O,X,X,X,X,X,X,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,X,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,X,X,X,X,X
JILZOST,O,X,X,X,X,X,X,X,X,X,X,X
JILOTSZ,O,X,O,O,X,X,X,X,X,X,X,X
JILOTZS,O,X,O,X,X,X,X,X,X,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,O,X,X,X,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X,X,X,X,X,X
JISTLZO,X,X,X,O,O,O,X,X,X,X,X,O
JISTLOZ,X,X,X,O,X,O,X,X,X,X,X,X
JISTZLO,X,X,X,O,O,O,X,X,X,X,X,O
JISTZOL,X,X,X,O,X,O,X,X,X,X,X,X
JISTOLZ,X,X,X,O,X,O,X,X,X,X,X,X
JISTOZL,X,X,X,O,X,O,X,X,X,X,X,X
JISLTZO,O,X,X,O,O,O,X,X,X,X,X,O
JISLTOZ,O,X,X,O,X,O,X,X,X,X,X,X
JISLZTO,O,X,X,O,O,X,X,X,X,X,X,O
JISLZOT,O,X,X,O,O,X,X,X,X,X,X,X
JISLOTZ,O,X,X,O,O,X,X,X,X,X,X,X
JISLOZT,O,X,X,O,O,X,X,X,X,X,X,X
JISZTLO,O,X,X,O,O,O,X,X,X,X,X,O
JISZTOL,X,X,X,O,X,O,X,X,X,O,X,X
JISZLTO,O,X,X,O,O,X,X,X,X,X,X,O
JISZLOT,O,X,X,O,O,X,X,X,X,X,X,X
JISZOTL,X,X,X,O,O,X,X,X,X,O,X,X
JISZOLT,X,X,X,O,O,X,X,X,X,X,X,X
JISOTLZ,O,X,X,O,O,O,X,X,X,X,X,X
JISOTZL,O,X,X,O,O,O,X,X,X,X,X,X
JISOLTZ,O,X,X,O,O,X,X,X,X,X,X,X
JISOLZT,O,X,X,O,O,X,X,X,X,X,X,X
JISOZTL,O,X,X,O,O,X,X,X,X,O,X,X
JISOZLT,O,X,X,O,O,X,X,X,X,X,X,X
JIZTLSO,O,O,O,X,X,O,X,X,X,X,X,X
JIZTLOS,O,O,O,X,X,X,X,X,X,X,X,X
JIZTSLO,O,O,O,O,X,O,X,X,X,X,X,X
JIZTSOL,X,O,X,O,X,O,X,X,X,O,X,X
JIZTOLS,O,O,O,X,X,O,X,X,X,X,X,X
JIZTOSL,O,O,X,O,X,O,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,X,X,X,X,X,X,X
JIZLTOS,O,O,O,X,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,X,X,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,O,O,O,O,X,X,X,X,X,O
JIZSTOL,X,O,X,O,X,O,X,X,X,O,X,X
JIZSLTO,O,O,X,O,O,X,X,X,X,X,X,O
JIZSLOT,O,X,X,O,O,X,X,X,X,X,X,X
JIZSOTL,X,X,X,O,O,X,X,X,X,O,X,X
JIZSOLT,X,X,X,O,O,X,X,X,X,X,X,X
JIZOTLS,O,X,O,X,X,X,X,X,X,X,X,X
JIZOTSL,O,X,X,O,X,X,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,X,X,O,O,X,X,X,X,X,X,X
JIZOSLT,O,X,X,O,O,X,X,X,X,X,X,X
JIOTLSZ,O,X,O,O,X,O,X,X,X,X,X,X
JIOTLZS,O,X,O,X,X,O,X,X,X,X,X,X
JIOTSLZ,O,X,O,O,X,O,X,X,X,X,X,X
JIOTSZL,O,X,O,O,X,O,X,X,X,X,X,X
JIOTZLS,O,X,O,X,X,O,X,X,X,X,X,X
JIOTZSL,O,X,O,O,X,O,X,X,X,X,X,X
JIOLTSZ,O,X,O,O,X,X,X,X,X,X,X,X
JIOLTZS,O,X,O,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,X,O,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,O,X,X,O,O,O,X,X,X,X,X,X
JIOSTZL,O,X,X,O,O,O,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,O,X,X,X,X,X,X,X
JIOSLZT,O,X,X,O,O,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,O,X,X,X,X,X,X,X
JIOSZLT,O,X,X,O,O,X,X,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X,X,X,X,X
JIOZTSL,O,X,O,O,X,X,X,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,X,X,X,X
JIOZSTL,O,X,O,O,O,X,X,X,X,X,X,X
JIOZSLT,O,X,X,O,O,X,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,O,O,X,X,X,X,X
JLTISOZ,O,O,X,O,X,O,O,X,X,X,X,X
JLTIZSO,O,O,O,X,X,O,X,X,X,X,X,X
JLTIZOS,O,O,O,X,X,X,X,X,X,X,X,X
JLTIOSZ,O,O,X,O,X,O,O,X,X,X,X,X
JLTIOZS,O,O,O,X,X,O,X,X,X,X,X,X
JLTSIZO,O,O,O,O,X,O,O,O,X,X,X,X
JLTSIOZ,O,O,X,O,X,O,O,X,X,X,X,X
JLTSZIO,O,O,O,O,X,O,O,O,X,X,X,X
JLTSZOI,O,O,O,O,X,X,O,O,X,X,X,X
JLTSOIZ,O,O,X,O,X,O,O,X,X,X,X,X
JLTSOZI,O,O,X,O,X,O,O,O,X,X,X,X
JLTZISO,O,O,O,X,X,O,X,X,X,X,X,X
JLTZIOS,O,O,O,X,X,X,X,X,X,X,X,X
JLTZSIO,O,O,O,O,X,O,O,X,X,X,X,X
JLTZSOI,O,O,O,O,X,X,O,X,X,X,X,X
JLTZOIS,O,O,O,X,X,X,X,X,X,X,X,X
JLTZOSI,O,O,O,O,X,X,O,X,X,X,X,X
JLTOISZ,O,O,O,O,X,O,O,X,X,X,X,X
JLTOIZS,O,O,O,X,X,O,X,X,X,X,X,X
JLTOSIZ,O,O,O,O,X,O,O,X,X,X,X,X
JLTOSZI,O,O,O,O,X,O,O,X,X,X,X,X
JLTOZIS,O,O,O,X,X,O,X,X,X,X,X,X
JLTOZSI,O,O,O,O,X,O,O,X,X,X,X,X
JLITSZO,O,O,O,O,X,O,X,X,X,X,X,X
JLITSOZ,O,O,X,O,X,O,X,X,X,X,X,X
JLITZSO,O,O,O,X,X,O,X,X,X,X,X,X
JLITZOS,O,O,O,X,X,X,X,X,X,X,X,X
JLITOSZ,O,O,X,O,X,O,X,X,X,X,X,X
JLITOZS,O,O,O,X,X,O,X,X,X,X,X,X
JLISTZO,O,O,X,O,X,O,X,X,X,X,X,X
JLISTOZ,O,O,X,O,X,O,X,X,X,X,X,X
JLISZTO,O,X,X,O,X,X,X,X,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,X,X,X,X,X
JLISOTZ,O,X,X,O,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,O,X,X,X,X,X,X,X,X
JLIZTSO,O,X,O,X,X,X,X,X,X,X,X,X
JLIZTOS,O,X,O,X,X,X,X,X,X,X,X,X
JLIZSTO,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,O,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,O,O,X,X,X,X,X,X,X,X
JLIOTZS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X,X,X,X,X,X
JLSTIZO,O,O,O,O,X,O,O,O,X,X,X,X
JLSTIOZ,O,O,X,O,X,O,O,X,X,X,X,X
JLSTZIO,O,O,O,O,X,O,O,O,X,X,X,X
JLSTZOI,O,O,O,O,X,X,O,O,X,X,X,X
JLSTOIZ,O,O,X,O,X,O,O,X,X,X,X,X
JLSTOZI,O,O,X,O,X,O,O,O,X,X,X,X
JLSITZO,O,O,X,O,X,O,X,X,X,X,X,X
JLSITOZ,O,O,X,O,X,O,X,X,X,X,X,X
JLSIZTO,O,X,X,O,X,X,X,O,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,O,X,X,X,X
JLSIOTZ,O,X,X,O,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,O,X,X,X,X,X,X,X,X
JLSZTIO,O,O,O,O,X,X,O,O,X,X,X,X
JLSZTOI,O,O,O,O,X,X,O,O,X,X,X,X
JLSZITO,O,O,X,O,X,X,O,O,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,O,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,O,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,O,X,X,X,X
JLSOTIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,O,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,O,X,X,X,X,X,X,X,X
JLSOZTI,O,X,O,O,X,X,X,O,X,X,X,X
JLSOZIT,O,X,X,O,X,X,X,O,X,X,X,X
JLZTISO,O,O,O,X,X,X,X,X,X,X,X,X
