sequence,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhF0cBTfBlgBSnB/q?B2wB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFXcBifBGiBFlB8q?BzrB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gBTcB2kBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBzgBumBcn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeO/IvhFXbBRhBcnBThBFl?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFGbBTcBUgBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFxbBlgB3hBcnBmk?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBWmBTiB0m?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFWiBTfBKlBFmBXn?B8qB,v115@5gD8HeB8HeD8EeF8AeF8Je37IvhF1hBTfBcnBmfBxq?BCrB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFTfB0gB/qBCsBOr?BFsB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFXcBxkB8qBCsBOq?BFsB,v115@5gD8HeB8HeD8EeF8AeF8Je36IvhFxgBTiB2kBChB0m?BlqB
STJILZO,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
STJIZLO,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X
STJLIOZ,O,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X
STJLZIO,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X
STJLZOI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X
STJLOIZ,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STJLOZI,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STJZILO,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
STJZOIL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STJOLZI,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STJOZIL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZILJO,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZILOJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZIJLO,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZIJOL,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZIOLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZIOJL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X
STZLOIJ,O,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X
STZLOJI,O,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X
STZJILO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
STZJOIL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STZOIJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
STZOLJI,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
STZOJIL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STOIJLZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STOIZJL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
STOLIZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
STOLJIZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
STOLJZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
STOLZIJ,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
STOLZJI,O,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X
STOJILZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STOJLZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
STOJZIL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STOZIJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STOZLJI,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STOZJIL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SITLZJO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SITLOZJ,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SITJLZO,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SITJZLO,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJOLZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITZLOJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITZJOL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITZOLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOLJZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SILTZJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SILJTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILJZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILJOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
SILZOJT,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
SILOTJZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SILOJTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILOJZT,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SILOZTJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SILOZJT,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
SIJTLZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SIJTZLO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJLZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJLOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJOLZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SIZTLOJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZTJLO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SIZTOLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZTOJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZLTJO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZLTOJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZLJTO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SIZLOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIZJTLO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SIZOTJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZOLTJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SIZOLJT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIZOJTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOTLJZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIOTJLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOTZJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOLJTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOLJZT,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOLZTJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOLZJT,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
SIOJTLZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOJLZT,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOJZTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X
SIOZTLJ,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SIOZTJL,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIOZLTJ,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SIOZLJT,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOZJTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLTIJZO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
SLTIJOZ,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X
SLTIZJO,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X,X
SLTIZOJ,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X
SLTIOJZ,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
SLTIOZJ,O,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X
SLTJIZO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
SLTJIOZ,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X
SLTJZIO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
SLTJZOI,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
SLTJOIZ,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X
SLTJOZI,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X
SLTZIJO,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
SLTZJIO,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X
SLTZJOI,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
SLTZOIJ,O,O,O,X,O,X,O,O,X,X,O,O,X,O,X,X
SLTZOJI,O,O,X,X,O,X,O,O,X,X,O,O,X,O,X,X
SLTOIJZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
SLTOIZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
SLTOJIZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
SLTOJZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
SLTOZIJ,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
SLTOZJI,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
SLITJZO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
SLITJOZ,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
SLITZJO,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
SLITZOJ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SLITOJZ,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
SLITOZJ,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
SLIJTZO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIJTOZ,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X
SLIJZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
SLIJOZT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SLIZTOJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SLIZJTO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIZJOT,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIZOTJ,X,O,O,X,O,X,O,X,O,X,O,X,X,O,X,X
SLIZOJT,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X
SLIOTJZ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
SLIOTZJ,O,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
SLIOJTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
SLIOJZT,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SLIOZTJ,X,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X
SLIOZJT,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X
SLJTIZO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
SLJTIOZ,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X
SLJTZIO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
SLJTZOI,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
SLJTOIZ,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X
SLJTOZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
SLJITZO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLJITOZ,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X
SLJIZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
SLJIOZT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
SLJZTOI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
SLJZITO,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
SLJZIOT,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
SLJZOTI,O,O,O,X,O,X,O,X,X,O,X,O,X,O,X,X
SLJZOIT,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X
SLJOTIZ,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
SLJOTZI,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLJOITZ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLJOZTI,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X
SLJOZIT,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
SLZTIJO,O,O,O,X,O,X,O,O,X,O,O,X,X,X,O,X
SLZTIOJ,O,O,O,X,O,X,O,O,X,O,O,X,X,X,O,X
SLZTJIO,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
SLZTJOI,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X
SLZTOIJ,O,O,X,X,O,X,O,O,X,O,O,O,X,O,X,X
SLZTOJI,O,O,X,X,O,X,O,O,X,O,O,O,X,O,X,X
SLZITJO,O,O,O,X,O,X,O,O,O,O,O,X,X,X,O,X
SLZITOJ,O,O,O,X,O,X,O,O,O,O,O,X,X,X,O,X
SLZIJTO,O,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
SLZIJOT,O,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
SLZIOTJ,X,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
SLZIOJT,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,X
SLZJTIO,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
SLZJTOI,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X
SLZJITO,O,O,O,X,O,X,O,O,O,O,X,X,X,X,O,X
SLZJIOT,O,O,O,X,O,X,O,O,O,O,X,X,X,X,O,X
SLZJOTI,O,O,O,X,O,X,O,X,X,O,X,O,X,O,X,X
SLZJOIT,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X
SLZOTIJ,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
SLZOTJI,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
SLZOITJ,X,O,O,X,O,X,O,X,X,O,O,X,X,O,O,X
SLZOIJT,X,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X
SLZOJTI,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X
SLZOJIT,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SLOTIJZ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLOTIZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
SLOTJIZ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLOTZIJ,O,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X
SLOTZJI,O,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X
SLOITJZ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLOITZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
SLOIJTZ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOIZTJ,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X
SLOIZJT,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SLOJTIZ,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLOJTZI,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLOJITZ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLOJZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOZTIJ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X
SLOZTJI,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
SLOZITJ,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X
SLOZIJT,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SLOZJTI,X,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SLOZJIT,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SJTILZO,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTILOZ,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
SJTIZLO,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTIZOL,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SJTIOZL,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SJTLIZO,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X
SJTLZIO,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTLZOI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X
SJTLOIZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
SJTLOZI,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
SJTZILO,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTZIOL,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTZLIO,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SJTZLOI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X
SJTZOIL,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
SJTZOLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
