sequence,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBu?qBirB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBuqBF?nB0rBirB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex8IvhFXeBlgBUiBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFxdBlgB3iBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhF3cBFeB5lBT?iB0mB2wB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBFnBC?rBUrBmrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex7IvhFXeB0gBFnBC?rBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBq?qB2rB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBmrBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBOrBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhFchBXeB5lBF?nBTrBOsB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFXeBlgBxmB6?qBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je/AJvhFchBxdBFnBG?rBisBzqB
LZTISJO,X,X,X,X,X,O,O,X,X,X,X,X,X
LZTISOJ,X,X,X,X,X,O,O,X,X,X,X,X,X
LZTIOJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LZTJISO,X,O,X,X,O,O,O,X,X,X,X,X,X
LZTJIOS,X,O,X,X,O,O,O,X,X,X,X,X,X
LZTJSIO,X,O,X,X,O,O,O,X,X,X,X,X,X
LZTJSOI,X,O,X,X,O,O,O,X,X,X,X,X,X
LZTJOIS,X,O,X,X,O,O,O,X,X,X,X,X,X
LZTJOSI,X,O,X,X,O,O,O,X,X,X,X,X,X
LZTSIJO,X,X,X,X,X,O,O,X,O,O,X,X,X
LZTSIOJ,X,X,X,X,X,O,O,X,O,O,X,X,X
LZTSJIO,X,O,O,X,X,O,O,X,O,O,X,X,X
LZTSJOI,X,O,O,X,X,O,O,X,O,O,X,X,X
LZTSOIJ,X,X,X,X,X,O,O,X,O,O,X,X,X
LZTSOJI,X,X,O,X,X,O,O,X,O,O,X,X,X
LZTOIJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LZTOISJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LZTOJIS,X,X,X,X,X,O,O,X,X,X,X,X,X
LZTOJSI,X,X,X,X,O,O,O,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LZTOSJI,X,X,X,X,O,O,O,X,X,X,X,X,X
LZITJSO,X,X,X,X,O,X,O,X,X,X,X,X,X
LZITJOS,X,X,X,X,O,X,O,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,O,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LZITOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
LZITOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LZIJTSO,X,X,O,X,O,X,O,X,X,X,X,X,X
LZIJTOS,X,X,X,X,O,X,O,X,X,X,X,X,X
LZIJSTO,O,X,O,X,O,X,X,O,O,X,X,X,X
LZIJSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LZIJOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZIJOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LZISTJO,X,X,X,X,X,X,O,X,O,O,X,X,X
LZISTOJ,X,X,X,X,X,X,O,O,O,O,X,X,X
LZISJTO,O,X,O,X,X,X,X,O,X,X,X,X,X
LZISJOT,O,X,X,X,X,X,X,O,X,X,X,X,X
LZISOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
LZISOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LZIOTJS,X,X,X,X,O,X,O,X,X,X,O,X,X
LZIOTSJ,X,X,X,X,O,X,O,X,X,X,O,X,X
LZIOJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LZIOJST,X,X,X,X,O,X,X,O,X,X,X,X,X
LZIOSTJ,X,X,X,X,O,X,X,O,X,X,O,X,X
LZIOSJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LZJTISO,X,O,O,X,O,X,O,X,X,X,X,X,X
LZJTIOS,X,O,X,X,O,X,O,X,X,X,X,X,X
LZJTSIO,O,O,O,X,O,X,O,O,O,X,X,X,X
LZJTSOI,O,O,O,X,O,X,O,O,O,X,X,X,X
LZJTOIS,X,O,X,X,O,X,O,X,X,X,X,X,X
LZJTOSI,O,O,X,X,O,X,O,O,X,X,X,X,X
LZJITSO,X,X,O,X,O,X,O,X,X,X,X,X,X
LZJITOS,X,X,X,X,O,X,O,X,X,X,X,X,X
LZJISTO,O,X,O,X,O,X,X,O,O,X,X,X,X
LZJISOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LZJIOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LZJSTIO,O,O,O,X,O,X,O,O,O,X,X,X,X
LZJSTOI,O,O,O,X,O,X,O,O,O,X,X,X,X
LZJSITO,O,X,O,X,O,X,X,O,O,X,X,X,X
LZJSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJSOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJOTIS,X,O,X,X,O,X,X,X,X,X,X,X,X
LZJOTSI,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJOITS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,O,X,X,O,X,X,X,X,X
LZJOSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJOSIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LZSTIJO,X,X,X,X,X,O,O,X,O,O,X,X,X
LZSTIOJ,X,X,X,X,X,O,O,O,O,O,X,X,X
LZSTJIO,X,O,O,X,X,O,O,X,O,O,X,X,X
LZSTJOI,X,O,O,X,X,O,O,X,O,O,X,X,X
LZSTOIJ,X,X,X,X,X,O,O,O,O,O,X,X,X
LZSTOJI,X,X,O,X,X,O,O,O,O,O,X,X,X
LZSITJO,X,X,X,X,X,X,O,X,O,O,X,X,X
LZSITOJ,X,X,X,X,X,O,O,O,O,O,X,X,X
LZSIJTO,O,X,O,X,X,X,X,O,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,O,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X
LZSIOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LZSJTIO,O,O,O,X,X,X,O,O,O,X,X,X,X
LZSJTOI,O,O,O,X,X,X,O,O,O,X,X,X,X
LZSJITO,O,X,O,X,X,X,X,O,O,X,X,X,X
LZSJIOT,O,O,X,X,X,X,X,O,X,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X,O,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LZSOTIJ,X,X,X,X,X,O,O,O,X,X,X,X,X
LZSOTJI,X,X,O,X,X,O,O,O,X,X,X,X,X
LZSOITJ,X,X,X,X,X,O,X,O,X,X,X,X,X
LZSOIJT,X,X,O,X,X,X,X,O,X,X,X,X,X
LZSOJTI,X,X,O,X,X,X,X,O,X,X,X,X,X
LZSOJIT,X,X,O,X,X,X,X,O,X,X,X,X,X
LZOTIJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LZOTISJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LZOTJIS,X,X,X,X,X,O,O,X,X,X,X,X,X
LZOTJSI,X,X,X,X,O,O,O,X,X,X,X,X,X
LZOTSIJ,X,X,X,X,O,O,O,X,X,O,X,X,X
LZOTSJI,X,X,O,X,O,O,O,X,X,O,X,X,X
LZOITJS,X,X,X,X,O,X,O,X,X,X,O,X,X
LZOITSJ,X,X,X,X,O,X,O,X,X,X,O,X,X
LZOIJTS,X,X,O,X,O,X,X,X,X,X,O,X,X
LZOIJST,X,X,O,X,O,X,X,O,X,X,X,X,X
LZOISTJ,X,X,X,X,O,X,X,O,X,O,O,X,X
LZOISJT,X,X,O,X,X,X,X,O,X,X,X,X,X
LZOJTIS,X,X,O,X,X,X,X,X,X,X,X,X,X
LZOJTSI,X,X,O,X,O,X,X,O,X,X,X,X,X
LZOJITS,X,X,O,X,X,X,X,X,X,X,X,X,X
LZOJIST,X,X,O,X,X,X,X,O,X,X,X,X,X
LZOJSTI,X,X,O,X,O,X,X,O,X,X,X,X,X
LZOJSIT,X,X,O,X,X,X,X,O,X,X,X,X,X
LZOSTIJ,X,X,X,X,O,O,O,O,X,O,X,X,X
LZOSTJI,X,X,O,X,O,O,O,O,X,O,X,X,X
LZOSITJ,X,X,X,X,X,O,X,O,X,O,X,X,X
LZOSIJT,X,X,O,X,X,X,X,O,X,X,X,X,X
LZOSJTI,X,X,O,X,X,X,X,O,X,X,X,X,X
LZOSJIT,X,X,O,X,X,X,X,O,X,X,X,X,X
LOTIJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LOTIJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LOTISJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LOTISZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
LOTIZJS,X,X,X,X,O,O,X,X,X,X,O,X,X
LOTIZSJ,X,X,X,X,O,O,X,X,X,X,O,O,X
LOTJISZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LOTJIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LOTJSIZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LOTJSZI,X,O,X,X,O,O,X,O,X,X,X,X,X
LOTJZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
LOTJZSI,X,O,X,X,O,O,X,O,X,X,X,X,X
LOTSIJZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LOTSIZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LOTSJIZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LOTSJZI,X,O,X,X,O,O,X,O,X,X,X,X,X
LOTSZIJ,X,X,X,X,O,O,O,O,X,O,O,O,X
LOTSZJI,X,X,O,X,O,O,O,O,X,O,X,X,X
LOTZIJS,X,X,X,X,O,O,O,X,X,X,O,X,X
LOTZISJ,X,X,X,X,O,O,O,X,X,X,O,O,X
LOTZJIS,X,X,X,X,X,O,O,X,X,X,X,X,X
LOTZJSI,X,X,X,X,O,O,O,X,X,X,X,X,X
LOTZSIJ,X,X,X,X,O,O,O,X,X,O,O,O,X
LOTZSJI,X,X,O,X,O,O,O,X,X,O,X,X,X
LOITJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LOITJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LOITSJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LOITSZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
LOITZJS,X,X,X,X,O,O,X,X,X,X,O,X,X
LOITZSJ,X,X,X,X,O,O,X,X,X,X,O,O,X
LOIJTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LOIJSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LOIJZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LOIJZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LOISTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LOISTZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LOISJTZ,O,X,X,O,O,O,X,O,X,X,X,X,X
LOISJZT,O,X,X,O,O,X,X,O,X,X,X,X,X
LOISZTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LOISZJT,X,X,X,O,X,X,X,O,X,X,X,X,X
LOIZTJS,X,X,X,X,O,X,X,X,X,X,O,X,X
LOIZTSJ,X,X,X,X,O,X,X,X,X,X,O,O,X
LOIZJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LOIZJST,X,X,X,X,O,X,X,O,X,X,X,X,X
LOIZSTJ,X,X,X,X,O,X,X,O,X,O,O,O,X
LOIZSJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LOJTISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJTIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LOJTSIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LOJTSZI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOJTZIS,X,O,O,X,O,O,X,X,X,X,X,X,X
LOJTZSI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOJITSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LOJISTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJIZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LOJIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJSTIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LOJSTZI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOJSITZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LOJSIZT,O,O,X,O,O,X,X,O,X,X,X,X,X
LOJSZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,O,X,X,X,X,X
LOJZTIS,X,O,O,X,O,X,X,X,X,X,X,X,X
LOJZTSI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOJZITS,X,X,O,X,O,X,X,X,X,X,X,X,X
LOJZIST,O,X,O,X,O,X,X,O,X,X,X,X,X
LOJZSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOJZSIT,O,O,O,O,O,X,X,O,X,X,X,X,X
LOSTIJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LOSTIZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LOSTJIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LOSTJZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LOSTZIJ,X,X,X,X,O,O,O,O,X,O,O,O,X
LOSTZJI,X,X,O,X,O,O,O,O,X,O,X,X,X
LOSITJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LOSITZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LOSIJTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LOSIJZT,O,O,X,O,O,X,X,O,X,X,X,X,X
LOSIZTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LOSIZJT,X,X,O,O,X,X,X,O,X,X,X,X,X
LOSJTIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LOSJTZI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOSJITZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LOSJIZT,O,O,X,O,O,X,X,O,X,X,X,X,X
LOSJZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X,O,X,X,X,X,X
LOSZTIJ,X,X,X,X,O,O,O,O,X,O,X,X,X
LOSZTJI,X,X,O,X,O,O,O,O,X,O,X,X,X
LOSZITJ,X,X,X,X,X,O,X,O,X,O,X,X,X
LOSZIJT,X,X,O,O,X,X,X,O,X,X,X,X,X
LOSZJTI,X,X,O,O,X,X,X,O,X,X,X,X,X
LOSZJIT,X,X,O,O,X,X,X,O,X,X,X,X,X
LOZTIJS,X,X,X,X,O,O,O,X,X,X,O,X,X
LOZTISJ,X,X,X,X,O,O,O,X,X,X,O,X,X
LOZTJIS,X,X,X,X,X,O,O,X,X,X,X,X,X
LOZTJSI,X,X,X,X,O,O,O,X,X,X,X,X,X
LOZTSIJ,X,X,X,X,O,O,O,X,X,O,O,X,X
LOZTSJI,X,X,O,X,O,O,O,X,X,O,X,X,X
LOZITJS,X,X,X,X,O,X,O,X,X,X,O,X,X
LOZITSJ,X,X,X,X,O,X,O,X,X,X,O,X,X
LOZIJTS,X,X,O,X,O,X,X,X,X,X,O,X,X
LOZIJST,X,X,O,X,O,X,X,O,X,X,X,X,X
LOZISTJ,X,X,X,X,O,X,X,O,X,O,O,X,X
LOZISJT,X,X,O,X,X,X,X,O,X,X,X,X,X
LOZJTIS,X,X,O,X,X,X,X,X,X,X,X,X,X
LOZJTSI,X,X,O,X,O,X,X,O,X,X,X,X,X
LOZJITS,X,X,O,X,X,X,X,X,X,X,X,X,X
LOZJIST,X,X,O,X,X,X,X,O,X,X,X,X,X
LOZJSTI,X,X,O,X,O,X,X,O,X,X,X,X,X
LOZJSIT,X,X,O,X,X,X,X,O,X,X,X,X,X
LOZSTIJ,X,X,X,X,O,O,O,O,X,O,X,X,X
LOZSTJI,X,X,O,X,O,O,O,O,X,O,X,X,X
LOZSITJ,X,X,X,X,X,O,X,O,X,O,X,X,X
LOZSIJT,X,X,O,X,X,X,X,O,X,X,X,X,X
LOZSJTI,X,X,O,X,X,X,X,O,X,X,X,X,X
LOZSJIT,X,X,O,X,X,X,X,O,X,X,X,X,X
JTILSZO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTILSOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTILZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILOSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTISLZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JTISLOZ,O,O,X,X,O,X,X,X,X,X,X,X,X
JTISZLO,X,O,O,O,O,X,X,X,O,X,X,O,O
JTISZOL,O,O,O,O,O,X,X,X,O,X,X,O,X
JTISOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTISOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
JTIZLSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JTIZLOS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIZSLO,X,O,O,O,O,X,X,X,O,X,X,O,O
JTIZSOL,X,O,O,O,O,X,X,X,O,X,X,O,X
JTIZOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIZOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X
JTIOSZL,O,O,X,X,O,X,X,X,X,X,X,O,X
JTIOZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIOZSL,X,O,X,X,O,X,X,X,X,X,X,O,X
JTLISZO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTLISOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTLIZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLIZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLIOSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTLIOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLSIZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JTLSIOZ,O,O,X,X,O,O,X,X,X,X,X,X,X
JTLSZIO,O,O,O,O,O,O,O,X,O,X,X,X,O
JTLSZOI,O,O,O,O,O,O,O,X,O,X,X,X,O
JTLSOIZ,O,O,X,O,O,O,X,X,X,X,X,X,X
JTLSOZI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTLZISO,X,O,O,X,O,O,O,X,X,X,X,X,X
JTLZIOS,X,O,X,X,O,O,O,X,X,X,X,X,X
JTLZSIO,O,O,O,O,O,O,O,X,O,X,X,X,O
JTLZSOI,O,O,O,O,O,O,O,X,O,X,X,X,O
JTLZOIS,X,O,X,X,O,O,O,X,X,X,X,X,X
JTLZOSI,O,O,X,X,O,O,O,X,X,X,X,X,X
JTLOISZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,X,O,O,X,X,X,X,X,X,X
JTLOSZI,O,O,X,X,O,O,X,X,X,X,X,X,X
JTLOZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
JTLOZSI,O,O,X,X,O,O,X,X,X,X,X,X,X
JTSILZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JTSILOZ,O,O,X,X,O,O,X,X,X,X,X,X,X
JTSIZLO,X,O,O,O,O,X,X,X,O,X,X,O,O
JTSIZOL,O,O,O,O,O,X,X,X,O,X,X,O,X
JTSIOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTSIOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
JTSLIZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JTSLIOZ,O,O,X,X,O,O,X,X,X,X,X,X,X
JTSLZIO,O,O,O,O,O,O,O,X,O,X,X,X,O
JTSLZOI,O,O,O,O,O,O,O,X,O,X,X,X,O
JTSLOIZ,O,O,X,O,O,O,X,X,X,X,X,X,X
JTSLOZI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTSZILO,X,O,O,O,O,X,X,X,O,X,X,O,O
JTSZIOL,O,O,O,O,O,X,X,X,O,X,X,O,X
JTSZLIO,X,O,O,O,O,X,O,X,O,X,X,X,O
JTSZLOI,X,O,O,O,O,X,O,X,O,X,X,X,O
JTSZOIL,O,O,O,O,O,X,X,X,O,X,X,X,X
JTSZOLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JTSOILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTSOIZL,O,O,X,O,O,X,X,X,O,X,O,O,X
JTSOLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTSOLZI,O,O,X,O,O,X,X,X,X,X,X,X,X
JTSOZIL,O,O,O,O,O,X,X,X,O,X,O,O,X
JTSOZLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JTZILSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JTZILOS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZISLO,X,O,O,O,O,X,X,X,O,X,X,O,O
JTZISOL,X,O,O,O,O,X,X,X,O,X,X,O,X
JTZIOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZIOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTZLISO,X,O,O,X,O,X,O,X,X,X,X,X,X
JTZLIOS,X,O,X,X,O,X,O,X,X,X,X,X,X
JTZLSIO,X,O,O,O,O,X,O,X,O,X,X,X,O
JTZLSOI,X,O,O,O,O,X,O,X,O,X,X,X,O
JTZLOIS,X,O,X,X,O,X,O,X,X,X,X,X,X
JTZLOSI,X,O,X,X,O,X,O,X,X,X,X,X,X
JTZSILO,X,O,O,O,O,X,X,X,O,X,X,O,O
JTZSIOL,O,O,O,O,O,X,X,X,O,X,X,O,X
JTZSLIO,X,O,O,O,O,X,O,X,O,X,X,X,O
JTZSLOI,X,O,O,O,O,X,O,X,O,X,X,X,O
JTZSOIL,O,O,O,O,O,X,X,X,O,X,X,X,X
JTZSOLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JTZOILS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZOISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTZOLIS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZOLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZOSIL,O,O,O,O,O,X,X,X,O,X,X,X,X
JTZOSLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JTOILSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTOILZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,X,O,X,X,X,X,X,X,X,X
JTOISZL,O,O,X,X,O,X,X,X,X,X,O,O,X
JTOIZLS,X,O,X,X,O,X,X,X,X,X,O,X,X
JTOIZSL,X,O,X,X,O,X,X,X,X,X,O,O,X
JTOLISZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JTOLIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,X,O,X,X,X,X,X,X,X,X
JTOLSZI,O,O,X,X,O,X,X,X,X,X,X,X,X
JTOLZIS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOLZSI,O,O,X,X,O,X,X,X,X,X,X,X,X
JTOSILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTOSIZL,O,O,X,O,O,X,X,X,O,X,O,O,X
JTOSLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JTOSLZI,O,O,X,O,O,X,X,X,X,X,X,X,X
JTOSZIL,O,O,O,O,O,X,X,X,O,X,O,O,X
JTOSZLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JTOZILS,X,O,X,X,O,X,X,X,X,X,O,X,X
JTOZISL,X,O,O,X,O,X,X,X,X,X,O,O,X
JTOZLIS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOZLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOZSIL,O,O,O,O,O,X,X,X,O,X,O,O,X
JTOZSLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JITLSZO,O,X,X,X,O,X,X,X,X,X,X,X,X
JITLSOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JITLZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLOSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JITLOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JITSLOZ,O,O,X,X,O,X,X,X,X,X,X,X,X
JITSZLO,X,O,O,O,O,X,X,X,O,X,X,O,O
JITSZOL,O,O,O,O,O,X,X,X,O,X,X,O,X
JITSOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JITSOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
JITZLSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JITZLOS,X,O,X,X,O,X,X,X,X,X,X,X,X
JITZSLO,X,O,O,O,O,X,X,X,O,X,X,O,O
JITZSOL,X,O,O,O,O,X,X,X,O,X,X,O,X
JITZOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JITZOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JITOLZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X
JITOSZL,O,O,X,X,O,X,X,X,X,X,X,O,X
JITOZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JITOZSL,X,O,X,X,O,X,X,X,X,X,X,O,X
JILTSZO,O,X,X,X,O,X,X,O,X,X,X,X,X
JILTSOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JILTZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JILTOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JILSTZO,O,X,X,X,O,X,X,O,O,X,X,X,X
JILSTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JILSZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JILSZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
