sequence,v115@5gB8HeB8GeE8DeF8CeG8JeNAJvhFGcBTeBZkB8lBfq?B6pB,v115@5gB8HeB8GeE8DeF8CeG8Je//IvhFRbBchBTeB6lBNp?BeqB,v115@5gB8HeB8GeE8DeF8CeG8Je2/IvhFRbBchBTeB9lBKp?BfqB,v115@5gB8HeB8GeE8DeF8CeG8JeR7IvhFchBTeB6lBOpBdq?B/pB,v115@5gB8HeB8GeE8DeF8CeG8Je06IvhFShBTeBxpBNpBml?BXqB,v115@5gB8HeB8GeE8DeF8CeG8JeO/IvhFxbBTeBXhBcpBNq?BCqB,v115@5gB8HeB8GeE8DeF8CeG8JedAJvhFCcBTeBZkBXhBWq?B0pB
LSIJTZO,X,X,O,X,O,X,O
LSIJTOZ,X,X,O,X,O,X,O
LSIJZTO,O,X,X,X,X,X,O
LSIJZOT,O,X,X,X,X,X,O
LSIJOTZ,X,X,O,X,O,X,O
LSIJOZT,O,X,X,X,X,X,O
LSIZTJO,O,X,O,X,O,O,X
LSIZTOJ,O,X,O,X,O,O,X
LSIZJTO,O,X,X,X,X,X,O
LSIZJOT,O,X,X,X,X,X,O
LSIZOTJ,O,X,O,X,O,O,X
LSIZOJT,O,X,X,X,X,X,O
LSIOTJZ,X,X,O,X,O,X,O
LSIOTZJ,O,X,O,X,O,O,X
LSIOJTZ,X,X,O,X,O,X,O
LSIOJZT,O,X,X,X,X,X,O
LSIOZTJ,O,X,O,X,O,O,X
LSIOZJT,O,X,X,X,X,X,O
LSJTIZO,X,O,O,X,X,X,O
LSJTIOZ,X,O,O,X,X,X,O
LSJTZIO,X,O,O,X,X,X,O
LSJTZOI,X,O,O,X,X,X,O
LSJTOIZ,X,O,O,X,X,X,O
LSJTOZI,X,O,O,X,X,X,O
LSJITZO,X,X,O,X,X,X,O
LSJITOZ,X,X,O,X,X,X,O
LSJIZTO,O,X,X,X,X,X,O
LSJIZOT,O,X,X,X,X,X,O
LSJIOTZ,X,X,O,X,X,X,O
LSJIOZT,O,X,X,X,X,X,O
LSJZTIO,O,O,O,X,X,X,O
LSJZTOI,O,O,O,X,X,X,O
LSJZITO,O,X,X,X,X,X,O
LSJZIOT,O,X,X,X,X,X,O
LSJZOTI,O,O,O,X,X,X,O
LSJZOIT,O,X,X,X,X,X,O
LSJOTIZ,X,O,O,X,X,X,O
LSJOTZI,X,O,O,X,X,X,O
LSJOITZ,X,X,O,X,X,X,O
LSJOIZT,O,X,X,X,X,X,O
LSJOZTI,O,O,O,X,X,X,O
LSJOZIT,O,X,X,X,X,X,O
LSZTIJO,O,X,O,X,X,X,X
LSZTIOJ,O,X,O,X,X,X,X
LSZTJIO,O,X,O,O,X,X,X
LSZTJOI,O,X,O,O,X,X,X
LSZTOIJ,O,X,O,X,X,X,X
LSZTOJI,O,X,O,O,X,X,X
LSZITJO,O,X,O,X,X,O,X
LSZITOJ,O,X,O,X,X,O,X
LSZIJTO,O,X,X,X,X,X,O
LSZIJOT,O,X,X,X,X,X,O
LSZIOTJ,O,X,O,X,X,O,X
LSZIOJT,O,X,X,X,X,X,O
LSZJTIO,O,O,O,X,X,X,O
LSZJTOI,O,O,O,X,X,X,O
LSZJITO,O,X,X,X,X,X,O
LSZJIOT,O,X,X,X,X,X,O
LSZJOTI,O,O,O,X,X,X,O
LSZJOIT,O,X,X,X,X,X,O
LSZOTIJ,O,X,O,X,X,X,X
LSZOTJI,O,X,O,O,X,X,X
LSZOITJ,O,X,O,X,X,O,X
LSZOIJT,O,X,X,X,X,X,O
LSZOJTI,O,O,O,X,X,X,O
LSZOJIT,O,X,X,X,X,X,O
LSOTIJZ,X,X,O,X,X,X,O
LSOTIZJ,O,X,O,X,X,O,X
LSOTJIZ,X,X,O,X,X,X,O
LSOTJZI,X,X,O,O,X,X,O
LSOTZIJ,O,X,O,X,X,O,X
LSOTZJI,O,X,O,O,X,O,X
LSOITJZ,X,X,O,X,O,X,O
LSOITZJ,O,X,O,X,O,O,X
LSOIJTZ,X,X,O,X,O,X,O
LSOIJZT,O,X,X,X,X,X,O
LSOIZTJ,O,X,O,X,O,O,X
LSOIZJT,O,X,X,X,X,X,O
LSOJTIZ,X,O,O,X,X,X,O
LSOJTZI,X,O,O,X,X,X,O
LSOJITZ,X,X,O,X,X,X,O
LSOJIZT,O,X,X,X,X,X,O
LSOJZTI,O,O,O,X,X,X,O
LSOJZIT,O,X,X,X,X,X,O
LSOZTIJ,O,X,O,X,X,X,X
LSOZTJI,O,X,O,O,X,X,X
LSOZITJ,O,X,O,X,X,O,X
LSOZIJT,O,X,X,X,X,X,O
LSOZJTI,O,O,O,X,X,X,O
LSOZJIT,O,X,X,X,X,X,O
LZTIJSO,X,X,X,O,X,X,X
LZTIJOS,X,X,X,O,X,X,X
LZTISJO,X,X,O,X,X,X,X
LZTISOJ,X,X,O,X,X,X,X
LZTIOJS,X,X,X,O,X,X,X
LZTIOSJ,X,X,O,X,X,X,X
LZTJISO,X,O,X,O,X,X,X
LZTJIOS,X,O,X,O,X,X,X
LZTJSIO,O,O,O,O,X,O,X
LZTJSOI,O,O,O,O,X,O,X
LZTJOIS,X,O,X,O,X,X,X
LZTJOSI,O,O,O,O,X,O,X
LZTSIJO,O,X,O,X,X,O,X
LZTSIOJ,O,O,O,X,X,O,X
LZTSJIO,O,O,O,O,X,O,X
LZTSJOI,O,O,O,O,X,O,X
LZTSOIJ,O,O,O,X,X,O,X
LZTSOJI,O,O,O,O,X,O,X
LZTOIJS,X,X,X,O,X,X,X
LZTOISJ,X,X,O,X,X,X,X
LZTOJIS,X,O,X,O,X,X,X
LZTOJSI,O,O,O,O,X,O,X
LZTOSIJ,O,O,O,X,X,O,X
LZTOSJI,O,O,O,O,X,O,X
LZITJSO,X,X,X,O,X,X,X
LZITJOS,X,X,X,O,O,X,X
LZITSJO,X,X,O,X,O,X,X
LZITSOJ,X,X,O,X,O,X,X
LZITOJS,X,X,X,O,O,X,X
LZITOSJ,X,X,O,X,O,X,X
LZIJTSO,X,O,X,X,X,X,X
LZIJTOS,X,O,X,X,X,X,X
LZIJSTO,O,X,X,X,X,X,X
LZIJSOT,O,X,X,X,X,X,X
LZIJOTS,X,O,X,X,X,X,X
LZIJOST,O,X,X,X,X,X,X
LZISTJO,O,X,O,X,O,X,X
LZISTOJ,O,X,O,X,O,X,X
LZISJTO,O,X,X,X,X,X,X
LZISJOT,O,X,X,X,X,X,X
LZISOTJ,O,X,O,X,O,X,X
LZISOJT,O,X,X,X,X,X,X
LZIOTJS,X,X,X,O,O,X,X
LZIOTSJ,X,X,O,X,O,X,X
LZIOJTS,X,O,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,X
LZIOSTJ,O,X,O,X,O,X,X
LZIOSJT,O,X,X,X,X,X,X
LZJTISO,X,O,X,O,X,X,X
LZJTIOS,X,O,X,O,X,X,X
LZJTSIO,O,O,O,O,X,O,X
LZJTSOI,O,O,O,O,X,O,X
LZJTOIS,X,O,X,O,X,X,X
LZJTOSI,O,O,O,O,X,O,X
LZJITSO,X,O,X,X,X,X,X
LZJITOS,X,O,X,X,X,X,X
LZJISTO,O,X,X,X,X,X,X
LZJISOT,O,X,X,X,X,X,X
LZJIOTS,X,O,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,X
LZJSTIO,O,O,O,X,X,X,X
LZJSTOI,O,O,O,X,X,X,X
LZJSITO,O,X,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X
LZJSOIT,O,X,X,X,X,X,X
LZJOTIS,X,O,X,O,X,X,X
LZJOTSI,O,O,O,O,X,O,X
LZJOITS,X,O,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X
LZJOSTI,O,O,O,X,X,X,X
LZJOSIT,O,X,X,X,X,X,X
LZSTIJO,O,X,O,X,X,X,X
LZSTIOJ,O,X,O,X,X,X,X
LZSTJIO,O,X,O,O,X,X,X
LZSTJOI,O,X,O,O,X,X,X
LZSTOIJ,O,X,O,X,X,X,X
LZSTOJI,O,X,O,O,X,X,X
LZSITJO,O,X,O,X,X,O,X
LZSITOJ,O,X,O,X,X,O,X
LZSIJTO,O,X,X,X,X,X,X
LZSIJOT,O,X,X,X,X,X,X
LZSIOTJ,O,X,O,X,X,O,X
LZSIOJT,O,X,X,X,X,X,X
LZSJTIO,O,O,O,X,X,X,X
LZSJTOI,O,O,O,X,X,X,X
LZSJITO,O,X,X,X,X,X,X
LZSJIOT,O,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X
LZSOTIJ,O,X,O,X,X,X,X
LZSOTJI,O,X,O,O,X,X,X
LZSOITJ,O,X,O,X,X,O,X
LZSOIJT,O,X,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X
LZOTIJS,X,X,X,O,X,X,X
LZOTISJ,X,X,O,X,X,X,X
LZOTJIS,X,O,X,O,X,X,X
LZOTJSI,O,O,O,O,X,O,X
LZOTSIJ,O,O,O,X,X,O,X
LZOTSJI,O,O,O,O,X,O,X
LZOITJS,X,X,X,O,O,X,X
LZOITSJ,X,X,O,X,O,X,X
LZOIJTS,X,O,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,X
LZOISTJ,O,X,O,X,O,X,X
LZOISJT,O,X,X,X,X,X,X
LZOJTIS,X,O,X,O,X,X,X
LZOJTSI,O,O,O,O,X,O,X
LZOJITS,X,O,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X
LZOJSTI,O,O,O,X,X,X,X
LZOJSIT,O,X,X,X,X,X,X
LZOSTIJ,O,X,O,X,X,X,X
LZOSTJI,O,X,O,O,X,X,X
LZOSITJ,O,X,O,X,X,O,X
LZOSIJT,O,X,X,X,X,X,X
LZOSJTI,O,O,O,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,O,X,X
LOTIJZS,X,X,X,O,O,X,X
LOTISJZ,X,X,O,X,O,X,X
LOTISZJ,X,X,O,X,O,X,X
LOTIZJS,X,X,X,O,O,X,X
LOTIZSJ,X,X,O,X,O,X,X
LOTJISZ,X,O,X,X,X,X,X
LOTJIZS,X,O,X,O,X,X,X
LOTJSIZ,X,O,O,X,X,X,X
LOTJSZI,X,O,O,O,X,X,X
LOTJZIS,X,O,X,O,X,X,X
LOTJZSI,X,O,O,O,X,X,X
LOTSIJZ,X,X,O,X,X,X,X
LOTSIZJ,X,X,O,X,X,O,X
LOTSJIZ,X,O,O,X,X,X,X
LOTSJZI,X,O,O,O,X,X,X
LOTSZIJ,X,O,O,X,X,O,X
LOTSZJI,X,O,O,O,X,O,X
LOTZIJS,X,X,X,O,X,X,X
LOTZISJ,X,X,O,X,X,X,X
LOTZJIS,X,O,X,O,X,X,X
LOTZJSI,X,O,O,O,X,O,X
LOTZSIJ,X,O,O,X,X,O,X
LOTZSJI,X,O,O,O,X,O,X
LOITJSZ,X,X,X,X,O,X,X
LOITJZS,X,X,X,O,O,X,X
LOITSJZ,X,X,O,X,O,X,X
LOITSZJ,X,X,O,X,O,X,X
LOITZJS,X,X,X,O,O,X,X
LOITZSJ,X,X,O,X,O,X,X
LOIJTSZ,X,O,X,X,O,X,O
LOIJTZS,X,O,X,X,O,X,X
LOIJSTZ,X,X,O,X,O,X,O
LOIJSZT,O,X,X,X,X,X,O
LOIJZTS,X,O,X,X,X,X,X
LOIJZST,O,X,X,X,X,X,X
LOISTJZ,X,X,O,X,O,X,O
LOISTZJ,O,X,O,X,O,X,X
LOISJTZ,X,X,O,X,O,X,O
LOISJZT,O,X,X,X,X,X,O
LOISZTJ,O,X,O,X,O,X,X
LOISZJT,O,X,X,X,X,X,O
LOIZTJS,X,X,X,O,O,X,X
LOIZTSJ,X,X,O,X,O,X,X
LOIZJTS,X,O,X,X,X,X,X
LOIZJST,O,X,X,X,X,X,X
LOIZSTJ,O,X,O,X,O,X,X
LOIZSJT,O,X,X,X,X,X,X
LOJTISZ,X,O,X,X,X,X,O
LOJTIZS,X,O,X,O,X,X,X
LOJTSIZ,X,O,O,X,X,X,O
LOJTSZI,X,O,O,O,X,X,O
LOJTZIS,X,O,X,O,X,X,X
LOJTZSI,X,O,O,O,X,X,X
LOJITSZ,X,O,X,X,O,X,O
LOJITZS,X,O,X,X,O,X,X
LOJISTZ,X,X,O,X,O,X,O
LOJISZT,O,X,X,X,X,X,O
LOJIZTS,X,O,X,X,X,X,X
LOJIZST,O,X,X,X,X,X,X
LOJSTIZ,X,O,O,X,X,X,O
LOJSTZI,X,O,O,X,X,X,O
LOJSITZ,X,X,O,X,X,X,O
LOJSIZT,O,X,X,X,X,X,O
LOJSZTI,O,O,O,X,X,X,O
LOJSZIT,O,X,X,X,X,X,O
LOJZTIS,X,O,X,O,X,X,X
LOJZTSI,O,O,O,O,X,X,X
LOJZITS,X,O,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X
LOJZSTI,O,O,O,X,X,X,X
LOJZSIT,O,X,X,X,X,X,X
LOSTIJZ,X,X,O,X,X,X,O
LOSTIZJ,O,X,O,X,X,O,X
LOSTJIZ,X,X,O,X,X,X,O
LOSTJZI,X,X,O,O,X,X,O
LOSTZIJ,O,X,O,X,X,O,X
LOSTZJI,O,X,O,O,X,O,X
LOSITJZ,X,X,O,X,O,X,O
LOSITZJ,O,X,O,X,O,O,X
LOSIJTZ,X,X,O,X,O,X,O
LOSIJZT,O,X,X,X,X,X,O
LOSIZTJ,O,X,O,X,O,O,X
LOSIZJT,O,X,X,X,X,X,O
LOSJTIZ,X,O,O,X,X,X,O
LOSJTZI,X,O,O,X,X,X,O
LOSJITZ,X,X,O,X,X,X,O
LOSJIZT,O,X,X,X,X,X,O
LOSJZTI,O,O,O,X,X,X,O
LOSJZIT,O,X,X,X,X,X,O
LOSZTIJ,O,X,O,X,X,X,X
LOSZTJI,O,X,O,O,X,X,X
LOSZITJ,O,X,O,X,X,O,X
LOSZIJT,O,X,X,X,X,X,O
LOSZJTI,O,O,O,X,X,X,O
LOSZJIT,O,X,X,X,X,X,O
LOZTIJS,X,X,X,O,X,X,X
LOZTISJ,X,X,O,X,X,X,X
LOZTJIS,X,O,X,O,X,X,X
LOZTJSI,O,O,O,O,X,O,X
LOZTSIJ,O,O,O,X,X,O,X
LOZTSJI,O,O,O,O,X,O,X
LOZITJS,X,X,X,O,O,X,X
LOZITSJ,X,X,O,X,O,X,X
LOZIJTS,X,O,X,X,X,X,X
LOZIJST,O,X,X,X,X,X,X
LOZISTJ,O,X,O,X,O,X,X
LOZISJT,O,X,X,X,X,X,X
LOZJTIS,X,O,X,O,X,X,X
LOZJTSI,O,O,O,O,X,O,X
LOZJITS,X,O,X,X,X,X,X
LOZJIST,O,X,X,X,X,X,X
LOZJSTI,O,O,O,X,X,X,X
LOZJSIT,O,X,X,X,X,X,X
LOZSTIJ,O,X,O,X,X,X,X
LOZSTJI,O,X,O,O,X,X,X
LOZSITJ,O,X,O,X,X,O,X
LOZSIJT,O,X,X,X,X,X,X
LOZSJTI,O,O,O,X,X,X,X
LOZSJIT,O,X,X,X,X,X,X
JTILSZO,X,O,X,X,X,X,O
JTILSOZ,X,O,X,X,X,X,O
JTILZSO,X,O,X,O,X,X,X
JTILZOS,X,O,X,O,X,X,X
JTILOSZ,X,O,X,X,X,X,O
JTILOZS,X,O,X,O,X,X,X
JTISLZO,X,O,X,X,X,X,O
JTISLOZ,X,O,X,X,X,X,O
JTISZLO,O,O,X,X,X,X,O
JTISZOL,O,O,X,X,X,X,O
JTISOLZ,X,O,X,X,X,X,O
JTISOZL,O,O,X,X,X,X,O
JTIZLSO,X,O,X,O,X,X,X
JTIZLOS,X,O,X,O,X,X,X
JTIZSLO,O,O,X,X,X,X,O
JTIZSOL,O,O,X,X,X,X,O
JTIZOLS,X,O,X,O,X,X,X
JTIZOSL,O,O,X,X,X,X,O
JTIOLSZ,X,O,X,X,X,X,O
JTIOLZS,X,O,X,O,X,X,X
JTIOSLZ,X,O,X,X,X,X,O
JTIOSZL,O,O,X,X,X,X,O
JTIOZLS,X,O,X,O,X,X,X
JTIOZSL,O,O,X,X,X,X,O
JTLISZO,X,O,X,X,X,X,O
JTLISOZ,X,O,X,X,X,X,O
JTLIZSO,X,O,X,O,X,X,X
JTLIZOS,X,O,X,O,X,X,X
JTLIOSZ,X,O,X,X,X,X,O
JTLIOZS,X,O,X,O,X,X,X
JTLSIZO,X,O,O,X,X,X,O
JTLSIOZ,X,O,O,X,X,X,O
JTLSZIO,X,O,O,O,X,X,O
JTLSZOI,X,O,O,O,X,X,O
JTLSOIZ,X,O,O,X,X,X,O
JTLSOZI,X,O,O,O,X,X,O
JTLZISO,X,O,X,O,X,X,X
JTLZIOS,X,O,X,O,X,X,X
JTLZSIO,X,O,O,O,X,X,X
JTLZSOI,X,O,O,O,X,X,X
JTLZOIS,X,O,X,O,X,X,X
JTLZOSI,X,O,O,O,X,X,X
JTLOISZ,X,O,X,X,X,X,O
JTLOIZS,X,O,X,O,X,X,X
JTLOSIZ,X,O,O,X,X,X,O
JTLOSZI,X,O,O,O,X,X,O
JTLOZIS,X,O,X,O,X,X,X
JTLOZSI,X,O,O,O,X,X,X
JTSILZO,X,O,X,X,X,X,O
JTSILOZ,X,O,X,X,X,X,O
JTSIZLO,O,O,X,X,X,O,O
JTSIZOL,O,O,X,X,X,O,O
JTSIOLZ,X,O,X,X,X,X,O
JTSIOZL,O,O,X,X,X,O,O
JTSLIZO,X,O,X,X,X,X,O
JTSLIOZ,X,O,X,X,X,X,O
JTSLZIO,X,O,X,O,X,X,O
JTSLZOI,X,O,X,O,X,X,O
JTSLOIZ,X,O,X,X,X,X,O
JTSLOZI,X,O,X,O,X,X,O
JTSZILO,O,O,X,X,X,O,O
JTSZIOL,O,O,X,X,X,O,O
JTSZLIO,O,O,X,O,X,O,O
JTSZLOI,O,O,X,O,X,O,O
JTSZOIL,O,O,X,X,X,O,O
JTSZOLI,O,O,X,O,X,O,O
JTSOILZ,X,O,X,X,X,X,O
JTSOIZL,O,O,X,X,X,O,O
JTSOLIZ,X,O,X,X,X,X,O
JTSOLZI,X,O,X,O,X,X,O
JTSOZIL,O,O,X,X,X,O,O
JTSOZLI,O,O,X,O,X,O,O
JTZILSO,X,O,X,O,X,X,X
JTZILOS,X,O,X,O,X,X,X
JTZISLO,O,O,X,X,X,O,O
JTZISOL,O,O,X,X,X,O,O
JTZIOLS,X,O,X,O,X,X,X
JTZIOSL,O,O,X,X,X,O,O
JTZLISO,X,O,X,O,X,X,X
JTZLIOS,X,O,X,O,X,X,X
JTZLSIO,O,O,O,O,X,O,X
JTZLSOI,O,O,O,O,X,O,X
JTZLOIS,X,O,X,O,X,X,X
JTZLOSI,O,O,O,O,X,O,X
JTZSILO,O,O,X,X,X,O,O
JTZSIOL,O,O,X,X,X,O,O
JTZSLIO,O,O,X,O,X,O,O
JTZSLOI,O,O,X,O,X,O,O
JTZSOIL,O,O,X,X,X,O,O
JTZSOLI,O,O,X,O,X,O,O
JTZOILS,X,O,X,O,X,X,X
JTZOISL,O,O,X,X,X,O,O
JTZOLIS,X,O,X,O,X,X,X
JTZOLSI,O,O,O,O,X,O,X
JTZOSIL,O,O,X,X,X,O,O
JTZOSLI,O,O,X,O,X,O,O
JTOILSZ,X,O,X,X,X,X,O
JTOILZS,X,O,X,O,X,X,X
JTOISLZ,X,O,X,X,X,X,O
JTOISZL,O,O,X,X,X,X,O
JTOIZLS,X,O,X,O,X,X,X
JTOIZSL,O,O,X,X,X,X,O
JTOLISZ,X,O,X,X,X,X,O
JTOLIZS,X,O,X,O,X,X,X
JTOLSIZ,X,O,O,X,X,X,O
JTOLSZI,X,O,O,O,X,X,O
JTOLZIS,X,O,X,O,X,X,X
JTOLZSI,X,O,O,O,X,X,X
JTOSILZ,X,O,X,X,X,X,O
JTOSIZL,O,O,X,X,X,O,O
JTOSLIZ,X,O,X,X,X,X,O
JTOSLZI,X,O,X,O,X,X,O
JTOSZIL,O,O,X,X,X,O,O
JTOSZLI,O,O,X,O,X,O,O
JTOZILS,X,O,X,O,X,X,X
JTOZISL,O,O,X,X,X,O,O
JTOZLIS,X,O,X,O,X,X,X
JTOZLSI,O,O,O,O,X,O,X
JTOZSIL,O,O,X,X,X,O,O
JTOZSLI,O,O,X,O,X,O,O
JITLSZO,X,O,X,X,O,X,O
JITLSOZ,X,O,X,X,O,X,O
JITLZSO,X,O,X,O,X,X,X
JITLZOS,X,O,X,O,O,X,X
JITLOSZ,X,O,X,X,O,X,O
JITLOZS,X,O,X,O,O,X,X
JITSLZO,X,O,X,X,O,X,O
JITSLOZ,X,O,X,X,O,X,O
JITSZLO,O,O,X,X,O,X,O
JITSZOL,O,O,X,X,O,X,O
JITSOLZ,X,O,X,X,O,X,O
JITSOZL,O,O,X,X,O,X,O
JITZLSO,X,O,X,O,X,X,X
JITZLOS,X,O,X,O,O,X,X
JITZSLO,O,O,X,X,X,X,O
JITZSOL,O,O,X,X,X,X,O
JITZOLS,X,O,X,O,O,X,X
JITZOSL,O,O,X,X,X,X,O
JITOLSZ,X,O,X,X,O,X,O
JITOLZS,X,O,X,O,O,X,X
JITOSLZ,X,O,X,X,O,X,O
JITOSZL,O,O,X,X,O,X,O
JITOZLS,X,O,X,O,O,X,X
JITOZSL,O,O,X,X,X,X,O
JILTSZO,X,O,X,X,O,X,O
JILTSOZ,X,O,X,X,O,X,O
JILTZSO,X,O,X,X,X,X,X
JILTZOS,X,O,X,X,O,X,X
JILTOSZ,X,O,X,X,O,X,O
JILTOZS,X,O,X,X,O,X,X
JILSTZO,X,X,X,X,O,X,O
JILSTOZ,X,X,X,X,O,X,O
JILSZTO,O,X,X,X,X,X,O
JILSZOT,O,X,X,X,X,X,O
JILSOTZ,X,X,X,X,O,X,O
JILSOZT,O,X,X,X,X,X,O
JILZTSO,X,O,X,X,X,X,X
JILZTOS,X,O,X,X,X,X,X
JILZSTO,O,X,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,X
JILZOTS,X,O,X,X,X,X,X
JILZOST,O,X,X,X,X,X,X
JILOTSZ,X,O,X,X,O,X,O
JILOTZS,X,O,X,X,O,X,X
JILOSTZ,X,X,X,X,O,X,O
JILOSZT,O,X,X,X,X,X,O
JILOZTS,X,O,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X
JISTLZO,X,X,X,X,O,X,O
JISTLOZ,X,X,X,X,O,X,O
JISTZLO,O,X,X,X,O,X,O
JISTZOL,O,X,X,X,O,X,O
JISTOLZ,X,X,X,X,O,X,O
JISTOZL,O,X,X,X,O,X,O
JISLTZO,X,X,X,X,O,X,O
JISLTOZ,X,X,X,X,O,X,O
JISLZTO,O,X,X,X,X,X,O
JISLZOT,O,X,X,X,X,X,O
JISLOTZ,X,X,X,X,O,X,O
JISLOZT,O,X,X,X,X,X,O
JISZTLO,O,X,X,X,X,X,O
JISZTOL,O,X,X,X,X,X,O
JISZLTO,O,X,X,X,X,X,O
JISZLOT,O,X,X,X,X,X,O
JISZOTL,O,X,X,X,X,X,O
JISZOLT,O,X,X,X,X,X,O
JISOTLZ,X,X,X,X,O,X,O
JISOTZL,O,X,X,X,O,X,O
JISOLTZ,X,X,X,X,O,X,O
JISOLZT,O,X,X,X,X,X,O
JISOZTL,O,X,X,X,X,X,O
JISOZLT,O,X,X,X,X,X,O
JIZTLSO,X,O,X,O,X,X,X
JIZTLOS,X,O,X,O,X,X,X
JIZTSLO,O,O,X,X,X,X,O
JIZTSOL,O,O,X,X,X,X,O
JIZTOLS,X,O,X,O,X,X,X
JIZTOSL,O,O,X,X,X,X,O
JIZLTSO,X,O,X,X,X,X,X
JIZLTOS,X,O,X,X,X,X,X
JIZLSTO,O,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,X
JIZLOTS,X,O,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,X
JIZSTLO,O,X,X,X,X,X,O
JIZSTOL,O,X,X,X,X,X,O
JIZSLTO,O,X,X,X,X,X,O
JIZSLOT,O,X,X,X,X,X,O
JIZSOTL,O,X,X,X,X,X,O
JIZSOLT,O,X,X,X,X,X,O
JIZOTLS,X,O,X,O,X,X,X
JIZOTSL,O,O,X,X,X,X,O
JIZOLTS,X,O,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X
JIZOSTL,O,X,X,X,X,X,O
JIZOSLT,O,X,X,X,X,X,O
JIOTLSZ,X,O,X,X,O,X,O
JIOTLZS,X,O,X,O,O,X,X
JIOTSLZ,X,O,X,X,O,X,O
JIOTSZL,O,O,X,X,O,X,O
JIOTZLS,X,O,X,O,O,X,X
JIOTZSL,O,O,X,X,X,X,O
JIOLTSZ,X,O,X,X,O,X,O
JIOLTZS,X,O,X,X,O,X,X
JIOLSTZ,X,X,X,X,O,X,O
JIOLSZT,O,X,X,X,X,X,O
JIOLZTS,X,O,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,X,O
JIOSTZL,O,X,X,X,O,X,O
JIOSLTZ,X,X,X,X,O,X,O
JIOSLZT,O,X,X,X,X,X,O
JIOSZTL,O,X,X,X,X,X,O
JIOSZLT,O,X,X,X,X,X,O
JIOZTLS,X,O,X,O,X,X,X
JIOZTSL,O,O,X,X,X,X,O
JIOZLTS,X,O,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X
JIOZSTL,O,X,X,X,X,X,O
JIOZSLT,O,X,X,X,X,X,O
JLTISZO,X,O,X,X,X,X,O
JLTISOZ,X,O,X,X,X,X,O
JLTIZSO,X,O,X,O,X,X,X
JLTIZOS,X,O,X,O,X,X,X
JLTIOSZ,X,O,X,X,X,X,O
JLTIOZS,X,O,X,O,X,X,X
JLTSIZO,X,O,O,X,X,X,O
JLTSIOZ,X,O,O,X,X,X,O
JLTSZIO,X,O,O,O,X,X,O
JLTSZOI,X,O,O,O,X,X,O
JLTSOIZ,X,O,O,X,X,X,O
JLTSOZI,X,O,O,O,X,X,O
JLTZISO,X,O,X,O,X,X,X
JLTZIOS,X,O,X,O,X,X,X
JLTZSIO,X,O,O,O,X,X,X
JLTZSOI,X,O,O,O,X,X,X
JLTZOIS,X,O,X,O,X,X,X
JLTZOSI,X,O,O,O,X,X,X
JLTOISZ,X,O,X,X,X,X,O
JLTOIZS,X,O,X,O,X,X,X
JLTOSIZ,X,O,O,X,X,X,O
JLTOSZI,X,O,O,O,X,X,O
JLTOZIS,X,O,X,O,X,X,X
JLTOZSI,X,O,O,O,X,X,X
JLITSZO,X,O,X,X,O,X,O
JLITSOZ,X,O,X,X,O,X,O
JLITZSO,X,O,X,X,X,X,X
JLITZOS,X,O,X,X,O,X,X
JLITOSZ,X,O,X,X,O,X,O
JLITOZS,X,O,X,X,O,X,X
JLISTZO,X,X,O,X,O,X,O
JLISTOZ,X,X,O,X,O,X,O
JLISZTO,O,X,X,X,X,X,O
JLISZOT,O,X,X,X,X,X,O
JLISOTZ,X,X,O,X,O,X,O
JLISOZT,O,X,X,X,X,X,O
JLIZTSO,X,O,X,X,X,X,X
JLIZTOS,X,O,X,X,X,X,X
JLIZSTO,O,X,X,X,X,X,X
JLIZSOT,O,X,X,X,X,X,X
JLIZOTS,X,O,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,X
JLIOTSZ,X,O,X,X,O,X,O
JLIOTZS,X,O,X,X,O,X,X
JLIOSTZ,X,X,O,X,O,X,O
JLIOSZT,O,X,X,X,X,X,O
JLIOZTS,X,O,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X
JLSTIZO,X,O,O,X,X,X,O
JLSTIOZ,X,O,O,X,X,X,O
JLSTZIO,X,O,O,X,X,X,O
JLSTZOI,X,O,O,X,X,X,O
