sequence,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhFyh?BGeBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je2AJvhFRc?BCeB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BfjB6jBTgBemBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeOAJvhF8g?BCdBxiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFWj?BRhB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BWjB/lBamBTjBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFzd?B+jBRhB3hB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFyh?BGeBUjBxlBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem7IvhFzc?BfjB6jBxlB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeX8IvhFxd?B2lBCiBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je07IvhFxd?B2lBCiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem8IvhFSj?BxgBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jez8IvhFGe?BUjBxlB/lBamBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeyAJvhFzc?BxlBXoBGoB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFmc?BUjBxlBXmBStBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeC9IvhF/l?BUhBxiBTjBmlBFtB
LITZOJS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LITZOSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LITOJSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
LITOJZS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LITOSJZ,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X
LITOSZJ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
LITOZSJ,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LIJTSZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LIJTZSO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
LIJTOZS,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LIJSTZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X
LIJSZTO,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LIJSZOT,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LIJSOTZ,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LIJSOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LIJZTSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJZTOS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LIJZSTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJZSOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIJZOTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIJOTSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LIJOSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJOZTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LISTJOZ,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X
LISTZJO,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LISTZOJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISTOZJ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LISJTZO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LISJTOZ,X,O,X,X,O,X,X,X,O,O,X,O,X,O,X,X
LISJZTO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
LISJZOT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
LISJOTZ,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LISJOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LISZTJO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
LISZTOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LISZJTO,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O
LISZJOT,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X
LISZOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LISZOJT,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISOTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LISOJZT,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LISOZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
LIZTJSO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LIZTJOS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIZTSOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIZTOJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZJTOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIZJSOT,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LIZJOTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LIZSTJO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZSJTO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZSJOT,O,O,X,O,X,X,X,O,X,X,X,X,O,O,O,X
LIZSOTJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZSOJT,O,O,X,O,X,X,X,O,X,X,X,X,O,O,O,X
LIZOTJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZOSJT,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
LIOTJSZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOTSZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LIOJSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOJZTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOSTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOSJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
LIOZTJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZSJT,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIOZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTSZIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTSZOI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTZISO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJTZSIO,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJTZSOI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTZOIS,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOZIS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJITSZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LJISZTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZTSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJIZTOS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJIZSOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJIZOTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJIOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJSTZIO,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSTZOI,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LJSTOZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJSIZTO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSIZOT,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIOZT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LJSZITO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSZOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOTZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOIZT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJZTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZTOIS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZTOSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZITSO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJZITOS,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJZISTO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJZISOT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LJZIOTS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LJZSTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LJZSITO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
LJZSOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOTSI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOITS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZOIST,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZOSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTZIS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTZSI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSTZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSIZT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSZTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOZITS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSTIJOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTIZJO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,O
LSTIZOJ,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O
LSTIOJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LSTJIZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSTJIOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTJZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LSTJZOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LSTJOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LSTZIJO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
LSTZIOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LSTZJIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
LSTZJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSTZOJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LSTOIZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LSTOJZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LSTOZIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTOZJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSITJZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSITJOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LSITZJO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X
LSITZOJ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LSITOZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LSIJTZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X
LSIJZTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIJZOT,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSIJOZT,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LSIZTJO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
LSIZTOJ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LSIZJTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
LSIZJOT,O,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X
LSIZOTJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LSIZOJT,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIOTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSIOJZT,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIOZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
LSJTIZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LSJTZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJTZOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LSJTOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJITOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LSJIZTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
LSJIZOT,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIOZT,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LSJZTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
LSJZITO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJZOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJOTZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOIZT,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LSJOZTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSZTIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LSZTJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSZTJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZTOIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSZTOJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZITJO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
LSZITOJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LSZIJTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
LSZIJOT,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X
LSZIOTJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LSZIOJT,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSZJTOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZJITO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LSZJIOT,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
LSZJOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LSZOTJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LSZOIJT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZOJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSOTJIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOTJZI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
