sequence,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFOiB6jB3gBc?mBziBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFKiBzdB+jB3?gBcmBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBXeBzhBS?oBmlBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBcmBm?iBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFyiB+jB3gBc?mBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBFiB8?nBTmBOsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFlcBCeB/nBT?jBxlBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jel7IvhF3cBciBTeBx?lBCoBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBTeBFiBm?lBfsBCtB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je09IvhF6jBRhBTgBO?mBfsBlsB
JIZOLTS,O,X,X,X,X,X,X,O,O,X
JIZOLST,O,X,O,X,X,X,O,O,O,X
JIZOSTL,X,X,X,X,X,X,O,O,O,X
JIZOSLT,O,X,X,X,X,X,O,O,O,X
JIOTLSZ,X,O,X,X,X,X,X,O,X,X
JIOTLZS,O,O,X,X,X,X,X,O,X,X
JIOTSLZ,X,X,X,X,X,X,O,X,X,X
JIOTSZL,X,X,X,X,X,X,O,O,X,X
JIOTZLS,X,O,X,X,X,X,X,O,X,X
JIOTZSL,X,O,X,X,X,X,O,O,X,X
JIOLTSZ,X,X,X,X,X,X,X,O,X,X
JIOLTZS,O,X,X,X,X,X,X,O,X,X
JIOLSTZ,X,X,X,X,X,X,O,O,X,X
JIOLSZT,O,X,X,X,X,X,O,O,X,X
JIOLZTS,O,X,X,X,X,X,X,O,X,X
JIOLZST,O,X,X,X,X,X,O,O,X,X
JIOSTLZ,X,X,X,X,X,X,O,X,X,X
JIOSTZL,X,X,X,X,X,X,O,O,X,X
JIOSLTZ,X,X,X,X,X,X,O,X,X,X
JIOSLZT,O,X,X,X,X,X,O,X,X,X
JIOSZTL,X,O,X,X,O,X,O,O,X,X
JIOSZLT,X,X,X,X,O,X,O,O,X,X
JIOZTLS,X,O,X,X,X,X,X,O,X,X
JIOZTSL,X,X,X,X,X,X,O,O,X,X
JIOZLTS,O,X,X,X,X,X,X,O,X,X
JIOZLST,O,X,X,X,X,X,O,O,X,X
JIOZSTL,X,X,X,X,X,X,O,O,X,X
JIOZSLT,X,X,X,X,X,X,O,O,X,X
JLTISZO,O,X,O,X,X,X,X,O,X,X
JLTISOZ,O,O,O,X,X,X,X,O,X,X
JLTIZSO,O,O,O,O,O,X,X,O,X,X
JLTIZOS,O,O,O,X,X,X,X,O,X,X
JLTIOSZ,O,O,O,X,X,X,X,O,X,X
JLTIOZS,O,O,O,X,X,X,X,O,X,X
JLTSIZO,O,X,O,X,X,X,X,X,O,X
JLTSIOZ,O,O,O,X,X,X,X,X,O,X
JLTSZIO,O,O,O,O,O,X,X,O,O,X
JLTSZOI,O,O,O,O,O,X,X,O,O,X
JLTSOIZ,X,O,O,X,X,X,X,O,O,X
JLTSOZI,X,O,O,X,X,X,X,O,O,X
JLTZISO,O,O,O,O,O,X,X,O,X,X
JLTZIOS,O,O,O,X,X,X,X,O,O,X
JLTZSIO,O,O,O,O,O,X,X,O,O,X
JLTZSOI,O,O,O,O,O,X,X,O,O,X
JLTZOIS,O,O,O,X,X,X,X,O,O,X
JLTZOSI,O,O,O,O,O,X,X,O,O,X
JLTOISZ,O,O,O,X,X,X,X,O,X,X
JLTOIZS,O,O,O,X,X,X,X,O,X,X
JLTOSIZ,O,O,O,X,X,X,X,O,O,X
JLTOSZI,O,O,O,X,X,X,X,O,O,X
JLTOZIS,O,O,O,X,X,X,X,O,O,X
JLTOZSI,O,O,O,O,O,X,X,O,O,X
JLITSZO,O,X,O,X,X,X,O,O,X,X
JLITSOZ,O,O,O,X,X,X,O,O,X,X
JLITZSO,O,O,O,O,O,X,O,O,X,X
JLITZOS,O,O,O,X,X,X,X,O,X,X
JLITOSZ,O,O,O,X,X,X,X,O,X,X
JLITOZS,O,O,O,X,X,X,X,O,X,X
JLISTZO,X,X,O,X,X,X,O,O,O,X
JLISTOZ,X,X,O,X,X,X,O,O,O,X
JLISZTO,O,O,O,O,O,X,O,O,O,X
JLISZOT,O,X,O,O,O,X,O,O,O,X
JLISOTZ,X,X,X,X,X,X,O,O,O,X
JLISOZT,X,X,O,X,X,O,O,O,O,X
JLIZTSO,O,O,O,X,X,X,O,O,X,X
JLIZTOS,O,O,O,X,X,X,X,O,O,X
JLIZSTO,X,X,O,O,O,X,O,O,O,X
JLIZSOT,X,X,O,O,O,X,O,O,O,X
JLIZOTS,O,X,X,X,X,X,X,O,O,X
JLIZOST,O,X,O,X,X,X,O,O,O,X
JLIOTSZ,X,X,X,X,X,X,X,O,X,X
JLIOTZS,O,X,X,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,X,X,X,O,O,O,X
JLIOSZT,O,X,X,X,X,X,O,O,O,X
JLIOZTS,O,X,X,X,X,X,X,O,O,X
JLIOZST,O,X,X,X,X,X,O,O,O,X
JLSTIZO,X,X,O,X,X,X,O,X,O,O
JLSTIOZ,X,X,O,X,X,X,X,X,O,X
JLSTZIO,X,X,O,O,O,X,O,O,O,O
JLSTZOI,X,X,O,O,O,X,O,O,O,X
JLSTOIZ,X,X,O,X,X,X,O,O,O,X
JLSTOZI,X,X,O,X,X,X,O,O,O,X
JLSITZO,X,X,O,X,X,X,O,O,O,X
JLSITOZ,X,X,O,X,X,X,X,O,O,X
JLSIZTO,O,O,O,O,O,X,O,O,O,O
JLSIZOT,O,X,O,O,O,X,O,O,O,O
JLSIOTZ,X,X,X,X,X,X,X,O,O,X
JLSIOZT,X,X,O,X,X,O,X,O,O,X
JLSZTIO,O,O,O,O,O,X,O,O,O,X
JLSZTOI,O,O,O,O,O,O,O,O,O,X
JLSZITO,O,O,O,O,O,X,O,O,O,X
JLSZIOT,O,X,O,O,O,X,O,O,O,X
JLSZOTI,O,X,O,O,O,O,O,O,O,X
JLSZOIT,O,X,O,O,O,O,O,O,O,X
JLSOTIZ,X,X,O,X,X,X,O,O,O,X
JLSOTZI,X,X,O,X,X,X,O,O,O,X
JLSOITZ,X,X,X,X,X,X,O,O,O,X
JLSOIZT,X,X,O,X,X,O,O,O,O,X
JLSOZTI,O,X,O,X,X,O,O,O,O,X
JLSOZIT,O,X,O,X,X,O,O,O,O,X
JLZTISO,O,O,O,O,O,X,O,O,X,X
JLZTIOS,O,O,O,X,X,X,X,O,O,X
JLZTSIO,O,O,O,O,O,X,O,O,O,X
JLZTSOI,O,O,O,O,O,O,O,O,O,X
JLZTOIS,O,O,O,X,X,X,X,O,O,X
JLZTOSI,O,O,O,O,O,X,X,O,O,X
JLZITSO,O,O,O,X,X,X,O,O,X,X
JLZITOS,O,O,O,X,X,X,X,O,O,X
JLZISTO,X,X,O,O,O,X,O,O,O,X
JLZISOT,X,X,O,O,O,X,O,O,O,X
JLZIOTS,O,X,X,X,X,X,X,O,O,X
JLZIOST,O,X,O,X,X,X,O,O,O,X
JLZSTIO,O,O,O,O,O,X,O,O,O,X
JLZSTOI,O,O,O,O,O,O,O,O,O,X
JLZSITO,O,O,O,O,O,X,O,O,O,X
JLZSIOT,O,X,O,O,O,X,O,O,O,X
JLZSOTI,O,X,O,O,O,O,O,O,O,X
JLZSOIT,O,X,O,O,O,O,O,O,O,X
JLZOTIS,O,X,O,X,X,X,X,O,O,X
JLZOTSI,O,X,O,X,X,O,X,O,O,X
JLZOITS,O,X,X,X,X,X,X,O,O,X
JLZOIST,O,X,O,X,X,X,O,O,O,X
JLZOSTI,O,X,O,O,O,O,O,O,O,X
JLZOSIT,O,X,O,O,O,O,O,O,O,X
JLOTISZ,O,O,O,X,X,X,X,O,X,X
JLOTIZS,O,O,O,X,X,X,X,O,X,X
JLOTSIZ,O,O,O,X,X,X,X,O,O,X
JLOTSZI,O,O,O,X,X,X,X,O,O,X
JLOTZIS,O,O,O,X,X,X,X,O,O,X
JLOTZSI,O,O,O,O,O,X,X,O,O,X
JLOITSZ,X,X,X,X,X,X,X,O,X,X
JLOITZS,O,X,X,X,X,X,X,O,X,X
JLOISTZ,X,X,X,X,X,X,O,O,O,X
JLOISZT,O,X,X,X,X,X,O,O,O,X
JLOIZTS,O,X,X,X,X,X,X,O,O,X
JLOIZST,O,X,X,X,X,X,O,O,O,X
JLOSTIZ,X,X,O,X,X,X,O,O,O,X
JLOSTZI,X,X,O,X,X,X,O,O,O,X
JLOSITZ,X,X,X,X,X,X,O,O,O,X
JLOSIZT,O,X,O,X,X,O,O,O,O,X
JLOSZTI,O,X,O,X,X,O,O,O,O,X
JLOSZIT,O,X,O,X,X,O,O,O,O,X
JLOZTIS,O,X,O,X,X,X,X,O,O,X
JLOZTSI,O,X,O,X,X,O,X,O,O,X
JLOZITS,O,X,X,X,X,X,X,O,O,X
JLOZIST,O,X,O,X,X,X,O,O,O,X
JLOZSTI,O,X,O,O,O,O,O,O,O,X
JLOZSIT,O,X,O,O,O,O,O,O,O,X
JSTILZO,X,X,X,X,X,X,O,O,O,O
JSTILOZ,X,O,X,X,X,X,X,O,O,X
JSTIZLO,X,O,X,X,O,X,O,O,O,O
JSTIZOL,X,O,X,X,O,X,O,O,O,X
JSTIOLZ,X,X,X,X,X,X,O,X,O,X
JSTIOZL,X,X,X,X,X,X,O,O,O,X
JSTLIZO,X,X,O,X,X,X,O,X,O,O
JSTLIOZ,X,O,O,X,X,X,X,X,O,X
JSTLZIO,X,O,O,O,O,X,O,O,O,O
JSTLZOI,X,O,O,O,O,X,O,O,O,X
JSTLOIZ,X,O,O,X,X,X,O,O,O,X
JSTLOZI,X,O,O,X,X,X,O,O,O,X
JSTZILO,X,O,O,O,O,X,O,O,O,O
JSTZIOL,X,O,O,O,O,X,O,O,O,X
JSTZLIO,X,O,O,O,O,X,O,O,O,O
JSTZLOI,X,O,O,O,O,X,O,O,O,X
JSTZOIL,X,O,O,O,O,X,O,X,O,X
JSTZOLI,X,O,O,O,O,X,O,O,O,X
JSTOILZ,X,X,O,X,X,X,O,X,O,X
JSTOIZL,X,X,O,X,X,X,O,X,O,X
JSTOLIZ,X,O,O,X,X,X,O,X,O,X
JSTOLZI,X,O,O,X,X,X,O,X,O,X
JSTOZIL,X,O,O,X,X,X,O,X,O,X
JSTOZLI,X,O,O,X,X,X,O,X,O,X
JSITLZO,X,X,X,X,X,X,O,O,O,O
JSITLOZ,X,O,X,X,X,X,O,O,O,X
JSITZLO,X,O,X,X,O,X,O,O,O,O
JSITZOL,X,O,X,X,O,X,O,O,O,X
JSITOLZ,X,X,X,X,X,X,O,X,O,X
JSITOZL,X,X,X,X,X,X,O,O,O,X
JSILTZO,X,X,X,X,X,X,O,O,O,X
JSILTOZ,X,X,X,X,X,X,O,O,O,X
JSILZTO,O,O,X,O,O,X,O,O,O,O
JSILZOT,O,X,X,O,O,X,O,O,O,O
JSILOTZ,X,X,X,X,X,X,O,O,O,X
JSILOZT,X,X,X,X,X,O,O,O,O,X
JSIZTLO,O,O,X,O,O,X,O,O,O,X
JSIZTOL,O,O,X,O,O,X,O,O,O,X
JSIZLTO,O,O,X,O,O,X,O,O,O,O
JSIZLOT,O,X,X,O,O,X,O,O,O,O
JSIZOTL,O,O,X,X,O,X,O,O,O,X
JSIZOLT,O,X,X,O,O,X,O,O,O,X
JSIOTLZ,X,X,X,X,X,X,O,X,X,X
JSIOTZL,X,X,X,X,X,X,O,O,X,X
JSIOLTZ,X,X,X,X,X,X,O,X,X,X
JSIOLZT,X,X,X,X,X,O,O,X,X,X
JSIOZTL,X,O,X,X,O,O,O,O,X,X
JSIOZLT,X,X,X,X,O,O,O,O,X,X
JSLTIZO,X,X,O,X,X,X,O,X,O,O
JSLTIOZ,X,X,O,X,X,X,X,X,O,X
JSLTZIO,X,X,O,O,O,X,O,O,O,O
JSLTZOI,X,X,O,O,O,X,O,O,O,X
JSLTOIZ,X,X,O,X,X,X,O,O,O,X
JSLTOZI,X,X,O,X,X,X,O,O,O,X
JSLITZO,X,X,O,X,X,X,O,O,O,X
JSLITOZ,X,X,O,X,X,X,X,O,O,X
JSLIZTO,O,O,O,O,O,X,O,O,O,O
JSLIZOT,O,X,O,O,O,X,O,O,O,O
JSLIOTZ,X,X,X,X,X,X,X,O,O,X
JSLIOZT,X,X,O,X,X,O,X,O,O,X
JSLZTIO,O,O,O,O,O,X,O,O,O,X
JSLZTOI,O,O,O,O,O,O,O,O,O,X
JSLZITO,O,O,O,O,O,X,O,O,O,X
JSLZIOT,O,X,O,O,O,X,O,O,O,X
JSLZOTI,O,X,O,O,O,O,O,O,O,X
JSLZOIT,O,X,O,O,O,O,O,O,O,X
JSLOTIZ,X,X,O,X,X,X,O,O,O,X
JSLOTZI,X,X,O,X,X,X,O,O,O,X
JSLOITZ,X,X,X,X,X,X,O,O,O,X
JSLOIZT,X,X,O,X,X,O,O,O,O,X
JSLOZTI,O,X,O,X,X,O,O,O,O,X
JSLOZIT,O,X,O,X,X,O,O,O,O,X
JSZTILO,O,O,O,O,O,X,O,O,O,X
JSZTIOL,O,O,O,O,O,X,O,O,O,X
JSZTLIO,O,O,O,O,O,X,O,O,O,X
JSZTLOI,O,O,O,O,O,O,O,O,O,X
JSZTOIL,O,O,O,O,O,X,O,X,O,X
JSZTOLI,O,O,O,O,O,X,O,O,O,X
JSZITLO,O,O,O,O,O,X,O,O,O,X
JSZITOL,O,O,O,O,O,X,O,X,O,X
JSZILTO,O,O,O,O,O,X,O,O,O,X
JSZILOT,O,X,O,O,O,X,O,O,O,X
JSZIOTL,O,O,X,X,O,X,O,X,O,X
JSZIOLT,O,X,X,O,O,X,O,X,O,X
JSZLTIO,O,O,O,O,O,X,O,O,O,X
JSZLTOI,O,O,O,O,O,O,O,O,O,X
JSZLITO,O,O,O,O,O,X,O,O,O,X
JSZLIOT,O,X,O,O,O,X,O,O,O,X
JSZLOTI,O,X,O,O,O,O,O,O,O,X
JSZLOIT,O,X,O,O,O,O,O,O,O,X
JSZOTIL,O,O,X,X,O,O,O,X,O,X
JSZOTLI,O,O,X,X,O,O,O,O,O,X
JSZOITL,O,O,X,X,O,O,O,X,O,X
JSZOILT,O,X,X,O,O,O,O,X,O,X
JSZOLTI,O,X,X,O,O,O,O,O,O,X
JSZOLIT,O,X,X,O,O,O,O,O,O,X
JSOTILZ,X,X,X,X,X,X,O,X,O,X
JSOTIZL,X,X,X,X,X,X,O,X,O,X
JSOTLIZ,X,O,X,X,X,X,O,X,O,X
JSOTLZI,X,O,X,X,X,X,O,X,O,X
JSOTZIL,X,O,X,X,X,X,O,X,O,X
JSOTZLI,X,O,X,X,X,X,O,X,O,X
JSOITLZ,X,X,X,X,X,X,O,X,X,X
JSOITZL,X,X,X,X,X,X,O,X,X,X
JSOILTZ,X,X,X,X,X,X,O,X,X,X
JSOILZT,X,X,X,X,X,O,O,X,X,X
JSOIZTL,X,O,X,X,O,O,O,X,X,X
JSOIZLT,X,X,X,X,O,O,O,X,X,X
JSOLTIZ,X,X,X,X,X,X,O,X,O,X
JSOLTZI,X,X,X,X,X,X,O,X,O,X
JSOLITZ,X,X,X,X,X,X,O,X,O,X
JSOLIZT,X,X,X,X,X,O,O,X,O,X
JSOLZTI,O,X,X,X,X,O,O,X,O,X
JSOLZIT,O,X,X,X,X,O,O,X,O,X
JSOZTIL,O,O,X,X,O,O,O,X,O,X
JSOZTLI,O,O,X,X,O,O,O,X,O,X
JSOZITL,O,O,X,X,O,O,O,X,O,X
JSOZILT,O,X,X,X,O,O,O,X,O,X
JSOZLTI,O,X,X,X,O,O,O,X,O,X
JSOZLIT,O,X,X,X,O,O,O,X,O,X
JZTILSO,O,O,O,O,O,X,O,O,X,X
JZTILOS,O,O,O,X,X,X,X,O,O,X
JZTISLO,O,O,O,O,O,X,O,O,O,X
JZTISOL,O,O,O,O,O,X,O,O,O,X
JZTIOLS,O,O,O,X,X,X,X,O,X,X
JZTIOSL,O,O,O,X,X,X,O,O,X,X
JZTLISO,O,O,O,O,O,X,O,O,X,X
JZTLIOS,O,O,O,X,X,X,X,O,O,X
JZTLSIO,O,O,O,O,O,X,O,O,O,X
JZTLSOI,O,O,O,O,O,O,O,O,O,X
JZTLOIS,O,O,O,X,X,X,X,O,O,X
JZTLOSI,O,O,O,O,O,X,X,O,O,X
JZTSILO,O,O,O,O,O,X,O,O,O,X
JZTSIOL,O,O,O,O,O,X,O,O,O,X
JZTSLIO,O,O,O,O,O,X,O,O,O,X
JZTSLOI,O,O,O,O,O,O,O,O,O,X
JZTSOIL,O,O,O,O,O,X,O,X,O,X
JZTSOLI,O,O,O,O,O,X,O,O,O,X
JZTOILS,O,O,O,X,X,X,X,O,X,X
JZTOISL,O,O,O,X,X,X,O,O,X,X
JZTOLIS,O,O,O,X,X,X,X,O,X,X
JZTOLSI,O,O,O,O,O,X,X,O,X,X
JZTOSIL,O,O,O,O,O,X,O,X,X,X
JZTOSLI,O,O,O,O,O,X,O,O,X,X
JZITLSO,O,O,O,X,O,X,O,O,X,X
JZITLOS,O,O,O,X,X,X,X,O,O,X
JZITSLO,O,O,O,X,O,X,O,O,O,X
JZITSOL,O,O,O,X,O,X,O,O,O,X
JZITOLS,O,O,O,X,X,X,X,O,X,X
JZITOSL,O,O,O,X,X,X,O,O,X,X
JZILTSO,O,O,O,X,X,X,O,O,X,X
JZILTOS,O,O,O,X,X,X,X,O,O,X
JZILSTO,X,X,O,O,O,X,O,O,O,X
JZILSOT,X,X,O,O,O,X,O,O,O,X
JZILOTS,O,X,X,X,X,X,X,O,O,X
JZILOST,O,X,O,X,X,X,O,O,O,X
JZISTLO,X,O,O,O,O,X,O,O,O,X
JZISTOL,X,O,O,X,O,X,O,O,O,X
JZISLTO,X,O,O,O,O,X,O,O,O,X
JZISLOT,X,X,O,O,O,X,O,O,O,X
JZISOTL,X,O,X,X,O,X,O,O,O,X
JZISOLT,X,X,X,O,O,X,O,O,O,X
JZIOTLS,O,O,O,X,X,X,X,O,X,X
JZIOTSL,X,X,O,X,X,X,O,O,X,X
JZIOLTS,O,X,X,X,X,X,X,O,O,X
JZIOLST,O,X,O,X,X,X,O,O,O,X
JZIOSTL,X,X,X,X,X,X,O,O,O,X
JZIOSLT,O,X,X,X,X,X,O,O,O,X
JZLTISO,O,O,O,O,O,X,O,O,X,X
JZLTIOS,O,O,O,X,X,X,X,O,O,X
JZLTSIO,O,O,O,O,O,X,O,O,O,X
JZLTSOI,O,O,O,O,O,O,O,O,O,X
JZLTOIS,O,O,O,X,X,X,X,O,O,X
JZLTOSI,O,O,O,O,O,X,X,O,O,X
JZLITSO,O,O,O,X,X,X,O,O,X,X
JZLITOS,O,O,O,X,X,X,X,O,O,X
JZLISTO,X,X,O,O,O,X,O,O,O,X
JZLISOT,X,X,O,O,O,X,O,O,O,X
JZLIOTS,O,X,X,X,X,X,X,O,O,X
JZLIOST,O,X,O,X,X,X,O,O,O,X
JZLSTIO,O,O,O,O,O,X,O,O,O,X
JZLSTOI,O,O,O,O,O,O,O,O,O,X
JZLSITO,O,O,O,O,O,X,O,O,O,X
JZLSIOT,O,X,O,O,O,X,O,O,O,X
JZLSOTI,O,X,O,O,O,O,O,O,O,X
JZLSOIT,O,X,O,O,O,O,O,O,O,X
JZLOTIS,O,X,O,X,X,X,X,O,O,X
JZLOTSI,O,X,O,X,X,O,X,O,O,X
JZLOITS,O,X,X,X,X,X,X,O,O,X
JZLOIST,O,X,O,X,X,X,O,O,O,X
JZLOSTI,O,X,O,O,O,O,O,O,O,X
JZLOSIT,O,X,O,O,O,O,O,O,O,X
JZSTILO,O,O,O,O,O,X,O,O,O,X
JZSTIOL,O,O,O,O,O,X,O,O,O,X
JZSTLIO,O,O,O,O,O,X,O,O,O,X
JZSTLOI,O,O,O,O,O,O,O,O,O,X
JZSTOIL,O,O,O,O,O,X,O,X,O,X
JZSTOLI,O,O,O,O,O,X,O,O,O,X
JZSITLO,O,O,O,O,O,X,O,O,O,X
JZSITOL,O,O,O,O,O,X,O,X,O,X
JZSILTO,O,O,O,O,O,X,O,O,O,X
JZSILOT,O,X,O,O,O,X,O,O,O,X
JZSIOTL,O,O,X,X,O,X,O,X,O,X
JZSIOLT,O,X,X,O,O,X,O,X,O,X
JZSLTIO,O,O,O,O,O,X,O,O,O,X
JZSLTOI,O,O,O,O,O,O,O,O,O,X
JZSLITO,O,O,O,O,O,X,O,O,O,X
JZSLIOT,O,X,O,O,O,X,O,O,O,X
JZSLOTI,O,X,O,O,O,O,O,O,O,X
JZSLOIT,O,X,O,O,O,O,O,O,O,X
JZSOTIL,O,O,X,X,O,O,O,X,O,X
JZSOTLI,O,O,X,X,O,O,O,O,O,X
JZSOITL,O,O,X,X,O,O,O,X,O,X
JZSOILT,O,X,X,O,O,O,O,X,O,X
JZSOLTI,O,X,X,O,O,O,O,O,O,X
JZSOLIT,O,X,X,O,O,O,O,O,O,X
JZOTILS,O,O,O,X,X,X,X,O,X,X
JZOTISL,X,O,O,X,X,X,O,O,X,X
JZOTLIS,O,O,O,X,X,X,X,O,X,X
JZOTLSI,O,O,O,X,O,O,X,O,X,X
JZOTSIL,O,O,O,X,O,O,O,X,X,X
JZOTSLI,O,O,O,X,O,O,O,O,X,X
JZOITLS,O,O,O,X,X,X,X,X,X,X
JZOITSL,X,X,O,X,X,X,O,X,X,X
JZOILTS,O,X,X,X,X,X,X,X,O,X
JZOILST,O,X,O,X,X,X,O,X,O,X
JZOISTL,O,X,X,X,X,X,O,X,O,X
JZOISLT,O,X,X,X,X,X,O,X,O,X
JZOLTIS,O,X,O,X,X,X,X,O,O,X
JZOLTSI,O,X,O,X,X,O,X,O,O,X
JZOLITS,O,X,X,X,X,X,X,O,O,X
JZOLIST,O,X,O,X,X,X,O,O,O,X
JZOLSTI,O,X,O,O,O,O,O,O,O,X
JZOLSIT,O,X,O,O,O,O,O,O,O,X
JZOSTIL,O,O,X,X,O,O,O,X,O,X
JZOSTLI,O,O,X,X,O,O,O,O,O,X
JZOSITL,O,O,X,X,O,O,O,X,O,X
JZOSILT,O,X,X,O,O,O,O,X,O,X
JZOSLTI,O,X,X,O,O,O,O,O,O,X
JZOSLIT,O,X,X,O,O,O,O,O,O,X
JOTILSZ,O,O,O,X,X,X,X,O,X,X
JOTILZS,O,O,O,X,X,X,X,O,X,X
JOTISLZ,O,X,O,X,X,X,O,X,X,X
JOTISZL,X,X,O,X,X,X,O,O,X,X
JOTIZLS,O,O,O,X,X,X,X,O,X,X
JOTIZSL,O,O,O,X,X,X,O,O,X,X
JOTLISZ,O,O,O,X,X,X,X,O,X,X
JOTLIZS,O,O,O,X,X,X,X,O,X,X
JOTLSIZ,O,O,O,X,X,X,X,O,X,X
JOTLSZI,O,O,O,X,X,X,X,O,X,X
JOTLZIS,O,O,O,X,X,X,X,O,X,X
JOTLZSI,O,O,O,O,O,X,X,O,X,X
JOTSILZ,O,X,O,X,X,X,O,X,X,X
JOTSIZL,X,X,O,X,X,X,O,X,X,X
JOTSLIZ,O,O,O,X,X,X,O,X,X,X
JOTSLZI,O,O,O,X,X,X,O,X,X,X
JOTSZIL,O,O,O,X,X,X,O,X,X,X
JOTSZLI,O,O,O,X,X,X,O,X,X,X
JOTZILS,O,O,O,X,X,X,X,O,X,X
JOTZISL,O,O,O,X,X,X,O,O,X,X
JOTZLIS,O,O,O,X,X,X,X,O,X,X
JOTZLSI,O,O,O,O,O,X,X,O,X,X
JOTZSIL,O,O,O,O,O,X,O,X,X,X
JOTZSLI,O,O,O,O,O,X,O,O,X,X
JOITLSZ,X,O,X,X,X,X,X,O,X,X
JOITLZS,O,O,X,X,X,X,X,O,X,X
JOITSLZ,X,X,X,X,X,X,O,X,X,X
JOITSZL,X,X,X,X,X,X,O,O,X,X
JOITZLS,X,O,X,X,X,X,X,O,X,X
JOITZSL,X,O,X,X,X,X,O,O,X,X
JOILTSZ,X,X,X,X,X,X,X,O,X,X
JOILTZS,O,X,X,X,X,X,X,O,X,X
JOILSTZ,X,X,X,X,X,X,O,O,X,X
JOILSZT,O,X,X,X,X,X,O,O,X,X
JOILZTS,O,X,X,X,X,X,X,O,X,X
JOILZST,O,X,X,X,X,X,O,O,X,X
JOISTLZ,X,X,X,X,X,X,O,X,X,X
JOISTZL,X,X,X,X,X,X,O,O,X,X
JOISLTZ,X,X,X,X,X,X,O,X,X,X
JOISLZT,O,X,X,X,X,X,O,X,X,X
JOISZTL,X,O,X,X,O,X,O,O,X,X
JOISZLT,X,X,X,X,O,X,O,O,X,X
JOIZTLS,O,O,X,X,X,X,X,O,X,X
JOIZTSL,X,X,X,X,X,X,O,O,X,X
JOIZLTS,O,X,X,X,X,X,X,O,X,X
JOIZLST,O,X,X,X,X,X,O,O,X,X
JOIZSTL,O,X,X,X,X,X,O,O,X,X
JOIZSLT,O,X,X,X,X,X,O,O,X,X
JOLTISZ,O,O,O,X,X,X,X,O,X,X
JOLTIZS,O,O,O,X,X,X,X,O,X,X
JOLTSIZ,O,O,O,X,X,X,X,O,O,X
JOLTSZI,O,O,O,X,X,X,X,O,O,X
JOLTZIS,O,O,O,X,X,X,X,O,O,X
JOLTZSI,O,O,O,O,O,X,X,O,O,X
JOLITSZ,X,X,X,X,X,X,X,O,X,X
JOLITZS,O,X,X,X,X,X,X,O,X,X
JOLISTZ,X,X,X,X,X,X,O,O,O,X
JOLISZT,O,X,X,X,X,X,O,O,O,X
JOLIZTS,O,X,X,X,X,X,X,O,O,X
JOLIZST,O,X,X,X,X,X,O,O,O,X
JOLSTIZ,X,X,O,X,X,X,O,O,O,X
JOLSTZI,X,X,O,X,X,X,O,O,O,X
JOLSITZ,X,X,X,X,X,X,O,O,O,X
JOLSIZT,O,X,O,X,X,O,O,O,O,X
JOLSZTI,O,X,O,X,X,O,O,O,O,X
JOLSZIT,O,X,O,X,X,O,O,O,O,X
JOLZTIS,O,X,O,X,X,X,X,O,O,X
JOLZTSI,O,X,O,X,X,O,X,O,O,X
JOLZITS,O,X,X,X,X,X,X,O,O,X
JOLZIST,O,X,O,X,X,X,O,O,O,X
JOLZSTI,O,X,O,O,O,O,O,O,O,X
JOLZSIT,O,X,O,O,O,O,O,O,O,X
JOSTILZ,X,X,X,X,X,X,O,X,O,X
JOSTIZL,X,X,X,X,X,X,O,X,O,X
JOSTLIZ,X,O,X,X,X,X,O,X,O,X
JOSTLZI,X,O,X,X,X,X,O,X,O,X
JOSTZIL,X,O,X,X,X,X,O,X,O,X
JOSTZLI,X,O,X,X,X,X,O,X,O,X
JOSITLZ,X,X,X,X,X,X,O,X,X,X
JOSITZL,X,X,X,X,X,X,O,X,X,X
JOSILTZ,X,X,X,X,X,X,O,X,X,X
JOSILZT,O,X,X,X,X,O,O,X,X,X
JOSIZTL,X,O,X,X,O,O,O,X,X,X
JOSIZLT,X,X,X,X,O,O,O,X,X,X
JOSLTIZ,X,X,X,X,X,X,O,X,O,X
JOSLTZI,X,X,X,X,X,X,O,X,O,X
JOSLITZ,X,X,X,X,X,X,O,X,O,X
JOSLIZT,O,X,X,X,X,O,O,X,O,X
JOSLZTI,O,X,X,X,X,O,O,X,O,X
JOSLZIT,O,X,X,X,X,O,O,X,O,X
JOSZTIL,O,O,X,X,O,O,O,X,O,X
JOSZTLI,O,O,X,X,O,O,O,X,O,X
JOSZITL,O,O,X,X,O,O,O,X,O,X
JOSZILT,O,X,X,X,O,O,O,X,O,X
JOSZLTI,O,X,X,X,O,O,O,X,O,X
JOSZLIT,O,X,X,X,O,O,O,X,O,X
