sequence,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufB3bBqiBT?eBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBGeBqkBz?iBllB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhF3bBGeBqkBz?iBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel6IvhF3bBuiBcjBK?kBRlBTqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFlbBuiBcjBy?kBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFCeB0gBXjBx?pBmpBlqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel7IvhFGeBifBziB0?fBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufBqiBTeB0?gBVqB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeG+IvhFxfBziB0kBl?lBikB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jei6IvhFGeB1kB0gBz?iBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBFjBGqBf?qBzqBCtB
JTLZOSI,X,O,X,X,X,X,X,O,X,X,X
JTLOISZ,O,O,O,X,X,X,X,O,X,X,X
JTLOIZS,X,O,O,X,X,X,X,O,X,X,X
JTLOSIZ,O,O,O,X,X,X,X,O,X,X,X
JTLOSZI,O,O,O,X,X,X,X,O,X,X,X
JTLOZIS,X,O,O,X,X,X,X,O,X,X,X
JTLOZSI,X,O,O,X,X,X,X,O,X,X,X
JTSILZO,O,X,X,X,X,X,X,O,X,X,O
JTSILOZ,O,X,X,X,X,X,X,O,X,X,X
JTSIZLO,O,X,X,X,X,X,X,O,X,X,O
JTSIZOL,X,X,X,X,X,X,X,X,X,X,O
JTSIOLZ,O,X,X,X,X,X,X,X,X,X,X
JTSIOZL,X,X,X,X,X,X,X,X,X,X,O
JTSLIZO,O,X,X,X,X,X,X,O,X,X,X
JTSLIOZ,O,X,O,X,X,X,X,O,X,X,X
JTSLZIO,O,X,X,X,X,X,X,O,X,X,X
JTSLZOI,O,X,X,X,X,X,X,O,X,X,X
JTSLOIZ,O,X,O,X,X,X,X,O,X,X,X
JTSLOZI,O,X,O,X,X,X,X,O,X,X,X
JTSZILO,O,X,X,X,X,X,X,O,X,X,X
JTSZIOL,X,X,X,X,X,X,X,X,X,X,X
JTSZLIO,O,X,X,X,X,X,X,O,X,X,X
JTSZLOI,O,X,X,X,X,X,X,O,X,X,X
JTSZOIL,X,X,X,X,X,X,X,X,X,X,X
JTSZOLI,X,X,X,X,X,X,X,X,X,X,X
JTSOILZ,O,X,O,X,X,X,X,X,X,X,X
JTSOIZL,X,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,O,X,X,X,X,X,X,X,X
JTSOLZI,O,X,O,X,X,X,X,X,X,X,X
JTSOZIL,X,X,X,X,X,X,X,X,X,X,X
JTSOZLI,X,X,O,X,X,X,X,X,X,X,X
JTZILSO,X,X,X,X,O,X,X,O,X,X,X
JTZILOS,X,X,X,X,O,X,X,O,X,X,X
JTZISLO,X,X,X,X,O,X,X,O,X,X,O
JTZISOL,X,X,X,X,O,X,X,X,X,X,O
JTZIOLS,X,X,X,X,O,X,X,O,O,X,X
JTZIOSL,X,X,X,X,O,X,X,X,O,X,X
JTZLISO,X,X,X,X,O,X,X,O,X,X,X
JTZLIOS,X,X,X,X,O,X,X,O,X,X,X
JTZLSIO,X,X,X,X,X,X,X,O,X,X,X
JTZLSOI,X,X,X,X,X,X,X,O,X,X,X
JTZLOIS,X,X,X,X,X,X,X,O,X,X,X
JTZLOSI,X,X,X,X,X,X,X,O,X,X,X
JTZSILO,X,X,X,X,O,X,X,O,X,X,X
JTZSIOL,X,X,X,X,O,X,X,X,X,X,X
JTZSLIO,X,X,X,X,X,X,X,O,X,X,X
JTZSLOI,X,X,X,X,X,X,X,O,X,X,X
JTZSOIL,X,X,X,X,X,X,X,X,X,X,X
JTZSOLI,X,X,X,X,X,X,X,X,X,X,X
JTZOILS,X,X,X,X,O,X,X,O,O,X,X
JTZOISL,X,X,X,X,O,X,X,X,O,X,X
JTZOLIS,X,X,X,X,X,X,X,O,O,X,X
JTZOLSI,X,X,X,X,X,X,X,O,X,X,X
JTZOSIL,X,X,X,X,X,X,X,X,O,X,X
JTZOSLI,X,X,X,X,X,X,X,X,X,X,X
JTOILSZ,X,O,O,X,X,X,O,O,X,X,X
JTOILZS,X,O,O,X,X,X,O,O,O,X,X
JTOISLZ,X,X,O,X,X,X,O,X,X,X,X
JTOISZL,X,X,X,X,X,X,O,X,O,X,O
JTOIZLS,X,X,X,X,X,X,O,O,O,X,X
JTOIZSL,X,X,X,X,X,X,O,X,O,X,X
JTOLISZ,X,O,O,X,X,X,O,O,X,X,X
JTOLIZS,X,O,O,X,X,X,O,O,O,X,X
JTOLSIZ,X,O,O,X,X,X,X,O,X,X,X
JTOLSZI,X,O,O,X,X,X,X,O,X,X,X
JTOLZIS,X,O,O,X,X,X,X,O,O,X,X
JTOLZSI,X,O,O,X,X,X,X,O,X,X,X
JTOSILZ,X,X,O,X,X,X,O,X,X,X,X
JTOSIZL,X,X,X,X,X,X,O,X,O,X,X
JTOSLIZ,X,O,O,X,X,X,X,X,X,X,X
JTOSLZI,X,O,O,X,X,X,X,X,X,X,X
JTOSZIL,X,X,X,X,X,X,X,X,O,X,X
JTOSZLI,X,X,O,X,X,X,X,X,X,X,X
JTOZILS,X,X,X,X,X,X,O,O,O,X,X
JTOZISL,X,X,X,X,X,X,O,X,O,X,X
JTOZLIS,X,O,O,X,X,X,X,O,O,X,X
JTOZLSI,X,O,O,X,X,X,X,O,X,X,X
JTOZSIL,X,X,X,X,X,X,X,X,O,X,X
JTOZSLI,X,X,O,X,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,X,X,O,X,X,O
JITLSOZ,O,X,X,X,X,X,X,O,X,X,X
JITLZSO,X,X,X,X,O,X,X,O,X,X,X
JITLZOS,X,X,X,X,O,X,X,O,X,O,X
JITLOSZ,O,X,X,X,X,X,O,O,X,O,X
JITLOZS,X,X,X,X,O,X,O,O,X,O,X
JITSLZO,O,X,X,X,O,O,X,O,X,X,O
JITSLOZ,O,X,X,X,O,O,O,O,X,X,X
JITSZLO,O,X,X,X,O,O,X,O,X,X,O
JITSZOL,X,X,X,X,O,O,X,X,X,X,O
JITSOLZ,O,X,X,X,X,O,O,X,X,X,X
JITSOZL,X,X,X,X,X,O,O,X,X,X,O
JITZLSO,X,X,X,X,O,X,X,O,X,X,X
JITZLOS,X,X,X,X,O,X,X,O,X,O,X
JITZSLO,X,X,X,X,O,O,X,O,X,X,O
JITZSOL,X,X,X,X,O,O,X,X,X,X,O
JITZOLS,X,X,X,X,O,X,X,O,X,O,X
JITZOSL,X,X,X,X,O,O,X,X,X,O,X
JITOLSZ,X,X,X,X,X,X,O,O,X,O,X
JITOLZS,X,X,X,X,X,X,O,O,X,O,X
JITOSLZ,X,X,X,X,X,O,O,X,X,O,X
JITOSZL,X,X,X,X,X,O,O,X,X,O,O
JITOZLS,X,X,X,X,X,X,O,O,X,O,X
JITOZSL,X,X,X,X,X,O,O,X,X,O,X
JILTSZO,O,X,X,X,X,X,X,O,X,X,O
JILTSOZ,O,X,O,X,X,X,X,O,X,X,X
JILTZSO,X,X,X,X,O,X,X,O,X,X,X
JILTZOS,X,O,X,X,O,X,X,O,X,X,X
JILTOSZ,O,O,O,X,X,X,O,O,X,X,X
JILTOZS,X,O,O,X,O,X,O,O,X,X,X
JILSTZO,X,X,X,X,X,O,X,X,X,X,O
JILSTOZ,O,X,X,X,X,O,X,X,X,X,X
JILSZTO,X,X,X,X,X,O,X,X,X,X,O
JILSZOT,O,X,X,X,X,O,X,X,X,X,X
JILSOTZ,O,X,X,X,X,O,X,X,X,X,X
JILSOZT,O,X,X,X,X,O,X,X,X,X,X
JILZTSO,O,X,X,X,O,X,X,X,X,X,X
JILZTOS,O,X,X,X,O,X,X,X,X,X,X
JILZSTO,O,X,X,X,O,O,X,X,X,X,X
JILZSOT,O,X,X,X,O,O,X,X,X,X,X
JILZOTS,O,O,X,X,O,X,X,X,X,X,X
JILZOST,O,O,X,X,O,O,X,X,X,X,X
JILOTSZ,O,O,O,X,X,X,O,O,X,X,X
JILOTZS,X,O,O,X,O,X,O,O,X,X,X
JILOSTZ,O,O,O,X,X,O,O,X,X,X,X
JILOSZT,O,O,X,X,X,O,X,X,X,X,X
JILOZTS,O,O,O,X,O,X,O,X,X,X,X
JILOZST,O,O,X,X,O,O,X,X,X,X,X
JISTLZO,X,X,X,X,O,O,X,X,X,X,O
JISTLOZ,O,X,X,X,O,O,O,X,X,X,X
JISTZLO,X,X,X,X,O,O,X,X,X,X,O
JISTZOL,X,X,X,X,O,O,X,X,X,X,O
JISTOLZ,X,X,X,X,X,O,O,X,X,X,X
JISTOZL,X,X,X,X,X,O,O,X,X,X,O
JISLTZO,X,X,X,X,O,O,X,X,X,X,O
JISLTOZ,O,X,X,X,O,O,O,X,X,X,X
JISLZTO,X,X,X,X,O,O,X,X,X,X,O
JISLZOT,O,X,X,X,O,O,X,X,X,X,X
JISLOTZ,O,X,X,X,O,O,O,X,X,X,X
JISLOZT,O,X,X,X,O,O,O,X,X,X,X
JISZTLO,X,X,X,X,O,O,X,X,X,X,O
JISZTOL,X,X,X,X,O,O,X,X,X,X,O
JISZLTO,X,X,X,X,O,O,X,X,X,X,O
JISZLOT,O,X,X,X,O,O,X,X,X,X,X
JISZOTL,X,X,X,X,O,O,X,X,X,X,O
JISZOLT,X,X,X,X,O,O,X,X,X,X,X
JISOTLZ,X,X,X,X,X,O,O,X,X,X,X
JISOTZL,X,X,X,X,X,O,O,X,X,X,O
JISOLTZ,O,X,X,X,X,O,O,X,X,X,X
JISOLZT,O,X,X,X,X,O,O,X,X,X,X
JISOZTL,X,X,X,X,X,O,O,X,X,X,O
JISOZLT,X,X,X,X,X,O,O,X,X,X,X
JIZTLSO,O,X,X,X,O,X,X,X,X,X,X
JIZTLOS,O,X,X,X,O,X,X,X,X,O,X
JIZTSLO,O,X,X,X,O,O,X,X,X,X,O
JIZTSOL,O,X,X,X,O,O,X,X,X,X,O
JIZTOLS,O,X,X,X,O,X,X,X,X,O,X
JIZTOSL,O,X,X,X,O,O,X,X,X,O,X
JIZLTSO,O,X,X,X,O,X,X,X,X,X,X
JIZLTOS,O,X,X,X,O,X,X,X,X,X,X
JIZLSTO,O,X,X,X,O,O,X,X,X,X,X
JIZLSOT,O,X,X,X,O,O,X,X,X,X,X
JIZLOTS,O,X,X,X,O,X,X,X,X,X,X
JIZLOST,O,X,X,X,O,O,X,X,X,X,X
JIZSTLO,O,X,X,X,O,O,X,X,X,X,O
JIZSTOL,X,X,X,X,O,O,X,X,X,X,O
JIZSLTO,O,X,X,X,O,O,X,X,X,X,O
JIZSLOT,O,X,X,X,O,O,X,X,X,X,X
JIZSOTL,X,X,X,X,O,O,X,X,X,X,O
JIZSOLT,O,X,X,X,O,O,X,X,X,X,X
JIZOTLS,X,X,X,X,O,X,X,X,X,O,X
JIZOTSL,X,X,X,X,O,O,X,X,X,O,X
JIZOLTS,O,X,X,X,O,X,X,X,X,O,X
JIZOLST,O,X,X,X,O,O,X,X,X,X,X
JIZOSTL,X,X,X,X,O,O,X,X,X,O,X
JIZOSLT,O,X,X,X,O,O,X,X,X,X,X
JIOTLSZ,X,O,O,X,X,X,O,X,X,O,X
JIOTLZS,X,O,O,X,X,X,O,X,X,O,X
JIOTSLZ,X,X,X,X,X,O,O,X,X,O,X
JIOTSZL,X,X,X,X,X,O,O,X,X,O,O
JIOTZLS,X,X,X,X,X,X,O,X,X,O,X
JIOTZSL,X,X,X,X,X,O,O,X,X,O,X
JIOLTSZ,X,O,O,X,X,X,O,X,X,O,X
JIOLTZS,X,O,O,X,X,X,O,X,X,O,X
JIOLSTZ,X,O,O,X,X,O,O,X,X,X,X
JIOLSZT,X,O,X,X,X,O,O,X,X,X,X
JIOLZTS,X,O,O,X,X,X,O,X,X,O,X
JIOLZST,X,O,X,X,X,O,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,O,O,X,X,O,X
JIOSTZL,X,X,X,X,X,O,O,X,X,O,O
JIOSLTZ,X,O,O,X,X,O,O,X,X,X,X
JIOSLZT,X,O,X,X,X,O,O,X,X,X,X
JIOSZTL,X,X,X,X,X,O,O,X,X,O,O
JIOSZLT,X,X,X,X,X,O,O,X,X,X,X
JIOZTLS,X,X,X,X,X,X,O,X,X,O,X
JIOZTSL,X,X,X,X,X,O,O,X,X,O,X
JIOZLTS,X,O,O,X,X,X,O,X,X,O,X
JIOZLST,X,O,X,X,X,O,X,X,X,X,X
JIOZSTL,X,X,X,X,X,O,O,X,X,O,X
JIOZSLT,X,X,X,X,X,O,O,X,X,X,X
JLTISZO,O,X,X,O,X,X,X,O,X,X,O
JLTISOZ,O,X,O,X,X,X,X,O,X,X,X
JLTIZSO,X,X,X,O,X,X,X,O,X,X,X
JLTIZOS,X,O,X,O,X,X,X,O,X,X,X
JLTIOSZ,O,O,O,X,X,X,X,O,X,X,X
JLTIOZS,X,O,O,X,X,X,X,O,X,X,X
JLTSIZO,O,X,X,X,X,X,X,O,X,X,X
JLTSIOZ,O,X,O,X,X,X,X,O,X,X,X
JLTSZIO,O,X,X,O,X,X,X,O,X,X,X
JLTSZOI,O,X,X,O,X,X,X,O,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,O,X,X,X
JLTSOZI,O,X,O,X,X,X,X,O,X,X,X
JLTZISO,X,X,X,O,X,X,X,O,X,X,X
JLTZIOS,X,O,X,O,X,X,X,O,X,X,X
JLTZSIO,X,X,X,O,X,X,X,O,X,X,X
JLTZSOI,X,X,X,O,X,X,X,O,X,X,X
JLTZOIS,X,O,X,O,X,X,X,O,X,X,X
JLTZOSI,X,O,X,O,X,X,X,O,X,X,X
JLTOISZ,O,O,O,X,X,X,X,O,X,X,X
JLTOIZS,X,O,O,X,X,X,X,O,X,X,X
JLTOSIZ,O,O,O,X,X,X,X,O,X,X,X
JLTOSZI,O,O,O,X,X,X,X,O,X,X,X
JLTOZIS,X,O,O,X,X,X,X,O,X,X,X
JLTOZSI,X,O,O,X,X,X,X,O,X,X,X
JLITSZO,O,X,X,O,X,X,X,O,X,X,O
JLITSOZ,O,X,O,X,X,X,X,O,X,X,X
JLITZSO,X,X,X,O,X,X,X,O,X,X,X
JLITZOS,X,O,X,O,X,X,X,O,X,X,X
JLITOSZ,O,O,O,X,X,X,X,O,X,X,X
JLITOZS,X,O,O,X,X,X,X,O,X,X,X
JLISTZO,X,X,X,O,X,X,X,X,X,X,O
JLISTOZ,O,X,X,X,X,X,X,X,X,X,X
JLISZTO,X,X,X,O,X,X,X,X,X,X,O
JLISZOT,O,X,X,O,X,X,X,X,X,X,X
JLISOTZ,O,X,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,X,X,O,X,X,X,X,X,X,X
JLIZTOS,O,X,X,O,X,X,X,X,X,X,X
JLIZSTO,O,X,X,O,X,X,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,X,X,X,X
JLIZOTS,O,O,X,O,X,X,X,X,X,X,X
JLIZOST,O,O,X,O,X,X,X,X,X,X,X
JLIOTSZ,O,O,O,X,X,X,X,O,X,X,X
JLIOTZS,X,O,O,X,X,X,X,O,X,X,X
JLIOSTZ,O,O,O,X,X,X,X,X,X,X,X
JLIOSZT,O,O,X,X,X,X,X,X,X,X,X
JLIOZTS,O,O,O,X,X,X,X,X,X,X,X
JLIOZST,O,O,X,X,X,X,X,X,X,X,X
JLSTIZO,O,X,X,X,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,X,X,X,X,X,X,X,X
JLSTZIO,O,X,X,O,X,X,X,X,X,X,X
JLSTZOI,O,X,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,X,X,X,X,X,X,X,X,X,X
JLSTOZI,O,X,X,X,X,X,X,X,X,X,X
JLSITZO,X,X,X,O,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X,X
JLSIZTO,X,X,X,O,X,X,X,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,X,X,O,X,X,X,X,X,X,X
JLSZTOI,O,X,X,O,X,X,X,X,X,X,X
JLSZITO,O,X,X,O,X,X,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,X,X,X,X,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X,X,X,X,X
JLZTISO,O,X,X,O,X,X,X,O,X,X,X
JLZTIOS,O,X,X,O,X,X,X,O,X,X,X
JLZTSIO,O,X,X,O,X,X,X,O,X,X,X
JLZTSOI,O,X,X,O,X,X,X,O,X,X,X
JLZTOIS,O,X,X,O,X,X,X,O,X,X,X
JLZTOSI,O,X,X,O,X,X,X,O,X,X,X
JLZITSO,O,X,X,O,X,X,X,X,X,X,X
JLZITOS,O,X,X,O,X,X,X,X,X,X,X
JLZISTO,O,X,X,O,X,X,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,X,X,X,X,X
JLZIOTS,O,O,X,O,X,X,X,X,X,X,X
JLZIOST,O,O,X,O,X,X,X,X,X,X,X
JLZSTIO,O,X,X,O,X,X,X,X,X,X,X
JLZSTOI,O,X,X,O,X,X,X,X,X,X,X
JLZSITO,O,X,X,O,X,X,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,X,X,X
JLZSOTI,O,X,X,O,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,X,X,X,X
JLZOTIS,O,O,X,O,X,X,X,O,X,X,X
JLZOTSI,O,X,X,O,X,X,X,O,X,X,X
JLZOITS,O,O,X,O,X,X,X,X,X,X,X
JLZOIST,O,O,X,O,X,X,X,X,X,X,X
JLZOSTI,O,X,X,O,X,X,X,X,X,X,X
JLZOSIT,O,O,X,O,X,X,X,X,X,X,X
JLOTISZ,O,O,O,X,X,X,X,O,X,X,X
JLOTIZS,X,O,O,X,X,X,X,O,X,X,X
JLOTSIZ,O,O,O,X,X,X,X,O,X,X,X
JLOTSZI,O,O,O,O,X,X,X,O,X,X,X
JLOTZIS,X,O,O,O,X,X,X,O,X,X,X
JLOTZSI,X,O,O,O,X,X,X,O,X,X,X
JLOITSZ,O,O,O,O,X,X,X,O,X,X,X
JLOITZS,X,O,O,O,X,X,X,O,X,X,X
JLOISTZ,O,O,O,O,X,X,X,X,X,X,X
JLOISZT,O,O,X,O,X,X,X,X,X,X,X
JLOIZTS,O,O,O,O,X,X,X,X,X,X,X
JLOIZST,O,O,X,O,X,X,X,X,X,X,X
JLOSTIZ,O,O,O,X,X,X,X,X,X,X,X
JLOSTZI,O,O,O,O,X,X,X,X,X,X,X
JLOSITZ,O,O,O,O,X,X,X,X,X,X,X
JLOSIZT,O,O,X,O,X,X,X,X,X,X,X
JLOSZTI,O,X,X,O,X,X,X,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X,X,X,X
JLOZTIS,O,O,O,O,X,X,X,O,X,X,X
JLOZTSI,O,O,O,O,X,X,X,O,X,X,X
JLOZITS,O,O,O,O,X,X,X,X,X,X,X
JLOZIST,O,O,X,O,X,X,X,X,X,X,X
JLOZSTI,O,X,X,O,X,X,X,X,X,X,X
JLOZSIT,O,O,X,O,X,X,X,X,X,X,X
JSTILZO,O,X,X,X,X,X,X,X,X,X,O
JSTILOZ,O,X,X,X,X,X,X,X,X,X,X
JSTIZLO,O,X,X,X,X,X,X,X,X,X,O
JSTIZOL,X,X,X,X,X,X,X,X,X,X,O
JSTIOLZ,O,X,X,X,X,X,X,X,X,X,X
JSTIOZL,X,X,X,X,X,X,X,X,X,X,O
JSTLIZO,O,X,X,X,X,X,X,X,X,X,X
JSTLIOZ,O,X,O,X,X,X,X,X,X,X,X
JSTLZIO,O,X,X,X,X,X,X,X,X,X,X
JSTLZOI,O,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,O,X,O,X,X,X,X,X,X,X,X
JSTLOZI,O,X,O,X,X,X,X,X,X,X,X
JSTZILO,O,X,X,X,X,X,X,X,X,X,X
JSTZIOL,X,X,X,X,X,X,X,X,X,X,X
JSTZLIO,O,X,X,X,X,X,X,X,X,X,X
JSTZLOI,O,X,X,X,X,X,X,X,X,X,X
JSTZOIL,X,X,X,X,X,X,X,X,X,X,X
JSTZOLI,X,X,X,X,X,X,X,X,X,X,X
JSTOILZ,O,X,O,X,X,X,X,X,X,X,X
JSTOIZL,X,X,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,O,X,X,X,X,X,X,X,X
JSTOLZI,O,X,O,X,X,X,X,X,X,X,X
JSTOZIL,X,X,X,X,X,X,X,X,X,X,X
JSTOZLI,X,X,O,X,X,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,O,X,X,X,X,O
JSITLOZ,O,X,X,X,X,O,X,X,X,X,X
JSITZLO,X,X,X,X,X,O,X,X,X,X,O
JSITZOL,X,X,X,X,X,O,X,X,X,X,O
JSITOLZ,X,X,X,X,X,O,X,X,X,X,X
JSITOZL,X,X,X,X,X,O,X,X,X,X,O
JSILTZO,X,X,X,X,X,O,X,X,X,X,O
JSILTOZ,O,X,X,X,X,O,X,X,X,X,X
JSILZTO,X,X,X,X,X,O,X,X,X,X,O
JSILZOT,O,X,X,X,X,O,X,X,X,X,X
JSILOTZ,O,X,X,X,X,O,X,X,X,X,X
JSILOZT,O,X,X,X,X,O,X,X,X,X,X
JSIZTLO,X,X,X,X,X,O,X,X,X,X,O
JSIZTOL,X,X,X,X,X,O,X,X,X,X,O
JSIZLTO,X,X,X,X,X,O,X,X,X,X,O
JSIZLOT,O,X,X,X,X,O,X,X,X,X,X
JSIZOTL,X,X,X,X,X,O,X,X,X,X,O
JSIZOLT,X,X,X,X,X,O,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,O,X,X,X,X,X
JSIOTZL,X,X,X,X,X,O,X,X,X,X,O
JSIOLTZ,O,X,X,X,X,O,X,X,X,X,X
JSIOLZT,O,X,X,X,X,O,X,X,X,X,X
JSIOZTL,X,X,X,X,X,O,X,X,X,X,O
JSIOZLT,X,X,X,X,X,O,X,X,X,X,X
JSLTIZO,O,X,X,X,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,X,X,X,X,X,X,X,X
JSLTZIO,O,X,X,O,X,X,X,X,X,X,X
JSLTZOI,O,X,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,X,X,X,X,X,X,X,X,X,X
JSLTOZI,O,X,X,X,X,X,X,X,X,X,X
JSLITZO,X,X,X,O,X,O,X,X,X,X,X
JSLITOZ,O,X,X,X,X,O,X,X,X,X,X
JSLIZTO,X,X,X,O,X,O,X,X,X,X,X
JSLIZOT,O,X,X,O,X,O,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,O,X,X,X,X,X
JSLIOZT,O,X,X,X,X,O,X,X,X,X,X
JSLZTIO,O,X,X,O,X,X,X,X,X,X,X
JSLZTOI,O,X,X,O,X,X,X,X,X,X,X
JSLZITO,O,X,X,O,X,O,X,X,X,X,X
JSLZIOT,O,X,X,O,X,O,X,X,X,X,X
JSLZOTI,O,X,X,O,X,X,X,X,X,X,X
JSLZOIT,O,X,X,O,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,X,X,X,X,X,X,X
JSLOTZI,O,X,X,X,X,X,X,X,X,X,X
JSLOITZ,O,X,X,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,X,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X,X,X
JSLOZIT,O,X,X,X,X,X,X,X,X,X,X
JSZTILO,O,X,X,X,X,X,X,X,X,X,X
JSZTIOL,X,X,X,X,X,X,X,X,X,X,X
JSZTLIO,O,X,X,O,X,X,X,X,X,X,X
JSZTLOI,O,X,X,O,X,X,X,X,X,X,X
JSZTOIL,X,X,X,X,X,X,X,X,X,X,X
JSZTOLI,X,X,X,O,X,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,O,X,X,X,X,X
JSZITOL,X,X,X,X,X,O,X,X,X,X,X
JSZILTO,O,X,X,O,X,O,X,X,X,X,X
JSZILOT,O,X,X,O,X,O,X,X,X,X,X
JSZIOTL,X,X,X,X,X,O,X,X,X,X,X
JSZIOLT,O,X,X,O,X,O,X,X,X,X,X
JSZLTIO,O,X,X,O,X,X,X,X,X,X,X
JSZLTOI,O,X,X,O,X,X,X,X,X,X,X
JSZLITO,O,X,X,O,X,O,X,X,X,X,X
JSZLIOT,O,X,X,O,X,O,X,X,X,X,X
JSZLOTI,O,X,X,O,X,X,X,X,X,X,X
JSZLOIT,O,X,X,O,X,X,X,X,X,X,X
JSZOTIL,X,X,X,X,X,X,X,X,X,X,X
JSZOTLI,X,X,X,O,X,X,X,X,X,X,X
JSZOITL,X,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,X,X,X,X,X
JSZOLTI,O,X,X,O,X,X,X,X,X,X,X
JSZOLIT,O,X,X,O,X,X,X,X,X,X,X
JSOTILZ,X,X,O,X,X,X,X,X,X,X,X
JSOTIZL,X,X,X,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,X,X,X,X,X,X,X,X
JSOTLZI,X,X,O,X,X,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,X,X,X,X,X,X
JSOTZLI,X,X,O,X,X,X,X,X,X,X,X
JSOITLZ,X,X,O,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,X,X,X,X,X,X
JSOILTZ,O,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X,X,X,X,X
JSOIZLT,X,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,X,X,X,X,X,X
JSOLTZI,X,X,O,O,X,X,X,X,X,X,X
JSOLITZ,O,X,X,O,X,X,X,X,X,X,X
JSOLIZT,O,X,X,O,X,X,X,X,X,X,X
JSOLZTI,X,X,X,O,X,X,X,X,X,X,X
JSOLZIT,O,X,X,O,X,X,X,X,X,X,X
JSOZTIL,X,X,X,X,X,X,X,X,X,X,X
JSOZTLI,X,X,O,O,X,X,X,X,X,X,X
JSOZITL,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,X,X,X,O,X,X,X,X,X,X,X
JSOZLTI,X,X,X,O,X,X,X,X,X,X,X
JSOZLIT,X,X,X,O,X,X,X,X,X,X,X
JZTILSO,O,X,X,X,O,X,X,O,X,X,X
JZTILOS,O,X,X,X,O,X,X,O,X,X,X
JZTISLO,O,X,X,X,O,X,X,O,X,X,O
JZTISOL,O,X,X,X,O,X,X,X,X,X,O
JZTIOLS,O,X,X,X,O,X,X,O,O,X,X
JZTIOSL,O,X,X,X,O,X,X,X,O,X,X
JZTLISO,O,X,X,O,O,X,X,O,X,X,X
JZTLIOS,O,X,X,O,O,X,X,O,X,X,X
JZTLSIO,O,X,X,O,X,X,X,O,X,X,X
JZTLSOI,O,X,X,O,X,X,X,O,X,X,X
