sequence,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhF0cBTeBflBl?gBOrBCqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBifB3?gB1pBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFFbB0cBTeBq?kB3gBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeO/IvhFXbB0cBTeB1?pBxlBarB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBFmBmqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBlgBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFTeBflB0gBl?hBClBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhFTeBKkBflB0?gBlhBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex7IvhFTeBOkBXgBl?hBarB0pB
JSLTIZO,O,O,O,X,X,O,X,X,O
JSLTIOZ,O,O,O,X,X,O,X,X,O
JSLTZIO,O,O,O,X,X,O,X,X,O
JSLTZOI,O,O,O,X,X,O,X,X,O
JSLTOIZ,O,O,O,X,X,O,X,X,O
JSLTOZI,O,O,O,X,X,O,X,X,O
JSLITZO,O,X,O,X,X,O,X,X,O
JSLITOZ,O,X,O,X,X,O,X,X,O
JSLIZTO,O,X,O,X,X,O,X,X,X
JSLIZOT,O,O,O,X,X,O,X,X,X
JSLIOTZ,O,X,O,X,X,O,X,X,O
JSLIOZT,O,O,O,X,X,O,X,X,X
JSLZTIO,O,O,O,X,X,O,X,X,O
JSLZTOI,O,O,O,X,X,O,X,X,O
JSLZITO,O,X,O,X,X,O,X,X,X
JSLZIOT,O,O,O,X,X,O,X,X,X
JSLZOTI,O,O,O,X,X,O,X,X,O
JSLZOIT,O,O,O,X,X,O,X,X,X
JSLOTIZ,O,O,O,X,X,O,X,X,O
JSLOTZI,O,O,O,X,X,O,X,X,O
JSLOITZ,O,X,O,X,X,O,X,X,O
JSLOIZT,O,O,O,X,X,O,X,X,X
JSLOZTI,O,O,O,X,X,O,X,X,O
JSLOZIT,O,O,O,X,X,O,X,X,X
JSZTILO,O,O,X,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,O,X,X
JSZTLIO,O,O,O,X,X,X,X,X,X
JSZTLOI,O,O,O,X,X,X,X,X,X
JSZTOIL,O,O,X,X,X,X,O,X,X
JSZTOLI,O,O,O,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,O,X,X
JSZILTO,O,X,O,X,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,X,X
JSZIOTL,O,O,X,X,X,X,O,X,X
JSZIOLT,O,O,O,X,X,X,X,X,X
JSZLTIO,O,O,O,X,X,O,X,X,X
JSZLTOI,O,O,O,X,X,O,X,X,X
JSZLITO,O,X,O,X,X,O,X,X,X
JSZLIOT,O,O,O,X,X,O,X,X,X
JSZLOTI,O,O,O,X,X,O,X,X,X
JSZLOIT,O,O,O,X,X,O,X,X,X
JSZOTIL,O,O,X,X,X,X,O,X,X
JSZOTLI,O,O,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,O,X,X
JSZOILT,O,O,O,X,X,X,X,X,X
JSZOLTI,O,O,O,X,X,O,X,X,X
JSZOLIT,O,O,O,X,X,O,X,X,X
JSOTILZ,O,O,X,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,O,X,X
JSOTLIZ,O,O,O,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,O,X,X
JSOTZLI,O,O,O,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,O,X,X
JSOILTZ,O,X,O,X,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X,X
JSOIZTL,O,O,X,X,X,X,O,X,X
JSOIZLT,O,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,O,X,X,O,X,X,O
JSOLTZI,O,O,O,X,X,O,X,X,O
JSOLITZ,O,X,O,X,X,O,X,X,O
JSOLIZT,O,O,O,X,X,O,X,X,X
JSOLZTI,O,O,O,X,X,O,X,X,O
JSOLZIT,O,O,O,X,X,O,X,X,X
JSOZTIL,O,O,X,X,X,X,O,X,X
JSOZTLI,O,O,O,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,O,X,X
JSOZILT,O,O,O,X,X,X,X,X,X
JSOZLTI,O,O,O,X,X,O,X,X,X
JSOZLIT,O,O,O,X,X,O,X,X,X
JZTILSO,X,O,O,O,X,X,X,X,X
JZTILOS,X,O,O,O,X,X,X,X,X
JZTISLO,O,O,X,O,X,X,X,X,X
JZTISOL,O,O,X,O,X,X,X,X,X
JZTIOLS,X,O,O,O,X,X,X,X,X
JZTIOSL,O,O,X,O,X,X,X,X,X
JZTLISO,X,O,O,O,X,X,X,X,X
JZTLIOS,X,O,O,O,O,O,X,X,X
JZTLSIO,O,O,O,X,O,O,X,X,X
JZTLSOI,O,O,O,O,O,O,X,X,X
JZTLOIS,X,O,O,O,O,O,X,X,X
JZTLOSI,O,O,O,O,O,O,X,X,X
JZTSILO,O,O,X,O,X,X,X,X,X
JZTSIOL,O,O,X,O,X,X,O,X,X
JZTSLIO,O,O,O,X,X,X,X,X,X
JZTSLOI,O,O,O,O,X,X,X,X,X
JZTSOIL,O,O,X,O,X,X,O,X,X
JZTSOLI,O,O,O,O,X,X,X,X,X
JZTOILS,X,O,O,O,X,X,X,X,X
JZTOISL,O,O,X,O,X,X,X,X,X
JZTOLIS,X,O,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,O,O,X,X,X
JZTOSIL,O,O,X,O,X,X,O,X,X
JZTOSLI,O,O,O,O,X,X,X,X,X
JZITLSO,X,O,O,O,X,X,X,X,X
JZITLOS,X,O,O,O,X,X,X,X,X
JZITSLO,O,O,X,O,X,X,X,X,X
JZITSOL,O,O,X,O,X,X,X,X,X
JZITOLS,X,O,O,O,X,X,X,X,X
JZITOSL,O,O,X,O,X,X,X,X,X
JZILTSO,X,X,O,X,X,X,X,X,X
JZILTOS,X,X,O,X,X,O,X,X,X
JZILSTO,O,X,O,X,X,O,X,X,X
JZILSOT,O,X,O,X,X,O,X,X,X
JZILOTS,X,X,O,X,X,O,X,X,X
JZILOST,O,X,O,X,X,O,X,X,X
JZISTLO,O,O,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X,X,X
JZISLTO,O,X,O,X,X,X,X,X,X
JZISLOT,O,O,O,X,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,X,X,X
JZISOLT,O,O,O,X,X,X,X,X,X
JZIOTLS,X,O,O,O,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X,X
JZIOLTS,X,X,O,X,X,O,X,X,X
JZIOLST,O,X,O,X,X,O,X,X,X
JZIOSTL,O,O,X,X,X,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X,X,X
JZLTISO,X,O,O,X,X,X,X,X,X
JZLTIOS,X,O,O,X,O,O,X,X,X
JZLTSIO,O,O,O,X,O,O,X,X,O
JZLTSOI,O,O,O,X,O,O,X,X,O
JZLTOIS,X,O,O,X,O,O,X,X,X
JZLTOSI,O,O,O,X,O,O,X,X,O
JZLITSO,X,X,O,X,X,X,X,X,X
JZLITOS,X,X,O,X,X,O,X,X,X
JZLISTO,O,X,O,X,X,O,X,X,X
JZLISOT,O,X,O,X,X,O,X,X,X
JZLIOTS,X,X,O,X,O,O,X,X,X
JZLIOST,O,X,O,X,O,O,X,X,X
JZLSTIO,O,O,O,X,X,O,X,X,O
JZLSTOI,O,O,O,X,X,O,X,X,O
JZLSITO,O,X,O,X,X,O,X,X,X
JZLSIOT,O,O,O,X,O,O,X,X,X
JZLSOTI,O,O,O,X,X,O,X,X,O
JZLSOIT,O,O,O,X,O,O,X,X,X
JZLOTIS,X,O,O,X,O,O,X,X,X
JZLOTSI,O,O,O,X,O,O,X,X,O
JZLOITS,X,X,O,X,O,O,X,X,X
JZLOIST,O,X,O,X,O,O,X,X,X
JZLOSTI,O,O,O,X,X,O,X,X,O
JZLOSIT,O,O,O,X,O,O,X,X,X
JZSTILO,O,O,X,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,O,X,X
JZSTLIO,O,O,O,X,X,X,X,X,X
JZSTLOI,O,O,O,X,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,O,X,X
JZSTOLI,O,O,O,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,O,X,X
JZSILTO,O,X,O,X,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,O,X,X
JZSIOLT,O,O,O,X,X,X,X,X,X
JZSLTIO,O,O,O,X,X,O,X,X,X
JZSLTOI,O,O,O,X,X,O,X,X,X
JZSLITO,O,X,O,X,X,O,X,X,X
JZSLIOT,O,O,O,X,X,O,X,X,X
JZSLOTI,O,O,O,X,X,O,X,X,X
JZSLOIT,O,O,O,X,X,O,X,X,X
JZSOTIL,O,O,X,X,X,X,O,X,X
JZSOTLI,O,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,O,X,X
JZSOILT,O,O,O,X,X,X,X,X,X
JZSOLTI,O,O,O,X,X,O,X,X,X
JZSOLIT,O,O,O,X,X,O,X,X,X
JZOTILS,X,O,O,O,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,X
JZOTLIS,X,O,O,O,O,O,X,X,X
JZOTLSI,O,O,O,O,O,O,X,X,X
JZOTSIL,O,O,X,O,X,X,O,X,X
JZOTSLI,O,O,O,O,X,X,X,X,X
JZOITLS,X,O,O,O,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,X
JZOILTS,X,X,O,X,X,O,X,X,X
JZOILST,O,X,O,X,X,O,X,X,X
JZOISTL,O,O,X,X,X,X,X,X,X
JZOISLT,O,O,O,X,X,X,X,X,X
JZOLTIS,X,O,O,X,O,O,X,X,X
JZOLTSI,O,O,O,X,O,O,X,X,O
JZOLITS,X,X,O,X,O,O,X,X,X
JZOLIST,O,X,O,X,O,O,X,X,X
JZOLSTI,O,O,O,X,X,O,X,X,O
JZOLSIT,O,O,O,X,O,O,X,X,X
JZOSTIL,O,O,X,X,X,X,O,X,X
JZOSTLI,O,O,O,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,O,X,X
JZOSILT,O,O,O,X,X,X,X,X,X
JZOSLTI,O,O,O,X,X,O,X,X,X
JZOSLIT,O,O,O,X,X,O,X,X,X
JOTILSZ,X,O,O,O,X,X,X,X,X
JOTILZS,X,O,O,O,X,X,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,O,X,X
JOTIZLS,X,O,O,O,X,X,X,X,X
JOTIZSL,O,O,X,O,X,X,X,X,X
JOTLISZ,X,O,O,O,X,X,X,X,O
JOTLIZS,X,O,O,O,O,O,X,X,X
JOTLSIZ,O,O,O,O,O,O,X,X,O
JOTLSZI,O,O,O,O,O,O,X,O,O
JOTLZIS,X,O,O,O,O,O,X,X,X
JOTLZSI,O,O,O,O,O,O,X,X,O
JOTSILZ,O,O,X,O,X,X,X,X,X
JOTSIZL,O,O,X,O,X,X,O,X,X
JOTSLIZ,O,O,O,O,X,X,X,X,X
JOTSLZI,O,O,O,O,X,X,X,X,X
JOTSZIL,O,O,X,O,X,X,O,X,X
JOTSZLI,O,O,O,O,X,X,X,X,X
JOTZILS,X,O,O,O,X,X,X,X,X
JOTZISL,O,O,X,O,X,X,X,X,X
JOTZLIS,X,O,O,O,O,O,X,X,X
JOTZLSI,O,O,O,O,O,O,X,X,X
JOTZSIL,O,O,X,O,X,X,O,X,X
JOTZSLI,O,O,O,O,X,X,X,X,X
JOITLSZ,X,O,O,O,X,X,X,X,X
JOITLZS,X,O,O,O,X,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X
JOITSZL,O,O,X,O,X,X,O,X,X
JOITZLS,X,O,O,O,X,X,X,X,X
JOITZSL,O,O,X,O,X,X,X,X,X
JOILTSZ,X,X,O,X,X,X,X,X,O
JOILTZS,X,X,O,X,X,O,X,X,X
JOILSTZ,O,X,O,X,X,O,X,X,O
JOILSZT,O,X,O,X,X,O,X,X,X
JOILZTS,X,X,O,X,X,O,X,X,X
JOILZST,O,X,O,X,X,O,X,X,X
JOISTLZ,O,O,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,O,X,X
JOISLTZ,O,X,O,X,X,X,X,X,X
JOISLZT,O,O,O,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,O,X,X
JOISZLT,O,O,O,X,X,X,X,X,X
JOIZTLS,X,O,O,O,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,X,X
JOIZLTS,X,X,O,X,X,O,X,X,X
JOIZLST,O,X,O,X,X,O,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X,X,X
JOLTISZ,X,O,O,X,X,X,X,X,O
JOLTIZS,X,O,O,X,O,O,X,X,X
JOLTSIZ,O,O,O,X,O,O,X,X,O
JOLTSZI,O,O,O,X,O,O,X,O,O
JOLTZIS,X,O,O,X,O,O,X,X,X
JOLTZSI,O,O,O,X,O,O,X,X,O
JOLITSZ,X,X,O,X,X,X,X,X,O
JOLITZS,X,X,O,X,O,O,X,X,X
JOLISTZ,O,X,O,X,O,O,X,X,O
JOLISZT,O,X,O,X,O,O,X,O,X
JOLIZTS,X,X,O,X,O,O,X,X,X
JOLIZST,O,X,O,X,O,O,X,X,X
JOLSTIZ,O,O,O,X,O,O,X,X,O
JOLSTZI,O,O,O,X,O,O,X,O,O
JOLSITZ,O,X,O,X,O,O,X,X,O
JOLSIZT,O,O,O,X,O,O,X,O,X
JOLSZTI,O,O,O,X,X,O,X,O,O
JOLSZIT,O,O,O,X,O,O,X,O,X
JOLZTIS,X,O,O,X,O,O,X,X,X
JOLZTSI,O,O,O,X,O,O,X,X,O
JOLZITS,X,X,O,X,O,O,X,X,X
JOLZIST,O,X,O,X,O,O,X,X,X
JOLZSTI,O,O,O,X,X,O,X,X,O
JOLZSIT,O,O,O,X,O,O,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,O,X,X
JOSTLIZ,O,O,O,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,O,X,X
JOSTZLI,O,O,O,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,O,X,X
JOSILTZ,O,X,O,X,X,X,X,X,X
JOSILZT,O,O,O,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,O,X,X
JOSIZLT,O,O,O,X,X,X,X,X,X
JOSLTIZ,O,O,O,X,X,O,X,X,O
JOSLTZI,O,O,O,X,X,O,X,X,O
JOSLITZ,O,X,O,X,X,O,X,X,O
JOSLIZT,O,O,O,X,X,O,X,X,X
JOSLZTI,O,O,O,X,X,O,X,X,O
JOSLZIT,O,O,O,X,X,O,X,X,X
JOSZTIL,O,O,X,X,X,X,O,X,X
JOSZTLI,O,O,O,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,O,X,X
JOSZILT,O,O,O,X,X,X,X,X,X
JOSZLTI,O,O,O,X,X,O,X,X,X
JOSZLIT,O,O,O,X,X,O,X,X,X
JOZTILS,X,O,O,O,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,X,X
JOZTLIS,X,O,O,O,O,O,X,X,X
JOZTLSI,O,O,O,O,O,O,X,X,X
JOZTSIL,O,O,X,O,X,X,O,X,X
JOZTSLI,O,O,O,O,X,X,X,X,X
JOZITLS,X,O,O,O,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,X,X
JOZILTS,X,X,O,X,X,O,X,X,X
JOZILST,O,X,O,X,X,O,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X
JOZISLT,O,O,O,X,X,X,X,X,X
JOZLTIS,X,O,O,X,O,O,X,X,X
JOZLTSI,O,O,O,X,O,O,X,X,O
JOZLITS,X,X,O,X,O,O,X,X,X
JOZLIST,O,X,O,X,O,O,X,X,X
JOZLSTI,O,O,O,X,X,O,X,X,O
JOZLSIT,O,O,O,X,O,O,X,X,X
JOZSTIL,O,O,X,X,X,X,O,X,X
JOZSTLI,O,O,O,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,O,X,X
JOZSILT,O,O,O,X,X,X,X,X,X
JOZSLTI,O,O,O,X,X,O,X,X,X
JOZSLIT,O,O,O,X,X,O,X,X,X
STILJZO,X,O,X,O,X,X,X,X,X
STILJOZ,X,O,X,O,X,X,X,X,X
STILZJO,X,O,X,O,X,X,X,X,X
STILZOJ,X,O,X,O,X,X,O,X,X
STILOJZ,X,O,X,O,X,X,X,X,X
STILOZJ,X,O,X,O,X,X,O,X,X
STIJLZO,O,X,X,O,X,X,X,X,X
STIJLOZ,O,X,X,O,X,X,X,X,X
STIJZLO,O,X,X,O,X,X,X,X,X
STIJZOL,O,O,X,O,X,X,O,X,X
STIJOLZ,O,X,X,O,X,X,X,X,X
STIJOZL,O,O,X,O,X,X,O,X,X
STIZLJO,X,O,X,O,X,X,X,X,X
STIZLOJ,X,O,X,O,X,X,O,X,X
STIZJLO,X,X,X,O,X,X,X,X,X
STIZJOL,X,O,X,O,X,X,O,X,X
STIZOLJ,X,O,X,O,X,X,O,X,X
STIZOJL,X,O,X,O,X,X,O,X,X
STIOLJZ,X,O,X,O,X,X,X,X,X
STIOLZJ,X,O,X,O,X,X,O,X,X
STIOJLZ,O,X,X,O,X,X,X,X,X
STIOJZL,O,O,X,O,X,X,O,X,X
STIOZLJ,X,O,X,O,X,X,O,X,X
STIOZJL,X,O,X,O,X,X,O,X,X
STLIJZO,X,O,O,O,O,X,X,X,X
STLIJOZ,X,O,O,O,O,X,X,X,X
STLIZJO,X,O,O,O,O,X,X,O,X
STLIZOJ,X,O,O,O,O,X,O,O,X
STLIOJZ,X,O,O,O,O,X,X,X,X
STLIOZJ,X,O,O,O,O,X,O,O,X
STLJIZO,X,O,O,O,O,X,X,X,X
STLJIOZ,X,O,O,O,O,X,X,X,X
STLJZIO,X,O,O,X,O,X,X,O,X
STLJZOI,X,O,O,O,O,X,X,O,X
STLJOIZ,X,O,O,O,O,X,X,X,X
STLJOZI,X,O,O,O,O,X,X,O,X
STLZIJO,X,O,O,X,O,X,X,O,X
STLZIOJ,X,O,O,X,O,X,O,O,X
STLZJIO,X,O,O,X,O,X,X,O,X
STLZJOI,X,O,O,O,O,X,X,O,X
STLZOIJ,X,O,O,X,O,X,O,O,X
STLZOJI,X,O,O,O,O,X,X,O,X
STLOIJZ,X,O,O,O,O,X,X,X,X
STLOIZJ,X,O,O,O,O,X,O,O,X
STLOJIZ,X,O,O,O,O,X,X,X,X
STLOJZI,X,O,O,O,O,X,X,O,X
STLOZIJ,X,O,O,X,O,X,O,O,X
STLOZJI,X,O,O,O,O,X,X,O,X
STJILZO,O,O,X,O,X,X,X,X,X
STJILOZ,O,O,X,O,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,X,X,X
STJIZOL,O,O,X,O,X,X,O,X,X
STJIOLZ,O,O,X,O,X,X,X,X,X
STJIOZL,O,O,X,O,X,X,O,X,X
STJLIZO,O,O,X,O,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X,X
STJLZIO,O,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,O,X,X,X,X,X
STJLOIZ,O,O,X,O,X,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,X,X
STJZILO,O,O,X,O,X,X,X,X,X
STJZIOL,O,O,X,O,X,X,O,X,X
STJZLIO,O,O,X,X,X,X,X,X,X
STJZLOI,O,O,X,O,X,X,X,X,X
STJZOIL,O,O,X,O,X,X,O,X,X
STJZOLI,O,O,X,O,X,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,X,X
STJOIZL,O,O,X,O,X,X,O,X,X
STJOLIZ,O,O,X,O,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,O,X,X
STJOZLI,O,O,X,O,X,X,X,X,X
STZILJO,X,O,X,O,X,X,X,X,X
STZILOJ,X,O,X,O,X,X,O,X,X
STZIJLO,X,X,X,O,X,X,X,X,X
STZIJOL,X,O,X,O,X,X,O,X,X
STZIOLJ,X,O,X,O,X,X,O,X,X
STZIOJL,X,O,X,O,X,X,O,X,X
STZLIJO,X,O,O,X,O,X,X,X,X
STZLIOJ,X,O,O,X,O,X,O,X,X
STZLJIO,X,O,O,X,O,X,X,X,X
STZLJOI,X,O,O,O,O,X,X,X,X
STZLOIJ,X,O,O,X,O,X,O,X,X
STZLOJI,X,O,O,O,O,X,X,X,X
STZJILO,X,X,X,O,X,X,X,X,X
STZJIOL,X,O,X,O,X,X,O,X,X
STZJLIO,X,O,X,X,X,X,X,X,X
STZJLOI,X,O,X,O,X,X,X,X,X
STZJOIL,X,O,X,O,X,X,O,X,X
STZJOLI,X,O,X,O,X,X,X,X,X
STZOILJ,X,O,X,O,X,X,O,X,X
STZOIJL,X,O,X,O,X,X,O,X,X
STZOLIJ,X,O,O,X,O,X,O,X,X
STZOLJI,X,O,O,O,O,X,X,X,X
STZOJIL,X,O,X,O,X,X,O,X,X
STZOJLI,X,O,X,O,X,X,X,X,X
STOILJZ,X,O,X,O,X,X,X,X,X
STOILZJ,X,O,X,O,X,X,O,X,X
STOIJLZ,O,X,X,O,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,O,X,X
STOIZLJ,X,O,X,O,X,X,O,X,X
STOIZJL,X,O,X,O,X,X,O,X,X
STOLIJZ,X,O,O,O,O,X,X,X,X
STOLIZJ,X,O,O,O,O,X,O,O,X
STOLJIZ,X,O,O,O,O,X,X,X,X
STOLJZI,X,O,O,O,O,X,X,O,X
STOLZIJ,X,O,O,X,O,X,O,O,X
STOLZJI,X,O,O,O,O,X,X,O,X
STOJILZ,O,O,X,O,X,X,X,X,X
STOJIZL,O,O,X,O,X,X,O,X,X
STOJLIZ,O,O,X,O,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,O,X,X
STOJZLI,O,O,X,O,X,X,X,X,X
STOZILJ,X,O,X,O,X,X,O,X,X
STOZIJL,X,O,X,O,X,X,O,X,X
STOZLIJ,X,O,O,X,O,X,O,X,X
STOZLJI,X,O,O,O,O,X,X,X,X
STOZJIL,X,O,X,O,X,X,O,X,X
STOZJLI,X,O,X,O,X,X,X,X,X
SITLJZO,X,O,X,O,X,X,X,X,X
SITLJOZ,X,O,X,O,X,X,X,X,X
SITLZJO,X,O,X,O,X,X,X,X,X
SITLZOJ,X,O,X,O,X,X,O,X,X
SITLOJZ,X,O,X,O,X,X,X,X,X
SITLOZJ,X,O,X,O,X,X,O,X,X
SITJLZO,O,X,X,O,X,X,X,X,X
SITJLOZ,O,X,X,O,X,X,X,X,X
SITJZLO,O,X,X,O,X,X,X,X,X
SITJZOL,O,O,X,O,X,X,O,X,X
SITJOLZ,O,X,X,O,X,X,X,X,X
SITJOZL,O,O,X,O,X,X,O,X,X
SITZLJO,X,O,X,O,X,X,X,X,X
SITZLOJ,X,O,X,O,X,X,O,X,X
SITZJLO,X,X,X,O,X,X,X,X,X
SITZJOL,X,O,X,O,X,X,O,X,X
SITZOLJ,X,O,X,O,X,X,O,X,X
SITZOJL,X,O,X,O,X,X,O,X,X
SITOLJZ,X,O,X,O,X,X,X,X,X
SITOLZJ,X,O,X,O,X,X,O,X,X
SITOJLZ,O,X,X,O,X,X,X,X,X
SITOJZL,O,O,X,O,X,X,O,X,X
SITOZLJ,X,O,X,O,X,X,O,X,X
SITOZJL,X,O,X,O,X,X,O,X,X
SILTJZO,X,X,O,X,X,X,X,X,X
SILTJOZ,X,X,O,X,X,X,X,X,X
SILTZJO,X,X,O,X,X,X,X,X,X
SILTZOJ,X,X,O,X,X,X,O,X,X
SILTOJZ,X,X,O,X,X,X,X,X,X
SILTOZJ,X,X,O,X,X,X,O,X,X
SILJTZO,O,X,O,X,X,X,X,X,X
SILJTOZ,O,X,O,X,X,X,X,X,X
SILJZTO,O,X,O,X,X,X,X,X,X
SILJZOT,O,X,O,X,X,X,X,X,X
SILJOTZ,O,X,O,X,X,X,X,X,X
SILJOZT,O,X,O,X,X,X,X,X,X
SILZTJO,X,X,O,X,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,O,X,X
SILZJTO,X,X,O,X,X,X,X,X,X
SILZJOT,X,X,O,X,X,X,X,X,X
SILZOTJ,X,O,O,X,X,X,O,X,X
SILZOJT,X,X,O,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,O,X,X,X,O,X,X
SILOJTZ,O,X,O,X,X,X,X,X,X
SILOJZT,O,X,O,X,X,X,X,X,X
SILOZTJ,X,O,O,X,X,X,O,X,X
SILOZJT,X,X,O,X,X,X,X,X,X
SIJTLZO,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,O,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,O,X,X
SIJLTZO,O,X,O,X,X,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,X,X,X
SIJLZTO,O,X,O,X,X,X,X,X,X
SIJLZOT,O,X,O,X,X,X,X,X,X
SIJLOTZ,O,X,O,X,X,X,X,X,X
SIJLOZT,O,X,O,X,X,X,X,X,X
SIJZTLO,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,O,X,X
SIJZLTO,O,X,O,X,X,X,X,X,X
SIJZLOT,O,X,O,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,O,X,X
SIJZOLT,O,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,O,X,X
SIJOLTZ,O,X,O,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,O,X,X
SIJOZLT,O,X,O,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,X,X
SIZTLOJ,X,O,X,O,X,X,O,X,X
SIZTJLO,X,X,X,O,X,X,X,X,X
SIZTJOL,X,O,X,O,X,X,O,X,X
SIZTOLJ,X,O,X,O,X,X,O,X,X
SIZTOJL,X,O,X,O,X,X,O,X,X
SIZLTJO,X,X,O,X,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,X,O,X,X
SIZLJTO,X,X,O,X,X,X,X,X,X
SIZLJOT,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,O,O,X,X,X,O,X,X
SIZLOJT,X,X,O,X,X,X,X,X,X
SIZJTLO,O,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,O,X,X
SIZJLTO,O,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,O,X,X
SIZJOLT,O,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,O,X,X,O,X,X
SIZOTJL,X,O,X,O,X,X,O,X,X
SIZOLTJ,X,O,O,X,X,X,O,X,X
SIZOLJT,X,X,O,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,O,X,X
