sequence,v115@DhB8FeF8EeH8AeF8JeWBJvhFxcBTeB/kBUgBikBlqB,v115@DhB8FeF8EeH8AeF8Jex6IvhF8gBCdBTeB2kB3kBlqB,v115@DhB8FeF8EeH8AeF8JeX7IvhFxcBTeB0kB6qBOpBFrB,v115@DhB8FeF8EeH8AeF8JeZ/IvhFCdBTeBukB3gBFlB8qB,v115@DhB8FeF8EeH8AeF8Je//IvhFFbBxcBTeB2pB0lBCrB,v115@DhB8FeF8EeH8AeF8Je//IvhFRbBCdBTeB2pB0lBlqB,v115@DhB8FeF8EeH8AeF8JeO/IvhFXbBxcBTeB1pB0lBCrB,v115@DhB8FeF8EeH8AeF8JeZ/IvhF3bBCdBTeBFlBukB8qB,v115@DhB8FeF8EeH8AeF8Jex6IvhFCdBTeB2kB1qB3kB8qB
JSLOTIZ,X,X,X,O,O,O,X,X,X
JSLOTZI,X,X,X,X,X,O,X,X,X
JSLOITZ,X,X,X,O,O,O,X,X,X
JSLOIZT,X,X,X,O,O,O,X,X,X
JSLOZTI,X,X,X,X,O,O,X,X,X
JSLOZIT,X,X,X,O,O,O,X,X,X
JSZTILO,O,X,X,X,O,O,X,X,X
JSZTIOL,O,X,X,X,O,O,X,X,X
JSZTLIO,O,X,X,X,O,O,X,X,X
JSZTLOI,O,X,X,X,O,O,X,X,X
JSZTOIL,O,X,X,X,O,O,X,X,X
JSZTOLI,O,X,X,X,O,O,X,X,X
JSZITLO,X,X,X,X,O,O,X,X,X
JSZITOL,O,X,X,X,O,O,X,X,X
JSZILTO,X,X,X,X,O,O,X,X,X
JSZILOT,O,X,X,O,O,O,X,X,X
JSZIOTL,O,X,X,X,O,O,X,X,X
JSZIOLT,O,X,X,O,O,O,X,X,X
JSZLTIO,X,X,X,X,O,O,X,X,X
JSZLTOI,X,X,X,X,O,O,X,X,X
JSZLITO,X,X,X,X,O,O,X,X,X
JSZLIOT,O,X,X,O,O,O,X,X,X
JSZLOTI,O,X,X,X,O,O,X,X,X
JSZLOIT,O,X,X,O,O,O,X,X,X
JSZOTIL,O,X,X,X,O,O,X,X,X
JSZOTLI,O,X,X,X,O,O,X,X,X
JSZOITL,O,X,X,X,O,O,X,X,X
JSZOILT,O,X,X,O,O,O,X,X,X
JSZOLTI,O,X,X,X,O,O,X,X,X
JSZOLIT,O,X,X,O,O,O,X,X,X
JSOTILZ,X,X,X,O,O,O,X,X,X
JSOTIZL,O,X,X,X,O,X,X,X,X
JSOTLIZ,X,X,X,O,O,O,X,X,X
JSOTLZI,X,X,X,X,X,O,X,X,X
JSOTZIL,O,X,X,X,O,O,X,X,X
JSOTZLI,O,X,X,X,O,O,X,X,X
JSOITLZ,X,X,X,O,O,O,X,X,X
JSOITZL,O,X,X,X,O,X,X,X,X
JSOILTZ,X,X,X,O,O,O,X,X,X
JSOILZT,X,X,X,O,O,O,X,X,X
JSOIZTL,O,X,X,X,O,O,X,X,X
JSOIZLT,O,X,X,O,O,O,X,X,X
JSOLTIZ,X,X,X,O,O,O,X,X,X
JSOLTZI,X,X,X,X,X,O,X,X,X
JSOLITZ,X,X,X,O,O,O,X,X,X
JSOLIZT,X,X,X,O,O,O,X,X,X
JSOLZTI,X,X,X,X,O,O,X,X,X
JSOLZIT,X,X,X,O,O,O,X,X,X
JSOZTIL,O,X,X,X,O,O,X,X,X
JSOZTLI,O,X,X,X,O,O,X,X,X
JSOZITL,O,X,X,X,O,O,X,X,X
JSOZILT,O,X,X,O,O,O,X,X,X
JSOZLTI,O,X,X,X,O,O,X,X,X
JSOZLIT,O,X,X,O,O,O,X,X,X
JZTILSO,X,X,X,X,X,X,O,X,X
JZTILOS,X,X,X,X,X,X,O,X,X
JZTISLO,X,X,X,X,O,X,O,X,X
JZTISOL,X,X,X,X,O,X,O,X,X
JZTIOLS,X,X,X,X,X,X,O,X,X
JZTIOSL,X,X,X,X,O,X,O,X,X
JZTLISO,X,X,X,X,X,X,O,X,X
JZTLIOS,X,X,X,X,X,X,O,X,X
JZTLSIO,X,X,X,X,X,O,O,X,X
JZTLSOI,X,X,X,X,X,O,O,X,X
JZTLOIS,X,X,X,X,X,X,O,X,X
JZTLOSI,X,X,X,X,X,O,O,X,X
JZTSILO,X,X,X,X,O,O,O,X,X
JZTSIOL,X,X,X,X,O,O,O,X,X
JZTSLIO,X,X,X,X,O,O,O,X,X
JZTSLOI,X,X,X,X,O,O,O,X,X
JZTSOIL,X,X,X,X,O,O,O,X,X
JZTSOLI,X,X,X,X,O,O,O,X,X
JZTOILS,X,X,X,X,X,X,O,X,X
JZTOISL,X,X,X,X,O,X,O,X,X
JZTOLIS,X,X,X,X,X,X,O,X,X
JZTOLSI,X,X,X,X,X,O,O,X,X
JZTOSIL,X,X,X,X,O,O,O,X,X
JZTOSLI,X,X,X,X,O,O,O,X,X
JZITLSO,X,X,X,X,X,X,O,X,X
JZITLOS,X,X,X,X,X,X,O,X,X
JZITSLO,X,X,X,X,O,X,O,X,X
JZITSOL,X,X,X,X,O,X,O,X,X
JZITOLS,X,X,X,X,X,X,O,X,X
JZITOSL,X,X,X,X,O,X,O,X,X
JZILTSO,X,X,O,X,X,X,X,X,X
JZILTOS,X,X,O,X,X,X,X,X,X
JZILSTO,X,X,O,X,O,O,X,X,X
JZILSOT,X,X,O,O,O,O,X,X,X
JZILOTS,X,X,O,X,X,X,X,X,X
JZILOST,X,X,O,O,O,O,X,X,X
JZISTLO,X,X,X,X,O,O,X,X,X
JZISTOL,X,X,X,X,O,O,X,X,X
JZISLTO,X,X,X,X,O,O,X,X,X
JZISLOT,X,X,X,O,O,O,X,X,X
JZISOTL,X,X,X,X,O,O,X,X,X
JZISOLT,X,X,X,O,O,O,X,X,X
JZIOTLS,X,X,X,X,X,X,O,X,X
JZIOTSL,X,X,X,X,O,X,O,X,X
JZIOLTS,X,X,O,X,X,X,X,X,X
JZIOLST,X,X,O,O,O,O,X,X,X
JZIOSTL,X,X,X,X,O,O,X,X,X
JZIOSLT,X,X,X,O,O,O,X,X,X
JZLTISO,X,X,O,X,X,X,X,X,X
JZLTIOS,X,X,O,X,X,X,X,X,X
JZLTSIO,X,X,O,X,X,O,X,X,X
JZLTSOI,X,X,O,X,X,O,X,X,X
JZLTOIS,X,X,O,X,X,X,X,X,X
JZLTOSI,X,X,O,X,X,O,X,X,X
JZLITSO,X,X,O,X,X,X,X,X,X
JZLITOS,X,X,O,X,X,X,X,X,X
JZLISTO,X,X,O,X,O,O,X,X,X
JZLISOT,X,X,O,O,O,O,X,X,X
JZLIOTS,X,X,O,X,X,X,X,X,X
JZLIOST,X,X,O,O,O,O,X,X,X
JZLSTIO,X,X,O,X,O,O,X,X,X
JZLSTOI,X,X,O,X,O,O,X,X,X
JZLSITO,X,X,O,X,O,O,X,X,X
JZLSIOT,X,X,O,O,O,O,X,X,X
JZLSOTI,X,X,O,X,O,O,X,X,X
JZLSOIT,X,X,O,O,O,O,X,X,X
JZLOTIS,X,X,O,X,X,X,X,X,X
JZLOTSI,X,X,O,X,X,O,X,X,X
JZLOITS,X,X,O,X,X,X,X,X,X
JZLOIST,X,X,O,O,O,O,X,X,X
JZLOSTI,X,X,O,X,O,O,X,X,X
JZLOSIT,X,X,O,O,O,O,X,X,X
JZSTILO,X,X,X,X,O,O,X,X,X
JZSTIOL,X,X,X,X,O,O,X,X,X
JZSTLIO,X,X,X,X,O,O,X,X,X
JZSTLOI,X,X,X,X,O,O,X,X,X
JZSTOIL,X,X,X,X,O,O,X,X,X
JZSTOLI,X,X,X,X,O,O,X,X,X
JZSITLO,X,X,X,X,O,O,X,X,X
JZSITOL,X,X,X,X,O,O,X,X,X
JZSILTO,X,X,X,X,O,O,X,X,X
JZSILOT,X,X,X,O,O,O,X,X,X
JZSIOTL,X,X,X,X,O,O,X,X,X
JZSIOLT,X,X,X,O,O,O,X,X,X
JZSLTIO,X,X,X,X,O,O,X,X,X
JZSLTOI,X,X,X,X,O,O,X,X,X
JZSLITO,X,X,X,X,O,O,X,X,X
JZSLIOT,X,X,X,O,O,O,X,X,X
JZSLOTI,X,X,X,X,O,O,X,X,X
JZSLOIT,X,X,X,O,O,O,X,X,X
JZSOTIL,X,X,X,X,O,O,X,X,X
JZSOTLI,X,X,X,X,O,O,X,X,X
JZSOITL,X,X,X,X,O,O,X,X,X
JZSOILT,X,X,X,O,O,O,X,X,X
JZSOLTI,X,X,X,X,O,O,X,X,X
JZSOLIT,X,X,X,O,O,O,X,X,X
JZOTILS,X,X,X,X,X,X,O,X,X
JZOTISL,X,X,X,X,O,X,O,X,X
JZOTLIS,X,X,X,X,X,X,O,X,X
JZOTLSI,X,X,X,X,X,O,O,X,X
JZOTSIL,X,X,X,X,O,O,O,X,X
JZOTSLI,X,X,X,X,O,O,O,X,X
JZOITLS,X,X,X,X,X,X,O,X,X
JZOITSL,X,X,X,X,O,X,O,X,X
JZOILTS,X,X,O,X,X,X,X,X,X
JZOILST,X,X,O,O,O,O,X,X,X
JZOISTL,X,X,X,X,O,O,X,X,X
JZOISLT,X,X,X,O,O,O,X,X,X
JZOLTIS,X,X,O,X,X,X,X,X,X
JZOLTSI,X,X,O,X,X,O,X,X,X
JZOLITS,X,X,O,X,X,X,X,X,X
JZOLIST,X,X,O,O,O,O,X,X,X
JZOLSTI,X,X,O,X,O,O,X,X,X
JZOLSIT,X,X,O,O,O,O,X,X,X
JZOSTIL,X,X,X,X,O,O,X,X,X
JZOSTLI,X,X,X,X,O,O,X,X,X
JZOSITL,X,X,X,X,O,O,X,X,X
JZOSILT,X,X,X,O,O,O,X,X,X
JZOSLTI,X,X,X,X,O,O,X,X,X
JZOSLIT,X,X,X,O,O,O,X,X,X
JOTILSZ,X,X,X,O,X,X,O,O,O
JOTILZS,X,O,X,X,X,X,X,O,X
JOTISLZ,X,X,X,O,O,X,O,O,O
JOTISZL,O,X,X,X,O,X,O,O,O
JOTIZLS,X,O,X,X,X,X,O,O,X
JOTIZSL,X,O,X,X,X,X,O,O,X
JOTLISZ,X,X,X,O,X,X,O,O,O
JOTLIZS,X,O,X,X,X,X,X,O,X
JOTLSIZ,X,X,X,O,X,O,O,X,O
JOTLSZI,X,O,X,X,X,O,X,X,O
JOTLZIS,X,O,X,X,X,X,O,X,X
JOTLZSI,X,O,X,X,X,O,O,X,O
JOTSILZ,X,X,X,O,O,O,O,X,O
JOTSIZL,O,X,X,X,O,X,O,X,O
JOTSLIZ,X,X,X,O,O,O,O,X,O
JOTSLZI,X,O,X,X,X,O,X,X,O
JOTSZIL,O,O,X,X,O,O,O,X,O
JOTSZLI,O,O,X,X,O,O,O,X,O
JOTZILS,X,O,X,X,X,X,O,X,X
JOTZISL,X,O,X,X,O,X,O,X,X
JOTZLIS,X,O,X,X,X,X,O,X,X
JOTZLSI,X,O,X,X,X,O,O,X,O
JOTZSIL,X,O,X,X,O,O,O,X,O
JOTZSLI,X,O,X,X,O,O,O,X,O
JOITLSZ,X,X,X,O,X,X,O,O,X
JOITLZS,X,X,X,X,X,X,X,O,X
JOITSLZ,X,X,X,O,O,X,O,O,X
JOITSZL,O,X,X,X,O,X,O,O,X
JOITZLS,X,X,X,X,X,X,X,O,X
JOITZSL,X,X,X,X,X,X,O,O,X
JOILTSZ,X,X,X,O,X,X,X,O,X
JOILTZS,X,X,X,X,X,X,X,O,X
JOILSTZ,X,X,X,O,O,O,X,X,X
JOILSZT,X,X,X,O,O,O,X,X,X
JOILZTS,X,X,O,X,X,X,X,X,X
JOILZST,X,X,O,O,X,O,X,X,X
JOISTLZ,X,X,X,O,O,O,X,X,X
JOISTZL,O,X,X,X,O,X,X,X,X
JOISLTZ,X,X,X,O,O,O,X,X,X
JOISLZT,X,X,X,O,O,O,X,X,X
JOISZTL,O,X,X,X,O,O,X,X,X
JOISZLT,O,X,X,O,O,O,X,X,X
JOIZTLS,X,X,X,X,X,X,O,X,X
JOIZTSL,X,X,X,X,O,X,O,X,X
JOIZLTS,X,X,O,X,X,X,X,X,X
JOIZLST,X,X,O,O,O,O,X,X,X
JOIZSTL,X,X,X,X,O,O,X,X,X
JOIZSLT,X,X,X,O,O,O,X,X,X
JOLTISZ,X,X,X,O,X,X,X,O,O
JOLTIZS,X,O,X,X,X,X,X,O,X
JOLTSIZ,X,X,X,O,X,O,X,X,O
JOLTSZI,X,O,X,X,X,O,X,X,O
JOLTZIS,X,O,X,X,X,X,X,X,X
JOLTZSI,X,O,X,X,X,O,X,X,O
JOLITSZ,X,X,X,O,X,X,X,O,X
JOLITZS,X,X,X,X,X,X,X,O,X
JOLISTZ,X,X,X,O,O,O,X,X,X
JOLISZT,X,X,X,O,O,O,X,X,X
JOLIZTS,X,X,O,X,X,X,X,X,X
JOLIZST,X,X,O,O,X,O,X,X,X
JOLSTIZ,X,X,X,O,O,O,X,X,X
JOLSTZI,X,X,X,X,X,O,X,X,X
JOLSITZ,X,X,X,O,O,O,X,X,X
JOLSIZT,X,X,X,O,O,O,X,X,X
JOLSZTI,X,X,X,X,O,O,X,X,X
JOLSZIT,X,X,X,O,O,O,X,X,X
JOLZTIS,X,X,O,X,X,X,X,X,X
JOLZTSI,X,X,O,X,X,O,X,X,X
JOLZITS,X,X,O,X,X,X,X,X,X
JOLZIST,X,X,O,O,O,O,X,X,X
JOLZSTI,X,X,O,X,O,O,X,X,X
JOLZSIT,X,X,O,O,O,O,X,X,X
JOSTILZ,X,X,X,O,O,O,X,X,X
JOSTIZL,O,X,X,X,O,X,X,X,X
JOSTLIZ,X,X,X,O,O,O,X,X,X
JOSTLZI,X,X,X,X,X,O,X,X,X
JOSTZIL,O,X,X,X,O,O,X,X,X
JOSTZLI,O,X,X,X,O,O,X,X,X
JOSITLZ,X,X,X,O,O,O,X,X,X
JOSITZL,O,X,X,X,O,X,X,X,X
JOSILTZ,X,X,X,O,O,O,X,X,X
JOSILZT,X,X,X,O,O,O,X,X,X
JOSIZTL,O,X,X,X,O,O,X,X,X
JOSIZLT,O,X,X,O,O,O,X,X,X
JOSLTIZ,X,X,X,O,O,O,X,X,X
JOSLTZI,X,X,X,X,X,O,X,X,X
JOSLITZ,X,X,X,O,O,O,X,X,X
JOSLIZT,X,X,X,O,O,O,X,X,X
JOSLZTI,X,X,X,X,O,O,X,X,X
JOSLZIT,X,X,X,O,O,O,X,X,X
JOSZTIL,O,X,X,X,O,O,X,X,X
JOSZTLI,O,X,X,X,O,O,X,X,X
JOSZITL,O,X,X,X,O,O,X,X,X
JOSZILT,O,X,X,O,O,O,X,X,X
JOSZLTI,O,X,X,X,O,O,X,X,X
JOSZLIT,O,X,X,O,O,O,X,X,X
JOZTILS,X,X,X,X,X,X,O,X,X
JOZTISL,X,X,X,X,O,X,O,X,X
JOZTLIS,X,X,X,X,X,X,O,X,X
JOZTLSI,X,X,X,X,X,O,O,X,X
JOZTSIL,X,X,X,X,O,O,O,X,X
JOZTSLI,X,X,X,X,O,O,O,X,X
JOZITLS,X,X,X,X,X,X,O,X,X
JOZITSL,X,X,X,X,O,X,O,X,X
JOZILTS,X,X,O,X,X,X,X,X,X
JOZILST,X,X,O,O,O,O,X,X,X
JOZISTL,X,X,X,X,O,O,X,X,X
JOZISLT,X,X,X,O,O,O,X,X,X
JOZLTIS,X,X,O,X,X,X,X,X,X
JOZLTSI,X,X,O,X,X,O,X,X,X
JOZLITS,X,X,O,X,X,X,X,X,X
JOZLIST,X,X,O,O,O,O,X,X,X
JOZLSTI,X,X,O,X,O,O,X,X,X
JOZLSIT,X,X,O,O,O,O,X,X,X
JOZSTIL,X,X,X,X,O,O,X,X,X
JOZSTLI,X,X,X,X,O,O,X,X,X
JOZSITL,X,X,X,X,O,O,X,X,X
JOZSILT,X,X,X,O,O,O,X,X,X
JOZSLTI,X,X,X,X,O,O,X,X,X
JOZSLIT,X,X,X,O,O,O,X,X,X
STILJZO,X,X,X,X,X,X,X,O,X
STILJOZ,X,X,X,O,X,X,O,O,X
STILZJO,O,X,X,X,X,X,X,O,X
STILZOJ,O,X,X,X,X,X,X,O,X
STILOJZ,X,X,X,O,X,X,O,O,X
STILOZJ,O,X,X,X,X,X,X,O,X
STIJLZO,X,X,X,X,X,X,X,O,X
STIJLOZ,X,X,X,O,X,X,O,O,X
STIJZLO,O,X,X,X,X,X,X,O,X
STIJZOL,O,X,X,X,X,X,O,O,X
STIJOLZ,X,X,X,O,X,X,O,O,X
STIJOZL,O,X,X,X,X,X,O,O,X
STIZLJO,O,X,X,X,X,X,X,O,X
STIZLOJ,O,X,X,X,X,X,X,O,X
STIZJLO,O,X,X,X,X,X,X,O,X
STIZJOL,O,X,X,X,X,X,O,O,X
STIZOLJ,O,X,X,X,X,X,X,O,X
STIZOJL,O,X,X,X,X,X,O,O,X
STIOLJZ,X,X,X,O,X,X,O,O,X
STIOLZJ,O,X,X,X,X,X,X,O,X
STIOJLZ,X,X,X,O,X,X,O,O,X
STIOJZL,O,X,X,X,X,X,O,O,X
STIOZLJ,O,X,X,X,X,X,X,O,X
STIOZJL,O,X,X,X,X,X,O,O,X
STLIJZO,X,X,X,X,X,X,X,O,X
STLIJOZ,X,X,X,O,X,X,O,O,X
STLIZJO,O,X,X,X,X,X,X,O,X
STLIZOJ,O,X,X,X,X,X,X,O,X
STLIOJZ,X,X,X,O,X,X,O,O,X
STLIOZJ,O,X,X,X,X,X,X,O,X
STLJIZO,X,X,X,X,X,X,X,X,O
STLJIOZ,X,X,X,O,X,X,O,X,O
STLJZIO,X,O,X,X,X,X,X,X,O
STLJZOI,X,O,X,X,X,X,X,X,O
STLJOIZ,X,X,X,O,X,X,O,X,O
STLJOZI,X,O,X,X,X,X,X,X,O
STLZIJO,O,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,X,X,X,X,X
STLOIJZ,X,X,X,O,X,X,O,O,X
STLOIZJ,O,X,X,X,X,X,X,O,X
STLOJIZ,X,X,X,O,X,X,O,X,O
STLOJZI,X,O,X,X,X,X,X,X,O
STLOZIJ,O,O,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,X,O
STJILOZ,X,X,X,O,X,X,O,X,O
STJIZLO,O,X,X,X,X,X,X,X,O
STJIZOL,O,X,X,X,X,X,O,X,O
STJIOLZ,X,X,X,O,X,X,O,X,O
STJIOZL,O,X,X,X,X,X,O,X,O
STJLIZO,X,X,X,X,X,X,X,X,O
STJLIOZ,X,X,X,O,X,X,O,X,O
STJLZIO,X,O,X,X,X,X,X,X,O
STJLZOI,X,O,X,X,X,X,X,X,O
STJLOIZ,X,X,X,O,X,X,O,X,O
STJLOZI,X,O,X,X,X,X,X,X,O
STJZILO,O,O,X,X,X,X,O,X,O
STJZIOL,O,O,X,X,X,X,O,X,O
STJZLIO,O,O,X,X,X,X,O,X,O
STJZLOI,O,O,X,X,X,X,O,X,O
STJZOIL,O,O,X,X,X,X,O,X,O
STJZOLI,O,O,X,X,X,X,O,X,O
STJOILZ,X,X,X,O,X,X,O,X,O
STJOIZL,O,X,X,X,X,X,O,X,O
STJOLIZ,X,X,X,O,X,X,O,X,O
STJOLZI,X,O,X,X,X,X,X,X,O
STJOZIL,O,O,X,X,X,X,O,X,O
STJOZLI,O,O,X,X,X,X,O,X,O
STZILJO,O,X,X,X,X,X,O,X,X
STZILOJ,O,O,X,X,X,X,O,X,X
STZIJLO,O,X,X,X,X,X,O,X,X
STZIJOL,O,X,X,X,X,X,O,X,X
STZIOLJ,O,O,X,X,X,X,O,X,X
STZIOJL,O,X,X,X,X,X,O,X,X
STZLIJO,O,X,X,X,X,X,O,X,X
STZLIOJ,O,O,X,X,X,X,O,X,X
STZLJIO,O,O,X,X,X,X,O,X,X
STZLJOI,O,O,X,X,X,X,O,X,X
STZLOIJ,O,O,X,X,X,X,O,X,X
STZLOJI,O,O,X,X,X,X,O,X,X
STZJILO,O,O,X,X,X,X,O,X,X
STZJIOL,O,O,X,X,X,X,O,X,X
STZJLIO,O,O,X,X,X,X,O,X,X
STZJLOI,O,O,X,X,X,X,O,X,X
STZJOIL,O,O,X,X,X,X,O,X,X
STZJOLI,O,O,X,X,X,X,O,X,X
STZOILJ,O,O,X,X,X,X,O,X,X
STZOIJL,O,X,X,X,X,X,O,X,X
STZOLIJ,O,O,X,X,X,X,O,X,X
STZOLJI,O,O,X,X,X,X,O,X,X
STZOJIL,O,O,X,X,X,X,O,X,X
STZOJLI,O,O,X,X,X,X,O,X,X
STOILJZ,X,X,X,O,X,X,O,O,X
STOILZJ,O,X,X,X,X,X,X,O,X
STOIJLZ,X,X,X,O,X,X,O,O,X
STOIJZL,O,X,X,X,X,X,O,O,X
STOIZLJ,O,X,X,X,X,X,X,O,X
STOIZJL,O,X,X,X,X,X,O,O,X
STOLIJZ,X,X,X,O,X,X,O,O,X
STOLIZJ,O,X,X,X,X,X,X,O,X
STOLJIZ,X,X,X,O,X,X,O,X,O
STOLJZI,X,O,X,X,X,X,X,X,O
STOLZIJ,O,O,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X
STOJILZ,X,X,X,O,X,X,O,X,O
STOJIZL,O,X,X,X,X,X,O,X,O
STOJLIZ,X,X,X,O,X,X,O,X,O
STOJLZI,X,O,X,X,X,X,X,X,O
STOJZIL,O,O,X,X,X,X,O,X,O
STOJZLI,O,O,X,X,X,X,O,X,O
STOZILJ,O,O,X,X,X,X,O,X,X
STOZIJL,O,X,X,X,X,X,O,X,X
STOZLIJ,O,O,X,X,X,X,O,X,X
STOZLJI,O,O,X,X,X,X,O,X,X
STOZJIL,O,O,X,X,X,X,O,X,X
STOZJLI,O,O,X,X,X,X,O,X,X
SITLJZO,X,X,X,X,X,X,X,O,X
SITLJOZ,X,X,X,O,X,X,O,O,X
SITLZJO,O,X,X,X,X,X,X,O,X
SITLZOJ,O,X,X,X,X,X,X,O,X
SITLOJZ,X,X,X,O,X,X,O,O,X
SITLOZJ,O,X,X,X,X,X,X,O,X
SITJLZO,X,X,X,X,X,X,X,O,X
SITJLOZ,X,X,X,O,X,X,O,O,X
SITJZLO,O,X,X,X,X,X,X,O,X
SITJZOL,O,X,X,X,X,X,O,O,X
SITJOLZ,X,X,X,O,X,X,O,O,X
SITJOZL,O,X,X,X,X,X,O,O,X
SITZLJO,O,X,X,X,X,X,X,O,X
SITZLOJ,O,X,X,X,X,X,X,O,X
SITZJLO,O,X,X,X,X,X,X,O,X
SITZJOL,O,X,X,X,X,X,O,O,X
SITZOLJ,O,X,X,X,X,X,X,O,X
SITZOJL,O,X,X,X,X,X,O,O,X
SITOLJZ,X,X,X,O,X,X,O,O,X
SITOLZJ,O,X,X,X,X,X,X,O,X
SITOJLZ,X,X,X,O,X,X,O,O,X
SITOJZL,O,X,X,X,X,X,O,O,X
SITOZLJ,O,X,X,X,X,X,X,O,X
SITOZJL,O,X,X,X,X,X,O,O,X
SILTJZO,X,X,X,X,X,X,X,O,X
SILTJOZ,X,X,X,O,X,X,X,O,X
SILTZJO,O,X,X,X,X,X,X,O,X
SILTZOJ,O,X,X,X,X,X,X,O,X
SILTOJZ,X,X,X,O,X,X,X,O,X
SILTOZJ,O,X,X,X,X,X,X,O,X
SILJTZO,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,O,X,X,X,X,X
SILJZTO,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,O,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,X,X
SILZTJO,X,X,O,X,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,X,X,X
SILZJTO,X,X,O,X,X,X,X,X,X
SILZJOT,O,X,O,O,X,X,X,X,X
SILZOTJ,X,X,O,X,X,X,X,X,X
SILZOJT,O,X,O,O,X,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,O,X
SILOTZJ,O,X,X,X,X,X,X,O,X
SILOJTZ,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,X,O,X,X,X,X,X
SILOZTJ,X,X,O,X,X,X,X,X,X
SILOZJT,O,X,O,O,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,O,O,X,X,X,X
SIJTZLO,O,X,X,X,O,X,X,X,X
SIJTZOL,O,X,X,X,O,X,X,X,X
SIJTOLZ,X,X,X,O,O,X,X,X,X
SIJTOZL,O,X,X,X,O,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,O,O,X,X,X,X
SIJLZTO,X,X,X,X,O,X,X,X,X
SIJLZOT,X,X,X,O,O,X,X,X,X
SIJLOTZ,X,X,X,O,O,X,X,X,X
SIJLOZT,X,X,X,O,O,X,X,X,X
SIJZTLO,X,X,X,X,O,X,X,X,X
SIJZTOL,O,X,X,X,O,X,X,X,X
SIJZLTO,X,X,X,X,O,X,X,X,X
SIJZLOT,O,X,X,O,O,X,X,X,X
SIJZOTL,O,X,X,X,O,X,X,X,X
SIJZOLT,O,X,X,O,O,X,X,X,X
SIJOTLZ,X,X,X,O,O,X,X,X,X
SIJOTZL,O,X,X,X,O,X,X,X,X
SIJOLTZ,X,X,X,O,O,X,X,X,X
SIJOLZT,X,X,X,O,O,X,X,X,X
SIJOZTL,O,X,X,X,O,X,X,X,X
SIJOZLT,O,X,X,O,O,X,X,X,X
SIZTLJO,O,X,X,X,X,X,O,X,X
SIZTLOJ,O,X,X,X,X,X,O,X,X
SIZTJLO,O,X,X,X,X,X,O,X,X
SIZTJOL,O,X,X,X,X,X,O,X,X
SIZTOLJ,O,X,X,X,X,X,O,X,X
SIZTOJL,O,X,X,X,X,X,O,X,X
SIZLTJO,X,X,O,X,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,X,X,X,X
SIZLJOT,O,X,O,O,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,X,X,X,X
SIZLOJT,O,X,O,O,X,X,X,X,X
SIZJTLO,X,X,X,X,O,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,X,X
SIZJLTO,X,X,X,X,O,X,X,X,X
SIZJLOT,O,X,X,O,O,X,X,X,X
SIZJOTL,O,X,X,X,O,X,X,X,X
SIZJOLT,O,X,X,O,O,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,O,X,X
SIZOTJL,O,X,X,X,X,X,O,X,X
SIZOLTJ,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,O,O,X,X,X,X,X
SIZOJTL,O,X,X,X,O,X,X,X,X
SIZOJLT,O,X,X,O,O,X,X,X,X
SIOTLJZ,X,X,X,O,X,X,O,O,X
SIOTLZJ,O,X,X,X,X,X,X,O,X
SIOTJLZ,X,X,X,O,X,X,O,O,X
SIOTJZL,O,X,X,X,X,X,O,O,X
SIOTZLJ,O,X,X,X,X,X,X,O,X
SIOTZJL,O,X,X,X,X,X,O,O,X
SIOLTJZ,X,X,X,O,X,X,X,O,X
SIOLTZJ,O,X,X,X,X,X,X,O,X
SIOLJTZ,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,X,O,X,X,X,X,X,X
SIOLZJT,O,X,O,O,X,X,X,X,X
SIOJTLZ,X,X,X,O,O,X,X,X,X
SIOJTZL,O,X,X,X,O,X,X,X,X
SIOJLTZ,X,X,X,O,O,X,X,X,X
SIOJLZT,X,X,X,O,O,X,X,X,X
SIOJZTL,O,X,X,X,O,X,X,X,X
SIOJZLT,O,X,X,O,O,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,O,X,X
