sequence,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhF6jBFhBXiB8?nBmqBzrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBFiBTjB6?rBcsBmqB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex9IvhFFhBXiBTjBc?sB6rBmqB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex9IvhFFhBXiBTjBS?sBmqB0rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBFiBTjBS?sBmqB0rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhF6jBFhB8mBz?iBmqBXsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBFiBTjBy?qB+rBcsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeeCJvhFfjB6jBFhBc?sBxqBTrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Je6DJvhFFhBXiB8nBO?sBxqBTrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jem8IvhFCeBFhBTjBc?sBxqB3rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhFTeB8mBWoBy?qBXsBFrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBTjBlmBc?sBmqBCsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeVBJvhFTeBmmBCoBx?qBcsB3rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeSCJvhFTeBUhBxnBl?mBmqBXsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX+IvhFFhBSoBUnBx?qBOsBTrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhF8iB+jBzhBK?rB3lBFsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeFBJvhFXiBTjBCjBU?nBxqB2wB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jem8IvhFfjB6jBTnBx?qB0rBFrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhFFhB8mBCjBT?jBmqBXsB
JZIOTSL,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
JZIOLTS,O,O,X,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X
JZIOLST,O,O,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
JZIOSTL,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
JZIOSLT,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
JZLTISO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
JZLTIOS,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X
JZLTSIO,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
JZLTSOI,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X
JZLTOIS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JZLTOSI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JZLITSO,O,O,X,X,O,X,O,O,O,O,X,X,X,X,O,O,X,X,X
JZLITOS,O,O,X,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X
JZLISTO,O,O,X,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X
JZLISOT,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
JZLIOTS,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
JZLIOST,O,O,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
JZLSTIO,O,O,X,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X
JZLSTOI,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X
JZLSITO,O,O,X,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X,X
JZLSIOT,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
JZLSOTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLOTIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
JZLOTSI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
JZLOITS,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
JZLOIST,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
JZLOSTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLOSIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JZSTILO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O
JZSTIOL,O,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O
JZSTLIO,O,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O
JZSTLOI,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O
JZSTOIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
JZSTOLI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
JZSITLO,O,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O
JZSITOL,O,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,O
JZSILTO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
JZSILOT,O,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JZSIOTL,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSIOLT,O,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSLTIO,O,O,X,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O
JZSLTOI,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O
JZSLITO,O,O,X,X,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O
JZSLIOT,O,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JZSLOTI,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
JZSLOIT,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSOTIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
JZSOTLI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
JZSOITL,O,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSOILT,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSOLTI,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
JZSOLIT,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZOTILS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JZOTLSI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JZOTSIL,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JZOITSL,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
JZOILTS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JZOILST,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
JZOISTL,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
JZOISLT,O,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X
JZOLTIS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JZOLTSI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JZOLITS,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X
JZOLIST,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
JZOLSTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JZOSTIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JZOSTLI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZOSITL,O,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZOSILT,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JZOSLTI,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
JOTILSZ,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTILZS,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
JOTISZL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTIZLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOTLISZ,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTLIZS,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTLSZI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOTLZIS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
JOTSLZI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOTSZIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTSZLI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZLIS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOTZLSI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOITLSZ,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOITLZS,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOITSLZ,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X
JOITSZL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOITZSL,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
JOILTSZ,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOILTZS,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOILSTZ,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JOILSZT,X,O,X,O,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOILZTS,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
JOILZST,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
JOISTLZ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
JOISTZL,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOISLTZ,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JOISLZT,X,O,X,O,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOISZTL,X,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOISZLT,X,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOIZTLS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOIZTSL,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
JOIZLTS,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
JOIZLST,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X
JOIZSTL,O,O,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
JOIZSLT,O,O,O,X,O,X,O,X,X,O,O,O,X,O,X,X,X,O,X
JOLTISZ,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLTSIZ,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOLTSZI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JOLTZIS,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOLTZSI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOLITSZ,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLISTZ,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLISZT,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLIZTS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLIZST,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JOLSTZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLSITZ,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JOLSIZT,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
JOLSZTI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLSZIT,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
JOLZTIS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JOLZTSI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JOLZITS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JOLZIST,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X
JOLZSTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLZSIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JOSTLZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSTZIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOSTZLI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
JOSITZL,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
JOSILTZ,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,O,X
JOSILZT,X,O,X,O,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOSIZTL,X,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOSIZLT,X,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOSLTIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JOSLTZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSLITZ,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JOSLIZT,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
JOSLZTI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
JOSLZIT,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
JOSZTIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
JOSZTLI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
JOSZITL,O,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X
JOSZILT,O,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
JOSZLTI,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
JOSZLIT,O,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
JOZTILS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZTLIS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZTSLI,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
JOZILTS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JOZILST,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
JOZISTL,O,O,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
JOZISLT,O,O,O,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
JOZLTIS,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JOZLTSI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
JOZLITS,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X
JOZLIST,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
JOZLSTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOZSTLI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSITL,O,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X
JOZSILT,O,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
JOZSLTI,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSLIT,O,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
STILJZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STILZJO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STILOJZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STIJLZO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STIJZLO,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STIJZOL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STIZJLO,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STIZJOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
STIZOJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STIOJLZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STIOJZL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STIOZJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIJZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIJOZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIZJO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STLIZOJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STLIOJZ,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
STLJZOI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
STLJOIZ,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STLZIOJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STLZJIO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STLZJOI,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STLZOIJ,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STLZOJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STLOIJZ,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
STLOIZJ,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLOJIZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLOJZI,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STJIOLZ,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STJLIZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
STJLZOI,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
STJLOIZ,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
STJZIOL,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O
STJZLIO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
STJZLOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STJZOIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
STJZOLI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STJOILZ,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
STZILOJ,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
STZIJLO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
STZIJOL,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
STZIOJL,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
STZLIOJ,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
STZLJIO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
STZLJOI,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
STZLOIJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STZLOJI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STZJILO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STZJIOL,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O
STZJLIO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
