sequence,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jei/IvhFUhBGiBZoBF?lB/sBTpB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFCgBXhBmiB8?pBFnBzsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jel/IvhFUhBRiBKpBX?lBTnBetB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBKpBzkBF?nB8sBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlBT?nBetBipB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFZoB/pBFlBT?nBipBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Je0/IvhFVmBZoBKpBT?nBXlBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFVmB3iBzkBe?tBUnBCqB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBypBFnB8?sBTpBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlB2?sBzsBipB
LSZOTIJ,O,O,O,O,X,O,O,X,O,X
LSZOTJI,O,O,O,O,X,X,X,X,O,X
LSZOITJ,O,O,O,O,X,O,O,X,X,X
LSZOIJT,O,O,X,O,X,X,X,X,X,X
LSZOJTI,O,O,O,O,X,X,X,X,X,X
LSZOJIT,O,O,O,O,X,X,X,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,O,O,X,X,X
LSOTJIZ,O,O,O,X,X,X,X,X,X,X
LSOTJZI,O,O,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,O,X,O,O,X,X,X
LSOTZJI,O,O,O,O,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,X,O,X,O,O,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,X,O,X,X,X,X,X,X
LSOIZTJ,O,O,X,O,X,O,O,X,X,X
LSOIZJT,O,O,X,O,X,X,X,X,X,X
LSOJTIZ,O,X,O,X,X,X,X,X,X,X
LSOJTZI,O,X,O,X,X,X,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,X,X,X
LSOZTIJ,O,O,O,O,X,O,O,X,O,X
LSOZTJI,O,O,O,O,X,X,X,X,O,X
LSOZITJ,O,O,O,O,X,O,O,X,X,X
LSOZIJT,O,O,X,O,X,X,X,X,X,X
LSOZJTI,O,O,O,O,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,X,X,X
LZTIJSO,O,O,O,X,X,X,X,X,X,X
LZTIJOS,X,O,O,X,X,X,O,X,X,X
LZTISJO,O,O,O,X,X,X,X,X,X,X
LZTISOJ,O,O,O,O,X,X,O,X,O,X
LZTIOJS,X,O,O,O,X,X,O,X,O,X
LZTIOSJ,O,O,O,O,X,X,O,X,O,X
LZTJISO,O,O,O,X,X,X,X,X,X,X
LZTJIOS,X,O,O,X,X,X,O,X,X,X
LZTJSIO,O,O,O,X,X,X,X,X,X,X
LZTJSOI,O,O,O,O,X,X,X,X,O,X
LZTJOIS,X,O,O,O,X,X,O,X,O,X
LZTJOSI,X,O,O,O,X,X,X,X,O,X
LZTSIJO,O,O,O,X,X,X,X,X,X,X
LZTSIOJ,O,O,O,O,X,X,O,X,O,X
LZTSJIO,O,O,O,X,X,X,X,X,X,X
LZTSJOI,O,O,O,O,X,X,X,X,O,X
LZTSOIJ,O,O,O,O,X,X,O,X,O,X
LZTSOJI,O,O,O,O,X,X,X,X,O,X
LZTOIJS,X,O,O,O,X,X,O,X,O,X
LZTOISJ,O,O,O,O,X,X,O,X,O,X
LZTOJIS,X,O,O,O,X,X,O,X,O,X
LZTOJSI,X,O,O,O,X,X,X,X,O,X
LZTOSIJ,O,O,X,O,X,X,O,X,O,X
LZTOSJI,O,O,X,O,X,X,X,X,O,X
LZITJSO,O,O,O,X,X,X,X,X,X,X
LZITJOS,X,O,O,X,X,X,O,X,X,X
LZITSJO,O,O,O,X,X,X,X,X,X,X
LZITSOJ,O,O,O,O,X,X,O,X,O,X
LZITOJS,X,O,O,O,X,X,O,X,O,X
LZITOSJ,O,O,O,O,X,X,O,X,O,X
LZIJTSO,X,O,O,X,X,X,X,X,X,X
LZIJTOS,X,O,O,X,X,X,O,X,X,X
LZIJSTO,X,O,O,X,X,X,X,X,X,X
LZIJSOT,X,O,O,X,X,X,X,X,X,X
LZIJOTS,X,O,O,X,X,X,O,X,X,X
LZIJOST,X,O,O,X,X,X,X,X,X,X
LZISTJO,O,O,O,X,X,X,X,X,X,X
LZISTOJ,O,O,O,O,X,O,O,X,O,X
LZISJTO,O,O,O,X,X,X,X,X,X,X
LZISJOT,O,O,O,X,X,X,X,X,X,X
LZISOTJ,O,O,O,O,X,O,O,X,X,X
LZISOJT,O,O,X,O,X,X,X,X,X,X
LZIOTJS,O,O,O,O,X,X,O,X,X,X
LZIOTSJ,O,O,O,O,X,X,O,X,X,X
LZIOJTS,X,O,X,O,X,X,O,X,X,X
LZIOJST,O,O,X,O,X,X,X,X,X,X
LZIOSTJ,O,O,O,O,X,O,O,X,X,X
LZIOSJT,O,O,X,O,X,X,X,X,X,X
LZJTISO,X,O,O,X,X,X,X,X,X,X
LZJTIOS,X,O,O,X,X,X,O,X,X,X
LZJTSIO,X,O,O,X,X,X,X,X,X,X
LZJTSOI,X,O,O,O,X,X,X,X,O,X
LZJTOIS,X,O,O,O,X,X,O,X,O,X
LZJTOSI,X,O,O,O,X,X,X,X,O,X
LZJITSO,X,O,O,X,X,X,X,X,X,X
LZJITOS,X,O,O,X,X,X,O,X,X,X
LZJISTO,X,O,O,X,X,X,X,X,X,X
LZJISOT,X,O,O,X,X,X,X,X,X,X
LZJIOTS,X,O,O,X,X,X,O,X,X,X
LZJIOST,X,O,O,X,X,X,X,X,X,X
LZJSTIO,X,O,O,X,X,X,X,X,X,X
LZJSTOI,X,O,O,O,O,X,X,X,O,O
LZJSITO,X,O,O,X,X,X,X,X,X,X
LZJSIOT,X,O,O,X,X,X,X,X,X,X
LZJSOTI,X,O,O,O,O,X,X,X,X,X
LZJSOIT,X,O,O,O,O,X,X,X,X,X
LZJOTIS,X,O,O,O,X,X,O,X,X,X
LZJOTSI,X,O,O,O,X,X,X,X,X,X
LZJOITS,X,O,O,O,X,X,O,X,X,X
LZJOIST,X,O,O,O,O,X,X,X,X,X
LZJOSTI,X,O,O,O,O,X,X,X,X,X
LZJOSIT,X,O,O,O,O,X,X,X,X,X
LZSTIJO,O,O,O,X,X,X,X,X,X,X
LZSTIOJ,O,O,O,O,X,O,O,X,O,X
LZSTJIO,O,O,O,X,X,X,X,X,X,X
LZSTJOI,O,O,O,O,O,X,X,X,O,O
LZSTOIJ,O,O,O,O,X,O,O,X,O,X
LZSTOJI,O,O,O,O,X,X,X,X,O,X
LZSITJO,O,O,O,X,X,X,X,X,X,X
LZSITOJ,O,O,O,O,X,O,O,X,O,X
LZSIJTO,O,O,O,X,X,X,X,X,X,X
LZSIJOT,O,O,O,X,X,X,X,X,X,X
LZSIOTJ,O,O,O,O,X,O,O,X,X,X
LZSIOJT,O,O,X,O,X,X,X,X,X,X
LZSJTIO,O,O,O,X,X,X,X,X,X,X
LZSJTOI,O,O,O,O,O,X,X,X,O,O
LZSJITO,O,O,O,X,X,X,X,X,X,X
LZSJIOT,O,O,O,X,X,X,X,X,X,X
LZSJOTI,O,O,O,O,O,X,X,X,X,X
LZSJOIT,O,O,O,O,O,X,X,X,X,X
LZSOTIJ,O,O,O,O,X,O,O,X,O,X
LZSOTJI,O,O,O,O,X,X,X,X,O,X
LZSOITJ,O,O,O,O,X,O,O,X,X,X
LZSOIJT,O,O,X,O,X,X,X,X,X,X
LZSOJTI,O,O,O,O,X,X,X,X,X,X
LZSOJIT,O,O,O,O,X,X,X,X,X,X
LZOTIJS,O,O,O,O,X,X,O,X,O,X
LZOTISJ,O,O,O,O,X,X,O,X,O,X
LZOTJIS,O,O,O,O,X,X,O,X,O,X
LZOTJSI,O,O,O,O,X,X,X,X,O,X
LZOTSIJ,O,O,X,O,X,X,O,X,O,X
LZOTSJI,O,O,X,O,X,X,X,X,O,X
LZOITJS,O,O,O,O,X,X,O,X,X,X
LZOITSJ,O,O,O,O,X,X,O,X,X,X
LZOIJTS,X,O,X,O,X,X,O,X,X,X
LZOIJST,O,O,X,O,X,X,X,X,X,X
LZOISTJ,O,O,O,O,X,O,O,X,X,X
LZOISJT,O,O,X,O,X,X,X,X,X,X
LZOJTIS,X,O,O,O,X,X,O,X,X,X
LZOJTSI,X,O,O,O,X,X,X,X,X,X
LZOJITS,X,O,O,O,X,X,O,X,X,X
LZOJIST,O,O,O,O,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X,X,X
LZOSTIJ,O,O,O,O,X,O,O,X,O,X
LZOSTJI,O,O,O,O,X,X,X,X,O,X
LZOSITJ,O,O,O,O,X,O,O,X,X,X
LZOSIJT,O,O,X,O,X,X,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X,X,X
LOTIJSZ,O,O,X,X,X,X,X,O,X,X
LOTIJZS,O,O,X,X,X,X,O,X,X,X
LOTISJZ,O,O,X,X,X,X,X,X,X,X
LOTISZJ,O,O,X,O,X,X,O,X,X,X
LOTIZJS,O,O,X,O,X,X,O,X,X,X
LOTIZSJ,O,O,X,O,X,X,O,X,X,X
LOTJISZ,O,O,O,X,X,X,X,O,X,X
LOTJIZS,O,O,O,X,X,X,O,X,X,X
LOTJSIZ,O,O,O,X,X,X,X,O,X,X
LOTJSZI,O,O,O,X,X,X,X,X,X,X
LOTJZIS,O,O,O,X,X,X,O,X,X,X
LOTJZSI,O,O,O,X,X,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,O,X,X,O,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,X,X
LOTSJZI,O,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,O,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X,X,X
LOTZIJS,O,O,O,O,X,X,O,X,X,X
LOTZISJ,O,O,O,O,X,X,O,X,X,X
LOTZJIS,O,O,O,O,X,X,O,X,X,X
LOTZJSI,O,O,O,O,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,O,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X,X,X
LOITJSZ,O,O,X,X,X,X,X,O,X,X
LOITJZS,O,O,X,X,X,X,O,X,X,X
LOITSJZ,O,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X,O,X,X,X
LOITZJS,O,O,X,O,X,X,O,X,X,X
LOITZSJ,O,O,X,O,X,X,O,X,X,X
LOIJTSZ,X,X,X,X,X,X,X,O,X,X
LOIJTZS,X,X,X,X,X,X,O,X,X,X
LOIJSTZ,O,X,X,X,X,X,X,O,X,X
LOIJSZT,O,O,X,O,X,X,X,X,X,X
LOIJZTS,X,O,X,O,X,X,O,X,X,X
LOIJZST,O,O,X,O,X,X,X,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,O,X,O,O,X,X,X
LOISJTZ,O,X,X,X,X,X,X,X,X,X
LOISJZT,O,O,X,O,X,X,X,X,X,X
LOISZTJ,O,O,X,O,X,O,O,X,X,X
LOISZJT,O,O,X,O,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,O,X,X,X
LOIZTSJ,O,O,X,O,X,X,O,X,X,X
LOIZJTS,X,O,X,O,X,X,O,X,X,X
LOIZJST,O,O,X,O,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,O,O,X,X,X
LOIZSJT,O,O,X,O,X,X,X,X,X,X
LOJTISZ,X,X,O,X,X,X,X,O,X,X
LOJTIZS,X,X,O,X,X,X,O,X,X,X
LOJTSIZ,X,X,O,X,X,X,X,O,X,X
LOJTSZI,X,X,O,X,X,X,X,X,X,X
LOJTZIS,X,X,O,X,X,X,O,X,X,X
LOJTZSI,X,X,O,X,X,X,X,X,X,X
LOJITSZ,X,X,O,X,X,X,X,O,X,X
LOJITZS,X,X,O,X,X,X,O,X,X,X
LOJISTZ,O,X,O,X,X,X,X,O,X,X
LOJISZT,O,O,O,O,X,X,X,X,X,X
LOJIZTS,X,O,O,O,X,X,O,X,X,X
LOJIZST,O,O,O,O,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,X,O,X,X
LOJSTZI,O,X,O,X,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,O,X,X
LOJSIZT,O,O,O,O,X,X,X,X,X,X
LOJSZTI,O,O,O,O,X,X,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X,X,X
LOJZTIS,X,O,O,O,X,X,O,X,X,X
LOJZTSI,X,O,O,O,X,X,X,X,X,X
LOJZITS,X,O,O,O,X,X,O,X,X,X
LOJZIST,O,O,O,O,X,X,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,O,O,X,X,X
LOSTJIZ,O,O,O,X,X,X,X,X,X,X
LOSTJZI,O,O,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,O,O,X,O,O,X,X,X
LOSTZJI,O,O,O,O,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,O,O,X,X,X
LOSIJTZ,O,X,X,X,X,X,X,X,X,X
LOSIJZT,O,O,X,O,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,O,O,X,X,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,X,X,X,X
LOSJTZI,O,X,O,X,X,X,X,X,X,X
LOSJITZ,O,X,O,X,X,X,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X,X,X,X
LOSJZTI,O,O,O,O,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X,X,X,X
LOSZTIJ,O,O,O,O,X,O,O,X,O,X
LOSZTJI,O,O,O,O,X,X,X,X,O,X
LOSZITJ,O,O,O,O,X,O,O,X,X,X
LOSZIJT,O,O,X,O,X,X,X,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X,X,X
LOSZJIT,O,O,O,O,X,X,X,X,X,X
LOZTIJS,O,O,O,O,X,X,O,X,O,X
LOZTISJ,O,O,O,O,X,X,O,X,O,X
LOZTJIS,O,O,O,O,X,X,O,X,O,X
LOZTJSI,O,O,O,O,X,X,X,X,O,X
LOZTSIJ,O,O,X,O,X,X,O,X,O,X
LOZTSJI,O,O,X,O,X,X,X,X,O,X
LOZITJS,O,O,O,O,X,X,O,X,X,X
LOZITSJ,O,O,O,O,X,X,O,X,X,X
LOZIJTS,X,O,X,O,X,X,O,X,X,X
LOZIJST,O,O,X,O,X,X,X,X,X,X
LOZISTJ,O,O,O,O,X,O,O,X,X,X
LOZISJT,O,O,X,O,X,X,X,X,X,X
LOZJTIS,X,O,O,O,X,X,O,X,X,X
LOZJTSI,X,O,O,O,X,X,X,X,X,X
LOZJITS,X,O,O,O,X,X,O,X,X,X
LOZJIST,O,O,O,O,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,O,O,X,O,X
LOZSTJI,O,O,O,O,X,X,X,X,O,X
LOZSITJ,O,O,O,O,X,O,O,X,X,X
LOZSIJT,O,O,X,O,X,X,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X,X,X
JTILSZO,O,O,O,X,X,X,X,X,X,X
JTILSOZ,O,X,O,X,X,X,X,O,X,X
JTILZSO,O,O,O,X,X,X,X,X,X,X
JTILZOS,X,O,O,X,X,X,O,X,X,X
JTILOSZ,X,X,X,X,X,X,X,O,X,X
JTILOZS,X,X,O,X,X,X,O,X,X,X
JTISLZO,O,O,X,X,X,X,X,X,X,X
JTISLOZ,O,X,X,X,X,X,X,O,X,X
JTISZLO,O,O,X,X,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,O,X,X
JTISOLZ,O,X,X,X,X,X,X,O,X,X
JTISOZL,O,O,X,X,X,X,X,O,X,X
JTIZLSO,O,O,O,X,X,X,X,X,X,X
JTIZLOS,X,O,O,X,X,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,O,X,X
JTIZOLS,X,O,X,X,X,X,X,X,X,X
JTIZOSL,X,O,X,X,X,X,X,O,X,X
JTIOLSZ,X,X,X,X,X,X,X,O,X,X
JTIOLZS,X,X,X,X,X,X,O,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,O,X,X
JTIOSZL,X,O,X,X,X,X,X,O,X,X
JTIOZLS,X,O,X,X,X,X,X,X,X,X
JTIOZSL,X,O,X,X,X,X,X,O,X,X
JTLISZO,O,O,O,X,X,X,X,X,X,X
JTLISOZ,O,X,O,X,X,X,X,O,X,X
JTLIZSO,O,O,O,X,X,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,O,X,X
JTLIOZS,X,X,O,X,X,X,O,X,X,X
JTLSIZO,O,O,O,X,X,X,X,X,X,X
JTLSIOZ,O,X,O,X,X,X,X,O,X,X
JTLSZIO,O,O,O,X,X,X,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X,X,X,X
JTLSOIZ,O,X,O,X,X,X,X,O,X,X
JTLSOZI,O,X,O,X,X,X,X,X,X,X
JTLZISO,O,O,O,X,X,X,X,X,X,X
JTLZIOS,X,O,O,X,X,X,O,X,X,X
JTLZSIO,O,O,O,X,X,X,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X,X,X,X
JTLZOIS,X,O,O,X,X,X,O,X,X,X
JTLZOSI,X,O,O,X,X,X,X,X,X,X
JTLOISZ,X,X,O,X,X,X,X,O,X,X
JTLOIZS,X,X,O,X,X,X,O,X,X,X
JTLOSIZ,X,X,O,X,X,X,X,O,X,X
JTLOSZI,X,X,O,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,X,X,O,X,X,X
JTLOZSI,X,X,O,X,X,X,X,X,X,X
JTSILZO,O,O,X,X,X,X,X,X,X,X
JTSILOZ,O,X,X,X,X,X,X,O,X,X
JTSIZLO,O,O,X,X,X,X,X,X,X,X
JTSIZOL,O,O,X,X,O,X,X,O,X,O
JTSIOLZ,O,X,X,X,O,X,X,O,X,O
JTSIOZL,O,O,X,X,O,X,X,O,X,O
JTSLIZO,O,O,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,X,X,X,X,X,O,X,X
JTSLZIO,O,O,X,X,X,X,X,X,X,X
JTSLZOI,O,O,X,X,O,X,X,X,X,O
JTSLOIZ,O,X,X,X,O,X,X,O,X,O
JTSLOZI,O,X,X,X,O,X,X,X,X,O
JTSZILO,O,O,X,X,X,X,X,X,X,X
JTSZIOL,O,O,X,X,O,X,X,O,X,O
JTSZLIO,O,O,X,X,X,X,X,X,X,X
JTSZLOI,O,O,X,X,O,X,X,X,X,O
JTSZOIL,O,O,X,X,O,X,X,O,X,O
JTSZOLI,O,O,X,X,O,X,X,X,X,O
JTSOILZ,O,X,X,X,O,X,X,O,X,O
JTSOIZL,O,O,X,X,O,X,X,O,X,O
JTSOLIZ,O,X,X,X,O,X,X,O,X,O
JTSOLZI,O,X,X,X,O,X,X,X,X,O
JTSOZIL,O,O,X,X,O,X,X,O,X,O
JTSOZLI,O,O,X,X,O,X,X,X,X,O
JTZILSO,O,O,O,X,X,X,X,X,X,X
JTZILOS,X,O,O,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X,X,X
JTZISOL,O,O,X,X,X,X,X,O,X,X
JTZIOLS,X,O,X,X,X,X,X,X,X,X
JTZIOSL,X,O,X,X,X,X,X,O,X,X
JTZLISO,O,O,O,X,X,X,X,X,X,X
JTZLIOS,X,O,O,X,X,X,X,X,X,X
JTZLSIO,O,O,O,X,X,X,X,X,X,X
JTZLSOI,O,O,O,X,X,X,X,X,X,X
JTZLOIS,X,O,O,X,X,X,X,X,X,X
JTZLOSI,X,O,O,X,X,X,X,X,X,X
JTZSILO,O,O,X,X,X,X,X,X,X,X
JTZSIOL,O,O,X,X,O,X,X,O,X,O
JTZSLIO,O,O,X,X,X,X,X,X,X,X
JTZSLOI,O,O,X,X,O,X,X,X,X,O
JTZSOIL,O,O,X,X,O,X,X,O,X,O
JTZSOLI,O,O,X,X,O,X,X,X,X,O
JTZOILS,X,O,O,X,X,X,X,X,X,X
JTZOISL,X,O,X,X,O,X,X,O,X,X
JTZOLIS,X,O,O,X,X,X,X,X,X,X
JTZOLSI,X,O,O,X,X,X,X,X,X,X
JTZOSIL,X,O,X,X,O,X,X,O,X,X
JTZOSLI,X,O,X,X,O,X,X,X,X,X
JTOILSZ,X,X,O,X,X,X,X,O,X,X
JTOILZS,X,X,O,X,X,X,O,X,X,X
JTOISLZ,X,X,X,X,O,X,X,O,X,X
JTOISZL,X,O,X,X,O,X,X,O,X,X
JTOIZLS,X,O,O,X,X,X,X,X,X,X
JTOIZSL,X,O,X,X,O,X,X,O,X,X
JTOLISZ,X,X,O,X,X,X,X,O,X,X
JTOLIZS,X,X,O,X,X,X,O,X,X,X
JTOLSIZ,X,X,O,X,X,X,X,O,X,X
JTOLSZI,X,X,O,X,X,X,X,X,X,X
JTOLZIS,X,X,O,X,X,X,O,X,X,X
JTOLZSI,X,X,O,X,X,X,X,X,X,X
JTOSILZ,X,X,X,X,O,X,X,O,X,X
JTOSIZL,X,O,X,X,O,X,X,O,X,X
JTOSLIZ,X,X,X,X,O,X,X,O,X,X
JTOSLZI,X,X,X,X,O,X,X,X,X,X
JTOSZIL,X,O,X,X,O,X,X,O,X,X
JTOSZLI,X,O,X,X,O,X,X,X,X,X
JTOZILS,X,O,O,X,X,X,X,X,X,X
JTOZISL,X,O,X,X,O,X,X,O,X,X
JTOZLIS,X,O,O,X,X,X,X,X,X,X
JTOZLSI,X,O,O,X,X,X,X,X,X,X
JTOZSIL,X,O,X,X,O,X,X,O,X,X
JTOZSLI,X,O,X,X,O,X,X,X,X,X
JITLSZO,O,O,O,X,X,X,X,X,X,X
JITLSOZ,O,X,O,X,X,X,X,O,X,X
JITLZSO,O,O,O,X,X,X,X,X,X,X
JITLZOS,X,O,O,X,X,X,O,X,X,X
JITLOSZ,X,X,X,X,X,X,X,O,X,X
JITLOZS,X,X,O,X,X,X,O,X,X,X
JITSLZO,O,O,X,X,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,O,X,X
JITSZLO,O,O,X,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,O,X,X
JITSOLZ,O,X,X,X,X,X,X,O,X,X
JITSOZL,O,O,X,X,X,X,X,O,X,X
JITZLSO,O,O,O,X,X,X,X,X,X,X
JITZLOS,X,O,O,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,O,X,X
JITZOLS,X,O,X,X,X,X,X,X,X,X
JITZOSL,X,O,X,X,X,X,X,O,X,X
JITOLSZ,X,X,X,X,X,X,X,O,X,X
JITOLZS,X,X,X,X,X,X,O,X,X,X
JITOSLZ,X,X,X,X,X,X,X,O,X,X
JITOSZL,X,O,X,X,X,X,X,O,X,X
JITOZLS,X,O,X,X,X,X,X,X,X,X
JITOZSL,X,O,X,X,X,X,X,O,X,X
JILTSZO,X,X,O,X,X,X,X,X,X,X
JILTSOZ,X,X,O,X,X,X,X,O,X,X
JILTZSO,X,X,O,X,X,X,X,X,X,X
JILTZOS,X,X,O,X,X,X,O,X,X,X
JILTOSZ,X,X,O,X,X,X,X,O,X,X
JILTOZS,X,X,O,X,X,X,O,X,X,X
JILSTZO,X,X,O,X,X,X,X,X,X,X
JILSTOZ,X,X,O,X,X,X,X,O,X,X
JILSZTO,X,X,O,X,X,X,X,X,X,X
JILSZOT,X,X,O,X,X,X,X,X,X,X
JILSOTZ,X,X,O,X,X,X,X,O,X,X
JILSOZT,X,X,O,X,X,X,X,X,X,X
JILZTSO,X,X,O,X,X,X,X,X,X,X
JILZTOS,X,X,O,X,X,X,O,X,X,X
JILZSTO,X,X,O,X,X,X,X,X,X,X
JILZSOT,X,X,O,X,X,X,X,X,X,X
JILZOTS,X,X,O,X,X,X,O,X,X,X
JILZOST,X,X,O,X,X,X,X,X,X,X
JILOTSZ,X,X,O,X,X,X,X,O,X,X
JILOTZS,X,X,O,X,X,X,O,X,X,X
JILOSTZ,X,X,O,X,X,X,X,O,X,X
JILOSZT,X,X,O,X,X,X,X,X,X,X
JILOZTS,X,X,O,X,X,X,O,X,X,X
JILOZST,X,X,O,X,X,X,X,X,X,X
JISTLZO,O,O,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,O,X,X
JISTZLO,O,O,X,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,O,O,X,O,X,O
JISTOLZ,O,X,X,X,O,X,X,O,X,O
JISTOZL,O,O,X,X,O,O,X,O,X,O
JISLTZO,O,X,O,X,X,X,X,X,X,X
JISLTOZ,O,X,O,X,X,X,X,O,X,X
JISLZTO,O,X,O,X,X,X,X,X,X,X
JISLZOT,O,X,O,X,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,X,O,X,X
JISLOZT,O,X,O,X,X,X,X,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,O,O,X,O,X,O
JISZLTO,O,O,O,X,X,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,X,X,X
JISZOTL,O,O,X,X,O,O,X,O,X,X
JISZOLT,O,O,X,X,O,X,X,X,X,X
JISOTLZ,O,O,X,X,O,X,X,O,X,X
JISOTZL,O,O,X,X,O,O,X,O,X,X
JISOLTZ,O,X,X,X,O,X,X,O,X,X
JISOLZT,O,O,X,X,O,X,X,X,X,X
JISOZTL,O,O,X,X,O,O,X,O,X,X
JISOZLT,O,O,X,X,O,X,X,X,X,X
JIZTLSO,O,O,O,X,X,X,X,X,X,X
JIZTLOS,X,O,O,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,O,X,X
JIZTOLS,X,O,X,X,X,X,X,X,X,X
JIZTOSL,X,O,X,X,X,X,X,O,X,X
JIZLTSO,X,O,O,X,X,X,X,X,X,X
JIZLTOS,X,O,O,X,X,X,X,X,X,X
JIZLSTO,X,O,O,X,X,X,X,X,X,X
JIZLSOT,X,O,O,X,X,X,X,X,X,X
JIZLOTS,X,O,O,X,X,X,X,X,X,X
JIZLOST,X,O,O,X,X,X,X,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,O,O,X,O,X,O
JIZSLTO,O,O,O,X,X,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,X,X,X
JIZSOTL,O,O,X,X,O,O,X,O,X,X
JIZSOLT,O,O,X,X,O,X,X,X,X,X
JIZOTLS,O,O,O,X,X,X,X,X,X,X
JIZOTSL,O,O,X,X,O,X,X,O,X,X
