sequence,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbBOhB8hBfjB6jBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbBicBGeB3hBUjBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8JeR7Iv?hFzcBfjB6jBukBUhBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hF2gBzcBfjB6jBUhBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbB2hBSjB3hBUjBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFibBzcBUhBXoBGoBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbB2hBFjB3hBctBCtB
SIJTZLO,X,O,O,O,X,X,X
SIJTZOL,X,O,O,O,X,X,X
SIJTOLZ,X,O,O,O,O,X,X
SIJTOZL,X,O,X,O,X,X,X
SIJLTZO,X,O,O,X,X,X,X
SIJLTOZ,X,O,O,O,X,X,X
SIJLZTO,O,O,O,X,X,O,X
SIJLZOT,O,O,O,O,X,O,X
SIJLOTZ,X,O,O,O,O,X,X
SIJLOZT,O,O,O,O,O,X,X
SIJZTLO,O,O,O,X,X,O,X
SIJZTOL,O,O,O,X,X,O,O
SIJZLTO,O,O,O,X,X,O,X
SIJZLOT,O,O,O,O,X,O,X
SIJZOTL,O,O,O,X,X,O,O
SIJZOLT,O,O,O,O,X,O,X
SIJOTLZ,X,O,O,O,O,X,X
SIJOTZL,X,O,X,O,X,X,X
SIJOLTZ,X,O,O,O,O,X,X
SIJOLZT,O,O,O,O,O,X,X
SIJOZTL,O,O,O,X,X,X,O
SIJOZLT,O,O,O,O,X,X,X
SIZTLJO,O,O,X,X,X,O,X
SIZTLOJ,O,O,O,X,X,O,X
SIZTJLO,O,O,X,X,X,O,X
SIZTJOL,O,O,X,X,X,O,O
SIZTOLJ,O,O,O,X,X,O,X
SIZTOJL,O,O,X,X,X,O,O
SIZLTJO,O,O,X,X,X,O,X
SIZLTOJ,O,O,O,X,X,O,X
SIZLJTO,O,O,O,X,X,O,X
SIZLJOT,O,O,O,O,X,O,X
SIZLOTJ,O,O,O,X,X,O,X
SIZLOJT,O,O,O,O,X,O,X
SIZJTLO,O,O,O,X,X,O,X
SIZJTOL,O,O,O,X,X,O,O
SIZJLTO,O,O,O,X,X,O,X
SIZJLOT,O,O,O,O,X,O,X
SIZJOTL,O,O,O,X,X,O,O
SIZJOLT,O,O,O,O,X,O,X
SIZOTLJ,O,O,O,X,X,O,X
SIZOTJL,O,O,X,X,X,O,O
SIZOLTJ,O,O,O,X,X,O,X
SIZOLJT,O,O,O,O,X,O,X
SIZOJTL,O,O,O,X,X,O,O
SIZOJLT,O,O,O,O,X,O,X
SIOTLJZ,O,O,X,O,O,X,X
SIOTLZJ,O,O,X,O,X,X,X
SIOTJLZ,O,O,X,O,O,X,X
SIOTJZL,O,O,X,O,X,X,X
SIOTZLJ,O,O,X,O,X,X,X
SIOTZJL,O,O,X,O,X,X,X
SIOLTJZ,X,O,X,O,X,X,X
SIOLTZJ,O,O,X,X,X,X,X
SIOLJTZ,X,O,O,O,O,X,X
SIOLJZT,O,O,O,O,O,X,X
SIOLZTJ,O,O,X,X,X,O,X
SIOLZJT,O,O,X,O,X,O,X
SIOJTLZ,X,O,O,O,O,X,X
SIOJTZL,X,O,X,O,X,X,X
SIOJLTZ,X,O,O,O,O,X,X
SIOJLZT,O,O,O,O,O,X,X
SIOJZTL,O,O,X,X,X,X,O
SIOJZLT,O,O,O,O,X,X,X
SIOZTLJ,O,O,X,X,X,O,X
SIOZTJL,O,O,X,X,X,O,O
SIOZLTJ,O,O,X,X,X,O,X
SIOZLJT,O,O,X,O,X,O,X
SIOZJTL,O,O,X,X,X,O,O
SIOZJLT,O,O,X,O,X,O,X
SLTIJZO,X,O,X,X,X,X,X
SLTIJOZ,X,O,X,O,X,X,X
SLTIZJO,O,O,X,X,X,O,X
SLTIZOJ,O,O,X,X,X,O,X
SLTIOJZ,X,O,X,O,X,X,X
SLTIOZJ,O,O,X,X,X,X,X
SLTJIZO,X,O,O,X,X,X,X
SLTJIOZ,X,O,O,O,X,X,X
SLTJZIO,X,O,O,X,X,X,X
SLTJZOI,X,O,O,X,X,X,X
SLTJOIZ,X,O,O,O,X,X,X
SLTJOZI,X,O,X,X,X,X,X
SLTZIJO,O,O,X,X,X,O,X
SLTZIOJ,O,O,O,X,X,O,X
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X
SLTZOIJ,O,O,O,X,X,O,X
SLTZOJI,O,O,O,X,X,X,X
SLTOIJZ,X,O,X,O,X,X,X
SLTOIZJ,O,O,X,X,X,X,X
SLTOJIZ,X,O,O,O,X,X,X
SLTOJZI,X,O,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X
SLITJZO,X,O,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,X
SLITZJO,O,O,X,X,X,O,X
SLITZOJ,O,O,X,X,X,O,X
SLITOJZ,X,O,X,O,X,X,X
SLITOZJ,O,O,X,X,X,X,X
SLIJTZO,X,O,O,X,X,X,X
SLIJTOZ,X,O,O,O,X,X,X
SLIJZTO,O,O,O,X,X,O,X
SLIJZOT,O,O,O,O,X,O,X
SLIJOTZ,X,O,O,O,O,X,X
SLIJOZT,O,O,O,O,O,X,X
SLIZTJO,O,O,X,X,X,O,X
SLIZTOJ,O,O,O,X,X,O,X
SLIZJTO,O,O,O,X,X,O,X
SLIZJOT,O,O,O,O,X,O,X
SLIZOTJ,O,O,O,X,X,O,X
SLIZOJT,O,O,O,O,X,O,X
SLIOTJZ,X,O,X,O,X,X,X
SLIOTZJ,O,O,X,X,X,X,X
SLIOJTZ,X,O,O,O,O,X,X
SLIOJZT,O,O,O,O,O,X,X
SLIOZTJ,O,O,X,X,X,O,X
SLIOZJT,O,O,X,O,X,O,X
SLJTIZO,X,O,O,X,X,X,X
SLJTIOZ,X,O,O,O,X,X,X
SLJTZIO,X,O,O,X,X,X,X
SLJTZOI,X,O,O,X,X,X,X
SLJTOIZ,X,O,O,O,X,X,X
SLJTOZI,X,O,X,X,X,X,X
SLJITZO,X,O,O,X,X,X,X
SLJITOZ,X,O,O,O,X,X,X
SLJIZTO,O,O,O,X,X,O,X
SLJIZOT,O,O,O,O,X,O,X
SLJIOTZ,X,O,O,O,O,X,X
SLJIOZT,O,O,O,O,O,X,X
SLJZTIO,O,O,O,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X
SLJZITO,O,O,O,X,X,O,X
SLJZIOT,O,O,O,O,X,O,X
SLJZOTI,O,O,O,X,X,X,X
SLJZOIT,O,O,O,O,X,O,X
SLJOTIZ,X,O,O,O,X,X,X
SLJOTZI,X,O,X,X,X,X,X
SLJOITZ,X,O,O,O,O,X,X
SLJOIZT,O,O,O,O,O,X,X
SLJOZTI,O,O,O,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X
SLZTIJO,O,O,X,X,X,O,X
SLZTIOJ,O,O,O,X,X,O,X
SLZTJIO,O,O,O,X,X,X,X
SLZTJOI,O,O,O,X,X,X,X
SLZTOIJ,O,O,O,X,X,O,X
SLZTOJI,O,O,O,X,X,X,X
SLZITJO,O,O,X,X,X,O,X
SLZITOJ,O,O,O,X,X,O,X
SLZIJTO,O,O,O,X,X,O,X
SLZIJOT,O,O,O,O,X,O,X
SLZIOTJ,O,O,O,X,X,O,X
SLZIOJT,O,O,O,O,X,O,X
SLZJTIO,O,O,O,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X
SLZJITO,O,O,O,X,X,O,X
SLZJIOT,O,O,O,O,X,O,X
SLZJOTI,O,O,O,X,X,X,X
SLZJOIT,O,O,O,O,X,O,X
SLZOTIJ,O,O,O,X,X,O,X
SLZOTJI,O,O,O,X,X,X,X
SLZOITJ,O,O,O,X,X,O,X
SLZOIJT,O,O,O,O,X,O,X
SLZOJTI,O,O,O,X,X,X,X
SLZOJIT,O,O,O,O,X,O,X
SLOTIJZ,X,O,X,O,X,X,X
SLOTIZJ,O,O,X,X,X,X,X
SLOTJIZ,X,O,O,O,X,X,X
SLOTJZI,X,O,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X
SLOITJZ,X,O,X,O,X,X,X
SLOITZJ,O,O,X,X,X,X,X
SLOIJTZ,X,O,O,O,O,X,X
SLOIJZT,O,O,O,O,O,X,X
SLOIZTJ,O,O,X,X,X,O,X
SLOIZJT,O,O,X,O,X,O,X
SLOJTIZ,X,O,O,O,X,X,X
SLOJTZI,X,O,X,X,X,X,X
SLOJITZ,X,O,O,O,O,X,X
SLOJIZT,O,O,O,O,O,X,X
SLOJZTI,O,O,O,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X
SLOZTIJ,O,O,O,X,X,O,X
SLOZTJI,O,O,O,X,X,X,X
SLOZITJ,O,O,O,X,X,O,X
SLOZIJT,O,O,O,O,X,O,X
SLOZJTI,O,O,O,X,X,X,X
SLOZJIT,O,O,O,O,X,O,X
SJTILZO,X,O,O,O,X,X,X
SJTILOZ,X,O,O,O,O,X,X
SJTIZLO,X,O,O,O,X,X,X
SJTIZOL,X,O,O,O,X,X,X
SJTIOLZ,X,O,O,O,O,X,X
SJTIOZL,X,O,O,O,X,X,X
SJTLIZO,X,O,O,O,X,X,X
SJTLIOZ,X,O,O,O,O,X,X
SJTLZIO,X,O,O,O,X,X,X
SJTLZOI,X,O,O,O,X,X,X
SJTLOIZ,X,O,O,O,O,X,X
SJTLOZI,X,O,O,O,X,X,X
SJTZILO,X,O,O,O,X,X,X
SJTZIOL,X,O,O,O,X,X,X
SJTZLIO,X,O,O,O,X,X,X
SJTZLOI,X,O,O,O,X,X,X
SJTZOIL,X,O,O,O,X,X,X
SJTZOLI,X,O,O,O,X,X,X
SJTOILZ,X,O,O,O,O,X,X
SJTOIZL,X,O,O,O,X,X,X
SJTOLIZ,X,O,O,O,O,X,X
SJTOLZI,X,O,O,O,X,X,X
SJTOZIL,X,O,O,O,X,X,X
SJTOZLI,X,O,O,O,X,X,X
SJITLZO,X,O,O,O,X,X,X
SJITLOZ,X,O,O,O,O,X,X
SJITZLO,X,O,O,O,X,X,X
SJITZOL,X,O,O,O,X,X,X
SJITOLZ,X,O,O,O,O,X,X
SJITOZL,X,O,O,O,X,X,X
SJILTZO,X,O,O,X,X,X,X
SJILTOZ,X,O,O,O,X,X,X
SJILZTO,O,O,O,X,X,O,X
SJILZOT,O,O,O,O,X,O,X
SJILOTZ,X,O,O,O,O,X,X
SJILOZT,O,O,O,O,O,X,X
SJIZTLO,O,O,O,X,X,O,X
SJIZTOL,O,O,O,X,X,O,O
SJIZLTO,O,O,O,X,X,O,X
SJIZLOT,O,O,O,O,X,O,X
SJIZOTL,O,O,O,X,X,O,O
SJIZOLT,O,O,O,O,X,O,X
SJIOTLZ,X,O,O,O,O,X,X
SJIOTZL,X,O,O,O,X,X,X
SJIOLTZ,X,O,O,O,O,X,X
SJIOLZT,O,O,O,O,O,X,X
SJIOZTL,O,O,O,X,X,X,O
SJIOZLT,O,O,O,O,X,X,X
SJLTIZO,X,O,O,X,X,X,X
SJLTIOZ,X,O,O,O,X,X,X
SJLTZIO,X,O,O,X,X,X,X
SJLTZOI,X,O,O,X,X,X,X
SJLTOIZ,X,O,O,O,X,X,X
SJLTOZI,X,O,X,X,X,X,X
SJLITZO,X,O,O,X,X,X,X
SJLITOZ,X,O,O,O,X,X,X
SJLIZTO,O,O,O,X,X,O,X
SJLIZOT,O,O,O,O,X,O,X
SJLIOTZ,X,O,O,O,O,X,X
SJLIOZT,O,O,O,O,O,X,X
SJLZTIO,O,O,O,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X
SJLZITO,O,O,O,X,X,O,X
SJLZIOT,O,O,O,O,X,O,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,O,O,O,X,O,X
SJLOTIZ,X,O,O,O,X,X,X
SJLOTZI,X,O,X,X,X,X,X
SJLOITZ,X,O,O,O,O,X,X
SJLOIZT,O,O,O,O,O,X,X
SJLOZTI,O,O,O,X,X,X,X
SJLOZIT,O,O,O,O,X,X,X
SJZTILO,O,O,O,X,X,X,X
SJZTIOL,O,O,O,X,X,X,O
SJZTLIO,O,O,O,X,X,X,X
SJZTLOI,O,O,O,X,X,X,X
SJZTOIL,O,O,O,X,X,X,O
SJZTOLI,O,O,O,X,X,X,X
SJZITLO,O,O,O,X,X,O,X
SJZITOL,O,O,O,X,X,O,O
SJZILTO,O,O,O,X,X,O,X
SJZILOT,O,O,O,O,X,O,X
SJZIOTL,O,O,O,X,X,O,O
SJZIOLT,O,O,O,O,X,O,X
SJZLTIO,O,O,O,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X
SJZLITO,O,O,O,X,X,O,X
SJZLIOT,O,O,O,O,X,O,X
SJZLOTI,O,O,O,X,X,X,X
SJZLOIT,O,O,O,O,X,O,X
SJZOTIL,O,O,O,X,X,X,O
SJZOTLI,O,O,O,X,X,X,X
SJZOITL,O,O,O,X,X,O,O
SJZOILT,O,O,O,O,X,O,X
SJZOLTI,O,O,O,X,X,X,X
SJZOLIT,O,O,O,O,X,O,X
SJOTILZ,X,O,O,O,O,X,X
SJOTIZL,X,O,O,O,X,X,X
SJOTLIZ,X,O,O,O,O,X,X
SJOTLZI,X,O,O,O,X,X,X
SJOTZIL,X,O,O,O,X,X,X
SJOTZLI,X,O,O,O,X,X,X
SJOITLZ,X,O,O,O,O,X,X
SJOITZL,X,O,O,O,X,X,X
SJOILTZ,X,O,O,O,O,X,X
SJOILZT,O,O,O,O,O,X,X
SJOIZTL,O,O,O,X,X,X,O
SJOIZLT,O,O,O,O,X,X,X
SJOLTIZ,X,O,O,O,X,X,X
SJOLTZI,X,O,X,X,X,X,X
SJOLITZ,X,O,O,O,O,X,X
SJOLIZT,O,O,O,O,O,X,X
SJOLZTI,O,O,O,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X
SJOZTIL,O,O,O,X,X,X,O
SJOZTLI,O,O,O,X,X,X,X
SJOZITL,O,O,O,X,X,X,O
SJOZILT,O,O,O,O,X,X,X
SJOZLTI,O,O,O,X,X,X,X
SJOZLIT,O,O,O,O,X,X,X
SZTILJO,O,O,O,X,X,O,X
SZTILOJ,O,O,O,X,X,O,X
SZTIJLO,O,O,O,X,X,O,X
SZTIJOL,O,O,O,X,X,O,O
SZTIOLJ,O,O,O,X,X,O,X
SZTIOJL,O,O,O,X,X,O,O
SZTLIJO,O,O,O,X,X,O,X
SZTLIOJ,O,O,O,X,X,O,X
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,X,X,X
SZTLOIJ,O,O,O,X,X,O,X
SZTLOJI,O,O,O,X,X,X,X
SZTJILO,O,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,X,O
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,O,X,X,X,X
SZTJOIL,O,O,O,X,X,X,O
SZTJOLI,O,O,O,X,X,X,X
SZTOILJ,O,O,O,X,X,O,X
SZTOIJL,O,O,O,X,X,O,O
SZTOLIJ,O,O,O,X,X,O,X
SZTOLJI,O,O,O,X,X,X,X
SZTOJIL,O,O,O,X,X,X,O
SZTOJLI,O,O,O,X,X,X,X
SZITLJO,O,O,O,X,X,O,X
SZITLOJ,O,O,O,X,X,O,X
SZITJLO,O,O,O,X,X,O,X
SZITJOL,O,O,O,X,X,O,O
SZITOLJ,O,O,O,X,X,O,X
SZITOJL,O,O,O,X,X,O,O
SZILTJO,O,O,X,X,X,O,X
SZILTOJ,O,O,O,X,X,O,X
SZILJTO,O,O,O,X,X,O,X
SZILJOT,O,O,O,O,X,O,X
SZILOTJ,O,O,O,X,X,O,X
SZILOJT,O,O,O,O,X,O,X
SZIJTLO,O,O,O,X,X,O,X
SZIJTOL,O,O,O,X,X,O,O
SZIJLTO,O,O,O,X,X,O,X
SZIJLOT,O,O,O,O,X,O,X
SZIJOTL,O,O,O,X,X,O,O
SZIJOLT,O,O,O,O,X,O,X
SZIOTLJ,O,O,O,X,X,O,X
SZIOTJL,O,O,O,X,X,O,O
SZIOLTJ,O,O,O,X,X,O,X
SZIOLJT,O,O,O,O,X,O,X
SZIOJTL,O,O,O,X,X,O,O
SZIOJLT,O,O,O,O,X,O,X
SZLTIJO,O,O,X,X,X,O,X
SZLTIOJ,O,O,O,X,X,O,X
SZLTJIO,O,O,O,X,X,X,X
SZLTJOI,O,O,O,X,X,X,X
SZLTOIJ,O,O,O,X,X,O,X
SZLTOJI,O,O,O,X,X,X,X
SZLITJO,O,O,X,X,X,O,X
SZLITOJ,O,O,O,X,X,O,X
SZLIJTO,O,O,O,X,X,O,X
SZLIJOT,O,O,O,O,X,O,X
SZLIOTJ,O,O,O,X,X,O,X
SZLIOJT,O,O,O,O,X,O,X
SZLJTIO,O,O,O,X,X,X,X
SZLJTOI,O,O,O,X,X,X,X
SZLJITO,O,O,O,X,X,O,X
SZLJIOT,O,O,O,O,X,O,X
SZLJOTI,O,O,O,X,X,X,X
SZLJOIT,O,O,O,O,X,O,X
SZLOTIJ,O,O,O,X,X,O,X
SZLOTJI,O,O,O,X,X,X,X
SZLOITJ,O,O,O,X,X,O,X
SZLOIJT,O,O,O,O,X,O,X
SZLOJTI,O,O,O,X,X,X,X
SZLOJIT,O,O,O,O,X,O,X
SZJTILO,O,O,O,X,X,X,X
SZJTIOL,O,O,O,X,X,X,O
SZJTLIO,O,O,O,X,X,X,X
SZJTLOI,O,O,O,X,X,X,X
SZJTOIL,O,O,O,X,X,X,O
SZJTOLI,O,O,O,X,X,X,X
SZJITLO,O,O,O,X,X,O,X
SZJITOL,O,O,O,X,X,O,O
SZJILTO,O,O,O,X,X,O,X
SZJILOT,O,O,O,O,X,O,X
SZJIOTL,O,O,O,X,X,O,O
SZJIOLT,O,O,O,O,X,O,X
SZJLTIO,O,O,O,X,X,X,X
SZJLTOI,O,O,O,X,X,X,X
SZJLITO,O,O,O,X,X,O,X
SZJLIOT,O,O,O,O,X,O,X
SZJLOTI,O,O,O,X,X,X,X
SZJLOIT,O,O,O,O,X,O,X
SZJOTIL,O,O,O,X,X,X,O
SZJOTLI,O,O,O,X,X,X,X
SZJOITL,O,O,O,X,X,O,O
SZJOILT,O,O,O,O,X,O,X
SZJOLTI,O,O,O,X,X,X,X
SZJOLIT,O,O,O,O,X,O,X
SZOTILJ,O,O,O,X,X,O,X
SZOTIJL,O,O,O,X,X,O,O
SZOTLIJ,O,O,O,X,X,O,X
SZOTLJI,O,O,O,X,X,X,X
SZOTJIL,O,O,O,X,X,X,O
SZOTJLI,O,O,O,X,X,X,X
SZOITLJ,O,O,O,X,X,O,X
SZOITJL,O,O,O,X,X,O,O
SZOILTJ,O,O,O,X,X,O,X
SZOILJT,O,O,O,O,X,O,X
SZOIJTL,O,O,O,X,X,O,O
SZOIJLT,O,O,O,O,X,O,X
SZOLTIJ,O,O,O,X,X,O,X
SZOLTJI,O,O,O,X,X,X,X
SZOLITJ,O,O,O,X,X,O,X
SZOLIJT,O,O,O,O,X,O,X
SZOLJTI,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,X,O,X
SZOJTIL,O,O,O,X,X,X,O
SZOJTLI,O,O,O,X,X,X,X
SZOJITL,O,O,O,X,X,O,O
SZOJILT,O,O,O,O,X,O,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,X,O,X
SOTILJZ,O,O,O,O,O,X,X
SOTILZJ,O,O,X,O,X,X,X
SOTIJLZ,O,O,O,O,O,X,X
SOTIJZL,O,O,O,O,X,X,X
SOTIZLJ,O,O,X,O,X,X,X
SOTIZJL,O,O,X,O,X,X,X
SOTLIJZ,O,O,O,O,O,X,X
SOTLIZJ,O,O,X,O,X,X,X
SOTLJIZ,O,O,O,O,O,X,X
SOTLJZI,O,O,O,O,X,X,X
SOTLZIJ,O,O,X,O,X,X,X
SOTLZJI,O,O,O,O,X,X,X
SOTJILZ,O,O,O,O,O,X,X
SOTJIZL,O,O,O,O,X,X,X
SOTJLIZ,O,O,O,O,O,X,X
SOTJLZI,O,O,O,O,X,X,X
SOTJZIL,O,O,O,O,X,X,X
SOTJZLI,O,O,O,O,X,X,X
SOTZILJ,O,O,X,O,X,X,X
SOTZIJL,O,O,X,O,X,X,X
SOTZLIJ,O,O,X,O,X,X,X
SOTZLJI,O,O,O,O,X,X,X
SOTZJIL,O,O,O,O,X,X,X
SOTZJLI,O,O,O,O,X,X,X
SOITLJZ,O,O,X,O,O,X,X
SOITLZJ,O,O,X,O,X,X,X
SOITJLZ,O,O,X,O,O,X,X
SOITJZL,O,O,X,O,X,X,X
SOITZLJ,O,O,X,O,X,X,X
SOITZJL,O,O,X,O,X,X,X
SOILTJZ,X,O,X,O,X,X,X
SOILTZJ,O,O,X,X,X,X,X
SOILJTZ,X,O,O,O,O,X,X
SOILJZT,O,O,O,O,O,X,X
SOILZTJ,O,O,X,X,X,O,X
SOILZJT,O,O,X,O,X,O,X
SOIJTLZ,X,O,O,O,O,X,X
SOIJTZL,X,O,X,O,X,X,X
SOIJLTZ,X,O,O,O,O,X,X
SOIJLZT,O,O,O,O,O,X,X
SOIJZTL,O,O,X,X,X,X,O
SOIJZLT,O,O,O,O,X,X,X
SOIZTLJ,O,O,X,X,X,O,X
SOIZTJL,O,O,X,X,X,O,O
SOIZLTJ,O,O,X,X,X,O,X
SOIZLJT,O,O,X,O,X,O,X
SOIZJTL,O,O,X,X,X,O,O
SOIZJLT,O,O,X,O,X,O,X
SOLTIJZ,X,O,X,O,X,X,X
SOLTIZJ,O,O,X,X,X,X,X
SOLTJIZ,X,O,O,O,X,X,X
SOLTJZI,X,O,X,X,X,X,X
SOLTZIJ,O,O,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X
SOLITJZ,X,O,X,O,X,X,X
SOLITZJ,O,O,X,X,X,X,X
SOLIJTZ,X,O,O,O,O,X,X
SOLIJZT,O,O,O,O,O,X,X
SOLIZTJ,O,O,X,X,X,O,X
SOLIZJT,O,O,X,O,X,O,X
SOLJTIZ,X,O,O,O,X,X,X
SOLJTZI,X,O,X,X,X,X,X
SOLJITZ,X,O,O,O,O,X,X
SOLJIZT,O,O,O,O,O,X,X
SOLJZTI,O,O,O,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X
SOLZTIJ,O,O,O,X,X,O,X
SOLZTJI,O,O,O,X,X,X,X
SOLZITJ,O,O,O,X,X,O,X
SOLZIJT,O,O,O,O,X,O,X
SOLZJTI,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,X,O,X
SOJTILZ,X,O,O,O,O,X,X
SOJTIZL,X,O,O,O,X,X,X
SOJTLIZ,X,O,O,O,O,X,X
SOJTLZI,X,O,O,O,X,X,X
SOJTZIL,X,O,O,O,X,X,X
SOJTZLI,X,O,O,O,X,X,X
SOJITLZ,X,O,O,O,O,X,X
SOJITZL,X,O,O,O,X,X,X
SOJILTZ,X,O,O,O,O,X,X
SOJILZT,O,O,O,O,O,X,X
SOJIZTL,O,O,O,X,X,X,O
SOJIZLT,O,O,O,O,X,X,X
SOJLTIZ,X,O,O,O,X,X,X
SOJLTZI,X,O,X,X,X,X,X
SOJLITZ,X,O,O,O,O,X,X
SOJLIZT,O,O,O,O,O,X,X
SOJLZTI,O,O,O,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X
SOJZTIL,O,O,O,X,X,X,O
SOJZTLI,O,O,O,X,X,X,X
SOJZITL,O,O,O,X,X,X,O
SOJZILT,O,O,O,O,X,X,X
SOJZLTI,O,O,O,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X
SOZTILJ,O,O,O,X,X,O,X
SOZTIJL,O,O,X,X,X,O,O
SOZTLIJ,O,O,O,X,X,O,X
SOZTLJI,O,O,O,X,X,X,X
SOZTJIL,O,O,O,X,X,X,O
SOZTJLI,O,O,O,X,X,X,X
SOZITLJ,O,O,O,X,X,O,X
SOZITJL,O,O,X,X,X,O,O
SOZILTJ,O,O,O,X,X,O,X
SOZILJT,O,O,O,O,X,O,X
SOZIJTL,O,O,O,X,X,O,O
SOZIJLT,O,O,O,O,X,O,X
SOZLTIJ,O,O,O,X,X,O,X
SOZLTJI,O,O,O,X,X,X,X
SOZLITJ,O,O,O,X,X,O,X
SOZLIJT,O,O,O,O,X,O,X
SOZLJTI,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,X,O,X
SOZJTIL,O,O,O,X,X,X,O
SOZJTLI,O,O,O,X,X,X,X
SOZJITL,O,O,O,X,X,O,O
SOZJILT,O,O,O,O,X,O,X
SOZJLTI,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,X,O,X
ZTILJSO,O,O,X,X,X,X,X
ZTILJOS,O,O,X,X,O,X,O
ZTILSJO,O,O,O,X,X,O,X
ZTILSOJ,O,O,O,X,X,O,X
ZTILOJS,O,O,X,X,O,X,O
ZTILOSJ,O,O,O,X,X,O,X
ZTIJLSO,O,O,O,X,X,X,X
ZTIJLOS,O,O,O,X,O,X,O
ZTIJSLO,O,O,O,O,X,X,X
ZTIJSOL,O,O,O,O,X,X,O
ZTIJOLS,O,O,O,X,O,X,O
ZTIJOSL,O,O,O,O,X,X,O
ZTISLJO,O,O,O,O,X,O,X
ZTISLOJ,O,O,O,O,X,O,X
ZTISJLO,O,O,O,O,X,O,X
ZTISJOL,O,O,O,O,X,O,O
ZTISOLJ,O,O,O,O,X,O,X
ZTISOJL,O,O,O,O,X,O,O
ZTIOLJS,O,O,X,X,O,X,O
ZTIOLSJ,O,O,O,X,X,O,X
ZTIOJLS,O,O,O,X,O,X,O
ZTIOJSL,O,O,O,O,X,X,O
ZTIOSLJ,O,O,O,O,X,O,X
ZTIOSJL,O,O,O,O,X,O,O
ZTLIJSO,O,O,X,X,X,X,X
ZTLIJOS,O,O,X,X,O,X,O
ZTLISJO,O,O,O,X,X,O,X
ZTLISOJ,O,O,O,X,X,O,X
ZTLIOJS,O,O,X,X,O,X,O
ZTLIOSJ,O,O,O,X,X,O,X
ZTLJISO,O,O,O,X,X,X,X
ZTLJIOS,O,O,O,X,O,X,O
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,X,X,X,X
ZTLJOIS,O,O,O,X,O,X,O
ZTLJOSI,O,O,O,X,X,X,X
ZTLSIJO,O,O,O,X,X,O,X
ZTLSIOJ,O,O,O,X,X,O,X
ZTLSJIO,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,X,X,X,X
ZTLSOIJ,O,O,O,X,X,O,X
ZTLSOJI,O,O,O,X,X,X,X
ZTLOIJS,O,O,X,X,O,X,O
ZTLOISJ,O,O,O,X,X,O,X
ZTLOJIS,O,O,O,X,O,X,O
ZTLOJSI,O,O,O,X,X,X,X
ZTLOSIJ,O,O,O,X,X,O,X
ZTLOSJI,O,O,O,X,X,X,X
ZTJILSO,O,O,O,X,X,X,X
ZTJILOS,O,O,O,X,O,X,O
ZTJISLO,O,O,O,O,X,X,X
ZTJISOL,O,O,O,O,X,X,O
ZTJIOLS,O,O,O,X,O,X,O
ZTJIOSL,O,O,O,O,X,X,O
ZTJLISO,O,O,O,X,X,X,X
ZTJLIOS,O,O,O,X,O,X,O
ZTJLSIO,O,O,O,X,X,X,X
ZTJLSOI,O,O,O,X,X,X,X
ZTJLOIS,O,O,O,X,O,X,O
ZTJLOSI,O,O,O,X,X,X,X
